"","Word","CelS","Fdif","Vf","Dent","Ient","NsyS","NsyC","Len","Ncou","Bigr","InBi","spelV","spelN","phonV","phonN","friendsV","friendsN","ffV","ffN","fbV","fbN","ffNonzero","NVratio"
"130","nonce",1.0986123,-0.8754687,1.0986123,0.9183,0,0.6931472,0.6931472,5,1,9.178382,12.79025,2,6.2166061,1,0.6931472,1,0.6931472,0.6931472,6.2146081,0,0,1,1.098612289
"131","shame",6.0591232,-0.9019833,2.6390573,1.71208,0.4484,2.0794415,1.3862944,5,6,9.256478,12.41582,12,7.5522373,15,7.6207051,12,7.5522373,0,0,1.3862944,4.9126549,0,2.326682645
"132","stole",5.236442,1.652923,0.6931472,0,0.04784,0.6931472,0,5,8,9.418778,13.30069,13,6.2672005,30,6.637258,13,6.2672005,0,0,2.8903718,5.4680601,0,3.496507561
"133","freight",4.6051702,1.532477,1.7917595,0.85056,0.29965,1.7917595,1.9459101,7,0,9.593496,11.69309,5,5.5606816,31,7.865188,2,5.2781147,1.0986123,3.6109179,3.3672958,7.7756957,1,2.813410717
"134","whack",3.1354942,-1.141172,1.7917595,0.43683,1.591,1.0986123,0,5,2,9.150391,12.5978,22,7.3304052,28,7.331715,22,7.3304052,0,0,1.9459101,1.0986123,0,-1.131402111
"135","stunt",4.2484952,1.175802,1.0986123,0,1.61074,1.0986123,1.9459101,5,2,9.218137,13.30069,9,3.3672958,10,5.5214609,9,3.3672958,0,0,0.6931472,5.4026774,0,0.259957524
"136","clause",4.8520303,0.6266574,0.6931472,0,0.90131,1.0986123,1.6094379,6,0,9.255945,11.29955,3,5.0814044,12,5.6347896,3,5.0814044,0,0,2.3025851,4.7874917,0,5.231108617
"137","tact",4.3438054,1.453434,1.9459101,1.46808,0,0.6931472,0,4,4,8.644815,12.49891,6,6.6320018,6,6.6320018,6,6.6320018,0,0,0,0,0,4.343805422
"138","pact",5.7990927,2.726399,0.6931472,0,0.16195,0.6931472,0.6931472,4,6,8.300107,12.00343,6,6.6320018,6,6.6320018,6,6.6320018,0,0,0,0,0,5.823045895
"139","cowl",1.7917595,-0.1823216,1.0986123,0,1.13923,1.0986123,0,4,4,7.993493,12.86473,10,3.6635616,10,2.9957323,9,2.7725887,0.6931472,3.1780538,0.6931472,1.6094379,1,0
"140","verve",2.3025851,1.021651,0.6931472,0,0,0.6931472,0,5,4,8.886051,13.19376,4,4.8362819,5,5.1416636,4,4.8362819,0,0,0.6931472,3.8286414,0,2.302585093
"141","strap",4.5217886,-0.2556528,2.1972246,0.42954,1.78801,2.1972246,2.0794415,5,4,9.109383,13.30069,22,5.0998664,23,5.0875963,21,5.0875963,0.6931472,1.0986123,1.0986123,0,1,0.382992252
"142","piece",7.6415644,0.03269381,3.3322045,1.05104,0.97869,2.944439,3.1780538,5,1,8.807146,11.17479,2,4.9272537,9,5.9242558,2,4.9272537,0,0,2.0794415,5.4680601,0,4.736523282
"143","cock",4.7535902,-0.6048811,3.4339872,2.79479,1.70308,2.0794415,2.4849066,4,10,8.19661,12.86473,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,0.047628049
"144","pound",6.6463905,-2.275628,1.9459101,0.05921,0.86302,2.8332133,2.6390573,5,7,9.27446,12.07807,9,7.024649,10,7.0290876,9,7.024649,0,0,0.6931472,1.7917595,0,3.372209845
"145","fringe",5.4889377,1.263565,1.0986123,0,1.30993,1.6094379,1.7917595,6,2,9.741633,11.69309,7,3.0910425,7,3.0910425,7,3.0910425,0,0,0,0,0,1.480935868
"146","coop",1.3862944,-0.9932518,1.0986123,0.469,0.9183,1.0986123,1.3862944,4,8,8.381892,12.86473,12,4.0775374,17,6.1484683,12,4.0775374,0,0,1.7917595,6.0161572,0,2.302585093
"147","school",8.8515203,-0.04372572,3.3672958,0.67412,0.82078,2.3025851,4.4659081,6,0,9.346853,11.1627,9,6.6346334,18,6.7592553,8,6.6214057,0.6931472,2.3978953,2.3978953,4.7184989,1,5.948796231
"148","straw",5.986452,0.7736925,1.7917595,0.83013,0.47421,1.7917595,2.1972246,5,2,8.979804,13.30069,19,6.6846117,20,6.6908423,19,6.6846117,0,0,0.6931472,1.7917595,0,6.091309882
"149","mash",4.0073332,-0.4516545,1.3862944,0.25307,1.38117,1.7917595,1.3862944,4,15,8.600949,12.55302,25,5.1416636,23,4.8903491,21,4.8828019,1.6094379,3.6888795,1.0986123,0.6931472,1,-0.996829594
"150","nerve",5.5529596,0.8380385,2.7725887,1.24854,0.95627,1.6094379,4.1431347,5,3,9.049609,12.93289,4,4.8362819,5,5.1416636,4,4.8362819,0,0,0.6931472,3.8286414,0,3.301990732
"151","fraud",4.7957905,0.6816434,1.7917595,1.04662,0.39124,1.0986123,2.5649494,5,0,8.526829,11.69309,3,2.1972246,7,4.634729,3,2.1972246,0,0,1.6094379,4.5538769,0,4.875197323
"152","torch",5.0998664,0.2080147,1.7917595,0.41419,0.80386,1.7917595,1.6094379,5,1,9.337095,13.45478,3,3.8286414,3,3.8286414,3,3.8286414,0,0,0,0,0,5.379897354
"153","yawl",1.9459101,0.6649763,0.6931472,0,0.12068,1.3862944,0,4,3,6.840773,8.81165,10,3.0910425,27,8.3941212,10,3.0910425,0,0,2.8903718,8.3893598,0,1.945910149
"154","mask",5.5373343,1.423187,2.3025851,0.91784,1.54958,2.1972246,2.7080502,4,9,8.263129,12.55302,6,5.3278762,9,5.3327188,6,5.3278762,0,0,1.3862944,0.6931472,0,1.318240898
"155","fern",3.7612001,0.8708284,1.3862944,0.51589,0.99679,0.6931472,5.3471075,4,1,8.459787,11.81574,3,3.2188758,11,5.9295891,3,3.2188758,0,0,2.1972246,5.8636312,0,4.510859507
"156","glass",7.7173513,0.732635,3.1354942,0.46205,0.56962,2.4849066,4.0943446,5,3,8.713792,10.43834,10,6.4035742,12,6.5539334,10,6.4035742,0,0,1.0986123,4.5951199,0,7.861727078
"157","brake",4.4067192,-0.8815478,1.9459101,0.4703,1.74125,1.9459101,3.4965076,5,6,8.665861,10.9819,19,7.4133673,22,7.4730691,19,7.4133673,0,0,1.3862944,4.634729,0,0.892275856
"158","hose",4.2046926,-0.3343378,2.0794415,0.65248,0.96443,1.3862944,1.9459101,4,9,8.594688,12.69734,11,7.3920316,32,7.3466552,7,6.973543,1.6094379,6.3207683,3.2580965,6.1820849,1,1.651402112
"159","hood",4.4067192,-0.6118842,3.4011974,3.43395,1.1608,1.9459101,0.6931472,4,9,8.360601,12.69734,10,7.2548848,7,8.7456029,4,6.9865665,1.9459101,5.811141,1.3862944,8.5567984,1,2.187922185
"160","chain",6.3733198,1.031943,2.6390573,0.22055,1.34268,2.3978953,3.8066625,5,1,9.459214,12.67433,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,2.095664377
"161","dose",4.7874917,0.8675006,1.6094379,0.83324,1.26657,1.6094379,1.6094379,4,12,8.373533,12.02268,11,7.3920316,3,5.7430032,2,5.5053315,2.3025851,7.2283885,0.6931472,4.2046926,1,2.429476845
"162","mass",7.5506612,2.902432,2.3978953,1.01659,0.45011,2.1972246,3.3672958,4,11,8.571689,12.55302,10,6.4035742,12,6.5539334,10,6.4035742,0,0,1.0986123,4.5951199,0,3.384137259
"163","knee",6.2690963,0.251964,2.4849066,0.21875,0.95239,1.3862944,2.1972246,4,0,7.960072,10.87338,15,7.5137092,38,10.132812,14,7.5137092,0.6931472,0,3.2188758,10.0571953,0,6.206575927
"164","clamp",3.4657359,-0.8597204,1.3862944,0,1.78098,1.3862944,1.7917595,5,4,8.669043,11.29955,13,4.9052748,12,4.8675345,12,4.8675345,0.6931472,1.7917595,0,0,1,-0.980829253
"165","brace",4.0430513,0.6826759,1.9459101,1.5072,1.56216,2.5649494,2.3025851,5,5,8.899015,10.9819,12,7.2240248,17,7.556428,12,7.2240248,0,0,1.7917595,6.295266,0,-1.176321273
"166","champ",1.0986123,-1.791759,1.0986123,0,1.50703,1.3862944,0,5,5,9.015474,12.67433,13,4.9052748,12,4.8675345,12,4.8675345,0.6931472,1.7917595,0,0,1,-0.559615788
"167","mast",3.8501476,1.182919,2.3025851,1.26346,0.78378,1.6094379,1.7917595,4,14,8.748428,12.55302,10,7.0604764,10,7.0630482,9,7.0604764,0.6931472,0,0.6931472,1.3862944,0,4.110873864
"168","hoof",3.7135721,1.334026,0.6931472,0,1.54497,1.0986123,1.6094379,4,8,8.652371,12.69734,6,4.634729,2,1.0986123,2,1.0986123,1.6094379,4.6151205,0,0,1,4.927253685
"169","hump",4.1588831,0.04473589,1.6094379,0.40407,1.81237,1.0986123,0,4,8,7.834127,10.63718,14,4.3694479,14,4.3694479,14,4.3694479,0,0,0,0,0,-0.0719735
"170","snag",3.871201,1.491655,1.0986123,0,1.3776,1.6094379,0,4,7,7.891424,9.89868,20,4.7449321,20,4.7449321,20,4.7449321,0,0,0,0,0,1.504077397
"171","chair",7.53743,0.2675348,2.8332133,1.37097,0.90236,2.0794415,3.4965076,5,2,9.168486,12.67433,8,6.4118183,40,8.9438978,8,6.4118183,0,0,3.4965076,8.8612083,0,3.523906536
"172","rod",6.2225763,1.997203,1.9459101,0.1634,0.79912,1.9459101,2.8903718,3,15,7.452226,12.87114,12,5.9053618,16,6.0614569,11,5.8550719,0,0,1.6094379,4.1431347,0,6.499787041
"173","brawn",2.3978953,1.116961,1.3862944,0.97742,0,0.6931472,0,5,4,8.422617,10.9819,10,4.7791235,13,8.8643227,10,4.7791235,0,0,1.3862944,8.8475036,0,2.397895273
"174","roe",3.2188758,-0.2592826,1.0986123,0.89262,0.6632,1.6094379,1.6094379,3,7,7.152873,12.87114,10,3.7376696,41,8.8378264,8,3.2958369,0.6931472,2.7080502,3.4965076,8.8338999,1,3.401197382
"175","orb",2.1972246,0.9162907,0.6931472,0,0.99679,1.0986123,0.6931472,3,0,7.382979,13.61936,1,0.6931472,1,0.6931472,0,0,0,0,0,0,0,2.772588722
"176","hook",6.313548,1.08137,2.8903718,0.68117,1.57729,2.8903718,2.8332133,4,9,8.285368,12.69734,12,7.0335065,10,7.0335065,10,7.0335065,1.0986123,0,0,0,0,0.804986662
"177","shoe",5.5373343,-0.4531298,2.8332133,0.58999,0.76645,1.7917595,3.0910425,4,2,8.187932,12.41582,10,3.7376696,66,10.5997549,1,2.7080502,2.3025851,3.3322045,4.1896547,10.5994059,1,4.212480269
"178","berth",4.2341065,1.85456,1.3862944,0.09054,0.93049,1.7917595,1.3862944,5,1,9.60679,12.85978,1,1.6094379,8,5.7714411,1,1.6094379,0,0,2.0794415,5.7589018,0,2.614959778
"179","doom",4.5849675,2.205421,1.3862944,0.03367,0.9867,1.3862944,0,4,5,8.336537,12.02268,9,6.0730445,17,6.3902407,9,6.0730445,0,0,2.1972246,5.0937502,0,-0.682675881
"180","ore",4.0253517,2.744418,1.0986123,0.09228,0.92974,1.0986123,2.3025851,3,6,8.291386,13.61936,20,7.8709296,38,9.7758246,19,7.8697839,0,0,2.944439,9.6147382,0,4.442651256
"181","dock",5.31812,1.092747,2.1972246,0.98398,1.34162,2.4849066,2.3978953,4,11,7.98871,12.02268,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,1.765267854
"182","dime",4.2046926,2.923759,0.6931472,0,0.71206,1.0986123,0.6931472,4,11,8.461176,12.35184,11,7.4372064,14,7.4460015,11,7.4372064,0,0,1.3862944,2.7725887,0,4.418840608
"183","brass",5.8289456,1.082276,1.9459101,0.81763,0.15826,1.9459101,2.8903718,5,3,8.960121,10.9819,10,6.4035742,12,6.5539334,10,6.4035742,0,0,1.0986123,4.5951199,0,5.85220248
"184","hoop",3.3322045,-1.709929,1.0986123,0,1.34581,1.7917595,1.7917595,4,7,8.395147,12.69734,12,4.0775374,17,6.1484683,12,4.0775374,0,0,1.7917595,6.0161572,0,2.233592222
"185","serf",1.9459101,0.6649763,1.0986123,0.60519,0.82806,0.6931472,0,4,2,8.450254,13.13741,1,0,4,1.6094379,1,0,0,0,1.3862944,1.6094379,0,3.17805383
"186","lye",2.8903718,0.9162907,0.6931472,0,0,0.6931472,0.6931472,3,5,7.365601,12.62851,5,1.9459101,42,9.5161325,4,1.9459101,0,0,3.6375862,9.5156904,0,2.890371758
"187","gene",4.7361984,2.06897,0.6931472,0,0.91731,0.6931472,0.6931472,4,1,8.568819,12.28805,2,4.7535902,25,6.8895913,2,4.7535902,0,0,3.1780538,6.765039,0,5.831882477
"188","filth",4.6151205,2.641039,1.6094379,0.91051,0,1.0986123,0,5,4,9.089664,11.91551,2,1.3862944,2,1.3862944,2,1.3862944,0,0,0,0,0,4.615120517
"189","vase",4.2766661,-0.2623643,0.6931472,0,0.98991,0.6931472,1.0986123,4,4,8.135434,10.87098,6,6.3733198,17,7.556428,4,6.1654179,1.0986123,4.7095302,2.6390573,7.2710085,1,4.852030264
"190","host",5.9107966,2.432638,1.6094379,0.86367,0.97202,2.3025851,1.0986123,4,4,8.621902,12.69734,8,7.4401467,9,7.239215,5,7.166266,1.3862944,6.0137152,1.6094379,4.5951199,1,3.467817069
"191","rake",3.9702919,-0.1438553,2.3025851,0.55243,1.81161,2.1972246,1.7917595,4,16,8.154083,12.61695,19,7.4133673,22,7.4730691,19,7.4133673,0,0,1.3862944,4.634729,0,-1.108368464
"192","lug",2.6390573,-0.7213181,2.4849066,0.79876,1.66842,1.7917595,0.6931472,3,13,7.075783,10.9183,17,4.7621739,17,4.7621739,16,4.7449321,0,0,0,0,0,-2.730029108
"193","lid",5.5093883,-0.06200495,1.6094379,0.98984,0.82188,1.3862944,0,3,7,7.592906,12.78698,13,7.0909098,13,7.0909098,12,7.0749632,0,0,0,0,0,5.805134969
"194","rash",5.2203558,1.541527,1.7917595,0.57566,0.5148,1.6094379,1.6094379,4,11,8.526646,12.61695,25,5.1416636,23,4.8903491,21,4.8828019,1.6094379,3.6888795,1.0986123,0.6931472,1,4.976733742
"195","rage",6.2822667,2.603438,2.0794415,1.23042,1.32286,2.1972246,0,4,13,8.235108,12.61695,9,6.3189681,10,6.3403593,9,6.3189681,0,0,0.6931472,2.5649494,0,0.807670609
"196","race",7.2320103,1.250596,3.4339872,1.38258,1.32516,2.1972246,3.871201,4,14,8.426096,12.61695,12,7.2240248,17,7.556428,12,7.2240248,0,0,1.7917595,6.295266,0,1.389494364
"197","lee",5.7333413,-0.8803114,2.0794415,0.33083,0,0.6931472,0.6931472,3,14,7.710174,13.09377,15,7.5137092,38,10.132812,13,7.4949862,0.6931472,0,3.2188758,10.0571953,0,5.733341277
"198","shop",7.3304052,-0.8936511,3.3322045,1.26484,1.22399,1.7917595,3.7612001,4,8,8.47194,12.41582,19,6.2344107,21,6.2499752,19,6.2344107,0,0,1.0986123,2.1972246,0,2.742374944
"199","thong",2.4849066,1.203973,0.6931472,0,0.99499,0.6931472,0,5,1,9.897325,14.65437,10,7.064759,10,7.064759,10,7.064759,0,0,0,0,0,3.218875825
"200","point",8.8850257,0.5626801,3.5263605,0.4999,1.28742,3.5835189,4.6051702,5,2,9.107039,12.07807,2,6.075346,2,6.075346,2,6.075346,0,0,0,0,0,1.193241991
"201","leg",7.0370276,-0.002808005,3.1780538,0.38751,0.97283,2.3025851,2.9957323,3,8,7.378986,13.09377,5,4.3307333,5,4.3307333,4,2.8903718,0,0,0,0,0,5.654401227
"202","dial",4.3438054,-0.07262264,1.6094379,0.34568,1.83761,1.9459101,1.6094379,4,3,8.379377,12.35184,2,0.6931472,19,6.9373141,2,0.6931472,0,0,2.8903718,6.9363427,0,-0.594707108
"203","guild",4.7004804,0.7114963,1.0986123,0.06156,0.74176,0.6931472,0.6931472,5,2,8.419358,10.6147,2,4.5432948,9,5.6419071,2,4.5432948,0,0,2.0794415,5.241747,0,4.934473933
"204","shot",7.3388881,0.6286087,2.9957323,1.30531,0.70079,2.944439,3.8066625,4,9,8.605225,12.41582,23,8.6383483,28,8.9311554,22,8.6381711,0.6931472,0.6931472,1.9459101,7.5611216,1,6.986566459
"205","launch",5.6733233,2.782952,1.3862944,0,1.64025,2.3025851,1.0986123,6,2,9.210693,12.44231,4,2.7725887,5,2.8332133,4,2.7725887,0,0,0.6931472,0.6931472,0,-1.390570918
"206","guile",3.2958369,2.014903,2.3025851,1.65196,0,1.3862944,0,5,2,8.535545,10.6147,1,0.6931472,19,6.9373141,1,0.6931472,0,0,2.944439,6.9363427,0,3.295836866
"207","rack",5.0238805,0.07938503,2.3978953,0.2543,1.55791,2.944439,3.1354942,4,13,8.240239,12.61695,22,7.3304052,28,7.331715,22,7.3304052,0,0,1.9459101,1.0986123,0,1.052092273
"208","rasp",2.3025851,1.021651,1.3862944,0.89974,1.89011,1.6094379,0.6931472,4,5,8.375646,12.61695,7,3.2188758,6,3.1354942,6,3.1354942,0.6931472,1.0986123,0,0,1,-0.646627165
"209","foe",5.5214609,3.54738,0.6931472,0,0.23588,1.0986123,0,3,7,7.317253,12.95779,10,3.7376696,41,8.8378264,8,2.9957323,0.6931472,2.7080502,3.4965076,8.8338999,1,5.560681631
"210","thorn",4.4998097,0.9162907,1.9459101,1.54363,0.97681,1.3862944,2.6390573,5,0,9.599016,14.65437,11,5.4764636,16,5.5645204,11,5.4764636,0,0,1.7917595,3.1354942,0,5.023880521
"211","mood",6.7093043,0.9510337,1.6094379,0.35841,0.53293,1.3862944,2.3025851,4,8,8.214754,12.23054,10,7.2548848,21,5.7170277,4,5.2678582,1.9459101,7.1082441,2.8903718,4.7095302,1,6.838405201
"212","fog",5.1298987,-0.4817685,2.5649494,1.54689,0.36683,1.6094379,1.0986123,3,15,7.420261,12.95779,13,4.7957905,7,4.7706846,6,4.5325995,1.9459101,1.3862944,0,0,1,4.083171262
"213","lip",5.7203118,1.143541,2.0794415,0.53579,0.75463,1.3862944,2.7725887,3,14,7.250731,12.78698,25,5.9427994,28,6.0637852,24,5.8833224,0,0,1.3862944,3.912023,0,7.245655068
"214","wrack",1.7917595,0.5108256,0.6931472,0,0,1.6094379,1.6094379,5,4,8.633647,9.85619,22,7.3304052,28,7.331715,22,7.3304052,0,0,1.9459101,1.0986123,0,1.791759469
"215","lap",5.811141,1.272111,2.1972246,0.96171,1.08214,2.3978953,1.7917595,3,20,7.389305,12.44231,22,5.0998664,23,5.0875963,20,4.9628446,0.6931472,1.0986123,1.0986123,0,1,1.606617036
"216","tweed",4.4886364,1.821408,1.0986123,0.54021,0.25802,1.0986123,0,5,1,9.166362,10.79181,16,6.5191473,24,6.7604147,16,6.5191473,0,0,2.1972246,5.2257467,0,4.532599493
"217","sauce",5.6094718,-0.3442909,2.1972246,1.21008,0.6242,1.6094379,4.2046926,5,2,8.74484,11.97534,1,3.0445224,9,5.3033049,1,3.0445224,0,0,2.1972246,5.198497,0,5.078293943
"218","snail",3.8501476,-0.4265185,0.6931472,0,0.98371,1.3862944,2.3025851,5,0,8.642501,9.89868,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,4.394449155
"219","draught",4.8598124,0.1131427,2.0794415,1.30491,0.75928,1.9459101,1.0986123,7,2,9.24029,11.03329,6,5.0238805,9,4.2484952,0,0,1.7917595,5.0172798,2.1972246,4.2341065,1,5.105945474
"220","moon",6.858565,0.2400931,2.8332133,1.31896,0.47258,2.1972246,2.944439,4,10,8.570277,12.23054,9,5.6970935,16,6.0137152,9,5.6970935,0,0,2.0794415,4.7184989,0,6.965080346
"221","law",8.00102,2.010556,3.0910425,0.99839,0.82393,2.0794415,4.7791235,3,16,7.207894,12.44231,19,6.6846117,20,6.6908423,18,6.2166061,0,0,0.6931472,1.7917595,0,8.29953457
"222","mime",3.912023,1.532477,2.1972246,1.56755,1.5941,1.3862944,0,4,9,8.443111,11.99945,11,7.4372064,14,7.4460015,11,7.4372064,0,0,1.3862944,2.7725887,0,0.376477571
"223","guilt",6.4831074,3.004949,2.0794415,1.03345,0,1.0986123,1.6094379,5,2,8.238575,10.6147,2,4.9199809,13,5.0369526,2,4.9199809,0,0,2.4849066,2.8903718,0,6.483107351
"224","moss",4.7449321,0.03001108,1.3862944,0.45698,0.66658,0.6931472,3.4657359,4,10,8.299316,12.23054,10,5.5294291,9,5.3033049,7,5.198497,1.3862944,4.2766661,1.0986123,3.0445224,1,4.934473933
"225","grace",5.9242558,0.1215334,2.8903718,1.95019,0.63243,2.3025851,1.9459101,5,8,8.829689,11.50271,12,7.2240248,17,7.556428,12,7.2240248,0,0,1.7917595,6.295266,0,3.000719815
"226","wage",6.0958246,1.008228,2.1972246,1.2383,0.6354,1.0986123,2.3025851,4,11,8.453625,12.79014,9,6.3189681,10,6.3403593,9,6.3189681,0,0,0.6931472,2.5649494,0,1.702414369
"227","fox",5.1817836,0.3173308,2.7080502,1.03787,1.0625,1.9459101,3.2958369,3,9,7.017314,12.95779,6,4.4886364,16,5.241747,5,4.3307333,0,0,2.3978953,4.6151205,0,3.548179572
"228","perk",2.7080502,-0.3646431,1.9459101,0.67,1.63912,1.0986123,1.0986123,4,7,8.437206,12.47506,3,3.6375862,12,6.6945621,3,3.6375862,0,0,2.3025851,6.6476884,0,0.961411167
"229","sphere",5.5254529,3.145907,1.7917595,0.87811,0.89894,2.0794415,1.6094379,6,0,9.780448,11.50982,8,8.9576393,36,7.8248457,4,6.7093043,1.6094379,8.8462091,3.4965076,7.4283332,1,5.902633333
"230","wasp",3.7841896,1.116961,1.7917595,0.40211,0.97203,0.6931472,2.6390573,4,6,8.594162,12.79014,7,3.2188758,1,1.0986123,1,1.0986123,1.9459101,3.1354942,0,0,1,4.682131227
"231","shelf",5.5093883,-0.04821163,1.6094379,0.71231,0.99997,1.0986123,1.9459101,5,1,9.171478,12.41582,4,3.9702919,4,3.9702919,4,3.9702919,0,0,0,0,0,6.206575927
"232","grass",7.3024964,0.8175559,2.3025851,0.90671,0.48231,2.0794415,5.2574954,5,5,8.890794,11.50271,10,6.4035742,12,6.5539334,10,6.4035742,0,0,1.0986123,4.5951199,0,5.199110716
"233","nose",7.1762545,0.2858489,3.0910425,0.60028,0.61332,2.6390573,2.9957323,4,10,8.470981,12.79025,11,7.3920316,32,7.3466552,7,6.973543,1.6094379,6.3207683,3.2580965,6.1820849,1,3.950556669
"234","lens",4.7535902,0.9877497,0.6931472,0,0.99999,1.3862944,3.2958369,4,2,8.648515,13.09377,7,3.0910425,7,2.8903718,6,2.8903718,0.6931472,1.6094379,0.6931472,0,1,5.438079309
"235","food",8.4235416,0.8640864,1.6094379,0.09897,0.59431,0.6931472,3.8918203,4,7,8.373546,12.95779,10,7.2548848,21,5.7170277,4,5.2678582,1.9459101,7.1082441,2.8903718,4.7095302,1,8.578852572
"236","witch",5.6347896,1.868949,2.3025851,1.55493,0.99986,1.6094379,2.5649494,5,6,8.950617,12.40131,11,4.634729,14,8.2273755,11,4.634729,0,0,1.3862944,8.199739,0,6.340359304
"237","voice",8.3332704,1.56754,1.7917595,0.01475,0.6806,2.6390573,2.7080502,5,1,8.335245,10.40408,2,5.8289456,2,5.8289456,2,5.8289456,0,0,0,0,0,4.291703996
"238","tent",6.4892049,1.16522,1.3862944,0.0599,0.64157,0.6931472,3.2188758,4,10,9.153534,13.30255,13,6.9206715,14,7.0148144,13,6.9206715,0,0,0.6931472,4.6151205,0,6.666956792
"239","squire",4.1588831,0.2388919,1.3862944,0.25388,1.09996,1.6094379,0.6931472,6,1,8.853906,8.66112,12,5.6312118,14,5.6347896,12,5.6312118,0,0,1.0986123,0.6931472,0,2.496741107
"240","lurch",3.6888795,1.714798,1.6094379,0.36205,1.80798,2.3025851,0,5,2,8.558996,10.9183,2,5.8636312,6,6.0426328,2,5.8636312,0,0,1.6094379,4.2484952,0,-1.233269174
"241","leash",2.7080502,0.3285041,1.0986123,0.71696,0.54356,1.3862944,0,5,2,9.248834,13.09377,1,1.3862944,1,1.3862944,1,1.3862944,0,0,0,0,0,2.833213344
"242","fuel",6.7202202,1.855767,1.3862944,0.1992,1.0637,1.7917595,2.4849066,4,2,8.046418,10.97013,3,3.4965076,18,6.7592553,3,3.4965076,0,0,2.7725887,6.7214257,0,2.537424684
"243","cramp",3.8918203,0.3083014,1.0986123,0,1.8012,1.7917595,1.0986123,5,4,8.690762,11.27694,13,4.9052748,12,4.8675345,12,4.8675345,0.6931472,1.7917595,0,0,1,0.405465108
"244","spell",5.9558374,-0.5400322,2.1972246,0.42139,1.70596,2.1972246,2.0794415,5,4,9.075024,11.50982,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,0.045809536
"245","shell",6.2519039,0.5166227,2.6390573,0.91789,1.30792,2.6390573,3.4965076,5,5,9.502444,12.41582,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,2.447166322
"246","noise",7.0414117,0.3851994,2.0794415,0.76203,0.67135,1.6094379,2.3978953,5,3,9.032925,12.79025,2,3.7841896,5,5.32301,2,3.7841896,0,0,1.3862944,5.0875963,0,7.23489842
"247","jowl",2.3978953,1.116961,1.0986123,0.21084,0.92936,0.6931472,0,4,4,7.111671,10.09712,10,3.6635616,10,2.9957323,9,2.7725887,0.6931472,3.1780538,0.6931472,1.6094379,1,3.401197382
"248","fowl",3.6109179,1.636837,2.3025851,1.95281,0.99642,1.6094379,2.4849066,4,4,8.019693,12.95779,10,3.6635616,10,2.9957323,9,2.7725887,0.6931472,3.1780538,0.6931472,1.6094379,1,3.238678452
"249","dirge",1.9459101,-0.02817088,0.6931472,0,0.81128,0.6931472,0,5,0,8.66842,12.35184,1,1.0986123,10,4.0073332,1,1.0986123,0,0,2.3025851,3.9702919,0,2.197224577
"250","roost",3.6375862,0.4107422,1.6094379,0.92269,0.98146,1.6094379,0,5,2,9.020775,12.87114,2,2.8332133,2,2.8332133,2,2.8332133,0,0,0,0,0,-0.782759339
"251","nook",2.7080502,0.7339692,0.6931472,0,0.97987,1.0986123,0.6931472,4,6,8.161661,12.79025,12,7.0335065,10,7.0335065,10,7.0335065,1.0986123,0,0,0,0,3.218875825
"252","fool",6.4692503,0.7456652,2.6390573,1.23561,1.2994,1.7917595,1.7917595,4,9,8.468714,12.95779,9,6.6346334,18,6.7592553,8,6.6214057,0.6931472,2.3978953,2.3978953,4.7184989,1,1.566209178
"253","swamp",4.4426513,2.46857,1.3862944,0.24901,1.67264,1.6094379,3.7841896,5,2,8.571326,9.8176,13,4.9052748,4,2.1972246,1,1.7917595,2.5649494,4.8675345,1.3862944,1.3862944,1,0.587786665
"254","paunch",3.4011974,1.021651,1.3862944,0.59167,0.21084,0.6931472,0,6,2,9.200409,12.00343,4,2.7725887,5,2.8332133,4,2.7725887,0,0,0.6931472,0.6931472,0,3.433987204
"255","noon",5.6733233,2.312948,2.1972246,0.58861,0,0.6931472,1.0986123,4,9,8.592417,12.79025,9,5.6970935,16,6.0137152,9,5.6970935,0,0,2.0794415,4.7184989,0,5.673323267
"256","quart",4.0430513,0.8162073,2.8332133,0.26605,0.50326,1.3862944,0.6931472,5,1,8.324307,11.20298,15,6.8575141,12,6.5806391,4,2.944439,2.4849066,6.8384052,2.1972246,6.5553569,1,4.158883083
"257","foot",7.4944302,-0.003109732,4.1896547,1.49099,0.91491,2.5649494,3.8286414,4,10,8.541377,12.95779,11,5.062595,3,6.232448,2,4.2766661,2.3025851,4.4659081,0.6931472,6.0822189,1,4.564689663
"258","fluke",3.8501476,1.470601,1.0986123,0.14144,0.33229,1.7917595,1.0986123,5,2,7.743292,10.59918,3,2.6390573,6,2.6390573,3,2.6390573,0,0,1.3862944,0,0,3.912023005
"259","tripe",2.8903718,0.2231436,0.6931472,0,0,1.0986123,0.6931472,5,6,8.993547,12.29809,8,3.9512437,9,5.5294291,8,3.9512437,0,0,0.6931472,5.3033049,0,2.890371758
