"","Word","Onset1Type","Onset2Type","VowelType","ConsonantType","Obstruent","Nsyll","Stress","Voice"
"1612","zwicht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1613","vaas","None","Obstruent","long","None","S",1,"F","voiced"
"1614","kaats","None","Obstruent","long","Obstruent","S",1,"F","voiceless"
"1615","temperament","None","Sonorant","short","Sonorant","T",4,"F","voiceless"
"1616","troost","Obstruent","Sonorant","long","Obstruent","T",1,"F","voiceless"
"1617","struis","Obstruent","Sonorant","long","None","S",1,"F","voiceless"
"1618","kroeg","Obstruent","Sonorant","iuy","None","X",1,"F","voiced"
"1619","rins","None","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1620","zeug","None","Obstruent","long","None","X",1,"F","voiced"
"1621","rit","None","Sonorant","short","None","T",1,"F","voiceless"
"1622","granaat","None","Sonorant","long","None","T",2,"F","voiceless"
"1623","epos","None","Obstruent","short","None","S",2,"P","voiceless"
"1624","elf","None","None","short","Sonorant","F",1,"F","voiceless"
"1625","mat","None","Sonorant","short","None","T",1,"F","voiceless"
"1626","huis","None","Obstruent","long","None","S",1,"F","voiced"
"1627","rans","None","Sonorant","short","Sonorant","S",1,"F","voiced"
"1628","veins","None","Obstruent","long","Sonorant","S",1,"F","voiced"
"1629","palet","None","Sonorant","short","None","T",2,"F","voiceless"
"1630","toost","None","Obstruent","long","Obstruent","T",1,"F","voiceless"
"1631","koop","None","Obstruent","long","None","P",1,"F","voiceless"
"1632","vaalt","None","Obstruent","long","Sonorant","T",1,"F","voiceless"
"1633","spons","Obstruent","Obstruent","short","Sonorant","S",1,"F","voiced"
"1634","boks","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1635","alias","None","Sonorant","short","None","S",3,"A","voiceless"
"1636","zout","None","Obstruent","long","None","T",1,"F","voiceless"
"1637","wesp","None","Sonorant","short","Obstruent","P",1,"F","voiceless"
"1638","klip","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1639","kluns","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiced"
"1640","luipaard","None","Obstruent","long","Sonorant","T",2,"P","voiced"
"1641","smijt","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1642","schift","Obstruent","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1643","kraag","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1644","menuet","None","Sonorant","short","None","T",3,"F","voiceless"
"1645","cross","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1646","ros","None","Sonorant","short","None","S",1,"F","voiceless"
"1647","net","None","Sonorant","short","None","T",1,"F","voiceless"
"1648","luit","None","Sonorant","long","None","T",1,"F","voiceless"
"1649","haard","None","Obstruent","long","Sonorant","T",1,"F","voiced"
"1650","silhouet","None","Sonorant","short","None","T",3,"F","voiceless"
"1651","poep","None","Obstruent","iuy","None","P",1,"F","voiceless"
"1652","alp","None","None","short","Sonorant","P",1,"F","voiceless"
"1653","tuut","None","Obstruent","iuy","None","T",1,"F","voiceless"
"1654","poets","None","Obstruent","iuy","Obstruent","S",1,"F","voiceless"
"1655","tent","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1656","krats","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1657","braad","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1658","sloep","Obstruent","Sonorant","iuy","None","P",1,"F","voiceless"
"1659","blaag","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1660","richt","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1661","kreet","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1662","zweef","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1663","roep","None","Sonorant","iuy","None","P",1,"F","voiceless"
"1664","flard","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiced"
"1665","olifant","None","Obstruent","short","Sonorant","T",3,"A","voiceless"
"1666","beurs","None","Obstruent","long","Sonorant","S",1,"F","voiced"
"1667","bons","None","Obstruent","short","Sonorant","S",1,"F","voiced"
"1668","soft","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1669","pineut","None","Sonorant","long","None","T",2,"F","voiceless"
"1670","zaag","None","Obstruent","long","None","X",1,"F","voiced"
"1671","kuch","None","Obstruent","short","None","X",1,"F","voiceless"
"1672","wuif","None","Sonorant","long","None","F",1,"F","voiced"
"1673","spuug","Obstruent","Obstruent","iuy","None","X",1,"F","voiced"
"1674","zift","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1675","wals","None","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1676","gas","None","Obstruent","short","None","S",1,"F","voiceless"
"1677","slip","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1678","gord","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1679","dog","None","Obstruent","short","None","X",1,"F","voiced"
"1680","sergeant","Obstruent","Sonorant","short","Sonorant","T",2,"F","voiceless"
"1681","zeg","None","Obstruent","short","None","X",1,"F","voiced"
"1682","bles","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1683","daad","None","Obstruent","long","None","T",1,"F","voiced"
"1684","drup","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1685","pest","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1686","sent","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1687","fries","Obstruent","Sonorant","iuy","None","S",1,"F","voiced"
"1688","burcht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1689","beurs","None","Obstruent","long","Sonorant","S",1,"F","voiceless"
"1690","ets","None","None","short","Obstruent","S",1,"F","voiceless"
"1691","grof","Obstruent","Sonorant","short","None","F",1,"F","voiced"
"1692","paf","None","Obstruent","short","None","F",1,"F","voiceless"
"1693","mis","None","Sonorant","short","None","S",1,"F","voiceless"
"1694","larf","None","Sonorant","short","Sonorant","F",1,"F","voiced"
"1695","spiets","Obstruent","Obstruent","iuy","Obstruent","S",1,"F","voiceless"
"1696","snood","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1697","hops","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
