"","PlateID","Test.Substance","Teratogenicity.in.vivo","Sample","Rep..","Label","Conc..ug.ml.","Detector","Avg.delta.Ct","delta.Ct.SD","delta.delta.Ct","RQ","X..RQ","X100..Custom..","X100...Custom..","Custom..","Custom...1","RQ.Min","RQ.Max","Threshold"
"154","A0046031","Compound G","Non","Sample 31","Rep 17","P9",183,"ProbeType 12",-0.23,0.22,-0.35,1.28,127.75,57.96,39.87,0.58,0.4,0.88,1.86,0.06
"155","A0046031","Compound G","Non","Sample 49","Rep 17","P8",269,"ProbeType 12",1.17,0.29,1.04,0.48,48.47,31.16,18.97,0.31,0.19,0.3,0.8,0.06
"156","A0046031","Compound G","Non","Sample 68","Rep 17","P7",396,"ProbeType 12",0.95,0.25,0.83,0.56,56.38,30.44,19.77,0.3,0.2,0.37,0.87,0.06
"157","A0046031","Compound G","Non","Sample 87","Rep 17","P6",582,"ProbeType 12",0.16,0.63,0.04,0.97,97.3,187.23,64.03,1.87,0.64,0.33,2.85,0.06
"158","A0046031","Compound G","Non","Sample 106","Rep 17","P5",856,"ProbeType 12",-0.12,0.56,-0.24,1.19,118.5,187.28,72.58,1.87,0.73,0.46,3.06,0.06
"159","A0046031","Compound G","Non","Sample 124","Rep 17","P4",1259,"ProbeType 12",0.16,0.47,0.03,0.98,97.72,143.7,58.17,1.44,0.58,0.4,2.41,0.06
"160","A0046031","Compound G","Non","Sample 141","Rep 17","P3",1851,"ProbeType 12",0.19,0.39,0.06,0.96,95.89,88.86,46.12,0.89,0.46,0.5,1.85,0.06
"161","A0046031","Compound G","Non","Sample 14","Rep 17","Ctrl",0,"ProbeType 13",-5.1,0.36,0,1,100,84.94,45.93,0.85,0.46,0.54,1.85,0.56
"162","A0046031","Compound G","Non","Sample 31","Rep 17","P9",183,"ProbeType 13",-4.52,0.11,0.58,0.67,66.78,13.36,11.13,0.13,0.11,0.56,0.8,0.56
"163","A0046031","Compound G","Non","Sample 49","Rep 17","P8",269,"ProbeType 13",-4.55,0.11,0.55,0.68,68.27,14.04,11.64,0.14,0.12,0.57,0.82,0.56
"164","A0046031","Compound G","Non","Sample 68","Rep 17","P7",396,"ProbeType 13",-4.81,0.07,0.29,0.82,81.93,10.81,9.55,0.11,0.1,0.72,0.93,0.56
"165","A0046031","Compound G","Non","Sample 87","Rep 17","P6",582,"ProbeType 13",-5.01,0.1,0.1,0.94,93.61,17.88,15.01,0.18,0.15,0.79,1.11,0.56
"166","A0046031","Compound G","Non","Sample 106","Rep 17","P5",856,"ProbeType 13",-4.88,0.22,0.22,0.86,85.82,39.28,26.95,0.39,0.27,0.59,1.25,0.56
"167","A0046031","Compound G","Non","Sample 124","Rep 17","P4",1259,"ProbeType 13",-5.1,0.13,0,1,99.81,24.83,19.88,0.25,0.2,0.8,1.25,0.56
"168","A0046031","Compound G","Non","Sample 141","Rep 17","P3",1851,"ProbeType 13",-5.05,0.17,0.05,0.97,96.59,32.53,24.34,0.33,0.24,0.72,1.29,0.56
"169","A0046031","Compound G","Non","Sample 14","Rep 17","Ctrl",0,"ProbeType 15",-1.67,0.41,0,1,100,98.94,49.73,0.99,0.5,0.5,1.99,0.31
"170","A0046031","Compound G","Non","Sample 31","Rep 17","P9",183,"ProbeType 15",-0.83,0.11,0.84,0.56,55.71,11.32,9.41,0.11,0.09,0.46,0.67,0.31
"171","A0046031","Compound G","Non","Sample 49","Rep 17","P8",269,"ProbeType 15",-1.41,0.1,0.26,0.83,83.32,15.32,12.94,0.15,0.13,0.7,0.99,0.31
"172","A0046031","Compound G","Non","Sample 68","Rep 17","P7",396,"ProbeType 15",-1.63,0.1,0.05,0.97,96.7,18.1,15.25,0.18,0.15,0.81,1.15,0.31
"173","A0046031","Compound G","Non","Sample 87","Rep 17","P6",582,"ProbeType 15",-1.84,0.18,-0.17,1.12,112.23,39.33,29.12,0.39,0.29,0.83,1.52,0.31
"174","A0046031","Compound G","Non","Sample 106","Rep 17","P5",856,"ProbeType 15",-1.7,0.22,-0.03,1.02,101.75,48.75,32.96,0.49,0.33,0.69,1.51,0.31
"175","A0046031","Compound G","Non","Sample 124","Rep 17","P4",1259,"ProbeType 15",-1.6,0.14,0.07,0.95,95.18,25.19,19.92,0.25,0.2,0.75,1.2,0.31
"176","A0046031","Compound G","Non","Sample 141","Rep 17","P3",1851,"ProbeType 15",-1.44,0.18,0.24,0.85,84.78,29.53,21.9,0.3,0.22,0.63,1.14,0.31
"177","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"178","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"179","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"180","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"181","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"182","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"183","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"184","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"185","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 1",-3.23,0.05,0,1,100,9.43,8.62,0.09,0.09,0.91,1.09,0.53
"186","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 1",-2.75,0.09,0.47,0.72,72.03,11.86,10.19,0.12,0.1,0.62,0.84,0.53
"187","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 1",-3.31,0.04,-0.09,1.06,106.17,8.42,7.8,0.08,0.08,0.98,1.15,0.53
"188","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 1",-2.69,0.04,0.53,0.69,69.07,4.27,4.03,0.04,0.04,0.65,0.73,0.53
"189","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 1",-3.79,0.07,-0.56,1.48,147.72,17.47,15.63,0.17,0.16,1.32,1.65,0.53
"190","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 1",-1.16,0.03,2.07,0.24,23.84,1.13,1.08,0.01,0.01,0.23,0.25,0.53
"191","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 1",-0.77,0.05,2.46,0.18,18.2,1.69,1.54,0.02,0.02,0.17,0.2,0.53
"192","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 1",-0.34,0.09,2.89,0.14,13.53,2.22,1.91,0.02,0.02,0.12,0.16,0.53
"193","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 2",-5.8,0.04,0,1,100,7.2,6.72,0.07,0.07,0.93,1.07,0.67
"194","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 2",-5.4,0.08,0.41,0.75,75.47,10.74,9.41,0.11,0.09,0.66,0.86,0.67
"195","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 2",-7.01,0.04,-1.2,2.3,229.99,15.31,14.36,0.15,0.14,2.16,2.45,0.67
"196","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 2",-7.27,0.04,-1.46,2.76,275.59,20.01,18.66,0.2,0.19,2.57,2.96,0.67
"197","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 2",-6.89,0.07,-1.09,2.12,212.41,27.25,24.16,0.27,0.24,1.88,2.4,0.67
"198","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 2",-4.18,0.05,1.63,0.32,32.35,2.65,2.45,0.03,0.02,0.3,0.35,0.67
"199","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 2",-3.36,0.04,2.45,0.18,18.36,1.43,1.32,0.01,0.01,0.17,0.2,0.67
"200","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 2",0.02,0.07,5.82,0.02,1.77,0.22,0.19,0,0,0.02,0.02,0.67
"201","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 3",-1.08,0.03,0,1,100,5.82,5.5,0.06,0.05,0.95,1.06,0.73
"202","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 3",-1.32,0.08,-0.23,1.18,117.68,17.8,15.46,0.18,0.15,1.02,1.35,0.73
"203","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 3",-0.85,0.04,0.23,0.85,85.07,5.52,5.18,0.06,0.05,0.8,0.91,0.73
"204","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 3",-1.1,0.04,-0.01,1.01,100.82,7.31,6.82,0.07,0.07,0.94,1.08,0.73
"205","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 3",-0.86,0.06,0.22,0.86,85.61,9.76,8.76,0.1,0.09,0.77,0.95,0.73
"206","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 3",-1.55,0.02,-0.46,1.38,137.69,4.98,4.81,0.05,0.05,1.33,1.43,0.73
"207","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 3",-1.47,0.05,-0.39,1.31,130.62,11.04,10.18,0.11,0.1,1.2,1.42,0.73
"208","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 3",0.15,0.05,1.24,0.42,42.42,3.95,3.62,0.04,0.04,0.39,0.46,0.73
"209","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 4",-4.5,0.05,0,1,100,8.65,7.96,0.09,0.08,0.92,1.09,0.52
"210","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 4",-4.34,0.09,0.16,0.9,89.56,14.11,12.19,0.14,0.12,0.77,1.04,0.52
"211","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 4",-4.4,0.03,0.1,0.93,93.29,4.56,4.35,0.05,0.04,0.89,0.98,0.52
"212","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 4",-4.74,0.03,-0.24,1.18,117.87,5.38,5.14,0.05,0.05,1.13,1.23,0.52
"213","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 4",-4.58,0.07,-0.08,1.06,105.58,12.34,11.05,0.12,0.11,0.95,1.18,0.52
"214","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 4",-4.48,0.06,0.02,0.99,98.82,10.61,9.58,0.11,0.1,0.89,1.09,0.52
"215","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 4",-4.44,0.05,0.06,0.96,95.91,8,7.39,0.08,0.07,0.89,1.04,0.52
"216","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 4",-3.63,0.07,0.87,0.55,54.81,7.24,6.39,0.07,0.06,0.48,0.62,0.52
"217","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 7",7.03,0.96,0,1,100,454.77,81.97,4.55,0.82,0.18,5.55,0.05
"218","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 7",6.04,0.14,-0.98,1.98,197.79,50.98,40.53,0.51,0.41,1.57,2.49,0.05
"219","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 7",6.89,0.81,-0.14,1.1,109.82,327.54,82.24,3.28,0.82,0.28,4.37,0.05
"220","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 7",7.6,0.67,0.57,0.67,67.31,143.48,45.82,1.43,0.46,0.21,2.11,0.05
"221","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 7",7.98,0.51,0.96,0.52,51.58,70.99,29.88,0.71,0.3,0.22,1.23,0.05
"222","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 7",6.18,0.79,-0.85,1.8,179.76,509.88,132.9,5.1,1.33,0.47,6.9,0.05
"223","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 7",5.66,0.4,-1.37,2.58,258.48,247.63,126.47,2.48,1.26,1.32,5.06,0.05
"224","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 7",7.81,1.08,0.78,0.58,58.07,339.57,49.59,3.4,0.5,0.08,3.98,0.05
"225","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 9",-1.96,0.03,0,1,100,5.68,5.37,0.06,0.05,0.95,1.06,0.84
"226","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 9",-1.41,0.08,0.55,0.68,68.44,9.96,8.69,0.1,0.09,0.6,0.78,0.84
"227","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 9",-2,0.02,-0.04,1.03,102.7,4.26,4.09,0.04,0.04,0.99,1.07,0.84
"228","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 9",-1.26,0.04,0.69,0.62,61.84,3.92,3.69,0.04,0.04,0.58,0.66,0.84
"229","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 9",-2.57,0.06,-0.61,1.53,153.09,17.01,15.31,0.17,0.15,1.38,1.7,0.84
"230","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 9",0.2,0.07,2.16,0.22,22.34,2.79,2.48,0.03,0.02,0.2,0.25,0.84
"231","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 9",0.63,0.05,2.59,0.17,16.64,1.55,1.42,0.02,0.01,0.15,0.18,0.84
"232","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 9",1.03,0.06,2.99,0.13,12.59,1.43,1.28,0.01,0.01,0.11,0.14,0.84
"233","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 11",3.81,0.04,0,1,100,7.19,6.71,0.07,0.07,0.93,1.07,0.53
"234","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 11",4.02,0.21,0.21,0.86,86.42,37.91,26.35,0.38,0.26,0.6,1.24,0.53
"235","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 11",4.07,0.16,0.26,0.83,83.24,25.19,19.34,0.25,0.19,0.64,1.08,0.53
"236","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 11",4.7,0.17,0.89,0.54,53.9,17.68,13.32,0.18,0.13,0.41,0.72,0.53
"237","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 11",4.16,0.26,0.35,0.78,78.33,44.25,28.28,0.44,0.28,0.5,1.23,0.53
"238","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 11",5.13,0.33,1.33,0.4,39.9,29.7,17.03,0.3,0.17,0.23,0.7,0.53
"239","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 11",4.93,0.29,1.13,0.46,45.82,29.45,17.93,0.29,0.18,0.28,0.75,0.53
"240","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 11",6.3,0.12,2.49,0.18,17.81,4.19,3.39,0.04,0.03,0.14,0.22,0.53
"241","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 12",2.21,0.03,0,1,100,5.55,5.26,0.06,0.05,0.95,1.06,0.47
"242","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 12",2.17,0.13,-0.05,1.03,103.26,25.97,20.75,0.26,0.21,0.83,1.29,0.47
"243","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 12",2.59,0.1,0.38,0.77,76.85,13.69,11.62,0.14,0.12,0.65,0.91,0.47
"244","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 12",2.51,0.07,0.3,0.81,81.21,9.6,8.58,0.1,0.09,0.73,0.91,0.47
"245","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 12",2.18,0.13,-0.03,1.02,102.39,26.25,20.89,0.26,0.21,0.81,1.29,0.47
"246","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 12",2.03,0.09,-0.19,1.14,113.87,18,15.54,0.18,0.16,0.98,1.32,0.47
"247","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 12",2.69,0.1,0.48,0.72,71.84,13.17,11.13,0.13,0.11,0.61,0.85,0.47
"248","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 12",1.24,0.06,-0.97,1.96,196.25,20.94,18.92,0.21,0.19,1.77,2.17,0.47
"249","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 16",-3.99,0.04,0,1,100,7.47,6.95,0.07,0.07,0.93,1.07,0.54
"250","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 16",-3.82,0.08,0.17,0.89,89.1,13.18,11.48,0.13,0.11,0.78,1.02,0.54
"251","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 16",-3.6,0.03,0.39,0.76,76.4,3.54,3.38,0.04,0.03,0.73,0.8,0.54
"252","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 16",-3.85,0.05,0.13,0.91,91.19,8.67,7.92,0.09,0.08,0.83,1,0.54
"253","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 16",-3.72,0.08,0.26,0.83,83.32,11.5,10.1,0.11,0.1,0.73,0.95,0.54
"254","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 16",-4.07,0.05,-0.08,1.06,105.98,9.07,8.35,0.09,0.08,0.98,1.15,0.54
"255","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 16",-4.34,0.04,-0.35,1.28,127.84,9.56,8.89,0.1,0.09,1.19,1.37,0.54
"256","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 16",-3.29,0.06,0.69,0.62,61.88,6.57,5.94,0.07,0.06,0.56,0.68,0.54
"257","A0027014","Compound G","Non","Sample 15","Rep 18","Ctrl",0,"ProbeType 17",-1.19,0.02,0,1,100,3.87,3.72,0.04,0.04,0.96,1.04,0.5
"258","A0027014","Compound G","Non","Sample 32","Rep 18","P9",183,"ProbeType 17",-1.36,0.08,-0.17,1.13,112.67,16.73,14.57,0.17,0.15,0.98,1.29,0.5
"259","A0027014","Compound G","Non","Sample 50","Rep 18","P8",269,"ProbeType 17",-1.15,0.05,0.04,0.98,97.58,9.38,8.56,0.09,0.09,0.89,1.07,0.5
"260","A0027014","Compound G","Non","Sample 69","Rep 18","P7",396,"ProbeType 17",-1.33,0.03,-0.14,1.11,110.5,5.96,5.65,0.06,0.06,1.05,1.16,0.5
"261","A0027014","Compound G","Non","Sample 88","Rep 18","P6",582,"ProbeType 17",-1.1,0.06,0.09,0.94,93.96,10.45,9.4,0.1,0.09,0.85,1.04,0.5
"262","A0027014","Compound G","Non","Sample 107","Rep 18","P5",856,"ProbeType 17",-1.73,0.06,-0.54,1.45,145.37,15.24,13.8,0.15,0.14,1.32,1.61,0.5
"263","A0027014","Compound G","Non","Sample 125","Rep 18","P4",1259,"ProbeType 17",-1.74,0.04,-0.56,1.47,147,11.47,10.64,0.11,0.11,1.36,1.58,0.5
"264","A0027014","Compound G","Non","Sample 142","Rep 18","P3",1851,"ProbeType 17",-0.29,0.05,0.9,0.54,53.72,5.08,4.64,0.05,0.05,0.49,0.59,0.5
"265","A0027003","Compound H","Non","Sample 18","Rep 19","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"266","A0027003","Compound H","Non","Sample 34","Rep 19","P9",183,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"267","A0027003","Compound H","Non","Sample 52","Rep 19","P8",370,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"268","A0027003","Compound H","Non","Sample 71","Rep 19","P7",396,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"269","A0027003","Compound H","Non","Sample 90","Rep 19","P6",583,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"270","A0027003","Compound H","Non","Sample 109","Rep 19","P5",856,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"271","A0027003","Compound H","Non","Sample 127","Rep 19","P4",1259,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"272","A0027003","Compound H","Non","Sample 144","Rep 19","P3",1851,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33
"273","A0027003","Compound H","Non","Sample 18","Rep 19","Ctrl",0,"ProbeType 1",-3.48,0.15,0,1,100,28.55,22.21,0.29,0.22,0.78,1.29,0.15
"274","A0027003","Compound H","Non","Sample 34","Rep 19","P9",183,"ProbeType 1",-4.62,0.13,-1.14,2.21,220.97,53.71,43.21,0.54,0.43,1.78,2.75,0.15
"275","A0027003","Compound H","Non","Sample 52","Rep 19","P8",370,"ProbeType 1",-4.13,0.11,-0.65,1.57,157.4,32.93,27.23,0.33,0.27,1.3,1.9,0.15
"276","A0027003","Compound H","Non","Sample 71","Rep 19","P7",396,"ProbeType 1",-4.23,0.1,-0.75,1.68,168.48,30.72,25.99,0.31,0.26,1.42,1.99,0.15
"277","A0027003","Compound H","Non","Sample 90","Rep 19","P6",583,"ProbeType 1",-4.87,0.08,-1.39,2.63,262.67,36.96,32.4,0.37,0.32,2.3,3,0.15
"278","A0027003","Compound H","Non","Sample 109","Rep 19","P5",856,"ProbeType 1",-4.86,0.13,-1.38,2.61,261.05,64.93,52,0.65,0.52,2.09,3.26,0.15
"279","A0027003","Compound H","Non","Sample 127","Rep 19","P4",1259,"ProbeType 1",-3.91,0.18,-0.43,1.34,134.38,48.8,35.8,0.49,0.36,0.99,1.83,0.15
"280","A0027003","Compound H","Non","Sample 144","Rep 19","P3",1851,"ProbeType 1",-4.32,0.13,-0.84,1.79,178.59,43.67,35.09,0.44,0.35,1.44,2.22,0.15
"281","A0027003","Compound H","Non","Sample 18","Rep 19","Ctrl",0,"ProbeType 2",-5.98,0.11,0,1,100,20.44,16.97,0.2,0.17,0.83,1.2,0.35
"282","A0027003","Compound H","Non","Sample 34","Rep 19","P9",183,"ProbeType 2",-3.15,0.28,2.83,0.14,14.07,8.73,5.39,0.09,0.05,0.09,0.23,0.35
"283","A0027003","Compound H","Non","Sample 52","Rep 19","P8",370,"ProbeType 2",-4.72,0.09,1.25,0.42,41.91,7.29,6.21,0.07,0.06,0.36,0.49,0.35
"284","A0027003","Compound H","Non","Sample 71","Rep 19","P7",396,"ProbeType 2",-5.33,0.11,0.64,0.64,64.1,13.24,10.97,0.13,0.11,0.53,0.77,0.35
"285","A0027003","Compound H","Non","Sample 90","Rep 19","P6",583,"ProbeType 2",-4.96,0.07,1.02,0.49,49.36,6.24,5.54,0.06,0.06,0.44,0.56,0.35
"286","A0027003","Compound H","Non","Sample 109","Rep 19","P5",856,"ProbeType 2",-5.24,0.14,0.74,0.6,60.03,16.42,12.89,0.16,0.13,0.47,0.76,0.35
"287","A0027003","Compound H","Non","Sample 127","Rep 19","P4",1259,"ProbeType 2",-5.29,0.19,0.69,0.62,61.99,23.17,16.87,0.23,0.17,0.45,0.85,0.35
"288","A0027003","Compound H","Non","Sample 144","Rep 19","P3",1851,"ProbeType 2",-5.5,0.09,0.48,0.72,71.71,11.69,10.05,0.12,0.1,0.62,0.83,0.35
"289","A0027003","Compound H","Non","Sample 18","Rep 19","Ctrl",0,"ProbeType 3",-1.88,0.11,0,1,100,20.4,16.95,0.2,0.17,0.83,1.2,0.26
"290","A0027003","Compound H","Non","Sample 34","Rep 19","P9",183,"ProbeType 3",-1.46,0.17,0.43,0.74,74.35,24.06,18.18,0.24,0.18,0.56,0.98,0.26
"291","A0027003","Compound H","Non","Sample 52","Rep 19","P8",370,"ProbeType 3",-1.41,0.11,0.48,0.72,71.87,14.06,11.76,0.14,0.12,0.6,0.86,0.26
"292","A0027003","Compound H","Non","Sample 71","Rep 19","P7",396,"ProbeType 3",-1.39,0.11,0.49,0.71,71.14,14.4,11.98,0.14,0.12,0.59,0.86,0.26
"293","A0027003","Compound H","Non","Sample 90","Rep 19","P6",583,"ProbeType 3",-1.32,0.08,0.56,0.68,67.79,9.35,8.22,0.09,0.08,0.6,0.77,0.26
"294","A0027003","Compound H","Non","Sample 109","Rep 19","P5",856,"ProbeType 3",-1.66,0.14,0.23,0.85,85.5,22.99,18.12,0.23,0.18,0.67,1.08,0.26
"295","A0027003","Compound H","Non","Sample 127","Rep 19","P4",1259,"ProbeType 3",-0.7,0.19,1.18,0.44,44.09,16.95,12.24,0.17,0.12,0.32,0.61,0.26
"296","A0027003","Compound H","Non","Sample 144","Rep 19","P3",1851,"ProbeType 3",-0.99,0.08,0.89,0.54,53.79,7.33,6.45,0.07,0.06,0.47,0.61,0.26
"297","A0027003","Compound H","Non","Sample 18","Rep 19","Ctrl",0,"ProbeType 4",-4.57,0.12,0,1,100,23.42,18.98,0.23,0.19,0.81,1.23,0.25
"298","A0027003","Compound H","Non","Sample 34","Rep 19","P9",183,"ProbeType 4",-2.87,0.13,1.7,0.31,30.7,7.84,6.25,0.08,0.06,0.24,0.39,0.25
"299","A0027003","Compound H","Non","Sample 52","Rep 19","P8",370,"ProbeType 4",-4.04,0.11,0.53,0.69,69.12,13.55,11.33,0.14,0.11,0.58,0.83,0.25
"300","A0027003","Compound H","Non","Sample 71","Rep 19","P7",396,"ProbeType 4",-4.03,0.07,0.54,0.69,68.56,8.57,7.62,0.09,0.08,0.61,0.77,0.25
"301","A0027003","Compound H","Non","Sample 90","Rep 19","P6",583,"ProbeType 4",-4.18,0.12,0.39,0.76,76.28,17.79,14.43,0.18,0.14,0.62,0.94,0.25
"302","A0027003","Compound H","Non","Sample 109","Rep 19","P5",856,"ProbeType 4",-4.44,0.15,0.14,0.91,90.94,26.22,20.35,0.26,0.2,0.71,1.17,0.25
"303","A0027003","Compound H","Non","Sample 127","Rep 19","P4",1259,"ProbeType 4",-3.94,0.19,0.63,0.65,64.73,24.85,17.96,0.25,0.18,0.47,0.9,0.25
"304","A0027003","Compound H","Non","Sample 144","Rep 19","P3",1851,"ProbeType 4",-4.45,0.07,0.12,0.92,91.78,10.76,9.63,0.11,0.1,0.82,1.03,0.25
"305","A0027003","Compound H","Non","Sample 18","Rep 19","Ctrl",0,"ProbeType 7",8.41,1.22,0,1,100,951.43,90.49,9.51,0.9,0.1,10.51,0.16
"306","A0027003","Compound H","Non","Sample 34","Rep 19","P9",183,"ProbeType 7",10.06,0.1,1.64,0.32,32.01,5.94,5.01,0.06,0.05,0.27,0.38,0.16
"307","A0027003","Compound H","Non","Sample 52","Rep 19","P8",370,"ProbeType 7",8.57,0.67,0.15,0.9,89.92,190.86,61.12,1.91,0.61,0.29,2.81,0.16
