"","idhous","sex","birthyr","nat_1_02","plingu02","p02r01","p02r04","cspfaj","cspmoj","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","wp00tbgp","wp00tbgs"
"740",42181,"man",1941,"Switzerland","german","Roman Catholic","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.47631835938,1.21006369590759
"884",50131,"man",1955,"Switzerland","french",NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,6,1516.85205078125,1.3461822271347
"2548",146141,"man",1955,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,0,0,2,2,2,7,7,7,7,7,606.431213378906,0.538198113441467
"1586",90811,"man",1947,"Switzerland",NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,728.420471191406,0.646461665630341
"1065",60401,"man",1950,"Switzerland","french","no denomination or religion","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,713.935485839844,0.633606493473053
"1757",100761,"man",1954,"Switzerland","german","Roman Catholic","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,1,3,3,6,6,6,6,6,6,871.995910644531,0.773882567882538
"416",24641,"man",1949,"Switzerland","german","Roman Catholic","about once a month","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,812.339050292969,0.720938086509705
"1236",70031,"woman",1949,"Switzerland","german","no denomination or religion","only for family ceremonies","qualified manual professions",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1067.75817871094,0.947618544101715
"802",45581,"man",1953,"Itally","italian","Roman Catholic","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,763.408386230469,0.677512884140015
"658",36991,"man",1931,"Germany",NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4522.8076171875,4.01392030715942
"1301",74231,"man",1955,"Switzerland",NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1426.76770019531,1.26623368263245
"92",NA,"woman",1939,NA,NA,NA,NA,"academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0
"2189",123781,"man",1948,"Switzerland","french","Roman Catholic","once a week","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,1,1,3,3,3,3,7,7,7,7,958.026062011719,0.85023295879364
"1076",60821,"man",1931,"Switzerland","french","Roman Catholic","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,856.159118652344,0.759827673435211
"869",49251,"man",1940,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1133.41052246094,1.00588393211365
"1937",109391,"man",1952,"Switzerland","german","other","never","intermediate professions",NA,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,754.228942871094,0.669366240501404
"71",6861,"woman",1954,"Switzerland","french","Roman Catholic","a few times a year","other self-employed",NA,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,6,834.93408203125,0.740990817546844
"1245",70851,"woman",1946,"Switzerland","german","Roman Catholic","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,1057.1005859375,0.938160002231598
"1129",63651,"man",1937,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions","intermediate professions",0,0,0,0,0,0,1,1,1,1,6,6,6,6,6,6,748.845520019531,0.664588570594788
"245",15811,"woman",1955,"Switzerland","french","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,1,1,1,6,6,6,6,6,6,6,717.715026855469,0.636960744857788
"545",30591,"man",1938,"Austria","german","Roman Catholic","religious celebrations and family events",NA,NA,0,0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,2118.16821289062,1.87984073162079
"1431",82151,"man",1955,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,1970.26098632812,1.74857544898987
"155",11411,"woman",1933,"Switzerland","german","Roman Catholic","once a week","unqualified non-manual and manual workers","qualified manual professions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1386.74401855469,1.23071336746216
"842",47521,"man",1957,"Switzerland","french","Protestant or Reformed Church","once a week","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1123.73864746094,0.997300267219543
"153",11391,"woman",1940,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1250.78662109375,1.11005330085754
"1079",60851,"woman",1951,"Switzerland","french","no denomination or religion","never","qualified manual professions","unqualified non-manual and manual workers",0,0,0,0,1,1,1,6,6,6,6,6,6,6,6,6,1444.60571289062,1.28206479549408
"433",25241,"man",1943,"Switzerland","german","no denomination or religion","never","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,880.516662597656,0.781444609165192
"1332",75681,"woman",1954,"Switzerland","german","other Christian denomination","every two weeks","academic professions and senior management","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171.70678710938,1.03987121582031
"647",36381,"man",1939,"Switzerland","german","Roman Catholic","once a week","qualified manual professions",NA,0,0,0,1,1,1,1,1,1,3,3,6,6,6,6,6,951.404418945312,0.8443563580513
"1002",57291,"woman",1944,"Switzerland","french","Roman Catholic","only for religious celebrations","unqualified non-manual and manual workers","other self-employed",0,0,0,1,1,1,6,6,6,6,6,6,6,6,7,7,1344.19604492188,1.19295275211334
"2489",NA,"man",1939,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,1,3,3,3,3,3,3,3,7,7,982.517700195312,0.871968924999237
"188",13221,"man",1933,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified non-manual professions",NA,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,888.324279785156,0.78837376832962
"1582",90611,"man",1948,"Austria","german","Roman Catholic","only for family ceremonies",NA,"intermediate professions",0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,2046.78247070312,1.81648707389832
"49",NA,"woman",1951,NA,NA,NA,NA,"qualified non-manual professions","qualified non-manual professions",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,966.057250976562,0.857360541820526
"112",NA,"woman",1924,NA,NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1417.08837890625,1.25764358043671
"738",42031,"man",1956,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified manual professions",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,883.109985351562,0.783746123313904
"495",28041,"man",1932,"Switzerland","german","Protestant or Reformed Church","a few times a year","unqualified non-manual and manual workers","intermediate professions",0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,951.169006347656,0.844147443771362
"1200",68491,"man",1952,"Switzerland","german","no denomination or religion","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,707.797241210938,0.628158867359161
"925",52731,"woman",1927,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies",NA,"academic professions and senior management",0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1003.35174560547,0.890458822250366
"1238",70441,"man",1945,"Switzerland","german","Roman Catholic","every two weeks","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,837.08740234375,0.742901861667633
"253",16161,"woman",1924,"Switzerland","german","Roman Catholic","once a week","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,972.808959960938,0.863352596759796
"2069",117071,"woman",1946,"Switzerland","french","no denomination or religion","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,791.310729980469,0.70227575302124
"2502",143821,"woman",1953,"Switzerland","german","Roman Catholic","about once a month","other self-employed","other self-employed",0,1,1,1,1,1,3,6,6,6,6,6,6,6,6,6,870.424560546875,0.772488057613373
"1759",100901,"man",1940,"Switzerland","german","Protestant or Reformed Church","a few times a year","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.5771484375,0.833859860897064
"1235",70031,"man",1953,"Switzerland","german","Roman Catholic","a few times a year",NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,1063.64807128906,0.943970799446106
"2434",140231,"woman",1957,"Switzerland","german","Roman Catholic","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,1,1,1,1,3,3,6,6,6,6,775.528137207031,0.688268959522247
"1683",97741,"woman",1932,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1228.05505371094,1.08987939357758
"2105",118991,"man",1957,"Switzerland","french","Protestant or Reformed Church","only for religious celebrations","academic professions and senior management","intermediate professions",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,661.449279785156,0.587025761604309
"460",26361,"woman",1929,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1215.27685546875,1.07853901386261
"2168",NA,"man",1939,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,6,2353.23999023438,2.088463306427
"801",45571,"woman",1952,"Switzerland","italian","Roman Catholic","religious celebrations and family events","academic professions and senior management","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,595.184631347656,0.528216958045959
"1162",NA,"man",1951,NA,NA,NA,NA,"qualified manual professions",NA,0,0,0,0,0,0,0,0,0,1,1,1,3,3,6,6,676.601379394531,0.600472986698151
"1812",103281,"woman",1947,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions","qualified non-manual professions",0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,606.598571777344,0.538346648216248
"656",36931,"man",1944,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1137.92736816406,1.00989258289337
"1220",69231,"woman",1955,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,1,1,1,1,1,1,3,3,6,6,6,799.767028808594,0.70978057384491
"1584",90641,"woman",1956,"Switzerland","german","no denomination or religion","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,662.971496582031,0.588376700878143
"91",7761,"man",1935,"Belgium","french","Roman Catholic","never",NA,"unqualified non-manual and manual workers",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2742.70629882812,2.43410849571228
"1768",101171,"woman",1936,"Switzerland","german",NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1558.98022460938,1.38357031345367
"2252",127801,"man",1954,"Spain and territories","french","Roman Catholic","only for family ceremonies","qualified non-manual professions",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1587.05847167969,1.40848934650421
"2318",132631,"woman",1955,"Switzerland","german","other Christian denomination","once a week","other self-employed",NA,0,0,0,0,0,1,1,1,1,1,1,3,6,6,6,6,826.653564453125,0.733641982078552
"2157",122981,"woman",1957,"Switzerland","french","Protestant or Reformed Church","every two weeks","intermediate professions",NA,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,545.627014160156,0.484235346317291
"2334",133431,"woman",1953,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions",NA,0,0,0,0,0,0,1,3,3,3,6,6,6,6,6,6,889.304809570312,0.789243936538696
"2565",146981,"man",1954,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","academic professions and senior management",NA,0,0,0,0,0,0,0,0,1,1,3,3,3,6,6,6,1064.52368164062,0.944747924804688
"871",NA,"man",1942,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,6,2289.39404296875,2.0318009853363
"2440",NA,"woman",1953,NA,NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,1066.8759765625,0.946835577487946
"214",14151,"man",1950,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,626.977478027344,0.556432604789734
"620",34731,"woman",1931,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,1,1,1,1,3,6,6,6,6,6,1525.92614746094,1.35423529148102
"422",24881,"man",1940,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420.603515625,2.14824748039246
"1436",82361,"woman",1934,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2159.16967773438,1.91622889041901
"1463",83131,"woman",1952,"Switzerland","german","no denomination or religion","never",NA,"academic professions and senior management",0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,890.78076171875,0.79055380821228
"496",28041,"woman",1937,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions","qualified manual professions",0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,1189.98034667969,1.05608880519867
"2085",117631,"man",1939,"Spain and territories","french","Roman Catholic","once a week","unqualified non-manual and manual workers",NA,0,0,0,0,0,1,1,1,1,1,1,3,3,3,6,6,1961.26013183594,1.74058735370636
"1268",71931,"woman",1950,"Switzerland","german",NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1065.05847167969,0.945222556591034
"319",19251,"man",1926,"Switzerland","german","Protestant or Reformed Church","about once a month","intermediate professions",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,847.02978515625,0.751725554466248
"66",6571,"woman",1929,"Switzerland","french","Roman Catholic","only for family ceremonies","top management",NA,0,1,1,1,1,1,1,1,1,1,3,3,7,7,7,7,1185.92468261719,1.05248939990997
"165",12011,"man",1954,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,587.962585449219,0.521807551383972
"1255",71421,"woman",1941,"Switzerland","german","Protestant or Reformed Church","every two weeks","qualified manual professions",NA,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,984.538146972656,0.873762011528015
"2245",127211,"man",1935,"Switzerland","french","Roman Catholic","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,828.819458007812,0.735564172267914
"2038",115331,"woman",1930,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1295.96472167969,1.15014827251434
"169",12101,"woman",1940,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,870.320068359375,0.772395312786102
"825",NA,"woman",1928,NA,NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2515.69067382812,2.23263573646545
"2332",133421,"woman",1955,"Switzerland",NA,NA,NA,"intermediate professions","qualified non-manual professions",0,0,0,0,0,1,1,1,1,1,3,6,6,6,6,6,858.488647460938,0.76189512014389
"1081",60871,"woman",1917,"Switzerland","french","Protestant or Reformed Church","about once a month","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1644.97290039062,1.45988750457764
"4",3051,"man",1957,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","qualified non-manual professions",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,6,826.349182128906,0.73337185382843
"1045",59061,"man",1928,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,0,0,0,0,0,1,1,3,6,6,6,6,6,6,6,1016.57873535156,0.902197539806366
"2451",141191,"woman",1940,"Switzerland","german","no denomination or religion","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1206.54614257812,1.07079064846039
"52",5841,"man",1953,"Switzerland","french","Roman Catholic","never","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,642.37939453125,0.57010155916214
"796",45421,"man",1931,"Switzerland","italian","Roman Catholic","once a week","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,755.563293457031,0.670550465583801
"2387",137041,"woman",1956,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1037.58654785156,0.920841634273529
"1386",NA,"man",1918,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1190.37023925781,1.05643475055695
"1459",82961,"man",1948,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","liberal professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228.77404785156,1.09051752090454
"1887",106881,"man",1956,"Switzerland","german","Protestant or Reformed Church","never",NA,NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,864.880615234375,0.767567873001099
"1457",82941,"man",1933,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified non-manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.433898925781,0.759184062480927
