"","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
"2003",43161,40,"apprenticeship","single, never married",1,0,-3,-3,"Ticino","Industrial and tertiary sector communes","woman",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"1647",35161,27,"maturity","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1973,"B","B","B","B","B","B","B","B","B","A","A","A"
"3314",69371,63,"domestic science course, 1 year school of commerce","separated",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","woman",1937,"C","C","C","C","C","C","C","C","C","C","C","C"
"225",6211,62,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1938,"D","D","D","D","D","D","D","D","D","D","D","D"
"5535",115451,31,"apprenticeship","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
"2710",57981,46,"university, higher specialized school","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1954,"A","A","A","A","A","A","A","A","C","C","C","C"
"2173",46521,60,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1940,"B","B","B","B","B","B","B","B","B","B","C","C"
"4882",101881,51,"apprenticeship","married",2,2,13,10,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1949,"D","D","D","D","D","D","D","D","D","D","D","D"
"171",5061,65,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
"3167",67011,59,"vocational high school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"7072",148061,33,"apprenticeship","single, never married",2,1,2,2,"Ticino","Peripheral urban communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"602",12921,75,"incomplete compulsory school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
"1343",27651,15,"incomplete compulsory school","single, never married",1,2,15,13,"Zurich","Wealthy communes","man",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
"3648",76211,69,"vocational high school","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
"382",9181,31,"full-time vocational school","married",2,2,13,11,"Lake Geneva (VD, VS, GE)","Centres","woman",1969,"A","A","A","A","A","A","D","D","D","D","B","B"
"2106",44981,47,"compulsory school, elementary vocational training","married",2,2,5,3,"Ticino","Industrial and tertiary sector communes","man",1953,"B","B","B","B","B","B","B","B","B","B","A","A"
"378",9101,65,"incomplete compulsory school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1935,"A","A","A","A","A","A","A","A","D","D","D","D"
"2725",58181,74,"apprenticeship","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
"1076",22461,22,"apprenticeship","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
"3408",71401,61,"full-time vocational school","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1939,"B","B","B","B","B","B","B","B","B","B","B","B"
"1621",34591,18,"compulsory school, elementary vocational training","single, never married",3,1,16,16,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
"2536",54801,38,"maturity","married",2,2,12,9,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
"1670",35732,27,"maturity","single, never married",2,0,-3,-3,"Zurich","Centres","man",1973,"C","C","C","C","C","C","D","D","C","C","C","C"
"465",10901,64,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1936,"A","A","A","A","A","A","A","A","A","D","D","D"
"4014",83961,24,"apprenticeship","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1976,"B","B","B","B","B","B","B","B","B","B","B","A"
"119",3901,35,"apprenticeship","married",2,1,1,1,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"272",7161,69,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1931,"B","B","B","B","B","B","B","B","C","C","C","C"
"1848",39461,18,"compulsory school, elementary vocational training","single, never married",5,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","woman",1982,"D","D","D","D","D","D","D","D","D","D","D","D"
"1228",25301,48,"university, higher specialized school","married",2,2,14,12,"Zurich","Suburban communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
"3046",65021,22,"compulsory school, elementary vocational training","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
"2337",50341,29,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
"6532",136961,40,"apprenticeship","married",2,4,16,11,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","woman",1960,"B","B","B","B","B","B","B","B","B","B","B","B"
"626",13371,38,"university, higher specialized school","married",2,4,6,3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1962,"D","D","D","D","D","D","D","D","D","D","D","D"
"5254",108871,63,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
"5196",107951,23,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
"4451",93171,35,"apprenticeship","married",2,2,5,3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","woman",1965,"C","C","C","C","C","C","C","C","C","C","C","C"
"3157",66781,32,"apprenticeship","married",2,2,4,1,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1968,"D","D","D","D","D","D","D","D","D","C","C","C"
"383",9181,26,"apprenticeship","married",2,2,13,11,"Lake Geneva (VD, VS, GE)","Centres","man",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
"4274",89611,20,"apprenticeship","single, never married",5,1,14,14,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","man",1980,"A","A","A","A","A","A","D","D","D","D","A","D"
"5358",110891,21,"apprenticeship","single, never married",3,0,-3,-3,"Zurich","Wealthy communes","woman",1979,"A","A","A","A","A","A","A","A","A","A","A","A"
"1152",23771,44,"apprenticeship","married",3,1,15,15,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1956,"C","C","C","C","C","C","C","C","C","C","C","B"
"5527",115231,75,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
"2018",43501,72,"apprenticeship","single, never married",1,0,-3,-3,"Ticino","Centres","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
"2957",62861,32,"maturity","married",2,3,5,0,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1968,"B","B","D","D","D","D","B","B","B","B","B","B"
"4596",97141,62,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1938,"C","C","C","C","C","C","C","C","C","D","D","D"
"1657",35491,35,"vocational high education","single, never married",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"3121",66181,14,"incomplete compulsory school","single, never married",2,5,14,3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"4035",84441,46,"domestic science course, 1 year school of commerce","divorced",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
"222",6121,15,"compulsory school, elementary vocational training","single, never married",3,1,15,15,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
"4485",94001,49,"full-time vocational school","divorced",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
"5785",120301,40,"apprenticeship","married",2,2,4,1,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"5969",123581,37,"apprenticeship","married",2,2,3,1,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"5511",114821,31,"apprenticeship","divorced",1,2,6,5,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1969,"D","D","D","D","D","D","C","C","C","C","C","C"
"6021",124501,36,"vocational high school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"2709",57971,34,"technical or vocational school","married",2,3,7,3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1966,"B","B","B","B","B","B","B","B","B","B","B","B"
"2199",47081,65,"full-time vocational school","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
"172",5201,54,"apprenticeship","married",2,2,17,15,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
"529",11921,40,"university, higher specialized school","married",2,2,8,5,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1960,"C","C","C","C","C","C","C","D","D","D","D","D"
"1558",33091,36,"university, higher specialized school","married",2,2,6,4,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"1055",21681,37,"domestic science course, 1 year school of commerce","married",2,2,9,7,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","C"
"3692",77111,35,"apprenticeship","married",2,5,8,3,"Zurich","Suburban communes","woman",1965,"D","D","D","D","D","D","D","D","D","C","C","C"
"3761",78811,40,"apprenticeship","married",2,2,10,8,"Zurich","Suburban communes","woman",1960,"D","D","D","D","D","D","D","D","D","D","D","D"
"1239",25521,31,"university, higher specialized school","married",2,2,2,0,"Zurich","Centres","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
"5338",110431,46,"maturity","married",2,3,11,6,"Zurich","Wealthy communes","man",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
"3272",68711,24,"vocational high education","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
"794",16621,15,"incomplete compulsory school","single, never married",2,2,17,15,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","woman",1985,"C","C","C","C","C","C","C","C","C","D","D","D"
"161",4821,16,"compulsory school, elementary vocational training","single, never married",2,1,16,16,"Lake Geneva (VD, VS, GE)","Centres","woman",1984,"D","D","D","D","D","D","A","B","D","D","D","D"
"408",9761,55,"apprenticeship","divorced",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1945,"C","C","C","C","C","C","C","C","B","B","B","B"
"6610",138191,37,"apprenticeship","married",2,2,15,13,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"5792",120431,42,"apprenticeship","married",2,2,10,10,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
"5216",108371,55,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"422",10101,35,"apprenticeship","married",2,2,9,6,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
"2091",44831,61,"vocational high education","married",3,0,-3,-3,"Ticino","Suburban communes","man",1939,"A","A","A","A","A","A","A","A","A","A","B","B"
"6043",125091,59,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
"2765",59201,50,"full-time vocational school","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"9",1571,32,"compulsory school, elementary vocational training","married",2,2,5,5,"Lake Geneva (VD, VS, GE)","Centres","woman",1968,"D","D","D","D","D","D","D","D","D","D","D","D"
"2671",57461,28,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
"4486",94011,63,"domestic science course, 1 year school of commerce","single, never married",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
"127",4081,45,"university, higher specialized school","married",2,2,15,12,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
"2020",43521,50,"university, higher specialized school","married",4,0,-3,-3,"Ticino","Peripheral urban communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"3777",79131,22,"apprenticeship","single, never married",4,0,-3,-3,"Zurich","Suburban communes","man",1978,"A","A","A","A","A","A","D","D","D","B","D","C"
"3592",75011,55,"vocational high education","divorced",2,0,-3,-3,"Zurich","Wealthy communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"3769",79051,77,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1923,"D","D","D","D","D","D","D","D","D","D","D","D"
"4837",101011,19,"general training school","single, never married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1981,"D","D","D","D","D","D","D","B","B","B","A","A"
"3764",78931,44,"apprenticeship","divorced",1,3,12,6,"Zurich","Suburban communes","woman",1956,"D","D","D","D","D","D","D","D","D","C","C","C"
"1219",25161,72,"vocational high education","married",2,0,-3,-3,"Zurich","Suburban communes","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
"1870",39991,30,"apprenticeship","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
"2216",47491,44,"apprenticeship","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1956,"B","B","B","B","B","B","B","B","B","B","B","B"
"775",16451,24,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
"5931",122801,18,"compulsory school, elementary vocational training","single, never married",4,2,14,9,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1982,"D","D","D","D","D","D","D","B","D","D","D","D"
"3705",77471,22,"university, higher specialized school","single, never married",2,0,-3,-3,"Zurich","Centres","man",1978,"B","B","B","B","B","B","B","B","B","B","B","B"
"1285",26521,46,"apprenticeship","married",2,0,-3,-3,"Zurich","Rural commuter communes","woman",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
"3593",75011,55,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"4692",98752,23,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
"5345",110591,34,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Suburban communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
