"","word","syllables"
"1393","avoirdupois",4
"1394","avouch",2
"1395","avow",2
"1396","avuncular",4
"1397","await",2
"1398","awake",2
"1399","awaken",3
"1400","award",2
"1401","aware",2
"1402","awash",2
"1403","awe",1
"1404","aweary",3
"1405","aweigh",2
"1406","awesome",2
"1407","awestricken",3
"1408","awful",2
"1409","awhile",2
"1410","awhirl",2
"1411","awkward",2
"1412","awl",1
"1413","awn",1
"1414","awning",2
"1415","awol",2
"1416","awry",2
"1417","axe",1
"1418","axial",3
"1419","axiom",3
"1420","axiomatic",5
"1421","axis",2
"1422","axle",2
"1423","ay",1
"1425","ayah",2
"1426","aye",1
"1427","azalea",3
"1428","azimuth",3
"1429","aztec",2
"1430","azure",2
"1431","babble",2
"1432","babe",1
"1433","babel",2
"1434","baboon",2
"1435","babushka",3
"1436","baby",2
"1437","baccalaureate",5
"1438","bacchanalia",4
"1439","bachelor",3
"1440","bacillary",4
"1441","bacillus",3
"1442","back",1
"1443","backfield",2
"1444","backgammon",3
"1445","backrest",2
"1446","backside",2
"1447","backspin",2
"1448","backwash",2
"1449","bacon",2
"1450","bacteriology",6
"1451","bacterium",4
"1452","bad",1
"1453","bade",1
"1454","badge",1
"1455","badger",2
"1456","badinage",3
"1457","badminton",3
"1458","baffle",2
"1459","bag",1
"1460","bagasse",2
"1461","bagatelle",3
"1462","bagel",2
"1463","baggage",2
"1464","baggy",2
"1465","bagnio",2
"1466","bagpipe",2
"1467","baht",1
"1468","bail",1
"1469","bailiff",2
"1470","bailiwick",3
"1471","bailsman",2
"1472","bairn",1
"1473","bait",1
"1474","baize",1
"1475","bake",1
"1476","bakery",3
"1477","baksheesh",2
"1478","balance",2
"1479","balboa",3
"1480","balbriggan",3
"1481","balcony",3
"1482","bald",1
"1483","baldachin",3
"1484","baldachino",4
"1485","balderdash",3
"1486","baldric",2
"1487","bale",1
"1488","baleen",2
"1489","baleful",2
"1490","balk",1
"1491","ball",1
"1492","ballad",2
"1493","ballast",2
"1494","ballcarrier",4
"1495","ballerina",4
"1496","ballet",2
"1497","ballistic",3
"1498","balloon",2
"1499","ballot",2
"1500","ballroom",2
"1501","ballyhoo",3
"1502","balm",1
"1503","balsa",2
"1504","balsam",2
"1505","baluster",3
"1506","bamboo",2
"1507","bamboozle",3
"1508","ban",1
"1510","banal",2
"1511","banality",4
"1512","banana",3
"1513","band",1
"1514","bandage",2
"1515","bandana",3
"1516","bandbox",2
"1517","banderol",3
"1518","bandit",2
"1519","banditry",3
"1520","banditti",3
"1521","bandoleer",3
"1522","bandstand",2
"1523","bandwagon",3
"1524","bandy",2
"1525","bane",1
"1526","bang",1
"1527","bangle",2
"1528","bani",2
"1529","banish",2
"1530","banister",3
"1531","banjo",2
"1532","bank",1
"1533","bankroll",2
"1534","bankrupt",2
"1535","banner",2
"1536","bannock",2
"1537","banns",1
"1538","banquet",2
"1539","banquette",2
"1540","banshee",2
"1541","bantam",2
"1542","banter",2
"1543","bantling",2
"1544","bantu",2
"1545","banyan",2
"1546","baobab",2
"1547","baptism",3
"1548","baptismal",3
"1549","baptist",2
"1550","baptize",2
"1551","bar",1
"1552","barb",1
"1553","barbarian",4
"1554","barbaric",3
"1555","barbarism",4
"1556","barbarity",4
"1557","barbarous",3
"1558","barbecue",3
"1559","barbed",1
"1560","barbell",2
"1561","barber",2
"1562","barberry",3
"1563","barbican",3
"1564","barbiturate",4
"1565","barcarolle",3
"1566","bard",1
"1567","bare",1
"1568","bargain",2
"1569","barge",1
"1570","baritone",3
"1571","barium",3
"1572","bark",1
"1573","barkeeper",3
"1574","barker",2
"1575","barley",2
"1576","barn",1
"1577","barnacle",3
"1578","barnstorm",2
"1579","barometer",4
"1580","barometric",4
"1581","baron",2
"1582","baroness",3
"1583","baronial",4
"1584","barony",3
"1585","baroque",2
"1586","barouche",2
"1587","barracks",2
"1588","barracuda",4
"1589","barrage",2
"1590","barratry",3
"1591","barred",1
"1592","barrel",2
"1593","barren",2
"1594","barrette",2
"1595","barricade",3
"1596","barrier",3
"1597","barrister",3
"1598","barroom",2
"1599","barrow",2
"1600","bartender",3
"1601","barter",2
"1602","basal",2
"1603","basalt",2
"1604","basaltic",3
"1605","base",1
"1606","baseball",2
"1607","bash",1
"1608","bashful",2
"1609","basic",2
"1610","basil",2
"1611","basilica",4
"1612","basilisk",3
"1613","basin",2
"1614","basis",2
"1615","bask",1
"1616","basket",2
"1617","basque",1
"1618","bass",1
"1620","bassinet",3
"1621","basso",2
"1622","bassoon",2
"1623","basswood",2
"1624","bast",1
"1625","bastard",2
"1626","baste",1
"1627","bastinado",4
"1628","bastion",2
"1629","bat",1
"1630","batch",1
"1631","bate",1
"1632","bath",1
"1633","bathe",1
"1634","bathetic",3
"1635","bathhouse",2
"1636","bathos",2
"1637","baths",1
"1638","batiste",2
"1639","batman",2
"1640","baton",2
"1641","batrachian",4
"1642","batsman",2
"1643","battalion",3
"1644","batteau",2
"1645","batten",2
"1646","batter",2
"1647","battery",3
"1648","batting",2
"1649","battle",2
"1650","bauble",2
"1651","bauxite",2
"1652","bawdy",2
"1653","bawl",1
"1654","bay",1
"1655","bayberry",3
"1656","bayonet",3
"1657","bayou",2
"1658","bazaar",2
"1659","bazooka",3
"1660","be",1
"1661","beach",1
"1662","beachhead",2
"1663","beacon",2
"1664","bead",1
"1665","beadle",2
"1666","beagle",2
"1667","beak",1
"1668","beaked",1
"1669","beaker",2
"1670","beam",1
"1671","bean",1
"1672","beanie",2
"1673","bear",1
"1674","beard",1
"1675","bearing",2
"1676","bearskin",2
"1677","beast",1
"1678","beat",1
"1679","beaten",2
"1680","beatific",4
"1681","beatify",4
"1682","beatnik",2
"1683","beau",1
"1684","beaujolais",3
"1685","beauteous",3
"1686","beautician",3
"1687","beautiful",3
"1688","beautify",3
"1689","beauty",2
"1690","beaux",1
"1691","beaver",2
"1692","becalm",2
"1693","because",2
"1694","beck",1
"1695","beckon",2
"1696","becloud",2
"1697","become",2
"1698","becoming",3
"1699","bed",1
"1700","bedaub",2
"1701","bedeck",2
"1702","bedevil",3
"1703","bedew",2
"1704","bedfellow",3
"1705","bedizen",3
"1706","bedlam",2
"1707","bedouin",3
"1708","bedraggled",3
"1709","bedridden",3
"1710","bee",1
"1711","beech",1
"1712","beechen",2
"1713","beef",1
"1714","beehive",2
"1715","been",1
"1716","beer",1
"1717","beeswax",2
"1718","beet",1
"1719","beetle",2
"1720","beeves",1
"1721","befall",2
"1722","befit",2
"1723","befog",2
"1724","before",2
"1725","befoul",2
"1726","befriend",2
"1727","befuddle",3
"1728","beg",1
"1729","beget",2
"1730","beggar",2
"1731","begin",2
"1732","begone",2
"1733","begonia",3
"1734","begrime",2
"1735","begum",2
"1736","behalf",2
"1737","behave",2
"1738","behavior",3
"1739","behead",2
"1740","behemoth",3
"1741","behest",2
"1742","behold",2
"1743","beige",1
"1744","being",2
"1745","belabor",3
"1746","belch",1
"1747","beldame",2
"1748","beleaguer",3
"1749","belfry",2
"1750","belgian",2
"1751","belie",2
"1752","belief",2
"1753","believe",2
"1754","belike",2
"1755","bell",1
"1756","belladonna",4
"1757","bellboy",2
"1758","belle",1
"1759","bellhop",2
"1760","bellicose",3
"1761","bellicosity",5
"1762","belligerency",5
"1763","bellow",2
"1764","bellwether",3
"1765","belly",2
"1766","belong",2
"1767","belt",1
"1768","belvedere",3
"1769","bemire",2
"1770","bemoan",2
"1771","bench",1
"1772","bend",1
"1773","beneath",2
"1774","benedict",3
"1775","benediction",4
"1776","benefactor",4
"1777","benefice",3
"1778","beneficence",4
"1779","beneficial",4
"1780","benefit",3
"1781","benevolence",4
"1782","benighted",3
"1783","benign",2
"1784","benison",3
"1785","bent",1
"1786","benumb",2
"1787","benzene",2
"1788","benzine",2
"1789","benzoate",3
"1790","benzoin",3
"1791","benzol",2
"1792","bequeath",2
"1793","berber",2
"1794","berceuse",2
"1795","beret",2
"1796","berg",1
"1797","beriberi",4
"1798","berkelium",3
"1799","berry",2
"1800","berserk",2
"1801","berth",1
"1802","beryl",2
"1803","beryllium",4
"1804","beseech",2
"1805","beshrew",2
"1806","besiege",2
"1807","besmirch",1
"1808","besom",2
"1809","besotted",3
"1810","best",1
"1811","bestial",2
"1812","bestiality",5
"1813","bestir",2
"1814","bet",1
"1815","betake",2
"1816","betel",2
"1817","bethel",2
"1818","bethink",2
"1819","better",2
"1820","betterment",3
"1821","between",2
"1822","bevel",2
"1823","beverage",3
"1824","bevy",2
"1825","bewail",2
"1826","bey",1
"1827","beyond",2
"1828","bezel",2
"1829","bezoar",2
"1830","bhang",1
"1831","biannual",4
"1832","bias",2
"1833","bib",1
"1834","bibelot",3
"1835","bible",2
"1836","biblical",3
"1837","bibliography",5
"1838","bibliophile",4
"1839","bibulous",3
"1840","bicameral",4
"1841","biceps",2
"1842","bichloride",3
"1843","bicker",2
"1844","bicuspid",3
"1845","bicycle",3
"1846","bid",1
"1847","bidden",2
"1848","bide",1
"1849","biennial",4
"1850","bier",1
"1851","bifocals",3
"1852","bifurcate",3
"1853","bifurcation",4
"1854","big",1
"1855","bigamy",3
"1856","bighorn",2
"1857","bight",1
"1858","bigot",2
"1859","bigwig",2
"1860","bike",1
"1861","bikini",3
"1862","bilateral",4
"1863","bile",1
"1864","bilge",1
"1865","bilingual",3
"1866","bilious",2
"1867","bilk",1
"1868","bill",1
"1869","billet",2
"1870","billfold",2
"1871","billhead",2
"1872","billiards",2
"1873","billingsgate",3
"1874","billion",2
"1875","billow",2
"1876","billy",2
"1877","bimetallism",5
"1878","bin",1
"1879","binary",3
"1880","binaural",3
"1881","bind",1
"1882","binge",1
"1883","binnacle",3
"1884","binocular",4
"1885","binomial",4
"1886","biochemistry",5
"1887","biographical",5
"1888","biography",4
"1889","biological",5
"1890","biologist",4
"1891","biology",4
"1892","biopsy",3
"1893","biotin",3
"1894","biparental",4
"1895","bipartisan",4
"1896","biped",2
"1897","biplane",2
"1898","biracial",3
"1899","birch",1
"1900","bird",1
"1901","birdie",2
"1902","biretta",3
"1903","birth",1
"1904","biscuit",2
"1905","bisect",2
"1906","bisexual",4
"1907","bishop",2
"1908","bismuth",2
"1909","bison",2
"1910","bisque",1
"1911","bistro",2
"1912","bit",1
"1913","bitch",1
"1914","bite",1
"1915","biting",2
"1916","bitten",2
"1917","bitter",2
"1918","bittern",2
"1919","bitters",2
"1920","bittersweet",3
"1921","bitumen",3
"1922","bivalve",2
"1923","bivouac",3
"1924","bizarre",2
"1925","blab",1
"1926","black",1
"1927","blackamoor",3
"1928","blackball",2
"1929","blacken",2
"1930","blackguard",2
"1931","blackhead",2
"1932","blacklist",2
"1933","bladder",2
"1934","blade",1
"1935","blain",1
"1936","blame",1
"1937","blanch",1
"1938","blancmange",2
"1939","bland",1
"1940","blandishment",3
"1941","blank",1
"1942","blanket",2
"1943","blare",1
"1944","blarney",2
"1945","blase",2
"1946","blaspheme",2
"1947","blasphemy",3
"1948","blast",1
"1949","blatant",2
"1950","blather",2
"1951","blaze",1
"1952","blazer",2
"1953","blazon",2
"1954","bleach",1
"1955","bleachers",2
"1956","bleak",1
"1957","blear",1
"1958","bleary",2
"1959","bleat",1
"1960","bled",1
"1961","bleed",1
"1962","blemish",2
"1963","blench",1
"1964","blend",1
"1965","bless",1
"1966","blessed",2
"1968","blest",1
"1969","blew",1
"1970","blight",1
"1971","blimp",1
"1972","blind",1
"1973","blindfold",2
"1974","blink",1
"1975","blinker",2
"1976","blintz",1
"1977","blintze",2
"1978","bliss",1
"1979","blister",2
"1980","blithe",1
"1981","blitz",1
"1982","blitzkrieg",2
"1983","blizzard",2
"1984","bloat",1
"1985","bloater",2
"1986","blob",1
"1987","bloc",1
"1988","block",1
"1989","blockade",2
"1990","blockbuster",3
"1991","blockhead",2
"1992","blonde",1
"1993","blood",1
"1994","blooded",2
"1995","bloodshed",2
"1996","bloom",1
"1997","bloomers",2
"1998","blooper",2
"1999","blossom",2
"2000","blot",1
"2001","blotch",1
"2002","blotter",2
"2003","blouse",1
"2004","blow",1
"2005","blowgun",2
"2006","blown",1
"2007","blowsy",2
"2008","blowtorch",2
"2009","blowy",2
"2010","blubber",2
"2011","blucher",2
"2012","bludgeon",2
"2013","blue",1
"2014","bluebell",2
"2015","blueing",2
"2016","bluenose",2
"2017","bluepoint",2
"2018","blues",1
"2019","bluestocking",3
"2020","bluet",2
"2021","bluff",1
"2022","bluish",2
"2023","blunder",2
"2024","blunt",1
"2025","blur",1
"2026","blurb",1
"2027","blurt",1
"2028","blush",1
"2029","bluster",2
"2030","boa",2
"2031","boar",1
"2032","board",1
"2033","boast",1
"2034","boat",1
"2035","boathouse",2
"2036","boatman",2
"2037","boatswain",2
"2038","bob",1
"2039","bobbin",2
"2040","bobble",2
"2041","bobby",2
"2042","bobcat",2
"2043","bobolink",3
"2044","bobsled",2
"2045","bobwhite",2
"2046","boccie",2
"2047","bock",1
"2048","bode",1
"2049","bodice",2
"2050","bodiless",3
"2051","bodily",3
"2052","bodkin",2
"2053","body",2
"2054","boer",1
"2055","bog",1
"2056","bogeyman",3
"2057","bogie",2
"2058","bogus",2
"2059","bohemian",4
"2060","boil",1
"2061","boisterous",3
"2062","bold",1
"2063","bole",1
"2064","bolero",3
"2065","bolivar",3
"2066","bolivares",4
"2067","boliviano",5
"2068","boll",1
"2069","bolo",2
"2070","bologna",4
"2071","bolshevik",3
"2072","bolshevism",4
"2073","bolster",2
"2074","bolt",1
"2075","bolus",2
"2076","bomb",1
"2077","bombard",2
"2078","bombardier",3
"2079","bombast",2
"2080","bombastic",3
"2081","bombazine",3
"2082","bomber",2
"2083","bombproof",2
"2084","bombshell",2
"2085","bonanza",3
"2086","bonbon",2
"2087","bond",1
"2088","bondage",2
"2089","bondholder",3
"2090","bondman",2
"2091","bondsman",2
"2092","bondwoman",3
"2093","bone",1
"2094","boner",2
"2095","bonfire",2
"2096","bongo",2
"2097","bonhomie",3
"2098","bonito",3
"2099","bonnet",2
"2100","bonnie",2
"2101","bonsai",2
"2102","bonus",2
"2103","boo",1
"2104","booby",2
"2105","boodle",2
"2106","book",1
"2107","booklet",2
"2108","boom",1
"2109","boomerang",3
"2110","boomtown",2
"2111","boon",1
"2112","boondoggling",4
"2113","boor",1
"2114","boost",1
"2115","boot",1
"2116","booth",1
"2117","booths",1
"2118","bootie",2
"2119","bootleg",2
"2120","bootless",2
"2121","booty",2
"2122","booze",1
"2123","borax",2
"2124","border",2
"2125","bore",1
"2126","boreal",3
"2127","boredom",2
"2128","born",1
"2129","borne",1
"2130","boron",2
"2131","borough",2
"2132","borrow",2
"2133","borscht",1
"2134","bosh",1
"2135","bosky",2
"2136","bosom",2
"2137","boss",1
"2139","botanical",4
"2140","botanist",3
"2141","botany",3
"2142","botch",1
"2143","both",1
"2144","bother",2
"2145","bottle",2
"2146","bottom",2
"2147","boudoir",2
"2148","bouffant",2
"2149","bough",1
"2150","bought",1
"2151","boulder",2
"2152","boulevard",3
"2153","bounce",1
"2154","bound",1
"2155","boundary",3
"2156","bounden",2
"2157","bounteous",3
"2158","bountiful",3
"2159","bounty",2
"2160","bouquet",2
"2161","bourbon",2
"2162","bourgeois",2
"2163","bourgeoisie",3
"2164","bourne",1
"2165","bourse",1
"2166","bout",1
"2167","boutique",2
"2168","boutonniere",3
"2169","bovine",2
"2170","bow",1
"2172","bowdlerize",3
"2173","bowel",2
"2174","bower",2
"2175","bowl",1
"2176","bowleg",2
"2177","bowler",2
"2178","bowman",2
"2179","bowsprit",2
"2180","bowstring",2
"2181","box",1
"2182","boy",1
"2183","boycott",2
"2184","bra",1
"2185","brace",1
"2186","bracken",2
"2187","bracket",2
"2188","brackish",2
"2189","bract",1
"2190","brad",1
"2191","brae",1
"2192","brag",1
"2193","braggadocio",5
"2194","braggart",2
"2195","brahmin",2
"2196","braid",1
"2197","braille",1
"2198","brain",1
"2199","braise",1
"2200","brake",1
"2201","bramble",2
"2202","bran",1
"2203","branch",1
"2204","brand",1
"2205","brandish",2
"2206","brandy",2
"2207","brash",1
"2208","brass",1
"2209","brassiere",2
"2210","brat",1
"2211","bravado",3
"2212","brave",1
"2213","bravery",3
"2214","bravo",2
"2215","bravura",3
"2216","brawl",1
"2217","brawn",1
"2218","bray",1
"2219","braze",1
"2220","brazen",2
"2221","brazier",2
"2222","brazilian",3
"2223","breach",1
"2224","bread",1
"2225","breadth",1
"2226","breadwinner",3
"2227","break",1
"2228","breakage",2
"2229","breakdown",2
"2230","breakfast",2
"2231","breakout",2
"2232","breakwater",3
"2233","bream",1
"2234","breast",1
"2235","breastbone",2
"2236","breastwork",2
"2237","breath",1
"2238","breathe",1
"2239","breathtaking",3
"2240","bred",1
"2241","breech",1
"2242","breed",1
"2243","breeze",1
"2244","breezeway",2
"2245","brethren",3
"2246","brevet",2
"2247","breviary",3
"2248","brevity",3
"2249","brew",1
"2250","briar",2
"2251","bribe",1
"2252","brick",1
"2253","bridal",2
"2254","bride",1
"2255","bridesmaid",2
"2256","bridge",1
"2257","bridle",2
"2258","brief",1
"2259","brig",1
"2260","brigade",2
"2261","brigand",2
"2262","brigantine",3
"2263","bright",1
"2264","brighten",2
"2265","brilliant",2
"2266","brilliantine",3
"2267","brim",1
"2268","brimstone",2
"2269","brindled",2
"2270","brine",1
"2271","bring",1
"2272","brink",1
"2273","brio",2
"2274","brioche",2
"2275","briquet",2
"2276","brisk",1
"2277","brisket",2
"2278","bristle",2
"2279","bristling",2
"2280","britannic",3
"2281","british",2
"2282","briton",2
"2283","brittle",2
"2284","broach",1
"2285","broad",1
"2286","broaden",2
"2287","broadsword",2
"2288","brocade",2
"2289","broccoli",3
"2290","brochette",2
"2291","brochure",2
"2292","brogan",2
"2293","brogue",1
"2294","broider",2
"2295","broil",1
"2296","broke",1
"2297","broken",2
"2298","brokenhearted",4
"2299","broker",2
"2300","bromidic",3
"2301","bronchi",2
"2302","bronchial",3
"2303","bronchitis",3
"2304","bronchus",2
"2305","bronco",2
"2306","bronze",1
"2307","brooch",1
"2308","brood",1
"2309","brook",1
"2310","broom",1
"2311","broth",1
"2312","brothel",2
"2313","brother",2
"2314","brougham",2
"2315","brought",1
"2316","brouhaha",3
"2317","brow",1
"2318","brown",1
"2319","brownie",2
"2320","brownstone",2
"2321","browse",1
"2322","bruin",2
"2323","bruise",1
"2324","bruit",1
"2325","brunch",1
"2326","brunette",2
"2327","brunt",1
"2328","brush",1
"2329","brusque",1
"2330","brutal",2
"2331","brutality",4
"2332","brutally",3
"2333","brute",1
"2334","bubble",2
"2335","buboes",2
