"","ID","Ubication","Level","Zone","Income","Employees","Taxes","SPAM"
"1904","AB2083","c20k23","Medium","C",520,56,12,"yes"
"1905","AB2086","c20k24","Medium","C",550,43,14,"no"
"1906","AB2087","c20k25","Medium","C",542,110,14,"yes"
"1907","AB2091","c20k26","Medium","C",554,88,14,"yes"
"1908","AB2096","c20k27","Medium","C",500,47,12,"yes"
"1909","AB2106","c20k28","Medium","C",500,55,11,"yes"
"1910","AB2109","c20k29","Medium","C",530,109,13,"no"
"1911","AB2112","c20k30","Medium","C",500,95,12,"no"
"1912","AB2113","c20k31","Medium","C",550,67,14,"yes"
"1913","AB2125","c20k32","Medium","C",505,79,12,"no"
"1914","AB2127","c20k33","Medium","C",500,75,12,"no"
"1915","AB2138","c20k34","Medium","C",520,85,12,"yes"
"1916","AB2140","c20k35","Medium","C",520,92,12,"yes"
"1917","AB2154","c20k36","Medium","C",504,87,12,"yes"
"1918","AB2176","c20k37","Medium","C",507,95,12,"yes"
"1919","AB2177","c20k38","Medium","C",500,63,12,"no"
"1920","AB2179","c20k39","Medium","C",579,49,16,"yes"
"1921","AB2180","c20k40","Medium","C",523,41,13,"no"
"1922","AB2185","c20k41","Medium","C",500,83,11,"yes"
"1923","AB2191","c20k42","Medium","C",540,50,13,"yes"
"1924","AB2192","c20k43","Medium","C",530,41,13,"no"
"1925","AB2197","c20k44","Medium","C",550,47,14,"no"
"1926","AB2206","c20k45","Medium","C",520,81,12,"yes"
"1927","AB2214","c20k46","Medium","C",519,28,12,"yes"
"1928","AB2222","c20k47","Medium","C",590,91,16,"no"
"1929","AB2227","c20k48","Medium","C",512,92,12,"no"
"1930","AB2228","c20k49","Medium","C",502,103,12,"yes"
"1931","AB2238","c20k50","Medium","C",540,66,13,"no"
"1932","AB2251","c20k51","Medium","C",505,51,12,"yes"
"1933","AB2253","c20k52","Medium","C",510,72,12,"yes"
"1934","AB2256","c20k53","Medium","C",578,105,16,"yes"
"1935","AB2263","c20k54","Medium","C",523,89,13,"yes"
"1936","AB2267","c20k55","Medium","C",503,27,12,"yes"
"1937","AB2272","c20k56","Medium","C",571,65,15,"yes"
"1938","AB2281","c20k57","Medium","C",529,57,13,"yes"
"1939","AB2305","c20k58","Medium","C",500,87,12,"no"
"1940","AB2307","c20k59","Medium","C",578,33,16,"yes"
"1941","AB2308","c20k60","Medium","C",577,101,16,"yes"
"1942","AB2327","c20k61","Medium","C",500,94,11,"no"
"1943","AB2334","c20k62","Medium","C",550,47,14,"yes"
"1944","AB2337","c20k63","Medium","C",539,106,13,"yes"
"1945","AB2340","c20k64","Medium","C",604,81,18,"yes"
"1946","AB2352","c20k65","Medium","C",522,61,13,"yes"
"1947","AB2376","c20k66","Medium","C",579,105,16,"yes"
"1948","AB2378","c20k67","Medium","C",510,48,12,"yes"
"1949","AB2379","c20k68","Medium","C",591,39,17,"yes"
"1950","AB2382","c20k69","Medium","C",553,96,14,"yes"
"1951","AB2395","c20k70","Medium","C",578,77,16,"yes"
"1952","AB570","c20k71","Medium","C",530,49,13,"no"
"1953","AB571","c20k72","Medium","C",570,109,15,"no"
"1954","AB572","c20k73","Medium","C",508,87,12,"yes"
"1955","AB573","c20k74","Medium","C",530,97,13,"yes"
"1956","AB574","c20k75","Medium","C",550,87,14,"yes"
"1957","AB575","c20k76","Medium","C",550,35,14,"yes"
"1958","AB576","c20k77","Medium","C",600,52,17,"no"
"1959","AB577","c20k78","Medium","C",620,42,19,"yes"
"1960","AB578","c20k79","Medium","C",600,112,18,"yes"
"1961","AB579","c20k80","Medium","C",700,97,24,"yes"
"1962","AB580","c20k81","Medium","C",550,67,14,"yes"
"1963","AB581","c20k82","Medium","C",540,98,13,"yes"
"1964","AB582","c20k83","Medium","C",570,53,15,"yes"
"1965","AB583","c20k84","Medium","C",665,58,22,"no"
"1966","AB584","c20k85","Medium","C",630,60,20,"yes"
"1967","AB585","c20k86","Medium","C",620,79,19,"no"
"1968","AB586","c20k87","Medium","C",620,99,19,"no"
"1969","AB587","c20k88","Medium","C",660,118,22,"no"
"1970","AB588","c20k89","Medium","C",650,41,21,"yes"
"1971","AB589","c20k90","Medium","C",580,70,16,"yes"
"1972","AB592","c20k91","Medium","C",610,97,18,"no"
"1973","AB593","c20k92","Medium","C",590,111,17,"no"
"1974","AB594","c20k93","Medium","C",808,63,32,"no"
"1975","AB595","c20k94","Medium","C",510,64,12,"yes"
"1976","AB596","c20k95","Medium","C",570,77,15,"no"
"1977","AB597","c20k96","Medium","C",570,73,15,"yes"
"1978","AB598","c20k97","Medium","C",630,111,20,"yes"
"1979","AB600","c20k98","Medium","C",620,47,19,"no"
"1980","AB601","c20k99","Medium","C",830,135,34,"no"
"1981","AB602","c22k1","Medium","C",840,89,35,"yes"
"1982","AB603","c22k2","Medium","C",610,97,18,"yes"
"1983","AB605","c22k3","Medium","C",619,62,19,"yes"
"1984","AB606","c22k4","Medium","C",500,39,12,"yes"
"1985","AB607","c22k5","Medium","C",580,82,16,"yes"
"1986","AB609","c22k6","Medium","C",553,92,14,"no"
"1987","AB610","c22k7","Medium","C",542,50,14,"no"
"1988","AB611","c22k8","Medium","C",640,69,21,"no"
"1989","AB612","c22k9","Medium","D",640,61,21,"no"
"1990","AB613","c22k10","Medium","D",725,89,27,"yes"
"1991","AB614","c22k11","Medium","D",550,47,14,"yes"
"1992","AB615","c22k12","Medium","D",920,142,41,"yes"
"1993","AB616","c22k13","Medium","D",530,81,13,"yes"
"1994","AB617","c22k14","Medium","D",630,44,20,"no"
"1995","AB618","c22k15","Medium","D",900,77,40,"no"
"1996","AB619","c22k16","Medium","D",510,60,12,"yes"
"1997","AB620","c22k17","Medium","D",520,104,12,"no"
"1998","AB621","c22k18","Medium","D",590,55,16,"yes"
"1999","AB622","c22k19","Medium","D",580,58,16,"yes"
"2000","AB624","c22k20","Medium","D",700,122,24,"no"
"2001","AB625","c22k21","Medium","D",630,80,20,"yes"
"2002","AB626","c22k22","Medium","D",580,109,16,"no"
"2003","AB627","c22k23","Medium","D",840,85,35,"yes"
"2004","AB628","c22k24","Medium","D",650,93,21,"yes"
"2005","AB629","c22k25","Medium","D",650,61,21,"yes"
"2006","AB630","c22k26","Medium","D",640,53,21,"no"
"2007","AB631","c22k27","Medium","D",560,92,15,"yes"
"2008","AB632","c22k28","Medium","D",710,103,25,"no"
"2009","AB633","c22k29","Medium","D",690,77,24,"yes"
"2010","AB634","c22k30","Medium","D",710,116,26,"yes"
"2011","AB635","c22k31","Medium","D",828,95,34,"yes"
"2012","AB638","c22k32","Medium","D",570,41,15,"yes"
"2013","AB642","c22k33","Medium","D",570,37,15,"yes"
"2014","AB643","c22k34","Medium","D",540,106,13,"no"
"2015","AB644","c22k35","Medium","D",640,61,21,"no"
"2016","AB645","c22k36","Medium","D",575,77,15,"yes"
"2017","AB646","c22k37","Medium","D",610,69,18,"yes"
"2018","AB647","c22k38","Medium","D",710,83,25,"yes"
"2019","AB648","c22k39","Medium","D",580,74,16,"no"
"2020","AB650","c22k40","Medium","D",650,101,21,"no"
"2021","AB651","c22k41","Medium","D",580,46,16,"no"
"2022","AB652","c22k42","Medium","D",540,106,14,"no"
"2023","AB653","c22k43","Medium","D",530,73,13,"yes"
"2024","AB654","c22k44","Medium","D",597,108,17,"no"
"2025","AB655","c22k45","Medium","D",536,70,13,"yes"
"2026","AB656","c22k46","Medium","D",640,113,21,"no"
"2027","AB657","c22k47","Medium","D",660,74,22,"yes"
"2028","AB658","c22k48","Medium","D",720,52,26,"no"
"2029","AB659","c22k49","Medium","D",780,65,30,"yes"
"2030","AB660","c22k50","Medium","D",930,127,42,"yes"
"2031","AB662","c22k51","Medium","D",590,107,17,"no"
"2032","AB663","c22k52","Medium","D",630,84,20,"yes"
"2033","AB664","c22k53","Medium","D",640,97,21,"no"
"2034","AB665","c22k54","Medium","D",690,108,23,"yes"
"2035","AB666","c22k55","Medium","D",720,92,26,"yes"
"2036","AB667","c22k56","Medium","D",810,124,32,"yes"
"2037","AB668","c22k57","Medium","D",550,95,14,"no"
"2038","AB671","c22k58","Medium","D",511,68,12,"yes"
"2039","AB672","c22k59","Medium","D",500,99,11,"no"
"2040","AB673","c22k60","Medium","D",630,59,20,"yes"
"2041","AB674","c22k61","Medium","D",590,99,16,"no"
"2042","AB675","c22k62","Medium","D",600,92,17,"yes"
"2043","AB676","c22k63","Medium","D",520,101,12,"yes"
"2044","AB678","c22k64","Medium","D",550,31,14,"yes"
"2045","AB680","c22k65","Medium","D",570,93,15,"no"
"2046","AB681","c22k66","Medium","D",520,93,12,"no"
"2047","AB682","c22k67","Medium","D",650,81,22,"yes"
"2048","AB683","c22k68","Medium","D",656,90,22,"no"
"2049","AB684","c22k69","Medium","D",630,51,20,"yes"
"2050","AB685","c22k70","Medium","D",676,72,23,"no"
"2051","AB686","c22k71","Medium","D",620,67,19,"no"
"2052","AB687","c22k72","Medium","D",650,77,21,"yes"
"2053","AB688","c22k73","Medium","D",692,69,24,"yes"
"2054","AB689","c22k74","Medium","D",708,47,25,"yes"
"2055","AB690","c22k75","Medium","D",750,95,28,"yes"
"2056","AB691","c22k76","Medium","D",770,81,30,"yes"
"2057","AB692","c22k77","Medium","D",555,92,14,"yes"
"2058","AB693","c22k78","Medium","D",640,93,21,"no"
"2059","AB694","c22k79","Medium","D",600,88,17,"yes"
"2060","AB695","c22k80","Medium","D",600,68,18,"yes"
"2061","AB696","c22k81","Medium","D",580,90,16,"no"
"2062","AB697","c22k82","Medium","D",610,86,18,"yes"
"2063","AB698","c22k83","Medium","D",560,76,15,"yes"
"2064","AB699","c22k84","Medium","D",690,117,24,"yes"
"2065","AB700","c22k85","Medium","D",593,95,17,"yes"
"2066","AB701","c22k86","Medium","D",630,104,20,"yes"
"2067","AB702","c22k87","Medium","D",520,85,12,"no"
"2068","AB704","c22k88","Medium","D",570,65,15,"no"
"2069","AB705","c22k89","Medium","D",540,86,13,"no"
"2070","AB706","c22k90","Medium","D",540,90,13,"yes"
"2071","AB707","c22k91","Medium","D",560,52,14,"yes"
"2072","AB708","c22k92","Medium","D",630,87,20,"yes"
"2073","AB709","c22k93","Medium","D",505,35,12,"yes"
"2074","AB710","c22k94","Medium","D",630,75,20,"yes"
"2075","AB711","c22k95","Medium","D",630,71,20,"no"
"2076","AB712","c22k96","Medium","D",620,99,19,"no"
"2077","AB713","c22k97","Medium","D",590,55,16,"yes"
"2078","AB714","c22k98","Medium","D",630,111,19,"yes"
"2079","AB715","c22k99","Medium","D",710,87,25,"no"
"2080","AB716","c23k1","Medium","D",600,104,17,"no"
"2081","AB717","c23k2","Medium","D",700,101,24,"no"
"2082","AB718","c23k3","Medium","D",650,89,21,"yes"
"2083","AB719","c23k4","Medium","D",630,103,19,"yes"
"2084","AB720","c23k5","Medium","D",730,129,27,"yes"
"2085","AB721","c23k6","Medium","D",740,94,27,"yes"
"2086","AB722","c23k7","Medium","D",820,98,33,"yes"
"2087","AB723","c23k8","Medium","D",900,97,40,"yes"
"2088","AB724","c23k9","Medium","D",835,92,35,"no"
"2089","AB726","c23k10","Medium","D",920,118,41,"no"
"2090","AB728","c23k11","Medium","D",550,95,14,"yes"
"2091","AB731","c23k12","Medium","D",650,117,21,"no"
"2092","AB732","c23k13","Medium","D",570,73,15,"no"
"2093","AB733","c23k14","Medium","D",680,84,23,"no"
"2094","AB734","c23k15","Medium","D",584,30,16,"yes"
"2095","AB735","c23k16","Medium","D",570,45,15,"no"
"2096","AB736","c23k17","Medium","D",610,85,18,"yes"
"2097","AB737","c23k18","Medium","D",830,123,34,"no"
"2098","AB738","c23k19","Medium","D",760,124,29,"yes"
"2099","AB739","c23k20","Medium","D",730,57,27,"no"
"2100","AB740","c23k21","Medium","D",800,67,32,"no"
"2101","AB743","c23k22","Medium","D",940,103,43,"no"
"2102","AB750","c23k23","Medium","D",521,85,13,"yes"
"2103","AB751","c23k24","Medium","D",564,84,15,"no"
"2104","AB752","c23k25","Medium","D",508,55,12,"yes"
"2105","AB755","c23k26","Medium","D",500,71,11,"no"
"2106","AB756","c23k27","Medium","D",620,111,19,"yes"
"2107","AB757","c23k28","Medium","D",640,48,21,"no"
"2108","AB758","c23k29","Medium","D",650,65,21,"yes"
"2109","AB759","c23k30","Medium","D",770,121,29,"yes"
"2110","AB760","c23k31","Medium","D",810,130,33,"no"
"2111","AB761","c23k32","Medium","D",810,96,32,"yes"
"2112","AB762","c23k33","Medium","D",760,56,29,"yes"
"2113","AB763","c23k34","Medium","D",811,94,33,"yes"
"2114","AB764","c23k35","Medium","D",856,138,36,"yes"
"2115","AB765","c23k36","Medium","D",920,130,42,"yes"
"2116","AB769","c23k37","Medium","D",590,87,17,"no"
"2117","AB770","c23k38","Medium","D",700,126,24,"yes"
"2118","AB771","c23k39","Medium","D",600,60,17,"yes"
"2119","AB772","c23k40","Medium","D",700,98,24,"yes"
"2120","AB773","c23k41","Medium","D",500,51,12,"yes"
"2121","AB774","c23k42","Medium","D",550,51,14,"no"
"2122","AB775","c23k43","Medium","D",550,55,14,"no"
"2123","AB776","c23k44","Medium","D",569,60,15,"yes"
"2124","AB777","c23k45","Medium","D",580,54,16,"yes"
"2125","AB778","c23k46","Medium","D",610,113,18,"yes"
"2126","AB779","c23k47","Medium","D",580,50,16,"yes"
"2127","AB780","c23k48","Medium","D",590,39,17,"yes"
"2128","AB781","c23k49","Medium","D",613,110,19,"yes"
"2129","AB782","c23k50","Medium","D",700,105,24,"no"
"2130","AB783","c23k51","Medium","D",750,108,28,"yes"
"2131","AB784","c23k52","Medium","D",700,70,24,"yes"
"2132","AB785","c23k53","Medium","D",680,40,23,"no"
"2133","AB786","c23k54","Medium","D",780,121,30,"yes"
"2134","AB787","c23k55","Medium","D",690,65,23,"no"
"2135","AB788","c23k56","Medium","D",810,96,32,"no"
"2136","AB789","c23k57","Medium","D",790,102,31,"yes"
"2137","AB790","c23k58","Medium","D",810,57,32,"no"
"2138","AB791","c23k59","Medium","D",990,97,47,"yes"
"2139","AB792","c23k60","Medium","D",610,49,18,"no"
"2140","AB793","c23k61","Medium","D",740,106,27,"yes"
"2141","AB794","c23k62","Medium","D",640,121,21,"no"
"2142","AB795","c23k63","Medium","D",628,91,19,"yes"
"2143","AB796","c23k64","Medium","D",810,57,32,"yes"
"2144","AB797","c23k65","Medium","D",810,117,33,"no"
"2145","AB798","c23k66","Medium","D",880,120,38,"no"
"2146","AB802","c23k67","Medium","D",630,99,20,"yes"
"2147","AB803","c23k68","Medium","D",700,66,25,"yes"
"2148","AB804","c23k69","Medium","D",870,123,38,"yes"
"2149","AB805","c23k70","Medium","D",601,33,18,"yes"
"2150","AB806","c23k71","Medium","D",632,72,20,"no"
"2151","AB807","c23k72","Medium","D",944,104,43,"no"
"2152","AB808","c23k73","Medium","D",986,151,46,"yes"
"2153","AB809","c23k74","Medium","D",529,65,13,"yes"
"2154","AB810","c23k75","Medium","D",520,105,12,"yes"
"2155","AB812","c23k76","Medium","D",560,28,14,"yes"
"2156","AB813","c23k77","Medium","D",586,87,16,"yes"
"2157","AB814","c23k78","Medium","D",551,79,14,"yes"
"2158","AB815","c23k79","Medium","D",582,98,16,"yes"
"2159","AB816","c23k80","Medium","D",620,54,19,"yes"
"2160","AB817","c23k81","Medium","D",612,58,19,"yes"
"2161","AB818","c23k82","Medium","D",580,54,16,"no"
"2162","AB819","c23k83","Medium","D",620,70,19,"yes"
"2163","AB820","c23k84","Medium","D",810,120,32,"yes"
"2164","AB821","c23k85","Medium","D",674,92,23,"yes"
"2165","AB822","c23k86","Medium","D",630,115,20,"yes"
"2166","AB823","c23k87","Medium","D",692,93,24,"yes"
"2167","AB824","c23k88","Medium","D",683,96,23,"no"
"2168","AB825","c23k89","Medium","D",782,126,31,"yes"
"2169","AB826","c23k90","Medium","D",750,75,28,"no"
"2170","AB828","c23k91","Medium","D",545,102,14,"yes"
"2171","AB829","c23k92","Medium","D",595,87,17,"yes"
"2172","AB830","c23k93","Medium","D",550,91,14,"no"
"2173","AB831","c23k94","Medium","D",505,55,12,"no"
"2174","AB832","c23k95","Medium","D",711,68,26,"no"
"2175","AB834","c23k96","Medium","D",540,54,13,"yes"
"2176","AB835","c23k97","Medium","E",540,70,13,"no"
"2177","AB836","c23k98","Medium","E",590,79,17,"no"
"2178","AB837","c23k99","Medium","E",586,39,16,"no"
"2179","AB838","c24k1","Medium","E",680,68,23,"yes"
"2180","AB839","c24k2","Medium","E",722,89,27,"no"
"2181","AB840","c24k3","Medium","E",694,73,24,"yes"
"2182","AB841","c24k4","Medium","E",665,42,22,"no"
"2183","AB842","c24k5","Medium","E",700,85,24,"yes"
"2184","AB843","c24k6","Medium","E",710,91,25,"no"
"2185","AB844","c24k7","Medium","E",665,114,22,"yes"
"2186","AB845","c24k8","Medium","E",670,39,22,"yes"
"2187","AB846","c24k9","Medium","E",750,51,28,"no"
"2188","AB847","c24k10","Medium","E",780,85,30,"yes"
"2189","AB848","c24k11","Medium","E",892,92,40,"yes"
"2190","AB849","c24k12","Medium","E",866,78,37,"yes"
"2191","AB850","c24k13","Medium","E",564,32,15,"yes"
"2192","AB851","c24k14","Medium","E",615,90,19,"no"
"2193","AB853","c24k15","Medium","E",582,98,16,"no"
"2194","AB854","c24k16","Medium","E",750,51,28,"yes"
"2195","AB855","c24k17","Medium","E",830,64,35,"yes"
"2196","AB856","c24k18","Medium","E",810,113,32,"no"
"2197","AB857","c24k19","Medium","E",850,141,36,"yes"
"2198","AB858","c24k20","Medium","E",820,58,34,"yes"
"2199","AB859","c24k21","Medium","E",810,105,33,"yes"
"2200","AB860","c24k22","Medium","E",887,72,39,"no"
"2201","AB861","c24k23","Medium","E",870,135,38,"yes"
"2202","AB865","c24k24","Medium","E",565,44,15,"no"
"2203","AB866","c24k25","Medium","E",606,97,18,"yes"
"2204","AB867","c24k26","Medium","E",546,34,14,"yes"
"2205","AB868","c24k27","Medium","E",576,29,15,"yes"
"2206","AB869","c24k28","Medium","E",650,114,22,"yes"
"2207","AB870","c24k29","Medium","E",712,48,26,"yes"
"2208","AB871","c24k30","Medium","E",812,98,33,"yes"
"2209","AB872","c24k31","Medium","E",670,103,23,"no"
"2210","AB873","c24k32","Medium","E",590,95,17,"yes"
"2211","AB874","c24k33","Medium","E",700,122,24,"no"
"2212","AB875","c24k34","Medium","E",850,141,36,"yes"
"2213","AB876","c24k35","Medium","E",805,131,32,"yes"
"2214","AB877","c24k36","Medium","E",879,103,38,"yes"
"2215","AB879","c24k37","Medium","E",545,34,14,"no"
"2216","AB880","c24k38","Medium","E",600,92,17,"yes"
"2217","AB882","c24k39","Medium","E",510,99,12,"no"
"2218","AB883","c24k40","Medium","E",550,75,14,"yes"
"2219","AB884","c24k41","Medium","E",540,82,13,"yes"
"2220","AB885","c24k42","Medium","E",580,50,16,"yes"
"2221","AB886","c24k43","Medium","E",605,69,18,"yes"
"2222","AB887","c24k44","Medium","E",720,68,26,"yes"
"2223","AB888","c24k45","Medium","E",770,89,29,"no"
"2224","AB889","c24k46","Medium","E",855,90,36,"yes"
"2225","AB890","c24k47","Medium","E",999,114,48,"yes"
"2226","AB894","c24k48","Medium","E",510,28,12,"yes"
"2227","AB895","c24k49","Medium","E",594,99,17,"yes"
"2228","AB896","c24k50","Medium","E",620,98,19,"yes"
"2229","AB897","c24k51","Medium","E",720,100,26,"yes"
"2230","AB898","c24k52","Medium","E",670,115,23,"yes"
"2231","AB899","c24k53","Medium","E",750,75,28,"no"
"2232","AB900","c24k54","Medium","E",760,97,29,"no"
"2233","AB901","c24k55","Medium","E",868,62,37,"yes"
"2234","AB902","c24k56","Medium","E",630,91,20,"yes"
"2235","AB903","c24k57","Medium","E",850,114,36,"yes"
"2236","AB907","c24k58","Medium","E",990,113,48,"no"
"2237","AB909","c24k59","Medium","E",577,49,15,"yes"
"2238","AB910","c24k60","Medium","E",610,110,18,"yes"
"2239","AB911","c24k61","Medium","E",595,71,17,"yes"
"2240","AB913","c24k62","Medium","E",727,73,27,"yes"
"2241","AB914","c24k63","Medium","E",714,44,26,"yes"
"2242","AB915","c24k64","Medium","E",830,63,34,"yes"
"2243","AB917","c24k65","Medium","E",560,52,15,"no"
"2244","AB918","c24k66","Medium","E",783,66,31,"yes"
"2245","AB919","c24k67","Medium","E",951,73,43,"yes"
"2246","AB920","c24k68","Medium","E",555,56,14,"yes"
"2247","AB921","c24k69","Medium","E",531,93,13,"no"
"2248","AB922","c24k70","Medium","E",784,82,31,"yes"
"2249","AB923","c24k71","Medium","E",611,94,18,"yes"
"2250","AB924","c24k72","Medium","E",570,57,15,"no"
"2251","AB925","c24k73","Medium","E",610,41,18,"no"
"2252","AB926","c24k74","Medium","E",640,100,20,"yes"
"2253","AB927","c24k75","Medium","E",653,54,22,"yes"
"2254","AB928","c24k76","Medium","E",841,137,35,"no"
"2255","AB929","c24k77","Medium","E",758,48,29,"yes"
"2256","AB930","c24k78","Medium","E",946,84,43,"yes"
"2257","AB931","c24k79","Medium","E",925,111,42,"yes"
"2258","AB933","c24k80","Medium","E",550,87,14,"yes"
"2259","AB934","c24k81","Medium","E",610,73,18,"yes"
"2260","AB935","c24k82","Medium","E",790,74,31,"yes"
"2261","AB936","c24k83","Medium","E",530,93,13,"yes"
"2262","AB937","c24k84","Medium","E",519,92,12,"yes"
"2263","AB938","c24k85","Medium","E",520,52,12,"no"
"2264","AB939","c24k86","Medium","E",634,36,20,"no"
"2265","AB940","c24k87","Medium","E",620,111,19,"yes"
"2266","AB941","c24k88","Medium","E",610,53,18,"yes"
"2267","AB942","c24k89","Medium","E",610,86,18,"no"
"2268","AB943","c24k90","Medium","E",610,73,18,"yes"
"2269","AB944","c24k91","Medium","E",670,95,23,"yes"
"2270","AB945","c24k92","Medium","E",642,93,21,"no"
"2271","AB946","c24k93","Medium","E",670,71,23,"no"
"2272","AB947","c24k94","Medium","E",700,118,24,"no"
"2273","AB948","c24k95","Medium","E",705,99,25,"no"
"2274","AB949","c24k96","Medium","E",644,53,21,"yes"
"2275","AB950","c24k97","Medium","E",750,79,28,"yes"
"2276","AB951","c24k98","Medium","E",924,66,42,"no"
"2277","AB952","c24k99","Medium","E",730,69,27,"yes"
"2278","AB954","c25k1","Medium","E",970,83,46,"yes"
"2279","AB955","c25k2","Medium","E",944,64,43,"no"
"2280","AB959","c25k3","Medium","E",524,29,13,"no"
"2281","AB960","c25k4","Medium","E",591,51,17,"yes"
"2282","AB961","c25k5","Medium","E",590,79,16,"yes"
"2283","AB963","c25k6","Medium","E",590,79,16,"yes"
"2284","AB964","c25k7","Medium","E",540,66,13,"yes"
"2285","AB965","c25k8","Medium","E",601,65,18,"no"
"2286","AB966","c25k9","Medium","E",548,46,14,"yes"
"2287","AB967","c25k10","Medium","E",652,98,22,"yes"
"2288","AB968","c25k11","Medium","E",630,60,20,"no"
"2289","AB969","c25k12","Medium","E",892,112,40,"yes"
"2290","AB970","c25k13","Medium","E",809,123,32,"no"
"2291","AB971","c25k14","Medium","E",735,110,27,"yes"
"2292","AB972","c25k15","Medium","E",790,99,31,"no"
"2293","AB973","c25k16","Medium","E",620,86,19,"yes"
"2294","AB974","c25k17","Medium","E",790,90,31,"yes"
"2295","AB975","c25k18","Medium","E",790,107,31,"yes"
"2296","AB976","c25k19","Medium","E",910,109,41,"yes"
"2297","AB977","c25k20","Medium","E",890,88,39,"yes"
"2298","AB978","c25k21","Medium","E",801,99,32,"no"
"2299","AB979","c25k22","Medium","E",960,138,45,"yes"
"2300","AB980","c25k23","Medium","E",780,90,30,"no"
"2301","AB981","c25k24","Medium","E",847,65,36,"no"
"2302","AB982","c25k25","Medium","E",864,138,37,"no"
"2303","AB989","c25k26","Medium","E",852,142,36,"no"
"2304","AB990","c25k27","Medium","E",571,77,15,"yes"
"2305","AB991","c25k28","Medium","E",510,104,12,"no"
"2306","AB992","c25k29","Medium","E",610,93,18,"yes"
"2307","AB993","c25k30","Medium","E",520,65,12,"yes"
"2308","AB994","c25k31","Medium","E",540,54,13,"yes"
"2309","AB995","c25k32","Medium","E",550,51,14,"no"
"2310","AB996","c25k33","Medium","E",581,102,16,"yes"
"2311","AB997","c25k34","Medium","E",590,75,16,"no"
"2312","AB998","c25k35","Medium","E",655,82,22,"no"
"2313","AB999","c25k36","Medium","E",648,65,21,"no"
"2314","AB097","c25k37","Big","A",1131,112,61,"no"
"2315","AB098","c25k38","Big","A",1155,117,62,"yes"
"2316","AB1008","c25k39","Big","A",1390,171,77,"yes"
"2317","AB1026","c25k40","Big","A",1044,78,52,"yes"
"2318","AB1028","c25k41","Big","A",1193,122,63,"yes"
"2319","AB1029","c25k42","Big","A",1110,97,58,"yes"
"2320","AB1038","c25k43","Big","A",1044,90,52,"yes"
"2321","AB1039","c25k44","Big","A",1016,96,50,"no"
"2322","AB1040","c25k45","Big","A",1130,82,61,"yes"
"2323","AB1041","c25k46","Big","A",1100,109,58,"yes"
"2324","AB1042","c25k47","Big","A",1100,161,57,"yes"
"2325","AB1072","c25k48","Big","A",1434,157,83,"yes"
"2326","AB1084","c25k49","Big","A",1396,172,82,"no"
"2327","AB1093","c25k50","Big","A",1063,146,54,"yes"
"2328","AB1094","c25k51","Big","A",1153,144,62,"yes"
"2329","AB1096","c25k52","Big","A",1620,232,152,"no"
"2330","AB1108","c25k53","Big","A",1094,83,57,"yes"
"2331","AB1116","c25k54","Big","A",1090,137,55,"yes"
"2332","AB1117","c25k55","Big","A",1315,170,70,"yes"
"2333","AB1123","c25k56","Big","A",1020,133,50,"yes"
"2334","AB1124","c25k57","Big","A",1130,126,59,"yes"
"2335","AB1125","c25k58","Big","A",1450,133,94,"yes"
"2336","AB1126","c25k59","Big","A",1614,159,138,"yes"
"2337","AB1130","c25k60","Big","A",1080,140,54,"yes"
"2338","AB1132","c25k61","Big","A",2510,258,305,"yes"
"2339","AB1148","c25k62","Big","A",1230,140,64,"yes"
"2340","AB1153","c25k63","Big","A",1121,146,59,"yes"
"2341","AB1172","c25k64","Big","A",1440,133,84,"yes"
"2342","AB118","c25k65","Big","A",1118,109,59,"no"
"2343","AB1187","c25k66","Big","A",1459,176,99,"no"
"2344","AB1199","c25k67","Big","B",1150,88,62,"yes"
"2345","AB1206","c25k68","Big","B",1003,115,49,"yes"
"2346","AB1209","c25k69","Big","B",1060,90,53,"no"
"2347","AB1211","c25k70","Big","B",1050,142,52,"yes"
"2348","AB1212","c25k71","Big","B",1616,158,142,"yes"
"2349","AB1217","c25k72","Big","B",1101,117,58,"yes"
"2350","AB1220","c25k73","Big","B",1480,193,104,"no"
"2351","AB1231","c25k74","Big","B",1160,121,62,"no"
"2352","AB1232","c25k75","Big","B",1490,201,105,"yes"
"2353","AB1251","c25k76","Big","B",1003,147,49,"yes"
"2354","AB1283","c25k77","Big","B",1510,163,107,"yes"
"2355","AB1308","c25k78","Big","B",1170,158,63,"no"
"2356","AB1317","c25k79","Big","B",1030,122,51,"no"
"2357","AB590","c25k80","Big","C",1360,134,76,"yes"
"2358","AB636","c25k81","Big","D",1024,149,50,"yes"
"2359","AB637","c25k82","Big","D",1405,111,83,"yes"
"2360","AB670","c25k83","Big","D",1600,189,112,"yes"
"2361","AB725","c25k84","Big","D",1005,83,49,"yes"
"2362","AB727","c25k85","Big","D",1450,162,94,"yes"
"2363","AB741","c25k86","Big","D",1093,119,56,"no"
"2364","AB742","c25k87","Big","D",1030,149,50,"yes"
"2365","AB744","c25k88","Big","D",1370,182,77,"no"
"2366","AB745","c25k89","Big","D",1220,119,63,"no"
"2367","AB746","c25k90","Big","D",1090,105,55,"yes"
"2368","AB747","c25k91","Big","D",1280,145,65,"yes"
"2369","AB748","c25k92","Big","D",1300,172,68,"yes"
"2370","AB749","c25k93","Big","D",1911,263,196,"yes"
"2371","AB766","c25k94","Big","D",1110,93,58,"yes"
