"","chemoLowerLinearAdjust.chemoUpperLinearAdjust.Velocity.Displacement"
"506","0.02,0.2,4.6220141889287,73.8132655761235"
"507","0.02,0.2,3.7246445910406,65.2399674398253"
"508","0.02,0.2,2.88954963817604,58.2735090663638"
"509","0.02,0.2,3.6,71.5621408044773"
"510","0.02,0.2,4.26544717976316,61.8796237209399"
"511","0.02,0.2,3.82324453113953,68.2409374368982"
"512","0.02,0.2,3.6,70.458040903843"
"513","0.02,0.2,4.32361889149492,81.56420349595"
"514","0.02,0.2,3.84764254753321,70.08681175199"
"515","0.02,0.2,3.94474637424034,72.9784891324337"
"516","0.02,0.2,4.75316752205901,66.5795967800089"
"517","0.02,0.2,2.63544728479491,57.2979182948868"
"518","0.02,0.2,3.74743537811033,70.3956432176662"
"519","0.02,0.2,2.71141859702469,57.7351050293136"
"520","0.02,0.2,2.71008080011916,60.6221540625044"
"521","0.02,0.2,4.91140343619005,72.0987931558295"
"522","0.02,0.2,3.28005650026002,62.7351473902847"
"523","0.02,0.2,2.70312784427295,57.240886355738"
"524","0.02,0.2,2.83083228975765,57.469530841433"
"525","0.02,0.2,3.03857487759739,59.2182239846615"
"526","0.02,0.2,2.68109136950633,55.103824569887"
"527","0.02,0.2,3.62852702641526,66.4259339369968"
"528","0.02,0.2,3.67573671509901,68.6145394326003"
"529","0.02,0.2,4.80000000000001,82.4457748713587"
"530","0.02,0.2,3.61044444043732,65.2503010607365"
"531","0.02,0.2,2.73536330427383,53.9335353108883"
"532","0.02,0.2,3.37521066955411,58.9000591538716"
"533","0.02,0.2,4.06943102896713,70.8787426871087"
"534","0.02,0.2,3.47515327231258,69.7503778139706"
"535","0.02,0.2,3.59551686516097,68.4410554138393"
"536","0.02,0.2,3.50507065874008,68.4304079105498"
"537","0.02,0.2,4.84981347086484,81.1616700728586"
"538","0.02,0.2,3.59747245388293,65.1176313155415"
"539","0.02,0.2,2.85449197655213,60.5111365267979"
"540","0.02,0.2,4.8231657926247,82.9143882025856"
"541","0.02,0.2,3.49803270582181,68.4656210240628"
"542","0.02,0.2,3.8530377232357,71.3670542512007"
"543","0.02,0.2,5.17796599712285,73.8767341288229"
"544","0.02,0.2,3.6572702774255,59.6008259548999"
"545","0.02,0.2,3.67432920487873,65.2432137304877"
"546","0.02,0.2,3.58629782027772,66.1548603333964"
"547","0.02,0.2,3.70222150746391,69.1483758923519"
"548","0.02,0.2,3.79597674584186,69.9165019476606"
"549","0.02,0.2,2.84322386913062,52.6111305866308"
"550","0.02,0.2,2.76108129679365,62.0675093963431"
"551","0.02,0.2,3.88935036443932,69.2340890740788"
"552","0.02,0.2,2.69087885753807,57.3493394627043"
"553","0.02,0.2,3.70132500997241,73.862671455156"
"554","0.02,0.2,4.53661247180735,72.7632532612996"
"555","0.02,0.2,3.67552494065505,70.6564247592308"
"556","0.02,0.2,2.79090689763962,57.1693749724005"
"557","0.02,0.2,3.93719426211195,70.0807144275045"
"558","0.02,0.2,3.6,68.8174163569498"
"559","0.02,0.2,3.54817015660644,70.5583021240462"
"560","0.02,0.2,2.70391001844544,52.0234731336211"
"561","0.02,0.2,3.69599060588173,72.3025459126123"
"562","0.02,0.2,4.41996272695668,68.9573607093088"
"563","0.02,0.2,3.5802977984953,66.4996290825475"
"564","0.02,0.2,3.7840265292898,69.6748673831641"
"565","0.02,0.2,3.20154673850664,60.2922550887018"
"566","0.02,0.2,4.40164449692355,73.4055865679926"
"567","0.02,0.2,3.13778303698708,58.1617354425844"
"568","0.02,0.2,4.27827602293354,60.7531433224622"
"569","0.02,0.2,2.86949322769857,53.6656013730656"
"570","0.02,0.2,4.02447242149781,76.9900739548964"
"571","0.02,0.2,3.54169551180587,68.5462646383176"
"572","0.02,0.2,2.62118415823256,57.8360917216097"
"573","0.02,0.2,4.80000000000001,68.9019714649239"
"574","0.02,0.2,2.71784239386148,58.6462754798404"
"575","0.02,0.2,3.59398416067808,65.5797183595078"
"576","0.02,0.2,4.4,70.4976704968318"
"577","0.02,0.2,4.7749695855368,74.5481506836889"
"578","0.02,0.2,4.4,75.6778478105647"
"579","0.02,0.2,3.09067172689903,61.2363001933149"
"580","0.02,0.2,3.80315357803547,71.1595944162273"
"581","0.02,0.2,4.38521323649712,73.5348254775544"
"582","0.02,0.2,3.71029460630937,74.5160096346438"
"583","0.02,0.2,4.98058339126062,80.1539366734289"
"584","0.02,0.2,2.7073955352019,51.9769574962865"
"585","0.02,0.2,4.80000000000001,80.9326087743374"
"586","0.02,0.2,5.19999999999999,77.0858169930972"
"587","0.02,0.2,4.76716358665353,73.6015659645001"
"588","0.02,0.2,3.91425199727978,66.095890733514"
"589","0.02,0.2,5.19999999999999,85.3646302438109"
"590","0.02,0.2,3.88540329241873,73.9515431279125"
"591","0.02,0.2,3.70122579634161,66.9177738745676"
"592","0.02,0.2,2.99166155622857,59.7198704840033"
"593","0.02,0.2,3.47304326639213,68.1914749876933"
"594","0.02,0.2,2.64154827431849,55.2819858956586"
"595","0.025,0.2,2.54999152745312,48.5063770928152"
"596","0.025,0.2,2.67705117865809,52.6357305482104"
"597","0.025,0.2,4,74.266355867575"
"598","0.025,0.2,2.54996870830571,49.1693071684894"
"599","0.025,0.2,3.00711288845469,58.0743039464963"
"600","0.025,0.2,2.55454990940875,51.8491616438195"
"601","0.025,0.2,2.66714371257245,47.994330081635"
"602","0.025,0.2,3.38664767032555,60.2013502016241"
"603","0.025,0.2,4.55637636209604,70.115226890446"
"604","0.025,0.2,2.54753093150982,49.2375089497194"
"605","0.025,0.2,5.05173703453893,75.4524070191203"
"606","0.025,0.2,3.26965044012165,61.2967561184049"
"607","0.025,0.2,2.56939887340316,53.2047566599034"
"608","0.025,0.2,2.85563403197733,46.6888640836777"
"609","0.025,0.2,2.72001862730596,54.3446860962171"
"610","0.025,0.2,4.47116161039444,64.742948515781"
"611","0.025,0.2,3.28821470227105,57.3009706963412"
"612","0.025,0.2,4.69252164661831,75.5705464011761"
"613","0.025,0.2,4.21671673672461,67.0094111997611"
"614","0.025,0.2,4.0399324470979,64.1859886797996"
"615","0.025,0.2,4.48517518206508,63.1364376414507"
"616","0.025,0.2,2.68279837428745,50.9940639888569"
"617","0.025,0.2,5.19999999999999,65.3235989361139"
"618","0.025,0.2,3.82852877905681,61.2474632889337"
"619","0.025,0.2,3.52253727470555,65.5448837632248"
"620","0.025,0.2,3.85187367127532,63.6381777749775"
"621","0.025,0.2,4.70091397151004,70.4569240655944"
"622","0.025,0.2,4.27898504275905,64.7018478816295"
"623","0.025,0.2,4.18894805476127,71.2720413409636"
"624","0.025,0.2,4.76877432352811,69.1781164261019"
"625","0.025,0.2,4,60.9544159050558"
"626","0.025,0.2,4.16357739258891,69.6385860500223"
"627","0.025,0.2,2.54800212841665,49.4954550539888"
"628","0.025,0.2,2.55989767294578,50.6072138390285"
"629","0.025,0.2,3.22807056881069,61.9154640749477"
"630","0.025,0.2,2.44478545693816,45.4194986363297"
"631","0.025,0.2,2.64172477814787,44.49468979835"
"632","0.025,0.2,4.78907175232557,68.006777270134"
"633","0.025,0.2,5.14912822151884,66.6303483592854"
"634","0.025,0.2,4.6391709106259,67.3561887090034"
"635","0.025,0.2,2.63152507045429,49.5597955310777"
"636","0.025,0.2,4.09359284037457,71.0776549192914"
"637","0.025,0.2,2.57361440536155,49.2556396079445"
"638","0.025,0.2,4.60626389203361,61.1651047143893"
"639","0.025,0.2,4.16344380177594,66.699892644018"
"640","0.025,0.2,3.73322973025105,63.9754734141254"
"641","0.025,0.2,2.59100878639934,47.9545571937485"
"642","0.025,0.2,3.56876727887676,64.3698369618218"
"643","0.025,0.2,2.58421345320708,52.6633921385986"
"644","0.025,0.2,5.06419354210327,71.3738563108635"
"645","0.025,0.2,4.26592781009272,69.4015926430682"
"646","0.025,0.2,2.60283218193662,48.7808266981125"
"647","0.025,0.2,5.19999999999999,65.5171656067439"
"648","0.025,0.2,3.95484945134207,64.5527806665855"
"649","0.025,0.2,4.06085687503905,60.7079448582935"
"650","0.025,0.2,4.80244122929596,68.7730308346798"
"651","0.025,0.2,2.94983002889931,50.8103153616862"
"652","0.025,0.2,4.9295421468242,69.3733132260786"
"653","0.025,0.2,4.62793152830095,73.3854922349417"
"654","0.025,0.2,2.62755449833482,52.9764066786287"
"655","0.025,0.2,3.46334131193094,65.1852897148038"
"656","0.025,0.2,3.61103867585655,65.258038211664"
"657","0.025,0.2,4.20992481662567,62.4524652819071"
"658","0.025,0.2,3.36353475108417,56.1133646373617"
"659","0.025,0.2,3.28845066938498,56.6072246495384"
"660","0.025,0.2,5.20260645162065,70.0552124547344"
"661","0.025,0.2,4.71637421588432,62.2060987444625"
"662","0.025,0.2,3.57498787596213,59.4009140436566"
"663","0.025,0.2,4.82654779114958,73.6295948307717"
"664","0.025,0.2,3.47727338677071,60.4009108614532"
"665","0.025,0.2,4.14082459350597,70.6935911093989"
"666","0.025,0.2,3.50693208232289,63.592026073685"
"667","0.025,0.2,2.51264553436544,51.5046807207906"
"668","0.025,0.2,4,68.4039095215968"
"669","0.025,0.2,2.51834409980188,54.2755785152428"
"670","0.025,0.2,3.36244119224322,62.5184756007553"
"671","0.025,0.2,2.59204814945264,53.1280271624002"
"672","0.025,0.2,5.19999999999999,68.5400866585183"
"673","0.025,0.2,2.52641811326302,48.1692042363869"
"674","0.025,0.2,4.42480228196399,70.995196046837"
"675","0.025,0.2,4.80491414611063,71.9524536264985"
"676","0.025,0.2,3.54327883845706,57.1719295338369"
"677","0.025,0.2,2.42744778554988,52.5195054421864"
"678","0.025,0.2,4.78672593317609,67.0847480175598"
"679","0.025,0.2,3.67840403120918,62.905095422924"
"680","0.025,0.2,4.4,58.7519515571326"
"681","0.025,0.2,2.51843151303596,45.5151643543409"
"682","0.025,0.2,2.37333525598348,46.7996189045316"
"683","0.025,0.2,4.72787462691322,74.4028504715872"
"684","0.025,0.2,3.49289040183647,57.3785757711407"
"685","0.025,0.2,3.33382689677458,61.4620426981396"
"686","0.025,0.2,3.15000277773476,56.3599680761079"
"687","0.025,0.2,2.54119981312539,49.9552131457666"
"688","0.025,0.2,3.79761533069002,58.7656598809712"
"689","0.025,0.2,4.09639126297723,61.3431100761792"
"690","0.025,0.2,3.5540455088329,61.0668385934226"
"691","0.025,0.2,3.42515169371712,61.9428232377804"
"692","0.025,0.2,3.4367003187967,61.0230099001146"
"693","0.025,0.2,3.3748640976615,59.6210954895403"
"694","0.025,0.2,3.19750619393427,60.8163039880865"
"695","0.025,0.2,3.74970974420331,65.3557944150846"
"696","0.025,0.2,3.58943970139873,56.8538413301574"
"697","0.025,0.2,4.21154459649741,67.6292650598919"
"698","0.025,0.2,5.01859143396011,63.7081052026237"
"699","0.025,0.2,5.12536473028964,75.6060011148076"
"700","0.025,0.2,3.39758977949103,59.9808617827764"
"701","0.025,0.2,3.23270781175255,55.8156400727589"
"702","0.025,0.2,3.29207383335058,55.87445933018"
"703","0.025,0.2,2.61381574530866,50.2026612694084"
"704","0.025,0.2,2.62683628553709,51.3019701584979"
"705","0.025,0.2,3.16709604182619,55.5146506453969"
"706","0.025,0.2,3.431998939825,58.2984541838621"
"707","0.025,0.2,3.57814532137716,53.4518145879977"
"708","0.025,0.2,2.58525755545576,51.4337965248424"
"709","0.025,0.2,5.04205985512883,66.4284399060533"
"710","0.025,0.2,4.28406032624642,66.3253530929289"
"711","0.025,0.2,3.57254797721408,64.2750015858548"
"712","0.025,0.2,2.4958813274837,48.9697765534034"
"713","0.025,0.2,4.4,64.7615563666643"
"714","0.025,0.2,4.4,70.2718024773069"
"715","0.025,0.2,4.22776397018866,66.3335384335503"
"716","0.025,0.2,3.8021484011963,62.8461804469665"
"717","0.025,0.2,4.54111272977273,67.5961830347774"
"718","0.025,0.2,3.58600795703883,62.0965534891683"
"719","0.025,0.2,2.33355925974835,49.9183944531367"
"720","0.025,0.2,4.80146721168883,74.9952866291836"
"721","0.025,0.2,4.47024172560463,67.7685194548871"
"722","0.025,0.2,3.94315295720717,63.6325651279729"
"723","0.025,0.2,4.41974316807873,69.7445196914571"
"724","0.025,0.2,3.69129012547535,68.0745189937663"
"725","0.025,0.2,4.4369172120715,80.921299947219"
"726","0.025,0.2,3.77877687643477,62.864943445495"
"727","0.025,0.2,2.71899733809951,48.2534424145295"
"728","0.025,0.2,4.15196075296698,67.6582167232638"
"729","0.025,0.2,3.28490958888687,61.2042991215533"
"730","0.025,0.2,2.59799351098646,45.1352575670587"
"731","0.025,0.2,5.19999999999999,70.7970629171492"
"732","0.025,0.2,2.51318083442259,54.8515161092303"
"733","0.025,0.2,4.17829429964715,61.9784845347531"
"734","0.025,0.2,2.53815552177886,45.2349638718181"
"735","0.025,0.2,4.25600640919693,59.1437779377484"
"736","0.025,0.2,2.46898965127258,53.7564180489645"
"737","0.025,0.2,2.59547330193215,50.2050019280028"
"738","0.025,0.2,3.28425009375216,54.2190978425837"
"739","0.025,0.2,2.57780737470243,53.5082121376262"
"740","0.025,0.2,5.02104108120863,75.3943593525037"
"741","0.025,0.2,3.05825228415195,50.2232998563169"
"742","0.025,0.2,4.80000000000001,71.8062355327296"
"743","0.025,0.2,3.28968301706903,56.8967254124015"
"744","0.025,0.2,4.80000000000001,73.9250970754175"
"745","0.025,0.2,3.88743163091929,60.1617388150463"
"746","0.025,0.2,4.4198747416317,62.0312493137728"
"747","0.025,0.2,2.47990044843615,48.9360616606314"
"748","0.025,0.2,2.59449798821332,48.6588972159261"
"749","0.025,0.2,2.65035880044452,50.3832040780933"
"750","0.025,0.2,4.22819276362282,63.0871647725663"
"751","0.025,0.2,2.51194639584281,49.8642733996385"
"752","0.025,0.2,3.35544870629743,57.0735866863526"
"753","0.025,0.2,4.5980427121091,67.4451422180092"
"754","0.025,0.2,4.09358128705248,61.1790473125984"
"755","0.025,0.2,4.71028229977683,73.4533109417376"
"756","0.025,0.2,2.49299267879902,53.0354749372014"
"757","0.025,0.2,4.43906460837645,71.8467412361008"
"758","0.025,0.2,2.69780977148023,51.2527432002099"
"759","0.025,0.2,2.54879964525552,49.5037032705537"
"760","0.025,0.2,3.37704428318088,56.8746430793978"
"761","0.025,0.2,4.22168593975351,67.8584718023871"
"762","0.025,0.2,4.66941501786605,66.6038874253001"
"763","0.025,0.2,4.06338792691647,61.5135399633459"
"764","0.025,0.2,3.89015231453595,65.518246702595"
"765","0.025,0.2,4.4,58.7843054309952"
"766","0.025,0.2,3.49350209365856,59.771507117824"
"767","0.025,0.2,3.52371210544921,64.0655354126653"
"768","0.025,0.2,4.29596122771154,69.8211008563581"
"769","0.025,0.2,3.51246457251192,57.2602473561796"
"770","0.025,0.2,4.11681313153015,67.1730122054018"
"771","0.025,0.2,4.80000000000001,66.150370975074"
"772","0.025,0.2,3.31704286572496,62.8281548573382"
"773","0.025,0.2,4.0130872902183,62.1373424682203"
"774","0.025,0.2,4.35454030361486,73.2233813175095"
"775","0.025,0.2,3.83237893669818,64.478687026429"
"776","0.025,0.2,5.06426769648037,71.3233968532634"
"777","0.025,0.2,2.53838631296404,55.6720064893907"
"778","0.025,0.2,3.42442168978261,56.5810359594516"
"779","0.025,0.2,2.67848428389324,51.7629092635739"
"780","0.025,0.2,3.5293293768085,62.4911129707144"
"781","0.025,0.2,2.66995406387342,52.2557784158706"
"782","0.025,0.2,3.4375273889348,64.4096795237029"
"783","0.025,0.2,3.43145574728324,67.9173691542712"
"784","0.025,0.2,3.37560765903365,65.6979139980672"
"785","0.025,0.2,4.24888908329326,69.3392047842542"
"786","0.025,0.2,2.47869783161154,49.4580309780982"
"787","0.025,0.2,2.6020782146973,50.094680894792"
"788","0.025,0.2,4.31770135676971,63.8492195170217"
"789","0.025,0.2,3.3544878886566,61.1258771495887"
"790","0.025,0.2,3.42341222564009,59.8013444418197"
"791","0.025,0.2,2.65193819845337,48.0247615640323"
"792","0.025,0.2,2.59501249824074,50.858225665696"
"793","0.025,0.2,4.12001255099765,68.7287263988176"
"794","0.025,0.2,2.46417881171361,53.2287391108217"
"795","0.025,0.2,2.76142571434359,53.6509966083605"
"796","0.025,0.2,4.78753026786417,65.9926727895098"
"797","0.025,0.2,4.47165173810235,60.7689308771655"
"798","0.025,0.2,4.60762408474358,67.5727026817481"
"799","0.025,0.2,3.48883015018212,62.2605990548966"
"800","0.025,0.2,3.36175598683906,60.9390781153158"
"801","0.025,0.2,2.51715526796119,55.3834196880791"
"802","0.025,0.2,3.48794356324326,66.7063072420594"
"803","0.025,0.2,4.42677925597126,60.3321746750535"
"804","0.025,0.2,3.33058400979857,58.93993885017"
"805","0.025,0.2,4.94102268893028,71.1225875188117"
"806","0.025,0.2,4.4,65.91287348986"
"807","0.025,0.2,4.0731896265199,65.4608264130655"
"808","0.025,0.2,3.43010625062285,63.3009295477655"
"809","0.025,0.2,3.41448799419319,63.215982726704"
"810","0.025,0.2,2.52047365649266,50.7485246910105"
"811","0.025,0.2,3.3476353248988,58.9599869926621"
"812","0.025,0.2,3.92471356747876,61.6274189441829"
"813","0.025,0.2,2.68265111287903,50.7147052080142"
"814","0.025,0.2,2.44694278273653,51.1339868924931"
"815","0.025,0.2,4.16830731465094,60.305007415703"
"816","0.025,0.2,2.46738275599101,52.1445788194164"
"817","0.025,0.2,3.55837647111986,63.6439194824446"
"818","0.025,0.2,4.85092142062397,68.6221710636607"
"819","0.025,0.2,4.18653573350295,65.4851968838669"
"820","0.025,0.2,3.83187175046789,64.0161062007435"
"821","0.025,0.2,3.48802926827027,54.3842050375125"
"822","0.025,0.2,2.57537094413013,48.7320857030537"
"823","0.025,0.2,3.49270978417433,57.8240498876133"
"824","0.025,0.2,4.664700981979,68.7711898315001"
"825","0.025,0.2,4.00081861756189,66.205098394058"
"826","0.025,0.2,2.61378557482575,50.2323700780416"
"827","0.025,0.2,3.63843758711044,64.5730936436824"
"828","0.025,0.2,4.81247160946427,72.7098444801798"
"829","0.025,0.2,5.14417201296007,68.4415680058807"
"830","0.025,0.2,5.03162943358227,49.4319619229583"
"831","0.025,0.2,3.66439514161879,60.810749551452"
"832","0.025,0.2,3.29276153646132,55.5257145682214"
"833","0.025,0.2,4.80000000000001,73.9483238666927"
"834","0.025,0.2,2.56316853982235,48.3763591612173"
"835","0.025,0.2,4.13072527908179,64.8077476656402"
"836","0.025,0.2,3.32310363355936,60.3681501519418"
"837","0.025,0.2,3.30965282105547,54.9246183811271"
"838","0.025,0.2,2.86985523044977,48.9762927703667"
"839","0.025,0.2,4.01355982713394,68.1968277440824"
"840","0.025,0.2,3.49762164241459,61.145251614785"
"841","0.025,0.2,4.08353829537857,66.0185505132059"
"842","0.025,0.2,3.37499223969846,65.4649711230711"
"843","0.025,0.2,3.39381890132715,65.1375522173657"
"844","0.025,0.2,2.6185584808557,47.6560729944133"
"845","0.025,0.2,4.17275736522994,76.043538239279"
"846","0.025,0.2,4.27761374492873,68.9299854499593"
"847","0.025,0.2,3.42969776356352,59.1636132769023"
"848","0.025,0.2,3.41727485450099,57.7061593727444"
"849","0.025,0.2,2.64922289112958,50.4820773926637"
"850","0.025,0.2,3.31472807872753,61.579502175426"
"851","0.025,0.2,2.51500589669708,52.5824547349931"
"852","0.025,0.2,3.86452942327942,66.3323786887984"
"853","0.025,0.2,3.49558819385995,62.3812069263636"
"854","0.025,0.2,2.47357236987111,46.525842345293"
"855","0.025,0.2,2.72500129436455,52.0586953159667"
"856","0.025,0.2,3.99826233688957,60.2661336009811"
"857","0.025,0.2,4,73.2225785703027"
"858","0.025,0.2,2.55565441586451,53.0667745611913"
"859","0.025,0.2,3.73831772897373,59.3733960567789"
"860","0.025,0.2,4.24275860404039,63.0250221251428"
"861","0.025,0.2,4.55623777869411,60.8725705709037"
"862","0.025,0.2,3.2289938853017,58.2799999852146"
"863","0.025,0.2,3.42931793595121,58.1534809467799"
"864","0.025,0.2,3.49185893108078,66.9318293143428"
"865","0.025,0.2,3.6,68.0357737980944"
"866","0.025,0.2,3.28520745793814,55.5383385259027"
"867","0.025,0.2,3.86380166258109,62.4707928398011"
"868","0.025,0.2,4.08972684586541,64.4459793957384"
"869","0.025,0.2,3.52795244079811,61.9383321279685"
"870","0.025,0.2,3.54184585213198,63.8485040621003"
"871","0.025,0.2,2.52152867477467,52.006479364082"
"872","0.025,0.2,2.50411938145604,53.3991393446723"
"873","0.025,0.2,3.31214795338488,62.940304038743"
"874","0.025,0.2,4.29158960249889,67.5149568969466"
"875","0.025,0.2,3.51672420727625,62.3270896760968"
"876","0.025,0.2,4.81542147410532,68.399921017433"
"877","0.025,0.2,3.56988699384698,58.2504397172373"
"878","0.025,0.2,5.19999999999999,71.0919232840917"
"879","0.025,0.2,4.99037085553883,66.4750125938575"
"880","0.025,0.2,3.42423537212616,54.9677344429699"
"881","0.025,0.2,2.61006987178641,43.0589572626912"
"882","0.025,0.2,2.6156950493204,52.5539027997836"
"883","0.025,0.2,2.94395726371074,50.6758133011215"
"884","0.025,0.2,3.41228600291646,61.9274284232142"
"885","0.025,0.2,5.03864106108753,66.3463312956366"
"886","0.025,0.2,3.07036457463062,57.4896579365558"
"887","0.025,0.2,4.5935873859361,66.9900695692943"
"888","0.025,0.2,3.88669278918668,62.7979305075197"
"889","0.025,0.2,4.02480314356356,65.3890395523274"
"890","0.025,0.2,2.60073551034125,51.4315460621993"
