"","day.num","day.of.week","holiday","mean.temp","rel.humid","tot.mort","resp.mort","SO2","TSP"
"1979",1979,6,0,22.8,60.7,29,2,22.5,96
"1980",1980,7,0,21.4,54.7,33,1,20.6,47
"1981",1981,1,0,23.1,60,31,3,44.95,87.5
"1982",1982,2,0,22.6,60,27,3,39.97,100.5
"1983",1983,3,0,24,54.3,31,1,47.35,110
"1984",1984,4,0,23.6,56.7,23,1,32.85,89.5
"1985",1985,5,0,21.9,64,23,4,31.16,113.5
"1986",1986,6,0,19.1,61.3,30,2,31.01,106.81
"1987",1987,7,0,19.4,31.7,26,4,21.92,83.13
"1988",1988,1,0,20.9,49.7,27,0,26.84,88.03
"1989",1989,2,0,19.9,28.3,24,0,29.79,56.38
"1990",1990,3,0,18.3,58.3,35,2,26.01,90.5
"1991",1991,4,0,20.1,65.7,37,3,30.07,76
"1992",1992,5,0,20.8,64.7,25,1,53.25,66
"1993",1993,6,0,24.1,44,31,2,26.5,58.5
"1994",1994,7,0,18.4,61.3,24,1,14.25,61.5
"1995",1995,1,0,19.4,45.7,32,2,30.5,71
"1996",1996,2,0,19.6,51,27,3,33.25,71
"1997",1997,3,0,17.3,65.7,35,1,38.25,73.5
"1998",1998,4,0,18.4,47.7,27,0,33.25,56
"1999",1999,5,0,20.9,39,26,2,36.75,90
"2000",2000,6,0,16.6,79.7,22,2,26.25,43.5
"2001",2001,7,0,18.6,42,32,1,35.13,58.37
"2002",2002,1,0,22.7,52.3,30,2,33.39,75.27
"2003",2003,2,0,22.2,47.3,30,0,32,76.5
"2004",2004,3,0,22.7,55.7,33,0,34,89.5
"2005",2005,4,0,23.3,52.3,30,3,26.5,90.5
"2006",2006,5,0,21.3,52.7,28,1,24.75,54
"2007",2007,6,0,22.8,48.3,24,1,22,77
"2008",2008,7,0,24.1,54.3,30,4,17.74,67.5
"2009",2009,1,0,25,55,37,1,28.5,86.5
"2010",2010,2,0,25.8,48,27,1,37.5,92
"2011",2011,3,0,24.8,54.3,25,3,27.33,99
"2012",2012,4,0,23.1,55.3,16,2,37.32,95.5
"2013",2013,5,0,23.9,54.3,30,0,40.5,92.5
"2014",2014,6,0,23.6,58,25,0,27.25,86.5
"2015",2015,7,0,26.1,51,32,1,48.96,108
"2016",2016,1,0,26.3,55.3,24,0,41.02,109.56
"2017",2017,2,0,25.4,63,31,1,35.25,114.5
"2018",2018,3,0,24.1,62,34,4,21,111
"2019",2019,4,0,22.9,59.3,32,2,41.91,96.5
"2020",2020,5,0,25.2,49.3,29,1,28.33,111.5
"2021",2021,6,0,26.7,53.3,31,1,22.16,122
"2022",2022,7,0,27.5,53,31,0,23,121
"2023",2023,1,0,27.9,59,42,5,27.5,140
"2024",2024,2,0,25.1,74.7,18,0,24.68,129.97
"2025",2025,3,0,24,57.7,32,5,49.25,70.5
"2026",2026,4,0,26.1,58.3,23,0,31.17,90.5
"2027",2027,5,0,26,60.3,22,3,42.81,92
"2028",2028,6,0,26.4,64.3,27,2,14.82,80
"2029",2029,7,0,27,29.7,28,3,9.61,57.5
"2030",2030,1,0,23.7,47.7,30,1,19.5,60.5
"2031",2031,2,0,26.5,52,32,0,60,109.5
"2032",2032,3,0,27.2,60,23,1,29.86,132
"2033",2033,4,0,28.4,61.3,19,0,57.25,160
"2034",2034,5,0,29.8,60,17,1,42,165
"2035",2035,6,0,27.7,67.3,33,1,25.25,104
"2036",2036,7,0,27.5,62.3,44,2,19.25,83
"2037",2037,1,0,27.2,60,21,1,43.45,76.5
"2038",2038,2,0,25.6,65,31,1,28.54,94.5
"2039",2039,3,0,25.3,48,15,2,12.99,65.5
"2040",2040,4,0,24.4,54,28,4,30.31,79
"2041",2041,5,0,25.6,50.7,26,1,34.01,95.35
"2042",2042,6,0,25,48.7,23,2,27,44.5
"2043",2043,7,0,25.3,48.7,21,1,37.77,48.5
"2044",2044,1,0,24.4,68,17,3,21.61,53.5
"2045",2045,2,0,18.8,63.7,27,2,23.4,40
"2046",2046,3,0,22,25.7,23,1,22.94,35.5
"2047",2047,4,0,21.9,33,25,1,14,45.5
"2048",2048,5,0,22.7,55.3,19,0,23.62,54
"2049",2049,6,0,22.4,64,25,1,16.83,34
"2050",2050,7,0,23.7,59.3,17,1,8.33,41
"2051",2051,1,0,25.8,60.7,28,3,17.23,60.5
"2052",2052,2,0,27.4,62.7,21,0,15.05,83
"2053",2053,3,0,27.9,56,23,0,16.02,101
"2054",2054,4,1,27,57.3,29,1,25.48,115.86
"2055",2055,5,0,29.3,64.7,18,2,31.01,122.7
"2056",2056,6,0,27.2,58,32,3,27.5,87.5
"2057",2057,7,0,26.3,39.3,20,2,17.58,71
"2058",2058,1,0,24.3,61.3,20,2,18.25,57.5
"2059",2059,2,0,25.8,65,28,2,18.77,66.5
"2060",2060,3,0,26.7,66.7,26,0,30.59,107
"2061",2061,4,0,27,66.3,26,1,23.59,120
"2062",2062,5,0,28,54.7,20,1,16.26,67
"2063",2063,6,0,26.3,62.7,21,2,26.5,97.36
"2064",2064,7,0,23.7,68.7,31,3,31.4,116.05
"2065",2065,1,0,19.5,48.7,20,2,38.7,117.31
"2066",2066,2,0,22.5,21,18,0,-7.2,84.26
"2067",2067,3,0,21.7,30.6,21,2,10.39,80.76
"2068",2068,4,0,22.2,42.7,15,1,34.58,96.93
"2069",2069,5,0,23.5,44.3,17,0,42.69,108.5
"2070",2070,6,0,24.3,44.3,25,2,38.5,101
"2071",2071,7,0,23.3,56.3,30,3,57.4,70
"2072",2072,1,0,23.5,65,20,2,29.81,101.5
"2073",2073,2,0,23.1,64,33,1,33.36,71
"2074",2074,3,0,23.8,44,20,2,43.35,85.5
"2075",2075,4,0,22.1,59.7,17,2,50.98,103.5
"2076",2076,5,0,24,47.7,11,0,56.75,119.5
"2077",2077,6,0,21.8,50,28,2,22.75,85
"2078",2078,7,0,20.8,59.3,24,1,30,117
"2079",2079,1,0,20.8,58.3,30,2,46.5,142
"2080",2080,2,0,19.9,49.3,26,2,27.15,74.5
"2081",2081,3,0,20.7,51,25,0,65.5,130
"2082",2082,4,0,24.7,53.7,23,4,55.82,142.8
"2083",2083,5,0,22.1,60.3,30,2,68.5,214.5
"2084",2084,6,0,19.6,70,35,1,31.25,141.5
"2085",2085,7,0,20.5,62.7,41,2,40.75,122
"2086",2086,1,0,16.6,78,30,4,37.21,127.54
"2087",2087,2,0,22,57.7,34,0,42.38,139.91
"2088",2088,3,0,21.9,59.3,22,0,68.22,188.5
"2089",2089,4,0,22.4,57.7,19,1,84.5,213.5
"2090",2090,5,0,23,57.3,27,1,71.75,274.5
"2091",2091,6,0,23.3,64.7,33,1,62.5,232
"2092",2092,7,0,24.1,60.3,36,1,45.75,177.5
"2093",2093,1,0,24.5,56.7,34,0,63.5,246.5
"2094",2094,2,0,24.3,59,24,4,62,265.5
"2095",2095,3,0,23.9,61.7,28,1,78.25,266.5
"2096",2096,4,0,23.2,67.7,27,3,65.5,293.5
"2097",2097,5,0,22.3,65.7,27,2,56.5,215
"2098",2098,6,0,22.3,71,27,0,66.25,314.5
"2099",2099,7,0,22.4,69.7,22,0,47.25,314.5
"2100",2100,1,0,21.7,71.7,26,5,53.75,323.5
"2101",2101,2,0,20.7,72.7,19,0,56,303.5
"2102",2102,3,0,20.8,71.7,32,2,67.75,366
"2103",2103,4,0,21.3,71,31,2,83.5,352
"2104",2104,5,0,20.9,70,28,4,65.9,295.25
"2105",2105,6,0,20.7,69.7,25,1,58.32,257.92
"2106",2106,7,0,20.1,74.3,28,1,50.96,228.96
"2107",2107,1,0,22.4,59.7,31,2,53.15,216.84
"2108",2108,2,0,20.4,60,31,0,49.75,262.5
"2109",2109,3,0,17.4,76.7,29,3,59.75,191.5
"2110",2110,4,0,17.3,64.7,28,5,71.75,240
"2111",2111,5,0,18.2,66.7,21,0,75.75,304
"2112",2112,6,0,17.9,74.7,18,0,64.5,339
"2113",2113,7,0,18.2,64.3,21,0,37.5,285.5
"2114",2114,1,0,16.1,57.3,28,1,38.82,156
"2115",2115,2,0,16.3,77.3,26,2,38.23,155.26
"2116",2116,3,0,14.9,63.3,28,0,66.75,282
"2117",2117,4,0,14.9,49.3,24,2,46.37,169
"2118",2118,5,0,14.7,61.3,37,2,87,317.5
"2119",2119,6,0,15.7,66.7,31,2,82.25,309
"2120",2120,7,0,14,59.7,22,3,40,130.5
"2121",2121,1,0,12.8,45.3,28,0,76,188
"2122",2122,2,0,13.3,55,38,0,75.91,181.39
"2123",2123,3,0,12.8,62.7,35,3,80.83,180.08
"2124",2124,4,0,12.5,54.7,45,4,101.75,206.5
"2125",2125,5,0,11.5,44.7,51,3,109,201
"2126",2126,6,0,11.3,49.7,32,0,105.45,189.18
"2127",2127,7,0,11,59,39,2,131.75,299.5
"2128",2128,1,0,10,68,32,3,161,337.5
"2129",2129,2,0,10.2,81.7,41,1,136,290
"2130",2130,3,0,10.3,82,36,3,132.75,201
"2131",2131,4,0,12.7,76.3,32,1,105.89,167.5
"2132",2132,5,1,12.5,82.3,36,2,109.92,188
"2133",2133,6,0,11.4,64,33,1,60.25,144.5
"2134",2134,7,0,10.9,69.3,34,4,101.75,160
"2135",2135,1,0,10.7,62.3,33,3,178.5,255.5
"2136",2136,2,0,9.1,80.3,32,5,143.25,222.5
"2137",2137,3,0,12.4,35.3,23,0,78.25,127
"2138",2138,4,0,11.6,53.3,45,1,141.75,276.5
"2139",2139,5,0,8.6,71.7,37,1,151,273
"2140",2140,6,0,9.3,77.3,39,3,151,334.5
"2141",2141,7,0,9,82,33,1,116,215.5
"2142",2142,1,0,10.9,70.7,36,2,103.25,201.5
"2143",2143,2,0,8.2,80,31,4,69.25,121.5
"2144",2144,3,0,7.1,72.3,28,1,66.5,87
"2145",2145,4,0,7.9,22,23,1,93.5,146.5
"2146",2146,5,0,6.6,38,34,4,148.54,177
"2147",2147,6,0,4.3,60.7,34,3,126.37,184.5
"2148",2148,7,0,3.4,50.7,34,0,158.11,189.58
"2149",2149,1,0,2.9,51.5,26,2,181.99,195.98
"2150",2150,2,0,2.9,60,40,1,133.03,128
"2151",2151,3,0,2.4,78.3,39,4,135.09,82
"2152",2152,4,0,2.4,76.7,40,4,91.15,71.5
"2153",2153,5,0,2.5,77.7,26,1,110.84,75
"2154",2154,6,0,4.1,77.7,38,3,136.48,115.5
"2155",2155,7,0,5.4,77.3,42,3,148.34,145.33
"2156",2156,1,0,4.1,78,27,4,160.11,166.89
"2157",2157,2,0,4.6,67.3,47,2,200.25,192
"2158",2158,3,0,4.1,73.3,35,2,186.85,212.5
"2159",2159,4,0,3.6,75,33,2,168.5,219
"2160",2160,5,0,2.1,67.3,37,0,224.75,232
"2161",2161,6,0,4.3,65,32,5,206.75,257
"2162",2162,7,0,6.8,59.7,36,5,162.99,214
"2163",2163,1,0,7.6,63,40,7,252.5,249.5
"2164",2164,2,0,9.5,68,44,3,294.5,270.5
"2165",2165,3,0,9.7,76,40,3,239.25,303
"2166",2166,4,0,8.8,81,44,2,188.47,260.27
"2167",2167,5,0,8.5,78.3,42,3,165,336.5
"2168",2168,6,0,8.8,80,36,2,151.25,276
"2169",2169,7,1,7.5,81,33,2,99,256.5
"2170",2170,1,0,7.8,80.3,36,1,102,159.5
"2171",2171,2,0,7.8,80.3,47,1,107.54,161.36
"2172",2172,3,0,6.6,73.3,47,2,142.25,131.5
"2173",2173,4,0,5.5,66.3,34,1,285.75,251
"2174",2174,5,0,2.6,68.7,34,0,275.96,230
"2175",2175,6,0,5.5,47.3,38,4,281.59,248.5
"2176",2176,7,0,6.6,57.7,35,4,257.75,319.5
"2177",2177,1,0,6.2,60.3,30,5,306,286.38
"2178",2178,2,0,8.2,41.7,31,4,283,301.5
"2179",2179,3,0,5.3,75.5,43,5,279,319
"2180",2180,4,0,1.5,75,39,3,293.75,312
"2181",2181,5,0,4.4,49,30,3,275.5,295
"2182",2182,6,0,0.9,77.7,26,0,155,251.5
"2183",2183,7,0,-0.2,76.3,31,1,182.38,166
"2184",2184,1,0,0.5,71.7,42,4,204.74,192
"2185",2185,2,0,1.7,68.7,28,3,105,149
"2186",2186,3,1,1.6,79.3,29,1,119.54,91
"2187",2187,4,1,1.9,78.3,35,1,100.25,80
"2188",2188,5,0,2.6,75,37,4,110,92.5
"2189",2189,6,0,3.1,78,36,1,92.18,94
"2190",2190,7,0,3.6,78.7,22,2,144.25,98
"2191",2191,1,0,3.7,77.7,31,0,119.5,73.5
"2192",2192,2,0,1.5,74.7,27,1,72,61
"2193",2193,3,1,2.5,72,29,3,95.75,76
"2194",2194,4,0,2.6,76.3,28,4,123.25,97
"2195",2195,5,0,2.3,77.3,36,2,117.75,103.5
"2196",2196,6,0,2.8,53,48,7,85.5,85
"2197",2197,7,0,0.5,62.3,29,5,146.25,131
"2198",2198,1,0,1.6,71,48,4,115.25,75
"2199",2199,2,0,1.9,59.3,42,4,309.25,237
"2200",2200,3,0,2.1,61.7,40,2,293.5,253.5
"2201",2201,4,0,2.6,73.3,30,4,189.06,155.5
"2202",2202,5,0,0.6,68,34,2,233,165.5
"2203",2203,6,0,-1.8,70.7,46,8,232.84,180.93
"2204",2204,7,0,-1.5,41.7,27,5,238.38,189.38
"2205",2205,1,0,0.6,41,31,2,233.24,190.58
"2206",2206,2,0,6.7,55.3,42,2,200.22,195.8
"2207",2207,3,0,8.1,30,34,2,201.75,202
"2208",2208,4,0,8.2,23,38,1,108.65,140
"2209",2209,5,0,7,19,34,5,127.53,158.5
"2210",2210,6,0,3.6,39,41,3,169.81,177
"2211",2211,7,0,5.1,48.3,48,4,173.39,180.71
"2212",2212,1,0,8.8,53.7,45,0,149.52,182.9
"2213",2213,2,0,4.8,72,52,5,315.55,350
"2214",2214,3,0,4.3,67,43,7,229,349
"2215",2215,4,0,3.3,77.7,33,2,330,359
"2216",2216,5,0,5.6,45,51,5,119.5,173.5
"2217",2217,6,0,5.5,9,32,4,48,71
"2218",2218,7,0,5,12,41,0,75,46.5
"2219",2219,1,0,2.8,24,47,8,189.25,165.5
"2220",2220,2,0,1.4,40.3,42,7,211.25,244.5
"2221",2221,3,0,0.6,74,40,5,144.58,115
"2222",2222,4,0,1.8,78.3,49,2,97.18,71.5
"2223",2223,5,0,4,76.3,42,8,82.33,50.5
"2224",2224,6,0,3,75.7,46,5,48,76
"2225",2225,7,0,3.5,79.3,48,9,91.04,108.02
"2226",2226,1,0,5,70.7,47,5,112.08,139.07
"2227",2227,2,0,3.6,49.7,66,10,137.17,155.8
"2228",2228,3,0,2.3,58.7,43,2,96.24,146.5
"2229",2229,4,0,2.5,46.3,35,4,107.5,183
"2230",2230,5,0,2,59,54,3,120.75,232
"2231",2231,6,0,-1.2,69,39,6,75.25,121.5
"2232",2232,7,0,-1.7,8.3,45,4,55.5,86
"2233",2233,1,0,-1.2,23.3,43,4,99.25,148.94
"2234",2234,2,0,1.3,39.7,37,3,207.5,267.07
"2235",2235,3,0,2.5,48.7,37,3,200.25,251.55
"2236",2236,4,0,1.5,58,43,4,135.5,268.79
"2237",2237,5,0,1,67.3,44,2,149.5,258.5
"2238",2238,6,0,0.1,75.3,45,2,121,117
"2239",2239,7,0,1.3,74,31,3,132.25,169.5
"2240",2240,1,0,0.8,78.3,43,8,115.25,137.5
"2241",2241,2,0,1.1,75.7,40,4,148.75,139
"2242",2242,3,0,1.7,78,37,0,171.25,170
"2243",2243,4,0,3.3,68.3,39,5,169.81,144.5
"2244",2244,5,0,3.6,75,39,4,139,136
"2245",2245,6,0,3.9,63,43,2,140.66,191
"2246",2246,7,0,5.2,62.7,30,4,149.75,253.5
"2247",2247,1,0,7.2,59.3,41,3,145.25,281
"2248",2248,2,0,3.5,30.3,39,2,80.25,125
"2249",2249,3,0,1,39.7,34,3,55.75,116.5
"2250",2250,4,0,-0.6,35.3,38,2,66,151.5
"2251",2251,5,0,-0.1,43,27,5,107.5,172
"2252",2252,6,0,-1,18,59,4,128.5,118
"2253",2253,7,0,3,67.3,34,6,176.5,145
"2254",2254,1,0,7.2,58.7,47,2,234.25,240.5
"2255",2255,2,0,6.4,72.7,45,3,192.25,303.5
"2256",2256,3,0,5.2,73.7,38,2,145.75,193.27
"2257",2257,4,0,5.1,73.3,49,3,177.75,232.07
"2258",2258,5,0,6.3,66.7,36,5,205.33,273.5
"2259",2259,6,0,7.9,63.3,37,1,203.54,215.5
"2260",2260,7,0,8.9,68,37,3,156.95,130
"2261",2261,1,0,10.5,61.7,46,9,123.8,132.53
"2262",2262,2,0,11.6,58.7,42,6,97.64,135.97
"2263",2263,3,0,8.3,61,41,3,99.52,142.74
"2264",2264,4,0,6,72,29,1,74.64,78
"2265",2265,5,0,8.4,59,34,5,93.93,125.5
"2266",2266,6,0,10.1,62,28,2,123.5,170.5
"2267",2267,7,0,10.8,55.7,29,1,79,121.5
"2268",2268,1,0,8.3,60.3,50,2,62.75,136.5
"2269",2269,2,0,7.9,46.3,33,2,79.5,158.5
"2270",2270,3,0,7.7,44.7,31,3,67.5,134
"2271",2271,4,0,9.3,43.3,37,2,108.75,203
"2272",2272,5,0,5.7,71,48,4,115.59,185.99
"2273",2273,6,0,8.4,42.7,32,2,124.75,157
"2274",2274,7,0,8.8,40.7,27,3,74.75,99
"2275",2275,1,0,6.7,79,29,2,94.5,169
"2276",2276,2,0,11.6,34.7,28,0,76.2,138.67
"2277",2277,3,0,10,34,32,3,74.75,125.5
"2278",2278,4,0,11.6,27.3,33,1,92,140.5
"2279",2279,5,0,13.5,36.3,32,3,122,157
"2280",2280,6,0,13.3,60,37,2,38.5,76
"2281",2281,7,1,13.6,43,26,4,46,57
"2282",2282,1,1,14.1,44.7,26,1,48.25,70.5
"2283",2283,2,0,15.9,51,39,3,55.5,88.94
"2284",2284,3,0,14.3,61.3,38,0,54.75,129.46
"2285",2285,4,0,12.6,73.7,38,2,35.5,122.5
"2286",2286,5,0,12.6,74.7,30,1,57.25,126
"2287",2287,6,0,14.3,60,32,2,47.25,101
"2288",2288,7,0,13,71,35,4,35.75,86
"2289",2289,1,0,11.6,79,28,0,48.5,85
"2290",2290,2,0,13.1,78.3,30,0,57.25,63
"2291",2291,3,0,9.7,71.7,30,2,46.75,51.5
"2292",2292,4,0,10.6,60.3,44,2,54,67
"2293",2293,5,0,10.2,80,35,2,61.5,100.5
"2294",2294,6,0,7.5,77,32,2,37.5,81.5
"2295",2295,7,0,7.4,44.3,29,1,33.44,63.5
"2296",2296,1,0,8.4,47,44,6,50.5,110.5
"2297",2297,2,0,7.6,77,32,2,44.75,95
"2298",2298,3,0,9,75.3,26,2,52.6,128.6
"2299",2299,4,0,9.7,77,34,0,47.5,69.5
"2300",2300,5,0,10.4,58,36,3,41.75,63
"2301",2301,6,0,12.3,26.7,31,0,15.5,47.46
"2302",2302,7,0,13.7,25.3,23,0,-6.93,34.99
"2303",2303,1,0,12,64,29,3,25.71,59.12
"2304",2304,2,0,12.5,73.7,33,1,38.27,87
"2305",2305,3,0,13.2,84.7,33,2,34.25,80.5
"2306",2306,4,0,12.7,82.3,33,1,35.5,52
"2307",2307,5,1,13.1,79,28,3,41.25,55
"2308",2308,6,0,12.6,74,35,0,42,60
"2309",2309,7,0,11.1,80,39,4,38.25,58
"2310",2310,1,0,13.2,67,43,1,42.25,66
"2311",2311,2,0,15.7,61,25,1,53.24,98.5
"2312",2312,3,0,18.4,58,29,2,47.25,92.5
"2313",2313,4,1,21.2,47.3,27,2,50.25,110.49
"2314",2314,5,0,19,60,26,1,34,39.78
"2315",2315,6,0,18.7,61.3,22,2,29.75,72.55
"2316",2316,7,0,14.7,80.3,29,0,15,42.5
"2317",2317,1,0,14.9,75,25,1,42.75,78.5
"2318",2318,2,0,17.9,62.3,32,3,34,125.5
"2319",2319,3,0,18,59,27,1,43.5,92.5
"2320",2320,4,0,18.7,51.3,41,1,41.5,90.5
"2321",2321,5,0,18.5,47.7,29,3,29.66,84.5
"2322",2322,6,0,20.4,45,38,2,37.46,108.5
"2323",2323,7,0,21.7,49,21,1,35.1,93
"2324",2324,1,0,22.1,49,38,0,33.39,114.5
"2325",2325,2,0,22.6,61.3,24,0,75.5,146.5
"2326",2326,3,0,22.4,52,29,1,32.75,95
"2327",2327,4,0,20.7,64,40,3,46.25,124.5
"2328",2328,5,0,20,66.7,24,0,35.25,94
"2329",2329,6,0,22.3,61.3,31,1,33.25,98
"2330",2330,7,0,23.4,64,32,2,17.5,141
"2331",2331,1,0,24.6,58.7,36,0,30.5,130
"2332",2332,2,0,25,49,23,2,32,117.59
"2333",2333,3,0,24.5,47.3,42,3,25.5,79.5
"2334",2334,4,0,24.1,52,39,1,35.75,123.5
"2335",2335,5,0,25.4,52,28,3,15.75,142.5
"2336",2336,6,0,25.2,56.7,35,0,15.5,112.5
"2337",2337,7,0,22.8,61,33,3,7.75,61
"2338",2338,1,0,23.5,47.3,29,3,14.55,93
"2339",2339,2,0,23.3,60,28,3,17.12,92.79
"2340",2340,3,0,22.3,69.3,24,0,18.25,87.19
"2341",2341,4,0,15.9,68.7,34,2,23,49.5
"2342",2342,5,0,14.9,38,26,3,24.25,59.5
"2343",2343,6,0,16,43,24,4,18.25,38.92
"2344",2344,7,0,16.7,42,32,3,25.52,49.33
"2345",2345,1,0,20.6,47.7,25,3,24.41,54.5
"2346",2346,2,0,20,57.7,28,0,22.17,60.72
"2347",2347,3,0,15.6,77,29,2,36.32,51.5
"2348",2348,4,0,17.4,35,23,2,28.13,47.75
"2349",2349,5,0,16.3,51,21,0,27.22,52.12
"2350",2350,6,0,16.3,62,22,1,26.92,58.21
"2351",2351,7,0,19.7,49,31,3,24.08,60.51
"2352",2352,1,0,22.1,48.7,33,2,23.36,64.82
"2353",2353,2,0,22.5,52,30,3,31.59,93
"2354",2354,3,0,22.5,53.7,31,0,34.58,112.5
"2355",2355,4,0,18.2,60,28,1,25.49,76.03
"2356",2356,5,0,19.3,54,14,1,40.77,100.67
"2357",2357,6,0,20.9,66.3,26,1,26.18,76
"2358",2358,7,0,21.5,65.7,32,0,25.83,56.87
"2359",2359,1,0,21,71.7,32,3,14.25,65.5
"2360",2360,2,0,21.6,65.3,27,0,37.75,66
"2361",2361,3,0,23.9,58,30,0,38.75,119.5
"2362",2362,4,0,22.9,62.7,21,1,23.25,50.5
"2363",2363,5,0,24,65.7,26,3,21.24,61.76
"2364",2364,6,0,24.4,59.3,25,1,19.75,78
"2365",2365,7,0,26.2,61,39,4,17,81
"2366",2366,1,0,24.4,67.3,34,3,9.26,74.5
"2367",2367,2,0,23.6,72.7,30,1,19,74
"2368",2368,3,0,25.2,61.3,41,3,24.25,115.5
"2369",2369,4,0,27,55.7,44,4,21.25,96.5
"2370",2370,5,0,27,58.7,31,3,20.41,128.5
"2371",2371,6,0,27.6,57.3,31,2,15.89,115.5
"2372",2372,7,0,27.9,58.3,34,2,17.47,126
"2373",2373,1,0,24.3,59.7,27,2,16.25,91.5
"2374",2374,2,0,24.7,54,34,5,23.5,69
"2375",2375,3,0,26.2,53.3,23,2,32.25,97.5
"2376",2376,4,0,26.7,53.3,33,3,41,98
"2377",2377,5,0,26.4,58,23,2,23.75,104
"2378",2378,6,0,26.5,62.3,21,0,12,96.5
"2379",2379,7,0,22.1,71.3,25,0,18.75,59.5
"2380",2380,1,0,23.5,43.7,29,2,39,53
"2381",2381,2,0,24.3,48.3,24,2,26.75,70
"2382",2382,3,0,21.5,61.7,19,1,20.25,54
"2383",2383,4,0,23,54.7,25,1,37.75,74
"2384",2384,5,0,24.3,55.7,26,1,54,97.5
"2385",2385,6,0,21.8,73,15,1,35.5,84
"2386",2386,7,0,20.6,67,26,2,11.25,63
"2387",2387,1,0,19.1,65,18,1,29.75,51.5
"2388",2388,2,0,22,52,17,1,40,74.5
"2389",2389,3,0,23.6,53.7,27,1,37,104
"2390",2390,4,0,25.3,58,26,0,44.2,118.5
"2391",2391,5,0,21.7,78,19,0,35,142.5
"2392",2392,6,0,21.3,68.3,24,2,28.17,74.5
"2393",2393,7,0,22.3,58.3,18,3,13.5,41.5
"2394",2394,1,0,24.4,55,35,0,24.8,56.29
"2395",2395,2,0,24.8,56.3,28,1,28.19,66.5
"2396",2396,3,0,24.4,58.7,25,1,19.57,89
"2397",2397,4,0,24.9,50,29,3,58.76,78.5
"2398",2398,5,0,22.5,43.7,16,0,52.54,75.66
"2399",2399,6,0,23.3,52.7,28,1,20,76.5
"2400",2400,7,0,24.9,58.7,35,1,18.5,80.5
"2401",2401,1,0,26.9,54.7,31,1,40.91,100
"2402",2402,2,0,28,57.3,29,1,36.53,112
"2403",2403,3,0,28.2,64,32,2,29.44,137.5
"2404",2404,4,0,25.1,72.3,24,3,35.69,95
"2405",2405,5,0,26.1,59,17,0,20.5,91
"2406",2406,6,0,27.4,64.4,24,2,27.75,108
"2407",2407,7,0,28.2,63.7,18,1,27.75,110
"2408",2408,1,0,27.6,69,26,4,28.25,117
"2409",2409,2,0,26.9,58.3,39,2,15.5,83
"2410",2410,3,0,27,64.7,18,0,28.75,91
"2411",2411,4,0,27,65.3,22,0,14.25,72.5
"2412",2412,5,0,24.1,64.3,24,4,8.67,57.79
"2413",2413,6,0,25.2,62.3,30,2,13.75,68.73
"2414",2414,7,0,26.6,67,17,0,32.23,89.72
"2415",2415,1,0,27,64.7,13,1,9.17,88.81
"2416",2416,2,0,24.7,65.3,22,0,14.5,61.44
"2417",2417,3,0,25.3,50.7,17,1,16.25,62.35
"2418",2418,4,0,24.1,68.7,19,1,10.2,59.61
"2419",2419,5,1,25.7,59.3,18,0,11.34,68.73
"2420",2420,6,0,26.7,60,24,1,24.44,68.73
"2421",2421,7,0,26.7,67.3,30,0,13,82.42
"2422",2422,1,0,24.8,68.7,20,1,14.31,84.25
"2423",2423,2,0,24.1,64.7,24,2,23.23,61.44
"2424",2424,3,0,25.4,43.3,16,1,15.11,82.42
"2425",2425,4,0,23.4,67.3,19,1,19.5,56.5
"2426",2426,5,0,24.2,68.7,22,2,21.83,86
"2427",2427,6,0,24.2,64.7,24,3,33.29,73
"2428",2428,7,0,18.5,65,27,0,29,33
"2429",2429,1,0,20.8,46.7,19,1,18.05,40
"2430",2430,2,0,21.9,60.3,25,2,22,56
"2431",2431,3,0,21,74.7,13,1,20.08,66
"2432",2432,4,0,20.7,69.3,29,3,13.03,55.09
"2433",2433,5,0,20.3,38.7,16,0,7.25,43.88
"2434",2434,6,0,18.6,44,18,1,11.61,70.61
"2435",2435,7,0,19.9,48.3,24,2,18.5,38.5
"2436",2436,1,0,20.6,51.7,21,1,26.51,85.5
"2437",2437,2,0,21.5,53.3,23,1,39.36,94
"2438",2438,3,0,21.6,56,30,2,43.75,149.5
"2439",2439,4,0,22.5,42,21,1,26,85
"2440",2440,5,0,19.9,56.7,30,1,35.22,72
"2441",2441,6,0,21.1,56,39,1,36.28,120.5
"2442",2442,7,0,21.8,65,30,0,20.5,102
"2443",2443,1,0,22.5,63.7,21,1,39.25,154
"2444",2444,2,0,18.6,83,21,1,34.25,85
"2445",2445,3,0,19.3,70.3,20,2,41.5,100
"2446",2446,4,0,20,61,28,0,36.75,91
"2447",2447,5,0,20.4,70.3,28,1,48,110.5
"2448",2448,6,0,22.4,66.7,31,0,44.75,137.5
"2449",2449,7,0,22.2,72.7,33,1,29.5,87
"2450",2450,1,0,23,73.7,26,2,27.75,102
"2451",2451,2,0,23.4,67.7,31,2,44.75,79
"2452",2452,3,0,24.2,69.7,35,4,63,150.5
"2453",2453,4,0,24.2,72.7,31,1,42.5,98.5
"2454",2454,5,0,18.9,83,25,2,28.75,99.5
"2455",2455,6,0,18.4,44.3,30,2,29.5,87.5
"2456",2456,7,0,20.6,54.3,26,1,31.25,93.5
"2457",2457,1,0,21.5,60.3,20,0,49.5,169
"2458",2458,2,0,21.9,35,28,1,59.25,200.5
