"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Class"
"452",43,0,89,5,42,0,46,48,2,"Rad.Flow"
"453",44,1,86,0,44,4,43,42,0,"Rad.Flow"
"454",50,-1,86,0,50,-1,36,37,0,"Rad.Flow"
"455",51,-1,86,0,50,-6,36,37,2,"Rad.Flow"
"456",45,-1,78,-6,46,14,33,32,0,"Rad.Flow"
"457",46,0,86,0,46,4,41,40,0,"Rad.Flow"
"458",37,0,83,0,30,-23,46,52,6,"Rad.Flow"
"459",42,5,84,1,42,0,42,43,0,"Rad.Flow"
"460",56,0,89,0,56,0,33,32,0,"Rad.Flow"
"461",37,0,79,-5,26,0,43,54,10,"Rad.Flow"
"462",42,-1,88,0,42,0,45,46,2,"Rad.Flow"
"463",37,0,75,0,20,5,38,54,16,"Rad.Flow"
"464",37,0,96,0,18,-29,59,78,18,"Rad.Flow"
"465",85,0,89,0,6,26,4,84,80,"Bypass"
"466",56,0,96,-2,52,-1,40,44,4,"High"
"467",53,0,84,0,54,11,32,30,0,"Rad.Flow"
"468",56,0,79,-1,6,-3,23,74,50,"High"
"469",37,0,81,0,24,-18,44,57,14,"Rad.Flow"
"470",37,0,77,5,26,0,40,51,10,"Rad.Flow"
"471",41,0,76,0,42,25,35,35,0,"Rad.Flow"
"472",41,-5,88,0,42,10,47,46,0,"Rad.Flow"
"473",45,-4,107,0,44,-19,62,63,2,"Rad.Flow"
"474",56,0,107,0,56,26,51,50,0,"Rad.Flow"
"475",49,1,106,0,46,-3,58,60,2,"Rad.Flow"
"476",45,1,86,-3,44,0,40,42,2,"Rad.Flow"
"477",50,-2,81,-6,50,-8,32,32,0,"Rad.Flow"
"478",48,-2,95,0,46,-3,47,49,2,"Rad.Flow"
"479",56,0,97,-2,52,1,41,45,4,"High"
"480",56,0,93,2,46,0,37,46,10,"High"
"481",37,0,83,-1,18,0,47,65,18,"Rad.Flow"
"482",41,0,82,0,38,-21,41,43,2,"Rad.Flow"
"483",55,0,77,1,-18,8,21,95,74,"High"
"484",62,0,109,0,62,11,48,47,0,"Rad.Flow"
"485",56,0,97,0,52,21,41,46,4,"High"
"486",43,-2,77,0,42,-16,34,36,2,"Rad.Flow"
"487",50,0,110,1,50,0,60,61,2,"Rad.Flow"
"488",37,0,77,0,34,-2,40,44,4,"Rad.Flow"
"489",48,-4,79,0,46,0,31,33,2,"Rad.Flow"
"490",37,0,77,0,0,-10,40,77,36,"Rad.Flow"
"491",49,1,78,0,50,14,29,29,0,"Rad.Flow"
"492",55,1,81,0,54,0,27,27,0,"Rad.Flow"
"493",58,3,81,-5,56,0,24,24,0,"Rad.Flow"
"494",37,0,81,5,34,1,43,47,4,"Rad.Flow"
"495",46,-2,93,3,46,5,47,46,0,"Rad.Flow"
"496",41,-3,78,0,42,12,37,37,0,"Rad.Flow"
"497",46,5,86,0,46,7,40,39,0,"Rad.Flow"
"498",56,0,96,0,54,14,40,42,2,"Rad.Flow"
"499",42,-3,99,0,42,0,57,58,2,"Rad.Flow"
"500",45,-3,85,-1,44,0,41,41,0,"Rad.Flow"
"501",41,0,81,0,42,17,40,39,0,"Rad.Flow"
"502",46,0,88,0,44,-26,42,44,2,"Rad.Flow"
"503",80,-4,84,0,-14,0,4,99,96,"Bypass"
"504",85,0,88,1,-2,0,3,91,88,"Bypass"
"505",37,0,75,0,26,23,38,49,12,"Rad.Flow"
"506",56,-1,96,0,54,3,40,42,2,"Rad.Flow"
"507",55,0,78,0,6,-31,23,73,50,"High"
"508",55,-1,79,-6,20,-20,24,59,34,"High"
"509",41,2,86,5,42,10,45,45,0,"Rad.Flow"
"510",37,0,77,0,26,-2,41,52,10,"Rad.Flow"
"511",83,0,86,0,-6,-21,3,94,90,"Bypass"
"512",56,1,77,0,16,-1,22,62,40,"High"
"513",41,-2,81,0,42,6,40,39,0,"Rad.Flow"
"514",55,0,78,0,24,-24,23,55,32,"High"
"515",44,-3,86,0,44,0,42,42,0,"Rad.Flow"
"516",44,2,84,0,44,15,40,40,0,"Rad.Flow"
"517",44,0,76,1,44,8,32,32,0,"Rad.Flow"
"518",37,0,77,0,28,511,40,48,8,"Rad.Flow"
"519",37,0,81,0,24,-5,44,57,14,"Rad.Flow"
"520",44,3,76,0,44,12,32,32,0,"Rad.Flow"
"521",37,0,77,-1,34,2,40,43,4,"Rad.Flow"
"522",37,0,79,0,36,-8,42,43,2,"Rad.Flow"
"523",54,-1,82,0,54,0,28,28,0,"Rad.Flow"
"524",49,0,95,2,50,1,46,46,0,"Rad.Flow"
"525",37,0,76,0,28,24,39,48,8,"Rad.Flow"
"526",44,1,86,0,44,22,42,42,0,"Rad.Flow"
"527",45,0,77,0,44,-14,32,34,2,"Rad.Flow"
"528",42,-2,85,0,42,0,43,44,0,"Rad.Flow"
"529",51,0,83,0,52,9,32,32,0,"Rad.Flow"
"530",37,0,78,-4,28,0,41,50,8,"Rad.Flow"
"531",42,0,78,-3,42,0,37,37,0,"Rad.Flow"
"532",55,0,96,1,42,-5,41,55,14,"High"
"533",47,0,76,7,46,0,30,30,0,"Rad.Flow"
"534",57,0,82,5,56,0,25,25,0,"Rad.Flow"
"535",56,0,95,0,54,1,39,41,2,"Rad.Flow"
"536",55,0,82,0,-12,-13,26,95,68,"High"
"537",56,5,80,0,-2,4,24,83,58,"High"
"538",105,0,106,-3,72,8,1,34,34,"Bypass"
"539",56,0,82,0,56,27,26,25,0,"Rad.Flow"
"540",45,0,77,0,46,31,31,30,0,"Rad.Flow"
"541",57,0,81,3,56,0,24,24,0,"Rad.Flow"
"542",59,0,86,0,60,3,28,27,0,"Rad.Flow"
"543",55,1,96,4,50,0,41,47,6,"High"
"544",37,0,81,0,20,6,44,60,16,"Rad.Flow"
"545",43,0,77,-7,42,0,34,36,2,"Rad.Flow"
"546",51,5,102,0,52,9,51,50,0,"Rad.Flow"
"547",37,0,95,-2,18,-10,58,77,18,"Rad.Flow"
"548",56,0,77,0,-10,5,21,87,66,"High"
"549",37,0,81,0,38,9,43,42,0,"Rad.Flow"
"550",58,0,88,5,56,0,30,31,2,"Rad.Flow"
"551",37,0,106,0,24,-2,69,83,14,"Rad.Flow"
"552",43,-2,81,0,42,-10,37,39,2,"Rad.Flow"
"553",42,4,86,0,42,0,43,44,2,"Rad.Flow"
"554",43,-1,83,0,42,-3,40,42,2,"Rad.Flow"
"555",43,1,102,0,42,0,60,61,2,"Rad.Flow"
"556",56,0,90,0,54,-16,34,35,2,"Rad.Flow"
"557",44,0,86,-2,42,-30,42,44,2,"Rad.Flow"
"558",43,0,86,2,42,-1,43,45,2,"Rad.Flow"
"559",55,0,77,-4,28,-12,21,48,28,"High"
"560",37,0,106,7,36,0,69,70,2,"Rad.Flow"
"561",64,0,113,0,62,-12,48,51,2,"Rad.Flow"
"562",44,3,81,0,42,-13,37,39,2,"Rad.Flow"
"563",37,0,79,-4,36,-5,41,43,2,"Rad.Flow"
"564",37,0,78,0,10,20,41,68,26,"Rad.Flow"
"565",45,0,86,6,44,-12,41,42,2,"Rad.Flow"
"566",41,0,83,0,42,9,41,41,0,"Rad.Flow"
"567",49,0,82,0,50,11,33,33,0,"Rad.Flow"
"568",76,2,81,1,-40,11,5,122,118,"Bypass"
"569",53,0,86,1,52,-14,33,35,2,"Rad.Flow"
"570",37,0,76,-1,30,0,39,45,6,"Rad.Flow"
"571",55,4,86,0,54,0,30,32,2,"Rad.Flow"
"572",50,3,77,5,50,0,27,28,2,"Rad.Flow"
"573",37,-1,106,-3,36,-5,69,69,0,"Rad.Flow"
"574",41,0,83,0,42,10,41,41,0,"Rad.Flow"
"575",37,0,98,0,30,-13,61,67,6,"Rad.Flow"
"576",39,-3,78,6,38,0,39,39,0,"Rad.Flow"
"577",37,-2,75,0,36,-13,37,39,2,"Rad.Flow"
"578",37,0,77,0,-24,-3,41,103,62,"Rad.Flow"
"579",55,0,83,0,-30,-2,27,114,86,"High"
"580",43,0,81,0,42,-4,38,40,2,"Rad.Flow"
"581",49,3,102,0,50,2,53,53,0,"Rad.Flow"
"582",38,-3,77,6,38,0,39,38,0,"Rad.Flow"
"583",45,0,76,-1,44,-6,31,32,2,"Rad.Flow"
"584",37,-5,77,0,36,1,40,41,0,"Rad.Flow"
"585",46,2,83,0,46,10,37,37,0,"Rad.Flow"
"586",37,0,95,0,16,-7,58,79,22,"Rad.Flow"
"587",37,0,83,1,-2,0,46,85,40,"Rad.Flow"
"588",59,0,86,0,56,-5,27,29,2,"Rad.Flow"
"589",37,0,83,0,16,-24,47,68,22,"Rad.Flow"
"590",45,-1,79,0,46,9,34,33,0,"Rad.Flow"
"591",45,-1,88,0,44,-16,42,44,2,"Rad.Flow"
"592",55,2,72,-13,0,1,17,72,56,"High"
"593",38,0,107,0,38,5,69,68,0,"Rad.Flow"
"594",45,-4,79,0,44,-15,33,35,2,"Rad.Flow"
"595",44,-3,77,0,44,17,33,33,0,"Rad.Flow"
"596",81,0,84,0,-22,-13,4,108,104,"Bypass"
"597",37,0,81,-1,36,0,44,45,0,"Rad.Flow"
"598",48,0,82,-1,46,-2,34,35,2,"Rad.Flow"
"599",41,0,80,2,42,0,39,39,0,"Rad.Flow"
"600",41,-4,77,0,42,0,36,36,0,"Rad.Flow"
"601",47,3,86,2,46,0,40,40,0,"Rad.Flow"
"602",37,0,78,0,18,-5,41,60,18,"Rad.Flow"
"603",41,0,79,4,42,5,38,38,0,"Rad.Flow"
"604",42,2,86,1,42,0,44,45,2,"Rad.Flow"
"605",62,0,109,2,60,0,47,49,2,"Rad.Flow"
"606",49,0,85,0,50,8,36,36,0,"Rad.Flow"
"607",64,1,113,3,62,0,49,51,2,"Rad.Flow"
"608",37,0,77,4,8,0,41,70,28,"Rad.Flow"
"609",37,0,77,-2,8,0,40,69,28,"Rad.Flow"
"610",48,0,84,8,46,0,36,37,2,"Rad.Flow"
"611",45,0,85,1,46,18,40,39,0,"Rad.Flow"
"612",47,0,86,-7,46,0,39,40,0,"Rad.Flow"
"613",56,5,96,0,50,1,40,47,8,"High"
"614",37,0,83,0,2,-23,46,80,34,"Rad.Flow"
"615",37,0,81,0,-2,13,44,84,40,"Rad.Flow"
"616",54,1,82,0,54,0,28,28,0,"Rad.Flow"
"617",43,1,76,0,42,0,33,34,2,"Rad.Flow"
"618",55,0,78,-1,8,1,23,70,48,"High"
"619",41,-1,81,0,42,15,41,40,0,"Rad.Flow"
"620",79,0,83,0,-30,38,4,114,110,"Bypass"
"621",37,0,81,-4,20,1,44,61,16,"Rad.Flow"
"622",51,0,86,0,52,5,35,34,0,"Rad.Flow"
"623",56,0,95,0,56,4,39,39,0,"Rad.Flow"
"624",37,0,106,0,24,-13,68,82,14,"Rad.Flow"
"625",48,4,77,0,46,0,28,30,2,"Rad.Flow"
"626",45,-1,81,0,44,-17,36,37,2,"Rad.Flow"
"627",45,4,108,0,44,0,63,64,0,"Rad.Flow"
"628",41,-5,108,0,42,0,67,67,0,"Rad.Flow"
"629",37,0,76,0,34,19,39,43,4,"Rad.Flow"
"630",46,3,90,0,46,11,44,43,0,"Rad.Flow"
"631",54,0,88,-2,54,0,34,33,0,"Rad.Flow"
"632",37,-4,90,0,28,0,53,62,8,"Rad.Flow"
"633",43,0,85,1,42,0,42,44,2,"Rad.Flow"
"634",41,0,88,-3,38,-12,48,50,2,"Rad.Flow"
"635",55,-4,80,-2,20,-7,25,59,34,"High"
"636",42,-5,84,0,42,0,42,43,2,"Rad.Flow"
"637",55,0,92,0,-4,5,36,97,60,"High"
"638",51,4,85,0,50,-11,34,36,2,"Rad.Flow"
"639",37,0,78,0,-4,16,42,83,42,"Rad.Flow"
"640",38,-2,92,0,26,31,54,66,12,"Rad.Flow"
"641",41,0,79,-1,38,0,39,41,2,"Rad.Flow"
"642",45,0,88,0,44,-12,42,44,2,"Rad.Flow"
"643",55,4,77,0,54,0,22,23,0,"Rad.Flow"
"644",37,0,81,1,36,0,43,44,2,"Rad.Flow"
"645",45,-1,84,0,44,-5,38,40,2,"Rad.Flow"
"646",48,-1,84,-3,46,-5,36,38,2,"Rad.Flow"
"647",83,0,86,0,-2,21,3,89,86,"Bypass"
"648",37,0,105,0,18,22,68,87,18,"Rad.Flow"
"649",44,0,86,-2,44,2,43,42,0,"Rad.Flow"
"650",51,-5,77,0,52,0,26,25,0,"Rad.Flow"
"651",37,0,83,0,8,21,46,75,30,"Rad.Flow"
"652",55,4,89,0,54,0,34,35,0,"Rad.Flow"
"653",41,0,83,4,38,-7,42,44,2,"Rad.Flow"
"654",37,0,95,0,10,14,58,84,26,"Rad.Flow"
"655",37,0,80,0,12,11,43,67,24,"Rad.Flow"
"656",42,0,81,4,42,0,39,39,0,"Rad.Flow"
"657",37,0,104,0,26,-25,66,78,12,"Rad.Flow"
"658",39,1,86,7,38,0,46,47,0,"Rad.Flow"
"659",52,-2,83,0,52,0,32,32,0,"Rad.Flow"
"660",42,0,86,-1,42,0,44,45,2,"Rad.Flow"
"661",37,0,81,0,12,-1,44,68,24,"Rad.Flow"
"662",56,1,98,0,44,-1,42,54,12,"High"
"663",37,0,105,5,18,0,68,87,18,"Rad.Flow"
"664",44,-1,79,0,42,-30,36,38,2,"Rad.Flow"
"665",55,0,83,0,54,-1,28,29,2,"Rad.Flow"
"666",37,0,77,0,38,4,39,38,0,"Rad.Flow"
"667",55,0,79,0,16,-18,23,63,40,"High"
"668",37,0,107,1,30,0,70,76,6,"Rad.Flow"
"669",42,0,84,-1,42,-1,42,43,2,"Rad.Flow"
"670",55,0,77,-7,16,10,22,62,40,"High"
"671",49,0,82,0,50,5,33,33,0,"Rad.Flow"
"672",49,0,88,0,46,-8,40,42,2,"Rad.Flow"
"673",45,0,88,0,46,22,42,41,0,"Rad.Flow"
"674",53,0,88,3,52,-10,35,36,2,"Rad.Flow"
"675",51,0,82,0,50,-12,31,33,2,"Rad.Flow"
"676",37,0,82,-2,34,0,45,48,2,"Rad.Flow"
"677",41,0,83,0,42,7,41,41,0,"Rad.Flow"
"678",45,0,106,0,46,14,61,60,0,"Rad.Flow"
"679",43,0,81,0,44,22,37,37,0,"Rad.Flow"
"680",45,0,76,0,46,25,30,29,0,"Rad.Flow"
"681",56,0,76,0,-2,3,20,79,58,"High"
"682",48,1,94,1,46,0,46,48,2,"Rad.Flow"
"683",48,0,95,0,46,0,47,49,2,"Rad.Flow"
"684",37,0,95,0,10,0,58,84,26,"Rad.Flow"
"685",46,0,86,-24,46,0,40,40,0,"Rad.Flow"
"686",52,-1,83,0,52,0,31,31,0,"Rad.Flow"
"687",46,1,77,0,46,6,32,31,0,"Rad.Flow"
"688",41,0,80,0,42,18,39,39,0,"Rad.Flow"
"689",45,2,93,0,46,23,48,47,0,"Rad.Flow"
"690",41,0,84,0,38,-28,43,45,2,"Rad.Flow"
"691",55,-1,87,0,54,-2,32,33,2,"Rad.Flow"
"692",43,-1,87,0,42,-15,44,46,2,"Rad.Flow"
"693",56,0,76,-4,-18,0,20,94,74,"High"
"694",38,2,76,0,38,10,38,37,0,"Rad.Flow"
"695",49,0,84,3,50,0,35,35,0,"Rad.Flow"
"696",41,1,78,0,38,-14,37,39,2,"Rad.Flow"
"697",37,0,75,0,28,43,38,46,8,"Rad.Flow"
"698",55,0,95,0,46,-15,40,49,8,"High"
"699",38,3,86,0,38,21,49,48,0,"Rad.Flow"
"700",37,0,83,0,6,2,46,78,32,"Rad.Flow"
"701",38,-2,80,0,38,0,42,41,0,"Rad.Flow"
"702",45,0,77,0,44,-13,31,33,2,"Rad.Flow"
"703",49,0,88,0,50,2,39,39,0,"Rad.Flow"
"704",56,0,97,0,44,-14,41,53,12,"High"
"705",43,-5,87,0,44,20,44,43,0,"Rad.Flow"
"706",55,-1,76,2674,-22,14,21,99,78,"High"
"707",37,0,105,-1,24,-4,68,82,14,"Rad.Flow"
"708",56,0,95,0,50,6,40,46,6,"High"
"709",54,-2,78,-1,54,0,24,24,0,"Rad.Flow"
"710",49,4,77,0,50,3,28,28,0,"Rad.Flow"
"711",39,0,77,-6,38,0,39,39,0,"Rad.Flow"
"712",56,0,92,0,54,3,36,38,2,"Rad.Flow"
"713",45,-5,82,0,44,-25,37,38,2,"Rad.Flow"
"714",38,1,77,0,38,12,39,38,0,"Rad.Flow"
"715",45,0,93,0,44,-4,48,50,2,"Rad.Flow"
"716",44,1,75,0,42,-20,31,34,2,"Rad.Flow"
"717",49,0,86,-1,50,15,38,37,0,"Rad.Flow"
"718",41,0,82,-1,38,-13,41,43,2,"Rad.Flow"
"719",46,0,85,0,44,-25,39,41,2,"Rad.Flow"
"720",37,0,78,0,2,28,41,75,34,"Rad.Flow"
"721",37,0,82,0,16,1,45,66,22,"Rad.Flow"
"722",55,0,79,0,8,-16,23,71,48,"High"
"723",85,0,88,-114,0,0,3,88,84,"Bypass"
"724",37,0,100,0,34,-11,64,67,4,"Rad.Flow"
"725",37,0,76,0,26,-9,39,50,10,"Rad.Flow"
"726",37,0,77,1,26,9,40,51,12,"Rad.Flow"
"727",44,0,89,0,44,17,45,45,0,"Rad.Flow"
"728",53,1,78,0,52,-7,25,26,2,"Rad.Flow"
"729",37,0,80,0,28,-6,43,52,8,"Rad.Flow"
"730",37,0,79,0,24,24,42,55,14,"Rad.Flow"
"731",41,1,106,-1,42,3,65,65,0,"Rad.Flow"
"732",38,2,79,0,38,8,41,40,0,"Rad.Flow"
"733",37,0,76,-4,30,22,39,45,6,"Rad.Flow"
"734",55,4,81,1,54,0,27,27,0,"Rad.Flow"
"735",41,0,77,0,42,15,37,36,0,"Rad.Flow"
"736",56,0,97,-6,46,0,41,50,10,"High"
"737",37,0,78,0,0,-17,41,78,36,"Rad.Flow"
"738",37,0,75,0,24,-17,38,52,14,"Rad.Flow"
"739",62,-1,108,0,60,0,45,48,2,"Rad.Flow"
"740",56,0,97,-3,46,0,41,50,10,"High"
"741",49,0,88,1,50,19,40,39,0,"Rad.Flow"
"742",51,-2,78,0,50,-30,27,29,2,"Rad.Flow"
"743",37,0,83,0,28,10,46,54,8,"Rad.Flow"
"744",41,0,76,-7,42,11,34,34,0,"Rad.Flow"
"745",37,0,77,0,34,-4,40,43,4,"Rad.Flow"
"746",49,0,95,0,50,28,47,46,0,"Rad.Flow"
"747",46,0,85,0,44,-27,39,41,2,"Rad.Flow"
"748",55,1,86,0,54,0,32,32,0,"Rad.Flow"
"749",41,0,86,-2,38,-11,45,47,2,"Rad.Flow"
"750",45,0,83,0,46,29,37,36,0,"Rad.Flow"
"751",47,2,83,0,46,0,36,36,0,"Rad.Flow"
"752",55,0,77,0,12,-11,22,65,42,"High"
"753",80,0,84,0,-36,5,4,120,116,"Bypass"
"754",43,0,83,1,42,-8,39,41,2,"Rad.Flow"
"755",50,0,86,6,50,0,36,37,0,"Rad.Flow"
"756",49,2,77,0,46,-7,28,30,2,"Rad.Flow"
"757",37,0,75,0,26,-8,38,49,12,"Rad.Flow"
"758",53,-1,86,0,54,17,33,32,0,"Rad.Flow"
"759",55,0,77,0,10,-18,21,66,46,"High"
"760",81,-3,84,0,-22,-2,4,108,104,"Bypass"
"761",55,0,95,0,36,29,40,59,20,"High"
"762",55,0,77,3,-10,0,22,88,66,"High"
"763",55,0,96,3,44,26,41,52,12,"High"
"764",42,1,79,0,42,0,37,38,0,"Rad.Flow"
"765",37,1,76,0,20,0,39,55,16,"Rad.Flow"
"766",37,-1,79,0,28,0,42,51,8,"Rad.Flow"
"767",56,4,97,-4,46,0,41,51,10,"High"
"768",44,1,107,0,44,0,63,63,0,"Rad.Flow"
"769",51,5,87,0,50,0,36,38,2,"Rad.Flow"
"770",37,0,83,0,6,-10,47,78,32,"Rad.Flow"
"771",55,0,83,0,-28,1,27,111,84,"High"
"772",37,0,76,0,28,21,39,48,8,"Rad.Flow"
"773",38,0,79,-1,38,4,41,40,0,"Rad.Flow"
"774",37,2,77,0,34,0,40,43,4,"Rad.Flow"
"775",37,0,80,5,26,0,43,54,10,"Rad.Flow"
"776",37,0,78,-6,28,0,41,50,8,"Rad.Flow"
"777",55,0,95,-1,52,21,40,44,4,"High"
"778",55,0,76,0,-22,3,21,99,78,"High"
"779",37,0,105,0,24,5,68,82,14,"Rad.Flow"
"780",38,1,83,0,38,0,44,44,0,"Rad.Flow"
"781",43,0,79,5,42,0,37,38,2,"Rad.Flow"
"782",37,0,76,2,30,25,40,45,6,"Rad.Flow"
"783",37,0,106,-3,24,0,69,82,14,"Rad.Flow"
"784",41,-2,80,0,42,0,39,39,0,"Rad.Flow"
"785",37,0,76,0,20,18,40,55,16,"Rad.Flow"
"786",49,0,88,0,46,-6,39,41,2,"Rad.Flow"
"787",46,0,86,-7,46,4,41,40,0,"Rad.Flow"
"788",58,0,80,-7,56,0,22,23,0,"Rad.Flow"
"789",48,0,84,2,46,0,36,37,2,"Rad.Flow"
"790",45,0,81,0,46,18,36,35,0,"Rad.Flow"
"791",37,0,83,0,34,21,46,49,2,"Rad.Flow"
"792",105,0,106,-1,70,0,1,36,34,"Bypass"
"793",44,0,87,0,44,12,43,43,0,"Rad.Flow"
"794",49,0,100,0,46,-3,52,54,2,"Rad.Flow"
"795",41,-1,81,0,38,-10,41,43,2,"Rad.Flow"
"796",37,0,76,0,36,-16,38,39,2,"Rad.Flow"
"797",37,0,104,0,16,-11,67,89,22,"Rad.Flow"
"798",45,0,86,2,44,0,41,42,2,"Rad.Flow"
"799",55,-1,79,-3,26,-6,23,53,30,"High"
"800",41,-3,80,0,38,-21,39,41,2,"Rad.Flow"
"801",49,0,78,-6,50,18,29,29,0,"Rad.Flow"
"802",52,-3,84,0,52,-4,31,32,0,"Rad.Flow"
"803",56,0,77,0,-24,-7,21,103,82,"High"
"804",42,-1,106,0,42,0,63,64,2,"Rad.Flow"
"805",43,0,81,-5,42,-1,37,39,2,"Rad.Flow"
"806",51,-2,87,0,50,-13,36,38,2,"Rad.Flow"
"807",56,0,89,0,56,4,33,32,0,"Rad.Flow"
"808",37,0,94,-6,16,0,57,79,22,"Rad.Flow"
"809",53,5,81,-1,54,8,28,27,0,"Rad.Flow"
"810",55,-1,83,4,54,0,29,29,0,"Rad.Flow"
"811",55,1,83,-3,54,0,29,29,0,"Rad.Flow"
"812",45,0,86,1,44,0,42,42,0,"Rad.Flow"
"813",45,0,82,0,44,-9,37,38,2,"Rad.Flow"
"814",38,0,93,0,34,21,55,59,4,"Rad.Flow"
"815",37,0,77,0,36,-11,40,41,2,"Rad.Flow"
"816",81,0,85,0,-22,0,4,108,104,"Bypass"
"817",47,0,76,1,46,0,28,29,0,"Rad.Flow"
"818",45,0,88,0,44,-7,42,44,2,"Rad.Flow"
"819",55,0,77,-3,30,0,21,46,24,"High"
"820",49,0,84,0,50,10,36,35,0,"Rad.Flow"
"821",58,0,86,2,56,0,28,30,2,"Rad.Flow"
"822",45,0,79,0,44,-6,34,35,2,"Rad.Flow"
"823",56,0,96,0,42,6,40,55,14,"High"
"824",37,0,105,0,18,6,68,87,18,"Rad.Flow"
"825",37,0,90,0,36,28,53,54,2,"Rad.Flow"
"826",54,-1,81,0,54,0,27,27,0,"Rad.Flow"
"827",44,0,81,-2,44,3,38,37,0,"Rad.Flow"
"828",50,-3,77,0,50,0,27,28,0,"Rad.Flow"
"829",43,0,84,-1,42,-10,41,43,2,"Rad.Flow"
"830",55,0,82,0,54,14,26,28,2,"Rad.Flow"
"831",44,0,79,0,44,14,36,35,0,"Rad.Flow"
"832",44,4,84,0,44,2,40,41,0,"Rad.Flow"
"833",44,2,81,0,44,9,38,37,0,"Rad.Flow"
"834",55,0,93,0,50,-13,38,44,6,"High"
"835",51,1,78,0,50,11,27,29,2,"Rad.Flow"
"836",39,0,78,8,38,0,39,39,0,"Rad.Flow"
"837",37,-2,80,0,18,-7,43,62,18,"Rad.Flow"
"838",44,0,86,-1,44,6,42,42,0,"Rad.Flow"
"839",49,-2,82,0,50,2,33,33,0,"Rad.Flow"
"840",56,4,91,0,56,6,35,34,0,"Rad.Flow"
"841",46,4,81,0,46,13,35,34,0,"Rad.Flow"
"842",37,-1,81,-3,36,-46,43,44,2,"Rad.Flow"
"843",46,1,80,0,44,-16,34,36,2,"Rad.Flow"
"844",81,2,83,-8,-6,-968,3,91,88,"Bypass"
"845",37,4,86,0,36,0,49,50,0,"Rad.Flow"
"846",55,0,76,0,-18,-4,21,94,74,"High"
"847",56,0,86,0,54,-7,30,32,2,"Rad.Flow"
"848",54,-8,74,-21,0,0,20,74,54,"High"
"849",106,-2,107,-4,72,0,1,35,34,"Bypass"
"850",53,0,86,0,52,-29,33,34,2,"Rad.Flow"
"851",54,2,85,0,54,0,31,31,0,"Rad.Flow"
"852",42,2,108,0,42,0,66,67,2,"Rad.Flow"
"853",55,0,90,0,54,-2,34,35,2,"Rad.Flow"
"854",55,0,77,8,-18,0,21,95,74,"High"
"855",53,-4,102,0,54,0,49,48,0,"Rad.Flow"
"856",44,-3,77,0,44,-1,33,33,0,"Rad.Flow"
"857",55,0,92,0,34,0,37,59,22,"High"
"858",39,0,76,-4,38,0,38,37,0,"Rad.Flow"
"859",43,0,75,-2,42,0,32,34,2,"Rad.Flow"
"860",41,0,84,0,42,9,44,43,0,"Rad.Flow"
"861",37,0,95,3,10,0,58,84,26,"Rad.Flow"
"862",51,1,91,0,52,9,40,39,0,"Rad.Flow"
"863",37,3,75,0,20,19,38,54,16,"Rad.Flow"
"864",49,0,86,1,50,16,38,37,0,"Rad.Flow"
"865",37,0,74,-4,28,0,38,46,8,"Rad.Flow"
"866",37,0,104,-1,16,-5,67,88,22,"Rad.Flow"
"867",37,0,78,0,2,11,42,75,34,"Rad.Flow"
"868",42,0,77,-2,42,-4,36,36,0,"Rad.Flow"
"869",44,1,87,0,42,-20,43,46,2,"Rad.Flow"
"870",53,0,84,0,52,-17,31,32,2,"Rad.Flow"
"871",37,-16,106,-19,30,-13,69,75,6,"Rad.Flow"
"872",39,0,81,-3,38,0,41,42,0,"Rad.Flow"
"873",52,2,83,0,52,0,30,31,0,"Rad.Flow"
"874",44,1,79,0,42,-14,35,37,2,"Rad.Flow"
"875",41,-1,83,-2,38,-7,42,44,2,"Rad.Flow"
"876",101,0,102,0,70,-12,1,32,32,"Bypass"
"877",37,0,108,0,30,-16,71,77,6,"Rad.Flow"
"878",46,0,75,0,46,-1,29,28,0,"Rad.Flow"
"879",43,0,86,0,44,13,42,42,0,"Rad.Flow"
"880",54,4,79,1,54,0,25,25,0,"Rad.Flow"
"881",37,0,76,8,34,-6,39,43,4,"Rad.Flow"
"882",49,0,88,-3,50,7,40,39,0,"Rad.Flow"
"883",37,1,90,0,28,4,53,62,8,"Rad.Flow"
"884",37,2,109,16,26,0,71,83,12,"Rad.Flow"
"885",37,-1,106,-9,28,0,69,78,8,"Rad.Flow"
"886",38,3,76,-4,38,0,38,37,0,"Rad.Flow"
"887",37,0,76,7,26,-7,39,50,12,"Rad.Flow"
"888",37,-1,76,-3,28,-6,39,47,8,"Rad.Flow"
"889",55,-1,79,-5,18,-11,23,61,38,"High"
"890",46,0,86,-1,46,1,40,39,0,"Rad.Flow"
"891",41,1,97,0,42,31,56,55,0,"Rad.Flow"
"892",56,3,77,0,18,31,22,59,38,"High"
"893",56,0,76,0,-12,31,20,89,68,"High"
"894",37,0,83,-2,30,0,46,52,6,"Rad.Flow"
"895",55,0,84,4,54,0,29,30,0,"Rad.Flow"
"896",52,-2,83,0,52,-3,31,32,0,"Rad.Flow"
"897",41,0,88,0,42,1,47,47,0,"Rad.Flow"
"898",41,0,84,2,38,-10,44,46,2,"Rad.Flow"
"899",38,0,76,-1,38,7,38,37,0,"Rad.Flow"
"900",45,-3,82,0,44,0,37,38,0,"Rad.Flow"
"901",37,0,80,0,30,-1,43,49,6,"Rad.Flow"
"902",49,2,86,0,46,-2,38,40,2,"Rad.Flow"
