"","day","month","year","hour","minute","second","latitude","longitude","depth","magnitude"
"1768",4,4,2004,4,57,39,42.81,-7.2,5,1.3
"1769",4,4,2004,5,34,27,42.49,-9.82,11,2
"1770",4,4,2004,15,59,39,42.49,-9.79,11,1.8
"1771",5,4,2004,18,39,46,41.39,-8.57,5,1.4
"1772",7,4,2004,11,16,38,41.41,-7.8,19,1.2
"1773",7,4,2004,18,13,50,41.35,-8.27,NA,1.2
"1774",7,4,2004,20,36,58,42.79,-7.16,4,1.3
"1775",8,4,2004,17,16,22,41.39,-8.58,3,1.4
"1776",9,4,2004,7,58,40,43.4,-9.73,28,2
"1777",9,4,2004,18,10,21,41.65,-8.69,10,1.1
"1778",10,4,2004,0,53,52,42.38,-9.24,7,3.6
"1779",10,4,2004,2,41,41,42.7,-7.67,NA,0.9
"1780",10,4,2004,13,15,33,42.81,-7.21,NA,1
"1781",11,4,2004,20,1,18,42.83,-7.26,3,0.9
"1782",11,4,2004,20,54,47,42.3,-8.05,NA,0.7
"1783",13,4,2004,2,43,32,42.28,-8.38,13,1.5
"1784",15,4,2004,4,29,28,42.29,-8.38,11,1.3
"1785",20,4,2004,0,53,18,41.61,-7.34,8,2.1
"1786",20,4,2004,19,44,35,41.51,-8.49,10,1.4
"1787",23,4,2004,2,25,13,42.16,-8.02,20,2
"1788",24,4,2004,2,46,47,42.66,-9.63,6,1.9
"1789",24,4,2004,5,47,0,42.82,-7.23,3,1.4
"1790",24,4,2004,7,34,40,42.25,-7.53,5,1.3
"1791",24,4,2004,23,46,33,42.82,-7.23,10,1.7
"1792",25,4,2004,0,59,7,42.25,-7.91,21,1
"1793",25,4,2004,8,53,24,41.48,-7.13,16,1.4
"1794",2,5,2004,14,12,52,42.03,-7.29,NA,1.1
"1795",2,5,2004,23,14,22,42.72,-8.41,NA,1.1
"1796",3,5,2004,13,13,51,42,-8.34,9,1.9
"1797",8,5,2004,6,10,31,42.79,-7.22,8,2
"1798",8,5,2004,7,15,10,42.78,-7.18,6,1.1
"1799",9,5,2004,5,14,20,42.38,-8.56,17,1.8
"1800",9,5,2004,5,17,6,42.37,-8.54,20,1.7
"1801",11,5,2004,2,14,17,42.98,-8.57,NA,1.1
"1802",12,5,2004,16,22,46,41.04,-8.47,21,2.9
"1803",15,5,2004,2,5,59,42.83,-7.22,4,1.5
"1804",15,5,2004,2,7,57,42.81,-7.24,10,1.5
"1805",15,5,2004,2,16,38,42.79,-7.21,10,1.4
"1806",15,5,2004,2,18,36,42.8,-7.2,11,2.3
"1807",16,5,2004,18,28,21,42.29,-8.36,6,1.3
"1808",18,5,2004,5,48,33,42.22,-7.22,NA,1.3
"1809",21,5,2004,12,13,29,42.81,-7.19,NA,1.6
"1810",21,5,2004,12,15,28,42.79,-7.19,7,1.5
"1811",21,5,2004,23,16,14,42.21,-7.97,NA,1.3
"1812",22,5,2004,1,28,41,42.47,-9.26,19,1.8
"1813",23,5,2004,13,12,25,41.97,-8.34,17,1.8
"1814",23,5,2004,15,4,27,42.21,-8.1,21,2.4
"1815",24,5,2004,0,40,40,42.45,-7.79,11,3.2
"1816",24,5,2004,10,49,30,41.86,-7.43,11,1.2
"1817",27,5,2004,21,40,14,42.82,-7.23,NA,1.4
"1818",30,5,2004,23,4,31,42.7,-7.27,NA,0.8
"1819",31,5,2004,6,28,24,42.8,-7.19,11,1.4
"1820",31,5,2004,6,29,11,42.8,-7.2,NA,1.4
"1821",1,6,2004,20,46,5,42.25,-8.05,NA,1.3
"1822",4,6,2004,23,32,29,42.46,-7.75,NA,1.2
"1823",5,6,2004,15,2,13,42.32,-7.89,NA,1.4
"1824",6,6,2004,9,22,46,43.49,-6.11,NA,1.6
"1825",6,6,2004,18,40,33,42.06,-7.28,NA,1.1
"1826",7,6,2004,0,59,31,42.22,-7.96,NA,1.3
"1827",8,6,2004,20,15,42,41.28,-7.48,NA,1.3
"1828",9,6,2004,6,11,4,42.81,-7.22,7,2.7
"1829",11,6,2004,5,1,5,42.36,-8.5,NA,1.2
"1830",12,6,2004,8,41,32,42.92,-7.08,NA,1.4
"1831",13,6,2004,2,45,34,43.99,-7.25,23,1.6
"1832",16,6,2004,11,1,6,43.89,-7.68,NA,1.6
"1833",17,6,2004,18,59,1,41.48,-7.89,NA,1.3
"1834",18,6,2004,11,38,44,41.39,-7.98,NA,0.9
"1835",18,6,2004,12,17,13,42.85,-7.26,NA,1.7
"1836",18,6,2004,19,46,30,42.81,-7.19,NA,1.2
"1837",18,6,2004,23,3,30,42.14,-7.75,NA,1
"1838",19,6,2004,20,22,40,42.82,-7.21,NA,1.4
"1839",19,6,2004,22,53,25,42.22,-8.22,NA,1.1
"1840",20,6,2004,5,16,37,42.21,-8.23,8,1.7
"1841",21,6,2004,4,12,57,42.04,-7.3,NA,1.2
"1842",21,6,2004,18,48,14,41.45,-8.46,NA,0.9
"1843",21,6,2004,22,9,16,42.79,-7.17,NA,1.2
"1844",21,6,2004,22,13,18,42.81,-7.2,NA,1.1
"1845",24,6,2004,22,15,24,42.35,-7.97,NA,1.3
"1846",25,6,2004,11,33,25,41.77,-8.77,NA,1.4
"1847",4,7,2004,11,29,30,42.08,-8.11,15,2
"1848",5,7,2004,4,20,42,42.26,-8.36,12,1.8
"1849",5,7,2004,4,54,20,42.18,-8,NA,1.8
"1850",5,7,2004,5,52,1,42.1,-8.1,12,1.6
"1851",5,7,2004,7,16,28,42.26,-8.37,18,2.5
"1852",5,7,2004,18,48,52,42.25,-8.34,11,1.2
"1853",6,7,2004,1,12,38,42.26,-8.36,11,1.9
"1854",6,7,2004,3,28,39,42.27,-8.34,NA,1.1
"1855",6,7,2004,4,40,44,42.26,-8.34,NA,1.8
"1856",6,7,2004,4,47,31,42.28,-8.34,NA,1.6
"1857",7,7,2004,22,8,6,42.17,-8.02,12,1.5
"1858",8,7,2004,3,38,46,42.26,-8.35,NA,1.4
"1859",8,7,2004,7,49,5,42.24,-8.38,18,2.1
"1860",8,7,2004,18,27,0,42.82,-7.2,NA,1.7
"1861",8,7,2004,23,11,16,42.26,-8.34,NA,2.1
"1862",9,7,2004,1,53,51,41.42,-7.91,8,1.1
"1863",10,7,2004,1,29,21,42.47,-8.17,12,2
"1864",10,7,2004,1,49,7,42.64,-6.66,3,1.3
"1865",10,7,2004,5,12,52,42.09,-8.11,12,1.3
"1866",10,7,2004,8,2,29,42.46,-8.16,NA,1.7
"1867",10,7,2004,15,3,46,42.8,-7.19,NA,1.5
"1868",10,7,2004,15,5,41,42.79,-7.17,NA,0.8
"1869",10,7,2004,19,17,4,42.45,-8.16,11,1
"1870",10,7,2004,20,14,37,42.51,-8.22,11,1.1
"1871",11,7,2004,16,6,35,42.11,-8.1,NA,1.3
"1872",12,7,2004,7,41,58,42.32,-7.15,NA,1.9
"1873",12,7,2004,23,18,58,42.1,-8.1,15,2.1
"1874",13,7,2004,0,9,47,42.26,-8.41,22,1.5
"1875",13,7,2004,1,24,14,42.28,-8.38,11,1.7
"1876",13,7,2004,2,20,53,42.29,-8.37,NA,1
"1877",14,7,2004,4,49,11,42.28,-8.39,11,1.4
"1878",14,7,2004,5,1,14,42.47,-8.16,20,1.4
"1879",15,7,2004,22,55,33,42.27,-8.35,NA,1.4
"1880",15,7,2004,23,28,22,42.73,-6.84,NA,1.2
"1881",16,7,2004,3,32,58,42.22,-8.06,NA,1.2
"1882",18,7,2004,14,56,6,42.79,-7.19,NA,1.3
"1883",18,7,2004,15,14,48,42.79,-7.17,NA,1.4
"1884",18,7,2004,15,22,17,42.79,-7.18,NA,1.4
"1885",18,7,2004,15,25,11,42.8,-7.18,10,1.8
"1886",18,7,2004,15,25,32,42.78,-7.19,11,1.6
"1887",18,7,2004,15,43,24,42.79,-7.16,NA,1.7
"1888",18,7,2004,15,49,6,42.8,-7.22,10,2.6
"1889",18,7,2004,15,52,50,42.79,-7.18,2,2.7
"1890",18,7,2004,15,55,59,42.8,-7.15,NA,1.6
"1891",18,7,2004,16,10,46,42.8,-7.21,3,2.6
"1892",18,7,2004,16,12,27,42.77,-7.15,NA,1.6
"1893",18,7,2004,16,43,19,42.79,-7.17,NA,1.1
"1894",18,7,2004,18,44,59,42.79,-7.17,NA,1.5
"1895",18,7,2004,20,15,29,42.8,-7.16,NA,1.8
"1896",18,7,2004,21,0,8,42.79,-7.16,NA,1.9
"1897",18,7,2004,22,2,12,42.79,-7.17,NA,1.9
"1898",18,7,2004,22,4,59,42.79,-7.22,11,0.9
"1899",18,7,2004,22,7,46,42.8,-7.19,NA,1.7
"1900",18,7,2004,22,9,0,42.78,-7.18,NA,1.4
"1901",18,7,2004,22,19,48,42.8,-7.18,NA,1
"1902",18,7,2004,23,27,41,42.8,-7.22,NA,1.4
"1903",19,7,2004,0,56,35,42.79,-7.18,NA,1.3
"1904",19,7,2004,4,8,27,42.7,-7.65,10,1.5
"1905",20,7,2004,19,33,56,41.48,-7.85,NA,1.4
"1906",21,7,2004,21,8,21,42.16,-7.77,12,1.2
"1907",23,7,2004,3,46,38,42.48,-7.14,NA,1.5
"1908",24,7,2004,2,36,38,42.78,-7.17,NA,1.7
"1909",24,7,2004,2,39,10,42.79,-7.18,NA,1
"1910",24,7,2004,11,48,0,42.81,-7.21,NA,1
"1911",25,7,2004,0,7,35,42.65,-9.44,26,2
"1912",25,7,2004,7,1,54,42.72,-7.66,11,1.2
"1913",25,7,2004,8,54,24,42.43,-8.15,16,3.4
"1914",25,7,2004,9,8,56,42.42,-8.13,17,1.3
"1915",25,7,2004,9,53,27,42.42,-8.11,NA,1.4
"1916",25,7,2004,11,47,10,42.42,-8.12,18,1.3
"1917",25,7,2004,15,5,54,42.28,-8.39,19,2.7
"1918",29,7,2004,1,32,5,42.29,-8.37,NA,1
"1919",29,7,2004,4,32,57,42.78,-7.17,NA,2
"1920",29,7,2004,4,40,56,42.79,-7.18,NA,1.3
"1921",29,7,2004,4,41,15,42.78,-7.19,NA,1.4
"1922",29,7,2004,4,42,2,42.78,-7.2,10,2.5
"1923",29,7,2004,4,45,44,42.81,-7.22,10,1.4
"1924",29,7,2004,4,56,25,42.78,-7.16,NA,1
"1925",29,7,2004,7,22,58,42.79,-7.18,NA,1.7
"1926",29,7,2004,11,7,34,42.78,-7.17,3,1.8
"1927",29,7,2004,11,28,25,42.79,-7.2,NA,1.4
"1928",2,8,2004,2,2,21,42.63,-6.67,NA,1.1
"1929",4,8,2004,5,31,6,42.99,-9.25,NA,1.8
"1930",4,8,2004,6,25,25,42.46,-8.14,NA,1.7
"1931",4,8,2004,7,24,22,42.79,-7.15,NA,1.7
"1932",4,8,2004,8,24,14,42.82,-7.23,10,1.7
"1933",7,8,2004,19,27,56,42.26,-7.22,18,2
"1934",8,8,2004,12,41,50,43.25,-9.69,NA,1.9
"1935",10,8,2004,1,39,16,42.17,-7.78,11,1.1
"1936",10,8,2004,5,9,45,41.17,-7.84,NA,1.3
"1937",10,8,2004,6,38,11,42.78,-7.16,NA,0.9
"1938",10,8,2004,6,58,44,42.24,-8.36,11,1.4
"1939",10,8,2004,20,31,44,43.58,-6.07,10,1.9
"1940",12,8,2004,5,46,22,42.31,-7.85,17,1.9
"1941",15,8,2004,1,42,22,41.99,-7.6,17,1.2
"1942",15,8,2004,12,24,0,41.33,-7.55,11,1.1
"1943",23,8,2004,11,32,21,41.25,-8.47,NA,1.5
"1944",26,8,2004,19,16,39,41.52,-7.86,NA,1.2
"1945",27,8,2004,22,13,32,43.82,-9.46,NA,1.8
"1946",28,8,2004,18,3,34,42.26,-7.33,13,1.8
"1947",28,8,2004,18,40,49,42.26,-7.32,14,2.1
"1948",31,8,2004,20,3,15,42.23,-7.25,12,1.2
"1949",2,9,2004,1,3,53,42.07,-7.42,12,1.2
"1950",3,9,2004,20,12,12,43.95,-7.55,25,2
"1951",4,9,2004,15,4,18,42.47,-7.24,NA,1.5
"1952",4,9,2004,19,59,24,42.05,-7.82,10,1.3
"1953",5,9,2004,6,49,38,42.32,-8.25,7,1.6
"1954",7,9,2004,21,4,9,42.08,-7.16,7,1.1
"1955",11,9,2004,3,44,51,42.49,-9.79,4,1.7
"1956",12,9,2004,2,27,55,42.42,-8.15,23,1.1
"1957",14,9,2004,19,5,35,41.49,-7.87,NA,1.4
"1958",17,9,2004,1,10,11,43.08,-6.61,NA,1.7
"1959",26,9,2004,21,59,30,42.78,-7.19,NA,1.3
"1960",27,9,2004,0,30,32,42.48,-7.85,NA,1.2
"1961",28,9,2004,1,18,42,42.37,-8.48,NA,1
"1962",28,9,2004,10,49,41,41.92,-7.45,3,1.4
"1963",28,9,2004,18,54,40,41.48,-7.85,NA,1.2
"1964",29,9,2004,4,9,38,42.41,-8.08,NA,1.6
"1965",30,9,2004,0,17,31,42.02,-7.7,NA,1
"1966",30,9,2004,2,13,39,42.79,-7.21,NA,1
"1967",30,9,2004,2,18,17,42.82,-7.21,NA,0.9
"1968",30,9,2004,2,20,16,42.82,-7.19,NA,0.7
"1969",2,10,2004,6,12,49,42.43,-8.08,NA,1.1
"1970",2,10,2004,20,2,14,42.81,-9.04,11,2.3
"1971",4,10,2004,1,18,16,43.18,-6.51,NA,1.1
"1972",4,10,2004,14,3,55,42.8,-7.23,11,2
"1973",5,10,2004,7,10,31,43.62,-6.35,8,2
"1974",7,10,2004,5,59,19,43.93,-7.04,3,2.3
"1975",10,10,2004,8,13,34,42.24,-8.33,11,1.2
"1976",14,10,2004,17,44,1,42.31,-8.43,NA,1.1
"1977",16,10,2004,15,10,30,42.8,-7.22,NA,1.4
"1978",16,10,2004,15,45,56,42.8,-7.22,NA,1.7
"1979",19,10,2004,0,53,56,42.54,-8.54,NA,0.9
"1980",20,10,2004,21,22,36,42.29,-7.83,12,2.3
"1981",23,10,2004,3,7,51,43.76,-7.25,11,1.3
"1982",26,10,2004,16,10,56,42.9,-6.9,5,2.7
"1983",26,10,2004,22,13,57,42.5,-7.24,7,1.3
"1984",27,10,2004,5,28,19,42.31,-7.37,NA,2
"1985",31,10,2004,7,19,49,42.52,-7.23,NA,1.1
"1986",2,11,2004,4,35,39,42.29,-7.02,11,1.3
"1987",10,11,2004,0,36,19,42.8,-7.24,10,2.7
"1988",10,11,2004,0,37,28,42.79,-7.21,NA,1.8
"1989",10,11,2004,0,38,8,42.78,-7.23,10,1.6
"1990",10,11,2004,0,39,53,42.79,-7.2,11,1.5
"1991",10,11,2004,0,40,49,42.8,-7.21,NA,0.9
"1992",10,11,2004,0,42,3,42.8,-7.2,NA,1.1
"1993",10,11,2004,0,43,17,42.79,-7.24,NA,1.2
"1994",10,11,2004,0,45,11,42.79,-7.17,NA,1.2
"1995",10,11,2004,6,17,41,42.79,-7.2,NA,0.9
"1996",10,11,2004,6,34,28,42.79,-7.2,NA,1.4
"1997",10,11,2004,9,42,12,42.82,-7.23,17,2.6
"1998",10,11,2004,9,55,12,42.8,-7.25,NA,2
"1999",12,11,2004,11,1,16,42.99,-7.47,NA,1.7
"2000",14,11,2004,15,22,4,42.33,-7.9,10,1
"2001",15,11,2004,2,45,33,42.11,-7.15,NA,1.4
"2002",16,11,2004,12,2,41,42.84,-7.22,NA,1.3
"2003",16,11,2004,22,25,33,43.01,-7.3,19,2
"2004",17,11,2004,22,36,44,43.43,-8.64,NA,1.7
"2005",17,11,2004,23,34,48,41.24,-7.51,NA,1.4
"2006",18,11,2004,23,25,31,42.43,-8.12,NA,1.2
"2007",22,11,2004,19,4,28,43.28,-9.14,11,2
"2008",26,11,2004,0,57,31,42.44,-8.12,NA,1
"2009",28,11,2004,17,49,44,42.44,-8.13,NA,1.3
"2010",30,11,2004,2,31,51,42.19,-7.26,12,1.9
"2011",2,12,2004,5,26,13,42.44,-8.11,11,1.3
"2012",3,12,2004,21,52,44,42.81,-7.2,NA,1.1
"2013",4,12,2004,0,52,41,42.72,-8.31,18,1.3
"2014",4,12,2004,16,35,3,42.43,-8.13,NA,1
"2015",8,12,2004,5,23,28,42.11,-7.96,13,1.3
"2016",9,12,2004,3,36,26,42.8,-7.16,NA,1.3
"2017",12,12,2004,3,38,29,42.72,-6.44,NA,1.1
"2018",12,12,2004,9,3,32,42.44,-8.12,12,1.3
"2019",13,12,2004,0,32,40,42.81,-7.2,NA,1.1
"2020",13,12,2004,0,33,47,42.81,-7.22,NA,2.3
"2021",13,12,2004,3,42,31,42.88,-7.53,NA,0.7
"2022",13,12,2004,22,46,35,42.7,-7.68,NA,2.4
"2023",15,12,2004,1,18,50,42.28,-8.37,NA,1.6
"2024",15,12,2004,6,5,22,43.02,-8.46,NA,1.3
"2025",15,12,2004,19,29,8,42.81,-7.23,10,1.4
"2026",15,12,2004,19,30,26,42.81,-7.22,NA,1.1
"2027",15,12,2004,19,31,39,42.81,-7.22,NA,1.2
"2028",18,12,2004,5,28,1,43.61,-9.6,10,1.9
"2029",18,12,2004,8,30,54,42.13,-7.96,NA,1.8
"2030",18,12,2004,9,15,10,42.11,-7.95,12,1.4
"2031",21,12,2004,1,35,23,42.13,-7.96,NA,1.6
"2032",22,12,2004,23,26,21,43.63,-6.11,17,1.8
"2033",24,12,2004,0,13,44,42.81,-7.24,NA,1
"2034",24,12,2004,0,19,2,42.8,-7.21,NA,1
"2035",24,12,2004,0,22,1,42.81,-7.23,15,1.9
"2036",28,12,2004,22,26,41,43.22,-6.69,19,2.2
"2037",30,12,2004,21,5,12,43.17,-7.18,NA,1.9
"2038",1,1,2005,22,38,51,41.75,-8.49,NA,1.5
"2039",3,1,2005,2,8,9,42.98,-9.25,11,2.4
"2040",4,1,2005,4,21,32,42.81,-7.23,11,1.9
"2041",4,1,2005,18,56,44,42.15,-7.19,15,2
"2042",6,1,2005,17,0,4,41.1,-7.61,NA,1.5
"2043",6,1,2005,17,6,4,41.74,-7.94,NA,1
"2044",7,1,2005,13,23,38,41.6,-7.63,NA,1
"2045",7,1,2005,23,42,46,43.79,-7.2,11,2.4
"2046",8,1,2005,5,48,48,42.42,-8.12,NA,1.5
"2047",9,1,2005,14,27,58,42.81,-7.22,11,2.4
"2048",9,1,2005,14,31,56,42.81,-7.24,10,3.3
"2049",9,1,2005,14,36,17,42.81,-7.21,10,1.5
"2050",9,1,2005,14,38,25,42.8,-7.21,11,1.9
"2051",9,1,2005,14,48,58,42.81,-7.2,NA,1.1
"2052",10,1,2005,4,8,41,42.09,-8.06,21,1.2
"2053",10,1,2005,19,40,40,42.25,-8.35,NA,1.9
"2054",12,1,2005,17,40,37,41.7,-7.55,2,1.8
"2055",12,1,2005,17,58,20,41.77,-7.51,5,1.8
"2056",17,1,2005,18,2,8,42.44,-8.11,NA,1.5
"2057",17,1,2005,18,19,51,41.54,-7.88,NA,1.2
"2058",19,1,2005,0,56,50,42.63,-8.45,NA,1.8
"2059",20,1,2005,23,8,38,42.79,-7.19,NA,1.7
"2060",22,1,2005,5,21,37,42.4,-8.55,NA,1.4
"2061",23,1,2005,18,19,25,42.45,-6.5,NA,1.7
"2062",24,1,2005,16,27,34,41.7,-7.55,5,2.1
"2063",24,1,2005,19,51,2,42.8,-7.18,NA,1.2
"2064",25,1,2005,7,49,32,43.31,-7.13,11,1.9
"2065",25,1,2005,17,50,11,41.7,-7.56,5,2
"2066",25,1,2005,21,39,0,42.4,-8.55,11,2.1
"2067",25,1,2005,22,42,59,42.18,-8.01,5,1.7
"2068",26,1,2005,5,46,32,42.43,-8.11,11,1.8
"2069",26,1,2005,5,58,22,42.42,-8.12,NA,1.3
"2070",26,1,2005,6,16,51,42.78,-7.19,11,1.7
"2071",27,1,2005,12,19,0,41.68,-7.57,NA,1.4
"2072",27,1,2005,13,9,51,41.79,-7.47,10,2.1
"2073",28,1,2005,13,7,45,41.68,-7.56,NA,1.2
"2074",28,1,2005,22,48,10,43.18,-7.21,NA,1.7
"2075",29,1,2005,18,16,38,41.57,-7.64,NA,1.4
"2076",31,1,2005,17,33,2,41.67,-7.58,8,1.6
"2077",2,2,2005,5,46,29,42.46,-6.96,NA,1.2
"2078",4,2,2005,17,10,51,43.65,-8.53,6,2.1
"2079",5,2,2005,10,39,10,42.21,-6.59,NA,1.4
"2080",5,2,2005,21,51,57,43.2,-8.94,NA,1.6
"2081",6,2,2005,23,50,13,42.78,-7.14,NA,1.8
"2082",7,2,2005,0,33,7,43.43,-6.45,11,1.7
"2083",9,2,2005,0,56,52,41.42,-8.4,NA,1.3
"2084",9,2,2005,4,34,32,43.14,-7.28,12,2
"2085",12,2,2005,3,36,13,42.6,-7.76,NA,1
"2086",12,2,2005,15,35,12,41.5,-7.87,NA,1.4
"2087",13,2,2005,10,33,29,42.45,-9,9,1.4
"2088",16,2,2005,5,28,14,42.8,-7.23,12,1.8
"2089",17,2,2005,12,14,52,41.35,-8.39,NA,1.3
"2090",18,2,2005,2,23,16,42.37,-8.55,14,2.1
"2091",19,2,2005,17,55,2,42.21,-7.97,11,1.1
"2092",20,2,2005,7,38,20,42.72,-7,NA,1.1
"2093",20,2,2005,7,38,45,42.71,-7.03,11,1.1
"2094",23,2,2005,1,51,18,41.37,-8.4,30,1.7
"2095",23,2,2005,2,54,28,42.58,-9.41,NA,1.4
"2096",23,2,2005,3,33,44,42.52,-7.6,20,2
"2097",23,2,2005,22,31,0,42.47,-8.99,NA,1.3
"2098",27,2,2005,0,10,44,42.49,-9.04,NA,1.6
"2099",1,3,2005,13,9,0,41.74,-7.46,NA,0.9
"2100",1,3,2005,13,30,14,41.65,-7.57,11,1.1
"2101",1,3,2005,17,38,24,41.54,-7.7,NA,1.4
"2102",4,3,2005,1,51,11,42.78,-7.15,NA,1
"2103",4,3,2005,12,36,19,41.68,-7.59,NA,1.1
"2104",5,3,2005,17,3,24,42.9,-7.87,NA,1.2
"2105",6,3,2005,3,20,49,42.82,-7.26,11,1.4
"2106",8,3,2005,9,54,11,42.8,-7.2,NA,1.9
"2107",8,3,2005,9,58,4,42.79,-7.18,NA,2.1
"2108",8,3,2005,10,11,50,42.8,-7.18,NA,1.5
"2109",8,3,2005,10,21,7,42.78,-7.2,11,1.4
"2110",8,3,2005,10,23,52,42.78,-7.17,NA,1.4
"2111",8,3,2005,10,36,31,42.78,-7.19,10,1.4
"2112",8,3,2005,10,52,57,42.77,-7.12,NA,1
"2113",11,3,2005,2,29,43,42.8,-7.19,11,0.9
"2114",11,3,2005,13,21,43,41.66,-7.57,NA,1.1
"2115",12,3,2005,8,17,5,42.8,-7.2,NA,1.2
"2116",12,3,2005,11,57,31,41.44,-7.93,NA,1.3
"2117",13,3,2005,3,14,20,42.52,-7.64,NA,0.5
"2118",13,3,2005,19,56,52,42.81,-7.2,10,1.7
"2119",13,3,2005,20,0,2,42.83,-7.21,NA,1
"2120",13,3,2005,20,1,29,42.82,-7.2,NA,1.1
"2121",13,3,2005,20,1,51,42.81,-7.23,NA,1.1
"2122",13,3,2005,20,6,36,42.81,-7.21,NA,1.1
"2123",13,3,2005,20,14,2,42.82,-7.21,NA,1.1
"2124",13,3,2005,20,15,36,42.82,-7.21,NA,1.4
"2125",13,3,2005,21,42,45,42.81,-7.22,NA,0.9
"2126",14,3,2005,12,38,1,43.52,-6.69,NA,1.4
"2127",15,3,2005,1,37,36,42.28,-8.38,NA,1.2
"2128",15,3,2005,7,16,58,43.63,-6.13,20,2.3
"2129",16,3,2005,13,14,25,41.8,-7.44,NA,1.6
"2130",19,3,2005,5,31,41,42.81,-7.19,NA,1.4
"2131",19,3,2005,14,44,23,42.78,-7.22,NA,1.2
"2132",20,3,2005,4,50,49,42.99,-7.22,11,1.1
"2133",20,3,2005,20,33,36,42.79,-7.2,10,1.2
"2134",24,3,2005,12,48,57,41.67,-7.64,6,1
"2135",31,3,2005,0,8,14,43.48,-6.13,10,1.4
"2136",31,3,2005,12,11,31,41.76,-7.46,NA,1.5
"2137",3,4,2005,3,23,49,41.92,-7.54,17,1.4
"2138",3,4,2005,3,59,51,43.01,-6.32,19,1.7
"2139",3,4,2005,8,42,25,43.67,-6.39,17,1.6
"2140",6,4,2005,13,33,54,41.75,-7.44,11,1.3
"2141",7,4,2005,17,26,31,43.07,-8.4,21,2.7
"2142",10,4,2005,8,9,4,42.1,-6.73,7,1.3
"2143",10,4,2005,8,9,43,42.07,-6.8,10,1.3
"2144",10,4,2005,13,50,27,42.52,-9.04,10,1.2
"2145",10,4,2005,18,11,58,42.91,-7.15,11,1.1
"2146",12,4,2005,2,35,18,41.08,-8.06,8,1.8
"2147",12,4,2005,4,36,0,42.79,-7.18,9,1.8
"2148",13,4,2005,17,47,10,42.81,-7.22,10,1.4
"2149",13,4,2005,23,11,35,42.31,-7.9,NA,1.1
"2150",13,4,2005,23,25,14,41.26,-6.81,11,1.4
"2151",14,4,2005,3,51,18,42.25,-7.73,5,1.3
"2152",14,4,2005,19,56,9,42.82,-7.22,NA,1.6
"2153",14,4,2005,20,40,27,42.81,-7.22,10,2.2
"2154",14,4,2005,20,41,36,42.82,-7.23,10,1.6
"2155",14,4,2005,20,47,5,42.82,-7.22,10,1.8
"2156",14,4,2005,20,49,50,42.81,-7.17,NA,1.3
"2157",14,4,2005,20,51,28,42.79,-7.15,NA,1.1
"2158",14,4,2005,21,1,1,42.82,-7.23,10,1.3
"2159",15,4,2005,9,20,20,41.55,-7.59,14,2.2
"2160",16,4,2005,20,50,2,41.27,-6.84,NA,1.5
"2161",17,4,2005,23,37,58,42.13,-8.22,13,1.7
"2162",18,4,2005,0,14,12,42.12,-7.99,13,1.4
"2163",18,4,2005,20,22,3,42.71,-7.3,11,1
"2164",18,4,2005,20,22,18,42.82,-7.25,NA,1.7
"2165",21,4,2005,2,10,22,42.67,-7.3,17,1.5
"2166",21,4,2005,2,36,57,42.63,-7.26,22,1.4
"2167",22,4,2005,2,6,30,42.68,-7.31,20,2.4
"2168",27,4,2005,2,8,35,43.28,-7.35,11,1.5
"2169",27,4,2005,3,54,7,42.82,-7.2,2,1.3
"2170",27,4,2005,4,17,54,42.81,-7.16,NA,1.9
"2171",28,4,2005,20,20,34,42.18,-7.63,NA,1.4
"2172",29,4,2005,21,42,8,42.88,-7.4,15,1.1
"2173",1,5,2005,14,0,34,42.82,-7.2,NA,2
"2174",1,5,2005,14,3,55,42.81,-7.22,11,1.8
"2175",2,5,2005,9,14,45,43.23,-7.33,NA,1.6
"2176",3,5,2005,21,38,59,42.94,-7.11,NA,1.5
"2177",6,5,2005,20,8,40,43.32,-8.66,22,2.1
"2178",7,5,2005,18,1,55,43.16,-9.07,11,1.5
"2179",7,5,2005,18,35,43,42.83,-7.32,12,1.2
"2180",8,5,2005,10,17,23,42.97,-7.59,7,1.7
"2181",13,5,2005,1,49,32,42.38,-8.08,NA,1.1
"2182",16,5,2005,4,53,51,42.29,-8.38,17,2.3
"2183",16,5,2005,6,11,10,42.31,-8.36,NA,1.9
"2184",16,5,2005,11,55,2,42.29,-8.39,13,1.9
"2185",16,5,2005,15,36,19,42.51,-9.82,19,1.8
"2186",17,5,2005,13,25,31,42.28,-8.41,19,2.6
"2187",17,5,2005,19,25,13,42.31,-8.36,NA,1.6
"2188",18,5,2005,3,27,37,42.36,-8.27,NA,1
"2189",18,5,2005,4,27,1,42.36,-8.29,NA,1
"2190",19,5,2005,22,20,58,42.29,-8.38,8,2
"2191",2,6,2005,0,30,17,42.34,-6.73,21,1.6
"2192",4,6,2005,23,59,9,42.38,-9.13,NA,2.3
"2193",5,6,2005,15,36,52,41.43,-8.48,NA,1.5
"2194",7,6,2005,2,10,31,42.21,-7.84,NA,1.2
"2195",7,6,2005,22,10,19,42.83,-7.39,NA,1.2
"2196",8,6,2005,21,18,50,42.81,-7.21,10,1.3
"2197",9,6,2005,19,31,13,41.14,-8.29,NA,1.9
"2198",12,6,2005,2,39,14,42.82,-7.19,NA,0.9
"2199",12,6,2005,2,40,11,42.8,-7.27,10,1.1
