"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Si","Sr","Th","Tl","U","V","Zn"
"455",596,570171.3,7522261,0.026,174,0.131,1.38,17.3,0.023,2470,0.083,0.24,0.58,5.62,164,0.086,4110,1040,510,0.079,30.2,2.9,1190,2.99,16.3,896,0.032,228,6.72,0.03,0.096,0.013,1.32,67.8
"456",597,544481.8,7748418,0.024,157,0.107,1.48,31.7,0.014,2650,0.049,0.33,0.43,6.03,143,0.072,4560,1170,434,0.052,68.5,6.14,1360,3.25,8.07,880,0.032,232,9.13,0.014,0.013,0.012,1.08,31
"457",598,814145.8,7580895,0.073,370,0.2,2.95,22.5,0.054,3100,0.136,1.19,0.62,24.6,270,0.039,5450,1320,437,0.119,95.8,28.1,1470,2.82,16.7,938,0.05,264,16.7,0.111,0.016,0.034,2.25,32.1
"458",601,551960,7875100,0.018,121,0.102,1.46,13.5,0.011,2340,0.051,0.14,0.52,3.99,123,0.074,4430,1650,194,0.062,225,1.82,1200,2.73,4.33,785,0.029,162,17.2,0.019,0.009,0.028,0.91,23.3
"459",602,505347.8,7390691,0.034,256,0.189,1.16,21.8,0.024,2490,0.082,0.19,0.85,4.69,221,0.065,3540,716,523,0.099,17.7,1.74,943,5,17.1,787,0.053,210,4.72,0.054,0.108,0.018,1.89,28.5
"460",603,488404.7,7759363,0.014,169,0.105,2.34,12.5,0.012,2370,0.042,0.3,0.46,4.93,141,0.047,4620,1510,304,0.047,39.3,3.35,1430,1.43,9.4,825,0.022,144,6.07,0.015,0.01,0.005,0.79,27.5
"461",604,532500,7784500,0.023,142,0.154,1.92,21.7,0.017,2750,0.063,0.28,0.48,5.34,166,0.06,4090,1180,403,0.053,76.4,4.44,1150,2.77,7.71,852,0.031,179,10.9,0.022,0.01,0.009,1.01,26.6
"462",605,402010,7722710,0.018,452,0.075,0.75,29.6,0.011,2200,0.048,0.25,0.28,3.11,141,0.051,4160,993,226,0.029,30.9,1.72,1070,2.89,13.2,798,0.028,187,9.53,0.011,0.01,0.007,0.75,40.5
"463",607,728749.6,7604734,0.142,204,0.255,2.03,18.1,0.062,2360,0.25,2.34,0.77,42.4,232,0.048,5560,868,531,0.19,200,48.7,1160,3.5,12,903,0.058,178,9.18,0.026,0.023,0.01,2.56,23.7
"464",608,655174.6,7608799,0.03,87.1,0.17,2.21,18,0.023,2190,0.093,0.32,0.3,6.96,100,0.056,4680,1090,413,0.056,79.6,5.61,1380,1.57,10.7,867,0.035,118,5.33,0.014,0.016,0.005,0.87,32.6
"465",609,629082,7613583,0.032,152,0.196,2.62,21,0.021,2420,0.087,0.4,0.4,8.48,142,0.045,4830,939,494,0.058,57.3,7.74,1390,2.25,13,911,0.029,151,8.36,0.016,0.036,0.008,1.19,32.7
"466",610,602200,7710470,0.048,145,0.546,1.31,11.6,0.029,2130,0.104,1.6,1.12,29.6,484,0.048,3950,1200,309,0.081,33.4,44.8,1220,3.08,8.24,935,0.048,182,7.7,0.014,0.031,0.01,1.44,30.4
"467",611,780360.6,7508507,0.121,3340,0.921,8.11,61.6,0.043,4250,0.21,2.43,3.42,37.9,2210,0.051,5250,1170,407,0.402,131,45.4,2040,5.36,11.2,1270,0.111,556,133,0.423,0.042,0.181,24.5,53.4
"468",612,649605.6,7536102,0.036,224,0.145,2.48,18.6,0.032,2200,0.085,0.44,0.59,6.81,236,0.078,4110,892,556,0.088,61.6,5.71,1040,2.97,17,786,0.055,196,9.31,0.029,0.031,0.009,1.99,24.4
"469",613,607560,7746540,0.025,401,0.258,2.93,20.5,0.019,2820,0.072,1.57,1.01,14.1,634,0.056,3360,1270,224,0.268,104,18.4,877,2.33,7.7,731,0.034,386,15.8,0.099,0.059,0.191,1.81,22.6
"470",616,418200,7633500,0.023,79.7,0.068,0.86,26,0.01,2810,0.07,0.2,0.22,3.42,68.2,0.054,5530,1200,650,0.035,30,2.02,1420,2.43,16.4,833,0.032,163,6.82,0.007,0.014,0.002,0.62,50
"471",617,529687.9,7707385,0.016,80.5,0.126,0.63,17.4,0.011,2400,0.061,0.31,0.37,5.16,103,0.032,5020,1100,353,0.036,35.3,4.9,1250,1.92,12.4,803,0.026,125,8.57,0.01,0.009,0.002,0.65,35.2
"472",619,598150,7764600,0.031,479,0.262,2.84,48,0.021,2660,0.083,1.55,0.98,9.22,539,0.074,3580,1290,180,0.134,125,9.93,1000,3.42,4.51,735,0.04,332,16.6,0.079,0.079,0.059,2.19,20.8
"473",620,489604.3,7686343,0.018,112,0.149,1.29,21.8,0.014,2410,0.063,0.22,0.34,5.34,123,0.036,3710,1190,444,0.048,40.9,3.4,1150,2.15,8.73,761,0.025,124,7.85,0.011,0.021,0.004,0.96,41.5
"474",621,839242.7,7585559,0.061,285,0.162,3.02,20.4,0.038,2850,0.107,0.75,0.45,14.9,181,0.062,6770,1350,421,0.101,118,15.6,1520,2.29,14.2,983,0.032,226,20.4,0.084,0.042,0.022,1.8,34.5
"475",622,403439.5,7433748,0.035,193,0.174,1.33,19.4,0.021,2600,0.09,0.25,1.07,4.77,170,0.046,4020,823,664,0.132,24,1.39,1060,4.64,22.9,816,0.058,165,5.68,0.034,0.108,0.015,1.8,43.3
"476",623,586000,7568100,0.052,214,0.119,2.11,9.32,0.019,2200,0.128,0.34,0.5,5.44,195,0.08,3960,711,616,0.068,62.1,3.58,690,3.11,12.9,793,0.043,182,4.91,0.033,0.032,0.009,1.46,23.8
"477",624,646901.3,7460477,0.023,129,0.105,2.96,17.3,0.011,2570,0.074,0.28,0.1,5.79,119,0.031,4130,949,519,0.044,22.8,3.26,1280,2,11.3,871,0.031,156,8.97,0.019,0.016,0.008,1.19,33.9
"478",625,532786.6,7613723,0.023,208,0.243,2.69,28.5,0.016,3120,0.063,0.26,0.24,5.94,199,0.058,2970,954,734,0.049,11.6,3.69,919,3.62,6.12,861,0.038,229,12.9,0.017,0.02,0.006,1.39,25.1
"479",626,825331.1,7597178,0.057,293,0.215,2.21,17.3,0.017,2210,0.08,0.97,0.1,12.3,197,0.044,4130,1130,219,0.13,156,17,1250,1.82,5.93,730,0.032,232,28.1,0.046,0.01,0.014,1.64,24.3
"480",627,401820.1,7533057,0.017,193,0.108,0.87,15.2,0.008,2210,0.06,0.27,0.32,5.8,249,0.039,3940,879,997,0.06,46.3,1.34,1310,2.45,20.2,709,0.033,231,3.56,0.025,0.025,0.01,1.61,41.5
"481",628,614500,7570200,0.021,240,0.155,3.03,18.6,0.011,2480,0.086,0.34,0.53,6.08,221,0.035,4010,960,436,0.055,155,4.17,1090,1.75,6.34,853,0.052,228,7.87,0.029,0.02,0.006,1.47,33.2
"482",631,476539.6,7566483,0.013,70.8,0.06,0.62,6.89,0.006,1680,0.072,0.2,0.1,3.63,77.6,0.029,4550,1000,646,0.028,31.6,1.49,1460,1.62,22.3,661,0.015,104,2.75,0.009,0.01,0.002,0.68,40.4
"483",633,484106.5,7422403,0.022,317,0.173,1.49,16.7,0.016,1810,0.081,0.17,0.73,4.4,154,0.122,2630,565,602,0.104,5,1.78,813,4.01,9.66,580,0.055,215,4.26,0.034,0.04,0.009,1.85,22.5
"484",634,634680.8,7447639,0.051,184,0.221,3.35,14.2,0.025,2360,0.084,0.3,0.54,7.19,189,0.059,4430,950,275,0.121,89.1,5.35,1320,3.87,15.8,901,0.053,215,10.1,0.024,0.098,0.009,2.35,25.7
"485",635,698130.4,7483533,0.066,207,0.167,2.24,10.6,0.056,2050,0.136,0.78,0.53,15.5,223,0.057,4930,919,468,0.097,53.5,13.8,1030,3.7,23.2,790,0.048,170,5.9,0.026,0.054,0.012,2.42,27.7
"486",636,498800.5,7541903,0.037,135,0.116,1.05,12.1,0.015,2460,0.074,0.2,0.53,4.33,120,0.039,3690,800,1030,0.063,49.4,1.59,1230,2.68,10.6,800,0.04,204,4.22,0.016,0.034,0.009,0.93,35.3
"487",637,759403.1,7670582,0.068,399,0.179,4.01,17.9,0.031,2650,0.182,0.94,1.72,20.5,609,0.044,5840,1560,253,0.087,242,18.7,1520,4.43,10.4,1100,0.074,289,15.9,0.054,0.018,0.019,14.2,52.5
"488",638,638087,7569748,0.023,112,0.168,2.2,16.9,0.022,2620,0.067,0.28,0.37,6.92,128,0.046,4130,1080,492,0.052,242,5.04,1450,1.82,8.82,968,0.211,137,6.77,0.015,0.019,0.006,1.28,37.3
"489",639,773462.6,7562845,0.158,517,0.492,4.03,15.4,0.123,2670,0.383,2.17,1.46,52.5,1760,0.047,5840,1090,376,0.331,294,60.5,1700,2.84,27.8,1050,0.154,304,21,0.064,0.046,0.034,4.49,35.6
"490",640,603600,7674400,0.039,175,0.52,3.23,29.2,0.036,3280,0.104,0.98,0.96,19.8,366,0.036,3770,961,423,0.075,239,27.1,1000,3.21,5.63,941,0.127,224,15.6,0.017,0.023,0.011,1.44,30
"491",642,444422.7,7568692,0.015,184,0.133,0.91,24.6,0.019,2670,0.075,0.16,0.56,4.32,154,0.052,3760,781,758,0.091,39.3,1.35,1240,3.73,19.8,865,0.051,158,5.47,0.02,0.043,0.009,1.32,27.4
"492",643,634062.9,7466467,0.03,183,0.12,0.73,10.9,0.016,1970,0.076,0.21,0.41,4.78,122,0.04,3440,840,471,0.065,31.9,1.92,1120,3.36,14.2,749,0.029,161,6.03,0.014,0.02,0.006,1.23,34
"493",646,639808.2,7541780,0.023,145,0.159,1.23,13.7,0.021,2180,0.068,0.26,0.36,6.51,164,0.053,4310,867,593,0.067,69.4,4.29,1250,2.95,13.1,922,0.051,216,9.44,0.017,0.043,0.008,1.65,29.3
"494",648,677410.8,7452579,0.02,159,0.114,0.96,11.6,0.011,2150,0.085,0.25,0.87,4.01,160,0.045,3570,1110,418,0.058,32.4,2.51,1000,2.6,12.5,771,0.034,156,4.01,0.023,0.039,0.006,1.13,35.6
"495",649,494102.4,7695939,0.042,181,0.106,0.79,21.1,0.022,2440,0.135,0.41,0.43,6.22,188,0.056,5000,1050,745,0.075,30.3,5.36,1380,3.99,20.7,886,0.047,188,9.89,0.018,0.027,0.009,1.94,45.9
"496",650,451700,7808820,0.012,103,0.06,2.36,11.7,0.007,2600,0.041,0.18,0.1,3.54,80.3,0.042,3810,1460,456,0.031,104,1.25,1210,1.42,4.95,753,0.022,111,8.98,0.009,0.008,0.006,0.48,28.7
"497",651,428129.4,7594681,0.017,86.8,0.098,1.06,14.8,0.012,3610,0.063,0.13,0.25,3.94,88,0.039,3580,867,496,0.063,33.9,1.81,1120,2.51,8.22,814,0.025,212,7.28,0.011,0.011,0.005,0.92,25.3
"498",652,465051,7773350,0.032,1200,0.151,1.54,41.5,0.019,2380,0.107,0.6,1.65,5.69,1080,0.05,4510,1380,165,0.071,65.7,4,1030,10.5,6.92,867,0.023,494,13.8,0.154,0.018,0.024,3.14,47.2
"499",653,587750,7689000,0.039,171,0.493,1.29,20.4,0.03,2390,0.096,0.92,0.79,18.1,340,0.097,2910,737,422,0.086,45.6,24.7,715,3.16,7.5,842,0.042,150,7.99,0.022,0.055,0.041,1.63,18.8
"500",654,423243,7721530,0.014,97.9,0.103,1.17,21.3,0.014,3240,0.06,0.15,0.22,3.8,101,0.058,4120,1020,407,0.044,44.7,1.91,1020,2.49,11.9,963,0.03,143,4.24,0.013,0.011,0.006,0.67,25.5
"501",655,425230.6,7614173,0.017,88.7,0.101,1.09,13,0.013,2590,0.061,0.31,1,4.53,86.4,0.046,3580,1350,419,0.067,42.4,2.02,1420,1.89,14.5,842,0.027,85.2,6.49,0.009,0.012,0.002,0.71,44
"502",656,667888.5,7624716,0.049,172,0.19,1.27,36.3,0.024,3080,0.094,0.56,0.5,10.7,195,0.065,5160,1100,809,0.057,78.8,11.8,1410,2.74,13.5,957,0.038,134,7.16,0.024,0.032,0.007,1.5,32.3
"503",657,601100,7689000,0.037,190,0.478,1.81,14,0.02,2770,0.119,1.29,1,20.9,448,0.036,5130,1290,418,0.061,130,30.9,1550,2.12,13.6,1030,0.032,285,7.34,0.026,0.021,0.008,1.36,34.4
"504",658,580500,7606700,0.05,253,0.161,1.37,14,0.013,2450,0.102,0.45,0.68,5.68,263,0.046,4300,1210,280,0.057,79.1,4.61,977,1.48,7.89,797,0.031,223,13.3,0.055,0.013,0.007,1.05,27.8
"505",662,575250,7859150,0.018,126,0.107,2.22,10.9,0.009,2520,0.023,0.24,0.31,3.97,122,0.102,3540,1530,224,0.064,196,1.9,1150,1.72,2.79,747,0.024,110,13.3,0.019,0.01,0.014,0.73,15.6
"506",663,703600.4,7684910,0.029,173,0.203,3.03,12.3,0.015,2610,0.086,0.9,0.84,16.5,286,0.04,4810,1380,421,0.079,112,25.3,1630,1.62,9.19,950,0.039,127,11.8,0.017,0.009,0.007,1.97,42.3
"507",664,594509,7729200,0.018,136,0.2,1.36,19.8,0.014,2520,0.064,0.88,0.61,12.1,314,0.037,4580,1190,472,0.057,75.1,17.2,1180,2.26,19.9,904,0.036,231,9.81,0.02,0.037,0.009,0.96,27.3
"508",666,394942.9,7531108,0.022,155,0.109,0.76,16,0.013,2360,0.052,0.16,0.41,5.18,158,0.047,3560,809,1170,0.087,38,1.3,1260,2.88,19.6,801,0.026,129,3.49,0.02,0.023,0.012,1.28,32
"509",667,455068.4,7419604,0.027,147,0.129,0.81,21.2,0.02,2410,0.108,0.19,0.79,4.83,126,0.035,3810,895,701,0.125,28.8,1.6,1300,4.3,15.9,810,0.041,117,4.24,0.021,0.042,0.01,1.66,27.4
"510",670,586614.6,7385618,0.021,136,0.128,1.01,12.3,0.016,2240,0.075,0.18,0.36,4.4,133,0.095,3610,848,649,0.077,35.5,1.77,1110,2.94,12.5,743,0.039,174,3.5,0.021,0.032,0.007,1.27,26.4
"511",671,568072.2,7713522,0.028,153,0.183,1.25,19.8,0.015,3150,0.08,0.62,0.69,10.8,268,0.06,5090,1320,514,0.058,59.4,13.2,1420,3.29,13.3,973,0.042,180,5.71,0.031,0.034,0.012,1.28,68.8
"512",672,527100,7855800,0.051,1310,0.162,2.48,19,0.015,1910,0.037,0.84,1.63,4.69,2100,0.043,3830,1640,112,0.108,229,2.4,1130,2.51,8.4,682,0.019,426,15.8,0.333,0.042,0.107,2.91,17.3
"513",676,632100,7797500,0.045,657,0.513,1.33,11.1,0.025,2180,0.116,1.8,2.97,27,746,0.047,4120,1120,344,0.072,98.8,48,1380,2.5,9.66,1100,0.028,354,7.48,0.05,0.015,0.011,2.1,30.8
"514",677,627814.4,7666514,0.085,318,0.268,1.68,28.1,0.044,3420,0.144,1.16,0.64,18.8,347,0.039,4830,1150,538,0.143,41.6,18.7,1040,5.49,11.4,1070,0.07,227,11.2,0.028,0.072,0.013,3.79,37.9
"515",678,714496.7,7470243,0.02,125,0.103,1.14,15.8,0.009,2230,0.058,0.26,0.28,4.37,85.8,0.027,4730,1220,444,0.047,63.8,2.25,1380,1.37,11.9,802,0.016,76.9,6.48,0.011,0.017,0.002,0.57,34.3
"516",679,545581.4,7610075,0.019,175,0.092,10,12.8,0.013,2160,0.101,0.11,0.46,3.56,159,0.046,5100,825,541,0.049,119,1.13,1070,3.44,19.3,855,0.044,146,4.38,0.026,0.048,0.008,1.24,25.6
"517",680,688909.1,7566967,0.047,196,0.236,5.13,22.4,0.033,3140,0.131,0.32,0.52,9.82,209,0.044,4100,1110,285,0.112,68.1,7.19,1360,3.08,7.39,971,0.041,180,7.12,0.018,0.015,0.009,2.18,32.5
"518",682,676997.6,7394453,0.043,201,0.248,2.59,19.9,0.028,3130,0.085,0.38,0.47,8.26,191,0.048,4300,1140,572,0.108,61.6,5.32,1330,2.91,14.8,1020,0.049,141,6.08,0.02,0.115,0.009,1.77,30.6
"519",683,714434.4,7510245,0.136,324,0.508,2.38,20.1,0.071,2650,0.171,1.99,0.8,43.6,423,0.1,3900,772,595,0.219,45.7,51.9,1060,4.49,7.34,1000,0.089,197,6.81,0.031,0.068,0.013,3.8,25.3
"520",684,404738.9,7567743,0.021,95,0.056,0.84,14.4,0.009,2060,0.088,0.17,0.3,3.1,79.4,0.045,4520,888,286,0.057,46.4,1.39,867,2.89,15.4,708,0.031,65,6.94,0.013,0.026,0.005,1.02,24.9
"521",685,602100,7735500,0.025,142,0.306,3.19,13.6,0.011,2670,0.071,0.66,0.64,12.1,343,0.045,3840,1250,435,0.184,93.7,14.9,1150,1.87,8.43,827,0.036,154,8.13,0.026,0.029,0.008,1.08,29.4
"522",686,730510,7512411,0.232,291,0.549,1.55,23.8,0.137,3010,0.213,3.87,0.95,87.4,383,0.04,6100,912,472,0.276,60.6,97.1,1400,5.94,20.3,1180,0.099,185,8.71,0.042,0.058,0.017,4.17,26.9
"523",687,421123,7839055,0.021,94.7,0.099,2.44,16.4,0.01,3000,0.055,0.28,0.36,4.72,100,0.039,3430,1690,190,0.205,229,1.93,1320,2.74,6.15,950,0.27,103,16.8,0.028,0.015,0.017,0.73,28.3
"524",691,589880,7701000,0.023,149,0.287,1.29,18.5,0.019,2550,0.093,0.88,0.74,16,250,0.034,4580,905,706,0.053,74.8,24.7,1080,2.87,12.8,900,0.049,179,4.35,0.012,0.024,0.008,1.26,22.2
"525",692,528488.4,7686643,0.005,33.9,0.049,0.96,12.3,0.005,1910,0.057,0.2,0.24,3.71,46.5,0.029,6150,1140,353,0.019,62.6,1.88,1470,0.84,15.7,856,0.011,51.9,8.06,0.002,0.004,0.002,0.28,31.2
"526",693,601800,7663900,0.027,120,0.327,3.57,21.5,0.019,2970,0.097,0.76,0.8,13.5,222,0.038,3850,983,331,0.074,236,16.9,1020,2.23,4.7,918,0.171,149,12.1,0.019,0.022,0.005,1.08,30.8
"527",695,619000,7618100,0.052,235,0.114,2.05,18.5,0.016,2560,0.098,0.51,0.71,6.42,228,0.023,5060,1210,472,0.046,78.8,6.91,1100,1.97,11.2,938,0.032,226,8.12,0.054,0.014,0.005,1.16,36.3
"528",696,471250,7797200,0.005,140,0.157,5.73,19.2,0.033,3100,0.052,0.26,0.45,5.38,130,0.057,4580,1930,449,0.089,127,1.87,1710,2.53,5.77,896,0.034,171,17.6,0.015,0.019,0.013,0.89,39.1
"529",698,728208.3,7373054,0.037,109,0.162,1.78,26.1,0.015,2820,0.101,0.3,0.33,6.7,113,0.036,4640,1260,603,0.08,54.5,3.16,1560,2.6,12,973,0.036,95.6,5.83,0.013,0.053,0.009,1.2,42
"530",699,617152.1,7499071,0.042,325,0.272,2.05,26.9,0.018,3290,0.104,0.39,1.08,7.47,351,0.043,3930,1150,972,0.126,56.1,4.9,1470,3.26,11.1,1060,0.041,299,14,0.046,0.019,0.017,2.05,81.9
"531",701,395067.9,7395614,0.025,231,0.173,1.11,23.7,0.028,2820,0.104,0.18,1.44,4.53,191,0.036,3990,877,739,0.184,39.1,1.84,1170,5.41,19.4,885,0.065,167,7.16,0.029,0.06,0.014,2.03,33.3
"532",702,688039.3,7636539,0.042,137,0.224,1.5,12.3,0.032,2270,0.139,0.71,0.52,14.7,158,0.032,4210,1000,267,0.106,131,14,1350,2.13,10.8,921,0.044,119,10.4,0.016,0.018,0.005,1.67,24.6
"533",703,747002,7495815,0.202,603,0.507,2.06,25.6,0.08,3010,0.274,3.26,1.48,73,980,0.056,5480,871,637,0.295,67.7,60.9,1010,6.57,6.67,1170,0.091,274,24,0.059,0.047,0.037,7.43,31.2
"534",706,398250,7824720,0.014,226,0.141,2.9,16.6,0.012,2570,0.025,0.22,1.18,4.52,297,0.07,3170,1720,239,0.114,197,2,1200,3,5.91,797,0.041,191,16.6,0.068,0.032,0.034,1.21,16.4
"535",707,385234,7723326,0.02,158,0.107,0.72,25.6,0.014,2620,0.083,0.2,0.38,3.58,160,0.051,4570,1160,318,0.064,73.4,2.09,1340,5.8,12.3,788,0.042,137,8.85,0.024,0.02,0.01,1.42,52.2
"536",708,707656.8,7751964,0.041,235,0.261,1.99,20,0.031,2330,0.094,1.06,1.35,19.1,492,0.054,5280,1560,281,0.073,267,25.2,1230,6.8,3.12,881,0.054,223,12.2,0.029,0.017,0.025,3.28,24.2
"537",708,707656.8,7751964,0.06,249,0.377,2.03,17.6,0.039,1920,0.089,1.2,1.66,24,543,0.064,3780,1220,225,0.123,228,31.9,1240,7.47,2.41,944,0.063,400,10.3,0.031,0.037,0.026,3.38,20.3
"538",709,619450,7791100,0.03,416,0.265,2.15,16.8,0.029,2070,0.11,0.68,0.96,8.35,570,0.074,4880,1200,574,0.062,149,9.75,1270,3.41,3.95,891,0.05,347,8.24,0.049,0.02,0.016,1.91,38.6
"539",712,822219.6,7531084,0.048,568,0.226,1.91,18.6,0.042,2510,0.173,0.52,0.74,9.15,380,0.075,4260,1090,746,0.125,156,8.14,1460,3.28,6.84,875,0.045,329,88.8,0.128,0.018,0.056,2.59,46.1
"540",713,400790.6,7543653,0.011,137,0.098,0.61,9.91,0.01,1860,0.059,0.22,0.4,3.63,171,0.034,3530,863,353,0.076,63.8,1.38,1030,2.75,14.1,689,0.034,127,5.29,0.025,0.036,0.012,1.13,57.6
"541",714,396692.3,7497572,0.016,254,0.146,1.92,18.9,0.016,2700,0.078,0.32,1.29,4.95,406,0.05,4290,1260,568,0.096,49.8,1.99,1510,3.13,14.5,891,0.04,251,5.82,0.051,0.031,0.02,2.01,40.7
"542",715,480807.8,7611824,0.011,77.9,0.067,0.83,16.4,0.009,2170,0.055,0.18,0.31,4.81,70.6,0.043,4050,815,528,0.049,52.2,1.96,1110,2.24,10.1,755,0.027,56.9,4.71,0.01,0.013,0.005,0.78,33.2
"543",716,472950,7853750,0.026,212,0.163,2.27,20.9,0.019,2700,0.063,0.21,0.43,4.05,257,0.139,4220,1730,99,0.08,237,2.41,814,5.77,4.76,829,0.048,167,16.4,0.032,0.019,0.021,1.96,25.6
"544",717,534785.8,7767710,0.02,441,0.174,3.35,84.3,0.01,4630,0.054,2.62,0.28,4.18,237,0.071,2910,1320,157,0.047,137,3.11,713,2.3,6.33,811,0.027,341,35.9,0.04,0.049,0.068,1.09,18.9
"545",718,464914.3,7673299,0.019,389,0.107,0.99,54.4,0.014,2820,0.056,0.37,0.34,3.83,149,0.028,4790,1070,359,0.042,58,3.47,1070,5.2,15.9,843,0.029,133,19.8,0.012,0.015,0.005,1.15,33.4
"546",724,556576.9,7571741,0.034,199,0.163,1.58,23.4,0.018,3340,0.085,0.24,0.48,6.21,135,0.04,3830,825,388,0.077,36.1,4.01,1130,3.7,10.7,870,0.029,162,8,0.014,0.017,0.005,1.41,37.5
"547",726,517350,7799100,0.045,2020,0.186,2.77,40.5,0.019,3130,0.055,0.73,0.52,7.45,234,0.058,2900,1870,44.1,0.084,115,7.71,1170,5.34,1.53,849,0.042,258,38.2,0.023,0.012,0.038,1.03,17.7
"548",727,701796.8,7586318,0.043,160,0.162,2.08,24.5,0.018,2240,0.117,0.64,0.41,7.91,143,0.026,3900,1020,553,0.057,97.6,7.28,940,1.93,9.79,733,0.029,141,11.7,0.013,0.033,0.006,1.36,26.1
"549",728,379149.4,7593482,0.015,168,0.132,1.46,12.8,0.009,2220,0.091,0.15,0.39,3.27,119,0.054,3730,992,268,0.039,37.7,1.48,1030,2.74,18.6,726,0.033,133,6.88,0.018,0.02,0.009,0.99,31.1
"550",729,615800,7669100,0.037,258,0.381,2.14,14.1,0.031,2660,0.149,1.11,0.93,21,260,0.029,5930,979,330,0.043,196,32.1,1370,2.52,14.9,1080,0.135,206,8.22,0.01,0.008,0.005,1.36,27.6
"551",730,655602.1,7498198,0.041,335,0.127,2.03,30.6,0.031,3990,0.081,0.85,0.93,8.56,852,0.027,4490,1810,438,0.079,78.3,7.29,1690,1.6,8.88,897,0.021,373,35.9,0.061,0.012,0.03,9.85,33.1
"552",731,834789.3,7552830,0.061,290,0.224,1.98,22.4,0.038,2270,0.127,0.69,0.52,15.6,204,0.034,4610,1130,463,0.12,311,14.4,1490,3.7,14.5,894,0.065,195,67.6,0.076,0.015,0.032,2.69,50.5
"553",732,832464.4,7634293,0.046,148,0.134,1.66,14.5,0.016,2190,0.098,0.53,0.36,12.4,148,0.032,4660,1160,394,0.062,207,10.8,1130,2.44,8.72,832,0.057,107,10.7,0.029,0.011,0.011,1.39,40.7
"554",733,498950.4,7383019,0.023,221,0.173,1.58,29.7,0.02,3280,0.124,0.18,0.65,4.55,180,0.068,4030,1140,731,0.099,33.9,1.74,1330,4.95,14.2,914,0.051,179,3.37,0.038,0.033,0.015,1.69,27.4
"555",736,493152.8,7408559,0.026,211,0.173,1.29,26,0.026,2890,0.127,0.2,0.91,5.37,217,0.098,3670,873,404,0.099,38.7,1.93,1220,7.84,20.2,874,0.126,199,6.35,0.035,0.056,0.023,1.73,38.2
"556",737,530937.4,7585885,0.04,135,0.126,0.64,14.5,0.017,2560,0.111,0.24,0.38,5.15,116,0.053,4400,865,574,0.054,49.5,3.13,571,3.49,11.8,746,0.033,121,5.32,0.018,0.108,0.008,1.15,27.2
"557",738,661188.3,7543058,0.044,260,0.204,2.06,17.2,0.042,2760,0.122,0.56,0.58,11.9,305,0.042,4290,893,459,0.102,115,9.79,1040,4.46,18.6,932,0.056,182,6.89,0.031,0.142,0.015,3.08,25.2
"558",739,780250,7520515,0.113,1260,0.582,3.74,32,0.062,3210,0.2,1.34,1.66,31.5,768,0.079,6370,1180,205,0.298,120,33.7,2070,8.6,11.6,1220,0.122,391,129,0.132,0.048,0.074,21.3,72.4
"559",742,696799.7,7545823,0.046,255,0.199,2.03,33.8,0.029,3340,0.089,0.43,0.46,8.87,259,0.035,3490,810,233,0.104,156,8.28,858,3.18,9.81,794,0.18,226,21.9,0.025,0.014,0.013,2.35,29.6
"560",743,821282.5,7468223,0.055,584,0.303,2.99,16.4,0.031,2830,0.113,0.75,0.66,14.9,318,0.079,3540,1000,358,0.125,87.6,14.3,1230,4.16,9.64,952,0.06,266,22.1,0.036,0.035,0.021,2.7,32.2
"561",744,657213.5,7565282,0.026,146,0.185,2.46,17.6,0.029,2430,0.109,0.35,0.48,8.27,154,0.089,3810,1010,410,0.083,134,5.37,1480,2.15,10.9,949,0.12,155,6.99,0.013,0.022,0.008,1.23,36.6
"562",747,611100,7695700,0.06,200,1.13,2.99,12.1,0.039,2280,0.178,3.63,2.26,63.7,811,0.05,4320,1270,438,0.08,114,97.8,1520,3.29,10.1,1070,0.054,355,6.58,0.019,0.028,0.01,1.62,39.9
"563",748,575119.3,7497122,0.021,148,0.129,1.32,14,0.014,2390,0.076,0.19,0.42,5.32,116,0.057,4200,1020,566,0.074,49,2.43,1320,2.73,14.5,842,0.034,116,7.04,0.017,0.034,0.008,1.11,54.3
"564",751,727022.4,7589485,0.324,404,0.619,2.45,25.1,0.104,2930,0.357,6.05,1.28,130,391,0.045,5620,927,620,0.398,171,139,1500,5.75,17.8,1090,0.114,249,9.98,0.024,0.022,0.012,3.86,33.8
"565",752,445072.4,7610425,0.015,214,0.095,1.36,20.2,0.009,2480,0.053,0.18,0.3,4.15,142,0.033,3080,828,356,0.052,60.7,1.42,735,2.26,7.58,706,0.026,231,8.69,0.011,0.022,0.005,0.78,25
"566",754,723395.8,7486285,0.151,427,0.503,3.13,24.8,0.097,3130,0.174,2.15,0.61,38.3,518,0.052,4450,1050,612,0.259,74.1,42.3,1520,5.06,12.2,1050,0.078,220,16.2,0.035,0.072,0.021,5.42,34.3
"567",755,638769.8,7700249,0.156,748,2.34,3.93,45.7,0.063,6560,0.326,10.1,7.97,205,3220,0.084,5540,1640,127,0.16,458,341,763,3.98,15,2090,0.056,368,26,0.037,0.026,0.021,3.46,28.2
"568",756,447471.5,7560046,0.026,229,0.203,1.28,17,0.018,2500,0.078,0.32,0.44,4.83,295,0.046,3080,881,807,0.075,71,2.3,1280,3.84,12.3,792,0.029,216,4.97,0.031,0.038,0.015,1.94,40
