"","ID","CNo","XCOO","YCOO","SiO2_B","TiO2_B","Al2O3_B","Fe2O3_B","MnO_B","MgO_B","CaO_B","Na2O_B","K2O_B","P2O5_B","SO3_B","Cl_B","F_B","LOI_B","As_B","Ba_B","Bi_B","Ce_B","Co_B","Cr_B","Cs_B","Cu_B","Ga_B","Hf_B","La_B","Mo_B","Nb_B","Ni_B","Pb_B","Rb_B","Sb_B","Sc_B","Sn_B","Sr_B","Ta_B","Th_B","U_B","V_B","W_B","Y_B","Zn_B","Zr_B"
"385",5430,34,886688.4,6776817.1,74.27,0.606,11.62,3.65,0.075,0.98,1.32,1.88,2.13,0.111,0.005,0.003,0.01,3.1,4,525,1.5,55,8,55,2.5,19,15,7,32,3,10,13,16,79,2.5,9,1,153,2.5,11,1.5,64,2.5,15,44,241
"386",5431,9,391946.3,5882900.5,88.48,0.176,5.38,1.3,0.034,0.24,0.44,0.74,1.57,0.049,0.005,0.002,0.01,1.38,3,280,1.5,44,1.5,16,2.5,194,4,2.5,28,1,4,1.5,11,51,2.5,5,1,63,2.5,9,5,11,12,8,26,159
"388",5434,228,-521015,6044054.3,87.89,0.149,5.9,1.19,0.025,0.18,0.58,1.25,1.51,0.065,0.005,0.008,0.01,1.09,3,349,1.5,10,1.5,8,2.5,5,5,2.5,10,1,4,1.5,15,52,2.5,1,1,85,2.5,10,1.5,12,2.5,6,20,71
"389",5435,50,792694.9,6796687.3,70.25,0.481,11.76,2.91,0.04,0.85,1.88,2.65,1.63,0.166,0.005,0.008,0.01,7.11,5,494,1.5,41,5,45,2.5,5,15,6,20,1,3,4,14,65,2.5,8,3,215,5,10,1.5,57,2.5,9,44,169
"390",5437,20,545268.5,6090583,86.41,0.348,6.27,1.45,0.033,0.3,0.43,0.65,2.08,0.055,0.005,0.006,0.01,1.76,2,362,8,40,1.5,27,2.5,5,7,8,10,1,10,1.5,12,67,2.5,5,3,63,2.5,8,1.5,21,2.5,10,26,243
"391",5438,77,596456.8,6237721.8,89.12,0.163,5.22,1.09,0.017,0.14,0.45,0.61,1.69,0.084,0.005,0.003,0.01,1.28,3,320,1.5,39,7,10,2.5,5,5,2.5,10,1,1,1.5,14,63,2.5,4,1,52,2.5,9,1.5,8,2.5,9,12,128
"392",5439,27,-575751.8,6106679.2,74.74,0.563,10.49,3.88,0.071,0.82,0.91,0.9,2.16,0.077,0.005,0.005,0.01,5.1,9,424,1.5,68,6,59,2.5,17,13,6,47,1,4,19,16,77,2.5,11,3,80,2.5,13,1.5,62,9,28,62,222
"393",5440,13,352348.8,5978367.2,92.9,0.115,3.29,0.53,0.018,0.06,0.19,0.39,1.13,0.058,0.005,0.006,0.01,1.18,1,217,1.5,10,1.5,9,2.5,5,1.5,2.5,10,1,4,1.5,10,44,2.5,3,1,34,2.5,7,1.5,2.5,2.5,3,10,127
"394",5442,1,500997.2,5944897.2,90.96,0.183,4.4,0.73,0.015,0.1,0.28,0.51,1.45,0.04,0.005,0.005,0.01,1.17,1,277,1.5,10,1.5,13,2.5,5,1.5,2.5,21,1,4,1.5,10,36,2.5,3,1,46,2.5,12,1.5,19,2.5,7,11,210
"395",5443,63,908259.9,6966256.4,60.95,1.207,11.07,9.46,0.138,3.82,3.25,2.01,1.29,0.154,0.03,0.005,0.031,6.26,12,353,6,29,32,50,2.5,274,17,2.5,10,20,11,71,14,65,2.5,25,1,113,2.5,6,1.5,234,2.5,29,178,153
"396",5444,201,-391491.9,6129577.5,78.49,0.467,8.75,3.45,0.054,0.75,0.65,0.78,1.95,0.079,0.005,0.007,0.01,4.35,7,351,1.5,74,10,43,2.5,19,9,2.5,43,1,1,12,27,82,2.5,8,1,64,5,13,1.5,57,2.5,20,48,249
"397",5445,81,626293.1,6389809.3,77.92,0.358,7.97,2.62,0.064,0.66,2.67,0.83,2.21,0.119,0.005,0.006,0.024,4.28,3,385,1.5,39,5,32,5,14,9,8,10,1,9,6,14,75,2.5,6,1,94,2.5,11,3,37,10,23,36,225
"398",5446,159,-665517.6,5935863.1,78.31,0.437,8.74,3.49,0.07,0.51,0.52,0.39,1.49,0.046,0.005,0.011,0.01,5.78,9,298,1.5,63,1.5,54,2.5,24,8,2.5,26,1,10,10,20,72,2.5,8,1,48,2.5,13,1.5,50,2.5,18,48,266
"399",5447,45,790673.9,6923921.2,76.43,0.243,12.35,1.64,0.029,0.42,2.19,3.8,1.74,0.083,0.005,0.009,0.042,0.78,1,576,1.5,10,1.5,20,2.5,15,12,2.5,10,1,1,1.5,14,62,2.5,4,1,318,6,6,1.5,26,2.5,3,18,140
"400",5448,80,666746.1,6376412.4,73.41,0.525,10.86,3.82,0.065,0.86,1.42,0.77,2.41,0.127,0.005,0.009,0.01,5.41,3,431,1.5,45,10,45,2.5,24,13,2.5,52,1,4,23,17,91,2.5,11,3,83,6,12,1.5,55,8,20,59,241
"401",5449,223,-558654.3,6041132.5,82.38,0.496,7.62,2.61,0.029,0.52,0.4,0.65,1.88,0.058,0.005,0.009,0.01,3.12,4,331,9,43,7,37,2.5,13,9,8,32,3,12,1.5,13,59,2.5,6,1,56,2.5,9,1.5,43,2.5,16,33,291
"402",5450,71,674414.5,6438977.1,71.21,0.573,12.64,4.32,0.061,1.08,0.99,1.34,2.53,0.1,0.005,0.006,0.03,4.86,6,537,7,65,8,49,2.5,18,14,2.5,53,4,11,16,18,94,2.5,11,1,122,2.5,11,1.5,66,2.5,27,60,215
"403",5451,21,558132.5,6556009.8,71.4,0.473,9.4,2.87,0.081,1.64,3.59,1.18,3.01,0.142,0.005,0.01,0.01,5.94,4,476,1.5,84,8,30,2.5,16,14,7,34,1,8,5,20,98,2.5,6,1,104,2.5,15,1.5,32,10,31,45,263
"404",5452,27,814761,6684971.5,85.24,0.206,6.69,2.15,0.135,0.43,0.72,1.41,1.56,0.066,0.005,0.006,0.01,1.22,5,391,1.5,44,1.5,22,2.5,18,7,2.5,10,1,6,4,9,72,2.5,6,1,102,2.5,10,6,11,2.5,8,42,87
"405",5453,52,565630.2,6478757.7,83.76,0.376,7.26,2.41,0.044,0.48,0.25,0.37,2.46,0.079,0.005,0.007,0.119,2.22,5,362,1.5,58,4,24,2.5,5,6,7,41,1,5,4,10,66,2.5,7,1,41,2.5,15,1.5,32,2.5,13,29,214
"406",5454,30,826920,6715310.2,89.97,0.194,5.21,0.57,0.012,0.11,0.57,1.01,1.51,0.037,0.005,0.004,0.082,0.57,1,357,1.5,25,1.5,10,2.5,5,5,2.5,10,1,4,1.5,11,37,2.5,4,1,86,2.5,9,1.5,13,7,6,15,153
"407",5455,27,647745.6,6135753.6,81.37,0.474,8.45,2.4,0.053,0.43,0.59,0.89,2.28,0.073,0.005,0.015,0.027,2.68,4,432,1.5,61,3,26,2.5,17,9,2.5,32,1,9,4,12,76,2.5,7,1,74,2.5,12,1.5,32,2.5,18,33,344
"408",5456,11,698741.8,6627283.9,73.95,0.668,11.52,3.68,0.062,1.01,1,1.31,2.61,0.109,0.005,0.004,0.01,3.81,4,562,5,73,7,56,2.5,20,13,2.5,33,2,14,15,15,91,6,12,1,125,2.5,9,1.5,54,6,27,56,276
"409",5458,60,902388.2,6854977.8,81.31,0.276,9.05,2.02,0.025,0.7,1.11,2.51,1.51,0.048,0.005,0.009,0.01,1.23,1,461,3,10,8,26,2.5,23,9,2.5,10,1,1,6,13,29,7,7,1,153,2.5,6,1.5,39,2.5,8,25,43
"410",5459,41,677304.5,6829802.8,60.57,0.791,15.92,6.95,0.116,3.01,2.46,2.82,2.88,0.188,0.005,0.011,0.026,3.9,6,748,1.5,82,21,109,2.5,44,22,2.5,52,14,9,49,15,116,2.5,19,1,201,2.5,13,6,123,2.5,21,105,157
"411",5460,23,610913.9,6079935.7,86.85,0.372,6.27,1.28,0.033,0.23,0.52,0.81,2.06,0.039,0.005,0.005,0.01,1.35,2,367,1.5,42,1.5,25,2.5,5,5,2.5,10,1,6,1.5,15,72,2.5,3,1,69,2.5,12,1.5,24,14,10,21,308
"412",5461,132,-778039.9,6040010.1,95.11,0.155,2.29,0.28,0.007,0.02,0.08,0.28,0.84,0.015,0.005,0.008,0.01,0.82,1,190,1.5,10,1.5,10,2.5,5,1.5,2.5,10,3,5,1.5,2,28,2.5,1,1,22,2.5,10,1.5,9,2.5,1.5,5,196
"413",5462,5,-602750.6,6206536.6,78.89,0.495,8.72,3.2,0.061,0.7,0.65,0.95,2.11,0.073,0.005,0.007,0.01,3.94,9,389,1.5,59,12,46,2.5,5,9,2.5,39,1,7,13,15,79,2.5,9,2,80,2.5,13,1.5,46,2.5,19,43,299
"414",5463,51,550893,6526424.6,77.75,0.428,9.73,3.02,0.094,0.79,0.74,0.9,3.51,0.135,0.005,0.005,0.01,2.59,6,487,1.5,62,5,27,2.5,25,13,6,54,1,11,23,16,97,2.5,9,1,77,2.5,13,1.5,38,2.5,29,45,264
"415",5464,17,664056,6487276.2,67.15,0.447,10.12,3.34,0.075,1.09,6.15,1.02,2.49,0.113,0.005,0.008,0.01,7.81,4,427,1.5,59,1.5,38,2.5,11,11,2.5,43,4,6,17,12,82,2.5,10,1,104,2.5,13,1.5,50,9,20,40,204
"416",5465,218,-425212.9,6033437.2,81.74,0.376,7.45,2.82,0.043,0.59,0.65,0.76,1.74,0.077,0.005,0.008,0.01,3.5,7,321,1.5,68,6,45,2.5,11,10,2.5,10,4,10,16,9,61,2.5,7,3,66,2.5,12,1.5,45,2.5,19,39,226
"417",5466,76,563627.8,6258443,73.54,0.319,7.78,3.01,0.112,1.78,4.29,1.33,1.8,0.133,0.005,0.006,0.049,5.62,7,346,1.5,53,4,17,2.5,15,11,2.5,45,1,10,19,16,54,6,8,1,113,2.5,14,1.5,32,2.5,26,48,193
"418",5467,221,-347510.9,6049728.5,88.15,0.361,5.42,1.28,0.059,0.14,0.41,0.72,1.51,0.074,0.005,0.007,0.01,1.65,2,329,1.5,26,1.5,20,2.5,5,3,2.5,10,1,6,5,9,54,2.5,3,1,55,2.5,14,1.5,11,2.5,7,25,306
"419",5468,48,827435.4,6848253.7,71.23,0.426,13.63,3.27,0.05,1.22,2.13,3.41,1.97,0.101,0.005,0.01,0.035,2.26,1,598,1.5,38,8,59,2.5,19,18,2.5,29,12,4,28,16,53,2.5,9,1,247,2.5,9,1.5,52,2.5,17,43,130
"420",5469,1,704102.6,6662696,80.71,0.418,9.73,1.5,0.035,0.36,1.58,2.18,2.12,0.108,0.005,0.007,0.01,0.98,1,502,1.5,45,1.5,26,2.5,5,12,11,35,1,8,6,15,47,2.5,7,1,181,2.5,12,1.5,24,2.5,20,23,361
"421",5470,70,993229.7,6870631,75.47,0.404,9.85,2.53,0.061,1.45,2.66,2.33,1.73,0.095,0.005,0.009,0.01,3.13,1,434,1.5,32,1.5,106,2.5,14,9,2.5,29,1,1,24,9,32,2.5,8,1,168,2.5,9,1.5,51,2.5,15,28,246
"422",5471,68,972629.9,6909071.6,87.32,0.247,5.66,1.69,0.032,0.22,0.38,0.56,1.56,0.064,0.005,0.003,0.01,2.07,4,288,1.5,10,5,19,2.5,5,4,2.5,25,1,2,8,6,49,2.5,4,1,49,2.5,11,1.5,30,2.5,13,21,233
"423",5472,8,451270.4,5894413.4,70.75,0.516,13.34,3.53,0.048,1.38,2.58,3.27,1.92,0.123,0.005,0.008,0.01,2.23,1,572,1.5,61,6,67,2.5,14,16,2.5,22,1,5,31,19,64,7,11,2,299,2.5,8,1.5,55,2.5,14,41,212
"424",5473,47,805935.4,6879865.1,79.54,0.367,9.68,2.38,0.056,0.42,0.94,1.49,2.57,0.094,0.005,0.006,0.01,2.18,1,551,1.5,46,1.5,29,2.5,22,9,2.5,38,1,4,10,20,75,2.5,6,1,133,2.5,11,1.5,15,6,20,39,340
"425",5474,10,740299.7,6589967.2,76.73,0.351,11.01,2.42,0.039,0.72,2.1,3.02,1.66,0.098,0.005,0.006,0.01,1.62,6,473,1.5,10,4,55,2.5,5,12,2.5,43,1,6,18,5,29,2.5,7,3,221,2.5,6,1.5,55,9,13,24,200
"426",5475,67,971455.3,6960620.1,74.62,0.333,12.38,2.43,0.04,0.93,1.85,3.54,1.9,0.055,0.005,0.005,0.01,1.74,1,552,1.5,10,7,44,2.5,5,15,7,10,1,4,17,11,59,2.5,6,1,255,2.5,8,1.5,48,2.5,3,24,132
"427",5476,119,-729529.6,6036251.3,85.8,0.341,6.42,2.14,0.029,0.28,0.21,0.48,1.37,0.038,0.005,0.008,0.01,2.69,3,274,3,30,1.5,39,2.5,5,6,2.5,10,3,1,10,10,40,2.5,4,3,39,2.5,9,1.5,39,2.5,7,30,182
"428",5477,43,713246.4,6867819.5,63.87,0.585,16.17,6,0.117,2.01,1.13,2.21,2.32,0.18,0.005,0.002,0.01,5.15,18,584,1.5,44,23,80,2.5,35,19,2.5,23,15,3,45,19,93,2.5,14,1,139,2.5,13,1.5,85,2.5,21,103,146
"429",5479,5,303894.6,5933553.9,89.76,0.21,4.81,1.07,0.021,0.11,0.34,0.59,1.57,0.056,0.005,0.005,0.035,1.24,1,284,1.5,32,1.5,18,2.5,5,4,2.5,10,1,2,10,8,42,2.5,4,1,46,2.5,11,1.5,15,2.5,7,16,233
"430",5480,225,-559541.3,6028849,93.11,0.302,2.79,0.72,0.018,0.03,0.31,0.46,0.86,0.041,0.005,0.005,0.101,1.08,3,181,6,30,1.5,18,2.5,5,1.5,2.5,10,1,5,9,2,23,2.5,4,1,35,2.5,7,1.5,11,2.5,8,16,400
"431",5481,207,-424218.8,6101789.1,77.46,0.362,6.59,2.26,0.046,0.52,4.49,0.74,1.6,0.084,0.005,0.012,0.057,5.57,6,316,1.5,53,1.5,32,2.5,5,6,2.5,35,2,1,18,9,37,2.5,7,1,90,2.5,14,1.5,33,2.5,18,33,206
"432",5482,18,435127.6,6066254.7,88.56,0.168,5.53,1.08,0.032,0.17,0.42,0.84,1.64,0.044,0.005,0.003,0.01,1.36,3,300,1.5,34,1.5,10,2.5,5,5,2.5,21,1,1,6,7,33,9,4,1,58,2.5,12,1.5,18,2.5,10,16,130
"433",5483,114,-677478,6114361.8,84.69,0.48,6.42,2.05,0.04,0.39,0.55,1.01,1.57,0.08,0.005,0.006,0.01,2.48,7,300,1.5,50,1.5,63,2.5,5,7,8,10,1,8,12,10,60,2.5,6,2,70,2.5,13,1.5,30,2.5,17,27,429
"434",5484,19,634669.5,6523239.6,74.21,0.356,12.5,2.68,0.039,0.46,1.34,2.51,3.28,0.094,0.005,0.007,0.01,2.23,7,611,1.5,72,3,16,2.5,5,17,2.5,46,1,12,10,19,130,2.5,9,1,157,2.5,15,1.5,11,2.5,20,43,316
"435",5485,15,472673.9,5993113.9,87.21,0.164,4.43,0.89,0.043,0.3,0.78,0.59,1.4,0.124,0.005,0.006,0.024,3.82,3,270,1.5,22,1.5,12,2.5,5,3,2.5,10,1,6,9,10,35,2.5,3,1,52,2.5,8,1.5,11,2.5,6,26,150
"436",5486,25,781651.7,6646021.8,79.62,0.437,9.18,3.02,0.081,0.56,0.78,1.01,2.02,0.168,0.005,0.004,0.01,2.86,5,428,1.5,58,4,30,2.5,29,9,2.5,47,3,1,16,13,40,2.5,9,1,94,2.5,11,1.5,31,2.5,28,45,212
"437",5487,2,455857.2,5933774.3,85.86,0.375,5.95,2.03,0.059,0.3,0.66,0.66,1.61,0.121,0.005,0.005,0.01,2.16,1,291,1.5,56,1.5,39,2.5,5,7,6,25,4,7,15,15,60,2.5,4,1,59,2.5,14,1.5,30,6,16,28,407
"438",5488,79,637645.4,6319617.1,78.16,0.522,9.52,3.41,0.076,0.66,0.59,0.76,2.44,0.114,0.005,0.007,0.01,3.51,5,419,1.5,81,6,42,2.5,13,12,8,45,1,9,22,10,82,2.5,10,2,76,2.5,11,1.5,48,2.5,21,38,300
"439",5489,26,781966,6601732,60.36,0.872,16.72,6.71,0.11,1.84,0.9,1.12,2.75,0.084,0.005,0.011,0.01,8.24,8,582,7,122,19,96,2.5,28,22,2.5,78,14,10,48,10,102,2.5,18,2,110,2.5,12,5,102,2.5,28,84,215
"440",5490,8,608854.8,6685853.7,80.38,0.189,10.45,0.95,0.023,0.14,1.22,2.45,2.84,0.052,0.005,0.005,0.01,1.03,3,579,5,28,1.5,12,2.5,5,12,2.5,10,1,6,1.5,15,85,8,5,1,159,2.5,6,1.5,2.5,7,11,15,262
"441",5491,12,645299.9,6621718.7,74.17,0.495,11.78,3.54,0.062,0.73,0.89,1.43,3.2,0.103,0.005,0.006,0.075,3.26,5,515,5,81,1.5,36,2.5,17,15,5,44,1,9,23,23,114,2.5,8,1,111,2.5,15,1.5,35,2.5,26,55,294
"442",5492,241,-344792.1,5995265.7,83.04,0.379,7.04,2.65,0.035,0.48,0.49,0.78,1.69,0.075,0.005,0.032,0.01,3.08,7,314,1.5,35,1.5,38,5,42,6,2.5,53,1,12,18,13,55,2.5,6,1,60,2.5,10,1.5,50,2.5,18,36,238
"443",5493,44,732561.9,6912539.5,72.4,0.276,13.95,2.31,0.036,0.66,2.21,4.14,1.62,0.077,0.005,0.019,0.025,2.02,4,656,1.5,10,1.5,29,2.5,5,16,5,10,1,1,12,7,29,2.5,7,1,317,2.5,5,1.5,46,8,8,28,101
"444",5494,62,844954.1,6934080.2,66.16,0.664,13.05,5.34,0.085,4.26,1.96,2.59,2.15,0.154,0.005,0.004,0.01,3.31,3,475,1.5,54,18,66,2.5,44,17,2.5,37,1,1,37,8,59,6,13,1,203,2.5,11,1.5,76,2.5,14,45,182
"445",5495,210,-511420.3,6094371.5,82.69,0.393,7.13,2.45,0.05,0.48,0.69,0.76,1.75,0.062,0.005,0.005,0.052,3.24,7,337,1.5,50,7,37,2.5,12,9,8,35,2,11,18,9,61,2.5,6,1,68,2.5,10,1.5,52,2.5,18,28,231
"446",5496,139,-640976.3,6037654.9,94.42,0.104,2.58,0.53,0.014,0.07,0.16,0.43,0.82,0.025,0.005,0.002,0.01,0.77,1,178,1.5,10,1.5,1.5,2.5,5,1.5,2.5,10,1,4,6,5,35,2.5,1,1,29,5,2.5,1.5,6,2.5,1.5,5,85
"447",5497,55,714353.1,6454874.1,83.33,0.311,7.23,2.46,0.053,0.33,0.78,0.9,2.05,0.175,0.005,0.007,0.129,2.06,5,413,1.5,41,1.5,25,2.5,10,4,2.5,24,3,10,8,9,56,2.5,7,4,93,2.5,12,3,35,9,21,32,255
"448",5499,69,1000748.2,6892434.9,75.33,0.454,10.86,3.05,0.048,1.05,1.7,2.38,1.76,0.098,0.005,0.008,0.01,2.97,5,461,1.5,45,5,95,2.5,14,12,2.5,30,1,4,30,6,47,2.5,10,1,161,2.5,11,1.5,61,2.5,14,29,229
"449",5500,72,537725.3,6393581.6,83.85,0.366,7.45,2.24,0.039,0.4,0.45,0.64,1.93,0.07,0.005,0.009,0.01,2.33,2,315,1.5,33,1.5,26,2.5,12,9,9,42,2,1,14,11,64,2.5,7,1,56,2.5,15,1.5,33,5,14,30,216
"450",5501,6,574352.4,6727508.5,73.95,0.409,12.71,2.28,0.04,0.4,1.97,2.97,2.78,0.122,0.005,0.01,0.02,2.03,1,665,1.5,42,4,12,2.5,5,15,6,49,1,3,6,18,85,2.5,7,1,202,2.5,13,1.5,17,2.5,23,43,435
"451",5502,5,622827.9,6759217,73.28,0.357,12.5,2.4,0.037,0.66,1.81,2.74,2.18,0.115,0.005,0.006,0.01,3.68,3,492,6,61,1.5,34,2.5,5,14,8,24,1,5,14,13,48,2.5,9,3,225,2.5,8,1.5,26,6,18,36,266
"452",5503,19,497081.2,6086329.9,67.89,0.829,13.19,4.84,0.065,1.1,0.57,0.65,3.39,0.159,0.005,0.002,0.01,7.03,7,509,5,60,21,59,2.5,12,18,5,64,1,17,15,18,139,2.5,10,1,76,2.5,12,1.5,74,10,20,64,293
"453",5504,3,408636.3,5946407.1,83.22,0.36,7.49,2.15,0.045,0.51,0.5,0.67,2.34,0.078,0.005,0.006,0.01,2.35,4,363,1.5,42,3,26,2.5,182,10,2.5,29,1,7,4,11,65,2.5,8,4,64,2.5,8,1.5,37,2.5,16,30,227
"454",5505,74,567612.7,6329018.1,49.17,0.882,18,7.52,0.078,2.53,4.23,0.69,3.8,0.158,0.005,0.003,0.044,12.58,7,545,1.5,89,16,101,8,29,24,2.5,38,1,6,34,18,162,2.5,21,1,106,2.5,18,1.5,124,2.5,35,96,159
"455",5506,65,923247.6,6960648,60.1,0.472,10.34,4.72,0.06,5.88,5.55,2.37,1.69,0.109,0.005,0.01,0.023,8.49,6,337,1.5,10,13,65,2.5,42,12,2.5,10,15,4,23,2,40,2.5,10,1,146,2.5,6,1.5,71,11,12,36,135
"456",5507,227,-521380.3,6057967,61.13,0.52,9.44,3.83,0.056,1.2,8.84,0.71,2.11,0.117,0.005,0.003,0.1,11.72,6,360,5,49,8,52,2.5,24,9,2.5,27,1,6,24,17,91,2.5,10,2,124,2.5,8,1.5,62,2.5,26,60,210
"457",5508,33,866050.6,6784712.3,85.14,0.142,7.8,1.07,0.023,0.26,0.99,2.02,1.46,0.107,0.005,0.007,0.065,0.74,3,415,1.5,10,1.5,3,2.5,5,7,2.5,10,1,4,1.5,8,42,2.5,4,1,138,2.5,11,1.5,22,2.5,4,13,45
"458",5509,20,605942.5,6534940.5,69.46,0.651,13.5,4.68,0.062,1.08,0.81,1.2,3.76,0.12,0.005,0.004,0.01,4.36,8,566,1.5,105,1.5,46,2.5,29,12,2.5,51,1,10,10,19,118,2.5,13,3,103,2.5,17,4,71,2.5,33,64,324
"459",5510,299,-547560,5870099.8,77.16,0.446,5.92,1.75,0.042,0.92,4.9,0.74,1.62,0.074,0.05,0.002,0.01,6.13,8,318,1.5,41,6,44,2.5,50,7,8,10,1,8,5,2,42,8,5,1,90,2.5,13,3,23,2.5,19,24,362
"460",5511,22,638416.8,6587180.9,44.63,0.375,9.16,3.63,0.107,7.71,10.66,0.65,2.28,0.166,0.01,0.014,0.01,20.4,7,322,1.5,81,8,39,2.5,26,9,2.5,38,15,7,6,21,78,6,10,1,73,2.5,14,1.5,59,6,28,59,169
"461",5512,170,-666358.7,5956712.3,96.02,0.043,1.99,0.15,0.004,0.005,0.08,0.25,0.76,0.017,0.005,0.006,0.01,0.61,1,179,1.5,10,1.5,1.5,2.5,5,1.5,2.5,10,1,2,1.5,2,33,2.5,1,1,21,2.5,11,1.5,2.5,2.5,1.5,1.5,25
"462",5513,117,-597291.6,5975971.2,95.15,0.094,2.41,0.33,0.009,0.005,0.13,0.27,0.64,0.027,0.005,0.008,0.023,0.84,1,151,1.5,10,1.5,4,2.5,5,1.5,2.5,10,1,3,1.5,4,35,2.5,2,1,18,2.5,11,1.5,18,2.5,1.5,11,44
"463",5514,49,776745.8,6849547.4,74.02,0.456,11.91,3.15,0.067,1.26,2.13,3.24,1.73,0.113,0.005,0.007,0.01,1.67,3,550,1.5,48,10,22,2.5,20,12,2.5,27,1,5,8,10,54,2.5,9,1,255,2.5,9,1.5,70,5,12,44,150
"464",5515,37,923220.4,6745599.2,85.2,0.223,7.09,1.87,0.041,0.44,0.81,1.72,1.33,0.066,0.005,0.007,0.01,1.04,5,362,1.5,10,1.5,29,2.5,5,8,2.5,10,1,3,4,2,30,2.5,4,1,115,2.5,9,1.5,29,2.5,7,19,57
"465",5516,28,841541.2,6631905.5,88.22,0.254,5.71,1.09,0.036,0.17,0.59,1.01,1.64,0.073,0.005,0.005,0.01,0.99,2,365,1.5,24,4,17,2.5,13,7,2.5,10,1,4,1.5,9,39,2.5,4,1,86,2.5,9,1.5,15,2.5,8,18,216
"466",5517,29,867798.9,6632386.2,88.43,0.213,5.74,0.99,0.038,0.16,0.62,1.14,1.57,0.055,0.005,0.007,0.01,0.84,2,365,1.5,23,1.5,11,2.5,29,5,2.5,10,1,5,1.5,6,49,2.5,4,1,94,2.5,8,1.5,9,2.5,6,18,206
"467",5518,211,-552329.7,6089192.7,75.85,0.527,10.04,3.86,0.05,0.78,0.71,0.84,2.17,0.065,0.005,0.004,0.026,4.84,12,397,1.5,65,4,56,2.5,21,15,8,24,1,8,12,11,83,2.5,11,1,75,2.5,14,1.5,50,5,22,58,244
"468",5519,30,552773.1,6179136.5,78.04,0.607,8.76,2.24,0.057,0.52,1.02,0.88,2.36,0.12,0.005,0.005,0.08,4.99,3,446,1.5,66,1.5,43,2.5,15,11,9,46,3,13,4,19,66,2.5,6,1,85,2.5,12,1.5,42,14,20,44,467
"469",5520,9,-630735.7,6186122,88.33,0.199,5.18,0.73,0.015,0.12,0.42,1.03,1.41,0.043,0.005,0.005,0.01,2.35,1,319,6,10,1.5,6,2.5,10,6,5,10,1,6,1.5,10,37,2.5,3,1,69,2.5,7,1.5,12,2.5,8,17,159
"470",5521,75,576906.6,6318045.8,75.55,0.488,10.8,3.57,0.063,0.76,0.83,1.05,2.56,0.105,0.005,0.004,0.01,4,4,444,1.5,71,1.5,46,2.5,20,15,12,48,1,7,12,15,108,2.5,10,3,91,6,17,1.5,56,6,23,52,241
"471",5522,126,-806323.8,6001092.5,95.34,0.1,2.19,0.33,0.01,0.005,0.12,0.35,0.66,0.02,0.005,0.005,0.01,0.81,3,147,1.5,10,1.5,7,2.5,5,1.5,2.5,10,1,1,1.5,2,28,2.5,1,1,23,2.5,9,1.5,2.5,9,1.5,7,211
"472",5523,11,302040,5898509.6,90.06,0.281,4.51,1,0.026,0.15,0.28,0.55,1.44,0.042,0.005,0.005,0.05,1.41,1,276,1.5,10,7,21,2.5,5,4,2.5,10,1,5,1.5,8,43,2.5,3,1,45,2.5,9,1.5,21,2.5,11,16,329
"473",5524,26,685694.6,6150938.6,89.18,0.137,5.3,0.89,0.022,0.09,0.44,0.85,1.44,0.043,0.005,0.003,0.01,1.44,1,290,1.5,10,1.5,6,2.5,5,4,2.5,10,1,4,1.5,13,46,2.5,3,3,59,2.5,12,1.5,17,11,8,19,89
"474",5525,61,879184.9,6883212.2,61.22,0.713,15.99,6.12,0.101,3.16,2.18,2.83,2.55,0.152,0.005,0.004,0.01,4.66,6,726,1.5,41,13,97,2.5,52,20,2.5,30,17,8,45,10,96,2.5,14,1,190,2.5,12,1.5,108,2.5,14,86,122
"475",5526,29,592181.3,6192967,90.33,0.21,4.27,0.69,0.037,0.02,0.31,0.51,1.48,0.107,0.005,0.004,0.01,1.85,2,295,1.5,39,1.5,10,2.5,18,1.5,2.5,10,1,1,1.5,8,43,2.5,2,2,45,2.5,10,1.5,8,5,5,19,273
"476",5528,100,-692098.1,6030155.7,93.36,0.232,3.09,0.51,0.028,0.005,0.14,0.34,0.99,0.038,0.005,0.004,0.032,1.13,1,228,1.5,10,1.5,16,2.5,5,3,2.5,10,1,2,1.5,7,26,2.5,2,2,27,2.5,10,1.5,10,2.5,6,14,256
"477",5529,4,346311.4,5940388.7,82.36,0.42,7.97,2.26,0.042,0.54,0.49,0.73,2.42,0.057,0.005,0.004,0.01,2.47,3,380,1.5,44,1.5,32,2.5,5,8,2.5,34,1,9,5,13,94,2.5,7,1,72,2.5,12,1.5,31,2.5,14,34,254
"478",5530,219,-366694.4,6079015.8,84.49,0.371,6.51,2.49,0.045,0.44,0.46,0.68,1.66,0.085,0.005,0.005,0.01,2.52,7,304,1.5,53,1.5,36,2.5,5,7,2.5,33,2,7,6,14,61,2.5,5,1,56,2.5,10,1.5,28,6,15,43,238
"479",5531,245,791535,6923996.3,76.16,0.265,12.22,1.75,0.031,0.47,2.31,3.75,1.62,0.089,0.005,0.007,0.061,1.05,1,559,1.5,23,1.5,26,2.5,5,12,2.5,10,1,5,1.5,19,44,2.5,7,1,328,2.5,6,1.5,26,2.5,5,24,145
