"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Sc","Si","Sr","Th","Tl","U","V","Y","Zn","C","H","N","LOI","pH","Cond"
"350",438,424531,7540500,1.19,1890,1.46,1.56,79.6,0.04,0.221,2240,0.308,0.82,2.76,7.2,2020,0.249,800,1.2,510,159,0.198,50,4.31,871,23.8,6.15,1200,0.183,0.4,510,20.5,0.355,0.081,0.095,6.19,0.5,58.7,42.5,5.7,1.3,89.2,4.2,146.4
"351",439,393963,7473230,0.459,2400,1.63,1.88,92.5,0.1,0.363,1850,0.354,1.14,6.33,7,3050,0.235,1300,3.5,550,213,0.278,60,4.55,1260,32.5,15.1,1210,0.153,0.8,510,25.8,0.764,0.253,0.434,7.78,1.3,45.8,43.2,6,1.2,74.6,3.8,168.4
"352",440,777229,7532440,0.222,11300,2.79,2.6,81,0.61,0.309,840,0.617,3.18,3.4,31.4,2210,0.192,1000,23.2,290,38.5,0.692,50,51.4,1400,37.7,6.58,1910,0.527,0.3,510,85.3,0.763,0.098,0.459,5.82,4.3,45.8,44.4,6.1,1.5,91.6,4.2,89.9
"353",441,677588,7477720,0.103,2730,0.984,1.36,58.2,0.05,0.192,1620,0.283,1.81,6.77,12.5,3480,0.161,900,1.7,620,83.7,0.221,80,19.3,792,25.9,9.78,979,0.105,0.6,440,17.6,0.365,0.114,0.105,8.69,0.7,31.5,38.4,5.2,0.9,91.7,3.8,139.9
"354",442,617852,7508570,0.19,1610,1.06,1.94,70.1,0.03,0.237,2880,0.25,0.98,2.97,12.1,1660,0.202,1100,1.2,560,356,0.26,50,11.4,1050,33.8,7.21,1430,0.229,0.4,570,30.5,0.286,0.117,0.165,5.67,0.5,64.8,39.5,5.4,1.2,89.8,3.8,153.2
"355",443,541130,7763100,0.124,1340,0.396,3.86,104,0.01,0.091,4310,0.189,1.41,2.44,10.4,1800,0.212,1700,1.4,1350,754,0.386,80,7.92,1400,11.3,7.57,1510,0.097,0.4,530,34.1,0.188,0.095,0.069,5.24,0.7,63.5,44.7,6.4,1.4,87.7,4.2,218
"356",444,850684,7538380,0.313,3160,0.968,2.58,79.4,0.53,0.106,2320,0.356,1.81,4.15,10.4,2230,0.198,1100,10.8,700,224,0.52,120,15.7,1020,17.4,9.77,1460,0.167,0.3,490,126,1.15,0.087,0.355,4.25,5.9,57.9,45.4,6.4,1.4,85.5,4,143.1
"357",445,798791,7465740,0.835,811,1.31,2.32,59.1,0.01,0.148,4060,0.397,1.33,1.15,16.6,750,0.271,700,1.5,510,359,0.258,50,22.3,650,16.8,5.37,1280,0.309,0.1,440,41.6,0.112,0.146,0.046,2.53,0.4,66.2,48.9,6.4,1,94.9,3.6,130.4
"358",447,726451,7742860,0.088,1170,0.981,3.77,28.4,0.04,0.079,3310,0.274,0.95,1.38,7.54,1190,0.286,500,1.1,1970,19.3,0.204,240,7.65,840,10,1.67,2240,0.158,0.3,490,56.5,0.243,0.038,0.109,2.7,0.5,50,47.4,6.5,1.6,95.5,4,85.3
"359",448,611379,7805800,0.061,6400,1.81,8.51,45.3,0.29,0.106,1150,0.205,2.54,8.31,7.99,8420,0.187,2600,5.1,1500,55.6,0.184,110,7.41,754,12.5,13.5,1030,0.03,1.5,530,28.8,1.92,0.092,0.356,11.7,3.3,30.9,23.3,3.3,1,48.3,4,92.6
"360",452,560450,7756750,0.041,1350,1.04,1.57,48.4,0.03,0.163,2780,0.249,0.7,2.02,7.52,1540,0.191,700,0.9,840,60,0.187,120,8.81,736,20.6,3.27,1620,0.181,0.4,540,39.2,0.231,0.046,0.079,4.43,0.6,38.7,45.2,6.3,1.5,82.4,3.8,105.5
"361",453,675508,7590990,0.43,2410,1.31,1.82,104,0.05,0.162,4720,0.339,1.72,7.37,9.79,3770,0.205,600,2.6,880,201,0.208,60,9.36,800,20.1,4.32,1110,0.129,1.2,480,35.9,0.41,0.099,0.094,11.2,1.3,52.4,37.6,4.8,1,78.1,4,87.9
"362",454,540620,7858000,0.088,2300,0.829,6.63,43.8,0.06,0.154,6830,0.367,0.64,3.06,8.92,1160,0.171,1600,2.7,1710,740,0.721,250,4.51,1070,20.2,8.78,2120,0.118,0.6,560,56.1,0.883,0.118,0.332,4.89,2.7,44.8,41.1,5.6,1.5,82.3,4.5,131.5
"363",455,401650,7693100,0.117,3490,0.872,2.15,86.5,0.08,0.099,2310,0.307,1.72,1.28,6.17,2350,0.265,900,5,570,68.5,0.167,30,3.85,1300,12,6.67,1850,0.124,0.7,440,25.3,0.445,0.097,0.149,2.56,1.2,33.5,47.8,6.8,1.4,94.1,3.9,116.2
"364",456,700690,7612040,0.298,1470,1.15,2.23,92.2,0.03,0.174,3400,0.275,2.71,3.08,23.3,1680,0.246,1000,1.7,1030,135,0.287,80,37.4,998,18.8,4.78,1510,0.201,0.5,500,30.8,0.16,0.071,0.061,5.01,0.7,51,48.2,6.2,1.4,92.2,3.8,148.3
"365",457,421257,7404360,0.187,1880,3.69,1.68,134,0.06,0.995,2020,0.644,0.62,4.09,6.59,1940,0.268,800,1.5,370,75.4,0.37,60,4.12,725,65.3,7.26,1140,0.44,0.4,550,31.4,0.427,0.215,0.116,6.64,0.6,81.4,44.8,5.8,1,83.8,3.4,156.2
"366",458,527339,7419500,0.155,873,1.09,1.73,60.6,0.01,0.237,4030,0.251,1.25,2.66,6.96,1200,0.217,900,0.35,630,313,0.205,30,4.56,778,22.8,5.55,1710,0.302,0.2,450,13.3,0.166,0.117,0.057,4.31,0.3,48.2,47.4,6.1,1.5,93.2,3.8,132.6
"367",459,695676,7595470,0.891,2480,0.842,1.52,69.9,0.04,0.125,2340,0.192,1.97,19.1,16.2,4230,0.203,800,2,990,168,0.182,100,24.1,694,15.4,6.52,1080,0.124,0.8,500,16.1,0.258,0.071,0.06,9.07,1.2,46.7,41.5,5.3,1,77.6,3.7,123.7
"368",460,829416,7486010,0.165,2750,1.19,1.77,61.9,0.08,0.15,6660,0.316,1.45,7.08,9.05,3390,0.202,800,4,690,105,0.646,80,14,647,19,4.64,1200,0.12,0.7,490,91.7,0.464,0.082,0.387,6.8,1.5,40.8,37.5,4.7,1,72,4.2,87.2
"369",461,742425,7639660,0.404,2670,1.44,3.03,89.5,0.09,0.16,3110,0.285,4.39,7.83,44.9,3980,0.234,1500,4.4,940,424,0.442,120,75.1,1350,21.7,8.91,1650,0.122,0.9,560,40.8,0.579,0.134,0.146,15.6,1.5,71.8,38.8,5.3,1.3,81.3,3.9,155.1
"370",462,552179,7653710,0.202,968,0.656,1.73,80.7,0.01,0.105,2060,0.23,0.69,2.13,7.59,1020,0.202,1300,1.8,790,358,0.159,40,6.35,960,11.4,7.92,1340,0.144,0.3,490,19.8,0.621,0.119,0.057,2.59,0.4,52.3,46.2,6.4,1.1,92,3.6,185.8
"371",463,486406,7448190,0.205,1360,1.42,1.93,71.1,0.03,0.422,2380,0.303,0.64,4.24,6.63,1640,0.24,1100,1.1,450,323,0.309,60,3.57,958,33,9.5,1240,0.33,0.4,520,12.4,0.311,0.199,0.102,5.66,0.6,47.4,45.5,6.3,1.1,88.1,3.6,182.2
"372",466,834260,7529340,0.369,2030,1.02,2.33,107,0.12,0.239,2760,0.326,1.7,3.86,17.5,1920,0.191,1300,5.1,680,431,0.518,60,24,1150,41.8,12.2,1500,0.343,0.5,540,60.3,0.329,0.154,0.17,7.87,1.4,82.5,45.2,5.9,1.2,89.9,3.9,143.2
"373",467,648300,7810800,0.062,1830,1.43,4.24,98.4,0.14,0.148,3050,0.417,2.92,2.52,11.2,2350,0.23,900,2.2,1910,27,0.369,310,11.4,830,22.8,2.78,2100,0.178,0.6,530,62.5,0.482,0.072,0.233,4.59,1.8,38.8,45.1,6,1.6,87.5,4,98.7
"374",468,599609,7526860,0.251,1340,0.898,2.17,75.8,0.04,0.225,2390,0.2,0.92,2.62,8.37,1290,0.227,1100,1.8,470,602,0.257,20,8.28,1030,26.7,9.87,1480,0.268,0.3,550,18.7,0.451,0.192,0.089,4.1,0.5,38.6,50.8,6.6,1.3,93.5,3.7,155.5
"375",469,385000,7647000,0.036,1960,0.518,1.21,38.2,0.05,0.083,2030,0.109,0.87,6.27,4.93,2550,0.158,700,2.6,730,170,0.151,50,4.53,721,10.9,5.33,979,0.063,0.5,380,15.3,0.729,0.036,0.353,5.8,0.8,35.6,21.3,3,0.7,45.5,4.1,75
"376",470,530949,7832560,0.038,1160,0.806,3.94,23.6,0.48,0.082,3060,0.195,3.42,1.12,7.31,1070,0.205,800,1.8,1770,21.2,0.162,190,11.9,648,13,2,1790,0.165,0.3,380,46.7,0.211,0.043,0.088,1.99,3.8,34.2,50.5,6.7,1.3,97.5,4,84.1
"377",471,628463,7590110,0.225,728,1.03,1.95,77.5,0.01,0.191,3030,0.296,0.64,1.7,8.36,830,0.171,1000,1.2,540,168,0.214,20,7.75,851,21.6,5.47,1540,0.286,0.2,490,18.5,0.137,0.082,0.035,3.45,0.3,61.4,50.5,6.7,1.4,94.2,3.8,134.8
"378",472,626200,7397600,0.246,5700,0.871,2.07,128,0.12,0.327,4200,0.251,4.84,20.4,20.9,9050,0.206,1400,4.6,3800,912,0.302,40,14.8,1130,26.3,12,1300,0.065,2.2,580,18,0.957,0.158,0.27,22.7,2.2,50.9,34.1,4.6,1.1,66.9,4.2,112.8
"379",473,449121,7630270,0.168,10300,1.02,1.85,119,0.19,0.156,1390,0.348,2.38,8.15,9.37,6000,0.21,1000,12.9,850,86.4,0.233,5,9.58,1000,18,11.1,1430,0.072,1.7,510,17.9,1.83,0.106,0.238,12.7,4.9,37.5,37.2,5.1,1.4,73.7,4.4,64.6
"380",474,759921,7610900,0.311,1610,2.09,2.5,48.3,0.03,0.169,3020,0.27,6.31,4.56,74.8,5270,0.268,1000,4.1,680,129,0.467,90,141,790,16.3,5.43,1510,0.221,0.5,510,38.5,0.277,0.083,0.1,6.82,1.1,56.9,44.9,5.8,1.2,87.3,3.7,166.9
"381",475,767144,7626490,0.505,5440,1.53,2.73,67.6,0.09,0.134,2720,0.515,5.8,3.04,26.9,3520,0.315,1000,5.2,670,33.9,0.31,80,53.6,918,13.8,5.93,1670,0.217,0.8,530,41.5,0.286,0.079,0.128,4.61,1.8,26.2,49.3,6.5,1.3,94.5,4.1,100.7
"382",476,853360,7438230,0.489,1140,1.31,2.19,74.2,0.03,0.239,2590,0.468,1.16,2.14,13.7,1180,0.301,1300,1.6,610,111,0.407,70,17.8,890,32.5,11.2,1360,0.45,0.3,530,24.6,0.147,0.174,0.059,5.52,0.5,64.6,47.5,6.2,1.2,92.7,3.6,171.3
"383",477,746255,7524200,1.05,5050,5.87,1.45,174,0.14,0.636,2700,0.713,30.4,13.9,342,6990,0.23,700,7.4,650,275,0.95,70,659,1130,39.4,6.52,1270,0.064,1.5,490,23.2,0.621,0.237,0.191,16.4,3.9,50.1,26.2,3.5,0.9,66.6,3.9,74.9
"384",478,504166,7759770,0.068,1320,0.832,2.89,90.9,0.03,0.104,3150,0.215,1.15,1.4,6.56,1230,0.304,1000,1.1,870,160,0.167,50,4.77,965,12.9,3.26,1760,0.163,0.4,440,28.2,0.135,0.055,0.035,2.85,0.5,52.6,48.2,6.6,1.4,94.8,3.9,114.2
"385",481,433200,7775000,0.058,805,0.364,5.47,39.9,0.01,0.055,2530,0.107,0.63,1.94,6.1,880,0.196,1400,0.8,780,532,0.116,50,2.6,952,8.15,4.69,1500,0.137,0.3,380,11.3,0.124,0.039,0.038,2.79,0.4,33.2,48.6,6.6,1.1,94,3.85,125.9
"386",482,686161,7516750,0.273,747,0.733,1.74,58,0.01,0.173,2400,0.251,1.3,1.73,16.3,1100,0.19,1100,1.3,530,311,0.247,10,21.8,900,20.7,8.1,1300,0.284,0.3,470,15.8,0.096,0.157,0.047,3.65,0.3,39.7,49.8,6.6,1.3,94.9,3.8,173.3
"387",483,525640,7437700,0.146,2160,0.999,1.27,34.8,0.04,0.196,2130,0.265,1.28,10.3,6.63,4330,0.157,1100,2.5,910,267,0.204,40,5.48,713,23.2,9.8,892,0.14,0.9,470,9.57,0.58,0.11,0.137,13.3,1.4,28.8,36.1,4.7,1,69.3,3.7,152.8
"388",484,554728,7548650,0.181,3880,1.5,1.39,93.4,0.03,0.285,2090,0.188,0.84,3.14,6.19,2620,0.275,700,3.6,410,139,0.226,5,5.3,864,27.7,5.77,1660,0.269,0.8,560,16,0.365,0.112,0.089,4.66,1.4,57.3,49.2,6.5,1.5,92.6,3.7,111.7
"389",485,451140,7702690,0.41,2550,0.846,1.52,60.3,0.05,0.113,2390,0.168,1.85,5.56,5.79,2530,0.283,900,4,800,96.2,0.141,40,6.24,1080,13.7,6.54,1350,0.069,1.1,530,18.5,0.544,0.071,0.135,5.62,1.8,23.5,43.2,6.2,1.3,88.8,3.7,138.6
"390",486,504898,7744820,0.253,7930,0.621,1.44,68.3,0.12,0.044,1250,0.371,2.25,4.61,5.06,6060,0.287,600,6,440,19.3,0.545,50,3.45,1820,8.04,2.41,2360,0.053,4.1,450,20.1,1.34,0.053,1.1,2.29,3.4,23.2,44.6,6.1,1.9,90.1,4.1,89.1
"391",487,783213,7459410,0.244,2670,1.34,2.33,78.4,0.04,0.158,3960,0.313,1.9,5.19,13.1,2860,0.228,600,2.4,650,198,0.261,40,21.2,825,18.6,4.36,1370,0.199,0.6,460,28.7,0.217,0.146,0.06,6.05,1,42.1,43.5,5.7,1.2,86.2,3.8,112.5
"392",488,832165,7462840,0.489,3220,1.88,2.31,60.8,0.06,0.156,2360,0.414,2.69,2.08,12.1,3090,0.252,1100,3.8,670,93,0.391,40,18.6,1140,22.9,6.2,1690,0.262,0.6,450,34,0.212,0.136,0.113,3.88,1.2,37.6,49,6.4,1.4,94.9,3.7,136.9
"393",489,738791,7705360,0.069,940,1.02,3.32,59.6,0.02,0.095,3100,0.458,1.67,1.27,10.8,1140,0.229,1100,2.2,1590,68.8,0.326,270,12.1,996,15.8,3.52,2010,0.198,0.3,440,48.1,0.211,0.06,0.068,2.89,0.5,36.1,49.1,6.4,1.5,95.6,3.9,154.7
"394",490,574620,7706640,0.183,1270,1.21,2.29,48.2,0.06,0.183,2500,0.218,0.9,1.74,18.3,1240,0.261,900,2.4,470,208,0.259,70,17.9,773,21.5,10.4,1370,0.207,0.2,490,16.2,0.633,0.193,0.312,3.12,0.5,50.8,48.5,6.2,1.2,87.3,3.7,133.9
"395",491,451200,7875100,0.12,9210,1.12,4,74.2,0.2,0.172,3210,0.377,4.65,22.8,16.8,12500,0.253,2500,10.3,5060,49.2,0.284,430,18.3,903,17,18.3,1610,0.034,3.4,570,38.2,1.85,0.181,0.492,24.4,5.1,47.9,36.8,5.4,1.3,77.3,4.4,95
"396",492,510466,7679300,0.309,1670,0.741,2.13,47.7,0.01,0.115,2300,0.262,0.6,2.09,7.03,950,0.215,1200,2,760,208,0.213,20,5.58,1180,13.3,6.86,1500,0.171,0.4,510,14,0.34,0.068,0.047,3.57,0.5,38.5,47.4,6.4,1.3,93.9,3.9,139
"397",493,837233,7657500,0.105,1200,0.835,2.49,41.1,0.01,0.085,3410,0.21,0.81,1.34,8.53,970,0.179,700,1.8,1540,30.9,0.237,210,9.73,785,11.1,1.86,1840,0.152,0.3,460,57.4,0.259,0.036,0.071,2.78,0.5,33.1,46.7,5.9,1.5,91.9,4,102.3
"398",496,783628,7695290,0.055,1450,0.937,3.41,45.1,0.01,0.076,3340,0.245,1.07,2.18,6.9,1850,0.283,800,2,1400,44.6,0.172,190,8.05,817,11.1,2.16,1800,0.142,0.5,450,50.7,0.236,0.041,0.059,4.02,0.6,45.1,45.4,5.9,1.4,87,4,97.2
"399",497,582756,7817620,0.091,8710,1.05,8.45,49.5,0.29,0.111,1920,0.284,1.9,8.45,4.95,6250,0.199,3300,5.4,2050,18.1,0.345,200,5.96,930,17.5,17.8,1810,0.031,1.9,780,56.7,1.42,0.116,0.316,14.2,3.7,21.8,33.3,4.8,1.5,74.2,4.1,89.2
"400",498,422319,7742100,0.074,1860,0.708,1.52,81.4,0.01,0.089,2930,0.257,1.38,2.86,5.1,2360,0.191,800,2.7,960,54,0.192,50,4.28,966,10.4,3.7,1550,0.099,0.6,470,27.1,0.231,0.051,0.092,3.67,0.9,51.8,43.1,6,1.3,87.8,3.8,119.4
"401",499,690785,7713010,0.208,1460,0.821,1.81,76.2,0.07,0.063,2660,0.155,2.1,2.26,15.9,1520,0.139,500,1.9,1970,15.2,0.23,160,18.4,668,9.63,2.11,2180,0.109,0.4,440,70,0.341,0.036,0.105,3.38,0.5,27.3,49.8,6.4,1.6,94.2,4,83.8
"402",500,630500,7733700,0.121,2780,1.52,3.38,78.9,0.14,0.158,4280,0.328,5.85,4.13,54.6,3800,0.246,1200,8.2,1250,88.8,0.542,80,80.9,1250,16.5,5.28,2160,0.207,0.8,480,54.5,0.245,0.148,0.563,5.17,2.4,33.9,48.6,6.3,1.8,94.4,4,154.7
"403",501,741204,7613090,0.369,1210,1.46,2.17,83.4,0.02,0.125,4350,0.396,4.38,2.64,33.6,1440,0.231,800,1.6,870,131,0.273,40,69.5,763,12.3,3.49,1630,0.19,0.3,470,42.6,0.158,0.073,0.039,4.08,0.4,61,47.3,5.9,1.4,93.6,3.9,103.4
"404",504,507900,7811150,0.086,2220,1.12,6.78,53,0.11,0.081,3540,0.203,1.02,4.22,5.78,2610,0.327,1200,2.6,1310,176,0.144,70,4.26,1020,10.5,4.54,1760,0.091,0.8,550,29.7,0.553,0.044,0.139,5.82,1.4,38.5,45.6,6.6,1.3,94.1,4.2,109.1
"405",505,633671,7520180,0.163,1550,0.916,1.9,44.7,0.03,0.158,2900,0.232,0.97,4.66,7.95,1630,0.218,900,2.5,540,205,0.273,50,8.34,867,16.6,6.97,1160,0.197,0.4,450,24.5,0.415,0.114,0.085,4.19,0.7,46.3,41.4,5.2,1.2,82.7,3.7,140.9
"406",506,494802,7536660,0.528,3300,1.98,1.22,64.3,0.09,0.252,1300,0.477,1.87,3.95,10.2,6870,0.295,1200,1.9,740,48.4,0.255,50,6.83,1430,25.6,8.14,1680,0.118,0.9,520,12.4,0.319,0.092,0.153,6.7,0.8,20.7,45.6,6,1.6,91.9,3.8,162.3
"407",507,542833,7628440,0.239,1760,1.03,3.29,80.1,0.02,0.193,3500,0.44,1.67,2.4,9.89,1650,0.208,1100,3,1000,336,0.225,30,7.57,1070,18.5,5.7,1330,0.231,0.7,600,27.3,0.594,0.134,0.059,4.25,0.9,41.8,45.7,6.3,1.2,90.5,4,143.2
"408",508,733850,7469710,0.87,10700,3.47,4.9,113,0.35,0.519,3220,0.497,6.23,15,56.3,12000,0.342,1000,8.2,840,373,0.924,200,86.5,1090,42.6,8.82,1440,0.228,2,540,61.2,0.783,0.239,0.377,26.3,3,71.9,40.7,5.1,1.2,77.2,4,127
"409",511,762599,7514320,0.411,6670,3.39,2.84,103,0.25,0.291,3260,0.324,13.5,22.3,129,10900,0.293,1300,20.8,1430,202,1.1,230,258,1470,27.5,12.8,1160,0.11,1.8,550,82,1.11,0.2,0.465,27.4,5.5,51.9,30,4.5,1.1,65,4.2,123.4
"410",512,563600,7840700,0.106,1200,0.873,5.98,45.5,0.03,0.077,2860,0.268,0.34,1.44,4.78,1040,0.239,1100,1.8,1510,25.4,0.167,220,2.2,679,10.9,2.96,1780,0.12,0.3,520,44.1,0.369,0.048,0.101,2.36,0.8,27.4,49,6.4,1.3,94.9,4.1,88.2
"411",513,462216,7449340,0.229,2770,2.06,1.35,103,0.08,0.535,1760,0.431,0.9,7.21,6.62,3380,0.234,900,5.7,530,85.1,0.35,50,4.16,768,43.2,10.1,1080,0.263,0.7,590,20.6,1.77,0.295,0.338,9.05,1.6,46.8,39.2,5.3,1,82.8,3.6,148.1
"412",514,412412,7804690,0.083,1750,0.461,2.75,76.4,0.11,0.048,2720,0.279,2.19,0.84,5.59,2220,0.291,900,10.9,1210,42,0.086,110,3.49,1050,9.16,4.52,1810,0.09,0.5,460,39.3,0.319,0.061,0.188,1.84,4.6,31.8,47.2,6.5,1.5,95.6,3.8,126
"413",515,739221,7480680,0.69,3210,1.82,2.72,96.8,0.13,0.325,2900,0.382,4.48,6.12,53.2,3810,0.266,1000,4.1,590,264,0.537,80,86.7,960,32.9,8,1200,0.257,0.7,590,36.4,0.273,0.151,0.129,11.9,1.2,64.5,47.7,5.7,1.2,87.8,3.7,166.2
"414",516,418170,7694100,0.359,2800,0.759,1.83,64.6,0.04,0.134,2430,0.195,1.81,6.46,6.24,3410,0.257,1000,1.7,810,123,0.326,40,7.52,1390,15.6,9.38,1430,0.095,1.3,570,14.6,0.306,0.097,0.156,9.53,1,25,41,5.8,1.4,83.5,3.9,137.4
"415",517,631400,7808600,0.066,5210,1.51,10.2,61.9,0.23,0.126,3250,0.301,2.83,6.01,10.8,5790,0.388,2400,4.5,3740,149,0.176,130,11.1,953,15.4,9.57,1610,0.089,1.7,720,25.5,0.925,0.102,0.348,13.7,2.6,67.5,43,6,1.4,89.4,4.1,109.7
"416",518,566086,7745090,0.1,1480,1.1,2.24,48.2,0.03,0.169,2730,0.244,1.25,2.13,12.4,1330,0.206,900,1.1,890,71,0.205,60,13.1,864,22.9,6.44,1610,0.152,0.2,500,24.3,0.214,0.058,0.057,4.25,0.4,39.9,41.8,5.6,1.2,83.8,3.9,116.4
"417",519,712086,7704950,0.175,1360,1.25,2.24,39.5,0.01,0.127,3320,0.361,1.91,3.7,20.8,2170,0.19,700,1.9,1260,29.5,0.408,140,29.8,713,14.8,3.34,1850,0.217,0.4,490,41.4,0.301,0.067,0.095,6.47,0.5,38.1,46.9,6.2,1.5,91.9,3.8,115.5
"418",520,475110,7618970,0.232,3290,1.27,2.77,69.1,0.04,0.155,3670,0.187,0.66,1.26,6.28,1700,0.3,700,2.1,400,163,0.112,5,3.57,1050,14.7,3.14,1710,0.242,0.6,450,27.6,0.178,0.107,0.047,2.03,0.9,55,50.7,6.6,1.4,96.5,3.8,104.5
"419",522,415550,7874700,0.034,607,0.756,5.27,27.2,0.01,0.105,3310,0.31,0.61,1.34,8.39,920,0.181,900,1.6,1940,26.8,0.386,430,3.1,756,19.9,1.62,2030,0.225,0.2,410,49.4,0.167,0.063,0.092,3.33,0.5,30.5,47.8,6.4,1.5,96,4.2,117.2
"420",523,418692,7762980,0.079,3060,0.838,4.06,90.6,0.11,0.069,4780,0.26,4.25,4.51,10,12000,0.237,900,6.5,910,178,0.203,50,5.43,1080,8.82,4.6,1980,0.094,1.1,540,21.4,0.593,0.066,0.206,9.06,3.2,26.3,43.9,6.3,1.5,90.8,4.3,108.1
"421",526,600600,7612000,0.292,2030,0.814,2.01,52.2,0.01,0.101,2630,0.208,1.01,3.42,12.3,2090,0.218,800,3.3,660,500,0.55,50,11.1,1020,14.1,4.96,1450,0.111,0.5,570,12.5,0.746,0.074,0.064,5.49,0.7,59.6,45.8,6.1,1.4,92.8,3.8,141.8
"422",527,651285,7390170,0.632,2630,1.25,1.96,99.1,0.08,0.219,3770,0.387,2.85,2.57,8.97,1510,0.233,1100,4.7,690,131,0.305,30,8.73,1010,31.3,6.9,1420,0.33,0.6,520,39.2,0.234,0.128,0.081,5.21,1.4,33.3,47.7,6.3,1.3,93.7,3.9,139.7
"423",528,658576,7719580,0.086,903,2.65,3.61,30.4,0.01,0.121,3410,0.46,12.8,4.21,86.1,2180,0.201,1100,1.4,1410,185,0.275,60,305,975,11.9,3.09,1740,0.216,0.4,480,27.8,0.23,0.07,0.05,5.03,0.5,54.8,48.8,6.7,1.4,94.5,3.8,148.8
"424",529,448271,7480430,0.638,1370,1.53,1.58,66.6,0.03,0.381,2080,0.335,0.69,3.78,6.34,1450,0.256,1000,1.1,450,161,0.277,50,4.82,837,35.1,9.82,1320,0.32,0.3,450,22.5,0.201,0.152,0.067,4.86,0.4,48.4,47.4,6.3,1.2,91.3,3.5,159.5
"425",530,764268,7595230,0.534,1970,1.79,2.34,108,0.04,0.194,3290,0.252,7.27,5.05,83.5,5560,0.339,900,5.9,670,138,0.581,100,153,887,20.2,5.04,1400,0.177,0.7,550,54.4,0.443,0.069,0.132,7.76,1.4,55.8,44.5,5.7,1.2,88.7,3.7,172.1
"426",531,465214,7430200,0.14,2070,1.85,1.01,160,0.12,0.348,2740,0.294,0.83,1.86,4.78,1760,0.208,700,5.4,390,32,0.258,70,2.95,957,35.4,5.83,1590,0.284,0.6,480,46,0.985,0.13,0.23,3.51,1.2,46.5,46,6,1.4,84.9,3.6,130.7
"427",532,642530,7687550,0.094,2300,0.922,2.29,64.7,0.01,0.093,4090,0.28,2.45,3.27,12.9,3480,0.223,1200,2.3,960,2000,0.206,40,18.5,1280,11.1,3.54,1900,0.127,0.5,550,51.5,0.191,0.057,0.064,4.02,0.6,76.9,39.6,5.5,1.3,81.3,4.2,168
"428",533,477109,7717430,0.107,9810,1.25,1.66,94.8,0.16,0.152,1540,0.363,2.87,5.61,6.85,4830,0.214,600,7.6,500,52,0.157,30,8.76,1330,22.7,3.52,1810,0.155,1.5,560,21.7,0.494,0.05,0.099,6.35,3.5,33,40.1,5.5,1.7,85.9,4.2,74.8
"429",534,699810,7648750,0.237,885,0.969,1.78,61.1,0.01,0.122,2700,0.185,1.22,1.3,14.4,800,0.203,1000,1.2,790,192,0.163,70,23.1,893,14,3.7,1710,0.204,0.2,460,25.2,0.11,0.052,0.03,2.81,0.3,49.6,47.9,6.5,1.4,96,3.7,141.7
"430",535,641315,7499420,0.222,2160,1.43,2.52,77.5,0.1,0.244,6140,0.336,3.22,4.53,16,7800,0.285,1000,5.1,1860,225,0.353,60,19,1100,26.8,7.35,1460,0.25,1.2,560,66.9,0.447,0.211,0.226,21.6,1.2,47.6,45.9,6.1,1.1,87,4.2,119.9
"431",536,753557,7514250,0.526,2120,3.05,3.1,96,0.06,0.499,3390,0.409,13.9,5.83,160,3680,0.25,1200,5.4,600,548,1.04,60,305,1290,42.6,7.9,1680,0.488,0.6,640,34.6,0.277,0.227,0.142,9.49,1.4,50.7,45.9,6.3,1.3,87.4,4,118.8
"432",537,690133,7653130,0.126,998,0.834,2.73,82.6,0.03,0.129,3390,0.439,2.3,2.26,28.8,1200,0.158,1500,1.2,890,598,0.361,80,40.1,1080,14.6,7.67,1580,0.176,0.2,510,28.7,0.135,0.084,0.035,4.55,0.3,87,45.8,6.2,1.4,92.7,4,174.2
"433",538,551179,7731930,0.118,3470,1.02,1.39,93,0.07,0.089,3110,0.302,1.07,2.02,7.52,2250,0.227,700,2.6,640,27.4,0.153,100,5.49,842,12.8,3.07,1890,0.103,0.6,530,37.4,0.658,0.041,0.096,3.45,1,43.8,43.8,5.7,1.5,84.7,3.9,98.8
"434",541,712660,7595520,0.708,2560,1.25,1.72,85.4,0.05,0.217,2360,0.332,3.03,2.5,30,2180,0.25,900,3,460,120,0.268,50,54,734,25.5,6.93,973,0.181,0.6,490,28.9,0.241,0.204,0.069,4.75,0.9,43.6,46.4,5.5,1,81,3.8,123.4
"435",542,463449,7827770,0.051,709,0.651,4.98,46.7,0.01,0.088,3290,0.134,0.28,0.9,5.92,730,0.221,900,0.35,1280,31.1,0.142,270,2.24,777,14.6,2.65,1830,0.139,0.2,340,40,0.165,0.042,0.081,1.53,0.3,30.7,49.3,6.7,1.4,95.5,4.1,95.5
"436",543,476360,7525810,0.688,3490,1.23,1.81,78.1,0.18,0.291,2320,0.476,2.08,2.24,6.58,2100,0.282,1100,10.7,460,116,0.344,40,4.81,1210,29.2,10.9,1490,0.311,0.9,480,18.7,0.624,0.309,0.414,4.05,2.7,40.5,46,6.2,1.3,91.7,3.7,141.7
