"","ID","XCOO","YCOO","Ag","Ag_INAA","Al","Al2O3","As","As_INAA","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","EC","Cr","Cr_INAA","Cs_INAA","Cu","Eu_INAA","F_IC","Fe","Fe_INAA","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K2O","La","La_INAA","Li","LOI","Lu_INAA","wt_INAA","Mg","MgO","Mn","MnO","Mo","Mo_INAA","Na","Na_INAA","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P2O5","Pb","pH","PO4_IC","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","SUM_XRF","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA","ELEV","COUN","ASP","TOPC","LITO","Al_XRF","Ca_XRF","Fe_XRF","K_XRF","Mg_XRF","Mn_XRF","Na_XRF","P_XRF","Si_XRF","Ti_XRF"
"34",40,458010,7741700,0.011,2.5,14500,13.94,0.3,0.25,0.001,3,48.5,610,0.26,0.018,0.001,15,1150,30000,2.74,0.021,60,0.002,8.9,19,0.33,48.6,180,0.5,18.2,1.1,5e-04,17600,58800,7.7,6,0.01,0.5,0.0025,800,1.61,9.7,30,8,2.59,0.55,35.37,3920,3.26,101,0.09,0.1,0.5,170,18000,2.14,20,26,10,5e-04,233,0.07,2,5.9,0.002,47,44,0.014,0.05,2.9,25,0.072,1.5,220,64.85,4.7,50,4,5.9,250,99.79,0.25,0.9,0.01,5,7.9,716,0.8,0.25,49,0.5,3.4,3.7,23.8,25,310,2,12,61,32,7.37,1.95,5.38,1.33,1.96,0.069,1.58,0.03,30.31,0.479
"35",41,520242,7555800,0.004,2.5,9410,12.64,0.7,0.25,0.001,1.5,20.4,810,0.19,0.029,0.001,6,200,5000,0.8,0.007,77,0.003,2.3,4,0.93,13.9,38,0.5,3.4,0.8,5e-04,13500,22100,3.4,6,0.01,0.5,0.0025,600,4.17,13.6,46,8,3.73,0.22,37.25,1140,0.61,48.5,0.03,0.1,0.5,40,18900,2.18,26,6,10,0.0034,98,0.04,1.9,5,0.002,170,48,0.029,0.1,1.5,5.5,0.064,1.5,120,71.7,3.6,50,12,1.9,250,99.74,1.3,0.25,0.009,8,13,490,0.45,1.9,21,0.5,2.1,1.3,11.6,25,260,1,3,41.9101694915254,7,6.69,0.57,2.37,3.46,0.36,0.023,1.61,0.017,33.51,0.269
"36",42,586431,7745130,0.005,2.5,10800,13.45,0.3,0.25,0.001,3,11.5,510,0.33,0.048,0.001,4.1,2420,20000,2.86,0.015,32,0.001,10,16,0.31,54.6,130,1,31,0.7,5e-04,18300,35200,4.79,3,0.01,0.5,0.0025,600,2.1,9,15,18.4,2.03,0.16,32.36,8390,2.34,257,0.07,0.1,0.5,100,30200,3.41,9,47.2,10,5e-04,350,0.09,1.2,5.6,0.002,77,33,0.005,0.05,2.2,11,0.053,1.5,220,67.98,2.3,50,4,14.1,250,99.66,1.3,0.25,0.009,5,4.6,983,0.54,0.25,33.7,0.5,2.6,1,36.4,53,90,2,0,49,20,7.11,2.04,3.35,1.74,1.41,0.054,2.52,0.039,31.77,0.323
"37",43,655692,7673270,0.008,2.5,5290,13.69,0.5,1.4,0.001,1.5,26.3,570,0.12,0.013,0.001,4.8,2200,20000,3.6,0.016,46,0.001,5.2,11,0.23,17.1,62,0.5,9.6,1.3,0.0013,8990,31500,4.99,6,0.01,0.5,0.0025,600,1.21,10,24,2.5,0.89,0.4,34.56,2070,1.79,114,0.08,0.1,0.5,160,27800,3.18,16,9.8,10,5e-04,521,0.11,0.8,5.6,0.002,31,22,0.005,0.05,1.7,14,0.031,1.5,160,70.36,3.3,50,3,6.4,250,100.53,0.25,0.5,0.004,4,4.7,555,0.62,0.25,25.6,0.5,3.8,2.4,11.3,57,250,3,34,32,52,7.24,2.57,3.49,1,1.07,0.061,2.35,0.048,32.88,0.371
"38",46,512345,7724030,0.012,2.5,8770,14.25,0.5,0.25,0.001,1.5,47.5,620,0.19,0.006,0.001,5.4,2490,30000,3.21,0.021,57,0.002,4.5,12,0.22,16.2,85,0.5,12.1,1.5,5e-04,10500,46300,6.05,7,0.01,0.5,0.0025,800,1.43,11.5,32,3.5,1.06,0.58,35.95,3110,2.41,102,0.09,0.1,0.5,280,21500,2.39,23,9.4,10,5e-04,412,0.1,1.2,7,0.002,35,19,0.017,0.05,2.2,22,0.024,1.5,230,67.94,4.8,50,3,11.4,800,99.5,1.4,0.8,0.009,4,6.1,498,0.58,0.25,27.6,0.5,4,3.8,14,56,255,1,2,30,20,7.54,2.29,4.23,1.18,1.45,0.069,1.77,0.043,31.75,0.347
"39",47,600600,7816920,0.008,2.5,7960,6.91,1.9,3.1,0.001,4,59.7,330,0.62,0.081,0.001,2.2,350,5000,0.12,0.024,45,0.003,6.3,6,0.29,13,29,2,10.8,0.8,5e-04,17800,21100,2.81,5,0.01,0.5,0.0025,1100,2.34,10.6,24,11.7,2.1,0.35,34.19,4140,1.05,205,0.03,0.1,0.5,30,3400,0.32,20,12.1,10,5e-04,214,0.05,6.5,6.4,0.002,73,12,0.075,0.4,2.3,7,0.018,1.5,130,82.48,3.7,50,1,5.4,250,98.61,0.8,0.7,0.005,7,6.6,114,0.41,2,16.5,0.5,7.2,2.3,31.4,25,220,2,1,42,9,3.65,0.08,1.96,1.94,0.63,0.023,0.23,0.021,38.55,0.245
"40",48,486256,7631870,0.01,2.5,14900,14.94,0.5,0.25,0.001,3,127,770,0.48,0.012,0.001,4.8,840,5000,1.98,0.02,90,0.001,7.5,12,0.29,32.6,110,0.5,21.2,1.6,5e-04,17100,49400,6.56,8,0.01,0.5,0.0025,2300,2.02,14.5,49,5.9,2.16,0.8,35.94,4230,2.23,82.3,0.08,0.4,0.5,150,17000,1.78,35,25.6,10,5e-04,265,0.08,2,6.1,0.002,54,49,0.005,0.05,2.8,21,0.091,1.5,200,66.76,6.3,50,4,6.5,250,99.19,0.25,0.25,0.019,8,15,979,0.61,0.25,45.3,0.5,4.1,4.9,25.1,132,225,1,4,55,31,7.9,1.41,4.58,1.67,1.34,0.061,1.32,0.034,31.2,0.365
"41",49,418233,7570740,0.005,2.5,7330,12.66,0.5,0.25,0.001,1.5,35.9,750,0.19,0.028,0.001,2,1560,20000,2.93,0.019,33,0.001,5.1,11,0.2,29.2,92,0.5,9.9,0.8,5e-04,8510,27300,3.28,5,0.01,0.5,0.0025,1200,2.28,11.8,20,5.4,1.14,0.19,33.37,2620,1.73,105,0.05,0.1,0.5,100,30200,3.34,17,15.4,10,5e-04,341,0.08,1.8,6,0.002,66,11,0.005,0.05,1.5,12,0.005,1.5,140,71.37,2.6,50,1,8,250,99.24,1.2,0.25,0.0015,6,5.3,654,0.38,1.4,20.5,0.5,2.8,1.2,12.5,25,340,1,1,41,1,6.7,2.09,2.29,1.89,1.04,0.038,2.47,0.034,33.35,0.227
"42",50,586800,7672750,0.056,2.5,29400,16.21,2,0.25,0.003,4,184,590,0.53,0.098,0.001,3.9,6850,40000,3.74,0.041,89,0.003,17.8,24,0.69,67.9,130,0.5,86.1,1.7,0.0017,43800,61400,8.46,6,0.01,0.5,0.0025,4600,1.99,30.8,49,20.4,3.88,0.42,35.16,14000,3.42,350,0.09,0.3,0.5,840,22100,2.62,36,52.4,10,5e-04,637,0.17,6.2,6.4,0.002,78,41,0.015,0.05,9.2,23,0.079,1.5,140,58.52,6.5,50,3,31.2,250,99.97,0.25,0.25,0.038,15,11,2570,0.88,0.25,98.7,0.5,10.2,3,77.8,138,75,2,32,15,20,8.57,2.67,5.91,1.65,2.06,0.069,1.94,0.074,27.35,0.527
"43",51,461916,7416110,0.003,2.5,7910,13.09,0.7,0.25,0.001,1.5,29.3,760,0.25,0.019,0.001,0.25,1060,5000,1.95,0.011,46,0.001,4.4,7,0.4,30.8,67,0.5,7,0.8,5e-04,13100,21000,2.86,6,0.02,0.5,0.0025,900,2.8,17.8,26,6.4,1.48,0.21,36.56,2230,0.96,106,0.04,0.1,0.5,100,28200,3.36,15,10.9,10,5e-04,425,0.09,2,5.8,0.002,76,33,0.005,0.05,2,7.5,0.039,1.5,170,73.99,2.7,50,12,4,500,101.03,0.8,0.25,0.0015,13,12,747,0.42,2.3,30.6,0.5,4,1.1,12.1,25,180,1,4,40,7,6.92,1.39,2,2.32,0.57,0.03,2.49,0.039,34.58,0.251
"44",52,383148,7571440,0.002,2.5,3290,12.21,0.2,0.25,0.001,1.5,10.5,660,0.11,0.014,0.001,3.4,1630,20000,2.68,0.01,21,0.001,2,7,0.22,6.9,37,0.5,2,0.7,5e-04,4790,20900,2.63,5,0.01,0.5,0.0025,300,2.24,6.4,11,4.4,0.99,0.2,36.54,830,1.03,62.6,0.05,0.1,0.5,110,32000,3.58,12,3,10,5e-04,327,0.07,1.5,5.6,0.002,74,16,0.005,0.05,0.9,9.8,0.005,1.5,150,74.19,1.8,50,2,5.3,250,99.96,0.8,0.25,0.0015,4,3.8,380,0.3,1.9,12,0.5,2.4,1.3,6.2,25,330,1,1,41,1,6.46,1.91,1.83,1.85,0.62,0.038,2.65,0.03,34.67,0.179
"45",53,532337,7509820,0.003,2.5,10200,11.85,0.7,0.25,0.001,1.5,32.5,530,0.29,0.038,0.001,3,1460,30000,2.71,0.017,46,0.001,7.8,16,0.29,57.1,250,2,14,0.9,5e-04,16200,38100,4.65,7,0.01,0.5,0.0025,1100,1.89,15.4,26,9.4,1.71,0.43,36.49,3450,2.32,135,0.06,0.1,0.5,110,25800,2.81,19,21.6,10,5e-04,162,0.04,1.8,5.8,0.002,81,18,0.014,0.2,3.7,18,0.02,1.5,140,70.47,3.6,50,6,8,250,99.11,0.25,0.7,0.005,7,7.5,871,0.6,4.2,40.8,0.5,8.8,2.6,16,25,280,1,14,46,1,6.27,1.93,3.25,1.56,1.39,0.046,2.08,0.017,32.93,0.359
"46",54,618500,7709600,0.02,2.5,10100,14.24,1.6,0.25,0.001,1.5,26.4,380,0.25,0.046,0.001,5.5,2570,30000,3.77,0.031,38,0.004,6.3,12,0.61,21.8,66,0.5,39.4,0.9,5e-04,13600,34200,4.77,6,0.02,0.5,0.0025,1000,1.33,10.8,17,14,2.41,0.28,32.11,3990,1.83,150,0.07,0.1,0.5,170,30000,3.5,15,14.9,10,5e-04,500,0.12,5.2,5.8,0.002,35,40,0.005,0.05,2.4,15,0.06,1.5,160,67.13,2.6,50,10,9.9,250,99.68,0.25,0.25,0.004,6,4.4,818,0.51,0.25,30.1,0.5,3.3,1.7,40.3,61,50,2,0,80,20,7.53,2.69,3.33,1.1,1.1,0.054,2.59,0.052,31.37,0.305
"47",55,764321,7535910,0.025,2.5,63000,19.93,2,0.25,0.004,1.5,584,1600,6.97,0.012,0.001,10,1710,5000,1.65,0.093,410,0.001,2.3,4,0.38,5.1,28,2,3.3,9,5e-04,7000,39300,5.44,28,0.04,0.5,0.0025,2900,4.19,202,250,8.3,9.92,0.88,36.04,790,0.67,715,0.27,0.4,0.5,7550,33400,5.12,220,4.4,10,5e-04,277,0.17,9.4,5.8,0.002,98,84,0.062,0.5,0.9,2.7,0.075,1.5,130,50.2,33,50,5,991,1700,98.75,15,2.8,0.01,31,21,1540,1.19,5.6,11.1,0.5,71.4,7,143,170,260,3,1,40,82,10.54,1.17,3.8,3.47,0.4,0.209,3.79,0.074,23.46,0.713
"48",56,701379,7636840,0.014,2.5,17100,15.11,1.1,1.4,0.004,1.5,145,600,0.42,0.025,0.001,5.9,3270,30000,4.05,0.042,66,0.01,14.2,24,0.71,58.2,190,0.5,51.5,2.1,5e-04,23300,54400,6.83,7,0.03,0.5,0.0025,2600,1.67,19.9,36,9.7,3.31,0.42,34.69,6600,2.81,177,0.09,0.1,0.5,320,28200,3.07,31,54.2,10,5e-04,838,0.17,3.8,5.8,0.002,52,115,0.028,0.05,4.1,22,0.105,1.5,140,60.47,5.9,50,21,20.7,250,98.34,0.25,1.2,0.034,13,11,1330,0.76,1.7,54.7,0.5,7,2.9,40.3,129,140,3,32,30,22,7.99,2.89,4.77,1.38,1.69,0.069,2.27,0.074,28.26,0.455
"49",57,615100,7688900,0.011,2.5,5100,13.07,0.4,0.25,0.001,1.5,31,490,0.11,0.012,0.001,4.6,1250,30000,3.05,0.031,31,0.001,4.2,10,0.24,11.5,52,0.5,15.5,1.1,5e-04,7320,27700,4.59,3,0.02,0.5,0.0025,700,1.22,5.5,17,3.8,1.37,0.26,35.89,2040,1.8,76.3,0.08,0.1,0.5,80,30300,3.03,12,10,10,5e-04,286,0.07,2.1,6.1,0.002,55,54,0.015,0.05,1.2,12,0.037,1.5,240,70.86,2.2,50,3,4.6,600,99.5,0.25,0.25,0.009,1.5,2.6,297,0.36,0.25,17,0.5,1.5,1.8,18.9,86,110,3,0,60,52,6.91,2.17,3.21,1.01,1.08,0.061,2.24,0.03,33.11,0.215
"50",58,627200,7822400,0.015,2.5,15100,11.49,4.7,7.6,0.001,5,54.3,310,0.92,0.166,0.001,3,830,5000,0.22,0.079,69,0.001,11.9,14,0.38,18.8,57,3,23.3,1.2,5e-04,30400,40300,5.5,7,0.03,0.5,0.0025,1100,3.52,22.3,32,24.7,3.74,0.53,37.58,12400,2.85,451,0.07,0.2,3,30,5400,0.55,24,26.5,10,5e-04,480,0.1,8,6,0.002,110,30,0.173,1.2,3.8,13,0.068,1.5,110,70.66,5.2,50,4,4.8,250,99.39,0.9,0.25,0.013,10,9.6,78.6,0.71,2.6,22.9,3,10.1,3.6,52.5,89,180,2,4,42,9,6.08,0.15,3.84,2.92,1.71,0.054,0.4,0.043,33.02,0.425
"51",62,793978,7662610,0.005,2.5,4590,13.23,0.4,0.25,0.005,1.5,18.6,440,0.1,0.006,0.001,8.1,850,20000,2.9,0.01,47,0.001,3.3,9,0.39,19.7,96,0.5,7.7,0.9,5e-04,10800,33300,3.84,5,0.02,0.5,0.0025,700,1.26,7,25,3.9,1.91,0.26,35.21,1520,1.23,44.6,0.06,0.1,0.5,70,32900,3.58,17,10.9,10,5e-04,291,0.07,1,5.7,0.002,43,40,0.005,0.05,0.9,13,0.048,1.5,180,71.36,3,50,9,3.4,250,99.74,0.25,0.25,0.0015,6,6.5,331,0.3,0.25,25.1,0.5,1.5,1.6,8.6,25,180,3,0,41,4,7,2.07,2.68,1.04,0.74,0.046,2.65,0.03,33.35,0.179
"52",63,612200,7546100,0.003,2.5,13400,14.47,0.5,0.25,0.001,1.5,81.6,440,0.21,0.014,0.001,2.2,1240,40000,3.75,0.028,60,0.001,9.7,14,0.24,50,190,0.5,20.9,1.2,5e-04,15600,33300,4.19,7,0.02,0.5,0.0025,3400,1.2,22.3,33,12.3,1.93,0.22,36.99,6830,2.12,157,0.06,0.1,0.5,70,31300,3.8,27,28.3,110,5e-04,311,0.08,2,5.6,0.002,52,19,0.005,0.05,1.7,15,0.042,1.5,90,67.32,4.6,50,3,8.4,250,99.4,0.25,0.25,0.004,7,4.9,1160,0.48,1.1,32.3,0.5,3,1.7,36,25,160,3,0,38,1,7.65,2.68,2.93,0.99,1.27,0.046,2.81,0.034,31.46,0.287
"53",64,553150,7749550,0.007,2.5,5010,13.58,0.2,0.25,0.001,1.5,21.1,490,0.12,0.019,0.001,8.6,2660,30000,3.99,0.027,48,0.001,2.8,12,0.28,11.2,81,0.5,6.2,1.4,5e-04,6830,42300,5.42,8,0.02,0.5,0.0025,600,1.41,10.7,26,3.3,0.93,0.56,33.17,1870,2.1,81.7,0.08,0.1,0.5,200,29400,3.06,23,5,10,5e-04,557,0.13,1.2,5.5,0.002,61,18,0.005,0.2,1.7,21,0.026,1.5,120,68.13,4.5,50,3,7.4,250,99.5,0.25,0.25,0.0015,4,4.6,494,0.66,1,15.6,0.5,4.9,3.7,12,82,280,2,0,26,51,7.18,2.85,3.79,1.17,1.26,0.061,2.27,0.056,31.84,0.395
"54",65,565873,7638060,0.011,2.5,10400,14.92,0.3,0.25,0.005,1.5,97.5,820,0.19,0.019,0.001,5.7,1500,20000,2.46,0.032,84,0.001,9.4,16,0.24,24,97,0.5,18.8,1.7,5e-04,15100,48800,5.79,8,0.02,0.5,0.0025,1900,1.91,17.3,46,4.7,1.2,0.6,37.55,4360,2.15,139,0.07,0.2,0.5,190,20200,2.2,35,17.7,10,5e-04,409,0.1,1.8,5.6,0.002,53,27,0.005,0.05,3,21,0.06,1.5,150,68.58,6,50,3,7.3,800,99.97,0.25,0.25,0.019,8,10,835,0.57,2.1,36.1,0.5,4.5,3.7,24.4,25,165,1,1,38,32,7.89,1.75,4.04,1.58,1.29,0.054,1.63,0.043,32.05,0.341
"55",66,694049,7403130,0.074,2.5,40800,16.12,4.9,5.3,0.003,8,164,560,1.17,0.158,0.001,3.6,9130,10000,2.91,0.061,160,0.002,30.7,35,0.71,129,210,4,51.9,1.4,0.0017,47300,53900,7.63,4,0.04,0.5,0.0025,6100,2.58,39.1,49,35.7,7.19,0.38,35.29,19300,4.07,544,0.1,0.2,0.5,840,22100,2.58,38,70.6,10,5e-04,329,0.1,7.1,6.1,0.002,120,75,0.065,0.3,11.1,21,0.149,1.5,90,55.2,6.2,50,6,51.4,250,99.24,1.5,0.8,0.039,25,18,2400,0.76,3.7,98.4,0.5,11.8,2.3,75.4,116,60,3,0,13,1,8.53,2.07,5.33,2.14,2.45,0.077,1.91,0.043,25.8,0.455
"56",67,684311,7624310,0.005,2.5,6410,14.13,0.2,0.25,0.004,3,49.7,560,0.15,0.006,0.001,3.8,2830,30000,4.17,0.023,42,0.001,6.5,16,0.24,24.2,150,0.5,12,1.3,5e-04,10900,42500,5.67,6,0.01,0.5,0.0025,800,1.22,10.2,22,3.4,0.82,0.45,34.9,3100,2.55,128,0.08,0.1,0.5,300,29100,3.31,19,15.6,10,5e-04,518,0.12,0.8,5.9,0.002,35,21,0.005,0.05,2.2,18,0.026,1.5,190,66.86,4.1,50,4,8.7,250,99.52,0.25,0.5,0.008,3,2.8,691,0.6,0.25,29.4,0.5,4.4,3,13.1,25,110,3,0,36,22,7.47,2.98,3.96,1.01,1.53,0.061,2.45,0.052,31.25,0.359
"57",68,568222,7563000,0.017,2.5,16000,18.26,0.6,0.25,0.007,1.5,66.8,940,0.24,0.025,0.001,0.25,150,5000,0.5,0.027,89,0.001,8.2,13,0.24,26,120,0.5,70.9,1.6,5e-04,25000,58200,8.01,6,0.03,1,0.0025,2000,3.39,15.2,50,5,2.36,0.61,37.53,3580,2.39,89.3,0.06,1.1,0.5,40,7700,0.73,33,30,10,5e-04,109,0.06,1.9,5.8,0.002,100,57,0.005,0.05,4,21,0.262,1.5,140,63.17,6.1,50,5,2.5,250,99.62,0.25,1.3,0.045,9,12,601,0.7,0.25,32.6,0.5,3.6,3.9,35.9,136,450,1,2,42,31,9.66,0.35,5.6,2.81,1.44,0.046,0.54,0.026,29.52,0.419
"58",69,784063,7540750,0.014,2.5,72500,15.32,2.7,0.25,0.006,1.5,1300,2300,3.47,0.05,0.001,35,16600,30000,3.78,0.104,180,0.005,44.3,51,0.57,277,910,3,72.7,2.8,5e-04,61600,83800,10.64,7,0.05,0.5,0.0025,8700,2.27,74.3,110,17.6,15.3,0.24,30.96,70500,12.14,977,0.17,1.6,9,530,6700,0.54,57,226,250,5e-04,758,0.24,5.4,5.4,0.002,200,149,0.005,0.2,15.4,27,0.18,1.5,80,36.49,8.6,50,12,123,700,98.88,6,0.25,0.015,16,9.4,5730,1.96,3.6,183,0.5,13.9,1.6,81.3,146,510,3,14,17,82,8.1,2.7,7.44,1.88,7.32,0.131,0.4,0.104,17.05,1.175
"59",70,573370,7458090,0.034,2.5,26200,16.11,7.8,8.5,0.001,1.5,97,570,0.47,0.229,0.001,4.5,1460,30000,3.02,0.037,57,0.002,13.7,21,0.45,106,220,3,31.4,1.1,5e-04,24400,42500,5.52,7,0.06,0.5,0.0025,2500,1.8,20.9,30,26,4.24,0.34,31.54,9680,2.92,183,0.07,0.1,0.5,170,29100,3.27,26,49.3,10,5e-04,235,0.06,3.8,5.5,0.002,69,62,0.028,0.05,6.4,20,0.103,1.5,170,61.55,4.5,50,7,8.3,250,99.24,0.25,0.25,0.018,9,7.5,1580,0.69,0.25,62.9,0.5,5.7,2.2,38,25,220,1,0,35,1,8.52,2.15,3.86,1.49,1.76,0.054,2.42,0.026,28.76,0.413
"60",72,666137,7730580,0.005,2.5,14600,14.66,1.6,0.25,0.006,1.5,72.4,780,0.42,0.046,0.001,0.25,4650,30000,3.6,0.031,86,0.003,10.7,14,0.38,51.1,110,2,37.2,1.8,5e-04,24200,46100,5.73,6,0.01,0.5,0.0025,3000,2.12,26.6,48,20.1,2.01,0.32,30.64,8800,2.63,230,0.08,0.3,19,310,31200,3.34,41,29.8,160,5e-04,824,0.2,4,4.7,0.002,64,26,0.005,0.05,5.1,20,0.03,1.5,120,64.08,7.1,50,6,19.5,250,99.14,0.25,0.25,0.013,11,9.9,1620,0.68,3.1,59.6,0.5,7.9,2.4,48.5,125,20,3,12,39,21,7.75,2.57,4,1.76,1.58,0.061,2.47,0.087,29.95,0.407
"61",73,717990,7610920,0.007,2.5,9910,14.65,0.1,0.25,0.001,1.5,88.7,410,0.22,0.016,0.001,7.5,2540,30000,4.28,0.024,38,0.001,8.2,13,0.28,37.1,200,2,22.4,1,5e-04,13300,40400,4.94,6,0.01,0.5,0.0025,2200,1.09,12.5,21,8.3,1.36,0.37,35.72,4600,2.71,113,0.07,0.1,0.5,230,33500,3.7,19,33.8,10,5e-04,453,0.11,1.4,5.6,0.002,20,25,0.005,0.05,2.7,16,0.012,1.5,130,66.54,3.5,50,6,8.8,250,99.97,0.25,0.25,0.011,4,2.7,957,0.52,0.25,32,0.5,3.4,1.9,24,25,240,3,32,40,20,7.75,3.05,3.45,0.9,1.63,0.054,2.74,0.048,31.1,0.311
"62",76,482866,7828740,0.01,2.5,12200,12.89,3.1,0.25,0.005,1.5,86.3,640,0.23,0.087,0.001,0.25,1530,5000,2.13,0.025,68,0.002,10.4,13,0.4,19.7,47,3,11.7,1,5e-04,22300,48500,8.36,8,0.01,0.5,0.0025,4100,1.61,18.3,27,11.8,1.85,2.67,32.08,5060,1.14,291,0.4,0.1,0.5,70,15700,1.72,26,14.9,10,5e-04,566,0.15,2.7,5.7,0.002,55,30,0.04,0.05,2.7,16,0.104,1.5,80,68.69,4,50,4,7.5,250,99.53,0.25,0.25,0.011,10,8,1380,0.6,2.2,29.1,0.5,11.5,18.2,47.6,135,140,2,0,47,10,6.82,1.52,5.84,1.33,0.68,0.309,1.27,0.065,32.1,0.359
"63",77,475510,7701840,0.007,2.5,14200,14.3,0.3,0.25,0.004,1.5,49,650,0.23,0.016,0.001,15,2130,30000,3.91,0.032,60,0.001,8.4,20,0.36,43.4,180,0.5,18.6,1.1,5e-04,18000,58000,8.23,7,0.03,0.5,0.0025,1100,1.51,10.4,30,5.4,2.84,0.57,31.4,4300,3.48,130,0.11,0.1,0.5,210,25500,2.5,20,24,100,5e-04,361,0.09,1.8,5.5,0.002,67,66,0.005,0.05,3.4,24,0.06,1.5,230,62.22,4.6,50,6,8.6,250,100.01,0.5,0.8,0.015,5,7.2,802,0.83,1.9,43.5,0.5,4.2,3.7,23.9,107,350,1,14,36,31,7.56,2.79,5.75,1.25,2.09,0.085,1.85,0.039,29.08,0.497
"64",78,745647,7558320,0.011,2.5,12200,15.13,0.05,0.25,0.001,1.5,55.7,620,0.14,0.013,0.001,0.25,2930,40000,3.85,0.019,34,0.001,8.3,15,0.4,31.8,130,0.5,17.8,0.9,5e-04,12000,32400,4.45,4,0.01,0.5,0.0025,1900,1.59,10.9,20,8,1.61,0.16,34.53,4350,2.21,118,0.07,0.1,0.5,480,29000,3.32,15,27.7,10,5e-04,276,0.09,1.2,5.8,0.002,41,33,0.005,0.2,2.4,14,0.018,1.5,210,66.29,2.6,50,12,12.4,250,99.01,0.25,0.25,0.008,4,4.5,842,0.41,2,33.5,0.5,2.6,1.1,20.3,25,170,3,0,35,20,8,2.75,3.11,1.32,1.33,0.054,2.46,0.039,30.98,0.245
"65",79,595850,7750550,0.009,2.5,11300,15.41,0.4,0.25,0.004,1.5,22.6,380,0.35,0.028,0.001,0.25,2180,30000,3.68,0.015,35,0.002,7.8,13,0.35,17.3,47,0.5,84.9,0.6,5e-04,20500,37200,5.21,3,0.02,0.5,0.0025,1000,1.7,19.5,16,24.8,1.45,0.18,33.09,6670,1.96,202,0.07,0.1,0.5,110,37600,4.35,16,15.9,10,5e-04,333,0.08,1.8,5.5,0.002,59,37,0.005,0.05,2.2,13,0.029,1.5,220,65.72,2.2,50,5,11.2,250,100.24,0.25,0.25,0.004,7,3.6,1220,0.61,0.25,41.7,0.5,4.9,1.2,33.5,25,90,2,0,75,20,8.15,2.63,3.64,1.41,1.18,0.054,3.22,0.034,30.71,0.365
"66",80,587100,7624700,0.009,2.5,6530,15.72,0.3,0.25,0.001,1.5,61.9,710,0.12,0.009,0.001,8.5,1840,30000,2.8,0.025,83,0.001,5.4,13,0.36,24.4,110,0.5,11.3,1.6,5e-04,12000,49500,6.6,9,0.01,0.5,0.0025,900,1.79,15.1,48,3,0.68,0.6,34.42,2990,2.48,106,0.08,0.1,0.5,160,19200,2.07,38,14.8,10,5e-04,484,0.12,1.5,5.8,0.002,68,25,0.005,0.05,2.7,21,0.014,1.5,110,65.61,6.7,50,3,8.7,250,98.68,0.25,1,0.017,7,11,557,0.73,0.25,31.9,0.5,5.4,3.9,14.9,25,250,3,4,30,31,8.32,2,4.61,1.48,1.49,0.061,1.53,0.052,30.66,0.437
"67",81,414535,7416910,0.0109737288135593,2.5,12762.0338983051,12.78,1.24033898305085,0.25,0.001,1.7364406779661,60.4679661016949,1200,0.446847457627119,0.0483627118644068,0.001,0.25,2289.49152542373,5000,1.39,0.0288847457627119,32,0.001,8.23881355932202,3,0.22,36.5286440677966,16,0.5,22.0262711864407,0.4,5e-04,17199.4915254237,8700,0.91,2,0.0181864406779659,0.5,0.0025,1488.30508474576,3.49,17.8589830508475,19,9.12440677966102,0.79,0.1,34.85,4775.64406779661,0.21,184.510338983051,0.02,0.196271186440677,0.5,343.35593220339,34000,3.54,9,23.5888135593221,10,5e-04,445.152542372881,0.06,2.71135593220339,5.6,0.002,73,39.5567796610169,0.024791525423729,0.05,2.8278813559322,2.8,0.0658152542372881,1.5,154.305084745763,76.06,1.6,50,3,25.7694915254237,700,99.4,0.25,0.25,0.010514406779661,7.89491525423729,5.2,898.980169491526,0.16,0.25,35.135593220339,0.5,6.40847457627118,0.6,27.4705084745762,25,195,1,2,62,7,6.76,0.99,0.63,2.89,0.12,0.015,2.62,0.026,35.55,0.095
"68",82,740646,7678290,0.006,2.5,5720,14.2,4.1,0.25,0.001,1.5,32.7,630,0.15,0.039,0.001,6.7,2550,30000,3.12,0.019,49,0.001,5.2,9,0.29,25.6,74,1,13.6,1.1,5e-04,10700,25200,3.57,5,0.01,0.5,0.0025,1000,1.8,13.4,25,7.4,0.98,0.24,37.04,2530,1.32,87.6,0.06,0.1,0.5,190,35000,3.86,17,15.3,10,5e-04,644,0.14,1.5,5.5,0.002,50,27,0.005,0.05,1.7,11,0.024,1.5,230,70.23,3.5,50,6,9.5,250,99.7,0.25,0.25,0.005,6,5.6,636,0.41,2.6,25,0.5,4.6,1.3,15.6,25,80,3,14,39,21,7.51,2.22,2.49,1.49,0.79,0.046,2.86,0.061,32.82,0.245
