"","ID","CNo","XCOO","YCOO","SiO2_T","TiO2_T","Al2O3_T","Fe2O3_T","MnO_T","MgO_T","CaO_T","Na2O_T","K2O_T","P2O5_T","SO3_T","Cl_T","F_T","LOI_T","As_T","Ba_T","Bi_T","Ce_T","Co_T","Cr_T","Cs_T","Cu_T","Ga_T","Hf_T","La_T","Mo_T","Nb_T","Ni_T","Pb_T","Rb_T","Sb_T","Sc_T","Sn_T","Sr_T","Ta_T","Th_T","U_T","V_T","W_T","Y_T","Zn_T","Zr_T"
"379",5422,57,759688,6500400.6,61.58,0.913,14.14,5.62,0.069,1.04,1.13,0.75,2.63,0.215,0.04,0.003,0.01,11.57,11,491,1.5,65,10,75,5,37,22,8,38,1,17,16,23,119,2.5,13,1,100,2.5,15,5,89,6,23,69,276
"380",5423,121,-779738.4,6033073.6,90.74,0.185,1.97,0.52,0.025,0.005,0.29,0.22,0.55,0.223,0.005,0.004,0.01,5.18,2,140,1.5,10,1.5,18,2.5,18,1.5,2.5,10,1,3,1.5,17,25,2.5,1,3,20,2.5,11,1.5,10,2.5,4,30,249
"381",5424,35,955546.8,6795179.6,74.33,0.508,9.18,2.66,0.063,0.68,1.24,1.95,1.62,0.199,0.005,0.003,0.01,7.35,10,472,1.5,26,6,41,2.5,13,9,2.5,10,1,1,7,15,62,2.5,8,1,144,2.5,9,1.5,53,6,7,49,164
"382",5426,23,727985.2,6640807.5,71.12,0.332,7.36,2.12,0.074,0.36,1.27,1.07,1.79,0.402,0.06,0.005,0.01,13.78,5,443,1.5,47,1.5,29,2.5,28,6,2.5,37,1,7,1.5,36,72,6,6,1,116,2.5,12,1.5,29,2.5,10,79,217
"383",5427,64,920147.1,6923361.2,62.84,0.619,11.02,5.73,0.078,1.92,1.67,2.23,1.65,0.32,0.005,0.004,0.01,11.65,11,517,1.5,10,14,69,2.5,87,12,2.5,41,2,1,48,16,55,2.5,16,1,157,2.5,7,1.5,134,2.5,13,111,93
"384",5429,237,-432669.9,6011839.4,90.26,0.152,4,0.91,0.036,0.05,0.43,0.66,1.03,0.133,0.005,0.007,0.022,2.13,6,250,1.5,23,1.5,9,2.5,16,4,5,10,1,5,1.5,14,55,2.5,1,1,54,2.5,12,1.5,13,2.5,1.5,24,149
"385",5430,34,886688.4,6776817.1,65.63,0.727,12.36,4.6,0.105,1.24,1.25,1.58,2.32,0.296,0.005,5e-04,0.01,9.64,9,548,1.5,35,10,68,2.5,23,15,2.5,30,1,8,24,16,102,2.5,10,1,145,2.5,11,1.5,70,2.5,14,77,197
"386",5431,9,391946.3,5882900.5,85.85,0.206,5.25,1.26,0.047,0.24,0.63,0.71,1.53,0.143,0.005,0.004,0.022,3.87,7,288,1.5,33,1.5,22,2.5,21,4,2.5,35,1,5,4,17,53,2.5,5,1,57,2.5,12,1.5,12,2.5,8,36,195
"388",5434,228,-521015,6044054.3,89.63,0.129,4.36,0.57,0.017,0.09,0.41,0.9,1.35,0.107,0.005,0.005,0.035,2.22,5,325,1.5,24,1.5,11,2.5,10,4,2.5,10,3,4,1.5,11,56,2.5,3,1,73,2.5,6,1.5,14,2.5,1.5,17,89
"389",5435,50,792694.9,6796687.3,67.26,0.395,10.61,1.89,0.049,0.5,2.24,2.62,1.68,0.321,0.05,0.007,0.01,12.09,6,504,1.5,28,7,34,2.5,14,13,2.5,35,1,6,1.5,22,65,2.5,6,3,219,2.5,9,1.5,32,2.5,9,58,165
"390",5437,20,545268.5,6090583,83.74,0.334,5.61,1.24,0.082,0.3,0.66,0.64,1.87,0.122,0.01,0.006,0.01,5.16,4,350,1.5,34,1.5,22,2.5,14,4,2.5,10,1,7,1.5,14,59,2.5,4,1,65,5,9,1.5,17,2.5,9,31,269
"391",5438,77,596456.8,6237721.8,80.59,0.209,5.01,1.72,0.026,0.21,1.29,0.61,1.6,0.356,0.04,0.001,0.01,8.1,7,317,3,24,1.5,16,5,32,5,2.5,21,1,4,1.5,14,41,2.5,4,1,73,2.5,6,1.5,24,2.5,11,21,190
"392",5439,27,-575751.8,6106679.2,78,0.522,8.36,2.91,0.055,0.57,0.73,0.95,2.03,0.123,0.005,0.014,0.01,5.47,10,385,8,47,1.5,60,2.5,11,10,2.5,98,1,9,1.5,23,74,2.5,6,1,73,6,2.5,1.5,60,2.5,14,55,299
"393",5440,13,352348.8,5978367.2,88.03,0.16,3.59,0.73,0.03,0.14,0.52,0.41,1.22,0.15,0.02,0.004,0.03,4.76,1,236,1.5,10,1.5,11,2.5,11,1.5,2.5,31,1,1,1.5,13,45,5,1,2,38,2.5,7,1.5,18,2.5,5,20,182
"394",5442,1,500997.2,5944897.2,83.73,0.311,5.51,1.22,0.054,0.19,0.48,0.61,1.64,0.13,0.005,0.006,0.01,5.89,3,325,1.5,25,4,18,2.5,5,5,6,71,1,4,1.5,17,50,2.5,4,1,55,2.5,9,1.5,22,2.5,9,29,253
"395",5443,63,908259.9,6966256.4,55.72,0.908,10.65,6.88,0.11,3.18,2.69,2.21,1.69,0.329,0.23,0.016,0.01,15.11,8,432,1.5,28,20,47,2.5,160,14,2.5,24,16,5,46,22,61,2.5,19,1,133,2.5,2.5,1.5,180,2.5,18,172,125
"396",5444,201,-391491.9,6129577.5,84.72,0.374,5.91,1.65,0.049,0.32,0.53,0.78,1.71,0.125,0.005,0.009,0.01,3.6,8,334,1.5,40,1.5,33,2.5,17,5,2.5,22,1,5,1.5,17,82,2.5,4,1,69,2.5,8,1.5,38,5,5,33,258
"397",5445,81,626293.1,6389809.3,81.59,0.364,6.18,1.6,0.1,0.26,1.09,0.74,1.9,0.275,0.03,0.007,0.022,5.55,4,395,1.5,48,1.5,18,2.5,23,6,2.5,54,2,7,1.5,15,71,2.5,5,3,87,2.5,10,1.5,29,2.5,11,33,306
"398",5446,159,-665517.6,5935863.1,85.98,0.372,5.35,1.73,0.072,0.22,0.3,0.55,1.42,0.09,0.005,0.006,0.01,3.69,8,295,1.5,46,1.5,27,2.5,5,5,5,93,1,6,1.5,24,66,2.5,4,1,51,2.5,11,1.5,24,2.5,10,38,334
"399",5447,45,790673.9,6923921.2,67.79,0.373,12.19,2.45,0.056,0.65,2.43,3.18,1.63,0.438,0.005,0.006,0.01,8.54,4,559,1.5,10,1.5,29,2.5,5,14,2.5,30,1,3,1.5,16,64,2.5,7,1,296,10,7,1.5,47,2.5,3,79,177
"400",5448,80,666746.1,6376412.4,79.27,0.46,7.72,2.06,0.063,0.41,0.79,0.86,2.17,0.123,0.005,0.006,0.045,5.74,6,418,1.5,41,4,30,2.5,14,9,5,39,1,7,4,12,92,2.5,5,2,89,2.5,13,5,30,2.5,10,33,308
"401",5449,223,-558654.3,6041132.5,85.79,0.419,5.6,1.41,0.069,0.18,0.39,0.62,1.49,0.117,0.005,0.003,0.01,3.72,6,312,1.5,33,1.5,35,6,23,6,9,23,1,5,1.5,20,51,2.5,5,1,56,2.5,13,1.5,27,8,11,35,277
"402",5450,71,674414.5,6438977.1,75.19,0.419,8.24,2.13,0.055,0.54,2.44,1,2.29,0.157,0.04,0.005,0.01,7.23,5,422,1.5,33,3,29,2.5,17,9,6,46,1,7,5,18,67,2.5,5,2,94,2.5,10,1.5,26,2.5,15,37,272
"403",5451,21,558132.5,6556009.8,75.46,0.332,6.97,1.77,0.057,0.4,1.77,0.67,2.41,0.189,0.06,0.004,0.01,9.63,5,396,1.5,51,1.5,22,2.5,5,7,2.5,53,3,8,1.5,18,64,2.5,3,1,73,2.5,11,1.5,17,5,16,38,273
"404",5452,27,814761,6684971.5,75.95,0.314,7.3,2.52,0.155,0.49,1.92,1.33,1.45,0.251,0.05,0.006,0.01,8.02,8,414,1.5,25,3,30,2.5,33,10,2.5,78,1,7,1.5,14,68,2.5,5,1,115,2.5,8,1.5,34,2.5,8,58,137
"405",5453,52,565630.2,6478757.7,80.62,0.463,7.32,1.93,0.093,0.33,0.72,0.71,2.39,0.237,0.005,0.006,0.01,4.86,4,417,1.5,39,1.5,21,2.5,14,6,2.5,63,1,6,1.5,21,100,2.5,6,1,72,2.5,13,1.5,25,2.5,14,50,371
"406",5454,30,826920,6715310.2,79.35,0.418,7.32,1.76,0.044,0.38,0.92,1.05,1.67,0.209,0.005,0.003,0.01,6.63,6,406,1.5,39,4,29,2.5,5,8,8,33,2,8,4,12,72,2.5,6,1,104,2.5,11,1.5,35,2.5,10,35,285
"407",5455,27,647745.6,6135753.6,82.38,0.488,7.24,1.72,0.055,0.34,0.56,0.8,2.3,0.081,0.005,0.005,0.01,3.74,5,430,1.5,33,1.5,33,2.5,10,9,5,40,1,9,1.5,15,85,9,6,1,82,2.5,9,1.5,23,7,11,29,425
"408",5456,11,698741.8,6627283.9,75.98,0.436,8.49,1.62,0.026,0.45,1.02,1.2,2.1,0.211,0.005,0.005,0.01,8.22,4,480,1.5,54,1.5,32,2.5,24,12,2.5,21,1,10,1.5,23,61,2.5,7,1,115,2.5,8,1.5,26,2.5,17,46,304
"409",5458,60,902388.2,6854977.8,70.14,0.327,7.96,2.58,0.038,0.64,1.43,2.08,1.28,0.263,0.03,0.005,0.01,12.98,5,440,1.5,22,4,42,2.5,31,8,2.5,39,1,5,8,13,49,2.5,8,1,148,2.5,9,1.5,78,2.5,7,29,55
"410",5459,41,677304.5,6829802.8,54.18,0.73,14.3,8,0.138,2.57,2.33,2.36,2.66,0.421,0.02,0.007,0.01,11.94,10,711,1.5,78,19,95,2.5,36,19,2.5,51,18,13,41,17,108,2.5,17,1,194,2.5,10,3,120,6,20,129,149
"411",5460,23,610913.9,6079935.7,83.44,0.367,5.67,1.21,0.031,0.25,0.66,0.66,1.79,0.062,0.005,0.007,0.01,5.58,5,339,1.5,23,1.5,23,2.5,12,5,7,34,1,8,1.5,14,70,2.5,4,1,65,2.5,10,1.5,19,2.5,7,21,327
"412",5461,132,-778039.9,6040010.1,89.3,0.227,1.95,0.32,0.025,0.02,0.2,0.22,0.59,0.157,0.005,0.004,0.01,6.82,5,139,1.5,24,1.5,30,2.5,17,3,6,42,1,2,1.5,12,35,2.5,1,1,22,2.5,8,1.5,17,2.5,1.5,15,296
"413",5462,5,-602750.6,6206536.6,80.38,0.467,7.3,2.28,0.063,0.47,0.74,0.88,1.87,0.178,0.01,0.005,0.08,5.04,9,370,1.5,38,5,38,2.5,23,9,2.5,46,1,6,1.5,19,78,2.5,8,1,75,2.5,10,1.5,44,6,15,59,306
"414",5463,51,550893,6526424.6,79.53,0.392,6.97,1.22,0.027,0.29,0.66,0.83,2.52,0.132,0.005,0.006,0.01,7.15,6,417,1.5,42,1.5,15,2.5,5,7,2.5,31,3,8,1.5,13,81,2.5,4,3,76,2.5,9,1.5,32,2.5,15,22,381
"415",5464,17,664056,6487276.2,75.28,0.387,7.79,1.98,0.05,0.46,1.47,1.04,2.06,0.108,0.05,0.008,0.01,9.1,5,404,1.5,44,4,30,2.5,19,7,2.5,25,1,7,1.5,17,66,2.5,5,1,104,2.5,10,1.5,22,2.5,15,33,245
"416",5465,218,-425212.9,6033437.2,84.61,0.376,5.89,1.6,0.042,0.36,0.55,0.79,1.67,0.11,0.005,0.004,0.01,3.77,10,330,1.5,29,1.5,34,2.5,243,7,2.5,10,1,8,1.5,12,70,2.5,6,1,77,2.5,8,1.5,37,2.5,12,37,256
"417",5466,76,563627.8,6258443,81.65,0.339,7.18,2.06,0.093,0.47,1.01,1.09,1.91,0.142,0.005,0.006,0.01,3.76,5,375,1.5,65,7,20,2.5,12,9,6,47,1,5,1.5,14,73,2.5,4,1,94,2.5,11,1.5,32,2.5,16,37,282
"418",5467,221,-347510.9,6049728.5,85.68,0.353,5.37,1.43,0.065,0.34,0.55,0.75,1.72,0.15,0.005,0.007,0.087,3.25,6,361,1.5,24,1.5,27,2.5,15,6,7,56,1,7,1.5,17,72,2.5,3,1,76,7,8,3,29,2.5,8,31,303
"419",5468,48,827435.4,6848253.7,67,0.242,10.03,2.15,0.057,0.61,2.24,2.77,1.87,0.354,0.07,0.007,0.01,12.32,5,544,1.5,20,5,42,2.5,13,13,2.5,49,1,9,6,13,62,2.5,6,1,265,2.5,2.5,4,44,2.5,6,42,109
"420",5469,1,704102.6,6662696,66.14,0.413,8.97,1.69,0.032,0.42,2.26,1.64,1.88,0.246,0.07,0.005,0.01,15.93,4,445,6,51,1.5,28,2.5,11,11,5,60,1,8,6,19,66,2.5,8,1,158,2.5,10,3,29,6,12,28,259
"421",5470,70,993229.7,6870631,69.9,0.411,9.63,2.58,0.067,0.87,1.85,2.11,1.66,0.33,0.02,0.007,0.031,10.27,5,438,1.5,27,5,93,2.5,32,11,9,52,1,1,11,12,55,2.5,8,2,156,2.5,10,1.5,46,6,9,59,214
"422",5471,68,972629.9,6909071.6,73.21,0.451,9.84,2.34,0.043,0.85,1.65,2.18,1.69,0.119,0.02,0.009,0.01,7.33,7,434,1.5,27,1.5,96,2.5,5,10,2.5,56,1,7,9,12,58,2.5,8,1,156,2.5,8,1.5,53,2.5,9,27,237
"423",5472,8,451270.4,5894413.4,83.02,0.477,6.35,1.59,0.05,0.51,0.72,0.66,2.18,0.094,0.005,0.007,0.051,4,4,386,1.5,10,1.5,36,2.5,5,5,8,138,2,8,1.5,15,75,5,5,1,71,2.5,9,3,30,6,16,27,433
"424",5473,47,805935.4,6879865.1,65.5,0.569,13.2,3.83,0.077,1.29,2.43,2.89,1.78,0.203,0.005,0.006,0.01,7.95,4,592,1.5,34,12,61,2.5,19,18,2.5,42,2,3,12,23,66,2.5,11,1,241,2.5,7,1.5,70,2.5,13,67,179
"425",5474,10,740299.7,6589967.2,70.96,0.495,9.27,2.58,0.089,0.43,1.63,1.14,2.25,0.324,0.06,0.005,0.01,10.5,4,528,1.5,70,1.5,32,2.5,19,7,2.5,56,1,8,4,26,86,2.5,8,3,122,2.5,12,1.5,26,2.5,17,55,310
"426",5475,67,971455.3,6960620.1,69.83,0.363,11.19,2.46,0.056,0.74,1.64,2.81,1.7,0.204,0.005,0.009,0.041,8.71,5,509,3,10,4,49,2.5,11,13,6,41,1,7,4,11,63,2.5,7,1,212,2.5,2.5,1.5,38,8,5,59,141
"427",5476,119,-729529.6,6036251.3,87.33,0.255,2.91,1.14,0.046,0.07,0.37,0.33,0.88,0.235,0.005,0.008,0.01,6.25,4,205,1.5,10,1.5,21,2.5,25,1.5,2.5,34,1,8,1.5,28,43,2.5,1,3,32,2.5,9,1.5,31,2.5,4,43,262
"428",5477,43,713246.4,6867819.5,61.5,0.554,13.33,4.52,0.108,1.26,1.78,2.22,1.8,0.417,0.005,0.006,0.01,12.23,12,549,1.5,31,5,64,2.5,23,19,2.5,52,1,10,22,20,75,2.5,12,3,193,2.5,11,3,75,6,18,116,184
"429",5479,5,303894.6,5933553.9,82.29,0.489,6.62,1.75,0.051,0.37,0.54,0.66,2.27,0.124,0.005,0.006,0.01,4.54,5,398,1.5,49,1.5,33,2.5,10,5,2.5,36,1,10,1.5,17,60,2.5,5,1,65,2.5,11,3,26,2.5,17,26,415
"430",5480,225,-559541.3,6028849,89.35,0.201,3.13,1.49,0.035,0.05,0.39,0.43,0.89,0.177,0.005,0.004,0.01,3.67,4,237,1.5,10,1.5,17,2.5,5,1.5,2.5,28,1,3,1.5,17,16,2.5,2,1,45,2.5,8,1.5,15,2.5,6,16,181
"431",5481,207,-424218.8,6101789.1,78.1,0.396,6.34,2.01,0.033,0.4,2.49,0.69,1.59,0.23,0.08,0.005,0.01,7.37,5,314,1.5,48,1.5,33,2.5,5,7,2.5,36,1,8,1.5,23,71,2.5,6,1,111,2.5,8,1.5,34,2.5,10,42,255
"432",5482,18,435127.6,6066254.7,82.94,0.403,6.09,1.47,0.068,0.36,0.7,0.69,1.97,0.165,0.02,0.007,0.035,4.82,4,364,4,49,1.5,28,2.5,20,7,8,40,1,8,1.5,15,59,2.5,4,1,75,2.5,9,4,21,2.5,15,31,342
"433",5483,114,-677478,6114361.8,83.47,0.49,6.21,1.83,0.034,0.38,0.56,1.02,1.6,0.127,0.005,0.007,0.046,3.99,6,309,1.5,49,1.5,54,2.5,11,3,2.5,80,1,6,1.5,20,53,2.5,5,1,71,6,12,1.5,26,2.5,18,35,458
"434",5484,19,634669.5,6523239.6,73.93,0.311,6.28,1.54,0.049,0.25,0.9,0.73,2.13,0.204,0.04,0.003,0.01,13.34,5,386,1.5,24,1.5,21,2.5,5,7,2.5,75,1,7,1.5,14,73,2.5,5,1,74,2.5,10,1.5,23,2.5,13,33,277
"435",5485,15,472673.9,5993113.9,87.86,0.163,4.53,0.84,0.038,0.24,0.8,0.68,1.5,0.091,0.005,0.011,0.01,3.04,1,276,1.5,33,1.5,7,2.5,14,4,2.5,32,1,5,1.5,16,41,2.5,4,1,56,2.5,11,1.5,8,2.5,8,19,159
"436",5486,25,781651.7,6646021.8,75.9,0.545,8.96,2.9,0.125,0.58,0.86,0.99,2.02,0.184,0.005,0.006,0.022,6.65,6,453,4,50,5,36,2.5,11,13,9,41,1,7,4,17,96,2.5,6,1,96,2.5,11,1.5,40,2.5,14,57,257
"437",5487,2,455857.2,5933774.3,83.43,0.359,5.28,1.28,0.046,0.34,1.12,0.6,1.72,0.129,0.03,0.004,0.01,5.38,7,340,1.5,35,1.5,27,2.5,5,6,2.5,45,1,6,1.5,6,66,6,6,1,61,2.5,13,1.5,19,2.5,8,28,349
"438",5488,79,637645.4,6319617.1,77.79,0.503,7.21,2.01,0.086,0.47,1.59,0.79,2.17,0.288,0.04,0.005,0.01,6.75,5,433,1.5,51,4,31,2.5,10,7,9,67,1,10,1.5,13,81,2.5,7,1,104,2.5,10,1.5,19,2.5,19,43,381
"439",5489,26,781966,6601732,59.25,0.762,12.54,4.82,0.093,1.23,1.98,1.03,2.52,0.247,0.09,0.005,0.01,15.13,10,506,1.5,66,12,61,2.5,35,15,2.5,51,1,15,19,12,101,2.5,12,1,115,2.5,12,1.5,95,2.5,17,76,199
"440",5490,8,608854.8,6685853.7,49.77,0.349,9,3.22,0.071,0.63,2.32,1.42,2.18,0.21,0.14,0.005,0.056,30.41,6,493,1.5,113,1.5,31,2.5,19,11,5,63,1,10,1.5,22,89,2.5,8,1,134,2.5,9,4,40,6,29,46,160
"441",5491,12,645299.9,6621718.7,71.67,0.502,10.3,2.7,0.066,0.63,1.4,1.21,2.98,0.247,0.04,0.008,0.01,7.96,7,539,1.5,60,1.5,33,2.5,19,13,2.5,51,3,12,1.5,24,115,2.5,7,2,114,2.5,10,1.5,34,5,20,63,294
"442",5492,241,-344792.1,5995265.7,85.84,0.344,5.2,1.43,0.043,0.22,0.49,0.68,1.59,0.168,0.005,0.007,0.01,3.79,7,306,1.5,27,1.5,34,2.5,28,3,2.5,53,5,10,1.5,11,54,2.5,5,1,84,2.5,10,1.5,10,2.5,12,28,241
"443",5493,44,732561.9,6912539.5,69.75,0.286,12.06,1.89,0.047,0.38,1.86,3.25,1.46,0.223,0.005,0.004,0.01,8.62,6,602,1.5,10,1.5,25,2.5,13,15,2.5,20,5,9,1.5,18,64,2.5,6,1,268,2.5,9,1.5,30,5,1.5,59,119
"444",5494,62,844954.1,6934080.2,66.73,0.542,11.35,4.58,0.09,2.98,1.83,2.43,1.78,0.213,0.005,0.006,0.01,7.23,5,477,4,10,7,58,2.5,27,15,2.5,10,2,6,21,12,71,2.5,11,3,183,2.5,2.5,1.5,60,2.5,10,49,156
"445",5495,210,-511420.3,6094371.5,83.52,0.379,6.04,1.82,0.033,0.31,0.51,0.74,1.64,0.105,0.005,0.004,0.01,4.69,5,321,1.5,23,1.5,38,2.5,24,7,6,21,1,6,1.5,23,59,2.5,5,1,68,2.5,11,1.5,25,6,13,34,244
"446",5496,139,-640976.3,6037654.9,89.96,0.202,2.95,0.88,0.037,0.02,0.25,0.36,0.75,0.145,0.005,0.003,0.01,4.3,4,177,1.5,10,1.5,21,2.5,16,1.5,2.5,10,1,3,1.5,18,25,2.5,3,1,28,2.5,11,1.5,21,2.5,5,29,196
"447",5497,55,714353.1,6454874.1,77.99,0.439,8.2,2.14,0.04,0.39,0.92,0.9,1.97,0.123,0.01,0.004,0.01,6.58,4,423,1.5,42,1.5,30,2.5,18,8,5,23,1,8,1.5,16,64,2.5,5,1,89,2.5,12,1.5,28,2.5,16,37,255
"448",5499,69,1000748.2,6892434.9,75.84,0.269,10.6,1.72,0.036,0.54,1.54,3.07,1.85,0.138,0.005,0.008,0.058,4.14,2,510,3,10,1.5,37,2.5,10,12,5,10,1,4,1.5,13,60,2.5,5,1,225,2.5,2.5,1.5,40,2.5,8,25,116
"449",5500,72,537725.3,6393581.6,76.89,0.413,7.28,1.78,0.058,0.42,1,1,2.21,0.226,0.005,0.004,0.046,8.41,5,395,1.5,36,1.5,29,5,5,8,5,26,1,5,1.5,14,74,2.5,5,1,98,2.5,10,1.5,20,8,14,40,306
"450",5501,6,574352.4,6727508.5,70.35,0.409,11.69,1.99,0.036,0.34,1.88,2.59,2.52,0.141,0.005,0.012,0.01,7.67,4,613,1.5,74,1.5,27,2.5,10,13,7,36,1,7,1.5,23,83,2.5,7,1,177,2.5,12,1.5,18,2.5,14,34,418
"451",5502,5,622827.9,6759217,68.3,0.322,10.48,1.79,0.032,0.42,2.13,2.2,2.05,0.177,0.06,0.003,0.078,11.71,1,435,1.5,43,1.5,23,2.5,5,11,2.5,32,1,5,1.5,22,70,2.5,7,1,182,2.5,9,1.5,24,2.5,12,30,242
"452",5503,19,497081.2,6086329.9,72.26,0.738,10.64,3.36,0.074,0.83,0.72,0.66,2.99,0.214,0.005,0.005,0.01,7.21,8,474,1.5,41,6,53,2.5,5,12,2.5,49,1,12,5,16,115,6,9,2,82,2.5,13,4,59,2.5,18,56,310
"453",5504,3,408636.3,5946407.1,85.83,0.262,5.06,1.08,0.046,0.33,1.03,0.64,1.82,0.102,0.005,0.007,0.01,3.56,4,310,1.5,24,1.5,15,2.5,5,4,2.5,31,1,6,1.5,10,56,2.5,4,1,63,2.5,8,1.5,21,2.5,10,24,254
"454",5505,74,567612.7,6329018.1,63.5,0.685,10.91,3.8,0.089,0.87,1.45,0.81,2.72,0.28,0.05,0.007,0.01,14.56,7,463,1.5,65,11,49,2.5,11,14,2.5,45,1,11,6,19,103,2.5,10,1,114,2.5,14,1.5,56,2.5,20,58,298
"455",5506,65,923247.6,6960648,71.79,0.336,8.94,3.33,0.057,1.95,1.33,2.09,1.72,0.265,0.06,0.005,0.01,7.92,7,375,1.5,10,1.5,48,2.5,28,10,2.5,20,1,4,7,9,65,2.5,8,2,126,2.5,7,1.5,58,2.5,4,58,70
"456",5507,227,-521380.3,6057967,75.62,0.582,8.83,3.07,0.075,0.74,0.8,0.85,2.24,0.167,0.01,0.007,0.031,6.67,9,412,1.5,44,10,47,5,12,11,6,44,1,8,9,24,86,2.5,8,3,90,2.5,12,1.5,66,8,20,67,290
"457",5508,33,866050.6,6784712.3,77.91,0.258,8.03,1.65,0.048,0.37,1.04,1.75,1.52,0.238,0.005,0.006,0.01,6.98,6,432,1.5,10,1.5,23,2.5,5,8,2.5,10,1,5,1.5,9,49,2.5,2,1,146,2.5,9,1.5,26,2.5,7,39,119
"458",5509,20,605942.5,6534940.5,73.08,0.48,9.64,2.43,0.078,0.49,0.96,1.13,3.06,0.141,0.005,0.006,0.01,8.19,6,526,1.5,46,3,28,2.5,5,13,7,10,1,7,1.5,18,101,2.5,7,1,95,2.5,13,1.5,38,2.5,19,48,343
"459",5510,299,-547560,5870099.8,77.4,0.582,7.84,2.54,0.075,0.52,1.02,0.8,2.04,0.129,0.03,0.002,0.01,6.72,10,397,1.5,60,3,48,2.5,23,9,7,43,1,20,9,35,96,2.5,7,2,103,2.5,13,4,46,2.5,22,57,460
"460",5511,22,638416.8,6587180.9,70.52,0.506,10.16,2.7,0.088,0.66,1.12,1.23,3.14,0.271,0.01,0.006,0.01,9.28,9,521,5,57,8,30,5,5,12,7,38,1,10,1.5,19,110,2.5,8,1,118,2.5,12,1.5,38,2.5,21,62,297
"461",5512,170,-666358.7,5956712.3,90.39,0.108,1.86,0.58,0.014,0.01,0.18,0.17,0.71,0.165,0.005,0.006,0.01,5.7,5,179,1.5,10,1.5,16,2.5,5,1.5,2.5,10,1,5,1.5,20,38,2.5,1,1,27,2.5,8,1.5,6,2.5,1.5,11,85
"462",5513,117,-597291.6,5975971.2,92.52,0.156,2.59,0.64,0.041,0.02,0.21,0.29,0.7,0.139,0.005,0.004,0.023,2.63,2,164,1.5,10,1.5,20,2.5,5,1.5,2.5,10,1,1,1.5,20,29,2.5,3,1,25,2.5,10,1.5,28,2.5,3,24,122
"463",5514,49,776745.8,6849547.4,82.84,0.275,6.99,2.09,0.061,0.48,0.76,1.62,1.42,0.167,0.005,0.003,0.01,3.12,4,379,1.5,10,1.5,19,2.5,5,10,2.5,10,1,5,1.5,10,48,2.5,4,3,121,2.5,7,1.5,30,5,6,41,99
"464",5515,37,923220.4,6745599.2,83.58,0.362,5.77,1.37,0.051,0.21,0.98,0.86,1.48,0.2,0.005,0.007,0.01,4.88,3,356,1.5,33,1.5,22,2.5,5,6,9,10,1,2,1.5,8,51,2.5,2,1,93,6,12,1.5,17,2.5,10,32,343
"465",5516,28,841541.2,6631905.5,80.11,0.296,5.5,1.27,0.052,0.19,0.78,0.87,1.39,0.32,0.005,0.006,0.024,8.98,5,333,1.5,36,1.5,24,2.5,5,6,5,10,2,5,1.5,14,50,2.5,3,1,98,2.5,9,1.5,21,2.5,10,34,286
"466",5517,29,867798.9,6632386.2,77.65,0.491,8.32,2.76,0.054,0.58,0.7,0.86,2.01,0.104,0.005,0.005,0.01,6.26,9,392,1.5,53,3,44,2.5,5,11,2.5,31,3,11,8,19,80,2.5,8,1,80,2.5,11,1.5,45,2.5,13,53,264
"467",5518,211,-552329.7,6089192.7,67.7,0.476,11.52,3.04,0.073,0.93,2.19,2.73,1.55,0.252,0.005,0.004,0.021,9.27,4,546,1.5,33,3,33,2.5,22,16,8,10,1,6,7,18,56,2.5,9,3,259,2.5,6,1.5,67,2.5,8,68,206
"468",5519,30,552773.1,6179136.5,77.73,0.593,8.24,2.13,0.055,0.57,1.06,0.88,2.46,0.148,0.03,0.005,0.01,5.78,7,442,1.5,66,1.5,37,2.5,5,8,5,28,1,9,1.5,12,87,2.5,8,2,93,2.5,12,1.5,46,2.5,21,38,498
"469",5520,9,-630735.7,6186122,85.6,0.278,3.34,0.4,0.021,0.01,0.3,0.52,1.01,0.123,0.005,0.007,0.01,8.23,2,242,1.5,10,1.5,15,2.5,5,1.5,2.5,10,1,7,1.5,15,33,2.5,3,1,36,2.5,10,1.5,18,2.5,4,20,291
"470",5521,75,576906.6,6318045.8,75.82,0.535,8.79,2.48,0.08,0.59,1.55,0.91,2.55,0.602,0.005,0.005,0.022,5.78,6,473,4,43,4,39,2.5,5,11,2.5,31,1,11,6,14,93,2.5,7,1,145,2.5,10,5,37,6,21,45,345
"471",5522,126,-806323.8,6001092.5,93.64,0.078,1.52,0.32,0.02,0.005,0.17,0.19,0.46,0.1,0.005,0.01,0.01,3.42,4,117,1.5,10,1.5,13,2.5,5,1.5,2.5,10,1,4,1.5,11,24,2.5,1,1,15,2.5,7,1.5,10,2.5,1.5,24,94
"472",5523,11,302040,5898509.6,87.54,0.303,4.84,1.08,0.043,0.18,0.38,0.54,1.47,0.098,0.005,0.006,0.01,3.36,4,295,1.5,27,1.5,22,2.5,5,1.5,2.5,10,1,5,1.5,10,50,2.5,2,2,50,2.5,10,1.5,17,2.5,8,24,301
"473",5524,26,685694.6,6150938.6,83.71,0.28,5.63,1.32,0.052,0.23,0.67,0.73,1.65,0.135,0.005,0.007,0.01,5.38,3,332,1.5,38,1.5,16,2.5,5,4,6,10,1,4,1.5,16,57,2.5,3,1,65,2.5,12,1.5,22,5,11,37,232
