"","id","nhood","hour","month","reason","resident","age","male","race","citation"
"401",401,"5",6,"Feb","mech/reg",0,"30-39",1,"B",0
"402",402,"5",13,"Feb","MV danger",0,"40+",1,"W",1
"403",403,"1",18,"Feb","mech/reg",1,"under 18",1,"H",0
"404",404,"2",7,"Feb","mech/reg",1,"18-29",1,"H",1
"405",405,"3",13,"Jan","MV nodanger",0,"30-39",1,"W",1
"406",406,"3",14,"Jan","mech/reg",1,"30-39",1,"B",0
"407",407,"4",20,"Feb","mech/reg",0,"30-39",0,"H",1
"408",408,"4",2,"Jan","MV nodanger",0,"40+",1,"H",1
"409",409,"6",20,"Feb","MV danger",0,"40+",1,"B",1
"410",410,"6",13,"Feb","MV nodanger",1,"30-39",1,"W",1
"411",411,"4",2,"Feb","MV danger",1,"18-29",1,"A",0
"412",412,"5",21,"Jan","MV nodanger",1,"40+",0,"B",0
"413",413,"1",11,"Jan","MV nodanger",1,"30-39",1,"H",0
"414",414,"2",6,"Jan","mech/reg",1,"30-39",0,"H",1
"415",415,"5",3,"Jan","MV danger",1,"40+",1,"B",0
"416",416,"2",7,"Feb","MV nodanger",0,"40+",1,"B",0
"417",417,"1",22,"Feb","MV danger",1,"18-29",0,"B",1
"418",418,"2",9,"Jan","MV nodanger",1,"40+",1,"B",1
"419",419,"5",12,"Jan","MV nodanger",0,"under 18",0,"B",1
"420",420,"6",11,"Jan","mech/reg",0,"30-39",1,"B",0
"421",421,"4",19,"Jan","MV danger",1,"30-39",0,"B",1
"422",422,"7",0,"Feb","MV nodanger",0,"40+",1,"B",1
"423",423,"5",20,"Jan","MV danger",1,"40+",1,"W",0
"424",424,"5",23,"Feb","MV nodanger",1,"18-29",0,"B",0
"425",425,"3",14,"Feb","MV nodanger",0,"under 18",1,"W",0
"426",426,"5",2,"Feb","MV nodanger",0,"under 18",1,"B",0
"427",427,"6",9,"Jan","mech/reg",0,"40+",1,"B",1
"428",428,"7",17,"Jan","MV danger",0,"40+",1,"B",1
"429",429,"5",21,"Feb","MV nodanger",0,"40+",1,"B",0
"430",430,"1",2,"Jan","MV danger",1,"40+",1,"B",1
"431",431,"4",16,"Feb","MV nodanger",1,"18-29",1,"B",1
"432",432,"7",21,"Jan","MV danger",1,"40+",1,"B",1
"433",433,"6",4,"Jan","MV danger",0,"18-29",1,"B",1
"434",434,"2",19,"Feb","MV danger",1,"30-39",1,"B",0
"435",435,"5",21,"Jan","MV nodanger",0,"40+",0,"B",0
"436",436,"4",5,"Jan","MV danger",0,"18-29",0,"H",1
"437",437,"3",10,"Jan","MV danger",1,"40+",1,"W",1
"438",438,"6",4,"Jan","MV nodanger",1,"18-29",1,"B",1
"439",439,"2",11,"Jan","MV nodanger",1,"30-39",1,"H",0
"440",440,"2",13,"Jan","MV nodanger",0,"18-29",1,"B",1
"441",441,"4",3,"Jan","MV nodanger",0,"18-29",1,"H",0
"442",442,"3",23,"Feb","MV danger",1,"40+",1,"W",1
"443",443,"7",19,"Jan","MV danger",1,"40+",1,"H",1
"444",444,"2",0,"Jan","mech/reg",0,"18-29",1,"B",1
"445",445,"1",6,"Jan","MV nodanger",0,"40+",1,"B",1
"446",446,"2",21,"Mar","MV danger",1,"18-29",1,"B",1
"447",447,"4",19,"Jan","MV nodanger",0,"18-29",0,"B",1
"448",448,"7",15,"Feb","MV danger",1,"40+",0,"W",1
"449",449,"1",17,"Jan","MV danger",1,"18-29",0,"B",1
"450",450,"1",21,"Feb","MV nodanger",0,"40+",1,"W",0
"451",451,"7",14,"Jan","MV nodanger",1,"18-29",1,"B",1
"452",452,"1",2,"Feb","MV danger",1,"30-39",0,"B",1
"453",453,"1",7,"Feb","mech/reg",0,"40+",1,"A",1
"454",454,"5",5,"Jan","MV danger",1,"40+",1,"B",1
"455",455,"3",7,"Jan","MV nodanger",1,"30-39",1,"W",0
"456",456,"3",7,"Feb","MV nodanger",0,"18-29",1,"B",0
"457",457,"1",22,"Feb","MV nodanger",0,"30-39",1,"A",1
"458",458,"1",15,"Feb","MV danger",1,"40+",1,"W",1
"459",459,"4",20,"Feb","mech/reg",0,"18-29",0,"H",1
"460",460,"5",5,"Feb","MV nodanger",1,"30-39",1,"B",0
"461",461,"1",16,"Feb","MV nodanger",1,"40+",1,"B",0
"462",462,"1",3,"Feb","MV danger",1,"40+",1,"H",0
"463",463,"4",12,"Mar","MV danger",1,"40+",1,"H",1
"464",464,"5",22,"Feb","mech/reg",0,"30-39",1,"B",0
"465",465,"5",6,"Jan","MV nodanger",1,"30-39",1,"B",0
"466",466,"1",18,"Jan","MV danger",1,"40+",1,"B",0
"467",467,"3",1,"Feb","MV danger",0,"18-29",0,"W",1
"468",468,"3",9,"Jan","MV nodanger",1,"30-39",0,"H",1
"469",469,"3",8,"Feb","MV danger",0,"18-29",0,"W",1
"470",470,"5",17,"Jan","MV nodanger",0,"18-29",1,"B",1
"471",471,"2",2,"Jan","MV danger",1,"40+",1,"H",1
"472",472,"5",12,"Feb","MV nodanger",0,"40+",1,"B",1
"473",473,"1",20,"Feb","mech/reg",0,"18-29",1,"B",1
"474",474,"4",22,"Feb","MV nodanger",0,"18-29",1,"B",0
"475",475,"4",5,"Feb","MV danger",0,"18-29",1,"A",1
"476",476,"7",23,"Feb","mech/reg",1,"40+",1,"B",1
"477",477,"7",13,"Jan","mech/reg",0,"40+",1,"W",1
"478",478,"7",4,"Jan","mech/reg",1,"18-29",0,"A",0
"479",479,"4",8,"Jan","MV nodanger",0,"18-29",1,"A",1
"480",480,"3",9,"Jan","MV nodanger",0,"18-29",1,"W",1
"481",481,"4",17,"Feb","MV danger",1,"18-29",1,"H",1
"482",482,"3",3,"Mar","MV nodanger",1,"18-29",1,"B",0
"483",483,"6",8,"Jan","MV danger",0,"40+",1,"A",1
"484",484,"6",10,"Feb","MV nodanger",1,"18-29",1,"A",1
"485",485,"4",11,"Feb","MV nodanger",0,"18-29",1,"B",1
"486",486,"2",16,"Feb","MV nodanger",0,"18-29",1,"B",1
"487",487,"6",6,"Jan","MV nodanger",0,"30-39",1,"H",0
"488",488,"6",3,"Jan","MV nodanger",1,"18-29",1,"B",0
"489",489,"1",6,"Jan","MV danger",1,"30-39",1,"B",1
"490",490,"2",15,"Feb","mech/reg",1,"40+",1,"B",0
"491",491,"6",18,"Jan","MV danger",0,"18-29",0,"W",1
"492",492,"1",12,"Jan","MV danger",1,"18-29",1,"W",1
"493",493,"1",10,"Feb","MV nodanger",1,"18-29",1,"W",1
"494",494,"2",17,"Jan","MV danger",0,"40+",1,"H",1
"495",495,"7",2,"Feb","MV nodanger",1,"18-29",0,"A",1
"496",496,"2",17,"Feb","MV nodanger",1,"18-29",1,"B",1
"497",497,"4",9,"Feb","MV nodanger",0,"18-29",0,"B",1
"498",498,"4",3,"Jan","MV nodanger",1,"30-39",1,"B",1
"499",499,"7",8,"Feb","MV danger",0,"30-39",1,"A",1
"500",500,"4",17,"Jan","MV danger",1,"40+",1,"B",0
"501",501,"5",1,"Jan","mech/reg",1,"30-39",0,"B",0
"502",502,"7",20,"Feb","mech/reg",0,"30-39",1,"B",1
"503",503,"5",1,"Feb","MV nodanger",1,"40+",1,"B",0
"504",504,"6",2,"Feb","MV danger",0,"40+",1,"B",1
"505",505,"5",17,"Feb","MV nodanger",0,"18-29",1,"B",1
"506",506,"1",11,"Mar","MV nodanger",0,"40+",1,"A",0
"507",507,"2",1,"Jan","MV danger",0,"18-29",1,"B",1
"508",508,"5",9,"Jan","MV danger",1,"18-29",0,"W",1
"509",509,"2",21,"Jan","mech/reg",1,"18-29",1,"B",0
"510",510,"6",22,"Feb","MV nodanger",0,"18-29",1,"A",1
"511",511,"5",10,"Feb","mech/reg",0,"40+",1,"W",1
"512",512,"3",4,"Feb","MV danger",1,"18-29",1,"B",1
"513",513,"7",20,"Jan","MV nodanger",0,"30-39",1,"B",1
"514",514,"2",0,"Jan","MV danger",1,"18-29",0,"B",1
"515",515,"2",22,"Feb","MV nodanger",1,"40+",1,"B",1
"516",516,"1",17,"Feb","mech/reg",1,"18-29",0,"B",1
"517",517,"5",9,"Jan","MV nodanger",0,"18-29",1,"B",1
"518",518,"5",7,"Jan","MV nodanger",0,"18-29",1,"B",0
"519",519,"2",22,"Jan","MV nodanger",1,"40+",1,"B",1
"520",520,"4",16,"Jan","MV nodanger",0,"30-39",1,"A",0
"521",521,"1",0,"Jan","MV danger",1,"18-29",1,"B",1
"522",522,"2",5,"Jan","MV danger",0,"40+",1,"W",1
"523",523,"6",1,"Jan","MV danger",1,"18-29",1,"B",0
"524",524,"1",21,"Jan","mech/reg",0,"30-39",1,"B",1
"525",525,"1",1,"Jan","MV nodanger",0,"40+",1,"B",1
"526",526,"1",9,"Feb","mech/reg",1,"30-39",1,"B",1
"527",527,"4",10,"Feb","MV danger",1,"18-29",1,"H",1
"528",528,"1",4,"Feb","MV nodanger",0,"18-29",0,"A",1
"529",529,"6",19,"Jan","mech/reg",1,"18-29",1,"B",1
"530",530,"7",22,"Jan","MV nodanger",1,"40+",1,"B",0
"531",531,"4",12,"Jan","MV nodanger",1,"18-29",1,"H",1
"532",532,"4",7,"Jan","MV nodanger",1,"30-39",1,"B",0
"533",533,"5",9,"Feb","MV nodanger",0,"18-29",1,"B",1
"534",534,"6",6,"Feb","mech/reg",1,"40+",1,"W",0
"535",535,"3",17,"Jan","MV danger",0,"18-29",1,"B",1
"536",536,"2",19,"Jan","mech/reg",0,"40+",0,"B",0
"537",537,"3",13,"Mar","MV nodanger",0,"40+",1,"W",1
"538",538,"7",19,"Feb","MV nodanger",1,"30-39",1,"H",1
"539",539,"6",4,"Feb","MV nodanger",1,"30-39",0,"B",0
"540",540,"7",20,"Feb","mech/reg",0,"40+",1,"H",0
"541",541,"4",15,"Feb","MV nodanger",0,"40+",1,"H",1
"542",542,"2",16,"Jan","MV nodanger",0,"18-29",0,"B",1
"543",543,"3",22,"Feb","MV nodanger",0,"40+",0,"H",0
"544",544,"4",23,"Feb","mech/reg",1,"under 18",0,"H",0
"545",545,"4",1,"Jan","MV danger",1,"40+",0,"W",0
"546",546,"5",9,"Jan","MV nodanger",0,"40+",1,"W",1
"547",547,"6",23,"Jan","MV nodanger",1,"18-29",1,"A",1
"548",548,"6",1,"Jan","mech/reg",1,"18-29",1,"B",1
"549",549,"2",1,"Feb","MV nodanger",0,"40+",1,"B",1
"550",550,"2",15,"Jan","MV danger",0,"30-39",1,"B",1
"551",551,"3",10,"Feb","MV danger",1,"30-39",0,"W",1
"552",552,"1",15,"Feb","MV danger",0,"18-29",1,"B",1
"553",553,"3",18,"Feb","MV nodanger",0,"30-39",0,"B",0
"554",554,"1",12,"Jan","MV nodanger",1,"30-39",1,"B",0
"555",555,"5",16,"Feb","MV nodanger",1,"18-29",1,"B",0
"556",556,"6",14,"Jan","MV danger",0,"18-29",1,"B",1
"557",557,"3",12,"Feb","MV nodanger",1,"18-29",1,"B",1
"558",558,"3",2,"Feb","MV nodanger",0,"30-39",1,"W",0
"559",559,"5",22,"Jan","MV nodanger",1,"18-29",1,"W",0
"560",560,"1",8,"Feb","MV nodanger",0,"18-29",1,"W",1
"561",561,"2",22,"Feb","mech/reg",1,"18-29",1,"B",1
"562",562,"7",11,"Mar","mech/reg",1,"18-29",1,"B",0
"563",563,"1",7,"Feb","mech/reg",0,"18-29",1,"B",0
"564",564,"7",16,"Jan","MV nodanger",0,"30-39",0,"B",1
"565",565,"1",11,"Jan","MV nodanger",0,"18-29",1,"B",1
"566",566,"2",11,"Feb","mech/reg",1,"30-39",1,"B",1
"567",567,"5",3,"Feb","MV nodanger",0,"18-29",1,"B",0
"568",568,"4",1,"Jan","MV nodanger",0,"40+",1,"B",0
"569",569,"4",23,"Feb","MV nodanger",0,"18-29",1,"H",1
"570",570,"7",0,"Jan","mech/reg",0,"18-29",1,"B",0
"571",571,"2",17,"Jan","MV nodanger",1,"18-29",1,"B",0
"572",572,"6",7,"Jan","MV danger",0,"40+",1,"W",1
"573",573,"2",13,"Feb","MV nodanger",1,"40+",1,"B",0
"574",574,"3",6,"Jan","MV danger",1,"40+",1,"H",1
"575",575,"2",8,"Jan","mech/reg",0,"40+",1,"B",1
"576",576,"7",19,"Feb","MV nodanger",1,"30-39",1,"W",1
"577",577,"5",0,"Feb","mech/reg",0,"40+",0,"W",0
"578",578,"7",12,"Jan","MV nodanger",0,"18-29",1,"W",1
"579",579,"3",14,"Feb","MV nodanger",0,"30-39",1,"W",1
"580",580,"2",14,"Feb","MV danger",1,"40+",1,"B",1
"581",581,"7",0,"Jan","MV nodanger",1,"30-39",0,"B",1
"582",582,"3",5,"Feb","MV danger",1,"40+",0,"W",1
"583",583,"6",5,"Feb","MV danger",1,"18-29",1,"H",0
"584",584,"7",21,"Jan","MV danger",0,"40+",0,"H",0
"585",585,"1",0,"Feb","MV danger",1,"30-39",1,"B",1
"586",586,"5",2,"Jan","MV danger",1,"40+",1,"H",0
"587",587,"7",5,"Feb","MV nodanger",1,"18-29",1,"H",1
"588",588,"3",2,"Jan","MV danger",1,"40+",1,"W",0
"589",589,"5",5,"Jan","MV danger",0,"40+",1,"B",1
"590",590,"5",0,"Feb","MV nodanger",1,"18-29",1,"B",0
"591",591,"7",23,"Jan","MV nodanger",1,"40+",1,"H",0
"592",592,"5",19,"Feb","MV nodanger",1,"30-39",0,"B",1
"593",593,"1",5,"Jan","MV nodanger",1,"30-39",0,"B",0
"594",594,"7",15,"Jan","MV nodanger",0,"18-29",1,"A",1
"595",595,"3",1,"Feb","MV nodanger",1,"30-39",1,"B",0
"596",596,"4",4,"Feb","mech/reg",0,"30-39",1,"H",0
"597",597,"4",5,"Jan","MV nodanger",1,"40+",1,"H",1
"598",598,"5",10,"Jan","MV nodanger",1,"30-39",1,"B",1
"599",599,"6",11,"Feb","MV nodanger",1,"30-39",1,"B",1
"600",600,"3",9,"Feb","MV nodanger",0,"18-29",1,"W",1
"601",601,"1",4,"Jan","MV nodanger",1,"18-29",1,"H",0
"602",602,"5",8,"Jan","MV danger",0,"30-39",1,"W",1
"603",603,"5",22,"Feb","MV nodanger",0,"18-29",1,"W",0
"604",604,"1",8,"Feb","MV danger",0,"30-39",1,"B",1
"605",605,"6",10,"Jan","MV danger",1,"30-39",1,"W",1
"606",606,"3",8,"Feb","MV danger",0,"18-29",1,"H",1
"607",607,"6",5,"Jan","MV nodanger",0,"40+",1,"B",1
"608",608,"6",12,"Feb","mech/reg",1,"40+",1,"W",1
"609",609,"2",18,"Jan","MV nodanger",0,"18-29",0,"B",1
"610",610,"5",13,"Feb","MV nodanger",0,"40+",0,"W",1
"611",611,"3",11,"Jan","MV nodanger",1,"18-29",0,"W",1
"612",612,"5",23,"Feb","MV nodanger",1,"18-29",1,"B",0
"613",613,"1",7,"Feb","mech/reg",0,"40+",1,"B",0
"614",614,"1",20,"Feb","MV nodanger",0,"18-29",0,"B",0
"615",615,"6",3,"Feb","mech/reg",1,"18-29",1,"B",1
"616",616,"3",23,"Jan","MV nodanger",1,"40+",1,"W",0
"617",617,"2",0,"Jan","MV nodanger",0,"18-29",0,"W",0
"618",618,"2",10,"Jan","MV danger",1,"30-39",1,"B",1
"619",619,"4",15,"Jan","MV nodanger",1,"18-29",1,"B",0
"620",620,"5",19,"Jan","MV nodanger",0,"40+",1,"H",1
"621",621,"6",0,"Feb","MV nodanger",1,"18-29",1,"B",0
"622",622,"5",18,"Feb","MV danger",0,"30-39",1,"W",1
"623",623,"7",4,"Feb","MV nodanger",1,"40+",1,"A",1
"624",624,"5",6,"Jan","MV nodanger",0,"40+",1,"B",0
"625",625,"5",10,"Jan","MV danger",0,"18-29",1,"B",1
"626",626,"6",7,"Jan","mech/reg",1,"18-29",1,"B",1
"627",627,"6",2,"Jan","mech/reg",0,"18-29",1,"H",1
"628",628,"6",11,"Feb","MV nodanger",0,"30-39",0,"H",1
"629",629,"4",20,"Jan","MV danger",1,"30-39",1,"A",1
"630",630,"6",23,"Feb","MV nodanger",1,"18-29",1,"B",1
"631",631,"7",3,"Feb","MV nodanger",0,"18-29",1,"H",1
"632",632,"4",0,"Jan","MV nodanger",0,"40+",1,"B",0
"633",633,"4",21,"Jan","MV nodanger",1,"30-39",1,"B",0
"634",634,"2",1,"Feb","MV danger",1,"30-39",1,"B",1
"635",635,"6",9,"Mar","MV danger",0,"18-29",1,"A",1
"636",636,"6",15,"Feb","mech/reg",1,"40+",1,"H",0
"637",637,"7",13,"Feb","MV nodanger",0,"40+",1,"W",1
"638",638,"5",12,"Jan","MV danger",0,"18-29",1,"B",0
"639",639,"1",17,"Jan","mech/reg",1,"18-29",0,"B",1
"640",640,"5",23,"Feb","mech/reg",1,"40+",1,"B",1
"641",641,"7",21,"Feb","mech/reg",0,"40+",1,"W",1
"642",642,"4",15,"Feb","MV danger",1,"40+",1,"B",1
"643",643,"6",6,"Jan","MV nodanger",0,"18-29",1,"B",0
"644",644,"6",18,"Jan","MV danger",1,"30-39",0,"B",1
"645",645,"7",22,"Feb","MV danger",0,"18-29",1,"W",1
"646",646,"3",4,"Jan","MV danger",1,"18-29",0,"W",0
"647",647,"6",17,"Jan","MV nodanger",0,"18-29",1,"B",1
"648",648,"6",4,"Feb","MV danger",0,"18-29",1,"B",1
"649",649,"3",22,"Jan","MV nodanger",1,"40+",1,"W",0
"650",650,"5",17,"Feb","MV nodanger",0,"18-29",1,"B",0
"651",651,"4",14,"Feb","mech/reg",1,"40+",1,"H",1
"652",652,"3",13,"Jan","mech/reg",0,"18-29",1,"W",1
"653",653,"3",18,"Feb","MV nodanger",0,"under 18",1,"W",1
"654",654,"1",5,"Jan","MV danger",1,"40+",1,"B",1
"655",655,"6",18,"Feb","MV nodanger",1,"30-39",0,"A",1
"656",656,"4",18,"Feb","MV nodanger",1,"40+",1,"H",0
"657",657,"7",7,"Feb","MV danger",1,"40+",0,"H",1
"658",658,"1",13,"Jan","MV danger",0,"40+",1,"W",1
"659",659,"2",6,"Feb","MV danger",0,"18-29",1,"W",1
"660",660,"3",23,"Jan","MV nodanger",0,"40+",1,"W",1
"661",661,"3",11,"Feb","mech/reg",1,"18-29",1,"H",1
"662",662,"7",21,"Mar","MV danger",1,"18-29",1,"B",0
"663",663,"6",9,"Jan","mech/reg",0,"40+",1,"W",1
"664",664,"1",20,"Jan","mech/reg",1,"30-39",0,"W",0
"665",665,"2",6,"Feb","MV nodanger",1,"40+",0,"H",0
"666",666,"3",3,"Jan","MV nodanger",0,"18-29",0,"B",0
"667",667,"3",10,"Feb","MV nodanger",0,"18-29",1,"B",0
"668",668,"5",21,"Feb","MV danger",1,"18-29",1,"B",1
"669",669,"1",17,"Jan","MV nodanger",0,"40+",1,"W",1
"670",670,"7",7,"Jan","MV nodanger",0,"40+",1,"B",1
"671",671,"3",8,"Jan","mech/reg",1,"18-29",1,"B",0
"672",672,"6",4,"Jan","MV nodanger",0,"18-29",1,"B",1
"673",673,"3",10,"Feb","MV nodanger",1,"18-29",1,"H",1
"674",674,"2",15,"Jan","MV danger",1,"under 18",1,"B",1
"675",675,"3",16,"Feb","MV nodanger",0,"40+",1,"W",1
"676",676,"1",0,"Feb","MV nodanger",1,"18-29",1,"B",0
"677",677,"5",18,"Feb","MV nodanger",1,"18-29",1,"B",0
"678",678,"3",13,"Jan","mech/reg",1,"40+",1,"B",0
"679",679,"3",6,"Jan","MV nodanger",0,"18-29",1,"B",0
"680",680,"2",3,"Feb","MV nodanger",0,"40+",1,"B",1
"681",681,"3",20,"Feb","MV nodanger",1,"40+",0,"B",0
"682",682,"5",20,"Jan","MV danger",1,"under 18",1,"W",1
"683",683,"3",3,"Jan","mech/reg",1,"40+",0,"W",1
"684",684,"5",14,"Feb","MV danger",1,"18-29",1,"B",1
"685",685,"3",19,"Feb","MV danger",0,"40+",1,"H",1
"686",686,"3",10,"Feb","MV danger",0,"40+",1,"W",0
"687",687,"3",9,"Jan","MV nodanger",1,"40+",1,"W",0
"688",688,"4",9,"Feb","MV nodanger",1,"40+",1,"H",1
"689",689,"2",5,"Jan","mech/reg",1,"18-29",1,"B",0
"690",690,"1",23,"Jan","mech/reg",0,"40+",0,"B",0
"691",691,"2",9,"Feb","MV nodanger",0,"30-39",1,"H",1
"692",692,"5",16,"Feb","MV danger",0,"18-29",1,"B",0
"693",693,"1",14,"Jan","mech/reg",0,"18-29",1,"H",1
"694",694,"3",12,"Jan","MV danger",1,"40+",1,"W",0
"695",695,"1",4,"Jan","MV nodanger",1,"18-29",1,"B",1
"696",696,"4",6,"Jan","mech/reg",1,"40+",1,"W",0
"697",697,"7",17,"Jan","mech/reg",0,"40+",1,"W",0
"698",698,"7",6,"Feb","MV nodanger",0,"40+",1,"W",1
"699",699,"3",22,"Feb","mech/reg",0,"18-29",1,"A",0
"700",700,"1",23,"Feb","mech/reg",0,"30-39",1,"W",0
"701",701,"6",9,"Jan","MV nodanger",0,"40+",1,"W",1
"702",702,"7",10,"Feb","MV nodanger",0,"18-29",0,"B",1
"703",703,"3",15,"Feb","MV nodanger",0,"40+",0,"B",1
"704",704,"6",12,"Feb","MV nodanger",1,"30-39",0,"B",1
"705",705,"2",20,"Jan","MV nodanger",0,"18-29",1,"B",0
"706",706,"3",17,"Feb","MV nodanger",1,"40+",1,"W",1
"707",707,"1",9,"Feb","mech/reg",1,"18-29",1,"B",1
"708",708,"2",18,"Jan","MV nodanger",1,"under 18",0,"B",1
"709",709,"3",19,"Feb","MV danger",1,"18-29",0,"A",0
"710",710,"7",21,"Jan","MV nodanger",1,"18-29",1,"B",1
"711",711,"1",7,"Jan","MV danger",1,"18-29",1,"W",1
"712",712,"5",15,"Jan","MV danger",1,"40+",1,"B",1
"713",713,"3",20,"Jan","MV nodanger",0,"18-29",1,"W",0
"714",714,"1",1,"Jan","MV nodanger",0,"18-29",0,"A",1
"715",715,"6",5,"Jan","MV nodanger",0,"40+",1,"B",0
"716",716,"4",14,"Jan","MV danger",1,"40+",1,"B",1
"717",717,"6",9,"Feb","MV nodanger",1,"40+",1,"W",1
"718",718,"3",0,"Jan","MV nodanger",1,"18-29",1,"B",1
"719",719,"2",20,"Feb","MV danger",1,"18-29",1,"B",1
"720",720,"6",7,"Jan","MV nodanger",1,"30-39",0,"B",0
"721",721,"7",15,"Mar","MV danger",0,"40+",1,"B",1
"722",722,"3",18,"Feb","MV nodanger",0,"18-29",1,"H",0
"723",723,"2",13,"Feb","MV danger",1,"30-39",1,"H",1
"724",724,"1",4,"Jan","MV danger",0,"under 18",1,"W",0
"725",725,"2",23,"Jan","mech/reg",0,"18-29",1,"B",0
"726",726,"7",7,"Jan","MV nodanger",1,"40+",1,"H",0
"727",727,"4",11,"Jan","MV nodanger",1,"30-39",1,"B",1
"728",728,"2",0,"Jan","MV nodanger",1,"18-29",0,"B",1
"729",729,"3",8,"Feb","MV nodanger",0,"18-29",1,"W",0
"730",730,"3",5,"Feb","MV nodanger",1,"40+",1,"B",0
"731",731,"2",9,"Feb","MV nodanger",0,"40+",1,"B",1
"732",732,"1",3,"Feb","MV nodanger",0,"18-29",1,"B",0
"733",733,"3",5,"Jan","MV danger",0,"18-29",1,"H",1
"734",734,"4",17,"Jan","MV nodanger",1,"18-29",1,"B",0
"735",735,"3",2,"Jan","MV nodanger",0,"40+",1,"H",0
"736",736,"1",17,"Feb","MV nodanger",0,"30-39",1,"B",1
"737",737,"1",11,"Jan","MV danger",0,"40+",1,"H",0
"738",738,"5",20,"Jan","MV nodanger",1,"40+",1,"B",1
"739",739,"4",12,"Jan","MV danger",1,"18-29",1,"A",1
"740",740,"4",3,"Jan","MV nodanger",0,"18-29",1,"A",0
"741",741,"6",14,"Feb","MV nodanger",0,"40+",1,"B",1
"742",742,"4",4,"Jan","mech/reg",1,"40+",0,"H",1
"743",743,"2",17,"Jan","MV danger",1,"18-29",1,"B",0
"744",744,"4",2,"Jan","MV nodanger",1,"18-29",1,"H",0
"745",745,"4",18,"Feb","MV nodanger",1,"30-39",0,"B",0
"746",746,"2",4,"Feb","MV danger",0,"under 18",1,"H",0
"747",747,"2",13,"Feb","MV nodanger",1,"18-29",1,"H",1
"748",748,"2",21,"Jan","MV nodanger",1,"18-29",1,"B",0
"749",749,"3",21,"Feb","MV nodanger",0,"18-29",1,"B",0
"750",750,"2",9,"Jan","mech/reg",0,"30-39",1,"H",0
"751",751,"6",8,"Feb","MV nodanger",1,"18-29",0,"B",1
"752",752,"4",5,"Jan","MV nodanger",0,"18-29",1,"B",1
"753",753,"7",12,"Feb","MV danger",0,"18-29",1,"A",1
"754",754,"7",23,"Jan","MV danger",1,"30-39",1,"B",0
"755",755,"1",21,"Feb","MV nodanger",0,"18-29",1,"B",1
"756",756,"2",1,"Jan","mech/reg",1,"30-39",1,"B",1
"757",757,"1",20,"Jan","MV nodanger",1,"18-29",0,"B",0
"758",758,"3",20,"Jan","MV danger",1,"18-29",1,"B",1
"759",759,"3",11,"Feb","MV nodanger",1,"18-29",1,"W",1
"760",760,"3",2,"Jan","MV danger",1,"18-29",1,"A",1
"761",761,"6",23,"Feb","MV danger",0,"40+",1,"H",1
"762",762,"4",3,"Feb","mech/reg",1,"40+",1,"B",0
"763",763,"4",22,"Feb","MV nodanger",1,"18-29",1,"B",1
"764",764,"5",1,"Feb","MV danger",0,"40+",1,"H",1
"765",765,"7",0,"Jan","MV nodanger",1,"30-39",1,"H",0
"766",766,"3",15,"Feb","mech/reg",1,"18-29",1,"B",1
"767",767,"6",2,"Mar","MV danger",1,"18-29",1,"B",0
"768",768,"2",23,"Feb","mech/reg",0,"under 18",1,"B",0
"769",769,"6",6,"Jan","mech/reg",0,"40+",1,"A",0
"770",770,"2",6,"Jan","mech/reg",1,"30-39",0,"H",0
"771",771,"1",4,"Feb","MV nodanger",0,"30-39",1,"B",0
"772",772,"5",10,"Feb","MV nodanger",1,"18-29",1,"B",0
"773",773,"5",9,"Feb","MV nodanger",1,"40+",0,"A",1
"774",774,"7",17,"Feb","MV nodanger",0,"18-29",1,"W",1
"775",775,"5",3,"Feb","mech/reg",1,"18-29",1,"A",1
"776",776,"3",21,"Jan","MV danger",0,"40+",1,"W",1
"777",777,"3",13,"Feb","mech/reg",1,"18-29",0,"B",0
"778",778,"3",23,"Jan","mech/reg",1,"18-29",1,"B",0
"779",779,"5",21,"Jan","MV danger",1,"18-29",1,"B",1
"780",780,"7",1,"Feb","MV nodanger",1,"under 18",1,"B",0
"781",781,"5",13,"Jan","MV nodanger",0,"40+",1,"W",1
"782",782,"2",12,"Jan","MV nodanger",0,"30-39",1,"B",1
"783",783,"6",10,"Mar","mech/reg",0,"40+",1,"W",1
"784",784,"4",23,"Feb","MV danger",1,"30-39",0,"B",1
"785",785,"4",12,"Jan","MV nodanger",1,"30-39",1,"W",0
"786",786,"3",17,"Feb","MV nodanger",1,"18-29",1,"B",1
"787",787,"2",14,"Feb","MV nodanger",0,"30-39",0,"W",1
"788",788,"4",3,"Feb","MV danger",1,"40+",1,"B",0
"789",789,"7",10,"Jan","mech/reg",1,"18-29",1,"B",0
"790",790,"1",19,"Jan","MV danger",0,"18-29",1,"B",1
"791",791,"7",18,"Jan","MV danger",0,"40+",1,"H",1
"792",792,"1",1,"Feb","MV nodanger",0,"40+",1,"B",0
"793",793,"2",23,"Jan","MV danger",1,"30-39",1,"B",1
"794",794,"1",11,"Feb","MV nodanger",0,"30-39",1,"B",1
"795",795,"7",17,"Feb","MV nodanger",0,"30-39",1,"B",0
"796",796,"4",5,"Jan","mech/reg",1,"30-39",1,"H",0
"797",797,"1",21,"Jan","mech/reg",1,"18-29",1,"A",0
"798",798,"4",2,"Feb","MV danger",0,"30-39",1,"H",1
"799",799,"4",7,"Jan","MV nodanger",1,"18-29",0,"B",0
"800",800,"6",9,"Jan","MV nodanger",0,"40+",0,"W",1
