"Package","Item","Title","csv","doc"
"boot","salinity","Water Salinity and River Discharge",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/boot/salinity.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/boot/salinity.html">DOC</a>
"boot","survival","Survival of Rats after Radiation Doses",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/boot/survival.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/boot/survival.html">DOC</a>
"boot","tau","Tau Particle Decay Modes",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/boot/tau.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/boot/tau.html">DOC</a>
"boot","tuna","Tuna Sighting Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/boot/tuna.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/boot/tuna.html">DOC</a>
"boot","urine","Urine Analysis Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/boot/urine.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/boot/urine.html">DOC</a>
"boot","wool","Australian Relative Wool Prices",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/boot/wool.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/boot/wool.html">DOC</a>
"KMsurv","aids","data from Section 1.19",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/aids.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/aids.html">DOC</a>
"KMsurv","alloauto","data from Section 1.9",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/alloauto.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/alloauto.html">DOC</a>
"KMsurv","allograft","data from Exercise 13.1, p418",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/allograft.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/allograft.html">DOC</a>
"KMsurv","azt","data from Exercise 4.7, p122",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/azt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/azt.html">DOC</a>
"KMsurv","baboon","data from Exercise 5.8, p147",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/baboon.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/baboon.html">DOC</a>
"KMsurv","bcdeter","data from Section 1.18",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/bcdeter.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/bcdeter.html">DOC</a>
"KMsurv","bfeed","data from Section 1.14",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/bfeed.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/bfeed.html">DOC</a>
"KMsurv","bmt","data from Section 1.3",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/bmt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/bmt.html">DOC</a>
"KMsurv","bnct","data from Exercise 7.7, p223",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/bnct.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/bnct.html">DOC</a>
"KMsurv","btrial","data from Section 1.5",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/btrial.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/btrial.html">DOC</a>
"KMsurv","burn","data from Section 1.6",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/burn.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/burn.html">DOC</a>
"KMsurv","channing","data from Section 1.16",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/channing.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/channing.html">DOC</a>
"KMsurv","drug6mp","data from Section 1.2",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/drug6mp.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/drug6mp.html">DOC</a>
"KMsurv","drughiv","data from Exercise 7.6, p222",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/drughiv.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/drughiv.html">DOC</a>
"KMsurv","hodg","data from Section 1.10",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/hodg.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/hodg.html">DOC</a>
"KMsurv","kidney","data from Section 1.4",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/kidney.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/kidney.html">DOC</a>
"KMsurv","kidrecurr","Data on 38 individuals using a kidney dialysis machine",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/kidrecurr.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/kidrecurr.html">DOC</a>
"KMsurv","kidtran","data from Section 1.7",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/kidtran.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/kidtran.html">DOC</a>
"KMsurv","larynx","data from Section 1.8",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/larynx.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/larynx.html">DOC</a>
"KMsurv","lung","data from Exercise 4.4, p120",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/lung.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/lung.html">DOC</a>
"KMsurv","pneumon","data from Section 1.13",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/pneumon.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/pneumon.html">DOC</a>
"KMsurv","psych","data from Section 1.15",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/psych.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/psych.html">DOC</a>
"KMsurv","rats","data from Exercise 7.13, p225",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/rats.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/rats.html">DOC</a>
"KMsurv","std","data from Section 1.12",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/std.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/std.html">DOC</a>
"KMsurv","stddiag","data from Exercise 5.6, p146",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/stddiag.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/stddiag.html">DOC</a>
"KMsurv","tongue","data from Section 1.11",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/tongue.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/tongue.html">DOC</a>
"KMsurv","twins","data from Exercise 7.14, p225",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/KMsurv/twins.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/KMsurv/twins.html">DOC</a>
"robustbase","Animals2","Brain and Body Weights for 65 Species of Land Animals",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/Animals2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/Animals2.html">DOC</a>
"robustbase","CrohnD","Crohn's Disease Adverse Events Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/CrohnD.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/CrohnD.html">DOC</a>
"robustbase","NOxEmissions","NOx Air Pollution Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/NOxEmissions.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/NOxEmissions.html">DOC</a>
"robustbase","SiegelsEx","Siegel's Exact Fit Example Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/SiegelsEx.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/SiegelsEx.html">DOC</a>
"robustbase","aircraft","Aircraft Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/aircraft.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/aircraft.html">DOC</a>
"robustbase","airmay","Air Quality Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/airmay.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/airmay.html">DOC</a>
"robustbase","alcohol","Alcohol Solubility in Water Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/alcohol.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/alcohol.html">DOC</a>
"robustbase","ambientNOxCH","Daily Means of NOx (mono-nitrogen oxides) in air",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/ambientNOxCH.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/ambientNOxCH.html">DOC</a>
"robustbase","bushfire","Campbell Bushfire Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/bushfire.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/bushfire.html">DOC</a>
"robustbase","carrots","Insect Damages on Carrots",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/carrots.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/carrots.html">DOC</a>
"robustbase","cloud","Cloud point of a Liquid",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/cloud.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/cloud.html">DOC</a>
"robustbase","coleman","Coleman Data Set",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/coleman.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/coleman.html">DOC</a>
"robustbase","condroz","Condroz Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/condroz.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/condroz.html">DOC</a>
"robustbase","cushny","Cushny and Peebles Prolongation of Sleep Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/cushny.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/cushny.html">DOC</a>
"robustbase","delivery","Delivery Time Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/delivery.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/delivery.html">DOC</a>
"robustbase","education","Education Expenditure Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/education.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/education.html">DOC</a>
"robustbase","epilepsy","Epilepsy Attacks Data Set",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/epilepsy.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/epilepsy.html">DOC</a>
"robustbase","exAM","Example Data of Antille and May - for Simple Regression",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/exAM.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/exAM.html">DOC</a>
"robustbase","foodstamp","Food Stamp Program Participation",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/foodstamp.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/foodstamp.html">DOC</a>
"robustbase","hbk","Hawkins, Bradu, Kass's Artificial Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/hbk.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/hbk.html">DOC</a>
"robustbase","heart","Heart Catherization Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/heart.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/heart.html">DOC</a>
"robustbase","kootenay","Waterflow Measurements of Kootenay River in Libby and Newgate",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/kootenay.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/kootenay.html">DOC</a>
"robustbase","lactic","Lactic Acid Concentration Measurement Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/lactic.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/lactic.html">DOC</a>
"robustbase","milk","Daudin's Milk Composition Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/milk.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/milk.html">DOC</a>
"robustbase","pension","Pension Funds Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/pension.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/pension.html">DOC</a>
"robustbase","phosphor","Phosphorus Content Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/phosphor.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/phosphor.html">DOC</a>
"robustbase","pilot","Pilot-Plant Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/pilot.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/pilot.html">DOC</a>
"robustbase","possumDiv","Possum Diversity Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/possumDiv.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/possumDiv.html">DOC</a>
"robustbase","pulpfiber","Pulp Fiber and Paper Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/pulpfiber.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/pulpfiber.html">DOC</a>
"robustbase","radarImage","Satellite Radar Image Data from near Munich",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/radarImage.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/radarImage.html">DOC</a>
"robustbase","salinity","Salinity Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/robustbase/salinity.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/robustbase/salinity.html">DOC</a>
