"","year","pop","rgdppc","savrat","country","com","opec","name"
"1805",1970,2351,1394,8.8,80,0,0,"PARAGUAY"
"1806",1971,2412,1448,9.1,80,0,0,"PARAGUAY"
"1807",1972,2474,1471,10,80,0,0,"PARAGUAY"
"1808",1973,2538,1522,13,80,0,0,"PARAGUAY"
"1809",1974,2607,1615,13.3,80,0,0,"PARAGUAY"
"1810",1975,2682,1647,13.6,80,0,0,"PARAGUAY"
"1811",1976,2764,1742,15.2,80,0,0,"PARAGUAY"
"1812",1977,2853,1935,14.9,80,0,0,"PARAGUAY"
"1813",1978,2947,2057,17.4,80,0,0,"PARAGUAY"
"1814",1979,3046,2028,19.9,80,0,0,"PARAGUAY"
"1815",1980,3147,2534,21.3,80,0,0,"PARAGUAY"
"1816",1981,3251,2620,22.9,80,0,0,"PARAGUAY"
"1817",1982,3359,2414,17.7,80,0,0,"PARAGUAY"
"1818",1983,3468,2075,16.4,80,0,0,"PARAGUAY"
"1819",1984,3580,2144,15.6,80,0,0,"PARAGUAY"
"1820",1985,3693,2072,15.8,80,0,0,"PARAGUAY"
"1821",1960,9936,2019,18.7,81,0,0,"PERU"
"1822",1961,10238,2134,19.5,81,0,0,"PERU"
"1823",1962,10550,2276,19.7,81,0,0,"PERU"
"1824",1963,10872,2334,17.7,81,0,0,"PERU"
"1825",1964,11203,2426,17.8,81,0,0,"PERU"
"1826",1965,11545,2501,18.7,81,0,0,"PERU"
"1827",1966,11858,2640,21.5,81,0,0,"PERU"
"1828",1967,12178,2678,20.3,81,0,0,"PERU"
"1829",1968,12507,2559,14.2,81,0,0,"PERU"
"1830",1969,12846,2605,14,81,0,0,"PERU"
"1831",1970,13193,2736,12.9,81,0,0,"PERU"
"1832",1971,13568,2796,14.2,81,0,0,"PERU"
"1833",1972,13952,2784,12.3,81,0,0,"PERU"
"1834",1973,14347,2928,17.7,81,0,0,"PERU"
"1835",1974,14750,3138,22.1,81,0,0,"PERU"
"1836",1975,15161,3164,20.2,81,0,0,"PERU"
"1837",1976,15580,3105,17.5,81,0,0,"PERU"
"1838",1977,16007,3044,14.8,81,0,0,"PERU"
"1839",1978,16438,2796,14.7,81,0,0,"PERU"
"1840",1979,16869,2798,16.9,81,0,0,"PERU"
"1841",1980,17295,2875,23.2,81,0,0,"PERU"
"1842",1981,17717,3062,26.4,81,0,0,"PERU"
"1843",1982,18134,2977,24.2,81,0,0,"PERU"
"1844",1983,18549,2563,16.7,81,0,0,"PERU"
"1845",1984,18964,2571,15,81,0,0,"PERU"
"1846",1985,19383,2565,12.5,81,0,0,"PERU"
"1847",1960,290,1983,20.1,82,0,0,"SURINAME"
"1848",1961,298,2059,19.3,82,0,0,"SURINAME"
"1849",1962,306,2085,19.6,82,0,0,"SURINAME"
"1850",1963,315,2090,20.4,82,0,0,"SURINAME"
"1851",1964,323,1902,34.3,82,0,0,"SURINAME"
"1852",1965,332,2272,27.6,82,0,0,"SURINAME"
"1853",1966,340,2719,17.2,82,0,0,"SURINAME"
"1854",1967,348,2803,17.4,82,0,0,"SURINAME"
"1855",1968,356,3007,14.9,82,0,0,"SURINAME"
"1856",1969,364,2782,15.3,82,0,0,"SURINAME"
"1857",1970,372,2970,14,82,0,0,"SURINAME"
"1858",1971,378,2878,14.3,82,0,0,"SURINAME"
"1859",1972,382,2489,19.2,82,0,0,"SURINAME"
"1860",1973,384,2484,19.2,82,0,0,"SURINAME"
"1861",1974,381,2292,27.4,82,0,0,"SURINAME"
"1862",1975,365,2427,33.3,82,0,0,"SURINAME"
"1863",1976,354,2777,25.2,82,0,0,"SURINAME"
"1864",1977,362,3251,25.9,82,0,0,"SURINAME"
"1865",1978,367,3823,18.3,82,0,0,"SURINAME"
"1866",1979,365,3712,18.4,82,0,0,"SURINAME"
"1867",1980,356,3737,19.4,82,0,0,"SURINAME"
"1868",1981,356,3976,19.6,82,0,0,"SURINAME"
"1869",1982,366,3727,17.1,82,0,0,"SURINAME"
"1870",1983,376,3699,12.4,82,0,0,"SURINAME"
"1871",1984,387,3277,10,82,0,0,"SURINAME"
"1872",1985,398,3396,6.6,82,0,0,"SURINAME"
"1873",1960,2538,3968,11.6,83,0,0,"URUGUAY"
"1874",1961,2568,3915,12.7,83,0,0,"URUGUAY"
"1875",1962,2599,3904,11.2,83,0,0,"URUGUAY"
"1876",1963,2630,3799,10.2,83,0,0,"URUGUAY"
"1877",1964,2661,3886,8.5,83,0,0,"URUGUAY"
"1878",1965,2693,3698,8.3,83,0,0,"URUGUAY"
"1879",1966,2716,3872,8.2,83,0,0,"URUGUAY"
"1880",1967,2738,3705,9.2,83,0,0,"URUGUAY"
"1881",1968,2761,3672,8.2,83,0,0,"URUGUAY"
"1882",1969,2785,3904,9.7,83,0,0,"URUGUAY"
"1883",1970,2808,4121,12.3,83,0,0,"URUGUAY"
"1884",1971,2818,4104,13.3,83,0,0,"URUGUAY"
"1885",1972,2820,4026,11.3,83,0,0,"URUGUAY"
"1886",1973,2821,4098,10.6,83,0,0,"URUGUAY"
"1887",1974,2822,4142,10.9,83,0,0,"URUGUAY"
"1888",1975,2829,4310,13.2,83,0,0,"URUGUAY"
"1889",1976,2845,4358,15.8,83,0,0,"URUGUAY"
"1890",1977,2862,4355,18.4,83,0,0,"URUGUAY"
"1891",1978,2879,4542,20,83,0,0,"URUGUAY"
"1892",1979,2896,4816,23.3,83,0,0,"URUGUAY"
"1893",1980,2914,5091,23,83,0,0,"URUGUAY"
"1894",1981,2932,5162,20.6,83,0,0,"URUGUAY"
"1895",1982,2951,4655,18.5,83,0,0,"URUGUAY"
"1896",1983,2970,4056,13.4,83,0,0,"URUGUAY"
"1897",1984,2989,3952,11.4,83,0,0,"URUGUAY"
"1898",1985,3008,3969,10.1,83,0,0,"URUGUAY"
"1899",1960,7303,6338,16.1,84,0,0,"VENEZUELA"
"1900",1961,7592,6387,15,84,0,0,"VENEZUELA"
"1901",1962,7894,6749,14.8,84,0,0,"VENEZUELA"
"1902",1963,8206,6942,13.9,84,0,0,"VENEZUELA"
"1903",1964,8532,7404,16.6,84,0,0,"VENEZUELA"
"1904",1965,8869,7512,15.8,84,0,0,"VENEZUELA"
"1905",1966,9192,7322,15,84,0,0,"VENEZUELA"
"1906",1967,9527,7390,14.9,84,0,0,"VENEZUELA"
"1907",1968,9872,7526,17.2,84,0,0,"VENEZUELA"
"1908",1969,10232,7607,15.7,84,0,0,"VENEZUELA"
"1909",1970,10604,7753,18.2,84,0,0,"VENEZUELA"
"1910",1971,10978,7589,18.9,84,0,0,"VENEZUELA"
"1911",1972,11365,7494,20.1,84,0,0,"VENEZUELA"
"1912",1973,11771,7377,20.2,84,0,0,"VENEZUELA"
"1913",1974,12202,7415,19.5,84,0,0,"VENEZUELA"
"1914",1975,12665,7401,23.3,84,0,0,"VENEZUELA"
"1915",1976,13123,7803,25.7,84,0,0,"VENEZUELA"
"1916",1977,13575,8169,30,84,0,0,"VENEZUELA"
"1917",1978,14018,8257,28.4,84,0,0,"VENEZUELA"
"1918",1979,14450,8092,22.3,84,0,0,"VENEZUELA"
"1919",1980,14871,7401,19.9,84,0,0,"VENEZUELA"
"1920",1981,15300,7209,19.8,84,0,0,"VENEZUELA"
"1921",1982,15744,6857,21.6,84,0,0,"VENEZUELA"
"1922",1983,16184,6530,10.9,84,0,0,"VENEZUELA"
"1923",1984,16630,6374,14.6,84,0,0,"VENEZUELA"
"1924",1985,17077,6225,15.2,84,0,0,"VENEZUELA"
"1925",1960,52357,952,5,86,0,0,"BANGLADESH"
"1926",1961,53370,972,7.7,86,0,0,"BANGLADESH"
"1927",1962,54770,965,5.8,86,0,0,"BANGLADESH"
"1928",1963,56210,1072,6.3,86,0,0,"BANGLADESH"
"1929",1964,57684,1074,6.9,86,0,0,"BANGLADESH"
"1930",1965,59197,1136,6.5,86,0,0,"BANGLADESH"
"1931",1966,60624,1075,7.6,86,0,0,"BANGLADESH"
"1932",1967,62077,1150,9.4,86,0,0,"BANGLADESH"
"1933",1968,63577,1129,5.8,86,0,0,"BANGLADESH"
"1934",1969,65104,1175,5,86,0,0,"BANGLADESH"
"1935",1970,66671,1280,3.6,86,0,0,"BANGLADESH"
"1936",1971,68528,1010,3.4,86,0,0,"BANGLADESH"
"1937",1972,70445,894,1.7,86,0,0,"BANGLADESH"
"1938",1973,72425,756,3.7,86,0,0,"BANGLADESH"
"1939",1974,74470,968,2.7,86,0,0,"BANGLADESH"
"1940",1975,76582,957,2.4,86,0,0,"BANGLADESH"
"1941",1976,78671,994,2.3,86,0,0,"BANGLADESH"
"1942",1977,80733,947,2.9,86,0,0,"BANGLADESH"
"1943",1978,82761,1008,3.3,86,0,0,"BANGLADESH"
"1944",1979,84752,1089,3.1,86,0,0,"BANGLADESH"
"1945",1980,86700,1085,4.3,86,0,0,"BANGLADESH"
"1946",1981,88691,1084,4.3,86,0,0,"BANGLADESH"
"1947",1982,90725,1181,3.8,86,0,0,"BANGLADESH"
"1948",1983,92804,1068,3.3,86,0,0,"BANGLADESH"
"1949",1984,94929,1140,3.2,86,0,0,"BANGLADESH"
"1950",1985,97100,1216,3.2,86,0,0,"BANGLADESH"
"1951",1960,667073,567,22.8,88,1,0,"CHINA"
"1952",1961,660333,477,15.7,88,1,0,"CHINA"
"1953",1962,665773,445,9.7,88,1,0,"CHINA"
"1954",1963,682333,470,13.3,88,1,0,"CHINA"
"1955",1964,698353,519,15.6,88,1,0,"CHINA"
"1956",1965,715183,577,18.1,88,1,0,"CHINA"
"1957",1966,735403,641,19.8,88,1,0,"CHINA"
"1958",1967,754553,596,15.3,88,1,0,"CHINA"
"1959",1968,774513,547,16,88,1,0,"CHINA"
"1960",1969,796033,617,16,88,1,0,"CHINA"
"1961",1970,818315,696,21,88,1,0,"CHINA"
"1962",1971,841105,709,21.6,88,1,0,"CHINA"
"1963",1972,862030,712,20.5,88,1,0,"CHINA"
"1964",1973,881940,740,21.8,88,1,0,"CHINA"
"1965",1974,900350,737,21.7,88,1,0,"CHINA"
"1966",1975,916395,766,22.5,88,1,0,"CHINA"
"1967",1976,930685,725,21.7,88,1,0,"CHINA"
"1968",1977,943455,762,22.3,88,1,0,"CHINA"
"1969",1978,956165,823,25,88,1,0,"CHINA"
"1970",1979,969005,879,23.4,88,1,0,"CHINA"
"1971",1980,981235,972,20.6,88,1,0,"CHINA"
"1972",1981,993861,966,19.7,88,1,0,"CHINA"
"1973",1982,1008599,963,21.2,88,1,0,"CHINA"
"1974",1983,1023288,1029,21.1,88,1,0,"CHINA"
"1975",1984,1036803,1136,21,88,1,0,"CHINA"
"1976",1985,1051013,1262,22.4,88,1,0,"CHINA"
"1977",1960,3051,2247,21.7,89,0,0,"HONG KONG"
"1978",1961,3154,2353,20.2,89,0,0,"HONG KONG"
"1979",1962,3291,2565,23,89,0,0,"HONG KONG"
"1980",1963,3406,2935,24.8,89,0,0,"HONG KONG"
"1981",1964,3490,3122,24.8,89,0,0,"HONG KONG"
"1982",1965,3582,3492,23.8,89,0,0,"HONG KONG"
"1983",1966,3614,3715,20.2,89,0,0,"HONG KONG"
"1984",1967,3707,3760,17.4,89,0,0,"HONG KONG"
"1985",1968,3787,3884,15.8,89,0,0,"HONG KONG"
"1986",1969,3847,4296,15.7,89,0,0,"HONG KONG"
"1987",1970,3942,4502,16.8,89,0,0,"HONG KONG"
"1988",1971,4012,4844,18.9,89,0,0,"HONG KONG"
"1989",1972,4089,5207,18.8,89,0,0,"HONG KONG"
"1990",1973,4173,5758,18.6,89,0,0,"HONG KONG"
"1991",1974,4263,5675,18.6,89,0,0,"HONG KONG"
"1992",1975,4360,5629,18.5,89,0,0,"HONG KONG"
"1993",1976,4443,6312,20.9,89,0,0,"HONG KONG"
"1994",1977,4510,7059,21.1,89,0,0,"HONG KONG"
"1995",1978,4597,7737,20.9,89,0,0,"HONG KONG"
"1996",1979,4979,7941,22,89,0,0,"HONG KONG"
"1997",1980,5039,8719,23.4,89,0,0,"HONG KONG"
"1998",1981,5120,9341,23.3,89,0,0,"HONG KONG"
"1999",1982,5202,9493,21.8,89,0,0,"HONG KONG"
"2000",1983,5285,9956,19.6,89,0,0,"HONG KONG"
"2001",1984,5370,10609,18.8,89,0,0,"HONG KONG"
"2002",1985,5456,10599,17.4,89,0,0,"HONG KONG"
"2003",1960,434825,766,13,90,0,0,"INDIA"
"2004",1961,443914,751,10.4,90,0,0,"INDIA"
"2005",1962,454373,760,11.1,90,0,0,"INDIA"
"2006",1963,465105,815,11.2,90,0,0,"INDIA"
"2007",1964,476112,847,11.7,90,0,0,"INDIA"
"2008",1965,487337,751,12.9,90,0,0,"INDIA"
"2009",1966,498836,653,15.6,90,0,0,"INDIA"
"2010",1967,510554,698,14.3,90,0,0,"INDIA"
"2011",1968,522546,725,12.7,90,0,0,"INDIA"
"2012",1969,534921,759,13.1,90,0,0,"INDIA"
"2013",1970,547569,802,13,90,0,0,"INDIA"
"2014",1971,560268,808,13.8,90,0,0,"INDIA"
"2015",1972,573130,786,13,90,0,0,"INDIA"
"2016",1973,586220,786,14.4,90,0,0,"INDIA"
"2017",1974,599643,765,14.8,90,0,0,"INDIA"
"2018",1975,613459,815,14.3,90,0,0,"INDIA"
"2019",1976,627632,812,14.8,90,0,0,"INDIA"
"2020",1977,642134,857,14.2,90,0,0,"INDIA"
"2021",1978,656941,882,15.4,90,0,0,"INDIA"
"2022",1979,672021,837,15.3,90,0,0,"INDIA"
"2023",1980,687332,882,13.8,90,0,0,"INDIA"
"2024",1981,702821,908,16.5,90,0,0,"INDIA"
"2025",1982,718426,936,14.8,90,0,0,"INDIA"
"2026",1983,734072,986,13.1,90,0,0,"INDIA"
"2027",1984,749677,1008,12.9,90,0,0,"INDIA"
"2028",1985,765147,1050,14.4,90,0,0,"INDIA"
"2029",1960,93506,638,6.2,91,0,1,"INDONESIA"
"2030",1961,96489,666,8.2,91,0,1,"INDONESIA"
"2031",1962,99568,653,7.5,91,0,1,"INDONESIA"
"2032",1963,101660,611,6,91,0,1,"INDONESIA"
"2033",1964,103788,622,6.5,91,0,1,"INDONESIA"
"2034",1965,105962,608,6.8,91,0,1,"INDONESIA"
"2035",1966,108184,612,7.4,91,0,1,"INDONESIA"
"2036",1967,110452,618,5.9,91,0,1,"INDONESIA"
"2037",1968,112768,644,7.7,91,0,1,"INDONESIA"
"2038",1969,115130,682,9,91,0,1,"INDONESIA"
"2039",1970,117537,715,11.1,91,0,1,"INDONESIA"
"2040",1971,120389,737,12.8,91,0,1,"INDONESIA"
"2041",1972,123360,763,14.4,91,0,1,"INDONESIA"
"2042",1973,126410,831,15.1,91,0,1,"INDONESIA"
"2043",1974,129499,892,16.3,91,0,1,"INDONESIA"
"2044",1975,132589,953,17.2,91,0,1,"INDONESIA"
"2045",1976,135903,978,17.3,91,0,1,"INDONESIA"
"2046",1977,139096,1033,18.5,91,0,1,"INDONESIA"
"2047",1978,142204,1124,19.2,91,0,1,"INDONESIA"
"2048",1979,145262,1192,19.5,91,0,1,"INDONESIA"
"2049",1980,148303,1281,18,91,0,1,"INDONESIA"
"2050",1981,151305,1480,28,91,0,1,"INDONESIA"
"2051",1982,154245,1487,26,91,0,1,"INDONESIA"
"2052",1983,157157,1570,24.9,91,0,1,"INDONESIA"
"2053",1984,160075,1610,24.3,91,0,1,"INDONESIA"
"2054",1985,163036,1651,26.9,91,0,1,"INDONESIA"
"2055",1960,20301,2946,11.1,92,0,1,"IRAN"
"2056",1961,21006,2836,10.6,92,0,1,"IRAN"
"2057",1962,21735,2939,9,92,0,1,"IRAN"
"2058",1963,22489,2923,9.8,92,0,1,"IRAN"
"2059",1964,23270,3081,10.3,92,0,1,"IRAN"
"2060",1965,24078,3364,12.3,92,0,1,"IRAN"
"2061",1966,24886,3522,11.5,92,0,1,"IRAN"
"2062",1967,25721,3714,13.4,92,0,1,"IRAN"
"2063",1968,26583,4061,13.1,92,0,1,"IRAN"
"2064",1969,27475,4284,12.5,92,0,1,"IRAN"
"2065",1970,28429,4796,10,92,0,1,"IRAN"
"2066",1971,29297,4768,10.3,92,0,1,"IRAN"
"2067",1972,30209,5180,11.4,92,0,1,"IRAN"
"2068",1973,31165,5780,11,92,0,1,"IRAN"
"2069",1974,32164,5952,12.6,92,0,1,"IRAN"
"2070",1975,33206,5832,15.4,92,0,1,"IRAN"
"2071",1976,34294,6496,19.9,92,0,1,"IRAN"
"2072",1977,35431,6076,21.1,92,0,1,"IRAN"
"2073",1978,36617,5178,16.5,92,0,1,"IRAN"
"2074",1979,37848,4552,15,92,0,1,"IRAN"
"2075",1980,39124,3434,28.6,92,0,1,"IRAN"
"2076",1981,40446,3266,23,92,0,1,"IRAN"
"2077",1982,41813,3886,14.9,92,0,1,"IRAN"
"2078",1983,43242,4136,22.2,92,0,1,"IRAN"
"2079",1984,44757,4027,23.4,92,0,1,"IRAN"
"2080",1985,46374,4043,18.9,92,0,1,"IRAN"
"2081",1960,6847,3427,6,93,0,1,"IRAQ"
"2082",1961,7059,3643,6.2,93,0,1,"IRAQ"
"2083",1962,7278,3711,5.1,93,0,1,"IRAQ"
"2084",1963,7504,3527,5.1,93,0,1,"IRAQ"
"2085",1964,7736,4021,4.8,93,0,1,"IRAQ"
"2086",1965,7976,4412,4.5,93,0,1,"IRAQ"
"2087",1966,8235,4449,4.7,93,0,1,"IRAQ"
"2088",1967,8502,3917,5.1,93,0,1,"IRAQ"
"2089",1968,8777,4503,4.3,93,0,1,"IRAQ"
"2090",1969,9062,4483,4.3,93,0,1,"IRAQ"
"2091",1970,9356,4409,4.8,93,0,1,"IRAQ"
"2092",1971,9665,4641,4.5,93,0,1,"IRAQ"
"2093",1972,9985,4349,5.5,93,0,1,"IRAQ"
"2094",1973,10317,4645,6.2,93,0,1,"IRAQ"
"2095",1974,10662,4999,11.5,93,0,1,"IRAQ"
"2096",1975,11020,5463,12.8,93,0,1,"IRAQ"
"2097",1976,11391,6054,9,93,0,1,"IRAQ"
"2098",1977,11776,6518,8.7,93,0,1,"IRAQ"
"2099",1978,12175,6456,16,93,0,1,"IRAQ"
"2100",1979,12585,8577,15.8,93,0,1,"IRAQ"
"2101",1980,13007,7242,14,93,0,1,"IRAQ"
"2102",1981,13441,4774,26.5,93,0,1,"IRAQ"
"2103",1982,13885,4164,26.2,93,0,1,"IRAQ"
"2104",1983,14344,5189,22.1,93,0,1,"IRAQ"
"2105",1984,14821,4927,21.4,93,0,1,"IRAQ"
"2106",1985,15319,4249,18.6,93,0,1,"IRAQ"
"2107",1960,2114,3477,32.1,94,0,0,"ISRAEL"
"2108",1961,2185,3781,34,94,0,0,"ISRAEL"
"2109",1962,2293,3975,34.1,94,0,0,"ISRAEL"
"2110",1963,2379,4185,32.2,94,0,0,"ISRAEL"
"2111",1964,2475,4445,35.3,94,0,0,"ISRAEL"
"2112",1965,2563,4644,32.8,94,0,0,"ISRAEL"
"2113",1966,2629,4528,27.5,94,0,0,"ISRAEL"
"2114",1967,2745,4494,20.6,94,0,0,"ISRAEL"
"2115",1968,2803,5121,26.1,94,0,0,"ISRAEL"
"2116",1969,2877,5701,28.8,94,0,0,"ISRAEL"
"2117",1970,2974,6004,29.7,94,0,0,"ISRAEL"
"2118",1971,3069,6457,32.6,94,0,0,"ISRAEL"
"2119",1972,3148,7126,33,94,0,0,"ISRAEL"
"2120",1973,3278,7156,33.3,94,0,0,"ISRAEL"
"2121",1974,3377,7399,29.9,94,0,0,"ISRAEL"
"2122",1975,3455,7494,30.4,94,0,0,"ISRAEL"
"2123",1976,3533,7355,27.1,94,0,0,"ISRAEL"
"2124",1977,3613,7129,24.8,94,0,0,"ISRAEL"
"2125",1978,3690,7323,24.2,94,0,0,"ISRAEL"
"2126",1979,3786,7557,25.6,94,0,0,"ISRAEL"
"2127",1980,3878,7895,20.9,94,0,0,"ISRAEL"
"2128",1981,3956,8131,18.8,94,0,0,"ISRAEL"
"2129",1982,4031,8127,21.2,94,0,0,"ISRAEL"
"2130",1983,4105,8259,22.5,94,0,0,"ISRAEL"
"2131",1984,4159,8198,20.8,94,0,0,"ISRAEL"
"2132",1985,4233,8310,18.1,94,0,0,"ISRAEL"
"2133",1960,94104,2954,26,95,0,0,"JAPAN"
"2134",1961,94950,3351,31.5,95,0,0,"JAPAN"
"2135",1962,95837,3554,28.8,95,0,0,"JAPAN"
"2136",1963,96818,3886,30.2,95,0,0,"JAPAN"
"2137",1964,97830,4343,31.4,95,0,0,"JAPAN"
"2138",1965,98894,4491,29.9,95,0,0,"JAPAN"
"2139",1966,99792,4924,30.8,95,0,0,"JAPAN"
"2140",1967,100731,5417,33.8,95,0,0,"JAPAN"
"2141",1968,101065,6076,36.1,95,0,0,"JAPAN"
"2142",1969,103183,6673,37.5,95,0,0,"JAPAN"
"2143",1970,104345,7307,39.9,95,0,0,"JAPAN"
"2144",1971,105697,7510,38.4,95,0,0,"JAPAN"
"2145",1972,107188,8019,38.8,95,0,0,"JAPAN"
"2146",1973,108079,8539,40.6,95,0,0,"JAPAN"
"2147",1974,110162,8295,38.6,95,0,0,"JAPAN"
"2148",1975,111940,8381,35.2,95,0,0,"JAPAN"
"2149",1976,112771,8678,35,95,0,0,"JAPAN"
"2150",1977,113863,8996,34.6,95,0,0,"JAPAN"
"2151",1978,114898,9340,35.1,95,0,0,"JAPAN"
"2152",1979,115870,9756,35.9,95,0,0,"JAPAN"
"2153",1980,116782,10072,34.1,95,0,0,"JAPAN"
"2154",1981,117648,10380,33.6,95,0,0,"JAPAN"
"2155",1982,118449,10635,32.5,95,0,0,"JAPAN"
"2156",1983,119259,10841,30.9,95,0,0,"JAPAN"
"2157",1984,120018,11240,31.3,95,0,0,"JAPAN"
"2158",1985,120754,11771,31.7,95,0,0,"JAPAN"
"2159",1960,1695,1162,9,96,0,0,"JORDAN"
"2160",1961,1745,1309,8.5,96,0,0,"JORDAN"
"2161",1962,1797,1306,9.2,96,0,0,"JORDAN"
"2162",1963,1850,1377,8.1,96,0,0,"JORDAN"
"2163",1964,1905,1488,9.4,96,0,0,"JORDAN"
"2164",1965,1962,1604,9.2,96,0,0,"JORDAN"
"2165",1966,2025,1644,8.4,96,0,0,"JORDAN"
"2166",1967,2090,1723,7.3,96,0,0,"JORDAN"
"2167",1968,2158,1655,10.7,96,0,0,"JORDAN"
"2168",1969,2227,1678,16.2,96,0,0,"JORDAN"
"2169",1970,2299,1422,11,96,0,0,"JORDAN"
"2170",1971,1574,2064,12.8,96,0,0,"JORDAN"
"2171",1972,1634,2173,12.5,96,0,0,"JORDAN"
"2172",1973,1690,2054,10.5,96,0,0,"JORDAN"
"2173",1974,1748,1974,15.1,96,0,0,"JORDAN"
"2174",1975,1810,2093,16.4,96,0,0,"JORDAN"
"2175",1976,1876,2514,19.2,96,0,0,"JORDAN"
"2176",1977,1947,2726,21.2,96,0,0,"JORDAN"
"2177",1978,2023,3109,18.2,96,0,0,"JORDAN"
"2178",1979,2101,3219,17.4,96,0,0,"JORDAN"
"2179",1980,2181,3384,19.8,96,0,0,"JORDAN"
"2180",1981,2265,3728,24.2,96,0,0,"JORDAN"
"2181",1982,2353,3936,22.5,96,0,0,"JORDAN"
"2182",1983,2446,3595,19.3,96,0,0,"JORDAN"
"2183",1984,2543,3543,16.8,96,0,0,"JORDAN"
"2184",1985,2644,3561,14.1,96,0,0,"JORDAN"
"2185",1960,24756,904,7,97,0,0,"KOREA"
"2186",1961,25420,918,8.4,97,0,0,"KOREA"
"2187",1962,26097,928,8.1,97,0,0,"KOREA"
"2188",1963,26796,989,14.9,97,0,0,"KOREA"
"2189",1964,27514,1024,11,97,0,0,"KOREA"
"2190",1965,28421,1058,10.6,97,0,0,"KOREA"
"2191",1966,29146,1163,16.5,97,0,0,"KOREA"
"2192",1967,29835,1214,17.4,97,0,0,"KOREA"
"2193",1968,30531,1338,21,97,0,0,"KOREA"
"2194",1969,31233,1457,26.2,97,0,0,"KOREA"
"2195",1970,31923,1680,21.9,97,0,0,"KOREA"
"2196",1971,32596,1815,21.4,97,0,0,"KOREA"
"2197",1972,33266,1845,19.3,97,0,0,"KOREA"
"2198",1973,33935,2066,21.4,97,0,0,"KOREA"
"2199",1974,34606,2236,25.4,97,0,0,"KOREA"
"2200",1975,35281,2323,23.3,97,0,0,"KOREA"
"2201",1976,35849,2558,23.9,97,0,0,"KOREA"
"2202",1977,36412,2780,27.3,97,0,0,"KOREA"
"2203",1978,36969,3083,31.5,97,0,0,"KOREA"
"2204",1979,37534,3321,33.4,97,0,0,"KOREA"
"2205",1980,38124,3093,28,97,0,0,"KOREA"
"2206",1981,38723,3212,27,97,0,0,"KOREA"
"2207",1982,39326,3395,27.1,97,0,0,"KOREA"
"2208",1983,39910,3712,27.8,97,0,0,"KOREA"
"2209",1984,40406,4005,29.2,97,0,0,"KOREA"
"2210",1985,40806,4217,28.5,97,0,0,"KOREA"
"2211",1960,8197,1420,15,100,0,0,"MALAYSIA"
"2212",1961,8447,1478,15.3,100,0,0,"MALAYSIA"
"2213",1962,8704,1538,17.1,100,0,0,"MALAYSIA"
"2214",1963,8969,1577,17.1,100,0,0,"MALAYSIA"
"2215",1964,9241,1606,16.6,100,0,0,"MALAYSIA"
"2216",1965,9522,1671,17.2,100,0,0,"MALAYSIA"
"2217",1966,9775,1731,17.1,100,0,0,"MALAYSIA"
"2218",1967,10034,1739,17.7,100,0,0,"MALAYSIA"
"2219",1968,10299,1787,17.5,100,0,0,"MALAYSIA"
"2220",1969,10572,1813,15.8,100,0,0,"MALAYSIA"
"2221",1970,10853,2154,21.5,100,0,0,"MALAYSIA"
"2222",1971,11128,2218,20.6,100,0,0,"MALAYSIA"
"2223",1972,11408,2346,20.5,100,0,0,"MALAYSIA"
"2224",1973,11690,2555,23.4,100,0,0,"MALAYSIA"
"2225",1974,11974,2791,27.6,100,0,0,"MALAYSIA"
"2226",1975,12258,2663,22,100,0,0,"MALAYSIA"
"2227",1976,12545,2849,22.5,100,0,0,"MALAYSIA"
"2228",1977,12837,3073,24.9,100,0,0,"MALAYSIA"
"2229",1978,13135,3239,25,100,0,0,"MALAYSIA"
"2230",1979,13444,3470,25.8,100,0,0,"MALAYSIA"
"2231",1980,13764,3799,27.4,100,0,0,"MALAYSIA"
"2232",1981,14130,4011,29.6,100,0,0,"MALAYSIA"
"2233",1982,14510,4171,31.8,100,0,0,"MALAYSIA"
"2234",1983,14887,4287,32.4,100,0,0,"MALAYSIA"
"2235",1984,15272,4420,32.3,100,0,0,"MALAYSIA"
"2236",1985,15682,4146,26.9,100,0,0,"MALAYSIA"
"2237",1960,21780,316,9.5,102,0,0,"MYANMAR"
"2238",1961,22253,313,9.4,102,0,0,"MYANMAR"
"2239",1962,22736,373,8.1,102,0,0,"MYANMAR"
"2240",1963,23230,418,7.1,102,0,0,"MYANMAR"
"2241",1964,23735,383,6.9,102,0,0,"MYANMAR"
"2242",1965,24250,415,12.1,102,0,0,"MYANMAR"
"2243",1966,24802,403,2.3,102,0,0,"MYANMAR"
"2244",1967,25366,379,7.9,102,0,0,"MYANMAR"
"2245",1968,25943,397,10.7,102,0,0,"MYANMAR"
"2246",1969,26533,405,9.2,102,0,0,"MYANMAR"
"2247",1970,27137,418,9.8,102,0,0,"MYANMAR"
"2248",1971,27754,418,7.9,102,0,0,"MYANMAR"
"2249",1972,28385,419,7.9,102,0,0,"MYANMAR"
"2250",1973,29031,411,6.7,102,0,0,"MYANMAR"
"2251",1974,29620,405,7.2,102,0,0,"MYANMAR"
"2252",1975,30221,416,7.2,102,0,0,"MYANMAR"
"2253",1976,30845,432,7.1,102,0,0,"MYANMAR"
"2254",1977,31461,447,8.2,102,0,0,"MYANMAR"
"2255",1978,32099,467,10.6,102,0,0,"MYANMAR"
"2256",1979,32750,483,11.7,102,0,0,"MYANMAR"
