"","age","ethnicity","mstatus"
"1666",34,"European","Married/Partnered"
"1667",42,"European","Married/Partnered"
"1668",26,"European","Married/Partnered"
"1669",24,"European","Married/Partnered"
"1670",28,"European","Single"
"1671",32,"European","Married/Partnered"
"1672",38,"European","Married/Partnered"
"1673",48,"European","Married/Partnered"
"1674",32,"European","Married/Partnered"
"1675",44,"European","Married/Partnered"
"1676",31,"European","Married/Partnered"
"1677",36,"European","Married/Partnered"
"1678",40,"European","Married/Partnered"
"1679",33,"European","Married/Partnered"
"1681",30,"European","Married/Partnered"
"1682",59,"European","Divorced/Separated"
"1683",33,"European","Married/Partnered"
"1685",67,"European","Widowed"
"1687",40,"European","Married/Partnered"
"1688",41,"European","Married/Partnered"
"1689",58,"European","Married/Partnered"
"1690",39,"European","Divorced/Separated"
"1691",35,"European","Married/Partnered"
"1692",51,"European","Married/Partnered"
"1694",47,"European","Married/Partnered"
"1696",51,"European","Widowed"
"1697",33,"European","Married/Partnered"
"1699",32,"European","Single"
"1701",43,"European","Married/Partnered"
"1702",44,"European","Married/Partnered"
"1704",30,"European","Married/Partnered"
"1708",63,"European","Married/Partnered"
"1709",51,"European","Married/Partnered"
"1711",28,"European","Married/Partnered"
"1713",26,"European","Married/Partnered"
"1715",25,"European","Married/Partnered"
"1716",54,"European","Widowed"
"1718",30,"European","Single"
"1721",28,"European","Married/Partnered"
"1722",29,"European","Married/Partnered"
"1723",44,"European","Married/Partnered"
"1724",47,"European","Divorced/Separated"
"1725",57,"European","Married/Partnered"
"1727",45,"European","Married/Partnered"
"1728",29,"European","Single"
"1730",32,"European","Married/Partnered"
"1731",45,"European","Married/Partnered"
"1736",44,"European","Married/Partnered"
"1737",20,"European","Single"
"1738",29,"European","Single"
"1741",19,"European","Single"
"1742",43,"European","Married/Partnered"
"1745",56,"European","Married/Partnered"
"1748",24,"European","Married/Partnered"
"1749",31,"European","Single"
"1751",26,"European","Married/Partnered"
"1752",51,"European","Married/Partnered"
"1753",32,"European","Single"
"1755",37,"European","Married/Partnered"
"1756",34,"European","Married/Partnered"
"1758",41,"European","Divorced/Separated"
"1759",51,"European","Married/Partnered"
"1761",36,"European","Married/Partnered"
"1764",31,"European","Married/Partnered"
"1765",25,"European","Married/Partnered"
"1766",58,"European","Married/Partnered"
"1767",25,"European","Married/Partnered"
"1769",56,"European","Married/Partnered"
"1770",41,"European","Married/Partnered"
"1771",38,"European","Married/Partnered"
"1773",26,"European","Married/Partnered"
"1774",48,"European","Married/Partnered"
"1775",26,"European","Single"
"1776",32,"European","Married/Partnered"
"1777",28,"European","Single"
"1778",37,"European","Married/Partnered"
"1779",25,"European","Single"
"1780",44,"European","Married/Partnered"
"1781",20,"European","Married/Partnered"
"1782",47,"European","Married/Partnered"
"1783",59,"European","Divorced/Separated"
"1784",46,"European","Married/Partnered"
"1785",49,"European","Married/Partnered"
"1786",28,"European","Divorced/Separated"
"1787",51,"European","Married/Partnered"
"1788",31,"European","Divorced/Separated"
"1790",26,"European","Single"
"1791",51,"European","Widowed"
"1792",45,"European","Married/Partnered"
"1793",41,"European","Married/Partnered"
"1794",51,"European","Married/Partnered"
"1796",43,"European","Married/Partnered"
"1797",33,"European","Divorced/Separated"
"1798",46,"European","Married/Partnered"
"1800",29,"European","Married/Partnered"
"1801",33,"European","Married/Partnered"
"1802",46,"European","Married/Partnered"
"1803",53,"European","Married/Partnered"
"1804",50,"European","Married/Partnered"
"1805",23,"European","Single"
"1806",36,"European","Married/Partnered"
"1807",42,"European","Married/Partnered"
"1808",51,"European","Married/Partnered"
"1810",36,"European","Single"
"1811",26,"European","Single"
"1813",29,"European","Married/Partnered"
"1814",40,"European","Married/Partnered"
"1815",52,"European","Married/Partnered"
"1816",17,"European","Single"
"1818",53,"European","Married/Partnered"
"1819",23,"European","Single"
"1820",40,"European","Married/Partnered"
"1822",33,"European","Divorced/Separated"
"1828",48,"European","Married/Partnered"
"1829",37,"European","Married/Partnered"
"1832",57,"European","Married/Partnered"
"1834",44,"European","Married/Partnered"
"1835",30,"European","Married/Partnered"
"1836",47,"European","Married/Partnered"
"1837",36,"European","Married/Partnered"
"1839",42,"European","Married/Partnered"
"1840",58,"European","Married/Partnered"
"1841",24,"European","Single"
"1843",25,"European","Married/Partnered"
"1845",58,"European","Married/Partnered"
"1849",46,"European","Married/Partnered"
"1852",44,"European","Married/Partnered"
"1855",26,"European","Single"
"1856",29,"European","Single"
"1857",42,"European","Married/Partnered"
"1858",25,"European","Married/Partnered"
"1859",28,"European","Single"
"1860",29,"European","Single"
"1861",38,"European","Married/Partnered"
"1862",38,"European","Married/Partnered"
"1863",24,"European","Married/Partnered"
"1865",67,"European","Married/Partnered"
"1867",40,"European","Married/Partnered"
"1870",33,"European","Married/Partnered"
"1871",23,"European","Single"
"1874",42,"European","Married/Partnered"
"1880",33,"European","Married/Partnered"
"1881",48,"European","Married/Partnered"
"1882",33,"European","Married/Partnered"
"1883",26,"European","Single"
"1884",44,"European","Married/Partnered"
"1885",55,"European","Divorced/Separated"
"1886",23,"European","Married/Partnered"
"1888",28,"European","Married/Partnered"
"1889",51,"European","Married/Partnered"
"1891",23,"European","Single"
"1892",20,"European","Single"
"1893",25,"European","Married/Partnered"
"1894",30,"European","Married/Partnered"
"1897",44,"European","Married/Partnered"
"1903",50,"European","Married/Partnered"
"1904",30,"European","Married/Partnered"
"1907",26,"European","Married/Partnered"
"1908",54,"European","Married/Partnered"
"1909",43,"European","Married/Partnered"
"1911",56,"European","Widowed"
"1912",32,"European","Married/Partnered"
"1913",36,"European","Married/Partnered"
"1915",43,"European","Married/Partnered"
"1917",21,"European","Single"
"1921",57,"European","Married/Partnered"
"1925",27,"European","Single"
"1926",53,"European","Married/Partnered"
"1929",48,"European","Married/Partnered"
"1930",27,"European","Married/Partnered"
"1931",24,"European","Single"
"1932",50,"European","Married/Partnered"
"1935",60,"European","Married/Partnered"
"1936",57,"European","Married/Partnered"
"1937",54,"European","Married/Partnered"
"1939",29,"European","Married/Partnered"
"1942",34,"European","Married/Partnered"
"1943",25,"European","Single"
"1944",55,"European","Married/Partnered"
"1945",51,"European","Married/Partnered"
"1947",32,"European","Married/Partnered"
"1950",43,"European","Married/Partnered"
"1954",32,"European","Single"
"1956",29,"European","Married/Partnered"
"1959",31,"European","Single"
"1962",53,"European","Married/Partnered"
"1963",21,"European","Single"
"1964",52,"European","Married/Partnered"
"1966",41,"European","Married/Partnered"
"1973",23,"European","Married/Partnered"
"1976",39,"European","Single"
"1977",30,"European","Married/Partnered"
"1978",28,"European","Married/Partnered"
"1979",33,"European","Married/Partnered"
"1980",26,"European","Married/Partnered"
"1981",40,"European","Married/Partnered"
"1982",51,"European","Married/Partnered"
"1983",46,"European","Married/Partnered"
"1984",23,"European","Single"
"1985",50,"European","Married/Partnered"
"1986",39,"European","Married/Partnered"
"1988",48,"European","Single"
"1990",46,"European","Married/Partnered"
"1991",37,"European","Divorced/Separated"
"1992",57,"European","Married/Partnered"
"1993",56,"European","Married/Partnered"
"1995",57,"European","Married/Partnered"
"1996",53,"European","Married/Partnered"
"1997",56,"European","Married/Partnered"
"1999",49,"European","Married/Partnered"
"2000",53,"European","Married/Partnered"
"2002",32,"European","Married/Partnered"
"2003",36,"European","Married/Partnered"
"2004",57,"European","Married/Partnered"
"2005",52,"European","Married/Partnered"
"2008",36,"European","Married/Partnered"
"2009",32,"European","Divorced/Separated"
"2011",44,"European","Married/Partnered"
"2013",52,"European","Married/Partnered"
"2014",39,"European","Married/Partnered"
"2016",28,"European","Married/Partnered"
"2017",38,"European","Married/Partnered"
"2019",45,"European","Married/Partnered"
"2020",46,"European","Married/Partnered"
"2021",47,"European","Married/Partnered"
"2022",44,"European","Married/Partnered"
"2023",40,"European","Married/Partnered"
"2024",43,"European","Married/Partnered"
"2026",49,"European","Married/Partnered"
"2028",47,"European","Married/Partnered"
"2030",44,"European","Married/Partnered"
"2031",28,"European","Married/Partnered"
"2033",25,"European","Married/Partnered"
"2035",43,"European","Married/Partnered"
"2036",29,"European","Single"
"2037",37,"European","Single"
"2039",27,"European","Married/Partnered"
"2040",44,"European","Married/Partnered"
"2041",39,"European","Married/Partnered"
"2042",31,"European","Married/Partnered"
"2043",34,"European","Married/Partnered"
"2046",20,"European","Single"
"2049",34,"European","Married/Partnered"
"2053",22,"European","Single"
"2056",31,"European","Married/Partnered"
"2059",32,"European","Married/Partnered"
"2060",30,"European","Married/Partnered"
"2061",56,"European","Married/Partnered"
"2063",30,"European","Married/Partnered"
"2065",20,"European","Single"
"2066",39,"European","Married/Partnered"
"2067",23,"European","Married/Partnered"
"2069",39,"European","Married/Partnered"
"2070",48,"European","Married/Partnered"
"2075",38,"European","Married/Partnered"
"2077",30,"European","Married/Partnered"
"2081",41,"European","Divorced/Separated"
"2083",28,"European","Married/Partnered"
"2087",49,"European","Married/Partnered"
"2088",27,"European","Single"
"2089",40,"European","Married/Partnered"
"2091",35,"European","Married/Partnered"
"2092",28,"European","Married/Partnered"
"2096",40,"European","Married/Partnered"
"2097",31,"European","Single"
"2099",19,"European","Single"
"2105",25,"European","Married/Partnered"
"2107",51,"European","Married/Partnered"
"2110",57,"European","Married/Partnered"
"2117",35,"European","Married/Partnered"
"2118",48,"European","Married/Partnered"
"2119",46,"European","Married/Partnered"
"2122",40,"European","Married/Partnered"
"2123",41,"European","Married/Partnered"
"2125",52,"European","Married/Partnered"
"2126",59,"European","Married/Partnered"
"2128",36,"European","Married/Partnered"
"2130",45,"European","Married/Partnered"
"2131",49,"European","Married/Partnered"
"2132",50,"European","Married/Partnered"
"2133",35,"European","Divorced/Separated"
"2136",26,"European","Married/Partnered"
"2137",47,"European","Married/Partnered"
"2138",23,"European","Single"
"2139",42,"European","Divorced/Separated"
"2142",26,"European","Single"
"2143",26,"European","Married/Partnered"
"2144",37,"European","Married/Partnered"
"2145",58,"European","Married/Partnered"
"2146",39,"European","Married/Partnered"
"2148",47,"European","Married/Partnered"
"2149",23,"European","Single"
"2150",36,"European","Married/Partnered"
"2151",28,"European","Married/Partnered"
"2152",52,"European","Widowed"
"2153",40,"European","Married/Partnered"
"2156",39,"European","Married/Partnered"
"2157",42,"European","Married/Partnered"
"2158",30,"European","Married/Partnered"
"2160",42,"European","Married/Partnered"
"2161",30,"European","Single"
"2162",56,"European","Married/Partnered"
"2165",46,"European","Married/Partnered"
"2166",22,"European","Single"
"2167",36,"European","Married/Partnered"
"2168",20,"European","Single"
"2171",41,"European","Married/Partnered"
"2172",35,"European","Married/Partnered"
"2173",33,"European","Married/Partnered"
"2174",33,"European","Married/Partnered"
"2176",33,"European","Married/Partnered"
"2177",41,"European","Married/Partnered"
"2178",23,"European","Single"
"2181",55,"European","Married/Partnered"
"2184",51,"European","Married/Partnered"
"2185",52,"European","Married/Partnered"
"2188",33,"European","Single"
"2189",52,"European","Married/Partnered"
"2190",35,"European","Married/Partnered"
"2192",26,"European","Married/Partnered"
"2193",44,"European","Married/Partnered"
"2195",54,"European","Married/Partnered"
"2196",31,"European","Married/Partnered"
"2200",44,"European","Married/Partnered"
