"","start","ad.O3","ad.NOx","ad.NO","ad.WS","ad.WD","ad.T","ad.Td","sz.O3","sz.NOx","sz.NO","sz.WS","sz.WD","sz.T","sz.Td","lu.O3","lu.NOx","lu.NO","lu.WS","lu.WD","lu.T","lu.Td"
"146","04.01.2004 00:30",13.9,12.2,1.4,3.51,342,-2,-5.349,14.2,13.7,1.7,1.36,340,-3.8,-6.48,15.3,10.8,0.6,0.78,66,-5.5,-7.556
"147","04.01.2004 01:00",13.8,12.2,1.3,2.13,341,-2.1,-5.633,13.8,14.3,1.9,0.79,331,-3.8,-6.416,16.4,9.6,0.5,0.73,28,-5.6,-7.776
"148","04.01.2004 01:30",13.9,12.5,1.3,0.33,323,-2.2,-5.426,13.9,12.4,0.8,0.92,283,-3.8,-6.369,14.7,9.7,0.3,1.12,1,-5.5,-7.693
"149","04.01.2004 02:00",14.3,11.6,0.9,0.36,4,-2.2,-5.276,14.2,13.2,1.6,0.89,317,-3.7,-6.382,12.4,11.1,0.3,1.12,359,-5.6,-7.67
"150","04.01.2004 02:30",13.3,11.9,1,0.42,15,-2.2,-5.376,13.6,12.5,1.2,1.25,325,-3.6,-6.253,13.8,11.6,0.7,1.17,357,-5.4,-7.656
"151","04.01.2004 03:00",14.9,10.7,0.8,1.91,349,-1.9,-5.716,12.3,13.7,1.1,1.19,344,-3.5,-6.187,12.6,11.3,0.7,0.72,40,-5.7,-7.498
"152","04.01.2004 03:30",15.7,10.5,1,2.53,343,-2,-5.9,12.7,13.5,1.1,0.56,0,-3.4,-6.137,14.7,10.2,0.6,0.96,62,-5.7,-7.603
"153","04.01.2004 04:00",18.7,9.4,1,1.86,166,-2.1,-6.958,13.9,12.4,0.9,0.74,283,-3.2,-5.926,13,10.7,0.4,1.24,13,-5.5,-7.466
"154","04.01.2004 04:30",20.4,8,0.8,2.32,166,-2.5,-7.083,13.9,11.9,0.9,1.3,294,-3.3,-5.943,13.5,11.5,0.6,1.86,1,-5.4,-7.443
"155","04.01.2004 05:00",19.1,9,1,0.68,222,-2.4,-7.302,14.3,11.7,1.1,1.48,293,-3.3,-5.959,13.7,10.6,0.3,0.31,26,-5.9,-7.695
"156","04.01.2004 05:30",18.8,9.1,1.3,0.29,165,-2.5,-6.937,14.6,12.9,1.4,0.33,116,-3.3,-6.901,13.2,10.7,0.4,0.57,337,-5.6,-7.655
"157","04.01.2004 06:00",19.6,10.1,1.8,1.59,215,-2.4,-7.321,19.2,10.6,1.8,0.43,127,-3.5,-9.52,12.7,10.8,0.5,0.53,164,-5.6,-7.282
"158","04.01.2004 06:30",20.6,8.1,0.7,2.92,151,-2.6,-7.143,19.3,9.6,1,0.29,190,-3.5,-9.201,10.1,12.4,0.5,1.47,355,-5.4,-7.307
"159","04.01.2004 07:00",23.5,7.4,0.8,1.57,157,-2.4,-7.896,18.8,8.8,0.9,0.92,283,-3.4,-7.343,9.9,13.5,0.5,1.46,12,-5.6,-7.296
"160","04.01.2004 07:30",19.1,11.1,2.3,0.75,218,-2.4,-7.321,13.3,16.1,4.1,0.68,354,-3.1,-6.319,11.7,12,0.4,0.77,65,-5.8,-7.494
"161","04.01.2004 08:00",20.3,9.6,1.2,1.87,146,-2.4,-7.265,18,11.7,1.6,1.13,118,-3.4,-9.546,10.7,11.5,0.5,1.09,22,-5.5,-7.421
"162","04.01.2004 08:30",22.4,7.6,1.1,2.19,151,-2.4,-7.548,20.4,9.4,1.8,0.35,310,-3.4,-8.812,8.9,16.6,2.4,1.88,10,-5.6,-7.37
"163","04.01.2004 09:00",21.7,8.7,1.4,1.87,164,-2.6,-7.253,13.1,20.9,8.3,0.67,296,-3.1,-6.336,10.5,15.1,3.1,0.55,32,-5.9,-7.229
"164","04.01.2004 09:30",22.3,8.8,1.6,1.42,154,-2.5,-7.797,12.5,17,4.6,0.96,350,-3,-5.957,12.9,14.1,3.9,0.56,64,-5.6,-7.415
"165","04.01.2004 10:00",19.3,13.2,2.7,1.88,171,-2.4,-7.529,14,17.8,5.8,0.34,87,-3,-6.886,12.2,15.6,6,0.19,220,-5.2,-7.051
"166","04.01.2004 10:30",19.2,13.2,3.2,2.84,166,-2.4,-7.19,19.4,12.3,3.1,0.07,109,-2.9,-7.951,10.7,25,11.9,1.18,348,-4.4,-6.956
"167","04.01.2004 11:00",22.6,10.3,2.6,1.29,151,-2.1,-7.531,17.2,16.2,4.6,0.2,143,-2.7,-7.722,11.1,24.8,11.8,0.46,84,-4,-6.644
"168","04.01.2004 11:30",23.8,8.6,2.4,1.34,112,-1.8,-7.56,18.4,18.3,6.5,0.42,141,-2.5,-7.268,12.8,21.9,10.4,0.38,30,-3.9,-6.626
"169","04.01.2004 12:00",24.1,8,2.6,1.01,149,-1.5,-7.455,21.7,12.2,3.8,0.38,182,-1.7,-7.326,13.6,22.8,11.3,0.43,4,-3.2,-6.416
"170","04.01.2004 12:30",23.7,9.1,3.1,0.16,95,-1.6,-7.611,22.6,15.9,7.7,0.46,129,-1.6,-7.51,13,26.9,13.1,1.2,339,-2.9,-6.513
"171","04.01.2004 13:00",24.1,8.1,2.8,0.11,225,-1.7,-7.727,23,11.7,3.8,0.59,123,-1.8,-7.342,15.7,22.8,10.5,1.28,348,-2.3,-7.206
"172","04.01.2004 13:30",23.3,9.2,3.1,0.4,289,-1,-7.143,19.2,18,6.6,0.19,283,-1.2,-6.437,17.7,17.5,6.9,0.46,357,-2,-7.127
"173","04.01.2004 14:00",23.2,9.9,3.3,0.7,274,-1,-7,18.9,20.7,8.2,0.18,227,-1.5,-6.648,19.2,15.3,5.8,1.45,348,-2.1,-6.92
"174","04.01.2004 14:30",22.4,11.2,3.4,0.97,268,-0.9,-6.562,18.9,17.8,6.1,1.14,279,-1.5,-6.269,21,12.1,3.9,1.35,347,-2.3,-6.854
"175","04.01.2004 15:00",19.7,14.7,4.3,0.82,267,-0.7,-6.095,16.9,27.2,13.1,0.96,307,-1.4,-5.785,20.3,11.3,3,0.46,16,-2.2,-6.702
"176","04.01.2004 15:30",18.9,12.8,2.4,1.33,332,-0.6,-5.46,16.5,21.3,7.5,0.5,319,-1.4,-5.987,18.8,11.5,1.9,0.44,112,-2,-6.437
"177","04.01.2004 16:00",18.7,12.8,2.2,0.93,318,-0.6,-5.612,13.8,24.1,7.6,0.11,53,-1.5,-6.157,17.1,12.3,1.3,0.27,152,-2,-6.401
"178","04.01.2004 16:30",19,10.3,0.8,0.27,2,-0.6,-5.329,13,26.1,9,0.33,109,-1.5,-6.102,15.3,14,0.8,0.21,136,-2,-6.419
"179","04.01.2004 17:00",15.8,12.3,1.1,0.38,135,-0.7,-4.983,12,23.5,5.3,0.22,166,-1.5,-5.937,8.6,20.8,0.8,0.53,199,-1.9,-5.927
"180","04.01.2004 17:30",13.9,15.5,1.3,0.93,166,-0.8,-4.827,10.5,25.3,6.4,0.49,286,-1.5,-5.594,2.9,29.7,3.7,0.53,164,-1.9,-5.56
"181","04.01.2004 18:00",13.4,15.9,1.1,0.63,151,-0.8,-4.774,9.9,24.8,5.5,0.71,292,-1.4,-5.39,2.9,28.7,2.6,0.53,20,-2,-5.098
"182","04.01.2004 18:30",10.4,20,3.2,0.31,210,-0.9,-4.712,10.1,31.8,12.6,0.76,302,-1.3,-4.926,2.1,33.2,6.9,0.76,183,-2,-4.753
"183","04.01.2004 19:00",8.6,19.5,1.7,1.03,167,-1.2,-4.168,8.9,24.7,5.1,0.24,335,-1.3,-4.891,2.7,33.2,7.3,1.65,175,-1.7,-4.922
"184","04.01.2004 19:30",11,17.2,0.7,1.14,150,-1.3,-3.873,6.1,30.6,8.6,0.3,120,-1.4,-4.851,1.8,34,7.6,0.39,166,-1.9,-4.671
"185","04.01.2004 20:00",7,19.7,1.6,1.64,167,-1.3,-3.46,4.8,30.6,6.4,0.2,125,-1.2,-4.605,1.2,42.7,15.1,0.79,6,-2.3,-4.567
"186","04.01.2004 20:30",4,23.8,2.5,1.56,166,-1.4,-3.449,4.3,36,12.5,0.26,285,-1.4,-4.816,1.2,41.2,13.9,0.8,170,-1.9,-4.333
"187","04.01.2004 21:00",7,20.6,1.4,1.12,131,-1.4,-3.652,5.3,28.6,6.4,0.21,148,-1.3,-4.365,2.3,35.6,9.7,0.93,199,-1.4,-4.33
"188","04.01.2004 21:30",7,20.4,2.1,1.18,126,-1.6,-3.77,7.4,21.4,2.4,0.22,122,-1.3,-4.266,4.6,26.7,4.3,0.79,190,-1.6,-4.427
"189","04.01.2004 22:00",4.3,27.2,6.8,1.32,160,-1.8,-3.749,8.2,22.8,4.2,0.22,345,-0.9,-4.177,2.3,32.5,9.2,0.75,279,-2.2,-4.501
"190","04.01.2004 22:30",3.9,31.1,11,1.75,193,-2.5,-4.21,12.9,14.9,1.8,0.51,138,-1.2,-4.085,2.6,31.8,8.7,1.18,287,-2.7,-4.635
"191","04.01.2004 23:00",4,24.9,5.3,0.67,163,-2.9,-4.65,12.4,19.3,5.5,0.15,51,-1.1,-4.037,2.5,30.4,9.8,2.34,276,-2.9,-4.862
"192","04.01.2004 23:30",2.3,27.6,7,0.9,174,-3.2,-4.677,11.3,15.9,1.4,0.59,302,-0.7,-3.78,2.3,23.8,4.3,1.29,281,-2.8,-4.81
"193","05.01.2004 00:00",6.1,20.5,4,1.03,154,-2.7,-4.758,10.7,14.6,0.4,0.37,334,-0.5,-3.754,1.7,26.5,5.3,0.86,280,-2.8,-4.733
"194","05.01.2004 00:30",6.5,20,3.8,0.74,163,-2.4,-4.572,7.9,16.6,0.9,0.13,302,-0.7,-3.614,1.8,29.5,8.1,1.25,293,-2.8,-4.81
"195","05.01.2004 01:00",6.2,17.8,1.7,0.39,199,-2.4,-4.279,9.5,16.1,1.1,0.33,293,-0.9,-3.726,1.8,29.3,7.6,0.16,274,-2.6,-4.567
"196","05.01.2004 01:30",2.5,23.2,5,0.86,162,-2.6,-4.189,6.9,16,0.9,0.2,124,-1.1,-3.613,5.2,19,1.2,0.39,280,-2.6,-4.83
"197","05.01.2004 02:00",3.5,21.6,2.9,0.89,161,-2.3,-4.241,6.4,19.1,2.2,0.28,123,-1,-3.677,2.6,23,4.2,0.8,288,-2.7,-4.727
"198","05.01.2004 02:30",8.5,15.7,1.3,1.43,154,-2,-4.163,9.2,14.8,0.5,0.25,116,-0.9,-3.628,3.2,20,2.3,0.68,265,-2.7,-4.62
"199","05.01.2004 03:00",6.5,17.3,2.2,1.42,181,-2.1,-4.168,10.5,14.1,0.9,0.23,119,-0.7,-3.663,1.6,24.5,5.4,1.11,292,-2.7,-4.65
"200","05.01.2004 03:30",10.5,13.4,1.3,1.06,131,-1.8,-4.251,11.7,13.8,1.2,0.35,112,-0.4,-3.606,2.1,24.1,6.4,1.73,279,-2.6,-4.552
"201","05.01.2004 04:00",7.5,15.4,1.7,1.03,153,-2.1,-4.23,10.8,14.6,1.1,0.2,131,-0.7,-3.465,1.7,26.8,8.8,1.43,287,-2.9,-4.65
"202","05.01.2004 04:30",5.5,17.2,1.8,0.52,138,-2.2,-4.112,13.7,9.7,0.7,0.16,123,-0.6,-3.302,1.5,31.8,13,1,308,-3,-4.673
"203","05.01.2004 05:00",3.3,29.7,10.4,0.62,145,-2.1,-3.999,9.8,14.9,0.9,0.21,286,-0.5,-3.452,2.4,26.8,8.6,1.21,274,-2.9,-5.063
"204","05.01.2004 05:30",4.2,23.9,7.4,1.36,179,-2,-3.824,6.9,20.8,3.9,0.02,52,-0.6,-3.417,2.2,25.4,7.6,0.95,244,-2.8,-4.749
"205","05.01.2004 06:00",3,23.6,5.7,1.01,141,-1.6,-3.708,4.9,28,9.2,0.4,122,-0.8,-3.287,1.7,34.5,16,1.27,288,-2.8,-4.597
"206","05.01.2004 06:30",5.1,31.9,13.5,1.09,186,-1.4,-3.731,2.9,43.1,20,0.15,306,-0.5,-3.319,1.2,40.4,21.4,1.36,261,-2.7,-4.604
"207","05.01.2004 07:00",3.5,30.6,10.4,0.1,133,-1.3,-3.586,3.4,34,13.5,0.29,274,-0.5,-3.303,2.2,35.7,15.5,0.62,250,-2.5,-4.592
"208","05.01.2004 07:30",1.3,49,27,0.71,184,-1.5,-3.485,1.7,43,20.2,0.07,145,-0.7,-3.286,1,40.2,17.3,0.29,202,-2.3,-4.552
"209","05.01.2004 08:00",1.5,61.9,38.9,0.91,187,-1.4,-3.418,1.9,51.7,28.1,0.37,294,-0.6,-3.156,1.3,78.1,53.6,0.52,333,-2.3,-4.442
"210","05.01.2004 08:30",1.4,63.4,40.9,0.58,159,-1.4,-3.325,2.2,41.9,20.6,0.19,309,-0.5,-3.123,1.8,98,72.8,0.61,268,-2.1,-4.261
"211","05.01.2004 09:00",2.8,59,36.4,1.34,153,-1,-3.181,2.6,51,27,0.16,111,-0.5,-3.058,1.3,109.2,82.3,0.88,298,-2.1,-4.168
"212","05.01.2004 09:30",3.8,39,18,1.31,130,-0.7,-3.013,3.5,46.8,24.1,0.21,326,-0.3,-3.009,2.7,80.3,56.4,1.23,268,-1.9,-4.175
"213","05.01.2004 10:00",4.9,34.9,14.3,0.42,140,-0.4,-3.09,4.2,54.2,29.6,0.24,183,-0.1,-2.862,6.8,27.8,10.9,1.05,242,-1.7,-4.233
"214","05.01.2004 10:30",5.4,44.9,23.5,0.47,178,-0.1,-2.813,4.2,57.7,32.6,0.23,281,0,-2.816,5.3,62.2,40.7,0.46,292,-1.3,-4.052
"215","05.01.2004 11:00",3.9,65.2,41.6,0.17,186,0.2,-2.391,3.8,59.9,33.9,0.04,259,0.3,-2.623,5.5,59.6,37.7,0.79,280,-1,-3.857
"216","05.01.2004 11:30",9.9,27.7,10.9,0.57,147,0.5,-2.885,3.6,68.9,41.1,0.08,248,0.5,-2.545,6.7,53.3,31,0.62,239,-0.5,-3.652
"217","05.01.2004 12:00",12.3,22.7,8.3,0.6,177,0.7,-2.605,6.4,49.7,26.3,0.32,136,0.6,-2.481,6.2,53.6,31.9,0.91,188,0.1,-2.802
"218","05.01.2004 12:30",11.5,23.4,8,0.23,179,0.8,-2.594,6.5,58.5,33,0.25,304,1,-2.399,NA,NA,NA,NA,NA,NA,NA
"219","05.01.2004 13:00",9.5,29.4,11.6,0.42,163,1.2,-2.17,7.9,50.9,28.5,0.16,129,1.4,-2.185,NA,NA,NA,NA,NA,NA,NA
"220","05.01.2004 13:30",10.9,25.1,8.2,0.63,169,1.2,-1.913,9.4,43.9,22.5,0.51,122,1.3,-2.317,NA,NA,NA,NA,NA,NA,NA
"221","05.01.2004 14:00",8.7,32.4,12.3,0.81,192,1.3,-2.247,10.5,38.7,17.9,0.27,121,1.5,-2.211,NA,NA,NA,NA,NA,NA,NA
"222","05.01.2004 14:30",12.6,20.5,4.9,1.01,167,1.3,-2.3,7.1,43.2,19.9,0.3,124,1.8,-1.779,NA,NA,NA,NA,NA,NA,NA
"223","05.01.2004 15:00",5.6,41.5,17.5,0.95,176,1.4,-2.167,10.5,26.2,7.3,0.34,297,1.9,-1.629,NA,NA,NA,NA,NA,NA,NA
"224","05.01.2004 15:30",8.4,28.9,7.8,0.32,155,1.5,-2.211,7.4,37.4,14.3,0.47,294,1.9,-1.664,NA,NA,NA,0.56,249,0.8,-1.706
"225","05.01.2004 16:00",6,54.3,29,0.37,199,1.5,-2.158,6.1,30.4,6.2,0.37,317,1.8,-1.621,1.5,84.9,54.4,1,10,0.5,-1.599
"226","05.01.2004 16:30",2,61,34,0.42,271,1,-1.773,3.2,55.5,27.6,0.17,302,1.6,-1.472,1.3,57.6,27.3,0.51,56,0.3,-1.843
"227","05.01.2004 17:00",1.4,64.9,37.8,0.18,148,1.1,-1.859,1.4,76.2,45.8,0.32,273,1.6,-1.439,1.3,94.5,62.7,0.79,338,0,-2.137
"228","05.01.2004 17:30",1.8,108.5,79,0.25,161,1,-1.592,1.8,66.8,36.1,0.26,282,1.5,-1.368,1.2,95.7,64.6,0.69,343,-0.1,-2.186
"229","05.01.2004 18:00",1.2,107.6,79.2,0.57,143,0.7,-1.387,2.1,74,45.7,0.22,133,1.4,-1.2,1.1,94.6,63.5,0.44,86,0,-1.934
"230","05.01.2004 18:30",1.8,96.7,68.4,1.1,166,0.8,-1.304,1.6,69.4,40.1,0.21,296,1.3,-1.331,1.1,94.7,63.8,0.48,352,-0.1,-1.968
"231","05.01.2004 19:00",1.9,65.8,39.9,0.83,135,0.9,-1.285,1.8,77.4,48.5,0.09,262,1.6,-1.153,1.3,141.4,108.9,0.48,336,-0.3,-1.843
"232","05.01.2004 19:30",1.3,45.4,20.9,0.81,114,0.9,-1.001,2.4,72,42.5,0.04,353,1.2,-1.396,1.3,125.4,94.2,0.78,276,-0.1,-1.798
"233","05.01.2004 20:00",1.8,76.6,51.1,0.75,173,0.7,-0.996,1.8,84.5,56.3,0.11,84,1.2,-1.346,1.3,114.9,84.6,1.07,277,0,-1.732
"234","05.01.2004 20:30",1.3,100.4,73.9,0.78,166,0.7,-0.95,1.9,69.2,40.8,0.17,286,1.3,-1.298,1.5,74.5,45.7,0.73,292,-0.1,-1.691
"235","05.01.2004 21:00",1.1,138.8,109.6,0.13,198,0.6,-1.002,1.8,63.5,35.4,0.18,18,1.2,-1.298,1.3,73.4,44.7,0.17,254,-0.1,-1.752
"236","05.01.2004 21:30",1.3,114.2,88.8,0.53,175,0.4,-0.896,2.4,67,39.5,0.15,291,1,-1.332,1.2,82.5,54.4,0.91,276,-0.1,-1.584
"237","05.01.2004 22:00",1.5,75.3,51,0.63,175,0.2,-1.005,2.1,39.6,14.1,0.19,322,1.2,-1.298,1.5,80.2,52.6,0.55,295,-0.2,-1.638
"238","05.01.2004 22:30",0.7,65.1,42.3,0.63,171,0.1,-1.015,2,34.3,10.2,0.07,320,1.1,-1.379,1.4,71.5,43.8,0.13,262,-0.2,-1.563
"239","05.01.2004 23:00",1.2,48.8,26.6,1.19,135,0.5,-0.933,2.5,32.7,9.2,0.05,244,0.9,-1.478,1.2,70.5,42.4,0.08,183,-0.2,-1.593
"240","05.01.2004 23:30",0.8,43,20.3,1.3,136,0.4,-0.927,6.9,22.4,4.1,0.25,115,0.9,-1.478,1.1,99,74.8,0.87,294,-0.6,-1.839
"241","06.01.2004 00:00",2.9,23,4,1.77,160,0.6,-1.079,8.6,28.9,12.7,0.28,114,0.8,-1.431,1.2,92.1,68.2,0.53,287,-0.5,-1.755
"242","06.01.2004 00:30",5.5,17.9,1.3,1.54,139,0.8,-1.131,9.9,15,1.4,0.02,74,1.3,-1.183,0.8,85,60.7,0.56,48,-0.5,-1.785
"243","06.01.2004 01:00",1.5,23.8,5,1.26,155,0.1,-1.193,6.4,19.9,2.5,0.03,184,1.1,-1.233,1,77.4,56,0.82,305,-1.1,-2.114
"244","06.01.2004 01:30",1.9,25.8,6.9,1.02,166,0.1,-1.284,5.8,18.4,0.9,0.24,291,1,-1.235,1.1,77.5,55.9,0.69,281,-0.9,-1.93
"245","06.01.2004 02:00",1.6,24.6,5.6,0.26,114,0.3,-1.116,5.5,20.5,2.4,0.1,76,1.2,-1.135,0.9,50.4,28.2,0.72,276,-0.8,-2.052
"246","06.01.2004 02:30",2.8,19.8,3,0.78,162,0,-1.277,7.5,17.3,1.2,0.06,98,0.9,-1.301,1.1,43.6,22.6,1.3,271,-1.2,-2.301
"247","06.01.2004 03:00",3.1,20.6,3.9,0.66,174,-0.2,-1.354,7.3,14.3,1.3,0.13,89,0.2,-1.815,4.4,19.3,4.1,1.62,257,-1.4,-2.558
"248","06.01.2004 03:30",1.5,34.4,16.8,0.56,173,-1.1,-1.84,11.4,17.9,4.4,0.22,111,-0.1,-2.313,1.3,29.5,11.2,1.19,290,-2.2,-3.234
"249","06.01.2004 04:00",2.3,18.7,4.2,0.91,182,-1.7,-2.379,11.8,14.7,1.1,0.17,266,0,-2.36,2.2,31.3,13.5,1.62,291,-2.6,-3.805
"250","06.01.2004 04:30",0.7,30.9,13.1,0.25,196,-1.3,-2.125,6.5,18.8,2.5,0.01,307,-0.4,-2.466,2.1,25.1,6.5,1.91,274,-2.5,-3.575
"251","06.01.2004 05:00",1.7,27.1,9.9,0.38,210,-1.3,-2.313,8.5,16.6,1.3,0.23,100,-0.2,-2.395,0.9,45.9,23.3,1.06,279,-2.8,-3.347
"252","06.01.2004 05:30",0.9,31.9,14.5,1.19,154,-1,-2.074,6.6,17.7,1.4,0.07,112,0.1,-2.039,1,60.2,36.6,0.9,294,-2.7,-3.109
"253","06.01.2004 06:00",NA,NA,NA,1.22,170,-0.4,-1.731,2.5,22.5,2.8,0.16,285,0,-2.09,1.1,59.2,35.2,1.3,281,-2.4,-3.797
"254","06.01.2004 06:30",NA,NA,NA,1.89,150,0,-1.564,3.4,27.5,7.8,0.14,80,0.5,-1.615,0.7,82.5,56.6,0.98,266,-2.3,-3.773
"255","06.01.2004 07:00",9.7,14.2,1.3,1.34,132,0.2,-1.535,3,32.4,10.6,0,70,0.7,-1.546,1.2,70.1,44.8,1.57,279,-2.2,-3.96
"256","06.01.2004 07:30",8.7,15.8,2,0.59,106,0.3,-1.514,1.6,29.8,9.1,0.06,351,0.6,-1.58,0.8,90.8,64.6,0.97,279,-2.1,-3.953
"257","06.01.2004 08:00",5.8,26.3,8.6,0.72,149,0.2,-1.397,NA,NA,NA,0.22,116,0.8,-1.447,1.2,86.6,58.7,1.7,286,-2.1,-3.953
"258","06.01.2004 08:30",1.7,68.7,46,1.24,178,0.3,-1.207,NA,NA,NA,0.08,59,1,-1.267,1.5,113.3,86,1.39,278,-2.1,-3.861
"259","06.01.2004 09:00",2.8,67.2,45.4,0.77,171,0.3,-1.283,5.4,46.2,25.8,0.08,308,0.9,-1.365,2.3,85.7,61.4,1.08,298,-1.9,-3.467
"260","06.01.2004 09:30",3.9,66.9,45.7,0.63,151,0.1,-1.299,8.4,32.4,17.1,0.43,272,1,-1.477,2.3,117.4,91.8,1.02,330,-1.4,-2.959
"261","06.01.2004 10:00",4.5,85.4,63,1.11,177,0.8,-1.099,8,43.3,25.2,0.1,154,1.4,-1.449,2.6,121.4,96.1,0.86,342,-1.2,-2.746
"262","06.01.2004 10:30",7.9,41.6,24.3,0.55,167,1.7,-0.939,13.9,20,9.5,1.05,288,1.8,-1.092,NA,NA,NA,0.8,345,-0.9,-2.617
"263","06.01.2004 11:00",17,16.7,6.7,0.1,180,2,-1.117,11.6,28.4,14.8,1.09,325,1.9,-0.944,NA,NA,NA,0.81,352,-0.6,-2.352
"264","06.01.2004 11:30",17.7,17.8,7.1,0.44,232,2.5,-0.976,9.1,39.8,22.2,1.16,283,2,-0.646,NA,NA,NA,0.32,3,-0.2,-2.097
"265","06.01.2004 12:00",18.7,16,6.3,0.33,229,2.9,-0.765,9.2,44.4,25.7,1.29,280,2.1,-0.532,NA,NA,NA,0.6,15,0.1,-1.96
"266","06.01.2004 12:30",20.2,15.2,5.5,0.41,276,3.2,-0.581,9.4,41.3,22.6,1.25,287,2.1,-0.515,NA,NA,NA,0.7,346,0.2,-2.31
"267","06.01.2004 13:00",20.6,10.6,3.6,2.39,345,3.3,0.29,7.3,41.8,21.3,1,302,2,-0.563,11,41,19.9,0.99,341,0.5,-2.262
"268","06.01.2004 13:30",17.5,12.4,3.1,2.25,341,3.2,0.412,5.7,46,23.3,0.97,292,1.9,-0.547,9,40.5,18.4,0.73,72,0.6,-1.999
"269","06.01.2004 14:00",13.5,16,3.4,1.77,342,3,0.55,5.1,43.9,20.3,0.78,291,2,-0.481,7.9,40.5,16.8,0.64,89,0.9,-1.97
"270","06.01.2004 14:30",10.7,20.3,4.1,0.69,342,3,0.467,4.5,43.7,20,0.5,279,2,-0.547,5.4,48.4,20.9,0.23,147,1.1,-1.926
"271","06.01.2004 15:00",8.3,24,5.7,0.31,327,3,0.55,2.7,59.2,32,0.1,130,2.2,-0.401,3.1,55.9,25.4,1.19,123,1.5,-1.201
"272","06.01.2004 15:30",4.9,30.1,8.5,0.41,193,2.9,0.745,2.2,48,21.4,0.63,280,1.9,-0.465,3,62.2,32.5,0.51,102,1.1,-1.25
"273","06.01.2004 16:00",2.3,38.6,15.6,0.47,183,2.7,0.884,1.8,56.7,28.4,0.3,278,2.1,-0.351,1.5,100.2,69.4,1.68,357,0.8,-1.084
"274","06.01.2004 16:30",1.1,49.4,26.7,0.32,338,2.5,0.843,1.1,59.4,31.2,0.69,301,2,-0.189,1.1,95.5,65.1,0.93,81,0.4,-1.032
"275","06.01.2004 17:00",1.5,48,24.7,0.58,291,2.4,0.823,0.8,62.2,34,0.3,358,2,-0.432,1.1,85.6,54.6,0.74,68,0.5,-1.193
"276","06.01.2004 17:30",1.2,51.4,29.3,1.24,176,2.3,0.924,1.4,56.1,28.4,0.33,313,1.9,-0.432,1.2,107.8,76.3,0.89,331,0.6,-1.064
"277","06.01.2004 18:00",1.3,58.6,35.7,0.85,168,2.3,0.939,1.7,74.9,47.6,0.11,113,2.2,-0.074,1.1,101.9,71.1,0.28,358,0.5,-1.101
"278","06.01.2004 18:30",0.9,58.3,34.9,0.43,159,2.2,0.779,1.3,67,40,0.13,259,2.2,-0.057,1.2,101.9,70.9,0.42,161,0.6,-1.018
"279","06.01.2004 19:00",1.2,51.6,30.9,1.24,156,2,1.108,1.6,75.3,48.5,0.17,165,2.1,-0.091,1.3,96.6,64.3,0.3,147,0.6,-1.095
"280","06.01.2004 19:30",1.1,43,21.6,1.65,147,2.1,0.999,1,44.2,20.6,0.11,51,2.3,0.14,1.7,75.4,44.8,2.06,165,1.2,-0.753
"281","06.01.2004 20:00",1.1,35,12.6,1.58,134,2.2,0.84,1.4,34.4,10.9,0.16,356,2.5,0.191,3.6,59.1,32,0.48,165,1.3,-0.829
"282","06.01.2004 20:30",1,34.1,11.7,0.98,169,2.3,0.97,1.3,42.8,19.2,0.21,111,2.5,0.256,1.2,70.5,41.2,0.92,267,0.8,-1.084
"283","06.01.2004 21:00",0.6,36.6,13.7,0.79,306,2.6,1.035,3,29.3,6.6,0.62,350,3,0.484,1,54.9,25.8,0.7,353,0.8,-1.193
"284","06.01.2004 21:30",0.9,32.2,10.3,0.38,142,2.4,1.281,0.9,49.8,21.8,0.82,320,2.6,0.402,1.5,38.5,10.3,1.38,244,1,-1.123
"285","06.01.2004 22:00",0.8,37.7,17,0.93,179,2,1.079,0.9,54.5,25.9,0.45,310,2.4,0.19,0.9,40.2,11.8,0.11,295,0.9,-1.206
"286","06.01.2004 22:30",0.8,34.8,15.4,0.39,130,1.9,1.053,0.7,55.7,26.8,0.39,356,2.4,0.27,0.9,55.3,27.2,0.7,298,0.8,-1.006
"287","06.01.2004 23:00",1,47.6,28.4,0.18,197,2,1.153,0.7,49.3,21.1,0.1,122,2.5,0.174,0.9,46.3,19,0.6,258,0.8,-1.162
"288","06.01.2004 23:30",0.9,42.2,23.4,1.11,161,1.7,1.001,0.8,47.8,20.4,0.22,294,2.3,0.124,0,39.5,12.9,0.9,271,0.9,-1.206
"289","07.01.2004 00:00",0.7,35.1,15.9,1.12,175,1.9,1.112,0.7,45.3,19.9,0.01,359,2.2,0.122,0.6,46.8,20.2,0.88,280,0.6,-1.187
"290","07.01.2004 00:30",0.9,28.4,11.3,0.72,130,1.5,0.846,0.7,45.8,20.8,0.19,316,2.2,0.106,0.3,41.8,16,0.66,257,0.5,-1.177
"291","07.01.2004 01:00",0.6,26.6,9.9,0.65,145,1.8,1.101,0.7,41.7,18.3,0.1,153,2.1,0.135,0.5,38,13.4,0.38,290,0.3,-1.237
"292","07.01.2004 01:30",0.5,34.4,16.7,1.19,162,1.8,1.042,0.8,30.9,9.1,0.21,304,1.9,-0.032,0.5,37.9,13.1,0.76,201,0.6,-1.11
"293","07.01.2004 02:00",0.5,33.9,17.3,0.36,210,1.8,1.115,1.1,30,9,0.21,81,2.1,0.151,0.1,40.9,16.2,0.57,288,0.4,-1.108
