"","id","name","location","river","stationDescription","catchmentDescription","hydrometricArea","operator","haName","gridReference","stationType","catchmentArea","gdfStart","gdfEnd","farText","categories","altitude","sensitivity","lat","lon","Region","RecordedYears"
"32","7005","Divie at Dunphail","Dunphail","Divie","Velocity-area station; 15m wide fully contained river section. Unstable gravel control requires recalibration of low flows following flood events. Calibrated to 60 cumecs. Computed flows 100% natural. 20% of catchment drains through Lochindorb (surface area: 2.3 sq.km), the only significant storage.","Upland catchment with 20% draining through Lochindorb (surface area 2.3 sq.km). Bedrock predominantly Moinian metamorphic with granitic intrusions. Extensive superficial deposits. Peat moorland and rough pasture with some forestry.","7","Scottish Environment Protection Agency - North West","Findhorn Group","NJ005480","Velocity-area",165,1977,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",117.3,12,57.5112139740877,-3.66245955092912,"Scotland",37
"33","7006","Lossie at Torwinny","Torwinny","Lossie","Velocity-area station with gabion control (sloping); about 4m wide section. Curved approach but good low flow calibration. Ratings extrapolated beyond 1m. All flows contained to date. Occasional ice build-up in very cold weather. Natural regime, no abstractions. Flood warning station.","Small upland catchment. Impermeable catchment developed on metamorphics with significant superficial deposits. Heavily forested (>50%); some rough moorland remains in headwaters.","7","Scottish Environment Protection Agency - North West","Findhorn Group","NJ134489","Velocity-area",20,1987,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_NEITHER,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_NEITHER,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",198.5,15.2,57.5219481479825,-3.44754352812657,"Scotland",27
"34","7007","Black Burn at Monaughty","Monaughty","Black Burn","Velocity-area station constructed approx 250m u/s of road bridge in 1999. Control is an old weir. Records exist for daily-read post gauge at the road bridge (Aug 1975 to Mar 1990), but these are not held on the NRFA. High flows can be gauged by A-frame from bridge. Flood warning station. Station closed during 2012.","Area of gentle topography underlain by mixed metamorphics and alluvial deposits in valleys. Pasture and arable farming in valley bottoms, remainder rough grazing and forestry.","7","Scottish Environment Protection Agency - North West","Findhorn Group","NJ154581","Velocity-area",44,1990,2012,"P: Runoff reduced by public water supply abstraction.","HR2008,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",49,11,57.60493957775,-3.41737010595573,"Scotland",22
"35","7008","Nairn at Balnafoich","Balnafoich","Nairn","VA station;10m wide with new concrete bridge invert control. Fields flood on rhb. Not a primary gauging station - stage continuously monitored but stage discharge relations are limited range: no cableway, gauged by wading. Flood warning station.","Rugged Highland catchment underlain by impermeable Pre-Cambrian rock with Quaternary river alluvium in valley floor. Moorland and rough grazing, with some forestry on upper slopes. Limited arable and pasture on valley floor.","7","Scottish Environment Protection Agency - North West","Findhorn Group","NH685351","Velocity-area",128.1,1993,2014,NA,"HR2008,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016",175,19,57.3872601370711,-4.18926250405343,"Scotland",21
"36","7009","Mosset Burn at Wardend Bridge","Wardend Bridge","Mosset Burn","VA station used as flood warning station for the town of Forres (3 km d/s); Mosset Burn lies between Findhorn and Lossie and enters the sea at Findhorn Bay. High flows gauged from bridge where station is located. Abstractions for spray irrigation can influence flows.","Small, compact, low-lying catchment. Mix of ~80% impermeable/20% permeable bedrock, with complete cover of superficial deposits (half permeable). Sparsely populated. Land use is primarily forest (~50%) and a little open moorland.","7","Scottish Environment Protection Agency - North West","Findhorn Group","NJ039558","Velocity-area",28.3,1998,2014,"N: Natural to within 10% at the 95 percentile flow.","FUTURE_FLOWS,HR2008,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",45,85,57.5819841011007,-3.60881911615377,"Scotland",16
"37","8001","Spey at Aberlour","Aberlour","Spey","Velocity-area station; operated as a level-only site since 1974. Significant fraction (380 sq.km) of catchment controlled for HEP production - but limited net export of water (relative to annual runoff).","Diverse catchment (mountain, moorland, hill grazing, some arable farming in lower valley) developed mostly on granites and Moinian metamorphics.","8","Scottish Environment Protection Agency - North West","Spey","NJ277439","Velocity-area",2654.7,1938,1974,"H: Regulation for hydro-electric power.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",78.6,3.5,57.4795578855252,-3.20737099362223,"Scotland",36
"38","8002","Spey at Kinrara","Kinrara","Spey","Velocity-area station; about 50m wide section. Cableway rated to bankfull, natural control; frequent rating changes. Station is 5km d/s of confluence with R. Feshie. Well inlet pipes fractured in early 1980s (giving some data problems), re-laid Mar 1987. Different high flow rating is used after 1990 spate, believed to have caused the upstream movement of the control. Flow of 232 cumecs gauged in both 1962 and 2006. 380 sq.km controlled for HEP with diversions and storage; substantial net export.","Mountainous headwaters, often snowy in winter. Bedrock predominantly Moinian metamorphic and granites; impermeable with approx. two thirds covered by superficial deposits. High mountain and moorland, some forestry and valley grazing.","8","Scottish Environment Protection Agency - North West","Spey","NH880082","Velocity-area",1011.7,1951,2014,"H: Regulation for hydro-electric power.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",210.4,5,57.1509693034802,-3.85290188999005,"Scotland",63
"39","8003","Spey at Ruthven Bridge","Ruthven Bridge","Spey","Velocity-area station; discontinued Dec 1973. 287 sq.km controlled for HEP production; major net export.","","8","Scottish Environment Protection Agency - North West","Spey","NN759996","Velocity-area",533.8,1951,1973,"H: Regulation for hydro-electric power.","FEH_NEITHER,HIFLOWS_EXCLUDED,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",221,6.5,57.0706524033897,-4.04849916641753,"Scotland",22
"40","8004","Avon at Delnashaugh","Delnashaugh","Avon","Velocity-area station with cableway, natural control; unstable rating. Lowest levels during the period 1981-84 estimated from available gauge readings, as level fell below inlet pipe. Rating liable to change after major floods. Improved hydrometric performance following station reconstruction (1985). Catchment rainfall is probably underestimated. Inordinately low Feb 1955 flow thought to be due to a frozen catchment.","Gneisses and metamorphosed l'st with some igneous, some s'st. Mountain catchment draining N side of highest Cairngorm peaks with moorland and rough grazing; a little arable farming in valley bottom.","8","Scottish Environment Protection Agency - North West","Spey","NJ185351","Velocity-area",542.8,1952,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",150.2,4,57.3989715480858,-3.35781787609419,"Scotland",62
"41","8005","Spey at Boat of Garten","Boat of Garten","Spey","Velocity-area station; cableway rated with natural control, relatively frequent rating changes (extrapolated beyond 3.3m). Nearly all flows contained. 380 sq.km controlled for HEP with diversions and storage; substantial net export.","Upland catchment with mountainous headwaters often snowy in winter. Bedrock granites and Moinian metamorphics; overlain by superficial deposits over more than 50% of catchment. High mountain, moorland, some forestry, pastoral and some arable farming.","8","Scottish Environment Protection Agency - North West","Spey","NH946192","Velocity-area",1267.8,1951,2014,"H: Regulation for hydro-electric power.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",197.3,9,57.2512989478951,-3.74853274264715,"Scotland",63
"42","8006","Spey at Boat o Brig","Boat o Brig","Spey","Velocity-area station; cableway rated 65m wide section with natural control, extreme floods bypass station on lb. Lowest station currently operating on the Spey. Ratings extrapolated beyond 2.5m. 380 sq.km controlled for HEP with diversions and storage; limited net impact on annual runoff (small loss).","Mountainous catchment (includes all north slopes of Cairngorms), often snowy in winter. Bedrock is predominantly Moinian metamorphics with granite intrusions. Landuse is moorland, hill grazing, forest cover, with limited arable land downstream.","8","Scottish Environment Protection Agency - North West","Spey","NJ318517","Velocity-area",2861.2,1952,2014,"H: Regulation for hydro-electric power.","FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",43.1,3,57.5502433011802,-3.14119860222187,"Scotland",62
"43","8007","Spey at Invertruim","Invertruim","Spey","Highest station on the Spey. Cableway rated 45m wide section with natural control; frequent rating changes. Flows suspect from winter 1994/95 as inlet pipes broken. Level-only station from 1995 until re-built station opened in May 2000. 200.4 sq.km controlled for HEP by British Aluminium, 86.4 sq.km controlled by Scottish Electric plc (total 72%); diversions and storage influence regime, major reduction in runoff.","Granite and Moinian metamorphic. Mountain, moorland, pastoral.","8","Scottish Environment Protection Agency - North West","Spey","NN687964","Velocity-area",400.4,1952,2014,"H: Regulation for hydro-electric power.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",242.5,8,57.0399299787001,-4.16548624792445,"Scotland",62
"44","8008","Tromie at Tromie Bridge","Tromie Bridge","Tromie","Cableway rated with natural control; frequent rating changes. Very turbulent flow. Large proportion (>70%) of catchment controlled for HEP with major diversions out of catchment.The river bed was subject to major erosion and scour during floods of September and November 2009. Data post-2009 floods is not held on the NRFA and the station was closed in October 2010.","Mountain, moorland, pastoral.","8","Scottish Environment Protection Agency - North West","Spey","NN789996","Velocity-area",130.3,1952,2009,"H: Regulation for hydro-electric power.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",240,5,57.0714513079466,-3.9990527486541,"Scotland",57
"45","8009","Dulnain at Balnaan Bridge","Balnaan Bridge","Dulnain","Velocity-area station; about 22m wide section. Cableway rated with natural control, subject to relatively frequent change but generally good low flow calibration. Ratings extrapolated beyond 2.3m; bypassing can occur above 2.5m. Natural regime, not affected by diversions or storage. Patchy records for mid-50s. Frozen catchment can produce notable low flows (e.g. 22/1/85). Flood warning station.","Upland catchment; mountainous headwaters, often snowy in winter. Granites and Moinian metamorphic rocks dominate bedrock geology; significant superficial deposits. Landuse is moorland and forestry with some pastoral in valley bottoms.","8","Scottish Environment Protection Agency - North West","Spey","NH977247","Velocity-area",272.2,1952,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",223.7,11,57.3013870004758,-3.69945423109724,"Scotland",62
"46","8010","Spey at Grantown","Grantown","Spey","Velocity-area station; about 60m wide section. Cableway rated with natural control. Improved data quality following move of recorder and cableway to a united site in mid-1987. All flows contained to date. 22% of catchment controlled for HEP with diversions and storage; significant net export.","Upland catchment, often snowy in winter. Granites and Moinian metamorphic bedrock with significant superficial deposits. Landuse is moorland, forestry, pastoral with arable in valley bottoms.","8","Scottish Environment Protection Agency - North West","Spey","NJ032267","Velocity-area",1748.8,1953,2014,"H: Regulation for hydro-electric power.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",192.5,5,57.3205455691443,-3.60900072316992,"Scotland",61
"47","8011","Livet at Minmore","Minmore","Livet","Velocity-area station; about 13m wide section. Boulder/rubble control (remnant of an old weir), good low flow calibration. Ratings extrapolated beyond 1.47m. Some bypassing can occur on LHB at extreme flows. Tapping pipe shortened in 1986 to avoid velocity drawdown. Natural regime, no significant abstractions.","Upland catchment. Mountainous headwaters, often snowy in winter. Moorland with some afforestation developed on complex basement geology - metamorphics and igneous rocks, overlain by significant superficial cover.","8","Scottish Environment Protection Agency - North West","Spey","NJ201290","Velocity-area",104,1978,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",215.1,9,57.3444760990825,-3.32921861119717,"Scotland",36
"48","8013","Feshie at Feshie Bridge","Feshie Bridge","Feshie","Velocity-area station with a boulder control, reasonably stable but liable to considerable movement in extreme spates. All flows contained. Cableway rated. Natural flow regime. Old station, 0.5 km upstream, operated between 1951-1975 (no flow data published).","Upland catchment. Moinian metamorphics of Grampian Mountains overlain with glacial material, and granite of Cairngorms. Mountainous moorlands, pasture with some forestry in lower reaches.","8","Scottish Environment Protection Agency - North West","Spey","NH849047","Velocity-area",231,1992,2014,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",231.9,8,57.1187790844924,-3.90249724031684,"Scotland",22
