"","IDREGION","LBREGION","IDDISTRI","LBDISTRI","IDMUNICI","LBMUNICI","SURFAC05","POP00","POP10","HOMES00","HOMES10","POPMAL00","POPMAL10","POPFEM00","POPFEM10","INLANG00","INLANG10","INCOME00","INCOME01","INCOME02","INCOME03","PTREES00","PTREES01","PTREES02","PTREES03","MARRIA07","MARRIA08","MARRIA09","HARVBE07","HARVBE08","HARVBE09","VALUBE07","VALUBE08","VALUBE09","VOLUBE07","VOLUBE08","VOLUBE09","sHOMES00","sSURFAC","SIZEDIST","sSW_10_3"
"440",3,"ISTMO",28,"TEHUANTEPEC",440,"Santa Maria Totolapilla",114.17,1016,896,280,276,491,425,525,471,443,333,1275,2898,3370,2912,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,1,19,0
"441",3,"ISTMO",29,"JUCHITAN",441,"Santa Maria Xadani",86.88,5698,7781,1292,1751,2770,3929,2928,3852,4740,6563,1697,2024,3046,3944,0,0,0,0,133,104,110,0,0,0,0,0,0,0,0,0,1,1,22,0
"442",5,"SIERRA NORTE",13,"VILLA ALTA",442,"Santa Maria Yalina",51,378,354,109,100,176,162,202,192,296,244,821,1139,1193,1093,0,0,0,0,0,0,0,12,12,12,58,63,72,5,5,5,0,0,25,0
"443",5,"SIERRA NORTE",12,"IXTLAN",443,"Santa Maria Yavesia",88.91,460,448,130,139,217,200,243,248,127,123,576,1383,1063,1046,0,1000,10000,0,0,0,0,15,15,15,72,88,82,6,6,6,0,1,26,0
"444",4,"MIXTECA",16,"TLAXIACO",444,"Santa Maria Yolotepec",40.81,469,461,109,117,228,228,241,233,144,300,642,1453,1051,NA,0,1500,10000,17191,0,0,0,58,58,63,337,348,321,34,35,31,0,0,35,1
"445",4,"MIXTECA",16,"TLAXIACO",445,"Santa Maria Yosoyua",37.3,1223,1642,256,335,551,805,672,837,1006,1331,789,2617,2478,2594,0,0,0,5000,5,3,0,25,22,25,195,163,153,21,17,15,1,1,35,0
"446",4,"MIXTECA",16,"TLAXIACO",446,"Santa Maria Yucuhiti",80.09,6565,6551,1272,1430,3122,3119,3443,3432,5342,5394,1300,1827,7719,9627,0,34500,8000,9163,40,36,25,0,0,0,0,0,0,0,0,0,1,1,35,0
"447",6,"SIERRA SUR",15,"PUTLA",447,"Santa Maria Zacatepec",483.55,15417,15076,2990,3423,7358,7021,8059,8055,2801,2996,2549,3054,1081,5416,0,1500,3000,0,192,175,184,147,150,136,1076,1111,855,100,101,77,1,1,10,0
"448",6,"SIERRA SUR",23,"SOLA DE VEGA",448,"Santa Maria Zaniza",157.56,1633,2009,289,360,813,964,820,1045,505,423,838,2774,1721,1240,15000,33000,25000,0,2,1,0,86,92,43,881,909,363,72,77,26,1,1,16,0
"449",8,"VALLES CENTRALES",20,"TLACOLULA",449,"Santa Maria Zoquitlan",418.64,3449,3359,821,969,1659,1666,1790,1693,14,17,NA,4660,6034,5420,0,0,0,0,1,4,2,17,14,0,85,123,0,9,10,0,1,1,25,0
"450",6,"SIERRA SUR",23,"SOLA DE VEGA",450,"Santiago Amoltepec",207.28,9537,12313,1733,2419,4675,5930,4862,6383,5693,6878,2122,8353,12091,4792,0,19530,0,5500,11,13,11,120,118,86,1114,1133,318,90,93,22,1,1,16,0
"451",4,"MIXTECA",10,"NOCHIXTLAN",451,"Santiago Apoala",86.6,1365,1053,330,312,662,495,703,558,1191,886,1135,3218,2202,3683,22678,0,0,16200,0,0,0,71,70,73,416,581,644,46,59,46,1,0,32,0
"452",8,"VALLES CENTRALES",25,"OCOTLAN",452,"Santiago Apostol",17.95,4636,4220,978,1033,2104,1879,2532,2341,3653,2912,2023,11212,11817,18710,0,0,0,5500,2,2,3,54,32,10,535,331,105,41,27,7,1,0,20,0
"453",3,"ISTMO",28,"TEHUANTEPEC",453,"Santiago Astata",118.5,2577,3915,667,1074,1301,1941,1276,1974,330,219,819,2829,3555,2528,0,500,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,19,0
"454",5,"SIERRA NORTE",14,"MIXE",454,"Santiago Atitlan",70.4,2754,3180,576,731,1385,1618,1369,1562,2333,2856,1023,4328,5539,5038,0,0,0,64193,0,2,0,122,122,122,702,722,691,51,53,49,1,1,17,0
"455",4,"MIXTECA",2,"HUAJUAPAM",455,"Santiago Ayuquililla",102.13,2404,2748,480,600,1084,1284,1320,1464,14,6,1088,1395,3727,4081,0,380,0,0,11,4,4,65,67,58,154,177,256,18,20,17,1,1,28,0
"456",4,"MIXTECA",2,"HUAJUAPAM",456,"Santiago Cacaloxtepec",39.61,1341,1686,301,445,645,808,696,878,504,510,914,2472,1361,2590,0,0,0,0,6,4,9,7,7,9,22,25,45,3,3,3,0,0,28,1
"457",5,"SIERRA NORTE",13,"VILLA ALTA",457,"Santiago Camotlan",324.55,3058,3395,652,813,1509,1704,1549,1691,2216,2658,4588,6045,6555,3677,0,1000,0,0,0,1,0,22,22,22,106,129,126,9,9,9,1,1,25,0
"458",5,"SIERRA NORTE",12,"IXTLAN",458,"Santiago Comaltepec",199.31,1544,1115,352,307,721,528,823,587,1265,948,940,3083,3329,3225,0,2500,5000,675,0,0,0,132,132,132,734,721,766,61,55,55,1,1,26,0
"459",4,"MIXTECA",2,"HUAJUAPAM",459,"Santiago Chazumba",346.93,4314,4479,1233,1372,2000,2040,2314,2439,535,529,1515,4523,4969,6202,24500,4850,0,43500,23,16,15,245,247,248,527,653,1112,61,74,74,1,1,28,1
"460",7,"PAPALOAPAN",7,"CHOAPAN",460,"Santiago Choapam",282.61,4837,5413,999,1244,2305,2620,2532,2793,2184,2353,4720,5455,9000,7560,0,0,16000,0,27,30,64,5,5,5,26,27,53,4,4,4,1,1,6,0
"461",4,"MIXTECA",1,"SILACAYOAPAM",461,"Santiago del Rio",32.95,725,614,196,201,358,306,367,308,122,136,1515,1621,2202,2474,0,0,0,0,0,0,0,20,21,21,162,85,258,18,9,17,0,0,19,0
"462",4,"MIXTECA",2,"HUAJUAPAM",462,"Santiago Huajolotitlan",111.58,3988,4350,882,1108,1822,1972,2166,2378,35,35,1816,3653,2675,5115,0,6120,20000,0,23,7,8,202,203,204,538,588,1019,60,65,67,1,1,28,0
"463",4,"MIXTECA",10,"NOCHIXTLAN",463,"Santiago Huauclilla",104.09,933,663,243,221,461,317,472,346,37,9,969,2186,1199,1903,0,1083,0,22000,0,0,0,152,156,154,893,1054,1101,102,102,80,0,1,32,0
"464",4,"MIXTECA",3,"COIXTLAHUACA",464,"Santiago Ihuitlan Plumas",46.24,601,480,164,161,280,217,321,263,7,2,801,1217,1908,1450,0,10600,2000,0,1,0,0,1,60,30,2,279,135,0,25,9,0,1,13,0
"465",5,"SIERRA NORTE",14,"MIXE",465,"Santiago Ixcuintepec",121.77,1200,1568,251,347,589,773,611,795,988,1183,946,2707,1308,2457,0,0,0,0,18,16,23,248,88,140,815,305,471,96,37,56,0,1,17,0
"466",2,"COSTA",21,"JAMILTEPEC",466,"Santiago Ixtayutla",464.35,10675,11917,1790,2431,5261,5749,5414,6168,6918,8433,2353,12783,19492,19654,0,0,0,0,10,2,5,295,290,275,2829,2520,2406,236,210,193,1,1,24,0
"467",2,"COSTA",21,"JAMILTEPEC",467,"Santiago Jamiltepec",666.71,17922,18383,3829,4703,8751,8815,9171,9568,4432,4333,3376,NA,17301,21404,0,1300,25000,0,269,238,270,56,56,55,566,509,491,47,42,39,1,1,24,0
"468",7,"PAPALOAPAN",7,"CHOAPAN",468,"Santiago Jocotepec",641.29,12682,13568,2263,2743,6192,6682,6490,6886,8583,9325,2427,14243,17027,6887,155000,269814,6000,0,4,3,10,160,160,158,1560,1632,3525,240,240,235,1,1,6,0
"469",4,"MIXTECA",8,"JUXTLAHUACA",469,"Santiago Juxtlahuaca",756.77,28118,32927,5504,6686,13178,15475,14940,17452,16625,19071,25062,NA,25913,20936,56000,54500,87000,97080,253,270,300,370,366,360,1540,1683,2666,166,169,174,1,1,7,0
"470",3,"ISTMO",28,"TEHUANTEPEC",470,"Santiago Lachiguiri",517.21,6336,4693,1482,1325,3156,2302,3180,2391,3761,2472,1491,8397,9864,2108,0,0,15000,24500,16,14,14,293,275,370,834,1058,1196,98,128,146,1,1,19,0
"471",5,"SIERRA NORTE",13,"VILLA ALTA",471,"Santiago Lalopa",25.4,520,496,154,140,249,225,271,271,437,421,1275,2452,1416,2038,0,0,2000,0,0,0,0,10,10,10,55,54,58,5,4,4,0,1,25,0
"472",3,"ISTMO",28,"TEHUANTEPEC",472,"Santiago Laollaga",289.86,2788,3198,749,954,1381,1594,1407,1604,238,336,416,1867,6254,1435,0,0,0,0,5,0,1,7,2,4,33,12,23,4,2,3,1,1,19,0
"473",5,"SIERRA NORTE",12,"IXTLAN",473,"Santiago Laxopa",113.44,1432,1394,368,366,691,660,741,734,1231,1155,1174,2847,2894,1502,0,1200,0,5800,0,0,0,38,38,38,182,213,223,15,15,16,0,1,26,1
"474",2,"COSTA",21,"JAMILTEPEC",474,"Santiago Llano Grande",89.57,3291,3260,733,854,1574,1609,1717,1651,55,53,981,3214,4520,4273,0,0,0,0,43,45,66,0,0,0,0,0,0,0,0,0,1,1,24,0
"475",8,"VALLES CENTRALES",20,"TLACOLULA",475,"Santiago Matatlan",170.91,8759,9653,1810,2245,4058,4547,4701,5106,7205,7606,7055,10686,5108,NA,0,1200,0,12380,227,252,295,78,66,0,468,416,0,31,33,0,1,1,25,0
"476",4,"MIXTECA",2,"HUAJUAPAM",476,"Santiago Miltepec",53.39,397,409,106,121,183,197,214,212,2,4,404,NA,1015,1263,0,8000,2000,0,0,0,0,20,18,19,71,78,121,8,8,8,0,0,28,0
"477",6,"SIERRA SUR",23,"SOLA DE VEGA",477,"Santiago Minas",200.48,1674,1430,323,341,836,701,838,729,78,76,1566,2878,2925,3901,0,0,0,0,1,0,1,78,72,52,797,705,513,67,61,40,1,1,16,0
"478",1,"CANADA",5,"CUICATLAN",478,"Santiago Nacaltepec",188.55,2422,1913,623,620,1180,919,1242,994,60,42,940,2954,3118,3505,0,22100,14000,400,0,0,0,54,60,58,427,553,554,43,50,47,1,1,20,0
"479",4,"MIXTECA",9,"TEPOSCOLULA",479,"Santiago Nejapilla",19.22,266,219,76,79,142,118,124,101,4,0,NA,1617,2143,2551,0,0,0,0,0,0,0,12,12,7,56,73,54,6,7,4,0,1,21,0
"480",4,"MIXTECA",16,"TLAXIACO",480,"Santiago Nundiche",71.4,1028,967,239,264,507,469,521,498,887,819,NA,3015,2560,2455,0,3383,0,12247,0,0,0,80,80,82,478,472,300,49,47,29,0,0,35,0
"481",4,"MIXTECA",16,"TLAXIACO",481,"Santiago Nuyoo",58.23,2876,1966,675,529,1357,926,1519,1040,2020,1685,NA,2903,4870,5226,18000,4030,0,11500,9,10,10,250,245,247,1206,1095,1020,120,110,100,1,1,35,0
"482",2,"COSTA",21,"JAMILTEPEC",482,"Santiago Pinotepa Nacional",793.69,44193,50309,9325,12291,21627,24328,22566,25981,9502,9279,16304,NA,33832,31779,0,91818,25000,2000,327,375,382,60,50,45,522,450,394,44,38,32,1,1,24,0
"483",8,"VALLES CENTRALES",11,"ETLA",483,"Santiago Suchilquitongo",82.55,7937,9542,1743,2346,3819,4555,4118,4987,65,83,1558,5428,NA,5303,0,6810,1000,7830,1,1,0,216,181,135,2855,1935,1677,226,170,132,1,1,23,0
"484",4,"MIXTECA",1,"SILACAYOAPAM",484,"Santiago Tamazola",167.78,4469,4207,882,1009,2071,1922,2398,2285,307,261,1309,3936,4319,4898,0,18800,0,500,126,129,125,5,5,4,20,20,15,2,2,1,1,1,19,0
"485",2,"COSTA",21,"JAMILTEPEC",485,"Santiago Tapextla",112.69,3234,3031,586,619,1651,1539,1583,1492,21,32,1243,5391,6374,5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0
"486",4,"MIXTECA",9,"TEPOSCOLULA",486,"Villa Tejupam de la Union",141.97,2306,2469,554,654,1108,1194,1198,1275,52,33,1113,1921,1221,1763,0,100,8000,0,0,0,1,300,298,148,1384,2169,1245,135,194,81,1,1,21,0
"487",8,"VALLES CENTRALES",11,"ETLA",487,"Santiago Tenango",113.74,1721,1945,372,490,869,973,852,972,9,25,1321,2815,2770,3669,0,550,10000,200,0,0,0,149,148,59,1296,1576,482,102,130,34,0,1,23,0
"488",4,"MIXTECA",3,"COIXTLAHUACA",488,"Santiago Tepetlapa",13.58,140,131,48,39,69,62,71,69,2,2,853,1153,1217,1193,0,200,3000,3000,0,0,0,15,15,8,54,54,35,5,5,2,0,0,13,0
"489",2,"COSTA",21,"JAMILTEPEC",489,"Santiago Tetepec",277.93,4997,4953,977,1103,2495,2403,2502,2550,1057,1084,4529,5547,6070,6561,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,24,0
"490",1,"CANADA",4,"TEOTITLAN",490,"Santiago Texcalcingo",19.84,2712,3076,568,716,1304,1473,1408,1603,2245,2615,2866,3846,1338,4804,0,0,0,0,11,0,0,10,12,20,65,78,132,7,7,12,0,0,25,0
"491",6,"SIERRA SUR",23,"SOLA DE VEGA",491,"Santiago Textitlan",244.25,3315,4170,566,750,1597,2048,1718,2122,408,597,1013,3701,5238,5287,82260,124482,130000,42760,15,10,3,134,137,126,1274,1369,683,107,114,48,1,1,16,0
"492",4,"MIXTECA",10,"NOCHIXTLAN",492,"Santiago Tilantongo",224.24,3888,3210,881,892,1818,1495,2070,1715,1951,1428,1729,5885,4114,6162,90500,20100,180000,210050,5,1,0,110,105,108,502,525,620,56,53,44,1,1,32,0
"493",4,"MIXTECA",10,"NOCHIXTLAN",493,"Santiago Tillo",17.35,506,553,146,182,251,258,255,295,14,28,663,1556,1660,1945,0,300,0,0,2,1,0,453,453,460,3909,4374,5991,453,447,430,0,0,32,0
"494",8,"VALLES CENTRALES",11,"ETLA",494,"Santiago Tlazoyaltepec",63.29,4330,4894,749,953,1974,2244,2356,2650,3593,4238,1658,6248,2501,8060,17500,117200,53000,5030,0,0,0,75,74,5,639,814,62,57,66,5,1,0,23,0
"495",6,"SIERRA SUR",26,"MIAHUATLAN",495,"Santiago Xanica",142.5,3267,2884,693,668,1600,1428,1667,1456,1383,1180,2995,2834,5201,1912,0,0,260000,2500,1,0,0,15,15,10,192,127,61,15,10,4,1,1,32,0
"496",5,"SIERRA NORTE",12,"IXTLAN",496,"Santiago Xiacui",47.07,1762,2171,445,580,830,1023,932,1148,174,234,695,2424,2025,2481,0,1500,25000,14889,0,1,0,44,44,44,235,275,274,20,20,20,1,0,26,1
"497",2,"COSTA",22,"JUQUILA",497,"Santiago Yaitepec",42.54,3130,4122,599,711,1518,1893,1612,2229,2625,3567,1633,4187,3681,5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0
"498",7,"PAPALOAPAN",7,"CHOAPAN",498,"Santiago Yaveo",1070.37,6599,6665,1424,1630,3336,3326,3263,3339,1954,1608,2425,3929,10106,9390,0,2850,11000,12600,0,0,1,60,60,63,390,390,576,60,60,48,1,1,6,0
"499",4,"MIXTECA",9,"TEPOSCOLULA",499,"Santiago Yolomecatl",66.87,1725,2021,440,516,787,932,938,1089,87,81,1281,1775,2412,2920,0,775,1000,6000,0,2,1,60,60,31,297,370,242,29,34,16,0,0,21,0
"500",4,"MIXTECA",16,"TLAXIACO",500,"Santiago Yosondua",304.21,7544,7883,1805,2124,3600,3723,3944,4160,2258,1862,2316,9687,10907,4072,0,4400,30000,8900,57,33,56,179,180,208,1329,1393,1480,141,140,131,1,1,35,0
"501",4,"MIXTECA",1,"SILACAYOAPAM",501,"Santiago Yucuyachi",50.22,1173,940,312,297,522,446,651,494,216,170,814,1936,1881,2472,0,2245,0,0,0,0,0,0,0,15,0,0,75,0,0,5,0,0,19,0
"502",5,"SIERRA NORTE",14,"MIXE",502,"Santiago Zacatepec",175.62,4963,5515,1028,1329,2490,2730,2473,2785,4156,4913,NA,8146,1298,2269,0,0,0,20000,78,36,32,24,24,24,144,131,141,10,9,10,1,1,17,0
"503",5,"SIERRA NORTE",13,"VILLA ALTA",503,"Santiago Zoochila",8.24,465,374,116,99,218,175,247,199,360,257,862,1906,2612,1651,0,500,0,0,0,0,0,11,11,11,59,56,63,5,4,5,0,0,25,0
"504",5,"SIERRA NORTE",12,"IXTLAN",504,"Nuevo Zoquiapam",97.88,1757,1652,345,375,831,788,926,864,808,652,1091,2475,2089,2403,51000,71320,35000,67170,0,0,0,34,34,34,187,218,218,16,16,16,1,1,26,0
"505",3,"ISTMO",29,"JUCHITAN",505,"Santo Domingo Ingenio",215.37,7295,7554,1923,2251,3632,3781,3663,3773,548,410,1711,4821,7113,7332,0,0,0,500,62,55,50,0,0,0,0,0,0,0,0,0,1,1,22,0
"506",8,"VALLES CENTRALES",20,"TLACOLULA",506,"Santo Domingo Albarradas",90.08,755,782,190,202,363,361,392,421,612,598,1291,1793,2141,3738,0,20000,15000,27500,0,0,2,7,13,27,50,118,375,4,9,23,0,1,25,0
"507",2,"COSTA",21,"JAMILTEPEC",507,"Santo Domingo Armenta",147.38,3347,3224,665,797,1708,1601,1639,1623,43,40,NA,6064,4589,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0
"508",3,"ISTMO",28,"TEHUANTEPEC",508,"Santo Domingo Chihuitan",137.28,1488,1521,398,477,762,754,726,767,104,120,726,1578,1701,1770,0,0,0,3000,5,6,10,0,0,0,0,0,0,0,0,0,0,1,19,0
"509",2,"COSTA",30,"POCHUTLA",509,"Santo Domingo de Morelos",110.83,8725,10547,1526,2050,4337,5065,4388,5482,6602,8112,7729,9935,13719,19267,0,0,8000,0,3,3,1,0,0,0,0,0,0,0,0,0,1,1,14,0
"510",4,"MIXTECA",16,"TLAXIACO",510,"Santo Domingo Ixcatlan",16.75,878,877,183,244,409,405,469,472,135,194,1114,1676,1623,2212,0,50,0,10000,0,0,0,28,30,32,132,143,143,13,15,14,0,0,35,0
"511",4,"MIXTECA",10,"NOCHIXTLAN",511,"Santo Domingo Nuxaa",141.62,3430,3610,644,756,1693,1742,1737,1868,2133,1667,5144,6985,6871,7837,41598,0,55000,115755,0,0,0,575,580,397,3784,4257,4947,433,430,353,1,1,32,0
"512",6,"SIERRA SUR",26,"MIAHUATLAN",512,"Santo Domingo Ozolotepec",50.58,1125,913,200,193,539,432,586,481,356,336,882,2051,2614,2469,0,0,0,0,1,0,0,9,9,9,122,75,53,9,6,4,0,1,32,0
"513",3,"ISTMO",29,"JUCHITAN",513,"Santo Domingo Petapa",368.63,7379,8394,1746,2197,3703,4192,3676,4202,2770,2765,1725,8924,10999,11300,0,0,52000,54460,70,89,123,43,40,40,301,272,420,30,32,30,1,1,22,0
"514",5,"SIERRA NORTE",13,"VILLA ALTA",514,"Santo Domingo Roayaga",62.94,950,997,218,252,460,472,490,525,801,851,1021,2608,1845,606,0,1000,0,0,2,0,0,33,33,33,180,176,189,15,13,14,0,1,25,0
"515",3,"ISTMO",28,"TEHUANTEPEC",515,"Santo Domingo Tehuantepec",1157.8,53229,61872,12541,15924,25914,30124,27315,31748,5846,5517,33278,NA,37340,39987,5000,40800,17000,9941,383,370,317,92,80,183,274,238,685,32,28,83,1,1,19,0
"516",6,"SIERRA SUR",23,"SOLA DE VEGA",516,"Santo Domingo Teojomulco",222.63,4334,4571,859,1005,2070,2198,2264,2373,20,27,5101,5989,5616,7656,5000,0,0,0,42,17,31,90,91,50,858,924,481,71,79,36,1,1,16,0
"517",5,"SIERRA NORTE",14,"MIXE",517,"Santo Domingo Tepuxtepec",111.54,4004,5194,869,1158,1920,2454,2084,2740,3446,4522,1396,5002,5383,9229,8000,73350,50000,117353,0,0,0,366,366,366,2193,2098,2098,146,150,150,1,1,17,0
"518",4,"MIXTECA",9,"TEPOSCOLULA",518,"Santo Domingo Tlatayapam",12.2,160,153,49,51,76,74,84,79,3,1,863,1437,1221,1629,0,300,0,5000,1,0,0,19,19,10,96,129,78,10,12,5,0,0,21,0
"519",8,"VALLES CENTRALES",19,"CENTRO",519,"Santo Domingo Tomaltepec",31.36,2834,2790,663,769,1394,1367,1440,1423,692,561,1234,3366,3990,NA,0,0,0,0,0,1,5,61,45,9,542,478,67,43,38,5,1,0,21,0
"520",4,"MIXTECA",2,"HUAJUAPAM",520,"Santo Domingo Tonala",170.96,7308,7153,1477,1790,3437,3339,3871,3814,2360,1614,1758,1783,2623,NA,121000,10150,30000,14805,73,62,72,33,30,21,111,105,151,12,12,10,1,1,28,0
"521",4,"MIXTECA",9,"TEPOSCOLULA",521,"Santo Domingo Tonaltepec",26.3,327,276,95,87,138,111,189,165,44,25,968,1621,NA,969,0,4530,2000,6500,0,0,0,25,25,14,84,110,63,8,10,4,0,0,21,0
"522",5,"SIERRA NORTE",13,"VILLA ALTA",522,"Santo Domingo Xagacia",50.61,1041,1213,270,332,486,564,555,649,883,980,1326,1696,2734,3264,0,200,0,3150,3,0,2,40,40,40,216,216,235,18,16,17,0,0,25,0
"523",4,"MIXTECA",10,"NOCHIXTLAN",523,"Santo Domingo Yanhuitlan",66.63,1565,1609,401,453,734,760,831,849,18,40,1604,3338,2965,3660,0,6500,30000,6280,1,1,1,400,400,405,3443,3878,4581,398,384,316,1,1,32,0
"524",4,"MIXTECA",2,"HUAJUAPAM",524,"Santo Domingo Yodohino",36.98,510,369,135,120,237,173,273,196,1,0,1068,1557,1652,1884,0,0,0,500,0,0,0,29,28,28,141,160,203,15,15,13,0,0,28,0
"525",3,"ISTMO",29,"JUCHITAN",525,"Santo Domingo Zanatepec",653.05,10457,11218,2604,3111,5300,5541,5157,5677,218,186,2563,7328,14427,8377,0,0,0,23000,147,125,135,0,0,0,0,0,0,0,0,0,1,1,22,0
"526",2,"COSTA",22,"JUQUILA",526,"Santos Reyes Nopala",220.58,14058,15986,2775,3679,7020,7759,7038,8227,7145,7866,2484,15380,NA,39822,14980,94943,50000,20000,11,6,4,330,330,365,3006,2919,3267,251,231,257,1,1,12,0
"527",1,"CANADA",5,"CUICATLAN",527,"Santos Reyes Papalo",62.79,2569,2829,446,585,1265,1375,1304,1454,2088,2222,NA,4056,4385,3375,0,0,0,600,1,0,0,5,6,7,35,45,54,3,4,5,0,0,20,0
"528",4,"MIXTECA",8,"JUXTLAHUACA",528,"Santos Reyes Tepejillo",52.9,1464,1213,337,341,638,520,826,693,1244,948,1150,3128,1345,2679,0,4440,0,300,0,0,0,40,35,36,158,139,241,18,16,16,0,1,7,0
"529",4,"MIXTECA",2,"HUAJUAPAM",529,"Santos Reyes Yucuna",65.93,1456,1332,208,189,716,658,740,674,1148,1122,1011,2495,2554,2613,0,4608,0,0,0,0,0,30,29,28,64,77,121,8,9,8,0,0,28,0
"530",8,"VALLES CENTRALES",25,"OCOTLAN",530,"Santo Tomas Jalieza",66.76,3095,3385,586,807,1497,1605,1598,1780,552,480,1450,4104,4064,4866,0,0,0,2100,14,5,9,50,50,23,523,521,251,40,43,18,1,0,20,1
"531",8,"VALLES CENTRALES",11,"ETLA",531,"Santo Tomas Mazaltepec",49.86,1939,2333,422,593,920,1094,1019,1239,1122,1133,1576,3029,3342,3232,0,23700,4000,0,0,1,0,8,9,8,88,87,100,7,7,8,0,1,23,0
"532",4,"MIXTECA",16,"TLAXIACO",532,"Santo Tomas Ocotepec",78.73,4139,4076,816,903,1941,1900,2198,2176,3315,3502,1437,5127,NA,1635,0,10000,0,5900,28,21,10,0,0,0,0,0,0,0,0,0,1,0,35,0
"533",6,"SIERRA SUR",26,"MIAHUATLAN",533,"Santo Tomas Tamazulapan",68.24,1683,2191,385,544,799,1052,884,1139,78,165,853,1184,3249,4594,0,1000,9000,1200,2,2,0,13,20,16,151,202,174,13,18,14,1,0,32,0
"534",8,"VALLES CENTRALES",24,"EJUTLA",534,"San Vicente Coatlan",105.11,4173,3964,827,879,1980,1839,2193,2125,3150,3244,1291,5706,4473,5829,0,2000,0,0,4,4,4,20,21,8,217,211,114,17,17,8,1,1,13,0
"535",6,"SIERRA SUR",23,"SOLA DE VEGA",535,"San Vicente Lachixio",136.07,3390,2976,511,564,1637,1364,1753,1612,2775,2552,650,6352,6365,8902,0,35800,0,0,2,2,2,32,30,2,265,290,9,22,24,1,1,1,16,0
"536",4,"MIXTECA",9,"TEPOSCOLULA",536,"San Vicente Nunu",91.44,519,493,164,167,240,225,279,268,0,6,837,1888,871,985,0,3130,0,0,0,0,0,15,15,8,84,114,63,8,10,4,1,0,21,0
"537",4,"MIXTECA",1,"SILACAYOAPAM",537,"Silacayoapam",436.35,7786,6747,1687,1791,3587,3159,4199,3588,1603,1211,7946,9140,9023,14373,0,33300,5000,8200,70,45,52,212,211,212,1591,1598,2434,176,173,161,1,1,19,0
"538",6,"SIERRA SUR",26,"MIAHUATLAN",538,"Sitio de Xitlapehua",18.11,635,705,145,169,308,339,327,366,7,4,933,1763,1529,2078,0,0,0,22600,0,2,0,24,24,16,308,249,184,24,20,12,0,0,32,0
"539",8,"VALLES CENTRALES",11,"ETLA",539,"Soledad Etla",11.52,3902,5025,888,1197,1909,2431,1993,2594,32,75,1078,3808,2362,4646,0,6980,2000,2450,0,0,1,25,18,6,246,197,75,19,16,5,1,0,23,0
"540",4,"MIXTECA",9,"TEPOSCOLULA",540,"Villa de Tamazulapam del Progreso",146.17,6088,7059,1315,1798,2704,3288,3384,3771,131,103,1166,NA,2837,7672,151679,24380,0,750,83,111,65,200,198,107,1340,2218,1589,132,198,102,1,1,21,0
"541",5,"SIERRA NORTE",13,"VILLA ALTA",541,"Tanetze de Zaragoza",21.32,1855,1707,524,523,913,825,942,882,1603,1457,976,962,707,1236,0,1500,0,0,1,0,0,12,12,12,60,67,70,5,5,5,1,0,25,0
"542",8,"VALLES CENTRALES",24,"EJUTLA",542,"Taniche",7.14,874,746,204,198,380,332,494,414,0,2,NA,3788,1604,1523,0,300,0,2000,0,2,1,43,20,16,500,194,166,44,15,11,0,0,13,0
"543",2,"COSTA",22,"JUQUILA",543,"Tataltepec de Valdes",219.64,5306,5561,1050,1295,2640,2709,2666,2852,2680,2874,1931,7147,9163,3952,0,98064,45000,0,3,3,0,500,400,380,4680,4420,3405,390,340,266,1,1,12,0
"544",5,"SIERRA NORTE",12,"IXTLAN",544,"Teococuilco de Marcos Perez",131.83,1747,1106,384,310,863,497,884,609,1079,668,1008,2164,2778,2317,0,0,0,350,5,0,0,37,37,37,178,212,207,15,15,15,0,1,26,0
"545",1,"CANADA",4,"TEOTITLAN",545,"Teotitlan de Flores Magon",68.64,7476,8966,1686,2251,3605,4275,3871,4691,1542,1596,NA,NA,2756,7817,15000,19810,20000,1000,144,100,143,28,40,42,262,404,442,26,37,38,1,0,25,0
"546",8,"VALLES CENTRALES",20,"TLACOLULA",546,"Teotitlan del Valle",108.13,5562,5638,1258,1415,2672,2657,2890,2981,3921,3690,1564,7944,7894,10071,0,1000,0,1200,1,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0
"547",4,"MIXTECA",9,"TEPOSCOLULA",547,"Teotongo",44.23,952,951,280,297,433,433,519,518,28,13,1173,2159,NA,3226,0,0,0,2500,0,1,0,150,145,71,963,1064,599,93,95,39,0,1,21,0
"548",4,"MIXTECA",3,"COIXTLAHUACA",548,"Tepelmeme Villa de Morelos",575.82,1573,1734,419,515,722,796,851,938,5,6,2272,4169,2285,4206,0,6350,0,1500,0,0,0,80,80,41,351,504,320,34,45,21,0,1,13,0
"549",4,"MIXTECA",2,"HUAJUAPAM",549,"Tezoatlan de Segura y Luna",495.43,12346,11319,2731,3028,5618,5158,6728,6161,5389,5244,3995,5078,7285,4706,0,13850,0,1200,102,62,78,391,394,386,1368,1474,2477,154,163,164,1,1,28,0
