"","id","enter","exit","event","birthdate","sex","parish","ses","immigrant"
"37356",1808,50,79.034,1,1812.706,"male","5","lower","yes"
"37387",1809,50,79.047,1,1785.9,"female","5","lower","no"
"37395",1810,50,59.795,1,1793.029,"male","5","upper","yes"
"37405",1811,50,77.046,1,1778.899,"female","5","lower","yes"
"37433",1812,50,66.042,1,1819.244,"female","5","lower","no"
"37443",1813,50,63.48,1,1776.036,"female","5","lower","no"
"37482",1814,50,54.557,1,1780.841,"male","5","lower","no"
"37488",1815,50,50.237,0,1844.69,"male","5","lower","yes"
"37490",1816,50,52.838,0,1842.089,"female","5","lower","yes"
"37494",1817,50,60.419,1,1820.69,"male","5","upper","yes"
"37507",1818,50,70.018,0,1824.813,"female","5","upper","yes"
"37529",1819,50,70.771,0,1770.998,"male","5","lower","yes"
"37544",1820,50,77.771,1,1763.997,"female","5","lower","yes"
"37559",1821,50,77.643,0,1817.188,"male","5","lower","yes"
"37587",1822,50,75.165,1,1816.118,"female","5","lower","yes"
"37613",1823,50,57.815,0,1834.223,"female","5","lower","no"
"37621",1824,50,58.571,0,1836.26,"male","5","upper","no"
"37636",1825,50,67.365,1,1809.667,"male","5","lower","no"
"37659",1826,50,56.868,1,1793.136,"male","5","lower","no"
"37674",1827,50,80,0,1800.4,"male","5","lower","yes"
"37709",1828,50,54.042,1,1776.999,"female","5","lower","yes"
"37714",1829,50,80,0,1767.064,"male","5","upper","no"
"37746",1830,50,75.025,1,1803.099,"male","5","upper","yes"
"37773",1831,50,78.059,1,1807.943,"female","5","upper","yes"
"37804",1832,50,72.742,1,1806.136,"male","5","lower","yes"
"37827",1833,50,71.997,1,1795.151,"female","5","lower","yes"
"37850",1834,50,64.567,1,1776.14,"female","5","upper","no"
"37865",1835,50,62.133,1,1782.119,"male","5","upper","no"
"37878",1836,50,69.29,0,1789.161,"male","5","upper","no"
"37879",1837,50,58.231,1,1796.019,"female","5","lower","no"
"37888",1838,50,69.52,1,1769.536,"male","5","lower","no"
"37908",1839,50,59.576,1,1800.778,"female","5","lower","no"
"37917",1840,50,57.555,1,1812.553,"female","5","lower","no"
"37924",1841,50,71.283,1,1822.261,"female","5","lower","no"
"37925",1842,50,50.089,0,1766.905,"female","5","lower","yes"
"37926",1843,50,70.951,1,1767.001,"female","5","lower","yes"
"37948",1844,50,70.694,1,1816.674,"female","5","lower","yes"
"37970",1845,50,80,0,1779.37,"male","5","upper","yes"
"38003",1846,50,68.72,1,1787.688,"female","5","upper","yes"
"38023",1847,50,68.739,1,1768.156,"female","5","upper","no"
"38043",1848,50,77.35,1,1777.67,"male","5","lower","no"
"38072",1849,50,51.14,1,1796.131,"male","5","lower","yes"
"38074",1850,50,78.648,1,1809.878,"male","5","lower","yes"
"38104",1851,50,69.974,1,1813.432,"female","5","lower","yes"
"38125",1852,50,53.837,0,1834.689,"male","5","lower","no"
"38130",1853,50,67.403,1,1798.505,"male","5","lower","yes"
"38152",1854,50,58.012,0,1836.819,"male","5","lower","no"
"38162",1855,50,62.3,1,1805.087,"female","5","lower","yes"
"38175",1856,50,54.212,0,1840.619,"female","5","lower","no"
"38180",1857,50,66.839,0,1819.992,"male","5","upper","no"
"38197",1858,50,58.639,1,1812.197,"male","5","lower","yes"
"38207",1859,50,74.393,0,1820.438,"female","5","lower","yes"
"38233",1860,50,50.278,0,1844.553,"male","5","lower","no"
"38235",1861,50,73.344,1,1765.654,"male","5","lower","no"
"38260",1862,50,62.806,1,1798.62,"male","5","lower","no"
"38274",1863,50,53.832,1,1795.507,"male","5","lower","no"
"38282",1864,50,71.4,1,1796.011,"male","5","lower","no"
"38296",1865,50,58.765,1,1779.206,"male","5","upper","yes"
"38307",1866,50,51.918,1,1771.307,"female","5","upper","yes"
"38310",1867,50,54.149,1,1833.856,"male","5","lower","yes"
"38317",1868,50,51.135,0,1839.696,"female","5","lower","yes"
"38354",1869,50,51.491,1,1816.706,"female","5","lower","yes"
"38382",1870,50,69.687,0,1809.352,"male","5","lower","yes"
"38420",1871,50,72.005,1,1763.8,"female","5","upper","yes"
"38443",1872,50,51.622,0,1843.209,"female","5","upper","yes"
"38445",1873,50,63.54,1,1810.234,"male","5","lower","yes"
"38459",1874,50,71.326,1,1812.036,"female","5","lower","yes"
"38478",1875,50,61.916,1,1780.222,"male","5","lower","yes"
"38491",1876,50,67.841,1,1781.333,"female","5","lower","yes"
"38526",1877,50,66.146,0,1824.684,"male","5","lower","yes"
"38543",1878,50,60.594,0,1830.237,"female","5","lower","yes"
"38554",1879,50,77.769,0,1817.062,"female","5","lower","yes"
"38582",1880,50,80,0,1795.231,"male","5","lower","yes"
"38596",1881,50,52.986,1,1799.474,"female","5","lower","yes"
"38600",1882,50,60.479,1,1777.369,"male","5","lower","yes"
"38612",1883,50,59.617,1,1834.45,"male","5","lower","yes"
"38623",1884,50,55.778,0,1839.053,"female","5","lower","yes"
"38629",1885,50,77.259,1,1768.252,"male","5","lower","yes"
"38657",1886,50,72.873,1,1765.87,"female","5","upper","yes"
"38679",1887,50,50.815,0,1802.018,"female","5","lower","yes"
"38680",1888,50,63.313,0,1806.278,"male","5","lower","yes"
"38741",1889,50,56.835,0,1837.996,"male","5","upper","yes"
"38791",1890,50,66.401,1,1822.667,"male","5","lower","yes"
"38810",1891,50,70.642,0,1821.188,"female","5","lower","yes"
"38843",1892,50,58.76,1,1795.997,"female","5","lower","yes"
"38884",1893,50,60.35,0,1784.476,"female","5","lower","yes"
"38895",1894,50,55.48,0,1791.351,"male","5","lower","yes"
"38901",1895,50,52.038,0,1797.793,"male","5","upper","yes"
"38904",1896,50,53.796,0,1796.036,"female","5","lower","yes"
"38908",1897,50,54.664,0,1796.167,"male","5","lower","yes"
"38913",1898,50,54.086,0,1796.745,"female","5","lower","yes"
"38918",1899,50,70.313,0,1799.518,"male","5","lower","yes"
"38939",1900,50,66.223,0,1798.585,"female","5","lower","yes"
"38956",1901,50,72.835,0,1821.996,"female","5","lower","yes"
"38981",1902,50,77.164,0,1817.667,"male","5","lower","yes"
"39009",1903,50,69.914,0,1824.917,"female","5","lower","yes"
"39029",1904,50,52.613,0,1811.269,"male","5","lower","yes"
"39032",1905,50,52.482,0,1811.4,"female","5","lower","yes"
"39035",1906,50,80,0,1810.762,"male","5","upper","yes"
"39067",1907,50,75.554,0,1819.277,"female","5","lower","yes"
"39093",1908,50,53.391,0,1809.415,"male","5","upper","yes"
"39125",1909,50,52.219,0,1816.589,"female","5","lower","yes"
"39126",1910,50,55.578,0,1830.311,"male","5","lower","yes"
"39132",1911,50,58.656,0,1827.233,"female","5","lower","yes"
"39215",1912,50,51.806,0,1820,"male","5","lower","yes"
"39217",1913,50,53.621,0,1820.26,"male","5","upper","yes"
"39221",1914,50,55.406,0,1818.475,"female","5","upper","yes"
"39230",1915,50,51.329,0,1819.477,"female","5","upper","yes"
"39233",1916,50,68.635,0,1826.196,"male","5","lower","yes"
"39252",1917,50,61.832,0,1832.999,"female","5","lower","yes"
"39264",1918,50,58.327,0,1827.504,"male","5","lower","yes"
"39272",1919,50,56.786,0,1831.02,"male","5","lower","yes"
"39279",1920,50,58.108,0,1829.697,"female","5","lower","yes"
"39288",1921,50,69.227,0,1825.604,"male","5","upper","yes"
"39309",1922,50,69.147,0,1825.684,"female","5","upper","yes"
"39345",1923,50,54.042,0,1840.789,"male","5","lower","yes"
"39350",1924,50,56.969,0,1837.862,"male","5","lower","yes"
"39357",1925,50,54.971,0,1839.86,"male","5","lower","yes"
"39363",1926,50,51.981,0,1842.85,"male","5","lower","yes"
"39382",1927,50,52.674,0,1842.157,"male","5","lower","yes"
"39404",1928,50,50.519,0,1842.289,"female","5","lower","yes"
"39411",1929,50,53.708,0,1841.123,"female","5","upper","yes"
"39422",1930,50,50.995,0,1843.836,"female","5","upper","yes"
"39434",1931,50,52.027,0,1842.804,"male","5","upper","yes"
