"","id","parity","age","year","next.ivl","event","prev.ivl","ses","parish"
"441",66,3,24,1835,1.977,1,1.982,"unknown","SKL"
"442",66,4,26,1837,2.259,1,1.977,"unknown","SKL"
"443",66,5,28,1839,2.163,1,2.259,"unknown","SKL"
"444",66,6,30,1842,1.47,1,2.163,"unknown","SKL"
"445",66,7,32,1843,1.366,1,1.47,"unknown","SKL"
"446",66,8,33,1844,1.383,1,1.366,"unknown","SKL"
"447",66,9,35,1846,1.873,1,1.383,"unknown","SKL"
"448",66,10,37,1848,2.062,1,1.873,"unknown","SKL"
"449",66,11,39,1850,1.958,1,2.062,"unknown","SKL"
"450",66,12,41,1852,2.16,1,1.958,"unknown","SKL"
"451",66,13,43,1854,4.253,0,2.16,"unknown","SKL"
"452",67,0,26,1837,1.936,1,NA,"upper","SKL"
"453",67,1,28,1839,1.645,1,1.936,"upper","SKL"
"454",67,2,30,1841,1.358,1,1.645,"upper","SKL"
"455",67,3,31,1842,12.518,0,1.358,"upper","SKL"
"456",68,0,25,1836,0.772,1,NA,"farmer","SKL"
"457",68,1,26,1837,1.287,1,0.772,"farmer","SKL"
"458",68,2,27,1839,1.832,1,1.287,"farmer","SKL"
"459",68,3,29,1840,1.169,1,1.832,"farmer","SKL"
"460",68,4,30,1842,4.066,1,1.169,"farmer","SKL"
"461",68,5,34,1846,2.938,1,4.066,"farmer","SKL"
"462",68,6,37,1849,9.655,0,2.938,"farmer","SKL"
"463",69,0,31,1842,1.27,1,NA,"farmer","SKL"
"464",69,1,32,1844,3.264,1,1.27,"farmer","SKL"
"465",69,2,36,1847,1.599,1,3.264,"farmer","SKL"
"466",69,3,37,1848,2.565,1,1.599,"farmer","SKL"
"467",69,4,40,1851,7.273,0,2.565,"farmer","SKL"
"468",70,0,24,1835,0.107,1,NA,"farmer","SKL"
"469",70,1,24,1835,1.035,1,0.107,"farmer","SKL"
"470",70,2,25,1836,2.289,1,1.035,"farmer","SKL"
"471",70,3,27,1838,1.949,1,2.289,"farmer","SKL"
"472",70,4,29,1840,11.948,1,1.949,"farmer","SKL"
"473",70,5,41,1852,6.049,0,11.948,"farmer","SKL"
"474",71,0,27,1839,1.109,1,NA,"unknown","SKL"
"475",71,1,29,1840,0.03,0,1.109,"unknown","SKL"
"476",72,0,26,1837,0.37,1,NA,"farmer","SKL"
"477",72,1,26,1838,0.931,0,0.37,"farmer","SKL"
"478",73,0,30,1842,1.544,1,NA,"farmer","SKL"
"479",73,1,32,1843,2.437,1,1.544,"farmer","SKL"
"480",73,2,34,1846,1.947,1,2.437,"farmer","SKL"
"481",73,3,36,1848,1.747,1,1.947,"farmer","SKL"
"482",73,4,38,1850,8.028,0,1.747,"farmer","SKL"
"483",74,0,31,1842,0.895,1,NA,"lower","SKL"
"484",74,1,31,1843,0.361,0,0.895,"lower","SKL"
"485",75,0,23,1834,1.051,1,NA,"farmer","SKL"
"486",75,1,24,1836,2.007,1,1.051,"farmer","SKL"
"487",75,2,26,1838,2.47,1,2.007,"farmer","SKL"
"488",75,3,28,1840,2.231,1,2.47,"farmer","SKL"
"489",75,4,31,1842,3.433,1,2.231,"farmer","SKL"
"490",75,5,34,1846,3.003,1,3.433,"farmer","SKL"
"491",75,6,37,1849,3.847,1,3.003,"farmer","SKL"
"492",75,7,41,1853,6.153,0,3.847,"farmer","SKL"
"493",76,0,20,1832,1.73,1,NA,"lower","SKL"
"494",76,1,22,1834,1.205,1,1.73,"lower","SKL"
"495",76,2,23,1835,4.014,1,1.205,"lower","SKL"
"496",76,3,27,1839,4.197,1,4.014,"lower","SKL"
"497",76,4,32,1843,1.804,1,4.197,"lower","SKL"
"498",76,5,33,1845,11.757,0,1.804,"lower","SKL"
"499",77,0,23,1835,0.898,1,NA,"farmer","SKL"
"500",77,1,24,1836,0.887,1,0.898,"farmer","SKL"
"501",77,4,25,1837,1.128,1,0,"farmer","SKL"
"502",77,5,26,1838,1.073,1,1.128,"farmer","SKL"
"503",77,6,27,1839,1.092,1,1.073,"farmer","SKL"
"504",77,7,28,1840,1.53,1,1.092,"farmer","SKL"
"505",77,8,30,1841,1.035,1,1.53,"farmer","SKL"
"506",77,9,31,1842,1.61,1,1.035,"farmer","SKL"
"507",77,10,32,1844,1.092,1,1.61,"farmer","SKL"
"508",77,11,33,1845,1.328,1,1.092,"farmer","SKL"
"509",77,12,35,1847,1.528,1,1.328,"farmer","SKL"
"510",77,13,36,1848,1.309,1,1.528,"farmer","SKL"
"511",77,14,38,1849,1.309,1,1.309,"farmer","SKL"
"512",77,15,39,1851,5.166,1,1.309,"farmer","SKL"
"513",77,16,44,1856,2.92,0,5.166,"farmer","SKL"
"514",78,0,22,1834,1.402,1,NA,"lower","SKL"
"515",78,1,23,1835,3.118,1,1.402,"lower","SKL"
"516",78,2,27,1838,6.979,1,3.118,"lower","SKL"
"517",78,3,34,1845,13.491,0,6.979,"lower","SKL"
"518",79,0,19,1831,0.871,1,NA,"unknown","SKL"
"519",79,1,20,1832,2.119,1,0.871,"unknown","SKL"
"520",79,2,22,1834,2.152,1,2.119,"unknown","SKL"
"521",79,3,24,1836,2.349,1,2.152,"unknown","SKL"
"522",79,4,26,1838,1.41,1,2.349,"unknown","SKL"
"523",79,5,28,1840,2.795,1,1.41,"unknown","SKL"
"524",79,6,31,1842,2.91,1,2.795,"unknown","SKL"
"525",79,7,34,1845,2.355,1,2.91,"unknown","SKL"
"526",79,8,36,1848,2.79,1,2.355,"unknown","SKL"
"527",79,9,39,1851,2.845,1,2.79,"unknown","SKL"
"528",79,10,42,1853,2.951,1,2.845,"unknown","SKL"
"529",79,11,45,1856,2.484,0,2.951,"unknown","SKL"
"530",80,0,22,1834,0.956,1,NA,"farmer","SKL"
"531",80,1,23,1835,1.207,1,0.956,"farmer","SKL"
"532",80,2,24,1836,2.508,1,1.207,"farmer","SKL"
"533",80,3,27,1839,3.099,1,2.508,"farmer","SKL"
"534",80,4,30,1842,2.363,1,3.099,"farmer","SKL"
"535",80,5,32,1844,2.557,1,2.363,"farmer","SKL"
"536",80,6,35,1847,3.124,1,2.557,"farmer","SKL"
"537",80,7,38,1850,3.132,1,3.124,"farmer","SKL"
"538",80,8,41,1853,2.19,1,3.132,"farmer","SKL"
"539",80,9,43,1855,3.851,0,2.19,"farmer","SKL"
"540",81,0,29,1841,0.745,1,NA,"farmer","SKL"
"541",81,1,30,1842,2.259,1,0.745,"farmer","SKL"
"542",81,2,32,1844,1.166,1,2.259,"farmer","SKL"
"543",81,3,33,1845,1.941,1,1.166,"farmer","SKL"
"544",81,4,35,1847,2.341,1,1.941,"farmer","SKL"
"545",81,5,38,1849,2.705,1,2.341,"farmer","SKL"
"546",81,6,40,1852,3.225,1,2.705,"farmer","SKL"
"547",81,7,43,1855,3.53,0,3.225,"farmer","SKL"
"548",82,0,24,1836,0.854,1,NA,"lower","SKL"
"549",82,1,25,1837,2.949,1,0.854,"lower","SKL"
"550",82,2,28,1840,1.714,0,2.949,"lower","SKL"
"551",83,0,27,1839,0.898,1,NA,"upper","SKL"
"552",83,1,28,1840,1.64,1,0.898,"upper","SKL"
"553",83,2,29,1841,2.366,1,1.64,"upper","SKL"
"554",83,3,32,1844,2.741,1,2.366,"upper","SKL"
"555",83,4,35,1846,3.127,1,2.741,"upper","SKL"
"556",83,5,38,1850,3.833,1,3.127,"upper","SKL"
"557",83,6,41,1853,4.233,1,3.833,"upper","SKL"
"558",83,7,46,1858,1.291,0,4.233,"upper","SKL"
"559",84,0,31,1843,1.117,1,NA,"farmer","SKL"
"560",84,1,33,1845,1.706,1,1.117,"farmer","SKL"
"561",84,2,34,1846,2.377,1,1.706,"farmer","SKL"
"562",84,3,37,1849,2.415,1,2.377,"farmer","SKL"
"563",84,4,39,1851,3.685,1,2.415,"farmer","SKL"
"564",84,5,43,1855,4.28,0,3.685,"farmer","SKL"
"565",85,0,21,1833,1.744,1,NA,"unknown","SKL"
"566",85,1,23,1835,0.966,0,1.744,"unknown","SKL"
"567",86,0,34,1846,0.23,1,NA,"farmer","SKL"
"568",86,1,34,1846,1.068,1,0.23,"farmer","SKL"
"569",86,2,35,1847,1.552,1,1.068,"farmer","SKL"
"570",86,3,37,1849,2.067,1,1.552,"farmer","SKL"
"571",86,4,39,1851,3.71,1,2.067,"farmer","SKL"
"572",86,5,42,1854,4.609,0,3.71,"farmer","SKL"
"573",87,0,20,1832,0.876,1,NA,"unknown","SKL"
"574",87,1,21,1833,1.407,1,0.876,"unknown","SKL"
"575",87,2,22,1834,2.453,1,1.407,"unknown","SKL"
"576",87,3,25,1837,1.911,1,2.453,"unknown","SKL"
"577",87,4,27,1839,2.13,1,1.911,"unknown","SKL"
"578",87,5,29,1841,2.423,1,2.13,"unknown","SKL"
"579",87,6,31,1843,15.84,0,2.423,"unknown","SKL"
"580",88,0,26,1838,0.849,1,NA,"lower","SKL"
"581",88,1,26,1839,3.285,1,0.849,"lower","SKL"
"582",88,2,30,1842,2.319,1,3.285,"lower","SKL"
"583",88,3,32,1844,2.108,1,2.319,"lower","SKL"
"584",88,4,34,1846,3.625,1,2.108,"lower","SKL"
"585",88,5,38,1850,2.845,0,3.625,"lower","SKL"
"586",89,0,26,1838,2.73,1,NA,"farmer","SKL"
"587",89,1,28,1841,1.739,1,2.73,"farmer","SKL"
"588",89,2,30,1842,2.429,1,1.739,"farmer","SKL"
"589",89,3,32,1845,4.646,1,2.429,"farmer","SKL"
"590",89,4,37,1849,1.339,1,4.646,"farmer","SKL"
"591",89,5,38,1851,8.549,0,1.339,"farmer","SKL"
"592",90,0,23,1835,1.599,1,NA,"farmer","SKL"
"593",90,1,24,1836,3.277,1,1.599,"farmer","SKL"
"594",90,2,27,1840,3.264,1,3.277,"farmer","SKL"
"595",90,3,31,1843,2.097,0,3.264,"farmer","SKL"
"596",91,0,33,1845,0.723,1,NA,"farmer","SKL"
"597",91,1,34,1846,0.942,1,0.723,"farmer","SKL"
"598",91,2,35,1847,2.7,1,0.942,"farmer","SKL"
"599",91,3,37,1850,3.781,1,2.7,"farmer","SKL"
"600",91,4,41,1853,5.871,0,3.781,"farmer","SKL"
"601",92,0,18,1830,1.04,1,NA,"unknown","SKL"
"602",92,1,19,1832,2.516,1,1.04,"unknown","SKL"
"603",92,2,22,1834,2.691,1,2.516,"unknown","SKL"
"604",92,3,24,1837,3.529,1,2.691,"unknown","SKL"
"605",92,4,28,1840,0.961,0,3.529,"unknown","SKL"
"606",93,0,21,1833,0.189,1,NA,"lower","SKL"
"607",93,1,21,1833,3.179,1,0.189,"lower","SKL"
"608",93,2,24,1837,6.576,1,3.179,"lower","SKL"
"609",93,3,31,1843,2.943,1,6.576,"lower","SKL"
"610",93,4,34,1846,4.14,1,2.943,"lower","SKL"
"611",93,5,38,1850,5.479,1,4.14,"lower","SKL"
"612",93,6,43,1856,3.738,0,5.479,"lower","SKL"
"613",94,0,29,1841,1.035,1,NA,"unknown","SKL"
"614",94,1,30,1843,2.338,1,1.035,"unknown","SKL"
"615",94,2,32,1845,5.147,1,2.338,"unknown","SKL"
"616",94,3,38,1850,3.581,1,5.147,"unknown","SKL"
"617",94,4,41,1854,5.855,0,3.581,"unknown","SKL"
"618",95,0,17,1829,2.481,1,NA,"unknown","SKL"
"619",95,1,20,1832,3.201,1,2.481,"unknown","SKL"
"620",95,2,23,1835,1.61,1,3.201,"unknown","SKL"
"621",95,3,24,1837,3.461,1,1.61,"unknown","SKL"
"622",95,4,28,1840,3.88,1,3.461,"unknown","SKL"
"623",95,5,32,1844,3.392,0,3.88,"unknown","SKL"
"624",96,0,22,1835,0.753,1,NA,"lower","SKL"
"625",96,1,23,1836,2.179,1,0.753,"lower","SKL"
"626",96,2,25,1838,6.081,1,2.179,"lower","SKL"
"627",96,3,31,1844,3.058,1,6.081,"lower","SKL"
"628",96,4,34,1847,12.538,0,3.058,"lower","SKL"
"629",97,0,19,1832,0.624,1,NA,"unknown","SKL"
"630",97,1,20,1832,1.399,1,0.624,"unknown","SKL"
"631",97,2,21,1834,1.361,1,1.399,"unknown","SKL"
"632",97,3,23,1835,2.407,1,1.361,"unknown","SKL"
"633",97,4,25,1838,2.546,0,2.407,"unknown","SKL"
"634",98,0,21,1834,0.758,1,NA,"upper","SKL"
"635",98,1,22,1835,1.153,1,0.758,"upper","SKL"
"636",98,2,23,1836,3.075,1,1.153,"upper","SKL"
"637",98,3,26,1839,2.771,1,3.075,"upper","SKL"
"638",98,4,29,1842,2.037,1,2.771,"upper","SKL"
"639",98,5,31,1844,2.116,1,2.037,"upper","SKL"
"640",98,6,33,1846,1.837,1,2.116,"upper","SKL"
"641",98,7,35,1848,10.686,1,1.837,"upper","SKL"
"642",98,8,46,1858,1.154,0,10.686,"upper","SKL"
"643",99,0,22,1835,5.476,1,NA,"lower","SKL"
"644",99,2,28,1840,19.257,0,0,"lower","SKL"
"645",100,0,25,1837,2.544,1,NA,"farmer","SKL"
"646",100,1,27,1840,3.258,1,2.544,"farmer","SKL"
"647",100,2,30,1843,4.329,1,3.258,"farmer","SKL"
"648",100,3,35,1847,3.069,1,4.329,"farmer","SKL"
"649",100,4,38,1850,0.041,0,3.069,"farmer","SKL"
"650",101,0,25,1838,0.723,1,NA,"lower","SKL"
"651",101,1,26,1838,2.272,1,0.723,"lower","SKL"
"652",101,2,28,1841,2.147,1,2.272,"lower","SKL"
"653",101,3,30,1843,1.251,1,2.147,"lower","SKL"
"654",101,4,31,1844,2.91,1,1.251,"lower","SKL"
"655",101,5,34,1847,12.678,0,2.91,"lower","SKL"
"656",102,0,32,1845,0.381,1,NA,"farmer","SKL"
"657",102,1,32,1845,2.886,1,0.381,"farmer","SKL"
"658",102,2,35,1848,2.059,1,2.886,"farmer","SKL"
"659",102,3,37,1850,2.552,1,2.059,"farmer","SKL"
"660",102,4,40,1853,2.697,1,2.552,"farmer","SKL"
"661",102,5,43,1855,3.729,0,2.697,"farmer","SKL"
"662",103,0,24,1837,0.821,1,NA,"unknown","SKL"
"663",103,1,25,1838,1.717,1,0.821,"unknown","SKL"
"664",103,2,27,1839,2.193,1,1.717,"unknown","SKL"
"665",103,3,29,1842,0.271,0,2.193,"unknown","SKL"
"666",104,0,24,1837,0.914,1,NA,"farmer","SKL"
"667",104,1,25,1838,2.768,1,0.914,"farmer","SKL"
"668",104,2,28,1840,3.305,1,2.768,"farmer","SKL"
"669",104,3,31,1844,16.097,0,3.305,"farmer","SKL"
"670",105,0,20,1833,0.871,1,NA,"unknown","SKL"
"671",105,1,21,1834,1.632,1,0.871,"unknown","SKL"
"672",105,2,23,1836,2.059,1,1.632,"unknown","SKL"
"673",105,3,25,1838,2.294,1,2.059,"unknown","SKL"
"674",105,4,27,1840,2.007,1,2.294,"unknown","SKL"
"675",105,5,29,1842,2.089,1,2.007,"unknown","SKL"
"676",105,6,31,1844,2.497,1,2.089,"unknown","SKL"
"677",105,7,34,1847,2.374,1,2.497,"unknown","SKL"
"678",105,8,36,1849,2.593,1,2.374,"unknown","SKL"
"679",105,9,39,1852,3.403,1,2.593,"unknown","SKL"
"680",105,10,42,1855,4.981,0,3.403,"unknown","SKL"
"681",106,0,27,1840,0.427,1,NA,"lower","SKL"
"682",106,1,28,1841,1.196,1,0.427,"lower","SKL"
"683",106,2,29,1842,2.68,1,1.196,"lower","SKL"
"684",106,3,32,1845,9.054,1,2.68,"lower","SKL"
"685",106,4,41,1854,6.271,0,9.054,"lower","SKL"
"686",107,0,22,1835,0.361,1,NA,"farmer","SKL"
"687",107,1,22,1835,1.484,1,0.361,"farmer","SKL"
"688",107,2,24,1837,2.141,1,1.484,"farmer","SKL"
"689",107,3,26,1839,2.875,1,2.141,"farmer","SKL"
"690",107,4,29,1842,1.188,1,2.875,"farmer","SKL"
"691",107,5,30,1843,3.4,1,1.188,"farmer","SKL"
"692",107,7,33,1846,2.182,1,0,"farmer","SKL"
"693",107,8,35,1848,2.779,1,2.182,"farmer","SKL"
"694",107,9,38,1851,8.806,0,2.779,"farmer","SKL"
"695",108,0,18,1831,1.44,1,NA,"farmer","SKL"
"696",108,1,19,1833,1.385,1,1.44,"farmer","SKL"
"697",108,2,21,1834,2.067,1,1.385,"farmer","SKL"
"698",108,3,23,1836,2.136,1,2.067,"farmer","SKL"
"699",108,4,25,1838,2.078,1,2.136,"farmer","SKL"
"700",108,5,27,1840,2.075,1,2.078,"farmer","SKL"
"701",108,6,29,1842,2.231,1,2.075,"farmer","SKL"
"702",108,7,31,1845,1.856,1,2.231,"farmer","SKL"
"703",108,8,33,1847,1.533,1,1.856,"farmer","SKL"
"704",108,9,35,1848,2.303,1,1.533,"farmer","SKL"
"705",108,10,37,1850,2.396,1,2.303,"farmer","SKL"
"706",108,11,40,1853,2.962,1,2.396,"farmer","SKL"
"707",108,12,43,1856,4.497,0,2.962,"farmer","SKL"
"708",109,0,19,1832,1.848,1,NA,"unknown","SKL"
"709",109,1,20,1834,1.884,1,1.848,"unknown","SKL"
"710",109,2,22,1836,2.136,1,1.884,"unknown","SKL"
"711",109,3,24,1838,4.52,1,2.136,"unknown","SKL"
"712",109,4,29,1842,18.088,0,4.52,"unknown","SKL"
"713",110,0,29,1842,0.851,1,NA,"farmer","SKL"
"714",110,1,30,1843,1.854,1,0.851,"farmer","SKL"
"715",110,2,32,1845,1.823,1,1.854,"farmer","SKL"
"716",110,3,34,1847,2.056,1,1.823,"farmer","SKL"
"717",110,4,36,1849,3.091,1,2.056,"farmer","SKL"
"718",110,5,39,1852,3.302,1,3.091,"farmer","SKL"
"719",110,6,42,1855,4.858,0,3.302,"farmer","SKL"
"720",111,0,30,1843,1.695,1,NA,"farmer","SKL"
"721",111,1,31,1845,1.125,1,1.695,"farmer","SKL"
"722",111,2,33,1846,2.04,1,1.125,"farmer","SKL"
"723",111,3,35,1848,2.442,1,2.04,"farmer","SKL"
"724",111,4,37,1850,1.232,1,2.442,"farmer","SKL"
"725",111,5,38,1852,1.489,1,1.232,"farmer","SKL"
"726",111,6,40,1853,1.301,1,1.489,"farmer","SKL"
"727",111,7,41,1854,1.908,1,1.301,"farmer","SKL"
"728",111,8,43,1856,3.977,0,1.908,"farmer","SKL"
"729",112,0,32,1846,0.293,1,NA,"farmer","SKL"
"730",112,1,33,1846,2.902,1,0.293,"farmer","SKL"
"731",112,2,36,1849,2.82,1,2.902,"farmer","SKL"
"732",112,3,38,1852,3.54,1,2.82,"farmer","SKL"
"733",112,5,42,1855,1.123,0,0,"farmer","SKL"
"734",113,0,28,1842,8.802,1,NA,"upper","SKL"
"735",113,1,37,1851,1.599,1,8.802,"upper","SKL"
"736",113,2,39,1852,1.667,1,1.599,"upper","SKL"
"737",113,3,40,1854,6.671,0,1.667,"upper","SKL"
"738",114,0,24,1837,0.129,1,NA,"farmer","SKL"
"739",114,1,24,1837,2.13,1,0.129,"farmer","SKL"
"740",114,2,26,1840,2.341,1,2.13,"farmer","SKL"
"741",114,3,28,1842,18.633,0,2.341,"farmer","SKL"
"742",115,0,28,1841,2.075,1,NA,"farmer","SKL"
"743",115,1,30,1844,1.577,1,2.075,"farmer","SKL"
"744",115,2,32,1845,1.509,1,1.577,"farmer","SKL"
"745",115,3,33,1847,1.985,1,1.509,"farmer","SKL"
"746",115,4,35,1849,1.832,1,1.985,"farmer","SKL"
"747",115,5,37,1850,2.089,1,1.832,"farmer","SKL"
"748",115,6,39,1853,1.867,1,2.089,"farmer","SKL"
"749",115,7,41,1854,3.338,0,1.867,"farmer","SKL"
"750",116,0,18,1832,1.183,1,NA,"farmer","SKL"
"751",116,1,19,1833,1.238,1,1.183,"farmer","SKL"
"752",116,2,21,1834,2.47,1,1.238,"farmer","SKL"
"753",116,3,23,1837,2.286,1,2.47,"farmer","SKL"
"754",116,4,25,1839,2.426,1,2.286,"farmer","SKL"
"755",116,5,28,1841,2.686,1,2.426,"farmer","SKL"
"756",116,6,30,1844,2.787,1,2.686,"farmer","SKL"
"757",116,7,33,1847,2.946,1,2.787,"farmer","SKL"
"758",116,8,36,1850,4.233,1,2.946,"farmer","SKL"
"759",116,9,40,1854,6.613,0,4.233,"farmer","SKL"
"760",117,0,19,1832,0.559,1,NA,"unknown","SKL"
"761",117,1,19,1833,0.969,1,0.559,"unknown","SKL"
"762",117,2,20,1834,1.084,1,0.969,"unknown","SKL"
"763",117,3,21,1835,0.988,1,1.084,"unknown","SKL"
"764",117,4,22,1836,0.925,1,0.988,"unknown","SKL"
"765",117,5,23,1837,1.139,1,0.925,"unknown","SKL"
"766",117,6,24,1838,1.342,1,1.139,"unknown","SKL"
"767",117,7,26,1839,0.988,1,1.342,"unknown","SKL"
"768",117,8,27,1840,1.21,1,0.988,"unknown","SKL"
"769",117,9,28,1842,2.587,1,1.21,"unknown","SKL"
"770",117,10,31,1844,1.062,1,2.587,"unknown","SKL"
"771",117,11,32,1845,1.202,1,1.062,"unknown","SKL"
"772",117,13,33,1847,2.593,1,0,"unknown","SKL"
"773",117,16,35,1849,2.182,1,0,"unknown","SKL"
"774",117,17,38,1851,2.037,1,2.182,"unknown","SKL"
"775",117,18,40,1853,2.149,1,2.037,"unknown","SKL"
"776",117,20,42,1855,2.724,1,0,"unknown","SKL"
"777",117,21,44,1858,2.512,0,2.724,"unknown","SKL"
"778",118,0,28,1841,0.441,1,NA,"lower","SKL"
"779",118,1,28,1842,1.908,1,0.441,"lower","SKL"
"780",118,2,30,1844,2.513,1,1.908,"lower","SKL"
"781",118,3,33,1846,1.344,1,2.513,"lower","SKL"
"782",118,4,34,1848,1.27,1,1.344,"lower","SKL"
"783",118,5,35,1849,1.413,1,1.27,"lower","SKL"
"784",118,6,37,1850,1.062,1,1.413,"lower","SKL"
"785",118,7,38,1851,2.231,1,1.062,"lower","SKL"
"786",118,8,40,1854,0.512,0,2.231,"lower","SKL"
"787",119,0,23,1837,0.75,1,NA,"farmer","SKL"
"788",119,1,24,1838,1.996,1,0.75,"farmer","SKL"
"789",119,2,26,1840,1.782,1,1.996,"farmer","SKL"
"790",119,3,28,1841,2.716,1,1.782,"farmer","SKL"
"791",119,4,30,1844,2.516,1,2.716,"farmer","SKL"
"792",119,5,33,1847,2.001,1,2.516,"farmer","SKL"
"793",119,6,35,1849,2.185,1,2.001,"farmer","SKL"
"794",119,7,37,1851,2.973,1,2.185,"farmer","SKL"
"795",119,8,40,1854,2.519,1,2.973,"farmer","SKL"
"796",119,9,43,1856,4.368,0,2.519,"farmer","SKL"
"797",120,0,28,1842,0.663,1,NA,"farmer","SKL"
"798",120,1,29,1843,1.52,1,0.663,"farmer","SKL"
"799",120,2,30,1844,2.07,1,1.52,"farmer","SKL"
"800",120,3,33,1846,1.766,1,2.07,"farmer","SKL"
"801",120,4,34,1848,2.445,1,1.766,"farmer","SKL"
"802",120,5,37,1851,4.446,1,2.445,"farmer","SKL"
"803",120,6,41,1855,5.811,0,4.446,"farmer","SKL"
"804",121,0,28,1842,3.283,1,NA,"lower","SKL"
"805",121,1,32,1845,1.966,1,3.283,"lower","SKL"
"806",121,2,33,1847,3.201,1,1.966,"lower","SKL"
"807",121,3,37,1851,5.492,1,3.201,"lower","SKL"
"808",121,4,42,1856,2.04,0,5.492,"lower","SKL"
"809",122,0,30,1844,2.171,1,NA,"unknown","SKL"
"810",122,1,32,1846,1.599,0,2.171,"unknown","SKL"
"811",123,0,20,1834,1.164,1,NA,"unknown","SKL"
"812",123,1,22,1836,0.991,1,1.164,"unknown","SKL"
"813",123,2,23,1837,2.308,1,0.991,"unknown","SKL"
"814",123,3,25,1839,2.382,1,2.308,"unknown","SKL"
"815",123,4,27,1841,2.179,1,2.382,"unknown","SKL"
"816",123,5,29,1843,2.39,1,2.179,"unknown","SKL"
"817",123,6,32,1846,2.377,1,2.39,"unknown","SKL"
"818",123,7,34,1848,2.527,1,2.377,"unknown","SKL"
"819",123,8,37,1851,2.264,1,2.527,"unknown","SKL"
"820",123,9,39,1853,2.549,1,2.264,"unknown","SKL"
"821",123,10,42,1856,5.474,0,2.549,"unknown","SKL"
"822",124,0,23,1837,0.728,1,NA,"unknown","SKL"
"823",124,1,24,1838,1.818,1,0.728,"unknown","SKL"
"824",124,2,26,1840,1.591,1,1.818,"unknown","SKL"
"825",124,3,27,1841,1.67,1,1.591,"unknown","SKL"
"826",124,4,29,1843,2.817,1,1.67,"unknown","SKL"
"827",124,5,32,1846,3.258,1,2.817,"unknown","SKL"
"828",124,6,35,1849,3.365,1,3.258,"unknown","SKL"
"829",124,7,38,1853,8.543,0,3.365,"unknown","SKL"
"830",125,0,26,1840,0.958,1,NA,"lower","SKL"
"831",125,1,26,1841,1.399,1,0.958,"lower","SKL"
"832",125,2,28,1842,1.558,1,1.399,"lower","SKL"
"833",125,3,29,1844,2.798,1,1.558,"lower","SKL"
"834",125,4,32,1846,1.815,1,2.798,"lower","SKL"
"835",125,5,34,1848,12.935,0,1.815,"lower","SKL"
"836",126,0,28,1842,0.452,1,NA,"lower","SKL"
"837",126,1,28,1843,2.346,1,0.452,"lower","SKL"
"838",126,2,31,1845,4.326,1,2.346,"lower","SKL"
"839",126,3,35,1849,4.408,1,4.326,"lower","SKL"
"840",126,4,40,1854,7.497,0,4.408,"lower","SKL"
"841",127,0,22,1836,0.753,1,NA,"farmer","SKL"
"842",127,1,23,1837,1.295,1,0.753,"farmer","SKL"
"843",127,2,24,1838,1.711,1,1.295,"farmer","SKL"
"844",127,3,26,1840,1.284,1,1.711,"farmer","SKL"
"845",127,4,27,1841,1.194,1,1.284,"farmer","SKL"
"846",127,5,28,1842,1.914,1,1.194,"farmer","SKL"
"847",127,6,30,1844,1.268,1,1.914,"farmer","SKL"
"848",127,7,31,1845,1.112,1,1.268,"farmer","SKL"
"849",127,8,32,1847,1.295,1,1.112,"farmer","SKL"
"850",127,9,34,1848,1.207,1,1.295,"farmer","SKL"
"851",127,10,35,1849,1.607,1,1.207,"farmer","SKL"
"852",127,11,36,1851,2.034,1,1.607,"farmer","SKL"
"853",127,12,38,1853,1.566,1,2.034,"farmer","SKL"
"854",127,13,40,1854,4.238,1,1.566,"farmer","SKL"
"855",127,14,44,1858,2.772,0,4.238,"farmer","SKL"
"856",128,0,17,1832,0.115,1,NA,"unknown","SKL"
"857",128,1,18,1832,1.52,1,0.115,"unknown","SKL"
"858",128,2,19,1833,3.127,0,1.52,"unknown","SKL"
"859",129,0,25,1839,3.261,1,NA,"farmer","SKL"
"860",129,1,28,1842,4.337,1,3.261,"farmer","SKL"
"861",129,2,32,1847,2.88,1,4.337,"farmer","SKL"
"862",129,3,35,1849,2.234,1,2.88,"farmer","SKL"
"863",129,4,37,1852,9.66,0,2.234,"farmer","SKL"
"864",130,0,30,1844,0.835,1,NA,"farmer","SKL"
"865",130,1,30,1845,2.223,1,0.835,"farmer","SKL"
"866",130,2,33,1847,2.916,1,2.223,"farmer","SKL"
"867",130,3,36,1850,3.677,1,2.916,"farmer","SKL"
"868",130,4,39,1854,3.069,1,3.677,"farmer","SKL"
"869",130,5,42,1857,4.691,0,3.069,"farmer","SKL"
"870",131,0,25,1840,3.19,1,NA,"lower","SKL"
"871",131,1,29,1843,4.92,1,3.19,"lower","SKL"
"872",131,2,34,1848,13.251,0,4.92,"lower","SKL"
"873",132,0,19,1834,1.722,1,NA,"farmer","SKL"
"874",132,1,21,1836,3.866,1,1.722,"farmer","SKL"
"875",132,3,25,1839,1.993,1,0,"farmer","SKL"
"876",132,4,27,1841,2.746,1,1.993,"farmer","SKL"
"877",132,5,30,1844,2.749,1,2.746,"farmer","SKL"
"878",132,6,32,1847,2.689,1,2.749,"farmer","SKL"
"879",132,7,35,1850,3.209,1,2.689,"farmer","SKL"
"880",132,8,38,1853,3.283,1,3.209,"farmer","SKL"
"881",132,9,42,1856,3.491,1,3.283,"farmer","SKL"
"882",132,10,45,1860,1.874,0,3.491,"farmer","SKL"
