"","s","pA","Z"
"21646",27.0744,1544.49,17.8596
"21647",27.0745,1544.65,17.8604
"21648",27.0746,1544.34,17.8596
"21649",27.0747,1544.65,17.8589
"21650",27.0748,1544.49,17.8581
"21651",27.0749,1544.8,17.8581
"21652",27.075,1544.8,17.8589
"21653",27.0751,1544.95,17.8581
"21654",27.0752,1544.19,17.8581
"21655",27.0753,1544.04,17.8574
"21656",27.0754,1543.43,17.8574
"21657",27.0755,1543.43,17.8566
"21658",27.0756,1543.58,17.8574
"21659",27.0757,1544.04,17.8581
"21660",27.0758,1544.19,17.8566
"21661",27.0759,1543.73,17.8566
"21662",27.076,1543.88,17.8558
"21663",27.0761,1543.88,17.8558
"21664",27.0762,1543.27,17.8551
"21665",27.0763,1543.58,17.8551
"21666",27.0764,1543.73,17.8551
"21667",27.0765,1543.88,17.8558
"21668",27.0766,1544.65,17.8551
"21669",27.0767,1544.49,17.8551
"21670",27.0768,1544.49,17.8543
"21671",27.0769,1544.19,17.8535
"21672",27.077,1544.19,17.8535
"21673",27.0771,1544.49,17.8543
"21674",27.0772,1544.49,17.8535
"21675",27.0773,1544.8,17.8528
"21676",27.0774,1544.95,17.852
"21677",27.0775,1544.95,17.8497
"21678",27.0776,1544.8,17.8482
"21679",27.0777,1544.49,17.8444
"21680",27.0778,1544.65,17.8406
"21681",27.0779,1544.49,17.8352
"21682",27.078,1544.49,17.8284
"21683",27.0781,1544.49,17.8223
"21684",27.0782,1544.34,17.8139
"21685",27.0783,1544.49,17.804
"21686",27.0784,1544.04,17.794
"21687",27.0785,1544.34,17.7849
"21688",27.0786,1544.04,17.7734
"21689",27.0787,1544.04,17.762
"21690",27.0788,1543.88,17.7498
"21691",27.0789,1544.19,17.7376
"21692",27.079,1544.65,17.7269
"21693",27.0791,1545.41,17.7139
"21694",27.0792,1545.26,17.7002
"21695",27.0793,1545.26,17.6865
"21696",27.0794,1545.1,17.6727
"21697",27.0795,1544.8,17.6582
"21698",27.0796,1544.8,17.6445
"21699",27.0797,1544.65,17.6292
"21700",27.0798,1544.34,17.6155
"21701",27.0799,1544.19,17.601
"21702",27.08,1544.34,17.5865
"21703",27.0801,1544.34,17.569
"21704",27.0802,1544.34,17.5552
"21705",27.0803,1544.65,17.54
"21706",27.0804,1545.26,17.5247
"21707",27.0805,1545.1,17.5102
"21708",27.0806,1544.8,17.4942
"21709",27.0807,1544.65,17.4797
"21710",27.0808,1544.65,17.4644
"21711",27.0809,1544.19,17.4484
"21712",27.081,1544.04,17.4332
"21713",27.0811,1543.12,17.4187
"21714",27.0812,1543.58,17.4026
"21715",27.0813,1544.04,17.3866
"21716",27.0814,1544.49,17.3721
"21717",27.0815,1544.49,17.3576
"21718",27.0816,1545.1,17.3416
"21719",27.0817,1545.1,17.3256
"21720",27.0818,1545.1,17.3103
"21721",27.0819,1544.95,17.2951
"21722",27.082,1544.34,17.2798
"21723",27.0821,1544.34,17.2638
"21724",27.0822,1544.04,17.2485
"21725",27.0823,1543.88,17.2333
"21726",27.0824,1543.58,17.2165
"21727",27.0825,1543.73,17.202
"21728",27.0826,1543.73,17.1883
"21729",27.0827,1543.88,17.1722
"21730",27.0828,1543.88,17.157
"21731",27.0829,1544.04,17.141
"21732",27.083,1543.88,17.1257
"21733",27.0831,1543.88,17.1104
"21734",27.0832,1543.88,17.0952
"21735",27.0833,1543.58,17.0784
"21736",27.0834,1543.58,17.0631
"21737",27.0835,1543.88,17.0486
"21738",27.0836,1544.49,17.0341
"21739",27.0837,1544.19,17.0181
"21740",27.0838,1543.88,17.0013
"21741",27.0839,1544.04,16.9861
"21742",27.084,1543.88,16.9708
"21743",27.0841,1543.88,16.9556
"21744",27.0842,1543.88,16.9395
"21745",27.0843,1544.19,16.925
"21746",27.0844,1544.8,16.9098
"21747",27.0845,1544.8,16.893
"21748",27.0846,1544.95,16.8777
"21749",27.0847,1544.95,16.864
"21750",27.0848,1544.49,16.8488
"21751",27.0849,1544.8,16.8327
"21752",27.085,1544.49,16.8167
"21753",27.0851,1544.34,16.8015
"21754",27.0852,1544.65,16.7862
"21755",27.0853,1544.49,16.7702
"21756",27.0854,1544.34,16.7549
"21757",27.0855,1544.8,16.7381
"21758",27.0856,1544.65,16.7244
"21759",27.0857,1544.49,16.7076
"21760",27.0858,1544.34,16.6931
"21761",27.0859,1544.04,16.6786
"21762",27.086,1543.73,16.6626
"21763",27.0861,1543.43,16.6481
"21764",27.0862,1543.27,16.6321
"21765",27.0863,1543.27,16.6168
"21766",27.0864,1543.12,16.6023
"21767",27.0865,1543.58,16.5863
"21768",27.0866,1543.58,16.5703
"21769",27.0867,1544.34,16.5558
"21770",27.0868,1544.65,16.539
"21771",27.0869,1544.34,16.5245
"21772",27.087,1543.88,16.5085
"21773",27.0871,1543.43,16.4932
"21774",27.0872,1543.12,16.478
"21775",27.0873,1543.27,16.4627
"21776",27.0874,1543.58,16.4474
"21777",27.0875,1543.88,16.4322
"21778",27.0876,1543.88,16.4162
"21779",27.0877,1543.73,16.4001
"21780",27.0878,1543.58,16.3857
"21781",27.0879,1542.97,16.3704
"21782",27.088,1543.27,16.3551
"21783",27.0881,1543.43,16.3391
"21784",27.0882,1543.88,16.3246
"21785",27.0883,1543.88,16.3086
"21786",27.0884,1543.88,16.2933
"21787",27.0885,1543.73,16.2781
"21788",27.0886,1543.88,16.2621
"21789",27.0887,1543.73,16.2476
"21790",27.0888,1543.73,16.2315
"21791",27.0889,1543.27,16.2163
"21792",27.089,1543.27,16.2018
"21793",27.0891,1543.58,16.1858
"21794",27.0892,1543.43,16.1697
"21795",27.0893,1543.58,16.1552
"21796",27.0894,1544.04,16.14
"21797",27.0895,1544.04,16.1247
"21798",27.0896,1544.04,16.1087
"21799",27.0897,1544.19,16.0934
"21800",27.0898,1544.04,16.0789
"21801",27.0899,1544.34,16.0637
"21802",27.09,1544.34,16.0484
"21803",27.0901,1544.19,16.0316
"21804",27.0902,1544.04,16.0172
"21805",27.0903,1544.65,16.0011
"21806",27.0904,1544.34,15.9866
"21807",27.0905,1544.65,15.9698
"21808",27.0906,1544.49,15.9554
"21809",27.0907,1544.19,15.9409
"21810",27.0908,1544.34,15.9248
"21811",27.0909,1544.65,15.9088
"21812",27.091,1544.49,15.8936
"21813",27.0911,1544.34,15.8791
"21814",27.0912,1544.34,15.863
"21815",27.0913,1544.34,15.8485
"21816",27.0914,1544.49,15.8318
"21817",27.0915,1544.8,15.8173
"21818",27.0916,1544.8,15.8012
"21819",27.0917,1544.49,15.7867
"21820",27.0918,1544.34,15.7715
"21821",27.0919,1544.04,15.7562
"21822",27.092,1544.19,15.7402
"21823",27.0921,1544.04,15.7257
"21824",27.0922,1544.04,15.7089
"21825",27.0923,1543.88,15.6944
"21826",27.0924,1544.04,15.6792
"21827",27.0925,1543.88,15.6631
"21828",27.0926,1543.73,15.6487
"21829",27.0927,1543.73,15.6326
"21830",27.0928,1543.12,15.6174
"21831",27.0929,1543.27,15.6013
"21832",27.093,1543.27,15.5869
"21833",27.0931,1543.27,15.5716
"21834",27.0932,1543.58,15.5563
"21835",27.0933,1543.73,15.5403
"21836",27.0934,1543.88,15.5258
"21837",27.0935,1543.88,15.5106
"21838",27.0936,1543.73,15.4945
"21839",27.0937,1544.04,15.4785
"21840",27.0938,1544.34,15.464
"21841",27.0939,1544.65,15.448
"21842",27.094,1544.65,15.432
"21843",27.0941,1545.41,15.4182
"21844",27.0942,1545.1,15.4022
"21845",27.0943,1545.26,15.3877
"21846",27.0944,1545.1,15.3725
"21847",27.0945,1544.49,15.3564
"21848",27.0946,1544.65,15.3412
"21849",27.0947,1544.49,15.3275
"21850",27.0948,1544.34,15.3107
"21851",27.0949,1543.88,15.2946
"21852",27.095,1543.43,15.2802
"21853",27.0951,1543.27,15.2649
"21854",27.0952,1543.58,15.2504
"21855",27.0953,1543.43,15.2351
"21856",27.0954,1544.04,15.2191
"21857",27.0955,1543.88,15.2031
"21858",27.0956,1544.19,15.1886
"21859",27.0957,1544.34,15.1726
"21860",27.0958,1543.73,15.1573
"21861",27.0959,1543.27,15.1421
"21862",27.096,1543.12,15.1268
"21863",27.0961,1542.82,15.1115
"21864",27.0962,1543.12,15.0963
"21865",27.0963,1543.43,15.081
"21866",27.0964,1543.73,15.0658
"21867",27.0965,1543.88,15.0505
"21868",27.0966,1543.73,15.0352
"21869",27.0967,1543.88,15.0192
"21870",27.0968,1543.88,15.004
"21871",27.0969,1543.88,14.9887
"21872",27.097,1544.04,14.9734
"21873",27.0971,1544.04,14.9582
"21874",27.0972,1544.04,14.9437
"21875",27.0973,1543.73,14.9277
"21876",27.0974,1543.27,14.9139
"21877",27.0975,1543.58,14.8964
"21878",27.0976,1543.43,14.8819
"21879",27.0977,1544.04,14.8659
"21880",27.0978,1543.58,14.8521
"21881",27.0979,1543.58,14.8354
"21882",27.098,1543.73,14.8201
"21883",27.0981,1543.58,14.8056
"21884",27.0982,1543.43,14.7896
"21885",27.0983,1543.43,14.7751
"21886",27.0984,1543.58,14.7598
"21887",27.0985,1543.27,14.743
"21888",27.0986,1543.12,14.7285
"21889",27.0987,1542.82,14.7141
"21890",27.0988,1542.51,14.6996
"21891",27.0989,1542.36,14.6835
"21892",27.099,1542.36,14.6683
"21893",27.0991,1542.21,14.6515
"21894",27.0992,1542.51,14.6378
"21895",27.0993,1542.66,14.6225
"21896",27.0994,1542.51,14.6072
"21897",27.0995,1542.21,14.5912
"21898",27.0996,1542.66,14.576
"21899",27.0997,1542.21,14.5615
"21900",27.0998,1542.51,14.5462
"21901",27.0999,1542.51,14.5302
"21902",27.1,1542.51,14.5149
"21903",27.1001,1542.51,14.5004
"21904",27.1002,1542.51,14.4844
"21905",27.1003,1542.36,14.4707
"21906",27.1004,1542.05,14.4539
"21907",27.1005,1542.05,14.4386
"21908",27.1006,1542.21,14.4234
"21909",27.1007,1542.36,14.4081
"21910",27.1008,1542.82,14.3929
"21911",27.1009,1543.27,14.3776
"21912",27.101,1543.12,14.3616
"21913",27.1011,1542.97,14.3463
"21914",27.1012,1543.27,14.3318
"21915",27.1013,1543.27,14.3173
"21916",27.1014,1543.12,14.3021
"21917",27.1015,1542.97,14.2868
"21918",27.1016,1542.51,14.2708
"21919",27.1017,1542.51,14.2555
"21920",27.1018,1542.51,14.241
"21921",27.1019,1542.36,14.225
"21922",27.102,1542.21,14.2097
"21923",27.1021,1542.21,14.1945
"21924",27.1022,1542.21,14.1792
"21925",27.1023,1542.21,14.1647
"21926",27.1024,1542.36,14.1495
"21927",27.1025,1542.36,14.1342
"21928",27.1026,1542.51,14.119
"21929",27.1027,1542.51,14.1037
"21930",27.1028,1542.36,14.0877
"21931",27.1029,1542.36,14.0732
"21932",27.103,1541.9,14.0579
"21933",27.1031,1540.83,14.0419
"21934",27.1032,1540.22,14.0274
"21935",27.1033,1538.54,14.0137
"21936",27.1034,1536.25,13.9969
"21937",27.1035,1529.39,13.9816
"21938",27.1036,1512.6,13.9671
"21939",27.1037,1481.78,13.9511
"21940",27.1038,1433.72,13.9366
"21941",27.1039,1378.63,13.9221
"21942",27.104,1349.18,13.9091
"21943",27.1041,1359.56,13.9008
"21944",27.1042,1399.23,13.8947
"21945",27.1043,1448.97,13.8939
"21946",27.1044,1493.07,13.9
"21947",27.1045,1524.96,13.9153
"21948",27.1046,1543.88,13.9374
"21949",27.1047,1549.68,13.9671
"21950",27.1048,1538.39,14.0053
"21951",27.1049,1509.55,14.0495
"21952",27.105,1485.44,14.1022
"21953",27.1051,1481.32,14.1609
"21954",27.1052,1491.09,14.225
"21955",27.1053,1506.5,14.2929
"21956",27.1054,1519.17,14.3654
"21957",27.1055,1527.25,14.4432
"21958",27.1056,1531.52,14.5248
"21959",27.1057,1533.81,14.6088
"21960",27.1058,1535.19,14.6965
"21961",27.1059,1536.56,14.7858
"21962",27.106,1537.48,14.8788
"21963",27.1061,1538.39,14.9734
"21964",27.1062,1539.46,15.0696
"21965",27.1063,1540.07,15.168
"21966",27.1064,1540.99,15.2679
"21967",27.1065,1541.14,15.3687
"21968",27.1066,1541.14,15.4716
"21969",27.1067,1541.44,15.5746
"21970",27.1068,1542.05,15.6784
"21971",27.1069,1542.21,15.7822
"21972",27.107,1542.21,15.8882
"21973",27.1071,1542.05,15.9927
"21974",27.1072,1542.66,16.0995
"21975",27.1073,1542.51,16.2048
"21976",27.1074,1542.97,16.3116
"21977",27.1075,1542.82,16.4185
"21978",27.1076,1543.12,16.5237
"21979",27.1077,1543.27,16.629
"21980",27.1078,1543.43,16.7374
"21981",27.1079,1543.73,16.8434
"21982",27.108,1543.43,16.9472
"21983",27.1081,1543.43,17.0471
"21984",27.1082,1543.43,17.1455
"21985",27.1083,1543.27,17.2363
"21986",27.1084,1543.73,17.3225
"21987",27.1085,1543.73,17.4019
"21988",27.1086,1544.04,17.4706
"21989",27.1087,1544.49,17.5331
"21990",27.1088,1544.34,17.5865
"21991",27.1089,1544.49,17.6323
"21992",27.109,1544.19,17.672
"21993",27.1091,1544.19,17.704
"21994",27.1092,1544.04,17.7322
"21995",27.1093,1544.49,17.7551
"21996",27.1094,1544.49,17.7757
"21997",27.1095,1545.26,17.7917
"21998",27.1096,1545.41,17.8062
"21999",27.1097,1545.1,17.8162
"22000",27.1098,1544.65,17.8253
"22001",27.1099,1544.49,17.8322
"22002",27.11,1544.65,17.8375
"22003",27.1101,1544.8,17.8429
"22004",27.1102,1544.8,17.8452
"22005",27.1103,1544.65,17.8474
"22006",27.1104,1544.65,17.8497
"22007",27.1105,1544.34,17.8513
"22008",27.1106,1544.04,17.852
"22009",27.1107,1543.73,17.8528
"22010",27.1108,1544.34,17.8543
"22011",27.1109,1544.19,17.8528
"22012",27.111,1544.49,17.8551
"22013",27.1111,1544.8,17.8551
"22014",27.1112,1545.1,17.8558
"22015",27.1113,1544.95,17.8551
"22016",27.1114,1544.49,17.8558
"22017",27.1115,1544.04,17.8543
"22018",27.1116,1543.58,17.8543
"22019",27.1117,1543.27,17.8535
"22020",27.1118,1543.73,17.8535
"22021",27.1119,1544.34,17.8535
"22022",27.112,1544.8,17.8528
"22023",27.1121,1544.65,17.8528
"22024",27.1122,1544.8,17.8513
"22025",27.1123,1544.65,17.8535
"22026",27.1124,1544.34,17.8528
"22027",27.1125,1544.65,17.8505
"22028",27.1126,1544.49,17.8513
"22029",27.1127,1544.65,17.8505
"22030",27.1128,1544.65,17.8505
"22031",27.1129,1544.8,17.8513
"22032",27.113,1544.65,17.8513
"22033",27.1131,1545.1,17.8505
"22034",27.1132,1544.95,17.8513
"22035",27.1133,1544.8,17.8513
"22036",27.1134,1544.65,17.8505
"22037",27.1135,1544.49,17.8497
"22038",27.1136,1544.65,17.8497
"22039",27.1137,1544.8,17.8497
"22040",27.1138,1545.1,17.8497
"22041",27.1139,1545.41,17.8497
"22042",27.114,1545.1,17.849
"22043",27.1141,1544.65,17.8482
"22044",27.1142,1544.19,17.8474
"22045",27.1143,1543.27,17.8444
"22046",27.1144,1543.27,17.8429
"22047",27.1145,1543.73,17.8375
"22048",27.1146,1543.88,17.8329
"22049",27.1147,1543.73,17.8268
"22050",27.1148,1544.19,17.8207
"22051",27.1149,1544.65,17.8131
"22052",27.115,1545.1,17.8047
"22053",27.1151,1544.65,17.7963
"22054",27.1152,1544.65,17.7841
"22055",27.1153,1544.8,17.7734
"22056",27.1154,1544.65,17.7628
"22057",27.1155,1545.1,17.7528
"22058",27.1156,1545.1,17.7399
"22059",27.1157,1544.8,17.7277
"22060",27.1158,1544.8,17.7139
"22061",27.1159,1544.34,17.7002
"22062",27.116,1543.88,17.6865
"22063",27.1161,1543.73,17.6743
"22064",27.1162,1543.58,17.6598
"22065",27.1163,1543.88,17.6445
"22066",27.1164,1543.88,17.6308
"22067",27.1165,1544.19,17.6155
"22068",27.1166,1544.65,17.6025
"22069",27.1167,1544.49,17.5888
"22070",27.1168,1544.65,17.572
"22071",27.1169,1544.19,17.5575
"22072",27.117,1544.19,17.543
"22073",27.1171,1543.88,17.5278
"22074",27.1172,1543.73,17.5125
"22075",27.1173,1543.43,17.4965
"22076",27.1174,1543.12,17.4828
"22077",27.1175,1543.27,17.4667
"22078",27.1176,1543.58,17.4522
"22079",27.1177,1543.73,17.4362
"22080",27.1178,1544.04,17.4202
"22081",27.1179,1543.43,17.4057
"22082",27.118,1543.43,17.3904
"22083",27.1181,1543.27,17.3752
"22084",27.1182,1543.88,17.3599
"22085",27.1183,1543.88,17.3447
"22086",27.1184,1543.73,17.3286
"22087",27.1185,1543.58,17.3134
"22088",27.1186,1543.73,17.2989
"22089",27.1187,1543.73,17.2829
"22090",27.1188,1544.04,17.2668
"22091",27.1189,1543.73,17.2516
"22092",27.119,1543.58,17.2363
"22093",27.1191,1543.58,17.2203
"22094",27.1192,1543.12,17.2043
"22095",27.1193,1543.43,17.1898
"22096",27.1194,1543.58,17.1738
"22097",27.1195,1543.43,17.1585
"22098",27.1196,1543.43,17.1425
"22099",27.1197,1543.88,17.1272
"22100",27.1198,1543.58,17.1127
"22101",27.1199,1543.27,17.0967
"22102",27.12,1543.12,17.0822
"22103",27.1201,1543.58,17.0654
"22104",27.1202,1543.73,17.0502
"22105",27.1203,1544.34,17.0364
"22106",27.1204,1543.88,17.0212
"22107",27.1205,1544.04,17.0059
"22108",27.1206,1544.04,16.9907
"22109",27.1207,1544.19,16.9746
"22110",27.1208,1543.88,16.9594
"22111",27.1209,1543.88,16.9441
"22112",27.121,1543.58,16.9281
"22113",27.1211,1543.73,16.9121
"22114",27.1212,1544.04,16.8968
"22115",27.1213,1544.34,16.8816
"22116",27.1214,1544.49,16.8671
"22117",27.1215,1544.49,16.8503
"22118",27.1216,1544.19,16.835
"22119",27.1217,1543.43,16.8198
"22120",27.1218,1543.58,16.8045
"22121",27.1219,1543.43,16.7885
"22122",27.122,1543.58,16.774
"22123",27.1221,1543.58,16.7587
"22124",27.1222,1543.58,16.7435
"22125",27.1223,1543.27,16.7274
"22126",27.1224,1543.88,16.7114
"22127",27.1225,1543.73,16.6969
"22128",27.1226,1544.19,16.6794
"22129",27.1227,1544.34,16.6656
"22130",27.1228,1544.04,16.6512
"22131",27.1229,1544.04,16.6344
"22132",27.123,1543.88,16.6199
"22133",27.1231,1543.73,16.6031
"22134",27.1232,1543.58,16.5878
"22135",27.1233,1543.73,16.5726
"22136",27.1234,1543.58,16.5573
"22137",27.1235,1543.58,16.5421
"22138",27.1236,1544.04,16.5268
"22139",27.1237,1543.73,16.5123
"22140",27.1238,1543.43,16.4955
"22141",27.1239,1542.97,16.4803
"22142",27.124,1542.82,16.465
"22143",27.1241,1543.27,16.4497
"22144",27.1242,1543.12,16.4345
"22145",27.1243,1543.27,16.4185
"22146",27.1244,1543.73,16.4032
"22147",27.1245,1543.58,16.3887
"22148",27.1246,1543.58,16.3742
"22149",27.1247,1543.43,16.3582
"22150",27.1248,1543.27,16.3422
"22151",27.1249,1543.43,16.3269
"22152",27.125,1543.12,16.3124
"22153",27.1251,1543.27,16.2964
"22154",27.1252,1543.43,16.2819
"22155",27.1253,1543.12,16.2666
"22156",27.1254,1542.82,16.2498
"22157",27.1255,1542.97,16.2346
"22158",27.1256,1543.12,16.2201
"22159",27.1257,1543.58,16.2041
"22160",27.1258,1544.04,16.188
"22161",27.1259,1544.04,16.1728
"22162",27.126,1544.34,16.1583
"22163",27.1261,1543.88,16.1423
"22164",27.1262,1544.19,16.1278
"22165",27.1263,1543.73,16.1118
"22166",27.1264,1543.27,16.0957
"22167",27.1265,1543.58,16.082
"22168",27.1266,1543.88,16.0667
"22169",27.1267,1544.19,16.0522
"22170",27.1268,1544.34,16.0355
"22171",27.1269,1544.19,16.0194
"22172",27.127,1544.04,16.0049
"22173",27.1271,1543.58,15.9897
"22174",27.1272,1543.27,15.9744
"22175",27.1273,1543.12,15.9584
"22176",27.1274,1542.97,15.9439
"22177",27.1275,1543.43,15.9279
"22178",27.1276,1543.27,15.9126
"22179",27.1277,1543.27,15.8966
"22180",27.1278,1542.97,15.8821
"22181",27.1279,1543.58,15.8669
"22182",27.128,1543.73,15.8508
"22183",27.1281,1543.73,15.8356
"22184",27.1282,1543.43,15.8195
"22185",27.1283,1543.27,15.8043
"22186",27.1284,1543.12,15.7883
"22187",27.1285,1543.73,15.7738
"22188",27.1286,1543.27,15.7585
"22189",27.1287,1542.97,15.7433
"22190",27.1288,1542.82,15.7288
"22191",27.1289,1542.97,15.7143
"22192",27.129,1543.27,15.6982
"22193",27.1291,1543.58,15.6822
"22194",27.1292,1543.43,15.6662
"22195",27.1293,1543.73,15.6509
"22196",27.1294,1543.88,15.6364
"22197",27.1295,1543.88,15.6212
"22198",27.1296,1543.88,15.6052
"22199",27.1297,1543.12,15.5899
"22200",27.1298,1543.27,15.5746
"22201",27.1299,1543.27,15.5586
"22202",27.13,1543.58,15.5449
"22203",27.1301,1543.58,15.5281
"22204",27.1302,1543.88,15.5136
"22205",27.1303,1544.04,15.4976
"22206",27.1304,1543.73,15.4831
"22207",27.1305,1543.27,15.4671
"22208",27.1306,1542.97,15.4518
"22209",27.1307,1542.51,15.4373
"22210",27.1308,1542.82,15.4213
"22211",27.1309,1542.97,15.4053
"22212",27.131,1542.82,15.3908
"22213",27.1311,1542.82,15.3755
"22214",27.1312,1542.97,15.3595
"22215",27.1313,1543.12,15.3435
"22216",27.1314,1542.82,15.329
"22217",27.1315,1542.97,15.313
"22218",27.1316,1542.82,15.2969
"22219",27.1317,1543.12,15.2817
"22220",27.1318,1543.58,15.2679
"22221",27.1319,1543.58,15.2512
"22222",27.132,1543.43,15.2367
"22223",27.1321,1543.43,15.2214
"22224",27.1322,1543.43,15.2061
"22225",27.1323,1543.12,15.1917
"22226",27.1324,1542.97,15.1756
"22227",27.1325,1542.82,15.1596
"22228",27.1326,1543.27,15.1443
"22229",27.1327,1543.58,15.1299
"22230",27.1328,1543.73,15.1138
"22231",27.1329,1544.19,15.0986
"22232",27.133,1544.04,15.0841
"22233",27.1331,1543.58,15.0696
"22234",27.1332,1543.73,15.0528
"22235",27.1333,1543.12,15.0375
"22236",27.1334,1543.12,15.023
"22237",27.1335,1543.43,15.007
"22238",27.1336,1543.73,14.9918
"22239",27.1337,1543.73,14.9765
"22240",27.1338,1544.04,14.9605
"22241",27.1339,1543.43,14.9452
"22242",27.134,1543.43,14.9307
"22243",27.1341,1543.43,14.9147
"22244",27.1342,1543.43,14.9002
"22245",27.1343,1543.43,14.8834
"22246",27.1344,1543.43,14.8689
"22247",27.1345,1543.27,14.8537
"22248",27.1346,1543.43,14.8384
"22249",27.1347,1543.27,14.8232
"22250",27.1348,1543.43,14.8087
"22251",27.1349,1543.58,14.7934
"22252",27.135,1543.43,14.7774
"22253",27.1351,1543.27,14.7629
"22254",27.1352,1542.97,14.7461
"22255",27.1353,1543.43,14.7308
"22256",27.1354,1543.88,14.7148
"22257",27.1355,1543.73,14.7011
"22258",27.1356,1543.73,14.6858
"22259",27.1357,1543.88,14.6713
"22260",27.1358,1543.58,14.6545
"22261",27.1359,1543.58,14.64
"22262",27.136,1542.97,14.6248
"22263",27.1361,1542.97,14.6095
"22264",27.1362,1543.12,14.595
"22265",27.1363,1543.27,14.579
"22266",27.1364,1543.58,14.5638
"22267",27.1365,1543.43,14.5493
"22268",27.1366,1543.27,14.5332
"22269",27.1367,1543.27,14.518
"22270",27.1368,1542.66,14.5027
"22271",27.1369,1542.66,14.4875
"22272",27.137,1542.66,14.4722
"22273",27.1371,1542.97,14.4562
"22274",27.1372,1543.43,14.4409
"22275",27.1373,1542.82,14.4257
"22276",27.1374,1542.97,14.4112
"22277",27.1375,1542.82,14.3951
"22278",27.1376,1543.43,14.3799
"22279",27.1377,1543.27,14.3646
"22280",27.1378,1543.43,14.3501
"22281",27.1379,1543.27,14.3341
"22282",27.138,1543.43,14.3196
"22283",27.1381,1543.27,14.3044
"22284",27.1382,1543.58,14.2891
"22285",27.1383,1543.43,14.2738
"22286",27.1384,1543.58,14.2586
"22287",27.1385,1543.43,14.2433
"22288",27.1386,1543.27,14.2288
"22289",27.1387,1543.43,14.212
"22290",27.1388,1543.27,14.1975
"22291",27.1389,1543.27,14.1823
"22292",27.139,1542.66,14.167
"22293",27.1391,1542.66,14.151
"22294",27.1392,1542.51,14.1365
"22295",27.1393,1542.51,14.122
"22296",27.1394,1542.21,14.1068
"22297",27.1395,1542.36,14.0907
"22298",27.1396,1541.75,14.0762
"22299",27.1397,1541.14,14.061
"22300",27.1398,1540.68,14.0457
"22301",27.1399,1540.37,14.0305
"22302",27.14,1538.85,14.016
"22303",27.1401,1536.41,14.0015
"22304",27.1402,1530,13.9847
"22305",27.1403,1514.28,13.9702
"22306",27.1404,1485.6,13.9557
"22307",27.1405,1440.43,13.9397
"22308",27.1406,1387.63,13.9259
"22309",27.1407,1358.34,13.913
"22310",27.1408,1368.1,13.9038
"22311",27.1409,1405.94,13.8977
"22312",27.141,1453.55,13.8985
"22313",27.1411,1495.36,13.9046
"22314",27.1412,1525.42,13.9175
"22315",27.1413,1542.36,13.9397
"22316",27.1414,1547.39,13.9702
"22317",27.1415,1532.9,14.0076
"22318",27.1416,1502.99,14.0541
"22319",27.1417,1479.95,14.106
"22320",27.1418,1477.2,14.1647
