"","Saison","Spieltag","Datum","Anpfiff","Heim","Gast","Tore.Heim","Tore.Gast","Tore.Heim.Halbzeit","Tore.Gast.Halbzeit"
"268","1964/1965",4,1964-09-12,"16:00","Hannover 96","1. FC Nuernberg",2,2,2,2
"269","1964/1965",4,1964-09-12,"16:00","TSV 1860 Muenchen","1. FC Kaiserslautern",2,2,1,2
"270","1964/1965",4,1964-09-12,"16:00","Borussia Neunkirchen","Hamburger SV",3,1,2,1
"271","1964/1965",4,1964-09-12,"16:00","FC Schalke 04","Eintracht Braunschweig",0,3,0,1
"272","1964/1965",4,1964-09-12,"16:00","VfB Stuttgart","1. FC Koeln",3,3,2,2
"273","1964/1965",5,1964-09-19,"16:00","Eintracht Braunschweig","Borussia Neunkirchen",1,0,0,0
"274","1964/1965",5,1964-09-19,"16:00","Borussia Dortmund","TSV 1860 Muenchen",1,1,0,0
"275","1964/1965",5,1964-09-19,"16:00","Eintracht Frankfurt","Karlsruher SC",0,7,0,5
"276","1964/1965",5,1964-09-19,"16:00","Hamburger SV","Meidericher SV",3,0,2,0
"277","1964/1965",5,1964-09-19,"16:00","1. FC Kaiserslautern","Hannover 96",1,0,1,0
"278","1964/1965",5,1964-09-19,"16:00","1. FC Koeln","SV Werder Bremen",4,2,2,0
"279","1964/1965",5,1964-09-19,"16:00","1. FC Nuernberg","FC Schalke 04",3,2,1,1
"280","1964/1965",5,1964-09-19,"16:00","VfB Stuttgart","Hertha BSC Berlin",1,1,1,1
"281","1964/1965",6,1964-09-26,"16:00","Hertha BSC Berlin","Eintracht Frankfurt",1,3,1,2
"282","1964/1965",6,1964-09-26,"16:00","SV Werder Bremen","Hamburger SV",0,0,0,0
"283","1964/1965",6,1964-09-26,"16:00","Meidericher SV","1. FC Koeln",0,3,0,3
"284","1964/1965",6,1964-09-26,"16:00","Hannover 96","Eintracht Braunschweig",2,2,1,1
"285","1964/1965",6,1964-09-26,"16:00","Karlsruher SC","VfB Stuttgart",0,0,0,0
"286","1964/1965",6,1964-09-26,"16:00","TSV 1860 Muenchen","1. FC Nuernberg",2,0,1,0
"287","1964/1965",6,1964-09-26,"16:00","Borussia Neunkirchen","1. FC Kaiserslautern",0,3,0,1
"288","1964/1965",6,1964-09-26,"16:00","FC Schalke 04","Borussia Dortmund",2,6,0,6
"289","1964/1965",7,1964-10-10,"15:15","Hertha BSC Berlin","TSV 1860 Muenchen",2,1,1,1
"290","1964/1965",7,1964-10-10,"15:15","Borussia Dortmund","1. FC Kaiserslautern",3,2,1,1
"291","1964/1965",7,1964-10-10,"15:15","Hamburger SV","Eintracht Frankfurt",2,1,1,1
"292","1964/1965",7,1964-10-10,"15:15","Hannover 96","SV Werder Bremen",1,2,1,1
"293","1964/1965",7,1964-10-10,"15:15","1. FC Koeln","Eintracht Braunschweig",5,1,1,1
"294","1964/1965",7,1964-10-10,"15:15","Borussia Neunkirchen","Meidericher SV",4,2,2,0
"295","1964/1965",7,1964-10-10,"15:15","1. FC Nuernberg","Karlsruher SC",4,1,2,0
"296","1964/1965",7,1964-10-10,"15:15","VfB Stuttgart","FC Schalke 04",2,1,0,1
"297","1964/1965",8,1964-10-17,"15:15","Eintracht Braunschweig","Borussia Dortmund",0,1,0,0
"298","1964/1965",8,1964-10-17,"15:15","SV Werder Bremen","Borussia Neunkirchen",2,0,2,0
"299","1964/1965",8,1964-10-17,"15:15","Meidericher SV","VfB Stuttgart",3,3,1,2
"300","1964/1965",8,1964-10-17,"15:15","Eintracht Frankfurt","1. FC Koeln",1,4,0,1
"301","1964/1965",8,1964-10-17,"15:15","1. FC Kaiserslautern","1. FC Nuernberg",3,2,1,1
"302","1964/1965",8,1964-10-17,"15:15","Karlsruher SC","Hamburger SV",2,2,1,2
"303","1964/1965",8,1964-10-17,"15:15","TSV 1860 Muenchen","Hannover 96",4,0,0,0
"304","1964/1965",8,1964-10-17,"15:15","FC Schalke 04","Hertha BSC Berlin",3,0,2,0
"305","1964/1965",9,1964-10-24,"15:15","Hertha BSC Berlin","Meidericher SV",2,2,2,1
"306","1964/1965",9,1964-10-24,"15:15","Borussia Dortmund","Eintracht Frankfurt",1,3,1,1
"307","1964/1965",9,1964-10-24,"15:15","Hamburger SV","1. FC Kaiserslautern",3,2,2,2
"308","1964/1965",9,1964-10-24,"15:15","Hannover 96","FC Schalke 04",1,0,1,0
"309","1964/1965",9,1964-10-24,"15:15","1. FC Koeln","Karlsruher SC",4,1,1,1
"310","1964/1965",9,1964-10-24,"15:15","Borussia Neunkirchen","TSV 1860 Muenchen",3,0,0,0
"311","1964/1965",9,1964-10-24,"15:15","1. FC Nuernberg","Eintracht Braunschweig",3,2,0,2
"312","1964/1965",9,1964-10-24,"15:15","VfB Stuttgart","SV Werder Bremen",1,1,0,1
"313","1964/1965",10,1964-11-07,"14:30","Eintracht Braunschweig","Hamburger SV",2,0,1,0
"314","1964/1965",10,1964-11-07,"14:30","SV Werder Bremen","Hertha BSC Berlin",5,1,0,0
"315","1964/1965",10,1964-11-07,"14:30","Meidericher SV","Hannover 96",1,0,1,0
"316","1964/1965",10,1964-11-07,"14:30","Eintracht Frankfurt","1. FC Nuernberg",1,1,0,1
"317","1964/1965",10,1964-11-07,"14:30","1. FC Kaiserslautern","1. FC Koeln",2,2,0,2
"318","1964/1965",10,1964-11-07,"14:30","Karlsruher SC","Borussia Dortmund",2,0,1,0
"319","1964/1965",10,1964-11-07,"14:30","TSV 1860 Muenchen","VfB Stuttgart",1,0,0,0
"320","1964/1965",10,1964-11-07,"14:30","FC Schalke 04","Borussia Neunkirchen",1,1,0,1
"321","1964/1965",11,1964-11-14,"14:30","Hertha BSC Berlin","1. FC Kaiserslautern",5,3,4,0
"322","1964/1965",11,1964-11-14,"14:30","SV Werder Bremen","FC Schalke 04",2,2,1,1
"323","1964/1965",11,1964-11-14,"14:30","Borussia Dortmund","Meidericher SV",0,0,0,0
"324","1964/1965",11,1964-11-14,"14:30","Hannover 96","Eintracht Frankfurt",3,2,1,0
"325","1964/1965",11,1964-11-14,"14:30","1. FC Koeln","TSV 1860 Muenchen",1,1,1,0
"326","1964/1965",11,1964-11-14,"14:30","Borussia Neunkirchen","Karlsruher SC",1,0,0,0
"327","1964/1965",11,1964-11-14,"14:30","1. FC Nuernberg","Hamburger SV",2,3,2,2
"328","1964/1965",11,1964-11-14,"14:30","VfB Stuttgart","Eintracht Braunschweig",3,1,2,1
"329","1964/1965",12,1964-11-21,"14:30","Eintracht Braunschweig","Hertha BSC Berlin",1,1,0,1
"330","1964/1965",12,1964-11-21,"14:30","Meidericher SV","1. FC Nuernberg",2,0,2,0
"331","1964/1965",12,1964-11-21,"14:30","Eintracht Frankfurt","Borussia Neunkirchen",1,0,0,0
"332","1964/1965",12,1964-11-21,"14:30","Hamburger SV","Borussia Dortmund",1,4,0,2
"333","1964/1965",12,1964-11-21,"14:30","1. FC Kaiserslautern","VfB Stuttgart",2,1,2,1
"334","1964/1965",12,1964-11-21,"14:30","Karlsruher SC","Hannover 96",2,3,0,1
"335","1964/1965",12,1964-11-21,"14:30","TSV 1860 Muenchen","SV Werder Bremen",3,1,1,1
"336","1964/1965",12,1964-11-21,"14:30","FC Schalke 04","1. FC Koeln",2,3,1,2
"337","1964/1965",13,1964-11-28,"14:30","Hertha BSC Berlin","Karlsruher SC",2,1,0,0
"338","1964/1965",13,1964-11-28,"14:30","Eintracht Braunschweig","1. FC Kaiserslautern",2,0,1,0
"339","1964/1965",13,1964-11-28,"14:30","1. FC Koeln","Hamburger SV",3,0,3,0
"340","1964/1965",13,1964-11-28,"14:30","Borussia Neunkirchen","Hannover 96",2,1,0,0
"341","1964/1965",13,1964-11-28,"14:30","1. FC Nuernberg","Borussia Dortmund",1,0,0,0
"342","1964/1965",13,1964-11-28,"14:30","FC Schalke 04","TSV 1860 Muenchen",2,2,1,1
"343","1964/1965",13,1964-11-28,"14:30","VfB Stuttgart","Eintracht Frankfurt",1,2,1,2
"344","1964/1965",13,1964-11-28,"18:30","SV Werder Bremen","Meidericher SV",1,0,0,0
"345","1964/1965",14,1964-12-05,"14:15","Borussia Dortmund","SV Werder Bremen",1,2,1,1
"346","1964/1965",14,1964-12-05,"14:15","Eintracht Frankfurt","Eintracht Braunschweig",2,2,1,0
"347","1964/1965",14,1964-12-05,"14:15","Hamburger SV","TSV 1860 Muenchen",3,2,1,2
"348","1964/1965",14,1964-12-05,"14:15","Hannover 96","VfB Stuttgart",2,1,1,0
"349","1964/1965",14,1964-12-05,"14:15","Borussia Neunkirchen","Hertha BSC Berlin",2,2,2,1
"350","1964/1965",14,1964-12-05,"14:15","1. FC Nuernberg","1. FC Koeln",3,0,2,0
"351","1964/1965",14,1964-12-05,"18:30","Meidericher SV","FC Schalke 04",2,1,0,1
"352","1964/1965",14,1964-12-05,"18:30","Karlsruher SC","1. FC Kaiserslautern",6,1,3,1
"353","1964/1965",15,1964-12-12,"14:00","Hertha BSC Berlin","Hannover 96",1,1,0,1
"354","1964/1965",15,1964-12-12,"14:15","1. FC Kaiserslautern","Eintracht Frankfurt",0,1,0,0
"355","1964/1965",15,1964-12-12,"14:15","1. FC Koeln","Borussia Dortmund",3,3,1,0
"356","1964/1965",15,1964-12-12,"14:15","TSV 1860 Muenchen","Meidericher SV",2,1,1,1
"357","1964/1965",15,1964-12-12,"14:15","FC Schalke 04","Hamburger SV",3,1,2,0
"358","1964/1965",15,1964-12-12,"14:15","VfB Stuttgart","Borussia Neunkirchen",3,2,1,0
"359","1964/1965",15,1964-12-12,"18:30","Eintracht Braunschweig","Karlsruher SC",3,0,1,0
"360","1964/1965",15,1964-12-12,"18:30","SV Werder Bremen","1. FC Nuernberg",1,1,1,0
"361","1964/1965",16,1965-12-19,"14:00","Hertha BSC Berlin","1. FC Koeln",1,3,1,3
"362","1964/1965",16,1965-12-19,"14:15","Meidericher SV","Karlsruher SC",1,1,1,1
"363","1964/1965",16,1965-12-19,"14:15","Hannover 96","Borussia Dortmund",2,0,2,0
"364","1964/1965",16,1965-12-19,"14:15","TSV 1860 Muenchen","Eintracht Braunschweig",2,0,0,0
"365","1964/1965",16,1965-12-19,"14:15","Borussia Neunkirchen","1. FC Nuernberg",1,1,1,0
"366","1964/1965",16,1965-12-19,"14:15","FC Schalke 04","Eintracht Frankfurt",1,1,0,0
"367","1964/1965",16,1965-12-19,"18:30","SV Werder Bremen","1. FC Kaiserslautern",1,1,0,1
"368","1964/1965",16,1965-12-19,"18:30","VfB Stuttgart","Hamburger SV",2,4,1,2
"369","1964/1965",17,1965-12-31,"15:00","1. FC Nuernberg","VfB Stuttgart",1,1,0,1
"370","1964/1965",17,1965-01-02,"15:00","Eintracht Braunschweig","SV Werder Bremen",1,1,1,0
"371","1964/1965",17,1965-01-02,"15:00","Borussia Dortmund","Borussia Neunkirchen",5,1,1,0
"372","1964/1965",17,1965-01-02,"15:00","Eintracht Frankfurt","TSV 1860 Muenchen",4,1,2,0
"373","1964/1965",17,1965-01-02,"15:00","Hamburger SV","Hertha BSC Berlin",4,1,3,1
"374","1964/1965",17,1965-01-02,"15:00","1. FC Kaiserslautern","Meidericher SV",2,0,0,0
"375","1964/1965",17,1965-01-02,"15:00","Karlsruher SC","FC Schalke 04",2,2,1,1
"376","1964/1965",17,1965-01-02,"15:00","1. FC Koeln","Hannover 96",0,1,0,1
"377","1964/1965",18,1965-01-09,"14:00","Hertha BSC Berlin","1. FC Nuernberg",1,2,0,1
"378","1964/1965",18,1965-01-09,"14:15","Hannover 96","Hamburger SV",1,2,0,1
"379","1964/1965",18,1965-01-09,"14:15","Borussia Neunkirchen","1. FC Koeln",1,1,1,1
"380","1964/1965",18,1965-01-09,"15:00","SV Werder Bremen","Eintracht Frankfurt",2,2,1,0
"381","1964/1965",18,1965-01-09,"15:00","Meidericher SV","Eintracht Braunschweig",2,0,0,0
"382","1964/1965",18,1965-01-09,"15:00","FC Schalke 04","1. FC Kaiserslautern",1,0,0,0
"383","1964/1965",18,1965-01-09,"15:00","VfB Stuttgart","Borussia Dortmund",3,2,2,2
"384","1964/1965",18,1965-02-27,"15:00","TSV 1860 Muenchen","Karlsruher SC",9,0,5,0
"385","1964/1965",19,1965-01-23,"15:30","Eintracht Braunschweig","FC Schalke 04",1,2,1,1
"386","1964/1965",19,1965-01-23,"15:30","Borussia Dortmund","Hertha BSC Berlin",6,3,4,1
"387","1964/1965",19,1965-01-23,"15:30","Eintracht Frankfurt","Meidericher SV",2,3,0,0
"388","1964/1965",19,1965-01-23,"15:30","Hamburger SV","Borussia Neunkirchen",1,2,0,2
"389","1964/1965",19,1965-01-23,"15:30","1. FC Kaiserslautern","TSV 1860 Muenchen",1,2,1,0
"390","1964/1965",19,1965-01-23,"15:30","Karlsruher SC","SV Werder Bremen",0,2,0,1
"391","1964/1965",19,1965-01-23,"15:30","1. FC Koeln","VfB Stuttgart",2,1,1,0
"392","1964/1965",19,1965-01-23,"15:30","1. FC Nuernberg","Hannover 96",1,0,0,0
"393","1964/1965",20,1965-01-30,"15:00","Hertha BSC Berlin","VfB Stuttgart",0,0,0,0
"394","1964/1965",20,1965-01-30,"15:00","SV Werder Bremen","1. FC Koeln",0,0,0,0
"395","1964/1965",20,1965-01-30,"15:00","Meidericher SV","Hamburger SV",3,2,0,0
"396","1964/1965",20,1965-01-30,"15:00","Karlsruher SC","Eintracht Frankfurt",3,1,1,0
"397","1964/1965",20,1965-01-30,"15:00","TSV 1860 Muenchen","Borussia Dortmund",4,4,2,2
"398","1964/1965",20,1965-01-30,"15:00","Borussia Neunkirchen","Eintracht Braunschweig",0,0,0,0
"399","1964/1965",20,1965-01-30,"15:00","FC Schalke 04","1. FC Nuernberg",1,3,1,1
"400","1964/1965",20,1965-04-14,"18:15","Hannover 96","1. FC Kaiserslautern",4,0,2,0
"401","1964/1965",21,1965-02-13,"15:00","Eintracht Braunschweig","Hannover 96",2,2,2,1
"402","1964/1965",21,1965-02-13,"15:00","Borussia Dortmund","FC Schalke 04",4,0,4,0
"403","1964/1965",21,1965-02-13,"15:00","Eintracht Frankfurt","Hertha BSC Berlin",3,0,1,0
"404","1964/1965",21,1965-02-13,"15:00","Hamburger SV","SV Werder Bremen",0,4,0,2
"405","1964/1965",21,1965-02-13,"15:00","1. FC Koeln","Meidericher SV",1,2,0,0
"406","1964/1965",21,1965-02-13,"15:00","1. FC Nuernberg","TSV 1860 Muenchen",2,2,1,1
"407","1964/1965",21,1965-02-13,"15:00","VfB Stuttgart","Karlsruher SC",1,2,0,1
"408","1964/1965",21,1965-02-27,"15:00","1. FC Kaiserslautern","Borussia Neunkirchen",2,0,1,0
"409","1964/1965",22,1965-02-20,"15:00","Eintracht Braunschweig","1. FC Koeln",1,1,1,1
"410","1964/1965",22,1965-02-20,"15:00","SV Werder Bremen","Hannover 96",3,0,1,0
"411","1964/1965",22,1965-02-20,"15:00","Meidericher SV","Borussia Neunkirchen",1,1,0,0
"412","1964/1965",22,1965-02-20,"15:00","Eintracht Frankfurt","Hamburger SV",2,1,0,1
"413","1964/1965",22,1965-02-20,"15:00","1. FC Kaiserslautern","Borussia Dortmund",1,3,1,2
"414","1964/1965",22,1965-02-20,"15:00","Karlsruher SC","1. FC Nuernberg",1,1,0,1
"415","1964/1965",22,1965-02-20,"15:00","TSV 1860 Muenchen","Hertha BSC Berlin",6,4,3,1
"416","1964/1965",22,1965-02-20,"15:00","FC Schalke 04","VfB Stuttgart",3,1,1,0
"417","1964/1965",23,1965-03-06,"16:00","Borussia Dortmund","Eintracht Braunschweig",5,4,1,1
"418","1964/1965",23,1965-03-06,"16:00","Hamburger SV","Karlsruher SC",2,1,1,1
"419","1964/1965",23,1965-03-06,"16:00","Hannover 96","TSV 1860 Muenchen",0,2,0,0
"420","1964/1965",23,1965-03-06,"16:00","1. FC Koeln","Eintracht Frankfurt",3,4,1,1
"421","1964/1965",23,1965-03-06,"16:00","Borussia Neunkirchen","SV Werder Bremen",1,1,0,0
"422","1964/1965",23,1965-03-06,"16:00","1. FC Nuernberg","1. FC Kaiserslautern",1,0,0,0
"423","1964/1965",23,1965-03-06,"16:00","VfB Stuttgart","Meidericher SV",4,2,2,0
"424","1964/1965",23,1965-03-13,"16:00","Hertha BSC Berlin","FC Schalke 04",2,1,1,0
"425","1964/1965",24,1965-03-20,"16:00","Eintracht Braunschweig","1. FC Nuernberg",1,0,0,0
"426","1964/1965",24,1965-03-20,"16:00","SV Werder Bremen","VfB Stuttgart",1,0,0,0
"427","1964/1965",24,1965-03-20,"16:00","Meidericher SV","Hertha BSC Berlin",2,2,1,2
"428","1964/1965",24,1965-03-20,"16:00","Eintracht Frankfurt","Borussia Dortmund",0,2,0,0
"429","1964/1965",24,1965-03-20,"16:00","1. FC Kaiserslautern","Hamburger SV",2,1,1,1
"430","1964/1965",24,1965-03-20,"16:00","Karlsruher SC","1. FC Koeln",2,4,1,1
"431","1964/1965",24,1965-03-20,"16:00","TSV 1860 Muenchen","Borussia Neunkirchen",4,2,2,0
"432","1964/1965",24,1965-03-20,"16:00","FC Schalke 04","Hannover 96",2,2,2,1
"433","1964/1965",25,1965-03-27,"16:00","Hertha BSC Berlin","SV Werder Bremen",0,0,0,0
"434","1964/1965",25,1965-03-27,"16:00","Borussia Dortmund","Karlsruher SC",5,1,2,1
"435","1964/1965",25,1965-03-27,"16:00","Hamburger SV","Eintracht Braunschweig",0,1,0,0
"436","1964/1965",25,1965-03-27,"16:00","Hannover 96","Meidericher SV",2,0,2,0
"437","1964/1965",25,1965-03-27,"16:00","1. FC Koeln","1. FC Kaiserslautern",3,0,0,0
"438","1964/1965",25,1965-03-27,"16:00","Borussia Neunkirchen","FC Schalke 04",3,2,1,1
"439","1964/1965",25,1965-03-27,"16:00","1. FC Nuernberg","Eintracht Frankfurt",0,0,0,0
"440","1964/1965",25,1965-03-27,"16:00","VfB Stuttgart","TSV 1860 Muenchen",3,0,2,0
"441","1964/1965",26,1965-04-03,"16:00","Eintracht Braunschweig","VfB Stuttgart",2,1,1,1
"442","1964/1965",26,1965-04-03,"16:00","Meidericher SV","Borussia Dortmund",3,2,2,0
"443","1964/1965",26,1965-04-03,"16:00","Eintracht Frankfurt","Hannover 96",3,3,1,1
"444","1964/1965",26,1965-04-03,"16:00","Hamburger SV","1. FC Nuernberg",2,1,1,0
"445","1964/1965",26,1965-04-03,"16:00","1. FC Kaiserslautern","Hertha BSC Berlin",1,2,1,0
"446","1964/1965",26,1965-04-03,"16:00","Karlsruher SC","Borussia Neunkirchen",2,1,2,1
"447","1964/1965",26,1965-04-03,"16:00","TSV 1860 Muenchen","1. FC Koeln",2,3,0,2
"448","1964/1965",26,1965-04-03,"16:00","FC Schalke 04","SV Werder Bremen",1,0,1,0
"449","1964/1965",27,1965-04-10,"16:00","Hertha BSC Berlin","Eintracht Braunschweig",0,3,0,0
"450","1964/1965",27,1965-04-10,"16:00","SV Werder Bremen","TSV 1860 Muenchen",3,2,1,2
"451","1964/1965",27,1965-04-10,"16:00","Borussia Dortmund","Hamburger SV",2,0,1,0
"452","1964/1965",27,1965-04-10,"16:00","Hannover 96","Karlsruher SC",4,2,3,0
"453","1964/1965",27,1965-04-10,"16:00","1. FC Koeln","FC Schalke 04",2,1,1,0
"454","1964/1965",27,1965-04-10,"16:00","Borussia Neunkirchen","Eintracht Frankfurt",4,0,2,0
"455","1964/1965",27,1965-04-10,"16:00","1. FC Nuernberg","Meidericher SV",1,1,1,1
"456","1964/1965",27,1965-04-10,"16:00","VfB Stuttgart","1. FC Kaiserslautern",1,0,0,0
"457","1964/1965",28,1965-04-30,"20:00","Borussia Dortmund","1. FC Nuernberg",2,1,1,0
"458","1964/1965",28,1965-04-30,"20:00","Meidericher SV","SV Werder Bremen",2,2,0,1
"459","1964/1965",28,1965-04-30,"20:00","Eintracht Frankfurt","VfB Stuttgart",2,3,1,2
"460","1964/1965",28,1965-04-30,"20:00","Hamburger SV","1. FC Koeln",0,0,0,0
"461","1964/1965",28,1965-04-30,"20:00","Hannover 96","Borussia Neunkirchen",1,1,0,1
"462","1964/1965",28,1965-04-30,"20:00","1. FC Kaiserslautern","Eintracht Braunschweig",2,1,0,0
"463","1964/1965",28,1965-04-30,"20:00","Karlsruher SC","Hertha BSC Berlin",0,1,0,0
"464","1964/1965",28,1965-04-30,"20:00","TSV 1860 Muenchen","FC Schalke 04",3,1,1,0
"465","1964/1965",29,1965-05-08,"16:00","Hertha BSC Berlin","Borussia Neunkirchen",1,1,0,1
"466","1964/1965",29,1965-05-08,"16:00","Eintracht Braunschweig","Eintracht Frankfurt",3,2,1,1
"467","1964/1965",29,1965-05-08,"16:00","SV Werder Bremen","Borussia Dortmund",3,0,2,0
"468","1964/1965",29,1965-05-08,"16:00","1. FC Kaiserslautern","Karlsruher SC",0,1,0,1
"469","1964/1965",29,1965-05-08,"16:00","1. FC Koeln","1. FC Nuernberg",0,0,0,0
"470","1964/1965",29,1965-05-08,"16:00","TSV 1860 Muenchen","Hamburger SV",4,1,2,1
"471","1964/1965",29,1965-05-08,"16:00","FC Schalke 04","Meidericher SV",1,2,0,1
"472","1964/1965",29,1965-05-08,"16:00","VfB Stuttgart","Hannover 96",0,3,0,2
"473","1964/1965",30,1965-05-14,"20:00","Meidericher SV","TSV 1860 Muenchen",3,0,1,0
"474","1964/1965",30,1965-05-15,"16:00","Borussia Dortmund","1. FC Koeln",2,2,1,1
"475","1964/1965",30,1965-05-15,"16:00","Eintracht Frankfurt","1. FC Kaiserslautern",1,2,1,1
"476","1964/1965",30,1965-05-15,"16:00","Hamburger SV","FC Schalke 04",2,4,1,1
"477","1964/1965",30,1965-05-15,"16:00","Hannover 96","Hertha BSC Berlin",3,1,1,1
"478","1964/1965",30,1965-05-15,"16:00","Karlsruher SC","Eintracht Braunschweig",3,0,0,0
"479","1964/1965",30,1965-05-15,"16:00","Borussia Neunkirchen","VfB Stuttgart",3,1,2,0
"480","1964/1965",30,1965-05-15,"16:00","1. FC Nuernberg","SV Werder Bremen",2,3,2,2
"481","1965/1966",1,1965-08-14,"16:00","Tasmania 1900 Berlin","Karlsruher SC",2,0,0,0
"482","1965/1966",1,1965-08-14,"16:00","Eintracht Braunschweig","Borussia Dortmund",4,0,1,0
"483","1965/1966",1,1965-08-14,"16:00","SV Werder Bremen","1. FC Nuernberg",1,0,0,0
"484","1965/1966",1,1965-08-14,"16:00","Meidericher SV","1. FC Kaiserslautern",2,2,0,0
"485","1965/1966",1,1965-08-14,"16:00","Eintracht Frankfurt","Hamburger SV",2,0,1,0
"486","1965/1966",1,1965-08-14,"16:00","1. FC Koeln","Hannover 96",0,1,0,1
"487","1965/1966",1,1965-08-14,"16:00","TSV 1860 Muenchen","FC Bayern Muenchen",1,0,1,0
"488","1965/1966",1,1965-08-14,"16:00","Borussia Neunkirchen","Borussia Moenchengladbach",1,1,1,1
"489","1965/1966",1,1965-08-14,"16:00","VfB Stuttgart","FC Schalke 04",1,0,1,0
"490","1965/1966",2,1965-08-21,"16:00","Borussia Dortmund","Borussia Neunkirchen",1,0,1,0
"491","1965/1966",2,1965-08-21,"16:00","Hamburger SV","Eintracht Braunschweig",2,1,1,1
"492","1965/1966",2,1965-08-21,"16:00","Hannover 96","SV Werder Bremen",2,1,0,0
"493","1965/1966",2,1965-08-21,"16:00","1. FC Kaiserslautern","1. FC Koeln",3,2,1,2
"494","1965/1966",2,1965-08-21,"16:00","Borussia Moenchengladbach","Tasmania 1900 Berlin",5,0,1,0
"495","1965/1966",2,1965-08-21,"16:00","FC Bayern Muenchen","Eintracht Frankfurt",2,0,1,0
"496","1965/1966",2,1965-08-21,"16:00","1. FC Nuernberg","TSV 1860 Muenchen",1,4,1,3
"497","1965/1966",2,1965-08-21,"16:00","FC Schalke 04","Karlsruher SC",0,0,0,0
"498","1965/1966",2,1965-08-21,"16:00","VfB Stuttgart","Meidericher SV",2,0,1,0
"499","1965/1966",3,1965-08-27,"16:00","Meidericher SV","FC Schalke 04",5,1,2,0
"500","1965/1966",3,1965-08-28,"16:00","Tasmania 1900 Berlin","Borussia Dortmund",0,2,0,1
"501","1965/1966",3,1965-08-28,"16:00","Eintracht Braunschweig","FC Bayern Muenchen",2,4,0,2
"502","1965/1966",3,1965-08-28,"16:00","SV Werder Bremen","1. FC Kaiserslautern",4,1,2,0
"503","1965/1966",3,1965-08-28,"16:00","Eintracht Frankfurt","1. FC Nuernberg",1,2,1,1
"504","1965/1966",3,1965-08-28,"16:00","Karlsruher SC","Borussia Moenchengladbach",3,3,1,2
"505","1965/1966",3,1965-08-28,"16:00","1. FC Koeln","VfB Stuttgart",3,1,0,0
"506","1965/1966",3,1965-08-28,"16:00","TSV 1860 Muenchen","Hannover 96",5,0,1,0
"507","1965/1966",3,1965-08-28,"16:00","Borussia Neunkirchen","Hamburger SV",1,1,0,1
"508","1965/1966",4,1965-09-04,"16:00","Borussia Dortmund","Karlsruher SC",4,1,2,1
"509","1965/1966",4,1965-09-04,"16:00","Meidericher SV","1. FC Koeln",2,3,2,2
"510","1965/1966",4,1965-09-04,"16:00","Hamburger SV","Tasmania 1900 Berlin",5,1,0,0
"511","1965/1966",4,1965-09-04,"16:00","Hannover 96","Eintracht Frankfurt",4,1,2,1
"512","1965/1966",4,1965-09-04,"16:00","1. FC Kaiserslautern","TSV 1860 Muenchen",3,0,2,0
"513","1965/1966",4,1965-09-04,"16:00","FC Bayern Muenchen","Borussia Neunkirchen",6,0,2,0
"514","1965/1966",4,1965-09-04,"16:00","1. FC Nuernberg","Eintracht Braunschweig",1,1,0,1
"515","1965/1966",4,1965-09-04,"16:00","FC Schalke 04","Borussia Moenchengladbach",0,0,0,0
"516","1965/1966",4,1965-09-04,"16:00","VfB Stuttgart","SV Werder Bremen",0,2,0,1
"517","1965/1966",5,1965-09-11,"16:00","Tasmania 1900 Berlin","FC Bayern Muenchen",0,2,0,1
"518","1965/1966",5,1965-09-11,"16:00","Eintracht Braunschweig","Hannover 96",2,1,0,0
"519","1965/1966",5,1965-09-11,"16:00","SV Werder Bremen","Meidericher SV",2,0,1,0
"520","1965/1966",5,1965-09-11,"16:00","Eintracht Frankfurt","1. FC Kaiserslautern",6,0,3,0
"521","1965/1966",5,1965-09-11,"16:00","Karlsruher SC","Hamburger SV",1,4,1,2
"522","1965/1966",5,1965-09-11,"16:00","1. FC Koeln","FC Schalke 04",2,1,0,0
"523","1965/1966",5,1965-09-11,"16:00","Borussia Moenchengladbach","Borussia Dortmund",4,5,1,1
"524","1965/1966",5,1965-09-11,"16:00","TSV 1860 Muenchen","VfB Stuttgart",0,0,0,0
"525","1965/1966",5,1965-09-11,"16:00","Borussia Neunkirchen","1. FC Nuernberg",2,1,1,0
"526","1965/1966",6,1965-09-18,"16:00","Meidericher SV","TSV 1860 Muenchen",2,3,0,1
"527","1965/1966",6,1965-09-18,"16:00","Hamburger SV","Borussia Moenchengladbach",5,0,3,0
"528","1965/1966",6,1965-09-18,"16:00","Hannover 96","Borussia Neunkirchen",6,0,4,0
