"","county","population","top","second","third"
"586","idaho,payette",20578,"German","English","American"
"587","idaho,power",7538,"German","English","American"
"588","idaho,shoshone",13771,"German","American","English"
"589","idaho,teton",5999,"English","German","American"
"590","idaho,twin falls",64284,"German","English","American"
"591","idaho,valley",7651,"German","English","American"
"592","idaho,washington",9977,"German","English","American"
"593","illinois,adams",68277,"German","American","Irish"
"594","illinois,alexander",9590,"American","German","Irish"
"595","illinois,bond",17633,"German","American","English"
"596","illinois,boone",41786,"German","Irish","English"
"597","illinois,brown",6950,"German","American","English"
"598","illinois,bureau",35503,"German","Irish","English"
"599","illinois,calhoun",5084,"German","American","Irish"
"600","illinois,carroll",16674,"German","American","Irish"
"601","illinois,cass",13695,"German","American","English"
"602","illinois,champaign",179669,"German","Irish","English"
"603","illinois,christian",35372,"German","American","English"
"604","illinois,clark",17008,"German","American","English"
"605","illinois,clay",14560,"American","German","English"
"606","illinois,clinton",35535,"German","American","Irish"
"607","illinois,coles",53196,"German","American","English"
"608","illinois,cook",5376741,"Polish","German","Irish"
"609","illinois,crawford",20452,"American","German","English"
"610","illinois,cumberland",11253,"German","American","English"
"611","illinois,de kalb",88969,"German","Irish","English"
"612","illinois,de witt",16798,"German","American","English"
"613","illinois,douglas",19922,"German","American","English"
"614","illinois,du page",904161,"German","Irish","Italian"
"615","illinois,edgar",19704,"American","German","English"
"616","illinois,edwards",6971,"English","American","German"
"617","illinois,effingham",34264,"German","American","English"
"618","illinois,fayette",21802,"German","American","English"
"619","illinois,ford",14241,"German","English","Irish"
"620","illinois,franklin",39018,"American","German","English"
"621","illinois,fulton",38250,"German","American","English"
"622","illinois,gallatin",6445,"American","German","Irish"
"623","illinois,greene",14761,"German","American","English"
"624","illinois,grundy",37535,"German","Irish","Italian"
"625","illinois,hamilton",8621,"American","German","English"
"626","illinois,hancock",20121,"German","American","English"
"627","illinois,hardin",4800,"American","English","German"
"628","illinois,henderson",8213,"German","American","Irish"
"629","illinois,henry",51020,"German","Swedish","American"
"630","illinois,iroquois",31334,"German","American","English"
"631","illinois,jackson",59612,"German","Irish","American"
"632","illinois,jasper",10117,"German","American","English"
"633","illinois,jefferson",40045,"American","German","English"
"634","illinois,jersey",21668,"German","American","Irish"
"635","illinois,jo daviess",22289,"German","Irish","American"
"636","illinois,johnson",12878,"American","German","English"
"637","illinois,kane",404119,"German","Irish","Polish"
"638","illinois,kankakee",103833,"German","Irish","French (except Basque)"
"639","illinois,kendall",54544,"German","Irish","English"
"640","illinois,knox",55836,"German","American","Swedish"
"641","illinois,lake",644356,"German","Irish","Polish"
"642","illinois,la salle",111509,"German","Irish","Italian"
"643","illinois,lawrence",15452,"American","German","English"
"644","illinois,lee",36062,"German","Irish","American"
"645","illinois,livingston",39678,"German","American","Irish"
"646","illinois,logan",31183,"German","American","Irish"
"647","illinois,mcdonough",32913,"German","American","English"
"648","illinois,mchenry",260077,"German","Irish","Polish"
"649","illinois,mclean",150433,"German","Irish","English"
"650","illinois,macon",114706,"German","American","English"
"651","illinois,macoupin",49019,"German","American","English"
"652","illinois,madison",258941,"German","American","Irish"
"653","illinois,marion",41691,"German","American","English"
"654","illinois,marshall",13180,"German","Irish","English"
"655","illinois,mason",16038,"German","American","English"
"656","illinois,massac",15161,"German","American","English"
"657","illinois,menard",12486,"German","American","English"
"658","illinois,mercer",16957,"German","American","Swedish"
"659","illinois,monroe",27619,"German","Irish","American"
"660","illinois,montgomery",30652,"German","American","English"
"661","illinois,morgan",36616,"German","American","English"
"662","illinois,moultrie",14287,"German","American","English"
"663","illinois,ogle",51032,"German","Irish","American"
"664","illinois,peoria",183433,"German","Irish","American"
"665","illinois,perry",23094,"German","American","Irish"
"666","illinois,piatt",16365,"German","American","English"
"667","illinois,pike",17384,"American","German","English"
"668","illinois,pope",4413,"American","German","Irish"
"669","illinois,pulaski",7348,"American","German","English"
"670","illinois,putnam",6086,"German","Italian","Irish"
"671","illinois,randolph",33893,"German","American","Irish"
"672","illinois,richland",16149,"German","American","English"
"673","illinois,rock island",149374,"German","Irish","American"
"674","illinois,st clair",256082,"German","Irish","American"
"675","illinois,saline",26733,"American","German","Irish"
"676","illinois,sangamon",188951,"German","Irish","English"
"677","illinois,schuyler",7189,"American","German","English"
"678","illinois,scott",5537,"German","American","English"
"679","illinois,shelby",22893,"German","American","Irish"
"680","illinois,stark",6332,"German","English","American"
"681","illinois,stephenson",48979,"German","American","Irish"
"682","illinois,tazewell",128485,"German","American","English"
"683","illinois,union",18293,"German","American","English"
"684","illinois,vermilion",83919,"American","German","English"
"685","illinois,wabash",12937,"German","American","English"
"686","illinois,warren",18735,"American","German","English"
"687","illinois,washington",15148,"German","Polish","American"
"688","illinois,wayne",17151,"American","German","English"
"689","illinois,white",15371,"American","German","English"
"690","illinois,whiteside",60653,"German","Irish","Dutch"
"691","illinois,will",502266,"German","Irish","Polish"
"692","illinois,williamson",61296,"German","American","English"
"693","illinois,winnebago",278418,"German","Swedish","Irish"
"694","illinois,woodford",35469,"German","American","English"
"695","indiana,adams",33625,"German","Swiss","American"
"696","indiana,allen",331849,"German","American","Irish"
"697","indiana,bartholomew",71435,"German","American","English"
"698","indiana,benton",9421,"German","American","Irish"
"699","indiana,blackford",14048,"American","German","Irish"
"700","indiana,boone",46107,"German","American","English"
"701","indiana,brown",14957,"German","American","English"
"702","indiana,carroll",20165,"American","German","Irish"
"703","indiana,cass",40930,"German","American","English"
"704","indiana,clark",96472,"German","American","Irish"
"705","indiana,clay",26556,"American","German","English"
"706","indiana,clinton",33866,"American","German","Irish"
"707","indiana,crawford",10743,"American","German","Irish"
"708","indiana,daviess",29820,"American","German","Irish"
"709","indiana,dearborn",46109,"German","American","Irish"
"710","indiana,decatur",24555,"German","American","English"
"711","indiana,de kalb",40285,"German","American","English"
"712","indiana,delaware",118769,"American","German","English"
"713","indiana,dubois",39674,"German","American","English"
"714","indiana,elkhart",182791,"German","American","English"
"715","indiana,fayette",25588,"American","German","English"
"716","indiana,floyd",70823,"German","American","Irish"
"717","indiana,fountain",17954,"American","German","English"
"718","indiana,franklin",22151,"German","American","English"
"719","indiana,fulton",20511,"German","American","Irish"
"720","indiana,gibson",32500,"German","American","English"
"721","indiana,grant",73403,"American","German","English"
"722","indiana,greene",33157,"American","German","English"
"723","indiana,hamilton",182740,"German","American","English"
"724","indiana,hancock",55391,"German","American","English"
"725","indiana,harrison",34325,"German","American","Irish"
"726","indiana,hendricks",104093,"German","American","English"
"727","indiana,henry",48508,"American","German","English"
"728","indiana,howard",84964,"American","German","English"
"729","indiana,huntington",38075,"German","American","Irish"
"730","indiana,jackson",41335,"American","German","English"
"731","indiana,jasper",30043,"German","Dutch","American"
"732","indiana,jay",21806,"American","German","English"
"733","indiana,jefferson",31705,"German","American","English"
"734","indiana,jennings",27554,"American","German","English"
"735","indiana,johnson",115209,"German","American","English"
"736","indiana,knox",39256,"American","German","English"
"737","indiana,kosciusko",74057,"German","American","English"
"738","indiana,lagrange",34909,"German","American","English"
"739","indiana,lake",484564,"German","Polish","Irish"
"740","indiana,la porte",110106,"German","Polish","American"
"741","indiana,lawrence",45922,"American","German","English"
"742","indiana,madison",133358,"American","German","English"
"743","indiana,marion",860454,"German","American","Irish"
"744","indiana,marshall",45128,"German","American","English"
"745","indiana,martin",10369,"American","German","Irish"
"746","indiana,miami",36082,"German","American","Irish"
"747","indiana,monroe",120563,"German","American","English"
"748","indiana,montgomery",37629,"German","American","English"
"749","indiana,morgan",66689,"American","German","English"
"750","indiana,newton",14566,"German","American","Irish"
"751","indiana,noble",46275,"German","American","English"
"752","indiana,ohio",5623,"German","American","English"
"753","indiana,orange",19306,"American","German","English"
"754","indiana,owen",21786,"American","German","Irish"
"755","indiana,parke",17241,"American","German","English"
"756","indiana,perry",18899,"German","American","Irish"
