"","Age","Sex","Year","Population"
"874",48,"Female",1905,0.354
"875",49,"Female",1905,0.346
"876",50,"Female",1905,0.338
"877",51,"Female",1905,0.33
"878",52,"Female",1905,0.32
"879",53,"Female",1905,0.303
"880",54,"Female",1905,0.284
"881",55,"Female",1905,0.267
"882",56,"Female",1905,0.248
"883",57,"Female",1905,0.233
"884",58,"Female",1905,0.223
"885",59,"Female",1905,0.216
"886",60,"Female",1905,0.21
"887",61,"Female",1905,0.204
"888",62,"Female",1905,0.196
"889",63,"Female",1905,0.187
"890",64,"Female",1905,0.176
"891",65,"Female",1905,0.165
"892",66,"Female",1905,0.155
"893",67,"Female",1905,0.145
"894",68,"Female",1905,0.135
"895",69,"Female",1905,0.126
"896",70,"Female",1905,0.116
"897",71,"Female",1905,0.107
"898",72,"Female",1905,0.098
"899",73,"Female",1905,0.09
"900",74,"Female",1905,0.082
"901",0,"Male",1906,1.04
"902",1,"Male",1906,1.032
"903",2,"Male",1906,1.022
"904",3,"Male",1906,1.01
"905",4,"Male",1906,0.996
"906",5,"Male",1906,0.982
"907",6,"Male",1906,0.965
"908",7,"Male",1906,0.949
"909",8,"Male",1906,0.933
"910",9,"Male",1906,0.917
"911",10,"Male",1906,0.901
"912",11,"Male",1906,0.885
"913",12,"Male",1906,0.871
"914",13,"Male",1906,0.862
"915",14,"Male",1906,0.855
"916",15,"Male",1906,0.849
"917",16,"Male",1906,0.841
"918",17,"Male",1906,0.838
"919",18,"Male",1906,0.839
"920",19,"Male",1906,0.844
"921",20,"Male",1906,0.848
"922",21,"Male",1906,0.852
"923",22,"Male",1906,0.851
"924",23,"Male",1906,0.843
"925",24,"Male",1906,0.829
"926",25,"Male",1906,0.814
"927",26,"Male",1906,0.801
"928",27,"Male",1906,0.783
"929",28,"Male",1906,0.761
"930",29,"Male",1906,0.737
"931",30,"Male",1906,0.711
"932",31,"Male",1906,0.684
"933",32,"Male",1906,0.662
"934",33,"Male",1906,0.65
"935",34,"Male",1906,0.644
"936",35,"Male",1906,0.636
"937",36,"Male",1906,0.63
"938",37,"Male",1906,0.619
"939",38,"Male",1906,0.602
"940",39,"Male",1906,0.579
"941",40,"Male",1906,0.56
"942",41,"Male",1906,0.539
"943",42,"Male",1906,0.519
"944",43,"Male",1906,0.499
"945",44,"Male",1906,0.48
"946",45,"Male",1906,0.462
"947",46,"Male",1906,0.442
"948",47,"Male",1906,0.426
"949",48,"Male",1906,0.416
"950",49,"Male",1906,0.41
"951",50,"Male",1906,0.403
"952",51,"Male",1906,0.399
"953",52,"Male",1906,0.387
"954",53,"Male",1906,0.366
"955",54,"Male",1906,0.338
"956",55,"Male",1906,0.312
"957",56,"Male",1906,0.285
"958",57,"Male",1906,0.263
"959",58,"Male",1906,0.249
"960",59,"Male",1906,0.242
"961",60,"Male",1906,0.233
"962",61,"Male",1906,0.225
"963",62,"Male",1906,0.216
"964",63,"Male",1906,0.204
"965",64,"Male",1906,0.191
"966",65,"Male",1906,0.179
"967",66,"Male",1906,0.168
"968",67,"Male",1906,0.156
"969",68,"Male",1906,0.145
"970",69,"Male",1906,0.134
"971",70,"Male",1906,0.123
"972",71,"Male",1906,0.113
"973",72,"Male",1906,0.103
"974",73,"Male",1906,0.093
"975",74,"Male",1906,0.083
"976",0,"Female",1906,1.01
"977",1,"Female",1906,1.008
"978",2,"Female",1906,1.002
"979",3,"Female",1906,0.992
"980",4,"Female",1906,0.98
"981",5,"Female",1906,0.965
"982",6,"Female",1906,0.949
"983",7,"Female",1906,0.932
"984",8,"Female",1906,0.915
"985",9,"Female",1906,0.898
"986",10,"Female",1906,0.881
"987",11,"Female",1906,0.863
"988",12,"Female",1906,0.851
"989",13,"Female",1906,0.846
"990",14,"Female",1906,0.847
"991",15,"Female",1906,0.847
"992",16,"Female",1906,0.846
"993",17,"Female",1906,0.846
"994",18,"Female",1906,0.849
"995",19,"Female",1906,0.851
"996",20,"Female",1906,0.851
"997",21,"Female",1906,0.853
"998",22,"Female",1906,0.848
"999",23,"Female",1906,0.832
"1000",24,"Female",1906,0.807
"1001",25,"Female",1906,0.782
"1002",26,"Female",1906,0.758
"1003",27,"Female",1906,0.732
"1004",28,"Female",1906,0.705
"1005",29,"Female",1906,0.68
"1006",30,"Female",1906,0.652
"1007",31,"Female",1906,0.624
"1008",32,"Female",1906,0.601
"1009",33,"Female",1906,0.589
"1010",34,"Female",1906,0.582
"1011",35,"Female",1906,0.574
"1012",36,"Female",1906,0.568
"1013",37,"Female",1906,0.558
"1014",38,"Female",1906,0.54
"1015",39,"Female",1906,0.517
"1016",40,"Female",1906,0.496
"1017",41,"Female",1906,0.474
"1018",42,"Female",1906,0.455
"1019",43,"Female",1906,0.438
"1020",44,"Female",1906,0.422
"1021",45,"Female",1906,0.405
"1022",46,"Female",1906,0.389
"1023",47,"Female",1906,0.374
"1024",48,"Female",1906,0.364
"1025",49,"Female",1906,0.355
"1026",50,"Female",1906,0.347
"1027",51,"Female",1906,0.339
"1028",52,"Female",1906,0.329
"1029",53,"Female",1906,0.311
"1030",54,"Female",1906,0.292
"1031",55,"Female",1906,0.272
"1032",56,"Female",1906,0.252
"1033",57,"Female",1906,0.236
"1034",58,"Female",1906,0.226
"1035",59,"Female",1906,0.221
"1036",60,"Female",1906,0.214
"1037",61,"Female",1906,0.208
"1038",62,"Female",1906,0.201
"1039",63,"Female",1906,0.191
"1040",64,"Female",1906,0.18
"1041",65,"Female",1906,0.17
"1042",66,"Female",1906,0.159
"1043",67,"Female",1906,0.149
"1044",68,"Female",1906,0.139
"1045",69,"Female",1906,0.129
"1046",70,"Female",1906,0.119
"1047",71,"Female",1906,0.11
"1048",72,"Female",1906,0.101
"1049",73,"Female",1906,0.092
"1050",74,"Female",1906,0.084
"1051",0,"Male",1907,1.059
"1052",1,"Male",1907,1.047
"1053",2,"Male",1907,1.035
"1054",3,"Male",1907,1.021
"1055",4,"Male",1907,1.005
"1056",5,"Male",1907,0.99
"1057",6,"Male",1907,0.973
"1058",7,"Male",1907,0.956
"1059",8,"Male",1907,0.939
"1060",9,"Male",1907,0.924
"1061",10,"Male",1907,0.908
"1062",11,"Male",1907,0.893
"1063",12,"Male",1907,0.881
"1064",13,"Male",1907,0.873
"1065",14,"Male",1907,0.867
"1066",15,"Male",1907,0.862
"1067",16,"Male",1907,0.856
"1068",17,"Male",1907,0.854
"1069",18,"Male",1907,0.857
"1070",19,"Male",1907,0.862
"1071",20,"Male",1907,0.866
"1072",21,"Male",1907,0.871
"1073",22,"Male",1907,0.871
"1074",23,"Male",1907,0.863
"1075",24,"Male",1907,0.848
"1076",25,"Male",1907,0.834
"1077",26,"Male",1907,0.82
"1078",27,"Male",1907,0.802
"1079",28,"Male",1907,0.779
"1080",29,"Male",1907,0.753
"1081",30,"Male",1907,0.727
"1082",31,"Male",1907,0.699
"1083",32,"Male",1907,0.678
"1084",33,"Male",1907,0.666
"1085",34,"Male",1907,0.66
"1086",35,"Male",1907,0.652
"1087",36,"Male",1907,0.646
"1088",37,"Male",1907,0.635
"1089",38,"Male",1907,0.617
"1090",39,"Male",1907,0.593
"1091",40,"Male",1907,0.571
"1092",41,"Male",1907,0.549
"1093",42,"Male",1907,0.528
"1094",43,"Male",1907,0.509
"1095",44,"Male",1907,0.49
"1096",45,"Male",1907,0.472
"1097",46,"Male",1907,0.452
"1098",47,"Male",1907,0.437
"1099",48,"Male",1907,0.427
"1100",49,"Male",1907,0.421
"1101",50,"Male",1907,0.415
"1102",51,"Male",1907,0.41
"1103",52,"Male",1907,0.399
"1104",53,"Male",1907,0.376
"1105",54,"Male",1907,0.348
"1106",55,"Male",1907,0.32
"1107",56,"Male",1907,0.292
"1108",57,"Male",1907,0.269
"1109",58,"Male",1907,0.256
"1110",59,"Male",1907,0.248
"1111",60,"Male",1907,0.239
"1112",61,"Male",1907,0.23
"1113",62,"Male",1907,0.221
"1114",63,"Male",1907,0.209
"1115",64,"Male",1907,0.197
"1116",65,"Male",1907,0.184
"1117",66,"Male",1907,0.172
"1118",67,"Male",1907,0.161
"1119",68,"Male",1907,0.149
"1120",69,"Male",1907,0.138
"1121",70,"Male",1907,0.127
"1122",71,"Male",1907,0.116
"1123",72,"Male",1907,0.105
"1124",73,"Male",1907,0.095
"1125",74,"Male",1907,0.085
"1126",0,"Female",1907,1.027
"1127",1,"Female",1907,1.022
"1128",2,"Female",1907,1.014
"1129",3,"Female",1907,1.002
"1130",4,"Female",1907,0.988
"1131",5,"Female",1907,0.973
"1132",6,"Female",1907,0.957
"1133",7,"Female",1907,0.94
"1134",8,"Female",1907,0.922
"1135",9,"Female",1907,0.906
"1136",10,"Female",1907,0.889
"1137",11,"Female",1907,0.872
"1138",12,"Female",1907,0.86
"1139",13,"Female",1907,0.857
"1140",14,"Female",1907,0.859
"1141",15,"Female",1907,0.859
"1142",16,"Female",1907,0.86
"1143",17,"Female",1907,0.861
"1144",18,"Female",1907,0.863
"1145",19,"Female",1907,0.866
"1146",20,"Female",1907,0.867
"1147",21,"Female",1907,0.868
"1148",22,"Female",1907,0.863
"1149",23,"Female",1907,0.846
"1150",24,"Female",1907,0.821
"1151",25,"Female",1907,0.797
"1152",26,"Female",1907,0.772
"1153",27,"Female",1907,0.746
"1154",28,"Female",1907,0.719
"1155",29,"Female",1907,0.693
"1156",30,"Female",1907,0.665
"1157",31,"Female",1907,0.636
"1158",32,"Female",1907,0.614
"1159",33,"Female",1907,0.601
"1160",34,"Female",1907,0.596
"1161",35,"Female",1907,0.588
"1162",36,"Female",1907,0.582
"1163",37,"Female",1907,0.572
"1164",38,"Female",1907,0.553
"1165",39,"Female",1907,0.529
"1166",40,"Female",1907,0.506
"1167",41,"Female",1907,0.484
"1168",42,"Female",1907,0.464
"1169",43,"Female",1907,0.446
"1170",44,"Female",1907,0.431
"1171",45,"Female",1907,0.415
"1172",46,"Female",1907,0.399
"1173",47,"Female",1907,0.385
"1174",48,"Female",1907,0.373
"1175",49,"Female",1907,0.365
"1176",50,"Female",1907,0.356
"1177",51,"Female",1907,0.349
"1178",52,"Female",1907,0.338
"1179",53,"Female",1907,0.319
"1180",54,"Female",1907,0.299
"1181",55,"Female",1907,0.278
"1182",56,"Female",1907,0.257
"1183",57,"Female",1907,0.24
"1184",58,"Female",1907,0.23
"1185",59,"Female",1907,0.225
"1186",60,"Female",1907,0.218
"1187",61,"Female",1907,0.212
"1188",62,"Female",1907,0.205
"1189",63,"Female",1907,0.195
"1190",64,"Female",1907,0.183
"1191",65,"Female",1907,0.173
"1192",66,"Female",1907,0.162
"1193",67,"Female",1907,0.152
"1194",68,"Female",1907,0.142
"1195",69,"Female",1907,0.132
"1196",70,"Female",1907,0.122
"1197",71,"Female",1907,0.113
"1198",72,"Female",1907,0.103
"1199",73,"Female",1907,0.094
"1200",74,"Female",1907,0.086
"1201",0,"Male",1908,1.08
"1202",1,"Male",1908,1.064
"1203",2,"Male",1908,1.049
"1204",3,"Male",1908,1.033
"1205",4,"Male",1908,1.016
"1206",5,"Male",1908,0.999
"1207",6,"Male",1908,0.982
"1208",7,"Male",1908,0.965
"1209",8,"Male",1908,0.949
"1210",9,"Male",1908,0.933
"1211",10,"Male",1908,0.918
"1212",11,"Male",1908,0.904
"1213",12,"Male",1908,0.893
"1214",13,"Male",1908,0.885
"1215",14,"Male",1908,0.881
"1216",15,"Male",1908,0.876
"1217",16,"Male",1908,0.872
"1218",17,"Male",1908,0.871
"1219",18,"Male",1908,0.874
"1220",19,"Male",1908,0.88
"1221",20,"Male",1908,0.886
"1222",21,"Male",1908,0.891
"1223",22,"Male",1908,0.892
"1224",23,"Male",1908,0.883
"1225",24,"Male",1908,0.869
"1226",25,"Male",1908,0.854
"1227",26,"Male",1908,0.84
"1228",27,"Male",1908,0.821
"1229",28,"Male",1908,0.798
"1230",29,"Male",1908,0.772
"1231",30,"Male",1908,0.745
"1232",31,"Male",1908,0.716
"1233",32,"Male",1908,0.694
"1234",33,"Male",1908,0.681
"1235",34,"Male",1908,0.676
"1236",35,"Male",1908,0.669
"1237",36,"Male",1908,0.663
"1238",37,"Male",1908,0.652
"1239",38,"Male",1908,0.632
"1240",39,"Male",1908,0.607
"1241",40,"Male",1908,0.583
"1242",41,"Male",1908,0.559
"1243",42,"Male",1908,0.538
"1244",43,"Male",1908,0.518
"1245",44,"Male",1908,0.501
"1246",45,"Male",1908,0.483
"1247",46,"Male",1908,0.464
"1248",47,"Male",1908,0.45
"1249",48,"Male",1908,0.44
"1250",49,"Male",1908,0.434
"1251",50,"Male",1908,0.427
"1252",51,"Male",1908,0.422
"1253",52,"Male",1908,0.411
"1254",53,"Male",1908,0.388
"1255",54,"Male",1908,0.358
"1256",55,"Male",1908,0.329
"1257",56,"Male",1908,0.301
"1258",57,"Male",1908,0.277
"1259",58,"Male",1908,0.262
"1260",59,"Male",1908,0.254
"1261",60,"Male",1908,0.245
"1262",61,"Male",1908,0.238
"1263",62,"Male",1908,0.227
"1264",63,"Male",1908,0.216
"1265",64,"Male",1908,0.202
"1266",65,"Male",1908,0.189
"1267",66,"Male",1908,0.178
"1268",67,"Male",1908,0.165
"1269",68,"Male",1908,0.153
"1270",69,"Male",1908,0.141
"1271",70,"Male",1908,0.13
"1272",71,"Male",1908,0.119
"1273",72,"Male",1908,0.107
"1274",73,"Male",1908,0.097
"1275",74,"Male",1908,0.087
"1276",0,"Female",1908,1.045
"1277",1,"Female",1908,1.038
"1278",2,"Female",1908,1.027
"1279",3,"Female",1908,1.013
"1280",4,"Female",1908,0.999
"1281",5,"Female",1908,0.982
"1282",6,"Female",1908,0.966
"1283",7,"Female",1908,0.948
"1284",8,"Female",1908,0.931
"1285",9,"Female",1908,0.914
"1286",10,"Female",1908,0.898
"1287",11,"Female",1908,0.881
"1288",12,"Female",1908,0.871
"1289",13,"Female",1908,0.868
"1290",14,"Female",1908,0.872
"1291",15,"Female",1908,0.873
"1292",16,"Female",1908,0.876
"1293",17,"Female",1908,0.878
"1294",18,"Female",1908,0.88
"1295",19,"Female",1908,0.882
"1296",20,"Female",1908,0.883
"1297",21,"Female",1908,0.884
"1298",22,"Female",1908,0.878
"1299",23,"Female",1908,0.861
"1300",24,"Female",1908,0.837
"1301",25,"Female",1908,0.812
"1302",26,"Female",1908,0.788
"1303",27,"Female",1908,0.761
"1304",28,"Female",1908,0.734
"1305",29,"Female",1908,0.708
"1306",30,"Female",1908,0.68
"1307",31,"Female",1908,0.651
"1308",32,"Female",1908,0.628
"1309",33,"Female",1908,0.616
"1310",34,"Female",1908,0.61
"1311",35,"Female",1908,0.604
"1312",36,"Female",1908,0.598
"1313",37,"Female",1908,0.587
"1314",38,"Female",1908,0.567
"1315",39,"Female",1908,0.542
"1316",40,"Female",1908,0.518
"1317",41,"Female",1908,0.494
"1318",42,"Female",1908,0.473
"1319",43,"Female",1908,0.456
"1320",44,"Female",1908,0.441
"1321",45,"Female",1908,0.426
"1322",46,"Female",1908,0.409
"1323",47,"Female",1908,0.395
"1324",48,"Female",1908,0.385
"1325",49,"Female",1908,0.376
"1326",50,"Female",1908,0.366
"1327",51,"Female",1908,0.358
"1328",52,"Female",1908,0.347
"1329",53,"Female",1908,0.329
"1330",54,"Female",1908,0.306
"1331",55,"Female",1908,0.284
"1332",56,"Female",1908,0.262
"1333",57,"Female",1908,0.244
"1334",58,"Female",1908,0.234
"1335",59,"Female",1908,0.229
"1336",60,"Female",1908,0.222
"1337",61,"Female",1908,0.217
"1338",62,"Female",1908,0.209
"1339",63,"Female",1908,0.2
"1340",64,"Female",1908,0.188
"1341",65,"Female",1908,0.177
"1342",66,"Female",1908,0.167
"1343",67,"Female",1908,0.156
"1344",68,"Female",1908,0.146
"1345",69,"Female",1908,0.135
"1346",70,"Female",1908,0.125
"1347",71,"Female",1908,0.115
"1348",72,"Female",1908,0.106
"1349",73,"Female",1908,0.096
"1350",74,"Female",1908,0.087
"1351",0,"Male",1909,1.099
"1352",1,"Male",1909,1.081
"1353",2,"Male",1909,1.064
"1354",3,"Male",1909,1.046
"1355",4,"Male",1909,1.027
"1356",5,"Male",1909,1.01
"1357",6,"Male",1909,0.992
"1358",7,"Male",1909,0.975
"1359",8,"Male",1909,0.958
"1360",9,"Male",1909,0.944
"1361",10,"Male",1909,0.93
"1362",11,"Male",1909,0.916
"1363",12,"Male",1909,0.906
"1364",13,"Male",1909,0.899
"1365",14,"Male",1909,0.896
"1366",15,"Male",1909,0.891
"1367",16,"Male",1909,0.888
"1368",17,"Male",1909,0.887
"1369",18,"Male",1909,0.892
"1370",19,"Male",1909,0.9
"1371",20,"Male",1909,0.905
"1372",21,"Male",1909,0.911
"1373",22,"Male",1909,0.912
"1374",23,"Male",1909,0.904
"1375",24,"Male",1909,0.889
"1376",25,"Male",1909,0.874
"1377",26,"Male",1909,0.86
"1378",27,"Male",1909,0.841
"1379",28,"Male",1909,0.818
"1380",29,"Male",1909,0.791
"1381",30,"Male",1909,0.763
"1382",31,"Male",1909,0.733
"1383",32,"Male",1909,0.711
"1384",33,"Male",1909,0.699
"1385",34,"Male",1909,0.694
"1386",35,"Male",1909,0.687
"1387",36,"Male",1909,0.681
"1388",37,"Male",1909,0.671
"1389",38,"Male",1909,0.649
"1390",39,"Male",1909,0.622
"1391",40,"Male",1909,0.596
"1392",41,"Male",1909,0.57
"1393",42,"Male",1909,0.547
"1394",43,"Male",1909,0.528
"1395",44,"Male",1909,0.512
"1396",45,"Male",1909,0.494
"1397",46,"Male",1909,0.476
"1398",47,"Male",1909,0.463
"1399",48,"Male",1909,0.453
"1400",49,"Male",1909,0.447
"1401",50,"Male",1909,0.44
"1402",51,"Male",1909,0.436
"1403",52,"Male",1909,0.424
"1404",53,"Male",1909,0.4
"1405",54,"Male",1909,0.368
"1406",55,"Male",1909,0.339
"1407",56,"Male",1909,0.308
"1408",57,"Male",1909,0.284
"1409",58,"Male",1909,0.269
"1410",59,"Male",1909,0.262
"1411",60,"Male",1909,0.253
"1412",61,"Male",1909,0.244
"1413",62,"Male",1909,0.235
"1414",63,"Male",1909,0.222
"1415",64,"Male",1909,0.208
"1416",65,"Male",1909,0.194
"1417",66,"Male",1909,0.182
"1418",67,"Male",1909,0.169
"1419",68,"Male",1909,0.158
"1420",69,"Male",1909,0.145
"1421",70,"Male",1909,0.133
"1422",71,"Male",1909,0.121
"1423",72,"Male",1909,0.11
"1424",73,"Male",1909,0.099
"1425",74,"Male",1909,0.089
"1426",0,"Female",1909,1.063
"1427",1,"Female",1909,1.053
"1428",2,"Female",1909,1.04
"1429",3,"Female",1909,1.026
"1430",4,"Female",1909,1.01
"1431",5,"Female",1909,0.992
"1432",6,"Female",1909,0.975
"1433",7,"Female",1909,0.958
"1434",8,"Female",1909,0.941
"1435",9,"Female",1909,0.925
"1436",10,"Female",1909,0.909
"1437",11,"Female",1909,0.893
"1438",12,"Female",1909,0.883
"1439",13,"Female",1909,0.882
"1440",14,"Female",1909,0.886
"1441",15,"Female",1909,0.889
"1442",16,"Female",1909,0.891
"1443",17,"Female",1909,0.895
"1444",18,"Female",1909,0.897
"1445",19,"Female",1909,0.898
"1446",20,"Female",1909,0.899
"1447",21,"Female",1909,0.9
"1448",22,"Female",1909,0.894
"1449",23,"Female",1909,0.877
"1450",24,"Female",1909,0.852
"1451",25,"Female",1909,0.828
"1452",26,"Female",1909,0.803
"1453",27,"Female",1909,0.777
"1454",28,"Female",1909,0.749
"1455",29,"Female",1909,0.722
"1456",30,"Female",1909,0.695
"1457",31,"Female",1909,0.666
"1458",32,"Female",1909,0.643
"1459",33,"Female",1909,0.631
"1460",34,"Female",1909,0.625
"1461",35,"Female",1909,0.618
"1462",36,"Female",1909,0.614
"1463",37,"Female",1909,0.602
"1464",38,"Female",1909,0.582
"1465",39,"Female",1909,0.555
"1466",40,"Female",1909,0.531
"1467",41,"Female",1909,0.505
"1468",42,"Female",1909,0.483
"1469",43,"Female",1909,0.466
"1470",44,"Female",1909,0.452
"1471",45,"Female",1909,0.436
"1472",46,"Female",1909,0.421
"1473",47,"Female",1909,0.407
"1474",48,"Female",1909,0.397
"1475",49,"Female",1909,0.387
"1476",50,"Female",1909,0.378
"1477",51,"Female",1909,0.369
"1478",52,"Female",1909,0.357
"1479",53,"Female",1909,0.337
"1480",54,"Female",1909,0.314
"1481",55,"Female",1909,0.291
"1482",56,"Female",1909,0.267
"1483",57,"Female",1909,0.249
"1484",58,"Female",1909,0.239
"1485",59,"Female",1909,0.233
"1486",60,"Female",1909,0.227
"1487",61,"Female",1909,0.222
"1488",62,"Female",1909,0.215
"1489",63,"Female",1909,0.204
"1490",64,"Female",1909,0.193
"1491",65,"Female",1909,0.182
"1492",66,"Female",1909,0.171
"1493",67,"Female",1909,0.16
"1494",68,"Female",1909,0.149
"1495",69,"Female",1909,0.139
"1496",70,"Female",1909,0.128
"1497",71,"Female",1909,0.118
"1498",72,"Female",1909,0.108
"1499",73,"Female",1909,0.099
"1500",74,"Female",1909,0.09
"1501",0,"Male",1910,1.12
"1502",1,"Male",1910,1.099
"1503",2,"Male",1910,1.08
"1504",3,"Male",1910,1.061
"1505",4,"Male",1910,1.041
"1506",5,"Male",1910,1.023
"1507",6,"Male",1910,1.005
"1508",7,"Male",1910,0.988
"1509",8,"Male",1910,0.972
"1510",9,"Male",1910,0.958
"1511",10,"Male",1910,0.944
"1512",11,"Male",1910,0.931
"1513",12,"Male",1910,0.921
"1514",13,"Male",1910,0.914
"1515",14,"Male",1910,0.911
"1516",15,"Male",1910,0.907
"1517",16,"Male",1910,0.905
"1518",17,"Male",1910,0.904
"1519",18,"Male",1910,0.91
"1520",19,"Male",1910,0.917
"1521",20,"Male",1910,0.923
"1522",21,"Male",1910,0.929
"1523",22,"Male",1910,0.931
"1524",23,"Male",1910,0.922
"1525",24,"Male",1910,0.908
"1526",25,"Male",1910,0.893
"1527",26,"Male",1910,0.879
"1528",27,"Male",1910,0.861
"1529",28,"Male",1910,0.837
"1530",29,"Male",1910,0.81
"1531",30,"Male",1910,0.782
"1532",31,"Male",1910,0.752
"1533",32,"Male",1910,0.728
"1534",33,"Male",1910,0.717
"1535",34,"Male",1910,0.712
"1536",35,"Male",1910,0.706
"1537",36,"Male",1910,0.701
"1538",37,"Male",1910,0.689
"1539",38,"Male",1910,0.666
"1540",39,"Male",1910,0.637
"1541",40,"Male",1910,0.61
"1542",41,"Male",1910,0.582
"1543",42,"Male",1910,0.558
"1544",43,"Male",1910,0.539
"1545",44,"Male",1910,0.523
"1546",45,"Male",1910,0.508
"1547",46,"Male",1910,0.491
"1548",47,"Male",1910,0.477
"1549",48,"Male",1910,0.469
"1550",49,"Male",1910,0.462
"1551",50,"Male",1910,0.454
"1552",51,"Male",1910,0.45
"1553",52,"Male",1910,0.437
"1554",53,"Male",1910,0.412
"1555",54,"Male",1910,0.38
"1556",55,"Male",1910,0.349
"1557",56,"Male",1910,0.317
"1558",57,"Male",1910,0.292
"1559",58,"Male",1910,0.277
"1560",59,"Male",1910,0.269
"1561",60,"Male",1910,0.26
"1562",61,"Male",1910,0.252
"1563",62,"Male",1910,0.243
"1564",63,"Male",1910,0.229
"1565",64,"Male",1910,0.214
"1566",65,"Male",1910,0.201
"1567",66,"Male",1910,0.187
"1568",67,"Male",1910,0.174
"1569",68,"Male",1910,0.162
"1570",69,"Male",1910,0.148
"1571",70,"Male",1910,0.136
"1572",71,"Male",1910,0.124
"1573",72,"Male",1910,0.113
"1574",73,"Male",1910,0.102
"1575",74,"Male",1910,0.092
"1576",0,"Female",1910,1.083
"1577",1,"Female",1910,1.069
"1578",2,"Female",1910,1.055
"1579",3,"Female",1910,1.04
"1580",4,"Female",1910,1.023
"1581",5,"Female",1910,1.006
"1582",6,"Female",1910,0.988
"1583",7,"Female",1910,0.971
"1584",8,"Female",1910,0.954
"1585",9,"Female",1910,0.938
"1586",10,"Female",1910,0.923
"1587",11,"Female",1910,0.908
"1588",12,"Female",1910,0.897
"1589",13,"Female",1910,0.897
"1590",14,"Female",1910,0.901
"1591",15,"Female",1910,0.905
"1592",16,"Female",1910,0.908
"1593",17,"Female",1910,0.911
"1594",18,"Female",1910,0.913
"1595",19,"Female",1910,0.915
"1596",20,"Female",1910,0.916
"1597",21,"Female",1910,0.917
"1598",22,"Female",1910,0.91
"1599",23,"Female",1910,0.893
"1600",24,"Female",1910,0.868
"1601",25,"Female",1910,0.844
"1602",26,"Female",1910,0.82
"1603",27,"Female",1910,0.794
"1604",28,"Female",1910,0.766
