"","rate.male","LCL95.male","UCL95.male","rate.female","LCL95.female","UCL95.female","state","county"
"florida,liberty",294.1,203.4,418.9,181.2,119.1,266.3,"Florida","Liberty County"
"florida,jefferson",293.1,236.9,360.1,172.3,133.9,220.5,"Florida","Jefferson County"
"florida,clay",291.4,269.9,314.4,182.4,168.3,197.4,"Florida","Clay County"
"florida,lafayette",290.7,199.6,423.7,165.2,110.7,241.2,"Florida","Lafayette County"
"florida,bradford",289.8,245.6,340.8,159.4,131.7,192.2,"Florida","Bradford County"
"florida,duval",287.5,278.2,296.9,184.2,178.3,190.2,"Florida","Duval County"
"florida,madison",287,238.9,342.8,149.8,119.6,186.7,"Florida","Madison County"
"florida,escambia",279.4,266.3,293,170.1,161.6,179,"Florida","Escambia County"
"florida,calhoun",279.3,219.9,350.9,150.4,113.3,197.8,"Florida","Calhoun County"
"florida,walton",279.1,248.4,313.3,135.6,116.5,157.5,"Florida","Walton County"
"florida,wakulla",274,226.9,329.4,144.3,114,180.9,"Florida","Wakulla County"
"florida,nassau",272.9,243.2,306.2,170.3,150.8,191.9,"Florida","Nassau County"
"florida,washington",271.2,229.7,318.6,155.4,127,190,"Florida","Washington County"
"florida,bay",269.5,251.7,288.4,168.6,156.6,181.3,"Florida","Bay County"
"florida,alachua",262.3,245.5,280.2,165.9,154.8,177.6,"Florida","Alachua County"
"florida,leon",261.9,244.5,280.4,173.1,161.8,185,"Florida","Leon County"
"florida,okeechobee",260,229,294.7,162.8,138.9,190.3,"Florida","Okeechobee County"
"florida,hernando",259.6,246,274,167.2,156.8,178.5,"Florida","Hernando County"
"florida,jackson",258.6,229.3,291,149.9,130.6,171.8,"Florida","Jackson County"
"florida,levy",256.9,226.8,290.6,180.7,156.9,207.8,"Florida","Levy County"
"florida,marion",256.4,246.1,267.2,170.4,162.6,178.7,"Florida","Marion County"
"florida,hillsborough",255.3,248.3,262.4,165,160.3,169.9,"Florida","Hillsborough County"
"florida,gulf",253.8,204.7,313.2,176.7,138.6,225,"Florida","Gulf County"
"florida,santa rosa",250.9,229.9,273.8,162.7,148.5,178,"Florida","Santa Rosa County"
"florida,okaloosa",250.2,232.8,268.9,182.1,169.7,195.2,"Florida","Okaloosa County"
"florida,pasco",248.4,239.9,257.3,162.2,155.7,168.9,"Florida","Pasco County"
"florida,volusia",248.3,240.3,256.5,165.4,159.5,171.6,"Florida","Volusia County"
"florida,gilchrist",248.2,197.7,310.6,166.4,129.7,212,"Florida","Gilchrist County"
"florida,citrus",248.1,234.4,262.9,161,150.5,172.7,"Florida","Citrus County"
"florida,polk",246.7,238.5,255.2,155.9,149.9,162.1,"Florida","Polk County"
"florida,franklin",245.5,192,312.1,216.1,169,275.8,"Florida","Franklin County"
"florida,brevard",243.1,235.2,251.2,167.4,161.5,173.5,"Florida","Brevard County"
"florida,orange",242.7,234.8,250.9,161.6,156.3,167.1,"Florida","Orange County"
"florida,st lucie",241.2,229.5,253.4,160.7,151.7,170.2,"Florida","St. Lucie County"
"florida,seminole",239.3,227.4,251.8,154,146.2,162.2,"Florida","Seminole County"
"florida,monroe",237.5,217.4,259.4,160.7,144.7,178.4,"Florida","Monroe County"
"florida,sumter",234.3,212.9,258.1,146.9,131.1,165,"Florida","Sumter County"
"florida,lake",233.9,223.5,244.9,146,138.4,154.1,"Florida","Lake County"
"florida,flagler",233.3,212.5,256.4,152.5,136.9,170.5,"Florida","Flagler County"
"florida,pinellas",230.4,225,235.9,154.7,150.8,158.8,"Florida","Pinellas County"
"florida,hendry",226.1,191.9,265.7,156.6,129.3,188.2,"Florida","Hendry County"
"florida,st johns",225.7,209.8,242.7,159.5,147.7,172.1,"Florida","St. Johns County"
"florida,osceola",223.8,208.2,240.3,162.5,151.1,174.5,"Florida","Osceola County"
"florida,holmes",221.2,179.7,270.4,155.2,124.7,192.4,"Florida","Holmes County"
"florida,broward",218.7,214.3,223.3,155.2,151.9,158.6,"Florida","Broward County"
"florida,hardee",215.2,180.1,256.2,125.9,100.7,156.3,"Florida","Hardee County"
"florida,indian river",214.8,201.4,229.2,160.5,149.6,172.4,"Florida","Indian River County"
"florida,glades",213,165.9,271.6,147.8,109.9,199.6,"Florida","Glades County"
"florida,manatee",211.4,202.2,221,152.5,145.2,160.2,"Florida","Manatee County"
"florida,lee",210.7,203.7,217.9,143.1,137.7,148.7,"Florida","Lee County"
"florida,highlands",210.1,195.4,226.2,137.1,125.3,150.2,"Florida","Highlands County"
"florida,miami-dade",209.4,205.3,213.5,135.5,132.8,138.3,"Florida","Miami-Dade County"
"florida,charlotte",207.4,196.2,219.4,134.9,126.5,144.2,"Florida","Charlotte County"
"florida,sarasota",205,197.4,213,144.1,138.2,150.5,"Florida","Sarasota County"
"florida,palm beach",202,197.6,206.6,148.5,145,152.1,"Florida","Palm Beach County"
"florida,de soto",200.8,172.8,232.4,128.3,106.1,155,"Florida","DeSoto County"
"florida,martin",197.9,186.1,210.5,147.3,137.4,158.3,"Florida","Martin County"
"florida,collier",169.7,161.4,178.4,122.9,116.2,130.1,"Florida","Collier County"
"georgia,webster",437.2,281.5,653.3,NA,NA,NA,"Georgia","Webster County"
"georgia,talbot",411.1,310.9,536.5,175.5,121.5,248.2,"Georgia","Talbot County"
"georgia,baker",407.8,277.9,587.1,132.2,75.7,219.1,"Georgia","Baker County"
"georgia,clay",403.5,278.9,577,182.1,118.1,288.1,"Georgia","Clay County"
"georgia,wilkinson",400.4,317.4,502,135.7,97.6,184.9,"Georgia","Wilkinson County"
"georgia,terrell",398.1,318.7,493.7,236.8,187.6,296.6,"Georgia","Terrell County"
"georgia,bleckley",394.5,316.1,490.1,167.5,128.1,216.7,"Georgia","Bleckley County"
"georgia,mitchell",392.1,330.6,464,160.7,131.4,195.2,"Georgia","Mitchell County"
"georgia,ben hill",386.3,323.9,458.1,205.8,169,249.3,"Georgia","Ben Hill County"
"georgia,randolph",383.2,292.5,497.2,169,122.8,230.8,"Georgia","Randolph County"
"georgia,lincoln",373.9,278.7,512.5,197.9,146.9,264.3,"Georgia","Lincoln County"
"georgia,peach",371,309.4,444.1,198.4,163.5,238.7,"Georgia","Peach County"
"georgia,clinch",369.2,275.2,496.4,161.8,108.3,234,"Georgia","Clinch County"
"georgia,mcduffie",367,307.6,436.1,172.9,141.4,209.6,"Georgia","McDuffie County"
"georgia,toombs",362.1,309.8,422.2,150.5,123.8,181.7,"Georgia","Toombs County"
"georgia,seminole",358.8,275,464.4,174.4,131.1,230.2,"Georgia","Seminole County"
"georgia,jenkins",358.1,274.5,461.9,104.3,69,153.5,"Georgia","Jenkins County"
"georgia,burke",348.9,289.7,419,147.1,116.9,182.8,"Georgia","Burke County"
"georgia,emanuel",346.8,294.1,407.1,140.8,113.6,173.5,"Georgia","Emanuel County"
"georgia,decatur",344.3,295.6,399.7,166.8,140,197.7,"Georgia","Decatur County"
"georgia,schley",344,210.1,545,172.3,101,279.4,"Georgia","Schley County"
"georgia,twiggs",338.8,257.3,443.6,149.9,108,203.2,"Georgia","Twiggs County"
"georgia,echols",337.9,186,577.3,NA,NA,NA,"Georgia","Echols County"
"georgia,pulaski",335.6,251.9,442.1,205.1,157.7,264.7,"Georgia","Pulaski County"
"georgia,hancock",334,254.3,434.3,143.5,101.7,199,"Georgia","Hancock County"
"georgia,warren",333.1,247.5,442.7,178.4,126.4,248.2,"Georgia","Warren County"
"georgia,dade",332.8,267.2,414.1,182,142.9,229.9,"Georgia","Dade County"
"georgia,tattnall",332.6,278.9,395,183.9,149.6,224.6,"Georgia","Tattnall County"
"georgia,walker",329.6,299.1,363,187.9,169.1,208.4,"Georgia","Walker County"
"georgia,jefferson",324.8,266.7,393.5,165.9,133.3,205.1,"Georgia","Jefferson County"
"georgia,evans",321,248.2,409.3,175.8,132.1,230.3,"Georgia","Evans County"
"georgia,stephens",319.3,275.1,369.5,168.8,141.8,200.4,"Georgia","Stephens County"
"georgia,turner",318.2,240.4,414.9,165.2,120.5,223,"Georgia","Turner County"
"georgia,richmond",316.7,297.3,337.3,178.2,166.9,190.2,"Georgia","Richmond County"
"georgia,murray",316.1,267.9,372.6,171.9,143.7,204.4,"Georgia","Murray County"
"georgia,dougherty",314.2,287.4,343.2,172.4,157,189,"Georgia","Dougherty County"
"georgia,thomas",314,278.2,353.6,175.2,153.8,199.2,"Georgia","Thomas County"
"georgia,bacon",313.5,237.4,413,185.7,139.2,244.3,"Georgia","Bacon County"
"georgia,wilkes",313.3,249.6,389.9,166.3,127.5,216.1,"Georgia","Wilkes County"
"georgia,telfair",312.9,245.9,395.1,179.7,138.2,232,"Georgia","Telfair County"
"georgia,calhoun",312.3,215.2,441.9,124.8,78.8,194.1,"Georgia","Calhoun County"
"georgia,dodge",310.4,255.6,375.1,167.6,135.2,206.2,"Georgia","Dodge County"
"georgia,quitman",309.5,193.6,485.1,NA,NA,NA,"Georgia","Quitman County"
"georgia,washington",307.4,255.6,367.3,152.4,123.4,186.9,"Georgia","Washington County"
"georgia,lanier",307.1,218,432.8,167.8,112.8,241.8,"Georgia","Lanier County"
"georgia,brantley",302.8,237.1,385.3,164.3,124.2,214.3,"Georgia","Brantley County"
"georgia,butts",299.7,243.4,367.8,163.5,129.9,203.6,"Georgia","Butts County"
"georgia,coffee",299.7,255.6,350.6,148.7,124.9,175.8,"Georgia","Coffee County"
"georgia,pierce",298.5,237.6,373.4,185.6,147.2,231.6,"Georgia","Pierce County"
"georgia,bibb",298.3,278.5,319.3,157.3,146.1,169.3,"Georgia","Bibb County"
"georgia,crisp",297.6,248,355.5,158.2,129.2,192.3,"Georgia","Crisp County"
"georgia,jeff davis",297.2,233.4,375.1,175.7,133.9,227.2,"Georgia","Jeff Davis County"
"georgia,brooks",296.1,243.3,357.6,136.7,106.9,173.4,"Georgia","Brooks County"
"georgia,haralson",296,249.7,350.3,160.7,133.7,192.1,"Georgia","Haralson County"
"georgia,polk",295.4,257.5,338.2,197.5,172.4,225.5,"Georgia","Polk County"
"georgia,berrien",294.2,238.5,361.1,183.2,146.3,227.3,"Georgia","Berrien County"
"georgia,muscogee",293.8,274.8,314.1,172,160.8,183.7,"Georgia","Muscogee County"
"georgia,crawford",293.2,215.1,396.1,198.4,149.3,260,"Georgia","Crawford County"
"georgia,greene",292.4,235.7,361.3,158.3,125.1,199.4,"Georgia","Greene County"
"georgia,effingham",291.9,246.9,344.8,149.6,124,179.3,"Georgia","Effingham County"
"georgia,grady",291.9,246.1,344.5,163.6,135.4,196.5,"Georgia","Grady County"
"georgia,jasper",291.5,222.9,379.5,139.9,101.7,188.7,"Georgia","Jasper County"
"georgia,cook",291.4,233.4,361.7,154.2,120.6,195.3,"Georgia","Cook County"
"georgia,bartow",289.5,259.4,322.9,175.9,157,196.4,"Georgia","Bartow County"
"georgia,sumter",288.6,246.4,336.2,153.7,129.6,181.3,"Georgia","Sumter County"
"georgia,jackson",288.4,250.5,331.2,181.8,157.4,209.1,"Georgia","Jackson County"
"georgia,colquitt",288.1,252.3,328.2,160.6,138.8,185.1,"Georgia","Colquitt County"
"georgia,ware",286.7,250.4,327.6,166,143.3,191.8,"Georgia","Ware County"
"georgia,newton",286.1,253.7,322.5,154.6,135.8,175.4,"Georgia","Newton County"
"georgia,elbert",285.4,237.5,341.1,148.2,120.5,181.2,"Georgia","Elbert County"
"georgia,chattooga",284.9,241.6,334.7,160.9,134.1,192.4,"Georgia","Chattooga County"
"georgia,liberty",284.8,236.2,344.2,202.4,169,241.2,"Georgia","Liberty County"
"georgia,long",284.1,181.4,450.6,232.7,162.8,327.1,"Georgia","Long County"
"georgia,barrow",283.3,244.2,328,148.7,126.5,173.8,"Georgia","Barrow County"
"georgia,atkinson",282.3,191.6,406.2,139.5,88.7,211.6,"Georgia","Atkinson County"
"georgia,dooly",282.2,213.9,366.9,152.1,111.2,204.3,"Georgia","Dooly County"
"georgia,paulding",281.6,245.2,323.5,181.5,158.7,207,"Georgia","Paulding County"
"georgia,lowndes",281.3,253,312.4,187.3,168.9,207.1,"Georgia","Lowndes County"
"georgia,irwin",280.8,213.2,364.8,144.1,104.7,195.6,"Georgia","Irwin County"
"georgia,wilcox",280.3,210.6,369.8,184.9,134.6,251,"Georgia","Wilcox County"
"georgia,glynn",278.5,253.1,306.1,172.2,155.4,190.7,"Georgia","Glynn County"
"georgia,carroll",278.3,251,308.3,182.1,164.7,201,"Georgia","Carroll County"
"georgia,spalding",277.3,246.2,311.9,186.9,166.6,209.1,"Georgia","Spalding County"
"georgia,houston",276.7,250.1,306.2,158.4,143.2,174.9,"Georgia","Houston County"
"georgia,johnson",276.1,206.9,364.3,125.9,88.6,177,"Georgia","Johnson County"
"georgia,taylor",275.8,206,365.1,178.9,131.5,239.6,"Georgia","Taylor County"
"georgia,treutlen",274.1,197,379.4,138.2,90,205.8,"Georgia","Treutlen County"
"georgia,camden",273.2,220.8,337,147.3,118.1,182.1,"Georgia","Camden County"
"georgia,macon",272.2,214.4,342.9,163.5,126.1,209.8,"Georgia","Macon County"
"georgia,candler",272,209.2,349.2,185.4,138,245.7,"Georgia","Candler County"
"georgia,troup",271.8,241.7,305.2,182.2,162.6,203.7,"Georgia","Troup County"
"georgia,upson",270.2,230,316.5,191.5,164,222.9,"Georgia","Upson County"
"georgia,baldwin",268.5,232.2,310,170.6,146.6,197.7,"Georgia","Baldwin County"
"georgia,fulton",268,258.2,278.2,177.4,171.2,183.8,"Georgia","Fulton County"
"georgia,catoosa",267.8,235.9,303.7,152,133.1,173.1,"Georgia","Catoosa County"
"georgia,gordon",267.7,231.1,309.8,164.8,142.3,190,"Georgia","Gordon County"
"georgia,hart",267.7,227.3,314.6,161.2,134.2,193,"Georgia","Hart County"
"georgia,whitfield",267.3,240.1,297.4,172.2,154.9,190.9,"Georgia","Whitfield County"
"georgia,heard",266.6,199.7,352.4,165.3,121.3,220.8,"Georgia","Heard County"
"georgia,columbia",266.4,237.3,298.8,165.3,147.4,184.8,"Georgia","Columbia County"
"georgia,pike",266.4,206.9,341.3,155.4,117,203.2,"Georgia","Pike County"
"georgia,worth",266.4,219.8,321,149.1,120.2,183.3,"Georgia","Worth County"
"georgia,tift",266,229.2,307.9,147.2,125.1,172.4,"Georgia","Tift County"
"georgia,miller",265.8,191.9,361.8,164.2,113.7,234.5,"Georgia","Miller County"
"georgia,madison",265.6,219,321,193.2,161.6,229.3,"Georgia","Madison County"
"georgia,bryan",265.4,210.2,333.2,198.3,158.7,245.4,"Georgia","Bryan County"
"georgia,lee",265,206.2,340.7,125.3,93.7,164.7,"Georgia","Lee County"
"georgia,charlton",263.8,192.3,358,144.4,101,201.2,"Georgia","Charlton County"
"georgia,rockdale",263.5,232.5,298.5,175.3,155.2,197.2,"Georgia","Rockdale County"
"georgia,coweta",261.1,233.5,291.9,173.2,155.2,192.7,"Georgia","Coweta County"
"georgia,meriwether",260.8,215.9,314.3,136.5,110.3,167.6,"Georgia","Meriwether County"
"georgia,chatham",259.3,244.8,274.6,175.9,166,186.2,"Georgia","Chatham County"
"georgia,clarke",258.9,232.1,288.3,158,141,176.6,"Georgia","Clarke County"
"georgia,gilmer",258.8,213.1,313.9,175.9,145.4,211.5,"Georgia","Gilmer County"
"georgia,white",258,214,310.6,153.7,124.6,188.5,"Georgia","White County"
"georgia,fannin",256.2,217.3,301.2,177.1,148.1,212,"Georgia","Fannin County"
"georgia,appling",256.1,205,318.8,156.7,123.4,196.8,"Georgia","Appling County"
"georgia,harris",255,208.1,311.1,157,128.3,191.1,"Georgia","Harris County"
"georgia,wayne",254.2,208.7,307.9,156.2,128.1,189,"Georgia","Wayne County"
"georgia,floyd",253.6,231.4,277.9,175.2,160.2,191.4,"Georgia","Floyd County"
"georgia,henry",253.2,228.3,280.8,173.7,157.4,191.2,"Georgia","Henry County"
"georgia,jones",252.7,204,312.9,157.5,128,192.1,"Georgia","Jones County"
"georgia,screven",251.7,200.7,313.6,213,173.5,260,"Georgia","Screven County"
"georgia,habersham",251.6,218.1,289.6,159.2,136.4,185.2,"Georgia","Habersham County"
"georgia,lumpkin",250.7,202.7,308.6,177.1,142.2,218.5,"Georgia","Lumpkin County"
"georgia,morgan",249.8,195.7,317.7,143.4,110.7,183.5,"Georgia","Morgan County"
"georgia,forsyth",248.9,220.1,281.2,139.8,123.2,158.1,"Georgia","Forsyth County"
"georgia,laurens",248,217.5,281.9,134.9,116,156.1,"Georgia","Laurens County"
"georgia,montgomery",247,169.2,354.9,184.7,131.1,253.8,"Georgia","Montgomery County"
"georgia,monroe",244,196.7,301.6,160.7,129.5,197.6,"Georgia","Monroe County"
"georgia,early",242.6,189.3,307.4,142.6,107.9,186.7,"Georgia","Early County"
"georgia,clayton",241.7,222.3,262.8,171.4,158.5,185.2,"Georgia","Clayton County"
"georgia,mcintosh",239.2,181.8,313.1,187.9,141.3,246.4,"Georgia","McIntosh County"
"georgia,oglethorpe",237,183.1,305.6,170.5,130.1,220.5,"Georgia","Oglethorpe County"
"georgia,douglas",236.3,209.5,266.8,175.8,157.1,196.2,"Georgia","Douglas County"
"georgia,marion",236.3,155.1,352,193.3,133.9,272.1,"Georgia","Marion County"
"georgia,stewart",235.7,160.8,338.3,168.1,113.5,245.9,"Georgia","Stewart County"
"georgia,franklin",235.6,193.5,285.8,173.9,143.3,210,"Georgia","Franklin County"
"georgia,hall",235.2,214.7,257.5,152.2,139,166.3,"Georgia","Hall County"
"georgia,lamar",232.6,181.8,294.7,196.6,157.7,242.9,"Georgia","Lamar County"
"georgia,dawson",230.6,177.9,302.6,179.8,135.4,237.1,"Georgia","Dawson County"
"georgia,union",230.5,193.1,274.8,147.8,119.7,183,"Georgia","Union County"
"georgia,putnam",230.3,185,287.5,144.7,114.6,181.3,"Georgia","Putnam County"
"georgia,bulloch",228.8,197.1,264.7,139.7,119.4,162.7,"Georgia","Bulloch County"
"georgia,oconee",228.7,182.9,285.1,138,109.5,172.2,"Georgia","Oconee County"
"georgia,cherokee",228.4,205.3,254.1,171,155.3,187.9,"Georgia","Cherokee County"
"georgia,gwinnett",225.7,212.5,239.7,148.5,140.5,156.8,"Georgia","Gwinnett County"
"georgia,cobb",225.4,214.3,237.1,152.9,145.8,160.3,"Georgia","Cobb County"
"georgia,towns",223.5,176.5,284.3,128.5,96.7,175,"Georgia","Towns County"
"georgia,rabun",223.2,179.5,275.6,163.2,131.2,203.4,"Georgia","Rabun County"
"georgia,de kalb",217.5,207.6,227.8,152.8,146.4,159.4,"Georgia","DeKalb County"
"georgia,banks",213.5,161.8,280.5,110.8,79,152,"Georgia","Banks County"
"georgia,wheeler",212.5,138.2,320.5,118.9,70.9,192.1,"Georgia","Wheeler County"
"georgia,walton",211.5,183.9,242.9,168.3,148.3,190.4,"Georgia","Walton County"
"georgia,chattahoochee",206.8,115.5,556.1,344,137.6,786.8,"Georgia","Chattahoochee County"
"georgia,pickens",203,165.3,249.4,169.6,140.4,203.6,"Georgia","Pickens County"
"georgia,fayette",202.8,179.4,229.1,149.2,133.4,166.6,"Georgia","Fayette County"
"idaho,washington",274.1,216.9,345,166.9,125.5,222,"Idaho","Washington County"
"idaho,shoshone",264.5,215.9,322.9,200.8,163.5,247.4,"Idaho","Shoshone County"
"idaho,bonner",261.5,228.6,298.4,167.1,143.6,194.1,"Idaho","Bonner County"
"idaho,lemhi",255.9,196.1,337.9,178.7,132,246.1,"Idaho","Lemhi County"
"idaho,clearwater",252.2,191.7,328.9,140.8,100.9,200.7,"Idaho","Clearwater County"
"idaho,boundary",248,188.8,322.3,166.4,121,226.8,"Idaho","Boundary County"
"idaho,valley",237.9,174.4,326.2,164.5,115.9,238.4,"Idaho","Valley County"
"idaho,gem",237.2,193.1,289.6,183.7,147.8,227.4,"Idaho","Gem County"
"idaho,bingham",236.6,202.8,275,119.8,98.8,144,"Idaho","Bingham County"
"idaho,jefferson",236.4,185.9,297.5,137.5,104,178.7,"Idaho","Jefferson County"
"idaho,nez perce",231.1,202.9,262.4,173.9,151.4,199.4,"Idaho","Nez Perce County"
"idaho,cassia",228.9,187.8,276.9,136.1,107.3,171.2,"Idaho","Cassia County"
"idaho,elmore",228.1,181.1,286,155.4,121.8,195.8,"Idaho","Elmore County"
"idaho,ada",224.7,211.4,238.6,157.9,148.6,167.6,"Idaho","Ada County"
"idaho,adams",223.4,142.4,368,NA,NA,NA,"Idaho","Adams County"
"idaho,bannock",221.3,196.7,248.5,157.4,139.4,177.2,"Idaho","Bannock County"
"idaho,benewah",220.1,163.5,293.9,180.4,133,242.7,"Idaho","Benewah County"
"idaho,twin falls",216.8,194.1,241.4,148.3,131.5,166.9,"Idaho","Twin Falls County"
"idaho,canyon",214.4,196.9,233.1,138.5,126.2,151.7,"Idaho","Canyon County"
"idaho,kootenai",213.5,195.4,232.8,177.2,162.7,192.7,"Idaho","Kootenai County"
"idaho,payette",212,173.1,257.3,168.6,136.8,206.5,"Idaho","Payette County"
"idaho,latah",211,176.3,251.1,133.5,108.7,162.6,"Idaho","Latah County"
"idaho,fremont",210.7,158.2,276.2,136.6,97.7,187.4,"Idaho","Fremont County"
"idaho,butte",205.3,120.7,345.2,NA,NA,NA,"Idaho","Butte County"
"idaho,minidoka",202.2,163,248.7,147.4,116.4,185.1,"Idaho","Minidoka County"
"idaho,idaho",201.1,162.6,248.5,149.5,118.4,191.1,"Idaho","Idaho County"
"idaho,caribou",198.2,134.6,283.7,91.9,54.6,149.4,"Idaho","Caribou County"
"idaho,owyhee",195.1,143.1,261.9,127.1,88.9,178,"Idaho","Owyhee County"
"idaho,bonneville",195,172.8,219.7,125.3,110.2,142,"Idaho","Bonneville County"
"idaho,oneida",194.3,121.4,305.3,114.8,64.1,202.7,"Idaho","Oneida County"
"idaho,custer",192.8,120.1,308.6,154.9,93.1,272.2,"Idaho","Custer County"
"idaho,gooding",191.7,149.7,242.8,158,122.2,202.9,"Idaho","Gooding County"
"idaho,jerome",191.7,151.3,240,162.6,127.8,204.6,"Idaho","Jerome County"
"idaho,madison",190.4,143.9,247.8,129.1,96.3,170.3,"Idaho","Madison County"
