"","vote","distD66","distPvdA","distVVD","distCDA","relig","class","income","educ","age","urban"
"1241","CDA",0.085306799,0.15508033,0.16469727,2.1234552,1,2,0,1,0,0
"1242","D66",1.8087833,1.5200199,2.6190134,2.6407519,1,2,3,2,5,0
"1243","CDA",2.425299,2.2891244,3.6281676,7.8393232,1,2,4,1,6,0
"1244","PvdA",1.5353476,1.8012899,0.71126665,1.3215628,1,0,1,1,5,0
"1245","PvdA",0.70489286,0.87098694,0.68000574,3.5993904,1,2,2,2,2,0
"1246","CDA",1.6196269,1.475401,2.6949846,6.1743883,1,2,5,3,5,0
"1247","CDA",0.48484553,0.60365596,0.11340912,0.6591938,1,0,1,1,2,0
"1248","CDA",4.2730121,4.4220034,3.1774542,0.71766563,1,1,2,2.220446e-16,11,0
"1249","CDA",4.2586494,4.0089179,4.3794229,1.6954561,1,2,3,2,1,0
"1250","D66",0.17703339,0.1591429,0.24670768,0.83085859,0,2,6,2,3,0
"1251","CDA",1.2899536,1.0587877,2.335542,4.355412,1,1,6,2,2,0
"1252","PvdA",1.3929161,1.1832907,2.4844881,5.0506036,1,0,0,1,2,0
"1253","VVD",0.93200699,0.83601868,1.0203556,0.51059749,1,0,0,2.220446e-16,11,0
"1254","D66",3.0110753,2.7046684,4.5388445,7.7246241,1,3,6,4,4,0
"1255","D66",0.57550682,0.41128311,1.1816388,2.1141821,1,2,4,3,2,0
"1256","PvdA",2.0770461,2.2746921,1.1874741,0.44986897,1,0,1,1,0,0
"1257","PvdA",1.1411038,1.0494242,2.0207516,5.3603469,1,0,5,1,5,0
"1258","CDA",0.8626217,0.65653087,1.6473808,2.7998352,1,1,2,2,3,0
"1259","PvdA",2.6116968,2.487567,2.486072,0.52671689,1,0,4,2,6,0
"1260","PvdA",5.1750878,4.924627,6.9426229,12.122592,1,2,2,2.220446e-16,0,0
"1261","CDA",0.39449808,0.34674743,0.47061456,0.63317991,1,2,3,2.220446e-16,12,0
"1262","CDA",2.3208905,2.1309452,2.4883332,0.93332784,1,2,3,1,4,0
"1263","PvdA",2.4965905,2.7319722,2.6033451,7.2019875,0,2,4,1,10,0
"1264","CDA",0.45256383,0.32494195,0.86603879,1.431808,1,3,4,1,4,0
"1265","PvdA",0.63390994,0.49456117,1.4220392,3.6017774,1,0,1,2,1,0
"1266","CDA",2.0323626,1.7363435,3.3014825,5.4077521,0,2,5,1,3,0
"1267","PvdA",1.794009,1.4903796,2.8445237,3.7901014,1,0,1,2.220446e-16,10,0
"1268","CDA",1.7066967,1.5005075,2.8812269,5.8961165,1,2,5,1,4,0
"1269","PvdA",7.3017739,6.929897,7.5762021,3.7764785,1,2,0,2.220446e-16,10,0
"1270","CDA",5.9263503,6.350042,4.1884511,2.8187363,1,2,2,1,5,0
"1271","CDA",0.92505027,0.91103768,0.73827866,0.1548304,1,2,3.574013,3,6,0
"1272","VVD",1.3055855,1.5484486,0.55707561,1.1791008,1,2,6,2,3,0
"1273","CDA",3.6098748,3.7846019,2.5366815,0.57375079,1,2,2,1,6,0
"1274","VVD",0.055378257,0.013663982,0.36319912,1.7252524,1,2,6,3,4,0
"1275","PvdA",3.2591748,3.2031237,4.3980456,9.5170573,1,0,2,1,3,0
"1276","D66",3.9163308,3.8082466,5.2569693,10.552534,0,0,4,1,3,0
"1277","PvdA",0.084667841,0.088424335,0.14329034,1.0025505,1,2,4,1,5,0
"1278","CDA",0.34791635,0.37893978,0.19926668,0.48043427,1,3,4,4,6,0
"1279","VVD",0.34925965,0.3779445,0.72565299,3.4822005,0,2,3,4,2,0
"1280","PvdA",0.47477796,0.55700311,0.71964714,3.6583882,0,2,5.177422,2,1,0
"1281","CDA",2.3264793,2.2617205,2.0444228,0.23648904,1,2,0,1,7,0
"1282","CDA",3.6741048,3.6892626,2.9810785,0.41861013,1,3,3,2.220446e-16,10,0
"1283","CDA",0.078657175,0.026198541,0.41860604,1.7715176,1,1,1,1,8,0
"1284","CDA",0.53888674,0.38415685,1.0845703,1.8718781,1,2,2.700351,1,2,0
"1285","CDA",0.53610708,0.71771818,0.31386937,2.5245917,1,0,1,2.220446e-16,0,0
"1286","PvdA",2.3333269,2.0753567,3.6913486,6.7992123,1,3,1,3,5,0
"1287","PvdA",4.8354173,4.4249692,6.7353617,10.124658,1,2,1,3,3,0
"1288","CDA",0.78970123,0.64972414,1.6424403,4.12163,1,2,4,2,4,0
"1289","VVD",3.5867761,3.1575874,5.1107211,6.4180206,1,3,5,2,1,0
"1290","PvdA",1.091122,0.86170503,2.0097881,3.4491996,1,3,6,4,3,1
"1291","PvdA",2.6369177,2.9788044,2.2615123,6.168007,1,1,3.8409946,1,3,1
"1292","CDA",0.62753313,0.48170056,1.0444135,1.3505691,1,2,4,2,3,1
"1293","CDA",0.43488965,0.29956557,1.0931266,2.7126818,1,0,2,2.220446e-16,12,1
"1294","PvdA",0.86483596,0.84963474,1.51061,4.8904731,0,0,0,1,2,1
"1295","D66",1.0643234,1.054528,1.7415055,5.3534659,0,3,5,3,5,1
"1296","VVD",0.094387639,0.18062996,0.070282821,1.7836239,0,3,5,1,3,1
"1297","CDA",0.65187365,0.83942104,0.47900267,3.0157389,1,0,4,4,5,1
"1298","CDA",0.29998745,0.4331303,0.22368526,2.3979741,1,2,2,1,2,0
"1299","VVD",0.4499942,0.55264597,0.60769091,3.4390353,1,3,6,3,4,0
"1300","CDA",2.1319067,2.4826283,1.5069987,4.3541982,1,1,3,2.220446e-16,4,0
"1301","CDA",2.2418528,2.2464791,1.7636943,0.069190368,1,2,2,2,1,0
"1302","CDA",1.3860751,1.1208954,2.3287412,3.3411033,1,2,5,2,6,0
"1303","PvdA",0.19452265,0.10515717,0.6092674,1.760708,0,0,2,2.220446e-16,5,0
"1304","VVD",0.08328459,0.15134209,0.012209837,1.225429,1,2,2,3,5,0
"1305","CDA",1.1074117,1.1872401,0.63343732,0.098282867,1,2,0,2.220446e-16,10,0
"1306","PvdA",1.4396408,1.7112814,1.1079078,4.1589932,1,2,0,2,7,0
"1307","CDA",0.96086441,0.82038394,1.8705809,4.6146159,1,2,3,3,4,0
"1308","CDA",0.62278577,0.81138921,0.16944896,1.380968,1,2,5,2,6,0
"1309","PvdA",5.2718888,4.7708723,6.5280862,5.4667715,0,2,4,1,1,0
"1310","CDA",2.584303,2.5851462,2.0680872,0.13427342,1,0,0.23239805,2.220446e-16,12,0
"1311","CDA",2.0734419,1.859748,2.3882512,1.1781667,1,2,5,2,7,0
"1312","CDA",1.3968487,1.1355016,2.2202426,2.7202987,1,3,5,2,9,0
"1313","CDA",0.20315835,0.19950808,0.2130359,0.72697722,1,0,3,2,2,0
"1314","CDA",5.7857724,5.6008095,5.4988346,1.8464197,1,2,2,1,10,0
"1315","CDA",2.2650631,1.9735304,2.9261887,2.1929386,1,0,2,1,9,0
"1316","CDA",3.5068446,3.964511,2.4789023,5.0190042,0,3,6,2,3,0
"1317","CDA",3.4600607,3.3994829,3.0140676,0.48551455,1,2,0,1,11,0
"1318","PvdA",0.25316937,0.1762335,0.51893779,1.1462714,1,2,3,1,2,0
"1319","PvdA",1.051487,0.93061384,1.2059816,0.63552634,1,0,0,1,6,0
"1320","VVD",2.2524659,2.3686514,1.4908346,0.13089664,1,2,6,2,2,0
"1321","PvdA",6.8045315,6.2153123,8.8925974,10.47306,0,0,4,2,2,0
"1322","D66",0.26337247,0.18769847,0.8228286,2.8737251,0,2,6,3,1,0
"1323","PvdA",5.0086335,4.5502365,6.0254516,4.4651018,1,2,5,2,2,0
"1324","CDA",2.4157626,2.1015712,3.7966597,6.1621433,1,2,2.2962575,2,7,0
"1325","VVD",0.69208815,0.55311765,1.5060668,3.8151507,1,2,4,2,6,0
"1326","CDA",3.5537731,3.5133251,3.0352341,0.4647325,1,3,2,2.220446e-16,7,0
"1327","PvdA",0.77214808,0.61130587,1.2033323,1.3504885,1,3,1,1,12,0
"1328","VVD",0.65894052,0.75468576,0.26457513,0.35126455,1,2,5.1705775,1,5,0
"1329","D66",0.16645904,0.27538256,0.024509663,1.5179347,1,2,4,1,4,0
"1330","PvdA",1.7911704,2.0433288,0.8963723,0.95966046,1,1,2.9422128,1,5,0
"1331","CDA",2.1230151,2.3628106,2.1416005,6.3854794,1,2,4.8004432,1,6,0
"1332","CDA",1.962558,2.1160432,1.1708325,0.23208736,1,0,3,1,5,0
"1333","VVD",0.26367171,0.39755771,0.047368787,1.5634185,1,2,3.3035855,1,0,0
"1334","VVD",2.0576937,2.0847089,2.8124838,7.3532677,1,4,6,3,7,0
"1335","CDA",3.8755556,4.0209205,2.8334186,0.57415263,1,0,2,1,4,0
"1336","PvdA",1.1957695,0.98733435,2.2188206,4.475294,0,0,1,2.220446e-16,11,0
"1337","CDA",0.18033788,0.13013565,0.66037348,2.7173798,1,2,1.5782574,2.220446e-16,2,0
"1338","CDA",0.90266182,1.0842415,0.87601766,4.0216123,0,0,0,1,8,0
"1339","CDA",0.69338582,0.90361579,0.26265821,1.9099469,1,2,3,2.220446e-16,10,1
"1340","PvdA",2.4178536,2.1264954,3.8078928,6.5630256,0,2,0,1,3,0
"1341","D66",3.9015734,3.4556417,5.5016519,6.919368,0,3,6,4,3,0
"1342","PvdA",0.77694934,0.64323309,1.6197972,4.1465405,0,0,0,2.220446e-16,1,0
"1343","PvdA",1.9590674,2.2724114,1.5538852,4.88555,1,2,0,2,2,0
"1344","PvdA",4.9990457,4.5092974,6.2450176,5.3055211,1,0,0,2,1,0
"1345","PvdA",0.59328932,0.54982019,0.58699228,0.42031441,0,2,1,1,5,0
"1346","VVD",0.4838783,0.56219676,0.7459674,3.7078681,0,2,4.4579163,2,3,0
"1347","D66",0.25974831,0.1554532,0.69935942,1.7435239,0,1,4,2,5,0
"1348","PvdA",0.26850159,0.3778742,0.3059014,2.6637969,1,0,0,2.220446e-16,10,0
"1349","PvdA",1.7327277,1.4661166,2.4136437,2.1526045,0,0,1.0690504,2.220446e-16,8,0
"1350","PvdA",1.949487,1.7612297,3.1566551,6.599297,0,0,0,2.220446e-16,8,0
"1351","PvdA",0.68185858,0.65749185,1.3035414,4.4293373,1,2,0,2.220446e-16,12,0
"1352","PvdA",1.3655616,1.1787307,2.4360699,5.246801,1,0,3,2.220446e-16,5,0
"1353","CDA",0.03893534,0.019187436,0.2296344,1.3643979,0,2,6,2,8,0
"1354","PvdA",1.211332,1.4359428,0.49660361,1.0036448,1,2,4,2,1,0
"1355","CDA",5.6139424,5.5842974,4.8483682,1.2601884,1,0,0,2.220446e-16,10,0
"1356","CDA",7.0470432,7.2675429,5.5229731,2.0973745,1,0,0,2,7,0
"1357","CDA",0.49935776,0.53661589,0.28286411,0.33405288,1,3,5,3,2,0
"1358","D66",1.2530367,1.5296055,0.60685798,2.2288961,0,0,1,2,4,0
"1359","CDA",2.0165016,1.926409,1.8658162,0.30229421,1,2,6,2,9,0
"1360","CDA",5.9659023,6.4264078,4.1961188,3.2316719,1,1,0,2.220446e-16,10,0
"1361","CDA",1.5076385,1.6765775,0.77546062,0.35560821,0,2,4.8345447,2,5,0
"1362","D66",0.079888733,0.11760738,0.28833598,2.3786132,0,0,1.6279497,2,0,0
"1363","PvdA",0.40429991,0.337042,0.55043758,0.75230926,1,0,2,1,2,0
"1364","D66",0.98475745,0.94779211,1.7116957,5.1499599,0,2,1,3,4,0
"1365","PvdA",2.9259284,2.580193,4.4310687,6.9127923,0,0,3,1,2,0
"1366","CDA",0.69796955,0.51825043,1.3153513,2.0669312,1,2,0,1,12,0
"1367","CDA",0.32497179,0.20389382,0.84772869,2.0352382,1,3,2,3,3,0
"1368","CDA",0.024630774,0.032776573,0.26671649,2.0698165,1,2,6,2,2,0
"1369","VVD",3.4347745,3.8835281,2.5090497,5.4029338,1,2,5,3,7,0
"1370","PvdA",0.25177592,0.14776279,0.76465799,2.1634839,0,2,0,2.220446e-16,11,0
"1371","PvdA",0.75711769,0.91436692,0.79404722,3.8750427,0,0,3,2.220446e-16,10,0
"1372","CDA",4.3339135,4.2968494,3.7177973,0.73193893,1,0,1,2.220446e-16,12,0
"1373","CDA",2.8602537,2.7845699,2.5379175,0.37184157,1,2,1,2.220446e-16,10,0
"1374","PvdA",2.4568807,2.1171658,3.8090589,5.6505139,1,2,3,1,9,0
"1375","CDA",1.2369931,1.0155186,2.2692553,4.3722271,1,2,2,3,2,0
"1376","CDA",0.0025542047,0.020321814,0.12821304,1.5203217,1,2,5,1,0,0
"1377","PvdA",0.14545892,0.072498058,0.59021224,2.1336931,0,0,1,2.220446e-16,8,0
"1378","PvdA",0.51433031,0.36687999,1.020042,1.7264888,0,0,4,2.220446e-16,6,0
"1379","VVD",1.6415643,1.7647865,2.0243773,6.2439011,0,2,3,2,9,0
"1380","PvdA",0.17627476,0.11302769,0.43098322,1.2128175,0,1.7508458,0,2.220446e-16,11,0
"1381","PvdA",0.76640329,0.59224611,1.2822944,1.6328008,1,2,2,2,6,0
"1382","PvdA",8.3844283,7.8222399,9.4438701,6.5148715,1,0,2,1,7,0
"1383","PvdA",0.62615938,0.4530643,1.275547,2.2805388,0,2,1,1,3,0
"1384","PvdA",1.8094238,1.5282381,3.0114304,5.0214898,1,0,0,1,3,0
"1385","PvdA",2.6307731,2.414116,4.0018373,7.797982,0,2,5,1,4,0
"1386","CDA",2.8121932,2.6550533,2.7753768,0.74059556,1,2,3,2,4,0
"1387","PvdA",5.6246518,5.4600049,5.2837751,1.6812136,1,1,0,2.220446e-16,12,0
"1388","CDA",1.3086039,1.2786684,1.0889677,0.10711859,1,2,4,3,5,0
"1389","PvdA",2.3565823,2.7111814,1.8094903,5.0875601,1,0,0,2.220446e-16,7,0
"1390","CDA",4.3494832,4.2104638,4.0548945,1.0619534,1,1,5,3,4,0
"1391","CDA",4.4323388,4.3445885,3.9610655,0.89994615,1,1,0,2.220446e-16,11,0
"1392","CDA",0.028805538,0.0073862681,0.24901133,1.4995572,1,0,3,1,4,0
"1393","PvdA",2.7409839,2.7996523,3.5014058,8.54868,0,3,2,4,2,1
"1394","PvdA",0.82871374,0.62868968,1.6328296,2.9697636,0,0,0,2,1,1
"1395","CDA",2.8008702,2.9324612,1.9254179,0.25457753,1,3,6,3,7,1
"1396","PvdA",1.7102477,1.4420595,2.8905355,4.9936489,0,3,5,4,2,1
"1397","VVD",2.6891889,2.3151782,3.8721004,4.3845112,1,2,3,2,6,1
"1398","CDA",1.7705277,1.648848,1.7734101,0.46571017,1,2,2,2,3,1
"1399","PvdA",4.9948922,5.2015176,3.6974391,1.1453461,0,0,0,2,10,0
"1400","CDA",1.1378949,1.3381615,0.45912473,0.76929923,1,2,3,2,4,0
"1401","VVD",0.091595671,0.051873009,0.30942321,1.2712927,0,0,5,1,1,0
"1402","CDA",2.0952761,2.0238922,1.8699098,0.23270125,1,2,0,2.220446e-16,9,0
"1403","CDA",6.2609257,6.5128795,4.7448196,1.8338466,1,0.87071288,3.2227345,2.220446e-16,12,0
"1404","CDA",0.84421838,0.65794349,1.7172899,3.5922825,1,3,6,2,4,0
"1405","CDA",1.6529323,1.9621325,0.84772432,2.2036461,1,2,0,1,9,0
"1406","CDA",6.4305272,5.8522016,8.4267988,9.7333345,0,0,0,2,0,0
"1407","D66",1.3816769,1.2021482,2.4499366,5.3605455,1,0,1,1,3,0
"1408","VVD",0.30305395,0.2182555,0.57557264,1.1160655,1,0,1,1,2,0
"1409","VVD",2.2038734,2.5533799,1.6303231,4.7047125,0,2,4,1,1,0
"1410","CDA",8.8913365,9.2688466,6.909406,3.6730378,1,2,4,2,11,0
"1411","CDA",4.1227264,4.0016096,3.7936455,0.90699051,1,2,4,2.220446e-16,3,0
"1412","CDA",0.81269041,0.75167758,0.80510927,0.36649688,1,2,1,2.220446e-16,10,0
"1413","CDA",0.41386731,0.42070829,0.30707763,0.42205072,1,1.2430377,2,3,4,0
"1414","CDA",3.3713783,3.404815,2.6640857,0.31032721,1,1,3.4833407,2.220446e-16,11,0
"1415","CDA",2.7288422,2.8422907,1.9040214,0.20044043,1,0,5,1,9,0
"1416","CDA",2.9341292,2.895895,2.4856459,0.28369883,1,0,1,2.220446e-16,9,0
"1417","D66",0.31519023,0.22059273,0.91735001,2.8857614,0,2,4,3,8,0
"1418","CDA",5.7007975,5.379113,5.9396545,2.7302595,1,1,4,2.220446e-16,5,0
"1419","CDA",3.526494,3.5698427,2.7742318,0.35559402,1,2,1.7835038,2,3,0
"1420","PvdA",1.5221296,1.2560163,2.6144402,4.3282741,0,2,3,1,3,0
"1421","PvdA",0.81991183,0.68547323,1.6783081,4.2684614,1,2,3,2,9,1
"1422","CDA",0.33360479,0.43593631,0.050604548,0.76963847,1,2,3,1,3,1
"1423","VVD",0.030389655,0.0032263641,0.29602018,1.6767678,0,2,2.5575225,1,0,1
"1424","VVD",1.4786332,1.2199211,2.5675671,4.377384,1,0,2,2.220446e-16,4,1
"1425","PvdA",0.30168445,0.33022221,0.17745046,0.53771763,0,0,2,2.220446e-16,10,1
"1426","CDA",1.189744,1.3794864,0.5055003,0.63005402,1,2,5,2,4,0
"1427","CDA",3.8367921,3.6631555,3.7228194,1.0691386,1,0,0,2,3,0
"1428","CDA",3.904027,3.8244875,3.4652359,0.68384623,1,0,3,2,5,0
"1429","CDA",5.0135088,5.279374,3.6006449,1.3941506,1,2,2,2,1,0
"1430","CDA",6.386607,6.7645582,4.6464161,2.5727561,1,2,2,2.220446e-16,5,0
"1431","CDA",6.9118901,6.8202141,6.2173123,2.028853,1,0,3,1,5,0
"1432","PvdA",1.470265,1.5250677,0.9838964,0.010322515,1,0,0,2.220446e-16,11,0
"1433","PvdA",9.9381643,9.2639527,12.550223,15.348803,1,3,4,4,4,0
"1434","CDA",2.9645827,2.7901367,2.9697124,0.87332976,1,2,1,2.220446e-16,12,0
"1435","CDA",3.6700503,3.3076166,4.3976188,2.9079269,1,2,3,3,11,0
"1436","PvdA",1.9217315,1.6328483,2.6810498,2.4575066,0,1,4,3,5,0
"1437","PvdA",0.25236117,0.16869996,0.80776881,2.7182958,1,2,2,2.220446e-16,10,0
"1438","PvdA",2.4257712,2.2645262,3.6753351,7.7299664,1,1,3,1,4,0
"1439","CDA",0.45625839,0.31164184,1.0121407,2.0014409,1,2,1,2.220446e-16,12,0
"1440","D66",2.9945528,2.6011459,4.3756112,5.5417213,1,3,5,2,7,0
"1441","CDA",4.3915317,4.6332812,3.0935922,1.0713171,1,0,0,2,9,0
"1442","VVD",8.4455344,8.9289423,6.3595623,4.2300489,1,3,5,2,7,0
"1443","PvdA",0.59064738,0.48444599,1.3368192,3.8181077,0,2,4,2,5,0
"1444","D66",0.81147433,0.86286448,1.2571141,4.688799,1,3,6,4,2,0
"1445","CDA",4.7324033,4.7812141,3.8338788,0.79855175,1,4,3,4,2,0
"1446","CDA",2.7973675,2.9364223,1.9061529,0.27301413,1,0,3,2.220446e-16,3,0
"1447","VVD",0.45081211,0.58630671,0.078993253,0.87572052,0,3,6,4,12,0
"1448","VVD",3.024424,2.8636892,2.9703783,0.79874102,1,3,5,1,4,0
"1449","CDA",3.5931889,3.233513,4.3214363,2.8767747,1,2,2,2,5,0
"1450","D66",0.97870223,0.87259016,1.8449035,4.9015387,1,2,2,3,2,1
"1451","PvdA",2.6657728,2.3294125,4.1027304,6.4004336,1,0,0,2,4,1
"1452","PvdA",2.5594276,2.9401741,1.5166226,2.8202841,0,2.988658,6,4,5,1
"1453","PvdA",0.43066134,0.43039684,0.9164159,3.7573465,1,2,0,2.220446e-16,12,1
"1454","PvdA",4.9865498,4.5091534,6.8758553,9.1999825,0,2,2,3,1,1
"1455","VVD",4.1200528,4.5122826,3.7833865,8.6378518,1,2,3,1,11,1
"1456","D66",0.37834325,0.27601738,1.022437,3.0742936,0,3,0,2,0,1
"1457","D66",0.59302083,0.6712337,0.89090377,4.0223748,1,2,6,4,3,1
"1458","VVD",0.030622712,0.033205788,0.29398538,2.1145566,0,3,2,2,12,0
"1459","VVD",2.9471533,3.3567314,2.1880367,5.2851358,0,2,0,1,2,0
"1460","VVD",3.9558939,4.0783077,2.9568644,0.55602588,1,2,2.7224638,2,10,0
"1461","VVD",1.8363295,1.8966236,1.2725362,0.011905807,0,3,5,3,10,0
"1462","CDA",2.7243697,2.9255212,1.7215783,0.49565498,1,1,4,2,4,0
"1463","CDA",0.82628449,1.0052897,0.26697828,0.82632401,1,2,4,3,3,0
"1464","CDA",1.2119781,1.2204212,0.89830015,0.04818526,1,2,6,2,8,0
"1465","PvdA",1.0932126,1.0192052,1.9267677,5.313685,0,0,0,2,0,0
"1466","PvdA",0.23415876,0.31281568,0.38893547,2.842785,1,0,0,2,1,0
"1467","PvdA",7.6273491,7.2370355,9.8669611,15.185627,0,3,6,3,3,0
"1468","PvdA",0.57106554,0.68074081,0.74550473,3.7633222,1,3,6,3,5,0
"1469","CDA",0.074385182,0.025745167,0.37585937,1.6026346,0,2,2,2,3,0
"1470","PvdA",1.2381277,1.1938291,1.077629,0.16097425,1,0,0,2,3,0
"1471","PvdA",2.9672359,2.5921996,4.4367513,6.3041931,0,0,4,1,0,0
"1472","PvdA",0.66293282,0.54888346,1.4448998,3.9784649,1,2,6,2.220446e-16,7,0
"1473","CDA",3.7685463,3.9595372,2.6426539,0.67411178,1,0,1,2.220446e-16,11,0
"1474","CDA",1.3734808,1.3661362,1.0736286,0.050440098,1,2.9276485,5,4,10,0
"1475","D66",1.3298915,1.0703764,2.243389,3.2020854,0,2,6,2,3,0
"1476","VVD",0.88777426,1.0880133,0.7588898,3.6982578,1,2,4,3,6,0
"1477","VVD",2.9847526,3.4084927,2.0291507,4.4011959,1,3,6,4,4,0
"1478","PvdA",0.87266078,0.92658886,1.3253816,4.8293798,0,2,2.7404816,1,0,0
"1479","D66",1.8139439,2.042352,1.8178677,5.8191098,0,3,6,4,7,0
"1480","CDA",0.20486091,0.22304173,0.15072345,0.68928792,0,3,6,2,2,0
"1481","D66",2.6403239,2.6289187,3.5847769,8.4504638,0,2,4,3,3,0
"1482","CDA",1.3740324,1.3489228,2.1528227,6.0186684,0,2,3,1,2,0
"1483","CDA",0.90254343,0.84162852,0.87180096,0.32391232,1,2,0,2,1,1
"1484","PvdA",1.0020875,0.83232916,1.389199,1.1905118,0,0,0,2.220446e-16,12,1
"1485","VVD",0.54810501,0.42559833,1.2899652,3.5036043,0,2,3,2,2,1
"1486","CDA",2.3686366,2.7472327,1.5533444,3.9124161,1,2,5,1,4,1
"1487","PvdA",0.81663127,0.77442261,1.5153489,4.7392214,1,2,4,2,8,1
"1488","D66",1.0097199,1.1909611,1.0196683,4.3351237,0,2,0,2,2,1
"1489","PvdA",0.40582094,0.56027695,0.069183935,1.3214271,1,1,0,2,2,1
"1490","CDA",3.2891229,3.0659435,3.4358838,1.2784648,1,3,0,1,2,1
"1491","PvdA",1.4010277,1.6277828,0.6264715,0.87989942,1,3,0,2,1,1
"1492","CDA",1.1916711,1.3047649,1.5198978,5.3249365,1,1,2,2,4,0
"1493","CDA",1.9355305,2.076061,2.3097824,6.7505932,0,3,6,1,5,0
"1494","CDA",6.6527856,6.6216915,5.7983887,1.7634953,1,2,1.5062362,2,0,0
"1495","PvdA",4.651002,4.2510547,6.5169531,9.9027804,0,1,4,3,5,0
"1496","CDA",0.530938,0.62227988,0.76178611,3.771599,1,2,0,2,12,0
"1497","VVD",5.2990376,5.817535,4.4465036,8.7470383,0,2,5,2,6,0
"1498","PvdA",0.14853048,0.10259065,0.60071734,2.589125,1,0,0.36261889,2.220446e-16,9,0
"1499","CDA",0.09890594,0.15097387,0.031018671,1.0172327,1,0,-0.60182071,1,6,0
"1500","CDA",0.48081035,0.38544576,0.71280361,0.89941872,1,3,5,2,1,0
"1501","CDA",0.016997208,0.030389043,0.1184383,1.3284405,0,0,3,1,3,0
"1502","VVD",2.2183875,2.5387375,1.8540217,5.4870191,0,2,5,2,1,0
"1503","D66",1.700216,1.4572313,2.8912345,5.4275064,0,2,4,1,2,0
"1504","VVD",1.2656226,1.4898016,1.1464299,4.4948444,1,4,6,2,5,0
"1505","D66",1.3426622,1.1251423,2.4183344,4.7888105,1,2,4,3,9,0
"1506","VVD",0.10458201,0.10772705,0.15058798,0.94025082,0,2,5,3,5,0
"1507","VVD",3.9761503,4.4311476,2.590583,3.3800476,0,2,5,2,5,0
"1508","CDA",3.3843077,3.7282029,2.0938304,1.6547853,1,2,5,2,10,1
"1509","CDA",5.7382175,5.7109259,4.9542222,1.3136056,1,3,5,2,6,1
"1510","D66",0.80023759,1.0265106,0.3747544,2.2901803,0,0,0,2.220446e-16,11,1
"1511","VVD",0.15417034,0.10660045,0.35225628,1.1008309,0,2,0,2.220446e-16,1,1
"1512","CDA",0.84560548,0.67198585,1.7307174,3.8550201,0,3,5,4,4,1
"1513","PvdA",1.1955736,1.0770656,2.1359819,5.359681,0,0,4,2,2,1
"1514","PvdA",4.4969949,4.0359513,6.2806765,8.3474496,0,3,5,4,5,1
"1515","D66",2.0893688,1.7990524,3.3853504,5.7064734,1,1,3,2.220446e-16,9,1
"1516","PvdA",1.226148,1.3675467,0.60194255,0.28117932,0,0,1,2,1,1
"1517","D66",1.1900846,1.0696013,2.1324639,5.3356611,0,1,2,2,3,1
"1518","PvdA",0.58162003,0.41523937,1.2149671,2.2449775,1,1,3,1,4,1
"1519","CDA",0.55265605,0.74248747,0.24939501,2.1971963,1,2,4,1,9,1
"1520","CDA",1.1077227,0.94491833,2.0839953,4.8080925,1,2,1,2,10,1
"1521","PvdA",0.053144077,0.10820434,0.029122397,1.2704412,0,3,6,2,9,1
"1522","PvdA",3.4902061,3.3003744,4.9462684,9.5552957,0,2,3,2.220446e-16,12,1
"1523","PvdA",8.0799898,7.5376533,9.0711461,6.1163635,1,2,0,2,11,1
"1524","PvdA",1.6660797,1.4568394,2.8332187,5.7665375,0,2,2,2,4,1
"1525","PvdA",0.45876472,0.5526306,0.65436777,3.5338747,0,1,3,1,3,1
"1526","PvdA",0.11725748,0.17424443,0.2838487,2.4658881,0,2,2,2,4,1
"1527","PvdA",0.86578104,0.93397953,0.47406757,0.15609501,0,2,3.699883,1,1,1
"1528","PvdA",3.0582924,2.72221,3.7724219,2.6176972,0,2,5,2,2,1
"1529","CDA",1.0401075,1.1439787,0.52955014,0.1837089,1,2,4,1,3,0
"1530","CDA",3.4768001,3.5343068,2.6933111,0.33984267,1,1,3,2,4,0
"1531","CDA",4.0153661,3.701294,4.4421895,2.2470006,1,2,5,2,1,0
"1532","CDA",0.22847869,0.33029222,0.27602293,2.567907,1,0,2,1,6,0
"1533","CDA",0.59584617,0.72177034,0.17252229,0.57795142,1,2,4,1,3,0
"1534","CDA",2.1516855,2.0364779,2.0656312,0.43068098,1,0,0,1,12,0
"1535","PvdA",0.83506872,0.70741893,1.0798182,0.83830194,1,0,1,2.220446e-16,12,1
"1536","PvdA",0.77125346,0.99105188,0.29621699,1.8765818,0,0,2.8601232,1,1,1
"1537","PvdA",0.16792847,0.14097509,0.6031245,2.7979322,0,1,1,2,2,1
"1538","PvdA",0.99268253,1.0297459,0.64778322,0.081972345,0,0,-0.7083894,1,6,1
"1539","PvdA",0.29716973,0.31613056,0.68153017,3.3288545,0,2,5,1,6,1
"1540","PvdA",0.018863877,0.001685724,0.24553586,1.5912583,0,0,5,2,1,0
"1541","PvdA",0.93301173,1.1608809,0.34328977,1.4974914,1,2,3,2,2,0
"1542","PvdA",1.9436213,2.0325489,1.2928971,0.05036191,1,2,3,3,8,0
"1543","VVD",1.2919415,1.4103254,1.6229296,5.5213201,0,0,4,1,2,0
"1544","PvdA",0.9711068,1.0949766,1.208139,4.7403357,0,0,6,3,3,0
"1545","CDA",0.3838008,0.28656885,1.0286144,3.1610878,1,2,3,2.220446e-16,12,0
"1546","PvdA",0.7393978,0.6077178,1.0350632,0.97597258,0,0,1,1,0,0
