"","idstud","country","studwgt","R31G01M","R31G02C","R31G03M","R31G04C","R31G05M","R31G06M","R31G07M","R31G08CZ","R31G08CA","R31G08CB","R31G09M","R31G10C","R31G11M","R31G12C","R31G13CZ","R31G13CA","R31G13CB","R31G13CC","R31G14M","R31P01M","R31P02C","R31P03C","R31P04M","R31P05C","R31P06C","R31P07C","R31P08M","R31P09C","R31P10M","R31P11M","R31P12M","R31P13M","R31P14C","R31P15C","R31P16C"
"156",1000156,"AUT",0.79432,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,0,1,1,1,1,1,0
"157",1000157,"AUT",0.79432,1,1,0,9,0,1,1,0,0,0,1,0,0,0,1,1,1,9,0,1,1,9,1,0,1,1,1,1,1,0,0,1,1,0,0
"158",1000158,"AUT",0.79432,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"159",1000159,"AUT",0.80425,1,1,1,0,0,0,1,1,1,0,1,0,1,9,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,1,1,1,1
"160",1000160,"AUT",0.80425,0,0,0,9,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
"161",1000161,"AUT",0.80425,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,9,9,9,9,9,9,1,1,1,1,9,1,0
"162",1000162,"AUT",0.79432,1,1,1,0,1,1,1,9,9,9,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
"163",1000163,"AUT",1.47719,1,9,1,9,1,0,1,9,9,9,1,0,0,9,9,9,9,9,0,1,1,1,0,1,1,9,1,0,1,0,0,0,9,0,9
"164",1000164,"AUT",1.47719,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"165",1000165,"AUT",1.5827,1,1,1,9,1,1,1,9,9,9,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"166",1000166,"AUT",1.5827,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,9,9,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"167",1000167,"AUT",1.5827,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"168",1000168,"AUT",1.45249,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
"169",1000169,"AUT",1.45249,9,9,9,9,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0
"170",1000170,"AUT",1.45249,1,1,1,0,1,1,1,9,9,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"171",1000171,"AUT",1.34874,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,9,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"172",1000172,"AUT",1.34874,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"173",1000173,"AUT",1.34874,1,1,1,1,1,1,0,9,9,9,0,0,1,0,9,9,9,9,0,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1
"174",1000174,"AUT",0.7386,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
"175",1000175,"AUT",0.7386,1,1,1,9,1,1,1,9,9,9,1,9,0,9,9,9,9,9,1,0,9,9,0,9,9,9,0,9,0,0,0,1,9,9,9
"176",1000176,"AUT",0.7386,1,0,1,9,0,1,0,9,9,9,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"177",1000177,"AUT",0.7386,1,1,0,9,1,0,1,9,9,9,0,1,0,9,9,9,9,9,1,0,9,9,0,0,9,0,1,1,1,1,0,1,0,9,9
"178",1000178,"AUT",0.7386,1,9,1,0,1,1,0,0,0,0,0,9,0,1,0,0,0,9,0,1,1,0,9,0,0,0,9,0,9,0,0,1,1,1,0
"179",1000179,"AUT",0.77963,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"180",1000180,"AUT",0.77963,1,0,1,1,1,1,1,1,1,1,0,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"181",1000181,"AUT",0.77963,1,1,1,9,0,0,1,9,9,9,1,0,0,0,1,1,9,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,9
"182",1000182,"AUT",0.77963,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,9
"183",1000183,"AUT",0.70986,1,0,1,0,1,1,0,9,9,9,1,9,0,9,9,9,9,9,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
"184",1000184,"AUT",0.70986,9,9,9,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,1,0,1,9,0,9,0,9,0,9,0,0,1,1,0,0,0
"185",1000185,"AUT",0.70986,1,1,1,9,1,1,1,9,9,9,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"186",1000186,"AUT",0.71933,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"187",1000187,"AUT",0.71933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"188",1000188,"AUT",0.71933,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,9,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"189",1000189,"AUT",2.49509,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"190",1000190,"AUT",2.49509,1,1,1,0,9,1,1,9,9,9,1,0,1,9,1,1,1,1,1,9,9,9,1,0,1,1,0,1,1,1,1,1,0,0,0
"191",1000191,"AUT",2.49509,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"192",1000192,"AUT",2.49509,1,0,1,9,1,1,0,1,1,9,0,9,1,9,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"193",1000193,"AUT",0.98257,1,0,1,9,0,0,0,9,9,9,0,0,1,0,9,9,9,9,0,0,0,9,0,9,0,9,1,0,0,0,1,1,0,0,9
"194",1000194,"AUT",0.98257,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
"195",1000195,"AUT",0.98257,1,1,1,0,0,1,1,0,9,0,1,0,1,1,1,1,9,9,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
"196",1000196,"AUT",0.91238,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"197",1000197,"AUT",0.91238,1,1,1,9,0,0,0,0,9,0,0,9,1,9,9,9,9,9,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0
"198",1000198,"AUT",2.49509,1,9,0,9,0,1,1,9,9,9,0,9,0,9,9,9,9,9,0,0,0,1,0,9,1,1,1,1,0,1,1,1,1,9,9
"199",1000199,"AUT",2.49509,1,0,1,1,0,1,1,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
"200",1000200,"AUT",1.49817,0,0,0,9,0,0,0,9,9,9,1,9,0,9,1,9,1,0,1,0,0,9,0,9,1,1,0,1,1,0,0,1,9,0,0
"201",1000201,"AUT",1.49817,1,1,1,9,0,1,0,0,0,9,0,9,0,0,0,0,9,9,0,0,1,9,0,0,1,0,1,1,1,1,0,1,0,0,0
"202",1000202,"AUT",1.49817,1,1,1,9,0,1,0,1,1,0,1,0,0,9,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,9,9
"203",1000203,"AUT",0.77255,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"204",1000204,"AUT",0.77255,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"205",1000205,"AUT",0.77255,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"206",1000206,"AUT",0.71313,1,1,1,9,0,1,1,0,0,0,1,1,1,1,9,9,9,9,0,0,1,9,1,9,1,1,1,1,1,1,0,1,0,0,1
"207",1000207,"AUT",0.71313,1,1,1,1,1,1,1,0,9,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"208",1000208,"AUT",0.71313,1,1,1,1,1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
"209",1000209,"AUT",0.70502,1,1,1,9,1,1,1,1,1,1,0,1,1,9,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"210",1000210,"AUT",0.70502,1,0,1,0,0,1,1,9,9,9,1,0,0,1,1,9,1,9,1,0,1,9,0,9,9,9,0,1,1,1,1,1,1,9,0
"211",1000211,"AUT",0.70502,1,1,1,0,0,1,0,9,9,9,1,1,1,9,9,9,9,9,0,0,1,1,0,9,1,1,0,1,1,0,0,0,9,0,9
"212",1000212,"AUT",0.70502,1,1,1,0,0,1,1,1,1,9,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,9,1,1,1,1,1,1,0,1
"213",1000213,"AUT",0.70502,1,1,1,9,1,1,0,1,1,9,1,1,1,9,9,9,9,9,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1
"214",1000214,"AUT",0.70502,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"215",1000215,"AUT",0.70502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",1000216,"AUT",0.70502,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"217",1000217,"AUT",0.70502,1,0,0,0,0,0,1,1,1,0,1,0,0,0,9,9,9,9,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0
"218",1000218,"AUT",0.70502,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"219",1000219,"AUT",2.49509,1,1,1,9,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0
"220",1000220,"AUT",2.49509,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1
"221",1000221,"AUT",2.49509,9,9,9,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"222",1000222,"AUT",1.01155,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0
"223",1000223,"AUT",1.01155,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"224",1000224,"AUT",1.01155,1,1,0,9,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,9,0,0,1,1,1,1,1,1,1,1,1,1,1
"225",1000225,"AUT",1.01155,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"226",1000226,"AUT",1.01155,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0
"227",1000227,"AUT",1.01155,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"228",1000228,"AUT",1.01155,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
"229",1000229,"AUT",1.01155,1,1,1,0,1,1,0,0,0,9,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
"230",1000230,"AUT",0.66002,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,9,9,9,1,0,1,1,1,1,1,1,1,1,1,1,1
"231",1000231,"AUT",0.66002,1,1,1,0,1,1,1,9,9,9,1,1,1,9,1,9,1,1,1,1,1,1,0,9,1,1,1,1,1,0,1,1,0,0,1
"232",1000232,"AUT",0.66002,1,0,1,9,1,1,1,1,1,0,1,0,1,9,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,9,0,1
"233",1000233,"AUT",0.66002,1,1,1,1,1,0,1,9,9,9,1,1,0,9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"234",1000234,"AUT",0.66002,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
"235",1000235,"AUT",0.66002,1,9,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"236",1000236,"AUT",0.66002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"237",1000237,"AUT",0.66002,1,0,1,0,1,1,0,0,0,0,1,0,1,9,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"238",1000238,"AUT",0.66002,1,0,0,9,1,1,0,9,9,9,1,0,0,9,9,9,9,9,0,0,1,9,0,0,0,0,1,1,0,0,1,1,1,0,0
"239",1000239,"AUT",1.49817,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"240",1000240,"AUT",1.49817,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
"241",1000241,"AUT",1.49817,1,0,1,9,1,1,1,0,9,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,9,1,1,1,1,1,0,1,0,0,1
"242",1000242,"AUT",0.60431,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"243",1000243,"AUT",0.60431,0,1,1,9,1,0,1,1,1,0,9,9,9,9,9,9,9,9,0,9,1,1,0,1,1,1,1,1,1,0,0,1,0,9,1
"244",1000244,"AUT",0.60431,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
"245",1000245,"AUT",0.60431,1,1,1,1,1,1,1,9,9,9,9,0,1,0,1,1,0,1,1,1,9,9,0,1,1,1,1,1,1,0,1,1,0,0,1
"246",1000246,"AUT",0.60431,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"247",1000247,"AUT",0.60431,1,1,1,0,0,1,0,0,9,0,1,0,1,9,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0
"248",1000248,"AUT",0.60431,0,0,0,0,0,0,0,9,9,9,0,9,1,9,9,9,9,9,0,0,1,9,0,9,0,1,1,1,1,0,0,1,9,9,9
"249",1000249,"AUT",0.60431,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0
"250",1000250,"AUT",0.60431,1,1,1,9,0,0,9,9,9,9,1,1,0,9,1,1,1,1,9,0,0,1,0,9,0,1,1,1,9,1,1,1,1,1,0
"251",1000251,"AUT",0.96941,1,1,1,0,1,1,1,1,1,9,1,0,0,9,1,9,1,9,0,1,0,1,0,9,0,9,0,1,1,0,1,1,1,0,0
"252",1000252,"AUT",0.96941,1,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,1,0,1,9,1,1,1,1,0,1,0,1,0
"253",1000253,"AUT",0.96941,1,0,1,0,1,1,0,9,9,9,1,9,1,9,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"254",1000254,"AUT",0.96941,1,1,1,0,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"255",1000255,"AUT",1.41005,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
"256",1000256,"AUT",1.41005,1,9,0,9,0,1,0,0,0,0,1,9,0,9,1,1,9,0,1,0,0,9,0,0,0,0,0,0,9,0,0,1,9,0,0
"257",1000257,"AUT",1.41005,1,1,1,1,1,1,1,0,0,9,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"258",1000258,"AUT",1.41005,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"259",1000259,"AUT",1.29724,1,9,1,9,0,1,0,1,1,9,1,9,1,1,9,9,9,9,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"260",1000260,"AUT",1.29724,0,1,0,9,0,0,1,9,9,9,1,0,0,0,9,9,9,9,0,0,9,1,0,0,1,1,1,0,1,1,1,1,1,0,0
"261",1000261,"AUT",1.29724,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
"262",1000262,"AUT",1.29724,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"263",1000263,"AUT",1.30288,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0
"264",1000264,"AUT",1.30288,1,1,0,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,1,1,1,0,0,1,1,1,0
"265",1000265,"AUT",1.30288,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1
"266",1000266,"AUT",1.30288,1,0,1,0,1,1,1,1,1,0,1,0,1,9,9,9,9,9,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"267",1000267,"AUT",0.7386,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"268",1000268,"AUT",0.7386,1,0,1,0,0,1,1,1,1,9,1,0,1,9,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
"269",1000269,"AUT",0.7386,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"270",1000270,"AUT",0.7386,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"271",1000271,"AUT",0.7386,1,1,0,9,1,1,1,1,1,9,1,9,1,9,0,0,9,9,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0
"272",1000272,"AUT",0.7386,1,1,1,0,1,1,1,1,9,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"273",1000273,"AUT",0.87795,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
"274",1000274,"AUT",0.87795,1,0,1,9,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,9,0,0,0,0,1,9,0,0,1,0,0,0,0
"275",1000275,"AUT",0.87795,1,9,1,0,1,1,0,1,1,9,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
"276",1000276,"AUT",0.87795,1,1,1,9,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0
"277",1000277,"AUT",0.87795,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,9,1,1,1,1,1,1,0,1,0
"278",1000278,"AUT",0.87795,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0
"279",1000279,"AUT",0.88631,0,1,1,9,1,1,1,9,9,9,0,0,0,0,9,9,9,9,0,0,0,1,0,0,0,9,9,0,1,1,0,1,0,0,0
"280",1000280,"AUT",0.88631,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"281",1000281,"AUT",0.88631,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"282",1000282,"AUT",0.9454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"283",1000283,"AUT",0.9454,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"284",1000284,"AUT",0.9454,1,1,1,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"285",1000285,"AUT",0.81332,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"286",1000286,"AUT",0.81332,1,1,1,9,1,1,1,0,0,9,1,1,0,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"287",1000287,"AUT",0.76249,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
"288",1000288,"AUT",0.76249,1,1,1,9,1,0,0,9,9,9,1,0,1,0,0,0,9,9,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"289",1000289,"AUT",0.76249,1,0,1,0,0,1,0,0,0,9,0,9,1,9,0,0,0,9,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0
"290",1000290,"AUT",0.76249,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"291",1000291,"AUT",0.76249,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
"292",1000292,"AUT",1.07442,1,9,0,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,9,9,9,1,9,1,0,9,9,9,9,9
"293",1000293,"AUT",1.07442,1,1,0,9,1,1,0,9,9,9,9,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"294",1000294,"AUT",1.07442,1,0,1,0,1,1,0,0,9,0,0,0,1,9,9,9,9,9,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0
"295",1000295,"AUT",1.07442,1,1,1,0,1,1,1,0,0,9,9,9,1,9,9,9,9,9,9,1,0,1,1,9,1,1,1,0,1,0,0,1,1,1,9
"296",1000296,"AUT",1.07442,1,1,1,9,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"297",1000297,"AUT",1.07442,1,0,1,0,1,1,1,0,0,0,1,1,1,9,1,0,1,1,1,9,9,9,0,1,0,1,1,1,1,1,1,1,1,9,9
"298",1000298,"AUT",1.07442,1,1,1,9,1,1,1,9,9,9,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,9,0,9
"299",1000299,"AUT",1.07442,1,1,0,9,1,0,1,9,9,9,1,9,1,9,0,9,9,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"300",1000300,"AUT",0.84659,1,9,0,9,1,0,0,9,9,9,0,9,1,0,9,9,9,9,1,0,9,1,0,0,1,9,1,0,0,0,0,0,0,0,0
"301",1000301,"AUT",0.84659,0,1,1,0,0,0,1,1,1,9,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
"302",1000302,"AUT",0.84659,1,0,1,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"303",1000303,"AUT",0.84659,1,0,1,9,0,1,0,1,1,9,1,0,0,9,0,9,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,0,0
"304",1000304,"AUT",0.88892,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0
"305",1000305,"AUT",0.88892,1,0,0,9,0,1,1,9,9,9,0,0,1,9,9,9,9,9,1,0,1,1,1,0,0,0,0,9,0,0,0,0,9,0,0
"306",1000306,"AUT",0.88892,1,1,1,9,1,1,0,0,0,0,0,0,1,0,1,1,1,9,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
"307",1000307,"AUT",0.88892,0,0,0,0,1,0,9,9,9,9,0,0,1,1,0,0,9,9,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0
"308",1000308,"AUT",1.68087,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
"309",1000309,"AUT",1.68087,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"310",1000310,"AUT",1.68087,0,1,0,0,1,0,0,1,1,0,1,0,0,9,0,0,9,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
"311",1000311,"AUT",1.68087,1,1,1,9,1,1,1,9,9,9,1,1,0,9,9,9,9,9,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,9,0
"312",1000312,"AUT",0.50026,0,9,0,9,1,0,0,9,9,9,0,0,0,1,1,1,9,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,9
"313",1000313,"AUT",0.50026,0,1,0,0,0,0,0,0,0,0,1,0,1,9,0,9,0,9,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,1,9
