"","group","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11"
"2027",3,2,3,3,4,3,2,2,2,3,2,2
"2028",3,1,2,2,2,3,2,1,3,4,1,2
"2029",3,2,1,4,3,3,3,3,4,3,1,3
"2030",3,2,2,2,2,2,2,1,3,4,2,1
"2031",3,2,3,4,3,3,3,2,4,3,2,3
"2032",3,3,2,3,2,2,3,3,4,3,2,3
"2033",3,1,2,2,1,2,3,1,2,4,2,2
"2034",3,1,2,3,2,2,2,2,3,2,2,2
"2035",3,1,2,1,1,1,2,1,3,2,1,3
"2036",3,1,1,3,2,3,3,2,3,4,2,3
"2037",3,2,3,3,3,2,2,2,3,4,3,2
"2038",3,2,2,4,2,4,1,2,3,3,1,1
"2039",3,3,1,3,2,2,2,3,3,3,2,2
"2040",3,2,3,2,1,2,2,2,3,4,3,2
"2041",3,2,1,1,2,2,2,1,3,3,2,2
"2042",3,2,1,1,1,3,2,2,3,2,1,2
"2043",3,3,3,3,3,3,3,2,3,3,3,3
"2044",3,3,4,3,4,3,3,2,4,4,2,2
"2045",3,2,2,4,2,2,2,3,2,3,3,2
"2046",3,2,2,4,3,3,3,4,3,4,2,3
"2047",3,2,1,3,1,1,1,1,2,3,2,2
"2048",3,3,3,3,3,3,4,4,3,4,2,3
"2049",3,3,3,3,2,2,2,3,3,4,2,1
"2050",3,3,3,4,4,3,3,4,3,4,2,4
"2051",3,2,1,2,4,2,2,3,4,4,2,1
"2052",3,1,1,3,2,1,1,1,3,2,3,2
"2053",3,1,1,3,2,3,2,1,4,4,2,2
"2054",3,2,2,2,1,2,2,1,2,2,1,2
"2055",3,1,1,2,2,3,1,1,2,3,3,2
"2056",3,2,2,2,2,2,2,3,3,3,1,1
"2057",3,1,1,1,1,2,1,1,3,1,2,1
"2058",3,1,3,1,2,2,1,2,3,4,1,1
"2059",3,2,1,2,2,4,2,2,3,4,3,4
"2060",3,1,2,1,2,2,3,2,3,3,3,2
"2061",3,3,4,3,3,3,3,2,4,3,2,3
"2062",3,2,2,2,1,2,1,1,3,3,2,1
"2063",3,2,1,2,2,2,2,2,2,2,1,1
"2064",3,2,3,3,4,2,3,2,3,2,3,3
"2065",3,3,2,2,2,2,2,2,3,4,2,1
"2066",3,2,2,4,2,2,3,3,2,3,3,3
"2067",3,1,2,3,3,1,3,1,2,3,1,4
"2068",3,3,4,4,3,3,3,2,4,3,1,2
"2069",3,3,2,3,3,4,2,3,4,4,3,2
"2070",3,2,3,4,3,2,1,3,4,3,2,2
"2071",3,2,2,2,2,2,2,1,3,4,1,1
"2072",3,2,1,2,3,2,3,1,3,2,3,2
"2073",3,1,2,2,2,3,1,1,3,3,1,1
"2074",3,1,1,3,3,3,1,3,2,4,2,2
"2075",3,2,2,3,2,1,2,2,3,4,1,1
"2076",3,2,3,4,3,3,1,3,4,4,2,3
"2077",3,1,1,3,2,3,1,2,2,4,2,1
"2078",3,2,2,4,3,2,2,2,3,3,2,3
"2079",3,4,3,3,2,3,2,2,3,3,2,3
"2080",3,2,3,4,3,4,2,2,2,4,3,3
"2081",3,2,2,2,2,3,2,2,2,4,2,2
"2082",3,1,1,2,2,3,1,1,2,2,1,3
"2083",3,1,2,2,2,4,1,2,3,4,2,3
"2084",3,3,3,3,3,3,4,2,3,3,3,3
"2085",3,1,2,2,2,1,3,2,3,2,3,1
"2086",3,1,1,2,4,1,1,2,3,3,1,2
"2087",3,1,2,2,2,2,2,3,3,2,2,3
"2088",3,3,4,4,4,2,4,3,3,3,3,4
"2089",3,1,1,3,2,3,3,1,3,2,2,2
"2090",3,2,2,2,1,1,2,2,2,3,1,1
"2091",3,2,2,4,2,2,2,2,4,3,3,3
"2092",3,3,3,2,2,2,1,2,3,3,3,3
"2093",3,1,3,2,2,3,3,2,2,3,2,1
"2094",3,4,3,4,2,3,2,3,3,4,3,2
"2095",3,1,2,2,2,3,1,2,3,4,2,2
"2096",3,3,3,2,2,2,2,2,3,2,4,2
"2097",3,4,2,3,3,3,2,2,3,4,3,3
"2098",3,2,2,2,3,3,2,1,3,4,3,2
"2099",3,4,2,3,3,3,2,3,4,3,4,4
"2100",3,2,3,3,2,4,3,2,4,4,2,2
"2101",3,2,2,3,3,2,2,3,4,3,2,3
"2102",3,1,2,3,2,3,2,1,3,2,1,2
"2103",3,3,2,3,2,4,2,2,3,3,1,3
"2104",3,2,3,4,3,3,3,2,2,4,2,2
"2105",3,1,2,2,1,2,1,1,1,2,1,1
"2106",3,3,2,3,3,3,4,2,3,4,2,3
"2107",3,3,4,3,4,4,3,3,3,4,2,4
"2108",3,2,2,4,3,2,2,2,2,4,4,1
"2109",3,3,4,2,2,4,2,3,4,4,1,2
"2110",3,2,3,3,2,3,3,2,4,3,1,1
"2111",3,2,3,3,4,4,3,4,4,4,3,2
"2112",3,3,2,4,4,4,4,3,4,4,1,3
"2113",3,3,2,2,3,2,3,3,3,3,2,3
"2114",3,1,2,3,2,4,2,2,2,4,3,2
"2115",3,2,3,3,3,3,2,1,3,2,3,3
"2116",3,2,1,3,3,4,1,2,4,3,2,2
"2117",3,1,2,3,2,1,2,2,3,3,2,2
"2118",3,1,1,2,1,3,1,1,2,3,1,2
"2119",3,4,3,4,4,3,3,4,3,4,3,4
"2120",3,2,2,3,2,2,2,3,3,3,3,2
"2121",3,2,3,2,3,3,3,2,3,3,2,4
"2122",3,4,3,4,4,2,3,4,2,2,2,3
"2123",3,1,2,4,3,1,2,2,4,3,2,1
"2124",3,3,3,2,2,2,3,1,4,3,1,3
"2125",3,2,2,3,2,2,3,2,3,2,1,3
"2126",3,2,1,2,1,2,2,1,3,1,2,2
"2127",3,2,3,4,3,3,3,2,3,4,1,3
"2128",3,1,1,2,2,2,1,1,3,3,2,2
"2129",3,2,2,2,3,4,2,3,3,2,2,2
"2130",3,2,4,4,4,3,3,4,3,4,3,3
"2131",3,2,3,3,2,3,2,2,3,4,3,1
"2132",3,2,2,2,2,3,1,2,4,2,1,2
"2133",3,2,3,2,2,4,2,1,3,2,2,1
"2134",3,3,1,3,2,2,2,2,4,2,1,2
"2135",3,2,3,2,3,4,2,4,2,3,1,3
"2136",3,2,3,4,3,1,3,4,4,4,3,4
"2137",3,2,3,3,4,4,3,4,3,4,2,4
"2138",3,2,2,4,4,3,3,2,2,4,3,3
"2139",3,2,2,2,2,3,3,3,2,3,2,2
"2140",3,3,2,3,2,4,3,2,3,4,2,4
"2141",3,2,2,3,2,2,2,2,4,4,2,1
"2142",3,3,4,4,2,3,2,3,3,3,1,3
"2143",3,3,3,3,3,2,1,4,3,3,2,4
"2144",3,3,3,4,2,3,2,3,3,4,3,2
"2145",3,2,2,2,3,2,3,2,2,3,4,2
"2146",3,2,2,2,2,1,2,2,3,3,1,2
"2147",3,3,3,4,3,3,3,4,3,3,2,4
"2148",3,2,1,3,2,3,2,1,3,2,2,2
"2149",3,2,3,3,3,2,2,2,3,2,2,3
"2150",3,3,2,4,3,3,3,3,3,4,3,4
"2151",3,2,1,3,2,1,1,1,2,2,1,1
"2152",3,2,3,3,3,3,2,4,3,4,3,4
"2153",3,2,1,3,1,2,3,3,3,4,2,2
"2154",3,1,1,2,2,4,2,1,3,3,2,2
"2155",3,1,2,1,2,1,1,1,2,2,1,2
"2156",3,1,3,2,2,4,3,2,3,4,1,2
"2157",3,3,1,2,2,3,2,2,3,3,1,2
"2158",3,3,2,3,3,4,2,3,4,4,1,4
"2159",3,2,2,4,2,4,3,4,2,4,1,1
"2160",3,2,2,4,3,4,3,2,3,3,1,2
"2161",3,1,1,2,2,2,2,1,4,2,2,2
"2162",3,3,2,2,3,2,2,2,3,2,1,1
"2163",3,1,2,2,1,2,1,2,3,3,1,2
"2164",3,1,2,2,3,3,2,1,3,3,3,1
"2165",3,1,1,1,3,1,2,1,2,4,1,2
"2166",3,1,2,2,1,2,1,1,3,3,2,1
"2167",3,3,4,3,2,2,3,3,3,3,3,2
"2168",3,3,2,2,2,4,2,2,4,3,3,1
"2169",3,2,3,2,3,3,3,1,4,4,3,4
"2170",3,1,2,3,2,1,2,2,2,2,2,1
"2171",3,2,3,4,4,4,3,2,3,3,2,3
"2172",3,2,2,2,2,3,2,3,2,3,2,2
"2173",3,1,2,1,2,2,1,1,2,3,2,1
"2174",3,1,2,2,2,2,1,2,3,3,2,1
"2175",3,1,3,2,1,2,2,3,3,3,2,2
"2176",3,4,2,3,4,3,4,4,4,4,3,2
"2177",3,3,3,3,2,2,3,1,3,4,1,1
"2178",3,1,1,1,1,2,1,1,2,3,2,1
"2179",3,3,1,4,3,3,2,3,3,3,3,3
"2180",3,2,2,4,3,2,3,2,3,3,4,2
"2181",3,3,3,4,4,4,3,4,3,4,2,3
"2182",3,2,4,4,3,3,2,2,4,4,3,3
"2183",3,2,2,3,2,2,1,1,3,3,2,2
"2184",3,2,1,3,2,3,2,2,3,3,2,2
"2185",3,3,3,4,3,2,2,2,3,4,3,2
"2186",3,1,2,4,1,1,1,2,2,3,1,2
"2187",3,2,2,3,3,2,3,2,4,3,3,1
"2188",3,4,3,4,3,3,2,3,3,4,3,4
"2189",3,2,2,3,2,2,1,2,3,4,2,3
"2190",3,2,2,2,1,3,1,1,2,3,2,1
"2191",3,1,3,3,2,2,3,1,2,3,2,1
"2192",3,3,3,3,4,2,3,3,3,3,2,2
"2193",3,2,2,2,3,2,3,1,3,4,1,2
"2194",3,1,1,2,2,3,2,1,3,1,2,1
"2195",3,3,4,4,3,2,4,3,3,3,3,4
"2196",3,3,3,3,4,3,4,3,3,2,2,2
"2197",3,3,2,2,4,2,4,3,4,4,2,4
"2198",3,2,2,2,2,2,3,1,3,4,2,2
"2199",3,3,3,3,2,4,2,3,3,2,2,3
"2200",3,1,1,1,1,1,2,1,3,3,3,1
"2201",3,2,3,4,3,4,3,3,3,4,4,3
"2202",3,3,2,2,2,2,3,2,3,3,2,2
"2203",3,3,3,4,3,1,2,2,3,4,3,2
"2204",3,3,3,4,4,4,2,2,3,3,1,2
"2205",3,4,3,1,3,3,2,3,3,4,2,3
"2206",3,1,1,2,1,3,2,1,2,3,3,1
"2207",3,2,3,3,3,3,1,2,3,4,1,2
"2208",3,4,3,4,4,2,2,4,4,4,2,2
"2209",3,3,3,3,2,3,3,2,4,3,2,2
"2210",3,4,2,4,3,3,4,2,4,3,3,1
"2211",3,2,3,3,2,1,2,3,3,3,3,2
"2212",3,2,4,2,3,3,1,2,3,4,1,3
"2213",3,2,2,3,1,3,2,3,2,3,1,2
"2214",3,2,3,3,2,4,1,2,3,3,2,2
"2215",3,2,2,2,2,1,2,2,4,3,2,3
"2216",3,1,3,2,4,1,2,1,3,3,1,2
"2217",3,2,1,2,3,4,1,1,2,3,2,2
"2218",3,1,1,1,2,1,1,1,2,3,1,1
"2219",3,2,2,2,2,3,2,2,3,3,1,2
"2220",3,2,1,3,3,2,2,2,2,3,3,2
"2221",3,2,2,3,2,3,2,2,3,3,3,2
"2222",3,2,1,3,2,3,2,1,3,3,2,3
"2223",3,3,2,3,3,3,2,2,2,3,3,2
"2224",3,1,3,2,3,2,2,1,3,4,3,1
"2225",3,2,2,3,2,1,1,1,1,2,2,1
"2226",3,3,2,3,2,4,2,3,4,4,3,2
"2227",3,3,2,4,2,2,3,2,4,4,2,2
"2228",3,4,3,3,4,3,2,4,4,4,2,3
"2229",3,1,1,2,2,3,2,2,2,3,2,2
"2230",3,2,2,3,4,3,3,3,3,4,2,3
"2231",3,1,3,1,2,1,2,1,3,3,1,2
"2232",3,4,2,4,3,3,4,3,4,4,3,3
"2233",3,2,1,1,4,3,2,1,2,2,1,2
"2234",3,3,3,3,2,3,3,4,3,3,2,2
"2235",3,3,3,3,3,4,3,2,3,4,3,3
"2236",3,2,2,3,3,4,4,2,3,4,2,3
"2237",3,2,2,3,3,4,3,3,4,4,3,3
"2238",3,1,1,1,4,2,2,2,2,3,3,2
"2239",3,1,2,2,2,3,2,1,2,2,1,2
"2240",3,3,3,4,4,4,4,3,4,4,3,3
"2241",3,2,1,2,1,3,2,2,2,2,2,1
"2242",3,2,2,3,2,3,2,1,2,4,2,3
"2243",3,3,2,3,3,4,2,4,4,3,3,3
"2244",3,2,2,4,4,3,3,3,4,3,2,3
"2245",3,3,3,2,3,2,2,2,4,4,3,3
"2246",3,1,2,3,2,3,2,2,2,2,2,1
"2247",3,2,2,3,2,1,1,1,3,2,1,2
"2248",3,2,2,1,2,3,2,3,3,3,1,1
"2249",3,2,2,3,1,2,3,2,3,3,2,1
"2250",3,2,2,3,3,3,3,2,3,3,2,1
"2251",3,2,2,2,2,4,3,1,2,3,2,1
"2252",3,1,1,1,3,1,1,1,2,2,1,2
"2253",3,2,1,3,4,3,2,3,3,3,3,2
"2254",3,3,3,3,3,2,2,2,3,3,2,2
"2255",3,2,2,4,2,3,2,2,3,3,2,3
"2256",3,1,1,1,2,3,2,1,2,2,3,1
"2257",3,2,3,2,2,2,1,1,3,3,1,3
"2258",3,1,2,2,2,3,2,2,3,2,2,1
"2259",3,2,4,4,3,3,4,4,3,3,2,2
"2260",3,1,2,1,2,3,2,2,2,2,2,2
"2261",3,2,2,3,1,1,2,1,3,3,3,1
"2262",3,3,2,4,3,3,2,2,3,3,3,2
"2263",3,3,2,3,2,3,2,1,3,4,2,1
"2264",3,3,3,3,3,3,4,1,3,2,2,2
"2265",3,1,1,3,2,2,2,1,3,3,1,1
"2266",3,1,2,3,3,4,2,3,3,3,2,3
"2267",3,1,1,3,1,3,1,2,2,4,1,2
"2268",3,2,3,3,4,2,3,3,3,4,2,3
"2269",3,3,2,2,2,3,2,2,3,3,3,4
"2270",3,3,2,4,2,3,3,2,3,2,2,2
"2271",3,2,3,4,3,3,3,3,3,4,3,3
"2272",3,2,2,3,2,1,1,2,4,3,1,3
"2273",3,3,3,3,3,4,3,3,3,3,3,3
"2274",3,2,3,3,3,2,1,2,3,3,2,3
"2275",3,1,1,3,3,3,3,1,3,4,3,2
"2276",3,2,3,3,2,4,2,2,1,4,3,3
"2277",3,1,1,2,2,3,2,1,2,2,1,1
"2278",3,2,2,3,2,3,1,2,3,3,2,3
"2279",3,3,2,3,3,3,3,2,2,3,3,2
"2280",3,3,1,1,2,1,2,2,3,3,2,1
"2281",3,3,2,1,1,4,2,3,3,4,3,2
"2282",3,1,2,2,2,2,2,2,3,4,2,2
"2283",3,2,2,3,2,2,2,2,2,3,2,1
"2284",3,2,2,4,3,3,2,2,4,4,3,2
"2285",3,3,2,3,3,3,4,3,3,4,2,3
"2286",3,3,3,4,2,2,3,2,3,3,1,3
"2287",3,3,2,3,3,3,2,3,3,3,3,1
"2288",3,4,4,3,4,4,3,3,4,4,3,4
"2289",3,2,3,3,2,4,3,3,4,3,3,2
"2290",3,2,3,3,3,4,3,4,3,4,3,3
"2291",3,2,3,3,2,3,2,2,4,3,2,3
"2292",3,2,2,2,2,3,3,2,2,3,2,3
"2293",3,3,2,3,4,3,3,3,3,3,3,3
"2294",3,2,3,3,2,2,1,1,3,2,2,1
"2295",3,1,1,2,2,2,1,1,3,2,1,1
"2296",3,2,2,4,2,2,2,3,2,1,1,3
"2297",3,2,1,3,3,3,3,1,3,3,3,2
"2298",3,2,3,3,3,2,2,3,4,4,2,3
"2299",3,1,2,2,2,3,1,1,3,1,1,1
"2300",3,3,3,4,3,3,3,2,3,4,2,3
"2301",3,1,2,4,1,2,2,1,3,3,2,1
"2302",3,2,1,2,3,2,1,1,3,3,2,1
"2303",3,2,2,2,2,2,2,1,3,4,2,2
"2304",3,1,3,4,3,3,3,2,3,4,2,3
"2305",3,2,3,3,2,3,2,1,2,3,2,3
"2306",3,3,2,3,3,1,2,2,3,2,2,2
"2307",3,2,2,2,2,2,2,1,3,3,3,1
"2308",3,2,2,3,3,1,2,3,3,4,3,2
"2309",3,2,2,4,3,2,2,3,4,4,2,3
"2310",3,2,2,1,1,2,1,1,3,2,2,1
"2311",3,4,4,2,3,4,2,3,2,3,1,4
"2312",3,2,2,2,2,2,1,3,4,3,2,2
"2313",3,3,1,2,2,3,3,2,3,1,4,2
"2314",3,1,2,2,2,2,2,1,3,2,1,2
"2315",3,3,3,4,4,3,3,3,4,4,2,4
"2316",3,2,2,2,2,1,3,1,2,2,2,1
"2317",3,1,3,3,3,4,2,1,2,2,2,1
"2318",3,3,2,4,3,3,2,3,3,3,3,4
"2319",3,3,2,1,1,3,2,2,3,4,3,2
"2320",3,2,1,2,2,3,1,1,2,3,1,1
"2321",3,1,1,1,2,3,1,1,3,1,1,1
"2322",3,3,3,3,4,3,3,3,4,4,2,4
"2323",3,3,2,2,2,3,3,2,4,3,2,3
"2324",3,2,1,1,1,2,2,1,3,1,3,1
"2325",3,2,1,1,2,3,1,1,2,2,1,2
"2326",3,4,3,2,3,4,4,2,2,4,4,2
"2327",3,4,4,3,3,3,4,3,3,4,3,4
"2328",3,3,3,2,3,2,3,3,4,3,1,4
"2329",3,3,3,2,3,4,1,2,3,4,2,2
"2330",3,2,1,2,2,3,2,2,4,2,3,3
"2331",3,2,2,3,3,2,1,2,3,3,2,1
"2332",3,2,3,3,2,2,2,3,2,4,2,2
"2333",3,2,3,4,3,4,3,1,4,4,3,2
"2334",3,2,2,2,2,2,1,2,4,4,2,1
"2335",3,1,1,3,2,2,1,1,4,4,4,1
"2336",3,1,2,3,3,3,2,2,3,4,2,3
"2337",3,2,2,2,1,3,2,2,3,3,3,1
"2338",3,3,3,4,2,2,2,1,3,4,3,2
"2339",3,1,1,1,1,2,1,1,2,2,2,1
"2340",3,2,2,2,3,3,1,2,3,3,2,3
"2341",3,1,2,1,2,1,1,2,3,3,1,1
"2342",3,2,2,1,4,2,2,2,2,2,1,2
"2343",3,3,3,2,2,3,3,4,3,4,2,2
"2344",3,2,1,3,3,2,2,2,3,2,1,1
"2345",3,1,2,2,1,2,2,1,3,3,3,1
"2346",3,2,2,3,3,1,2,3,3,2,2,2
"2347",3,2,2,2,4,3,2,2,4,4,1,3
"2348",3,1,3,3,3,2,2,1,3,4,2,1
"2349",3,1,1,2,1,2,2,1,3,4,1,2
"2350",3,2,2,2,3,3,2,1,3,3,2,3
"2351",3,3,3,4,4,4,4,3,4,4,4,4
"2352",3,3,2,3,3,4,2,2,4,3,1,2
"2353",3,2,2,3,3,2,2,3,3,3,1,4
"2354",3,3,2,3,4,4,4,2,3,4,2,3
"2355",3,2,3,3,3,3,2,1,3,4,3,1
"2356",3,3,3,3,4,3,3,2,3,4,2,3
"2357",3,2,3,2,2,1,3,2,3,3,3,1
"2358",3,2,2,3,3,4,3,2,3,4,3,2
"2359",3,4,3,4,4,3,3,4,4,4,2,4
"2360",3,1,2,3,3,3,1,1,2,3,2,2
"2361",3,2,1,1,2,2,1,3,3,3,1,2
"2362",3,2,2,4,1,3,3,2,2,2,2,1
"2363",3,2,2,3,3,1,2,2,3,3,3,2
"2364",3,1,3,4,3,4,2,3,4,3,3,3
"2365",3,2,3,2,2,3,2,2,4,3,1,3
"2366",3,3,2,2,3,4,2,2,2,2,4,4
"2367",3,1,1,2,1,3,2,1,3,2,2,2
"2368",3,1,2,1,2,2,1,1,2,3,1,2
"2369",3,2,2,2,3,3,2,1,3,4,3,2
"2370",3,3,3,3,3,3,3,3,4,4,3,2
"2371",3,4,4,4,2,3,3,3,4,4,3,3
"2372",3,2,3,3,3,4,2,2,3,3,2,3
"2373",3,3,2,3,4,4,3,4,3,3,3,3
"2374",3,1,2,2,2,2,2,1,2,4,1,1
"2375",3,2,2,3,2,4,1,2,3,3,3,3
"2376",3,2,1,1,2,4,1,2,3,3,2,2
"2377",3,1,2,2,2,2,3,1,2,3,2,2
"2378",3,2,3,4,3,2,2,3,4,3,3,3
"2379",3,1,3,2,3,2,2,1,3,3,3,1
"2380",3,1,2,3,2,4,3,2,3,4,3,3
"2381",3,2,1,1,2,3,2,2,3,3,2,1
"2382",3,3,3,3,3,4,2,2,3,3,3,2
"2383",3,2,2,2,1,2,1,2,3,3,3,1
"2384",3,2,2,2,3,3,2,2,3,3,1,3
"2385",3,2,2,3,3,3,2,2,3,4,3,2
"2386",3,1,1,2,1,2,2,1,3,2,1,1
"2387",3,2,2,3,2,3,2,4,2,4,2,4
"2388",3,1,1,3,1,2,1,2,3,4,2,1
"2389",3,2,3,3,3,3,2,3,3,4,2,2
"2390",3,1,1,2,2,2,1,1,3,2,2,2
"2391",3,1,2,2,2,2,2,1,2,4,3,2
"2392",3,2,2,2,3,3,2,2,4,3,3,2
"2393",3,2,3,4,3,4,4,3,3,4,3,2
"2394",3,3,3,4,3,3,3,2,3,3,2,2
"2395",3,2,2,3,3,3,3,2,3,4,3,3
"2396",3,4,3,3,3,4,3,2,3,3,2,3
"2397",3,2,3,3,3,1,3,3,3,3,3,3
"2398",3,3,2,3,3,3,3,3,2,4,4,2
"2399",3,2,2,3,1,2,1,2,3,4,3,1
"2400",3,2,1,2,2,3,2,2,2,3,2,1
"2401",3,2,3,3,3,3,3,2,4,2,2,3
"2402",3,2,2,3,2,3,2,3,2,3,1,3
"2403",3,3,3,2,4,2,4,2,4,3,3,4
"2404",3,3,3,1,2,3,3,2,3,4,1,2
"2405",3,1,2,3,2,3,1,2,3,3,2,2
"2406",3,3,2,4,2,4,2,3,3,3,1,3
"2407",3,2,2,3,2,3,2,3,3,4,2,3
"2408",3,2,2,2,2,1,2,1,2,4,3,2
"2409",3,3,2,3,2,3,2,2,3,4,2,1
"2410",3,2,1,3,2,2,1,2,4,3,1,2
"2411",3,3,4,3,4,4,3,4,4,4,3,3
"2412",3,1,3,3,2,2,2,3,3,4,3,3
"2413",3,2,2,3,3,4,2,3,3,4,2,3
"2414",3,2,2,4,3,3,2,3,4,4,3,4
"2415",3,2,2,3,2,2,2,1,3,3,1,1
"2416",3,1,2,1,2,2,1,2,3,2,1,1
"2417",3,2,3,3,2,3,2,2,3,3,2,4
"2418",3,4,3,4,4,3,3,4,4,4,2,3
"2419",3,2,3,3,3,3,1,1,2,2,3,2
"2420",3,2,3,3,3,3,2,1,3,4,2,3
"2421",3,1,2,1,3,3,2,1,3,3,1,2
"2422",3,3,2,3,2,1,1,3,3,4,2,1
"2423",3,3,2,4,2,3,3,3,2,4,3,1
"2424",3,2,3,3,3,3,3,2,3,4,1,3
"2425",3,1,2,2,2,2,2,1,2,2,1,1
"2426",3,1,1,2,2,3,1,1,3,3,3,1
"2427",3,3,2,2,4,4,3,3,3,4,1,4
"2428",3,2,3,3,2,2,3,2,4,3,2,4
"2429",3,2,1,1,1,3,2,1,3,2,2,1
"2430",3,2,2,2,2,2,3,2,3,3,1,2
"2431",3,3,3,4,4,2,2,2,3,4,3,2
"2432",3,2,3,1,2,1,1,1,2,3,2,1
"2433",3,2,2,2,3,2,1,3,4,3,3,2
"2434",3,1,1,2,1,1,1,1,2,3,2,2
"2435",3,2,3,2,2,1,2,3,2,3,2,1
"2436",3,1,1,2,2,2,2,1,3,4,1,2
"2437",3,2,2,2,2,3,2,2,2,4,3,4
"2438",3,2,2,3,2,2,1,1,2,4,2,2
"2439",3,1,1,1,1,2,2,1,3,2,2,1
"2440",3,1,2,3,3,2,2,2,3,3,3,1
"2441",3,1,2,2,3,3,2,1,3,4,3,2
"2442",3,2,3,2,2,2,2,1,3,4,1,1
"2443",3,2,1,4,3,3,2,4,2,3,2,3
"2444",3,2,1,2,2,3,3,2,2,4,2,3
"2445",3,2,3,2,3,2,2,2,2,3,3,3
"2446",3,1,2,1,2,1,1,1,2,2,1,2
"2447",3,1,3,3,2,1,2,2,4,3,2,3
"2448",3,1,2,2,3,3,1,3,2,2,3,1
"2449",3,2,1,2,3,2,2,1,3,4,1,2
"2450",3,2,2,3,2,1,3,2,3,3,1,3
"2451",3,2,3,3,2,2,1,2,3,2,2,2
"2452",3,1,2,1,2,2,1,1,3,3,1,1
"2453",3,2,1,2,2,2,2,3,3,4,3,1
"2454",3,2,2,1,3,2,2,2,3,3,2,2
"2455",3,4,4,3,3,4,2,2,3,4,3,4
"2456",3,2,2,3,3,3,2,1,3,4,1,3
"2457",3,1,3,3,3,3,2,1,2,3,1,1
"2458",3,1,3,3,2,3,3,2,3,4,3,2
"2459",3,1,1,2,1,3,2,2,2,3,3,2
"2460",3,1,1,3,2,2,1,1,2,4,1,1
"2461",3,2,3,2,2,3,2,2,3,3,3,2
"2462",3,1,2,2,2,2,2,1,3,3,1,2
"2463",3,3,4,2,3,2,3,2,3,3,3,2
"2464",3,1,1,1,1,2,1,1,2,2,1,1
"2465",3,2,2,2,2,2,2,2,4,3,2,1
"2466",3,1,2,2,3,2,1,1,3,3,2,1
"2467",3,3,3,3,2,3,1,2,3,4,3,1
"2468",3,2,3,3,3,3,1,2,3,4,3,3
"2469",3,1,2,2,1,3,2,1,4,3,1,2
"2470",3,2,3,3,2,3,2,2,3,3,1,2
"2471",3,3,3,3,4,2,2,3,3,4,2,4
"2472",3,1,1,1,2,2,2,3,4,3,2,1
"2473",3,2,2,4,3,2,3,2,4,4,2,3
"2474",3,3,2,3,2,3,2,3,3,4,2,3
"2475",3,1,2,3,1,2,2,3,4,3,2,3
"2476",3,3,3,2,4,4,3,3,2,4,3,2
"2477",3,3,2,4,3,4,3,4,4,2,3,1
"2478",3,1,2,2,1,3,1,1,3,2,3,1
"2479",3,2,3,3,4,2,3,3,4,4,2,3
"2480",3,3,2,4,3,2,4,2,4,4,3,2
"2481",3,2,2,3,2,3,2,1,2,3,1,3
"2482",3,3,2,4,3,2,3,4,2,4,2,4
"2483",3,1,1,2,3,2,3,2,3,2,1,1
"2484",3,1,2,1,2,3,1,1,2,3,3,2
"2485",3,1,2,3,3,3,3,2,2,4,3,3
"2486",3,3,3,2,3,3,3,3,4,4,3,1
"2487",3,1,1,3,3,2,1,1,2,3,3,1
"2488",3,2,3,3,2,3,2,2,3,3,3,2
"2489",3,2,2,3,2,3,4,2,3,3,2,1
"2490",3,3,3,4,3,3,3,4,4,4,3,4
"2491",3,3,2,3,3,3,2,3,3,4,2,3
"2492",3,2,2,2,2,3,3,2,3,4,2,3
"2493",3,2,2,1,2,2,2,1,2,3,2,2
"2494",3,1,1,1,1,3,1,1,3,3,1,1
"2495",3,3,3,3,3,3,2,2,2,2,3,2
"2496",3,1,2,3,2,3,2,1,2,2,2,2
"2497",3,1,3,3,3,3,1,2,4,3,2,2
"2498",3,1,1,2,1,2,2,1,2,4,1,2
"2499",3,1,1,2,4,3,2,2,4,3,3,1
"2500",3,4,3,4,4,4,4,3,4,4,3,4
"2501",3,3,2,4,3,4,2,3,4,4,4,3
"2502",3,2,2,4,4,2,3,4,3,4,3,3
"2503",3,1,2,1,3,2,2,1,4,3,1,2
"2504",3,2,2,4,3,3,2,3,4,4,2,3
"2505",3,2,3,3,2,3,2,3,3,3,2,2
"2506",3,4,3,3,4,4,3,4,4,4,3,4
"2507",3,1,1,2,1,1,1,1,1,2,1,1
"2508",3,1,1,2,1,2,2,1,3,4,2,1
"2509",3,2,2,2,2,3,2,3,3,3,1,2
"2510",3,1,1,2,1,3,2,2,3,2,2,2
"2511",3,2,1,2,3,4,2,1,3,4,2,1
"2512",3,4,3,4,3,3,3,3,4,4,4,3
"2513",3,2,2,3,4,3,2,2,4,3,3,2
"2514",3,2,3,2,2,2,3,1,3,3,2,3
"2515",3,2,1,2,1,1,1,2,1,3,1,2
"2516",3,4,3,4,3,4,2,2,4,1,2,3
"2517",3,3,3,4,4,3,4,4,4,4,2,3
"2518",3,1,2,3,2,3,2,1,3,3,1,2
"2519",3,3,3,3,3,2,2,1,2,4,2,3
"2520",3,1,1,1,2,1,2,1,3,1,2,1
"2521",3,1,2,2,1,3,3,2,4,2,2,3
"2522",3,2,2,2,2,2,2,2,3,4,1,2
"2523",3,3,2,2,3,1,2,2,3,4,3,3
"2524",3,3,3,3,3,3,3,2,3,4,3,2
