"","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179"
"69",0,NA,2,0,2,NA,NA,3,"D",3,9,NA,NA,9,NA,"E",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,4,2,NA,1,1,0,3,NA,1,"A",9,1,3,3,2,NA,NA,NA,3,3,0,2,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"F","C",2,NA,NA,2,NA,NA,NA,1,3,"D"
"70",4,3,NA,1,NA,2,2,NA,"9",NA,9,3,2,1,1,"F",3,NA,3,"B",NA,NA,"9",2,3,"9",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,2,2,2,2,"C",1,NA,"9","C",NA,2,3,NA,2,3,1,NA,NA,"E"
"71",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,4,2,NA,3,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"72",0,NA,1,8,2,NA,NA,1,"F",3,8,NA,NA,8,NA,"F",NA,3,NA,"D",2,3,"E",NA,NA,"B",3,4,3,NA,NA,3,2,NA,1,3,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,2,9,1,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",3,NA,NA,3,NA,NA,NA,3,3,"E"
"73",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,0,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"8",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",0,3,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,2,1,"8"
"74",0,NA,1,1,1,NA,NA,1,"B",3,0,NA,NA,1,NA,"F",NA,2,NA,"B",2,3,"E",NA,NA,"F",1,4,1,NA,NA,3,1,NA,2,1,0,3,NA,2,"A",0,1,3,3,3,NA,NA,NA,3,2,1,2,1,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,2,1,"E"
"75",0,NA,1,0,1,NA,NA,1,"A",3,0,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,1,NA,3,1,0,2,NA,1,"A",9,3,3,1,2,NA,NA,NA,1,2,9,1,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,2,"D","C",2,NA,NA,3,NA,NA,NA,3,3,"E"
"76",3,NA,1,0,3,NA,NA,1,"9",3,0,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"9",NA,NA,"B",1,4,1,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",1,3,3,3,3,NA,NA,NA,2,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"9","C",3,NA,NA,3,NA,NA,NA,1,2,"E"
"77",0,NA,1,1,1,NA,NA,2,"D",3,9,NA,NA,0,NA,"C",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",0,1,3,3,2,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,2,NA,NA,NA,3,2,"E"
"78",0,NA,2,1,1,NA,NA,1,"E",3,0,NA,NA,1,NA,"F",NA,3,NA,"D",3,3,"F",NA,NA,"B",1,4,3,NA,NA,3,3,NA,2,1,0,3,NA,3,"A",0,3,3,3,1,NA,NA,NA,1,3,1,3,1,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",1,NA,NA,3,NA,NA,NA,1,3,"E"
"79",0,1,NA,0,NA,1,3,NA,"B",NA,9,2,3,1,1,"B",3,NA,3,"F",NA,NA,"E",3,1,"A",NA,NA,NA,1,3,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,2,1,1,1,1,"D",1,NA,"D","C",NA,2,3,NA,2,2,1,NA,NA,"E"
"80",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"B",3,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,3,1,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"81",0,1,NA,0,NA,1,2,NA,"F",NA,9,1,2,9,1,"C",3,NA,3,"B",NA,NA,"E",1,3,"A",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,2,NA,1,1,3,2,1,1,"F",1,NA,"C","B",NA,1,2,NA,2,2,1,NA,NA,"E"
"82",0,NA,2,1,1,NA,NA,1,"F",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"A",NA,NA,"E",3,4,3,NA,NA,3,2,NA,2,2,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,1,2,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",1,NA,NA,3,NA,NA,NA,1,1,"E"
"83",0,3,NA,1,NA,1,2,NA,"F",NA,0,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,9,3,2,1,9,"8",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"84",0,NA,3,1,1,NA,NA,1,"D",3,8,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,1,1,2,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",2,NA,NA,3,NA,NA,NA,1,1,"E"
"85",3,NA,3,1,1,NA,NA,1,"9",3,9,NA,NA,8,NA,"C",NA,2,NA,"B",3,3,"9",NA,NA,"9",1,4,2,NA,NA,3,2,NA,2,3,0,3,NA,2,"A",9,2,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","8",2,NA,NA,3,NA,NA,NA,3,1,"E"
"86",0,2,NA,9,NA,1,2,NA,"F",NA,9,2,3,9,1,"F",3,NA,3,"B",NA,NA,"E",1,1,"D",NA,NA,NA,1,2,NA,NA,2,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,3,1,2,NA,NA,9,NA,NA,3,NA,3,1,1,1,2,1,"C",1,NA,"A","C",NA,2,3,NA,1,1,3,NA,NA,"E"
"87",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",1,NA,3,"B",NA,NA,"F",2,3,"E",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,1,1,NA,2,2,2,NA,NA,"E"
"88",0,NA,3,1,1,NA,NA,1,"F",3,9,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,4,2,NA,1,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",1,NA,NA,3,NA,NA,NA,2,2,"D"
"89",0,NA,3,0,1,NA,NA,1,"A",3,9,NA,NA,9,NA,"F",NA,3,NA,"8",3,3,"D",NA,NA,"B",1,4,2,NA,NA,3,2,NA,1,2,0,3,NA,2,"A",0,1,3,3,2,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"E","C",3,NA,NA,3,NA,NA,NA,2,3,"E"
"90",0,1,NA,1,NA,1,2,NA,"F",NA,9,2,1,9,1,"8",1,NA,3,"B",NA,NA,"D",3,3,"A",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,2,2,2,1,1,"F",1,NA,"B","C",NA,2,3,NA,2,3,1,NA,NA,"E"
"91",0,NA,1,1,1,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,2,"A",0,1,3,3,2,NA,NA,NA,3,3,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"92",2,NA,1,1,2,NA,NA,2,"D",1,9,NA,NA,9,NA,"F",NA,2,NA,"B",1,3,"B",NA,NA,"9",2,3,2,NA,NA,3,2,NA,3,1,0,1,NA,3,"A",9,2,3,3,1,NA,NA,NA,1,2,9,3,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"9","C",3,NA,NA,2,NA,NA,NA,2,3,"E"
"93",0,2,NA,1,NA,1,2,NA,"D",NA,8,1,2,9,1,"F",1,NA,1,"B",NA,NA,"E",3,1,"F",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,3,3,2,NA,NA,1,NA,NA,3,NA,1,2,1,2,3,1,"C",1,NA,"A","C",NA,1,3,NA,2,3,1,NA,NA,"E"
"94",0,3,NA,1,NA,1,2,NA,"D",NA,1,3,2,1,3,"C",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"F",1,NA,"F","C",NA,2,1,NA,2,2,3,NA,NA,"E"
"95",1,NA,1,0,1,NA,NA,1,"9",3,0,NA,NA,0,NA,"F",NA,3,NA,"B",1,3,"D",NA,NA,"B",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,1,"A",0,2,3,2,2,NA,NA,NA,1,2,8,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"96",0,1,NA,1,NA,1,2,NA,"A",NA,9,1,2,1,1,"F",1,NA,3,"B",NA,NA,"E",3,1,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,4,NA,1,3,1,2,1,1,"C",1,NA,"D","C",NA,1,1,NA,2,2,2,NA,NA,"E"
"97",0,NA,4,9,2,NA,NA,2,"B",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",2,3,"E",NA,NA,"F",3,3,1,NA,NA,3,2,NA,3,2,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,2,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"D","A",2,NA,NA,2,NA,NA,NA,3,1,"D"
"98",0,NA,2,8,1,NA,NA,3,"F",3,9,NA,NA,8,NA,"C",NA,3,NA,"B",1,3,"A",NA,NA,"B",1,4,1,NA,NA,3,2,NA,3,3,0,3,NA,3,"A",9,2,3,3,1,NA,NA,NA,2,2,8,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"D","E",2,NA,NA,1,NA,NA,NA,3,3,"E"
"99",4,NA,1,0,1,NA,NA,1,"9",2,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"9",NA,NA,"9",1,4,1,NA,NA,2,1,NA,3,1,0,1,NA,3,"A",9,1,3,3,1,NA,NA,NA,3,2,9,2,3,NA,9,NA,NA,NA,NA,NA,NA,"C",NA,3,"9","C",3,NA,NA,3,NA,NA,NA,2,2,"E"
"100",0,NA,1,1,2,NA,NA,3,"8",3,8,NA,NA,0,NA,"D",NA,1,NA,"B",2,3,"F",NA,NA,"A",1,4,2,NA,NA,4,3,NA,1,2,0,2,NA,1,"A",8,2,3,3,3,NA,NA,NA,1,3,1,3,2,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"C","B",3,NA,NA,3,NA,NA,NA,2,2,"E"
"101",0,3,NA,0,NA,3,2,NA,"F",NA,9,1,1,9,1,"F",3,NA,2,"B",NA,NA,"B",1,2,"C",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,3,1,2,3,"C",1,NA,"D","E",NA,3,3,NA,1,2,1,NA,NA,"E"
"102",0,2,NA,1,NA,1,2,NA,"D",NA,8,3,2,1,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,1,3,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"103",0,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"A",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",9,1,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","C",2,NA,NA,1,NA,NA,NA,2,2,"E"
"104",0,3,NA,1,NA,1,2,NA,"B",NA,9,1,2,1,1,"F",3,NA,3,"B",NA,NA,"E",3,1,"F",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"105",0,NA,1,9,2,NA,NA,2,"E",2,9,NA,NA,9,NA,"E",NA,2,NA,"C",2,3,"D",NA,NA,"A",2,3,1,NA,NA,3,3,NA,2,1,0,1,NA,3,"B",9,3,3,3,1,NA,NA,NA,3,2,9,1,2,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"C","F",3,NA,NA,1,NA,NA,NA,1,1,"A"
"106",0,2,NA,1,NA,3,2,NA,"B",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",1,2,"F",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,8,1,"C",1,NA,"D","A",NA,2,1,NA,2,2,1,NA,NA,"E"
"107",0,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,2,"A",9,1,3,3,3,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"108",0,2,NA,1,NA,1,2,NA,"D",NA,8,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"109",1,2,NA,1,NA,1,2,NA,"D",NA,9,1,2,1,1,"F",1,NA,3,"B",NA,NA,"9",3,2,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,3,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"110",0,NA,4,0,3,NA,NA,2,"F",2,9,NA,NA,9,NA,"D",NA,2,NA,"C",2,1,"E",NA,NA,"D",1,3,3,NA,NA,4,2,NA,3,1,0,1,NA,1,"B",9,2,3,3,2,NA,NA,NA,1,2,9,3,1,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",3,NA,NA,3,NA,NA,NA,1,1,"A"
"111",0,NA,1,0,1,NA,NA,2,"D",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",2,3,"A",NA,NA,"E",1,4,1,NA,NA,3,2,NA,3,2,0,3,NA,3,"A",9,2,3,3,1,NA,NA,NA,3,2,9,2,2,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","C",3,NA,NA,2,NA,NA,NA,1,1,"E"
"112",3,2,NA,9,NA,1,2,NA,"9",NA,9,3,2,9,1,"C",3,NA,2,"B",NA,NA,"D",1,3,"9",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,2,1,2,2,2,1,"F",1,NA,"9","B",NA,1,1,NA,2,2,3,NA,NA,"E"
"113",0,NA,1,1,1,NA,NA,2,"A",1,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"8",NA,NA,"E",1,4,2,NA,NA,1,1,NA,3,2,0,3,NA,1,"A",9,3,3,2,3,NA,NA,NA,3,2,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",3,NA,NA,2,NA,NA,NA,2,1,"E"
"114",0,3,NA,1,NA,1,2,NA,"D",NA,9,2,1,1,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,2,1,2,1,1,"D",1,NA,"F","C",NA,2,1,NA,2,2,3,NA,NA,"E"
"115",0,1,NA,1,NA,1,2,NA,"B",NA,9,3,2,9,1,"C",1,NA,2,"B",NA,NA,"8",3,1,"E",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,1,3,3,1,1,"F",1,NA,"A","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"116",0,3,NA,1,NA,1,2,NA,"D",NA,9,1,2,9,1,"F",1,NA,3,"B",NA,NA,"F",2,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,2,3,2,1,3,"C",1,NA,"A","C",NA,2,3,NA,2,2,1,NA,NA,"E"
"117",0,NA,1,1,2,NA,NA,1,"A",2,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,3,3,0,2,NA,1,"A",9,2,3,3,3,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",3,NA,NA,2,NA,NA,NA,2,1,"E"
"118",1,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"A",1,4,3,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",0,2,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"9","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"119",1,NA,3,1,2,NA,NA,2,"9",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"D",NA,NA,"F",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,1,"A",9,3,3,3,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,3,2,"E"
"120",1,1,NA,0,NA,2,2,NA,"D",NA,9,3,3,9,1,"E",1,NA,3,"A",NA,NA,"E",1,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"B",0,NA,NA,NA,NA,1,3,2,NA,NA,0,NA,NA,2,NA,4,2,2,3,2,2,"F",1,NA,"F","9",NA,1,2,NA,2,1,1,NA,NA,"C"
"121",3,2,NA,0,NA,3,2,NA,"9",NA,9,2,3,9,1,"F",2,NA,2,"B",NA,NA,"9",3,1,"9",NA,NA,NA,2,2,NA,NA,2,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,0,NA,NA,3,NA,1,2,2,2,2,1,"E",1,NA,"8","8",NA,2,2,NA,2,2,2,NA,NA,"E"
"122",3,NA,1,1,1,NA,NA,3,"9",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"9",1,4,2,NA,NA,3,2,NA,3,2,0,3,NA,3,"A",9,3,2,3,3,NA,NA,NA,2,3,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"9","A",3,NA,NA,1,NA,NA,NA,2,3,"E"
"123",0,1,NA,9,NA,1,2,NA,"E",NA,9,2,1,9,2,"C",3,NA,3,"B",NA,NA,"A",1,1,"B",NA,NA,NA,3,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,2,1,NA,NA,9,NA,NA,1,NA,1,2,2,1,3,1,"F",1,NA,"F","C",NA,2,1,NA,2,2,2,NA,NA,"E"
"124",0,2,NA,1,NA,1,2,NA,"D",NA,9,2,3,9,1,"C",1,NA,2,"B",NA,NA,"A",1,3,"B",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,3,2,2,2,1,"F",1,NA,"C","F",NA,3,2,NA,3,2,1,NA,NA,"E"
"125",0,1,NA,1,NA,1,2,NA,"D",NA,8,3,2,9,3,"F",2,NA,3,"B",NA,NA,"F",3,3,"B",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,2,1,2,3,1,1,"C",1,NA,"A","C",NA,3,3,NA,4,2,2,NA,NA,"E"
"126",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",9,4,3,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"8","C",1,NA,NA,3,NA,NA,NA,2,2,"E"
"127",0,2,NA,1,NA,1,2,NA,"D",NA,1,1,2,9,1,"F",1,NA,2,"B",NA,NA,"E",3,1,"F",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"128",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"129",0,NA,3,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",1,2,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,2,2,"E"
"130",0,3,NA,0,NA,1,2,NA,"B",NA,9,3,1,0,1,"C",1,NA,2,"B",NA,NA,"E",1,3,"A",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,2,2,2,1,2,"F",1,NA,"D","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"131",0,NA,4,0,1,NA,NA,3,"A",2,0,NA,NA,0,NA,"C",NA,2,NA,"F",2,8,"B",NA,NA,"D",8,8,1,NA,NA,8,2,NA,1,2,0,8,NA,3,"A",0,3,3,3,2,NA,NA,NA,1,2,0,3,8,NA,8,NA,NA,NA,NA,NA,NA,"E",NA,2,"E","C",1,NA,NA,2,NA,NA,NA,2,2,"B"
"132",0,2,NA,9,NA,1,2,NA,"D",NA,9,3,3,0,1,"C",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,2,1,2,2,1,"F",1,NA,"B","C",NA,3,3,NA,2,1,1,NA,NA,"E"
"133",0,3,NA,1,NA,1,2,NA,"D",NA,0,3,2,1,1,"F",1,NA,3,"B",NA,NA,"E",2,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,2,2,3,2,1,1,"D",1,NA,"A","C",NA,2,1,NA,2,1,1,NA,NA,"E"
"134",0,3,NA,1,NA,1,2,NA,"F",NA,9,3,2,9,1,"C",1,NA,2,"B",NA,NA,"E",1,3,"A",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,1,NA,"F",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,1,3,3,1,1,"8",1,NA,"D","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"135",2,NA,3,1,2,NA,NA,3,"9",3,9,NA,NA,1,NA,"C",NA,3,NA,"B",2,3,"8",NA,NA,"9",1,4,2,NA,NA,3,2,NA,2,9,0,1,NA,3,"A",9,2,1,3,3,NA,NA,NA,9,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"D","C",2,NA,NA,2,NA,NA,NA,3,2,"E"
"136",5,3,NA,0,NA,2,2,NA,"9",NA,8,3,1,8,2,"E",2,NA,1,"B",NA,NA,"9",3,2,"9",NA,NA,NA,9,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",8,NA,NA,NA,NA,3,2,2,NA,NA,8,NA,NA,3,NA,1,2,2,3,2,1,"F",1,NA,"9","9",NA,9,3,NA,1,2,3,NA,NA,"8"
"137",0,NA,1,0,1,NA,NA,1,"D",3,8,NA,NA,8,NA,"E",NA,3,NA,"C",3,3,"A",NA,NA,"F",1,4,1,NA,NA,3,2,NA,3,3,0,3,NA,3,"D",8,2,3,3,1,NA,NA,NA,3,2,8,1,3,NA,3,NA,NA,NA,NA,NA,NA,"A",NA,3,"8","C",2,NA,NA,1,NA,NA,NA,2,3,"B"
