"","XDATE","DELAY","CONTRIBUTOR","BID","ASK","FLAG"
"2120",199706190404,0,"CBAP",25.5,26.5,0
"2121",199706190405,0,"AIGH",25.7,26.2,0
"2122",199706190407,0,"HKBK",25.6,26.1,0
"2123",199706190410,0,"BATH",25.8,25.9,0
"2124",199706190415,0,"EMFY",26.1,26.6,0
"2125",199706190416,0,"AIGH",25.5,26,0
"2126",199706190417,0,"EMFY",26,26.5,0
"2127",199706190421,0,"EMFY",26.1,26.6,0
"2128",199706190421,0,"EMFY",26,26.5,0
"2129",199706190421,0,"EMFY",25.9,26.4,0
"2130",199706190421,0,"HKBK",25.8,26,0
"2131",199706190421,0,"AIGH",25.4,26,0
"2132",199706190421,0,"EMFY",25.8,26.3,0
"2133",199706190421,0,"AIGH",25.5,26,0
"2134",199706190422,0,"EMFY",25.85,26.35,0
"2135",199706190422,0,"ANZM",25.9,26.2,0
"2136",199706190422,0,"EMFY",26.1,26.3,0
"2137",199706190425,0,"GBNP",25.8,26.1,0
"2138",199706190425,0,"AIGH",25.45,25.95,0
"2139",199706190425,0,"EMFY",26,26.3,0
"2140",199706190426,0,"ANZM",25.8,26.1,0
"2141",199706190427,0,"AIGH",25.4,25.9,0
"2142",199706190427,0,"ANZM",25.6,26.1,0
"2143",199706190428,0,"AIGH",25.3,25.8,0
"2144",199706190428,0,"CTBT",25.82,25.92,0
"2145",199706190428,0,"EMFY",25.75,26.25,0
"2146",199706190429,0,"CTBT",25.8,25.9,0
"2147",199706190431,0,"CTBT",25.81,25.91,0
"2148",199706190434,0,"AIGH",25.65,25.95,0
"2149",199706190435,0,"AIGH",25.6,25.9,0
"2150",199706190435,0,"ANZM",25.3,25.8,0
"2151",199706190436,0,"EMFY",25.3,25.8,0
"2152",199706190436,0,"EMFY",25.5,26,0
"2153",199706190437,0,"EMFY",25.6,26.1,0
"2154",199706190438,0,"ANZM",25.4,25.9,0
"2155",199706190439,0,"ANZM",25.45,25.95,0
"2156",199706190440,0,"AIGH",25.5,25.8,0
"2157",199706190440,0,"AIGH",25.4,25.7,0
"2158",199706190441,0,"BATH",25.85,25.89,0
"2159",199706190442,0,"HKBK",25.7,26.1,0
"2160",199706190442,0,"AIGH",25.35,25.65,0
"2161",199706190443,0,"BOAS",25.65,25.75,0
"2162",199706190443,0,"BOAS",25.55,25.65,0
"2163",199706190446,0,"EMFY",25.1,25.6,0
"2164",199706190446,0,"BATH",25.85,25.88,0
"2165",199706190446,0,"EMFY",25.2,25.7,0
"2166",199706190446,0,"ANZM",25.2,25.7,0
"2167",199706190447,0,"EMFY",25.15,25.65,0
"2168",199706190449,0,"CTBT",25.8,25.9,0
"2169",199706190450,0,"ANZM",25.15,25.65,0
"2170",199706190452,0,"AIGH",25.6,25.7,0
"2171",199706190457,0,"BATH",25.8,25.85,0
"2172",199706190457,0,"ANZM",25.42,25.92,0
"2173",199706190458,0,"AIGH",25.5,25.6,0
"2174",199706190459,0,"AIGH",25.45,25.55,0
"2175",199706190459,0,"AIGH",25.4,25.5,0
"2176",199706190500,0,"ANZM",25,25.5,0
"2177",199706190502,0,"AIGH",25.45,25.55,0
"2178",199706190502,0,"HKBK",25.45,25.65,0
"2179",199706190505,0,"AIGH",25.3,25.5,0
"2180",199706190505,0,"AIGH",25.25,25.45,0
"2181",199706190507,0,"AIGH",25.2,25.4,0
"2182",199706190507,0,"AIGH",25.15,25.35,0
"2183",199706190508,0,"AIGH",25.1,25.3,0
"2184",199706190509,0,"AIGH",25.05,25.25,0
"2185",199706190510,0,"AIGH",25,25.2,0
"2186",199706190515,0,"ANZM",25.1,25.6,0
"2187",199706190518,0,"BOAS",25.4,25.5,0
"2188",199706190519,0,"ANZM",25.05,25.45,0
"2189",199706190523,0,"ANZM",24.7,25.2,0
"2190",199706190526,0,"ABNS",25.2,25.3,0
"2191",199706190530,0,"ANZM",24.8,25.3,0
"2192",199706190532,0,"AIGH",24.9,25.1,0
"2193",199706190534,0,"INDS",25,25.2,0
"2194",199706190535,0,"MBRC",24.8,25.3,0
"2195",199706190535,0,"AIGH",24.85,25.05,0
"2196",199706190535,0,"ANZM",24.5,25,0
"2197",199706190536,0,"BGFX",24.65,24.85,0
"2198",199706190537,0,"HSBK",25.83,25.88,0
"2199",199706190537,0,"AIGH",24.8,25,0
"2200",199706190538,0,"CTRD",24.9,25.1,0
"2201",199706190538,0,"CTRD",24.9,25.25,0
"2202",199706190538,0,"CTRD",24.9,25,0
"2203",199706190538,0,"ANZM",24.4,24.9,0
"2204",199706190539,0,"AIGH",24.75,24.95,0
"2205",199706190539,0,"AIGH",24.7,24.9,0
"2206",199706190542,0,"AIGH",24.8,25,0
"2207",199706190549,0,"BOAS",24.9,25.1,0
"2208",199706190605,0,"ANZM",24.7,25.2,0
"2209",199706190611,0,"ANZM",24.65,25.15,0
"2210",199706190615,0,"EMFY",24.9,25.1,0
"2211",199706190616,0,"ANZM",24.7,25.1,0
"2212",199706190625,0,"CHIC",24.8,25.2,0
"2213",199706190629,0,"ANZM",24.65,25.15,0
"2214",199706190631,0,"ANZM",24.7,25.1,0
"2215",199706190632,0,"BOAS",25,25.2,0
"2216",199706190632,0,"ANZM",24.65,25.015,0
"2217",199706190635,0,"BGFX",24.73,24.93,0
"2218",199706190637,0,"BGFX",24.58,25.08,0
"2219",199706190637,0,"ANZM",24.7,25.2,0
"2220",199706190642,0,"AIGH",24.95,25.05,0
"2221",199706190643,0,"ANZM",24.8,25.1,0
"2222",199706190648,0,"CTBT",25.83,25.88,0
"2223",199706190648,1,"ANZM",24.75,25.15,0
"2224",199706190655,1,"BGFX",24.7,25.2,0
"2225",199706190656,0,"MBRC",25,25.1,0
"2226",199706190658,0,"ANZM",24.8,25.1,0
"2227",199706190706,0,"WBCM",24.9,25,0
"2228",199706190706,0,"SCFE",24.8,25.1,0
"2229",199706190706,0,"SCFE",24.9,25.1,0
"2230",199706190717,0,"SCFE",24.95,25.15,0
"2231",199706190724,0,"SBIC",24.9,25.2,0
"2232",199706190725,0,"AIGH",24.8,25.05,0
"2233",199706190725,0,"EMFY",24,24.2,0
"2234",199706190725,0,"EMFY",23.95,24.15,0
"2235",199706190726,0,"AIGH",24.9,25,0
"2236",199706190727,0,"EMFY",23.85,24.05,0
"2237",199706190729,0,"HKBK",24.95,25.05,0
"2238",199706190731,0,"EMFY",24.95,25.15,0
"2239",199706190731,0,"EMFY",24.9,25.1,0
"2240",199706190732,0,"EMFY",24.85,25.05,0
"2241",199706190732,0,"EMFY",24.9,25.1,0
"2242",199706190735,0,"SCFE",24.9,25.1,0
"2243",199706190747,0,"MBRC",24.95,25.05,0
"2244",199706190804,0,"EMFY",24.92,25.12,0
"2245",199706190805,0,"EMFY",24.9,25.1,0
"2246",199706190814,0,"BBLT",25.87,25.92,0
"2247",199706190817,0,"BOAT",25.84,25.94,0
"2248",199706190817,0,"SCFE",24.92,25.12,0
"2249",199706190817,0,"SCFE",24.9,25.1,0
"2250",199706190818,0,"EMFY",24.95,25.1,0
"2251",199706190818,0,"BOAT",25.845,25.945,0
"2252",199706190819,0,"EMFY",24.95,25.15,0
"2253",199706190819,0,"BOAS",24.95,25.05,0
"2254",199706190822,0,"EMFY",24.9,25.1,0
"2255",199706190827,0,"EMFY",24.8,25.3,0
"2256",199706190827,0,"EMFY",24.8,25.1,0
"2257",199706190828,0,"EMFY",24.9,25.1,0
"2258",199706190828,0,"SCFE",24.95,25.15,0
"2259",199706190830,0,"SCFE",24.9,25.1,0
"2260",199706190831,0,"SCFE",24.95,25.15,0
"2261",199706190838,0,"EMFY",25,25.2,0
"2262",199706190840,0,"EMFY",25.02,25.12,0
"2263",199706190843,0,"EMFY",25.03,25.13,0
"2264",199706190843,0,"EMFY",25,25.1,0
"2265",199706190843,0,"CBAX",24.8,25.3,0
"2266",199706190920,1,"EMFY",25.1,25.3,0
"2267",199706190950,0,"BGFX",24.95,25.45,0
"2268",199706190953,0,"EMFY",25,25.2,0
"2269",199706191002,0,"EMFY",25.05,25.35,0
"2270",199706191002,0,"EMFY",25,25.4,0
"2271",199706191030,0,"EMFY",25.2,25.7,0
"2272",199706191032,0,"SCFE",25.25,25.45,0
"2273",199706191055,0,"BGFX",25.1,25.6,0
"2274",199706191100,0,"EMFY",25.1,25.6,0
"2275",199706191122,0,"EMFY",25.15,25.65,0
"2276",199706191151,0,"CHIC",25.1,25.4,0
"2277",199706191209,0,"EMFY",25.1,25.6,0
"2278",199706191212,0,"SCEX",25.1,25.3,0
"2279",199706191330,0,"SCFE",25,25.2,0
"2280",199706191342,0,"SCFE",24.95,25.15,0
"2281",199706191356,0,"SCFE",25,25.2,0
"2282",199706191409,0,"BGFX",24.85,25.35,0
"2283",199706191412,0,"EMFY",24.9,25.5,0
"2284",199706191422,0,"CHIC",25,25.25,0
"2285",199706191451,0,"BGFX",24.5,25,0
"2286",199706191456,0,"SCFE",24.95,25.15,0
"2287",199706191457,0,"SCFE",25,25.1,0
"2288",199706191457,0,"SCFE",25,26,0
"2289",199706191457,0,"SCFE",25,25.2,0
"2290",199706191520,1,"EMFY",25.1,25.6,0
"2291",199706191526,0,"SCFE",25.02,25.22,0
"2292",199706191526,0,"SCFE",25,25.2,0
"2293",199706191644,0,"RBCI",24.8,24.9,0
"2294",199706191645,0,"RBCI",24.82,24.92,0
"2295",199706191645,1,"RBCI",24.83,24.93,0
"2296",199706191657,0,"RBCI",25,25.1,0
"2297",199706192147,0,"ANZM",25.1,25.6,0
"2298",199706200000,0,"MBRC",25.1,25.2,0
"2299",199706200016,0,"GBNP",25.2,25.7,0
"2300",199706200022,0,"HKBK",25.2,25.5,0
"2301",199706200026,0,"UOBX",25.05,25.85,0
"2302",199706200036,0,"BOAS",25.2,25.5,0
"2303",199706200037,0,"ANZS",25.2,25.5,0
"2304",199706200047,0,"ANZM",25.15,25.65,0
"2305",199706200050,0,"UOBX",25.06,25.66,0
"2306",199706200053,0,"MBRC",25.1,25.6,0
"2307",199706200053,0,"HKBK",25.25,25.45,0
"2308",199706200054,0,"AIGH",25.1,25.3,0
"2309",199706200054,0,"HKBK",25,25.3,0
"2310",199706200055,0,"AIGH",25,25.2,0
"2311",199706200056,0,"MBRC",24.9,25.4,0
"2312",199706200056,0,"ANZM",24.6,25.1,0
"2313",199706200100,0,"BOAS",25,25.2,0
"2314",199706200104,0,"UOBX",24.85,25.85,0
"2315",199706200105,1,"ANZM",24.7,25.2,0
"2316",199706200107,0,"ABNS",25.05,25.25,0
"2317",199706200108,0,"ANZM",24.5,25,0
"2318",199706200109,0,"MBRC",25.05,25.25,0
"2319",199706200112,0,"ANZM",24.7,25.2,0
"2320",199706200116,0,"UOBX",24.65,25.65,0
"2321",199706200116,0,"CTRD",25.15,25.35,0
"2322",199706200130,0,"AIGH",25.2,25.4,0
"2323",199706200132,0,"UOBX",25,25.7,0
"2324",199706200140,0,"UOBX",25.1,25.8,0
"2325",199706200149,0,"ANZM",25,26,0
"2326",199706200153,0,"BOAS",25.5,26,0
"2327",199706200153,0,"UOBX",25.2,26,0
"2328",199706200155,0,"ANZM",25.1,25.9,0
"2329",199706200158,0,"AIGH",25.4,25.7,0
"2330",199706200159,0,"ANZM",25,25.5,0
"2331",199706200200,0,"AIGH",25.2,25.5,0
"2332",199706200201,8,"MBRC",25.1,25.6,0
"2333",199706200201,8,"AIGH",25.15,25.45,0
"2334",199706200203,6,"AIGH",25.1,25.4,0
"2335",199706200205,4,"AIGH",25.05,25.35,0
"2336",199706200208,1,"ANZM",24.9,25.4,0
"2337",199706200210,0,"HKBK",25.4,26.3,0
"2338",199706200210,0,"HKBK",25.4,25.6,0
"2339",199706200210,0,"HSBK",25.9,26,0
"2340",199706200211,0,"ANZM",24.8,25.3,0
"2341",199706200211,1,"MBRC",25.4,25.5,0
"2342",199706200214,0,"CHAB",25.9,26,0
"2343",199706200218,0,"UOBX",25.25,25.95,0
"2344",199706200222,0,"BOAS",25.3,25.5,0
"2345",199706200223,0,"SUMS",24.95,25.45,0
"2346",199706200230,0,"AIGH",25.1,25.4,0
"2347",199706200230,0,"UOBX",25.05,25.75,0
"2348",199706200231,0,"AIGH",25.05,25.35,0
"2349",199706200232,0,"ANZS",25,25.5,0
"2350",199706200233,0,"HKBK",25.25,25.45,0
"2351",199706200234,0,"HKBK",25.3,25.6,0
"2352",199706200235,0,"INBT",25.93,26.03,0
"2353",199706200236,0,"MBRC",25.2,25.4,0
"2354",199706200237,0,"UOBX",25.06,25.86,0
"2355",199706200241,0,"UOBX",25.1,25.75,0
"2356",199706200251,0,"AIGH",25.15,25.45,0
"2357",199706200252,0,"AIGH",25.1,25.4,0
"2358",199706200252,0,"UOBX",25.05,25.7,0
"2359",199706200253,0,"AIGH",25,25.3,0
"2360",199706200256,0,"OUBV",25.45,25.55,0
"2361",199706200256,0,"BBLS",25.4,25.6,0
"2362",199706200236,48,"WLDB",24.9,25.4,0
"2363",199706200326,0,"BBLT",25.95,26.05,0
"2364",199706200331,0,"BBLT",25.92,26.02,0
"2365",199706200340,0,"MBRC",25.55,25.65,0
"2366",199706200352,0,"BATH",25.95,26.01,0
"2367",199706200352,0,"BATH",25.9,26.01,0
"2368",199706200356,0,"ANZM",24.2,24.7,0
"2369",199706200358,0,"ANZM",25.2,25.7,0
"2370",199706200424,0,"UOBX",25.05,25.75,0
"2371",199706200433,0,"UOBX",25.08,25.78,0
"2372",199706200454,0,"AIGH",25.25,25.55,0
"2373",199706200500,0,"UOBX",25.1,25.8,0
"2374",199706200501,0,"MBRC",25.4,25.6,0
"2375",199706200503,0,"ANZM",25.1,25.5,0
"2376",199706200505,0,"CTRD",25.4,25.6,0
"2377",199706200514,0,"AIGH",25.15,25.45,0
"2378",199706200533,0,"CTBT",25.89,25.99,0
"2379",199706200537,0,"HKBK",25.35,25.55,0
"2380",199706200538,0,"ANZM",25.25,25.55,0
"2381",199706200554,0,"BGFX",25.15,25.65,0
"2382",199706200559,0,"UOBX",25.05,25.75,0
"2383",199706200611,0,"CHIC",25.25,25.55,0
"2384",199706200628,0,"CTBT",25.96,26.04,0
"2385",199706200629,0,"ABNS",25.4,25.6,0
"2386",199706200642,0,"EMFY",25.45,25.65,0
"2387",199706200655,0,"SCFE",25.5,25.7,0
"2388",199706200705,0,"AIGH",25.4,25.6,0
"2389",199706200708,0,"SCFE",25.5,25.6,0
"2390",199706200708,0,"SCFE",25.5,25.7,0
"2391",199706200708,0,"SCFE",25.48,25.68,0
"2392",199706200712,0,"SCFE",25.55,25.75,0
"2393",199706200723,0,"ANZS",25.4,25.8,0
"2394",199706200731,0,"AIGH",25.4,25.7,0
"2395",199706200736,0,"SCFE",25.68,25.88,0
"2396",199706200738,0,"BOAS",25.7,25.8,0
"2397",199706200742,0,"AIGH",25.8,26,0
"2398",199706200747,0,"BOAS",25.8,26,0
"2399",199706200753,0,"BGFX",25.65,26.15,0
"2400",199706200804,0,"ABNP",25.95,26.4,0
"2401",199706200806,0,"SCFE",25.75,25.95,0
"2402",199706200813,0,"SCRS",25.8,25.89,0
"2403",199706200818,0,"UOBX",25.2,25.9,0
"2404",199706200825,0,"UOBX",25.25,26.25,0
"2405",199706200831,0,"CTRD",25.8,26,0
"2406",199706200900,0,"BOAS",25.9,26,0
"2407",199706200901,0,"MBRC",25.8,26,0
"2408",199706200907,0,"HSBK",26,26.1,0
"2409",199706200914,0,"BGFX",25.8,26.3,0
"2410",199706200925,0,"BNSV",25.9,26.1,0
"2411",199706200933,0,"SCFE",25.9,26.1,0
"2412",199706200937,0,"AIGH",25.9,26,0
"2413",199706200938,0,"AIGH",25.87,25.97,0
"2414",199706200938,0,"SCFE",25.92,26.12,0
"2415",199706200939,0,"SCFE",25.89,26.09,0
"2416",199706200943,0,"AIGH",25.85,25.95,0
"2417",199706200955,0,"AIGH",25.8,25.9,0
"2418",199706200959,0,"AIGH",25.75,25.85,0
"2419",199706201000,0,"EMFY",25.7,25.9,0
"2420",199706201000,0,"AIGH",25.7,25.8,0
"2421",199706201001,0,"CHIC",25.65,25.9,0
"2422",199706201002,0,"AIGH",25.65,25.75,0
"2423",199706201005,0,"AIGH",25.6,25.7,0
"2424",199706201009,0,"AIGH",25.55,25.65,0
"2425",199706201011,0,"CBAX",25.5,25.7,0
"2426",199706201014,0,"AIGH",25.45,25.65,0
"2427",199706201015,0,"AIGH",25.4,25.6,0
"2428",199706201017,0,"AIGH",25.35,25.55,0
"2429",199706201018,0,"AIGH",25.3,25.5,0
"2430",199706201018,0,"AIGH",25.25,25.45,0
"2431",199706201019,0,"AIGH",25.2,25.4,0
"2432",199706201019,0,"AIGH",25.15,25.35,0
"2433",199706201019,0,"AIGH",25.1,25.3,0
"2434",199706201020,0,"AIGH",25.05,25.25,0
"2435",199706201020,0,"AIGH",25,25.2,0
"2436",199706201022,0,"BGFX",24.85,25.35,0
"2437",199706201023,0,"CBAX",25,25.3,0
"2438",199706201023,0,"AIGH",24.9,25.1,0
"2439",199706201029,0,"SCFE",25,25.3,0
"2440",199706201036,0,"SCFE",25.2,25.6,0
"2441",199706201041,0,"BGFX",25.15,25.65,0
"2442",199706201058,0,"CTBT",26.05,26.25,0
"2443",199706201100,0,"AIGH",25.4,25.6,0
"2444",199706201100,1,"AIGH",25.35,25.55,0
"2445",199706201101,0,"AIGH",25.3,25.5,0
"2446",199706201102,0,"AIGH",25.25,25.45,0
"2447",199706201102,0,"SCFE",25.3,25.6,0
"2448",199706201102,0,"SCFE",25.35,25.65,0
"2449",199706201102,0,"AIGH",25.2,25.4,0
"2450",199706201104,0,"AIGH",25.15,25.35,0
"2451",199706201109,0,"AIGH",25.1,25.3,0
"2452",199706201117,0,"AIGH",25.05,25.25,0
"2453",199706201119,0,"SCFE",25.1,25.4,0
"2454",199706201119,0,"AIGH",25,25.2,0
"2455",199706201119,0,"CHIC",25,25.3,0
"2456",199706201120,0,"AIGH",25.1,25.2,0
"2457",199706201142,0,"EMFY",25.1,25.6,0
"2458",199706201205,0,"AIGH",24.9,25.4,0
"2459",199706201211,0,"AIGH",24.8,25.3,0
"2460",199706201213,0,"AIGH",24.75,25.25,0
"2461",199706201216,0,"AIGH",24.7,25.2,0
"2462",199706201223,0,"AIGH",24.65,25.15,0
"2463",199706201224,1,"AIGH",24.6,25.1,0
"2464",199706201227,0,"AIGH",24.55,25.05,0
"2465",199706201230,0,"AIGH",24.5,25,0
"2466",199706201231,1,"AIGH",24.45,24.95,0
"2467",199706201233,0,"BGFX",25.12,25.62,0
"2468",199706201233,0,"BGFX",25.06,25.56,0
"2469",199706201233,0,"BGFX",24.99,25.49,0
"2470",199706201233,0,"BGFX",24.925,25.425,0
"2471",199706201233,0,"BGFX",24.87,25.37,0
"2472",199706201233,0,"BGFX",24.865,25.365,0
"2473",199706201233,0,"BGFX",24.8,25.3,0
"2474",199706201234,0,"BGFX",24.775,25.275,0
"2475",199706201234,0,"BGFX",24.78,25.28,0
"2476",199706201235,0,"AIGH",24.4,24.9,0
"2477",199706201242,0,"EMFY",24.8,25,0
"2478",199706201243,0,"AIGH",24.35,24.85,0
"2479",199706201244,0,"AIGH",24.3,24.8,0
"2480",199706201244,0,"EMFY",24.75,24.9,0
"2481",199706201245,0,"EMFY",24.75,24.95,0
"2482",199706201245,0,"AIGH",24.25,24.75,0
"2483",199706201245,0,"EMFY",24.75,24.85,0
"2484",199706201245,0,"EMFY",24.7,24.9,0
"2485",199706201246,0,"EMFY",24.75,24.85,0
"2486",199706201246,0,"AIGH",24.2,24.7,0
"2487",199706201247,0,"EMFY",24.7,24.9,0
"2488",199706201247,0,"EMFY",24.68,24.88,0
"2489",199706201247,0,"EMFY",24.7,24.9,0
"2490",199706201247,1,"SCEX",24.65,24.75,0
"2491",199706201248,0,"EMFY",24.7,24.8,0
"2492",199706201248,0,"AIGH",24.15,24.65,0
"2493",199706201250,0,"EMFY",24.68,24.88,0
"2494",199706201250,0,"CTBT",25.93,26.13,0
"2495",199706201252,0,"BBNF",24.6,24.9,0
"2496",199706201255,0,"BGFX",24.5,25,0
"2497",199706201259,0,"AIGH",24.1,24.6,0
"2498",199706201307,0,"CHIC",24.6,25.1,0
"2499",199706201320,1,"AIGH",24.65,24.75,0
"2500",199706201330,0,"AIGH",24,24.5,0
"2501",199706201338,0,"SCFE",24.5,24.8,0
"2502",199706201342,0,"AIGH",23.9,24.4,0
"2503",199706201347,0,"BBNF",24.5,24.7,0
"2504",199706201353,0,"AIGH",24,24.5,0
"2505",199706201354,0,"AIGH",23.95,24.45,0
"2506",199706201355,0,"AIGH",23.9,24.4,0
"2507",199706201356,0,"AIGH",23.8,24.3,0
"2508",199706201357,0,"AIGH",23.7,24.2,0
"2509",199706201357,0,"EMFY",24.2,24.5,0
"2510",199706201358,0,"CHIC",24,24.5,0
"2511",199706201402,0,"AIGH",23.65,24.15,0
"2512",199706201405,0,"AIGH",23.6,24.1,0
"2513",199706201407,0,"EMFY",24,24.5,0
"2514",199706201409,0,"AIGH",24,24.1,0
"2515",199706201409,0,"BGFX",23.8,24.3,0
"2516",199706201411,0,"AIGH",23.6,24.1,0
"2517",199706201416,0,"AIGH",23.5,24,0
"2518",199706201420,1,"CBAX",23.8,24,0
"2519",199706201454,0,"BGFX",23.65,24.15,0
"2520",199706201512,0,"SCFE",23.95,24.15,0
"2521",199706201518,0,"BGFX",23.8,24.3,0
"2522",199706201542,0,"SCFE",24,24.3,0
"2523",199706201902,0,"SCEX",24,24.5,0
"2524",199706201906,0,"SCEX",23.75,24.25,0
"2525",199706201915,0,"SCEX",24,24.5,0
"2526",199706211915,99,"SCEX",24,24.5,0
"2527",199706222019,0,"BNST",24.4,24.41,0
"2528",199706222211,0,"ANZM",24,25,0
"2529",199706222220,0,"CBAP",24.5,25.5,0
"2530",199706222220,0,"ANZM",24.2,25.2,0
"2531",199706222227,0,"CBAP",24.6,25.6,0
"2532",199706222252,0,"ANZM",24.1,25.1,0
"2533",199706230010,0,"MBRC",24,24.5,0
"2534",199706230019,0,"AIGH",24,24.2,0
"2535",199706230019,0,"HKBK",24,24.5,0
"2536",199706230023,0,"AIGH",23.75,24.25,0
"2537",199706230024,0,"AIGH",23.6,24.1,0
"2538",199706230028,0,"AIGH",23.5,24,0
"2539",199706230029,0,"ANZS",23.9,24.6,0
"2540",199706230029,0,"AIGH",24,24.2,0
"2541",199706230034,0,"BOAS",24.2,24.3,0
"2542",199706230037,0,"HKBK",24.1,24.6,0
"2543",199706230059,0,"BOAS",24.1,24.75,0
"2544",199706230101,2,"AIGH",24.1,24.2,0
"2545",199706230102,1,"UOBX",24.05,25.85,0
"2546",199706230104,0,"UOBX",24.05,24.85,0
"2547",199706230110,0,"HKBK",24.25,24.75,0
"2548",199706230116,0,"BOAS",24.2,24.7,0
"2549",199706230116,0,"UOBX",24.1,24.8,0
"2550",199706230119,0,"AIGH",24,24.5,0
"2551",199706230131,0,"STTA",26,26.1,0
"2552",199706230133,0,"SUMS",24,24.5,0
"2553",199706230135,0,"BTCO",24.25,24.5,0
"2554",199706230139,0,"HKBK",24.2,24.7,0
"2555",199706230149,0,"INDS",24.2,24.7,0
"2556",199706230151,0,"INDS",24.1,24.7,0
"2557",199706230151,0,"INDS",24.2,24.7,0
"2558",199706230202,6,"BOAS",24.7,25.2,0
"2559",199706230203,5,"AIGH",24.3,24.8,0
"2560",199706230206,2,"SUMS",24.3,24.8,0
"2561",199706230209,0,"ANZS",24.3,24.8,0
"2562",199706230209,0,"ANZM",24.3,24.8,0
"2563",199706230237,0,"ABNP",25.85,26.1,0
"2564",199706230237,0,"ABNP",25.86,26.15,0
"2565",199706230240,0,"ABNS",24.5,24.7,0
"2566",199706230254,0,"UOBX",24.2,24.9,0
"2567",199706230315,0,"AIGH",24,24.5,0
"2568",199706230317,0,"BBLT",26,26.15,0
"2569",199706230318,0,"DBSS",24.5,24.8,0
"2570",199706230319,0,"ANZM",24.5,25,0
"2571",199706230324,0,"MLMA",24.5,25.5,0
"2572",199706230324,1,"AIGH",24.35,24.85,0
"2573",199706230344,0,"BBLS",24.3,24.5,0
"2574",199706230345,0,"TDBB",26,26.1,0
"2575",199706230354,0,"SCBK",26,26.1,0
"2576",199706230409,0,"UOBX",24.25,25.05,0
"2577",199706230418,0,"CTBT",25.95,26.05,0
"2578",199706230431,0,"BOAS",24.65,24.85,0
"2579",199706230435,0,"UOBX",24.3,25.1,0
"2580",199706230441,0,"CTRD",24.6,24.9,0
"2581",199706230452,0,"MBRC",24.5,25,0
"2582",199706230452,0,"MBRC",24.55,24.85,0
"2583",199706230502,0,"UOBX",24.25,25.05,0
"2584",199706230505,0,"HKBK",24.65,24.95,0
"2585",199706230608,0,"EMFY",24.65,24.75,0
"2586",199706230616,0,"BGFX",24.45,24.95,0
"2587",199706230627,0,"CHIC",24.5,25,0
"2588",199706230645,0,"CTRD",24.6,24.8,0
"2589",199706230657,0,"WBCM",24.5,25,0
"2590",199706230702,0,"CTBT",26,26.1,0
"2591",199706230704,0,"HKBK",24.75,24.95,0
"2592",199706230724,0,"HKBK",24.8,25,0
"2593",199706230725,0,"EMFY",24.65,24.85,0
"2594",199706230736,0,"SCFE",24.7,25,0
"2595",199706230739,0,"CTRD",24.8,25,0
"2596",199706230753,0,"SUMS",24.5,25,0
"2597",199706230804,0,"HKBK",24.95,25.15,0
"2598",199706230812,0,"BGFX",24.8,25.3,0
"2599",199706230812,0,"EMFY",24.8,25,0
"2600",199706230823,0,"MBRC",24.95,25.15,0
"2601",199706230825,0,"CBAX",24.9,25.2,0
"2602",199706230848,0,"MBRC",24.8,25,0
"2603",199706230857,0,"HSBK",25.95,26.05,0
"2604",199706230903,0,"CHIC",24.7,24.72,0
"2605",199706230903,0,"CHIC",24.7,25.2,0
"2606",199706230909,0,"HKBK",24.85,25.05,0
"2607",199706230911,0,"INDS",24.7,25.7,0
"2608",199706230912,0,"INDS",24.7,25.4,0
"2609",199706230913,0,"INDS",24.7,25.1,0
"2610",199706230913,0,"INDS",24.5,25.1,0
"2611",199706230914,0,"INDS",24.5,24.6,0
"2612",199706230914,0,"INDS",24.7,24.8,0
"2613",199706230914,1,"INDS",24.7,24.71,0
"2614",199706230915,0,"INDS",24.7,24.8,0
"2615",199706230915,0,"INDS",24.7,25.4,0
"2616",199706230915,0,"INDS",24.7,25.1,0
"2617",199706230944,1,"ANZZ",25.9,26.1,0
"2618",199706230951,0,"CHIC",24.85,25.15,0
"2619",199706230954,0,"ANZZ",24.91,25.11,0
"2620",199706230954,0,"ANZZ",24.9,25.1,0
"2621",199706231236,0,"SCEX",24.9,25.2,0
"2622",199706231543,0,"SCEX",24.75,25.25,0
"2623",199706232128,0,"ANZM",24.9,25.4,0
"2624",199706232356,0,"MBRC",25,25.2,0
"2625",199706240013,0,"HKBK",24.9,25.2,0
"2626",199706240038,0,"ANZS",24.9,25.3,0
"2627",199706240040,0,"BOAS",24.9,25.2,0
"2628",199706240045,0,"UOBX",24.75,25.45,0
"2629",199706240045,0,"HKBK",25.1,25.3,0
"2630",199706240048,0,"HKBK",25.15,25.35,0
"2631",199706240052,0,"UOBX",24.85,25.55,0
"2632",199706240052,1,"HKBK",25.25,25.4,0
"2633",199706240053,0,"HKBK",25.25,25.45,0
"2634",199706240102,1,"UOBX",24.95,25.65,0
"2635",199706240109,0,"GBNP",25.25,25.35,0
"2636",199706240114,0,"ANZS",25.2,25.4,0
"2637",199706240117,0,"BLBS",25.25,25.65,0
"2638",199706240139,0,"MBRC",25.3,25.4,0
"2639",199706240147,0,"ANZM",25.3,25.8,0
"2640",199706240152,1,"STTA",25.95,26.05,0
"2641",199706240203,5,"HKBK",25.45,25.65,0
"2642",199706240229,0,"ABNP",25.85,25.91,0
"2643",199706240239,0,"UOBX",25.05,26.05,0
"2644",199706240244,0,"HKBK",25.45,25.6,0
