"","hypo.p","kidney.p","liver.p"
"1416595_at",0.18254658,0.04619164,0.298268079
"1416600_a_at",0.554676729,0.113276217,0.612807018
"1416603_at",0.849329151,0.745359624,0.667313397
"1416604_at",0.848834643,0.198305315,0.087749561
"1416605_at",0.030577986,0.409183629,0.690532445
"1416606_s_at",0.064909947,0.474991562,0.561390333
"1416607_at",0.164319183,0.001630266,0.046991533
"1416608_a_at",0.241145665,0.01306453,0.152970964
"1416609_at",0.166197696,0.010770029,0.117367365
"1416610_a_at",0.202596308,0.234508778,0.574969014
"1416614_at",0.133970251,0.008247246,0.972906151
"1416615_at",0.55124632,0.318612871,0.137998579
"1416621_at",0.260503264,0.001345171,0.518607758
"1416624_a_at",0.334868557,0.488810773,0.41521515
"1416625_at",0.145132224,0.021373248,0.676818653
"1416630_at",0.821329224,0.913807635,0.100961343
"1416631_at",0.174346253,0.173891815,0.436548615
"1416633_a_at",0.382114267,0.038255475,0.626525066
"1416634_at",0.276274512,0.026074007,0.5860624
"1416635_at",0.079633374,0.000736903,0.064247201
"1416636_at",0.388807418,0.087686246,0.637271381
"1416637_at",0.27740367,0.894845697,0.449129704
"1416639_at",8.63e-05,0.000146926,0.621597697
"1416642_a_at",0.983213142,0.53870114,0.672292461
"1416648_at",0.501989786,0.029911485,0.953704137
"1416651_at",0.005871808,0.004259912,0.10331172
"1416653_at",0.958242254,0.658388126,0.632267457
"1416655_at",0.350952869,0.949733026,0.037664788
"1416656_at",0.017092273,0.078161791,0.790232511
"1416657_at",0.103568408,0.007200567,0.727977826
"1416659_at",0.233802099,0.150113695,0.44909267
"1416663_at",0.069179439,0.023959639,0.524581999
"1416665_at",0.714354415,0.412633076,0.232732394
"1416667_at",0.130598196,0.002538456,0.077630652
"1416668_at",0.8595332,0.163565513,0.778056444
"1416669_s_at",0.609555232,0.986988228,0.372610534
"1416671_a_at",0.52792815,0.87697149,0.100285832
"1416678_at",0.556254135,0.754030106,0.162803112
"1416679_at",0.854543759,0.142683652,0.02699309
"1416680_at",0.098922243,0.095804484,0.191479621
"1416681_at",0.754721755,0.900251433,0.214098037
"1416683_at",0.514907576,0.465326112,0.140701264
"1416684_at",0.260361802,0.919986868,0.358565037
"1416685_s_at",0.430928915,0.959167916,0.455373461
"1416690_at",0.385020622,0.111224188,0.523456881
"1416691_at",0.646824043,0.536941014,0.09017835
"1416696_at",0.128273722,0.022483774,0.716963654
"1416698_a_at",0.211031637,0.778737634,0.324382766
"1416699_at",0.284973622,0.15838614,0.77329911
"1416703_at",0.796500005,0.510587021,0.095994426
"1416706_at",0.474489798,0.132661465,0.64409573
"1416709_a_at",0.610232072,0.497934626,0.474037548
"1416714_at",0.026362643,0.009307821,0.521982113
"1416719_a_at",0.505043068,0.914909527,0.791707287
"1416720_at",0.216659087,0.250188059,0.327386825
"1416722_at",0.322364955,0.000670455,0.764328628
"1416726_s_at",0.163468833,0.731919633,0.039059915
"1416727_a_at",0.402043306,0.052707993,0.199133537
"1416728_at",0.126676456,0.267937941,0.149959044
"1416730_at",0.364673228,0.273886904,0.302049933
"1416731_at",0.089185114,0.044813293,0.967035463
"1416733_at",0.056451076,0.012119542,0.916661183
"1416735_at",0.497313672,0.911517182,0.198672395
"1416740_at",0.792553712,0.257331849,0.047021034
"1416742_at",0.970024024,0.371775021,0.411053375
"1416743_at",0.618736779,0.383250894,0.355126521
"1416746_at",0.619986571,0.126127757,0.077275725
"1416750_at",0.534231096,0.273240762,0.282343618
"1416751_a_at",0.048470218,0.211005924,0.060909062
"1416755_at",0.966584352,0.209364304,0.138045985
"1416756_at",0.280271176,0.676004375,0.012909404
"1416763_at",0.334046502,0.395909172,0.830186981
"1416764_at",0.496619413,0.618970524,0.797601383
"1416765_s_at",0.272404507,0.206201946,0.128131515
"1416766_at",0.049030915,0.00704139,0.394434286
"1416767_a_at",0.624147655,0.480444174,0.279552513
"1416768_at",0.622248173,0.519936227,0.232581227
"1416769_s_at",0.687704872,0.707674512,0.624497773
"1416771_at",0.762853896,0.996656686,0.394127145
"1416775_at",0.24121012,0.040789356,0.486969905
"1416778_at",0.631277882,0.413683141,0.440615478
"1416780_at",0.363335936,0.075247089,0.541300747
"1416788_a_at",0.504720798,0.646277603,0.037611488
"1416789_at",0.449012644,0.689107458,0.045556693
"1416790_a_at",0.489521829,0.427070631,0.141425276
"1416792_at",0.155147151,0.836161021,0.02172908
"1416793_at",0.265170533,0.899044848,0.668981536
"1416794_at",0.613829365,0.550301803,0.936013345
"1416799_at",0.591018477,0.77855704,0.331742528
"1416807_at",0.359702594,0.168747816,0.50471089
"1416808_at",0.200239275,0.402992843,0.73213939
"1416809_at",0.031264577,0.081356267,0.314744471
"1416810_at",0.095080858,0.116651387,0.063874024
"1416811_s_at",0.363284161,0.317064328,0.89875076
"1416815_s_at",0.396434254,0.501836665,0.155551198
"1416819_at",0.893880539,0.688557117,0.749125217
"1416823_a_at",0.186355328,0.864760386,0.568541497
"1416824_at",0.042971967,0.046485386,0.202080735
"1416829_at",0.716055678,0.485956262,0.17381236
"1416830_at",0.308508547,0.411506063,0.027137168
"1416832_at",0.029268274,0.000141766,0.507569647
"1416833_at",0.108291578,2.84e-05,0.002158749
"1416834_x_at",0.881114978,0.096485738,0.554473629
"1416835_s_at",0.45190169,0.045631896,0.283381544
"1416836_at",0.094827499,0.084801443,0.128382545
"1416837_at",0.757176904,0.954817314,0.48171653
"1416840_at",0.153746281,0.000629817,0.320015169
"1416841_at",0.270895307,0.861521466,0.732739365
"1416842_at",0.023317832,0.391547477,0.215463812
"1416849_at",0.254188429,0.002856276,0.044695309
"1416850_s_at",0.348262995,0.002544668,0.038222662
"1416856_at",0.555637898,0.526271792,0.095414832
"1416857_at",0.442604844,0.511900326,0.301198563
"1416858_a_at",0.189316621,0.082065158,0.542434859
"1416860_s_at",0.672279437,0.965004216,0.18926331
"1416868_at",0.005859512,0.034648541,0.165501107
"1416870_at",0.011014756,0.22071794,0.107351606
"1416872_at",0.202598267,0.000502613,0.665046496
"1416873_a_at",0.025611997,0.050686416,0.075596388
"1416874_a_at",0.66538589,0.955051062,0.727036327
"1416877_a_at",0.06548393,0.022654832,0.390232327
"1416880_at",0.631117854,0.576021432,0.425700417
"1416881_at",0.265638991,0.110013083,0.722228748
"1416882_at",0.230039134,0.000767686,0.032161953
"1416883_at",0.784766938,0.795371822,0.427254304
"1416884_at",0.172344579,0.104847067,0.905151672
"1416890_at",0.220807306,0.128516166,0.588442911
"1416892_s_at",0.007086748,0.001089589,0.8174536
"1416894_at",0.453962259,0.82475479,0.375781426
"1416897_at",0.203649582,0.053477035,0.018017381
"1416901_at",0.671810439,0.746926625,0.782203082
"1416902_a_at",0.382294957,0.308076329,0.44651569
"1416906_at",0.454923512,0.26783524,0.723845961
"1416907_at",0.478571365,0.109804405,0.940000556
"1416908_s_at",0.285732796,0.06337419,0.659059923
"1416909_at",0.341546397,0.344182061,0.321804372
"1416910_at",0.091653276,0.242568422,0.071320634
"1416911_a_at",0.518570734,0.712212258,0.284455421
"1416912_at",0.730931918,0.183989278,0.437095254
"1416914_s_at",0.0870234,0.93398998,0.035721663
"1416915_at",0.12294476,0.655192086,0.192215817
"1416916_at",0.171333427,0.958371314,0.548981072
"1416917_at",0.564611786,0.098651638,0.814183252
"1416920_at",0.748034246,0.38258319,0.720568257
"1416921_x_at",0.753361624,0.029769579,0.868601841
"1416922_a_at",0.787488249,0.517668111,0.873330514
"1416923_a_at",0.23520407,0.255063644,0.325911252
"1416924_at",0.10164384,0.048685847,0.932500991
"1416925_at",0.377895582,0.907608564,0.150943413
"1416928_at",0.690056392,0.71178922,0.11709742
"1416931_at",0.91572832,0.852873651,0.920803157
"1416934_at",0.379990386,0.399610278,0.593188027
"1416937_at",0.221948086,0.335857554,0.428788587
"1416938_at",0.888874872,0.290568958,0.86941905
"1416939_at",0.09200824,0.624889168,0.575072324
"1416941_s_at",0.386122133,0.043637955,0.415728966
"1416943_at",0.683714822,0.913468326,0.698278316
"1416947_s_at",0.538536102,0.004556918,0.015271377
"1416948_at",0.906753568,0.99902132,0.199573325
"1416949_s_at",0.944725275,0.189414739,0.712028061
"1416950_at",0.03458046,0.00546565,0.135465032
"1416951_a_at",0.67554397,0.726953001,0.534968106
"1416952_at",0.431092231,0.74811515,0.759250798
"1416954_at",0.012711041,0.000103144,0.063873302
"1416958_at",0.053343882,0.014321174,0.369225272
"1416960_at",0.234161193,0.335761858,0.57337794
"1416963_at",0.289024198,0.588596321,0.4093979
"1416968_a_at",0.987663341,0.118273008,0.29116066
"1416970_a_at",0.277994458,0.09011414,0.636025579
"1416971_at",0.167430679,0.10129358,0.991081798
"1416972_at",0.59328097,0.097046924,0.625861212
"1416973_at",0.487168662,0.829592022,0.147975504
"1416974_at",0.538238223,0.851182043,0.457534985
"1416978_at",0.076825006,0.017295323,0.169723468
"1416979_at",0.874621127,0.756436412,0.67629612
"1416984_at",0.047709543,0.133970671,0.655855995
"1416989_at",0.710731423,0.886747628,0.578117825
"1416991_at",0.120808903,0.031861253,0.697616327
"1416993_at",0.154786333,0.074561462,0.555335797
"1416998_at",0.798886788,0.378457563,0.632829841
"1417001_a_at",0.076276583,0.060635487,0.992304469
"1417002_at",0.435119488,0.061844498,0.966011764
"1417004_at",0.851588305,0.654329334,0.886049889
"1417006_at",0.378023526,0.450973777,0.608552311
"1417007_a_at",0.842239491,0.568051042,0.518671386
"1417008_at",0.001652333,0.002807562,0.407747414
"1417010_at",0.047951895,0.078919312,0.298933989
"1417016_at",0.688983437,0.154248461,0.657047163
"1417024_at",0.704307765,0.743588262,0.356782831
"1417025_at",0.111729032,0.626861141,0.346975237
"1417026_at",0.205471172,0.143542389,0.419861226
"1417032_at",0.715320523,0.759803873,0.864506633
"1417041_at",0.040924493,0.037100497,0.398643285
"1417042_at",0.264956668,6.95e-05,0.015221375
"1417044_at",0.938685248,0.144721128,0.897967159
"1417046_at",0.409299187,0.665021215,0.817584603
"1417052_at",0.568464072,0.232262469,0.835654973
"1417053_at",0.676360311,0.153691845,0.316073026
"1417054_a_at",0.84596351,0.970257476,0.640360417
"1417055_at",0.753828672,0.999705138,0.601288321
"1417056_at",0.22095953,0.489590211,0.209131023
"1417057_a_at",0.533311247,0.163658348,0.146573692
"1417058_a_at",0.380139028,0.18007128,0.655935186
"1417059_at",0.251199526,0.204460159,0.678833439
"1417060_at",0.328952569,0.23118084,0.530478177
"1417063_at",0.85028604,0.738771764,0.772134131
"1417064_at",0.129831003,0.277690503,0.716505183
"1417068_a_at",0.605402381,0.440075284,0.430038457
"1417069_a_at",0.540550713,0.380098378,0.740416204
"1417073_a_at",0.005872794,0.009757786,0.915762898
"1417075_at",0.759875684,0.729563021,0.976222723
"1417077_at",0.64548591,0.885593397,0.018545503
"1417080_a_at",0.250382418,0.031113751,0.380792416
"1417081_a_at",0.065209614,0.011411658,0.252676191
"1417082_at",0.959194879,0.267779879,0.540449291
"1417083_at",0.579217371,0.479944894,0.879839223
"1417084_at",0.656372572,0.132295399,0.134849157
"1417090_at",0.643571208,0.021518658,0.455482756
"1417091_at",0.824868068,0.095194548,0.145619825
"1417093_a_at",0.184778443,0.176646636,0.187956013
"1417094_at",0.512211151,0.126471287,0.031143947
"1417102_a_at",0.425641435,0.089355877,0.839739629
"1417103_at",0.036944647,3.39e-06,0.515432823
"1417104_at",0.148006315,0.54918506,0.212361728
"1417105_at",0.854670952,0.918094228,0.751572301
"1417106_at",0.930072872,0.363197448,0.694591076
"1417107_at",0.96661931,0.966131221,0.613069889
"1417108_at",0.222105594,0.00403395,0.11662517
"1417112_at",0.47943642,0.611565531,0.803495929
"1417113_at",0.659561883,0.747203057,0.134570831
"1417114_at",0.154159011,0.446497511,0.064352722
"1417124_at",0.522995151,0.240785443,0.309568143
"1417125_at",0.459812589,0.001535681,0.050511373
"1417126_a_at",0.09202667,0.128147703,0.374104629
"1417133_at",0.929976992,0.001947184,0.208532936
"1417135_at",0.582933364,0.180771594,0.026006125
"1417138_s_at",0.124028243,0.299616131,0.923953785
"1417139_at",0.119878071,0.335805928,0.072984822
"1417140_a_at",0.247754506,0.40239363,0.386933585
"1417141_at",0.442923045,0.136909201,0.018117912
"1417142_at",0.979278991,0.568891219,0.166042731
"1417144_at",0.306950053,0.271278448,0.242047852
"1417145_at",0.771146488,0.993197238,0.674313993
"1417152_at",0.086660658,0.00640236,0.836320076
"1417157_at",0.36460425,0.594395283,0.055694623
"1417161_at",0.16007982,0.125859469,0.45465129
"1417165_at",0.382107197,0.324361639,0.556457062
"1417166_at",0.380653425,0.166411945,0.014581967
"1417173_at",0.778407058,0.965070172,0.777439071
"1417174_at",0.346148827,0.948600124,0.269864089
"1417177_at",0.013320539,0.010062546,0.878203184
"1417180_at",0.328954657,0.081938998,0.810372236
"1417183_at",0.751237541,0.592616496,0.574822136
"1417184_s_at",0.300279683,0.488834375,0.0712722
"1417185_at",0.209412101,0.019197172,0.069598434
"1417186_at",0.978450187,0.879653747,0.092079678
"1417188_s_at",0.017562842,0.10931839,0.912305379
"1417189_at",0.262733537,0.285518698,0.260517046
"1417190_at",0.198633678,0.023203536,0.083131973
"1417191_at",0.788521179,0.778998667,0.659733849
"1417192_at",0.349602807,0.3091781,0.368977301
"1417193_at",0.050239998,0.003269052,0.656917269
"1417195_at",0.160331099,0.389605441,0.440530734
"1417196_s_at",0.146966681,0.199049519,0.806362925
"1417199_at",0.233065821,0.919776886,0.356752803
"1417200_at",0.890513927,0.399471669,0.824040364
"1417202_s_at",0.260409634,0.288123987,0.758233767
"1417204_at",0.839146091,0.623366968,0.742531106
"1417205_at",0.019669128,0.010698076,0.902648212
"1417206_at",0.319878568,0.032286056,0.265920723
"1417208_at",0.11703182,0.000533261,0.012755919
"1417209_at",0.291078901,0.76575909,0.1312548
"1417211_a_at",0.033727271,0.045186831,0.154648562
"1417212_at",0.017176308,0.003597161,0.187549609
"1417213_a_at",0.770473726,0.119841874,0.233838196
"1417216_at",0.063001217,0.024485613,0.882598826
"1417219_s_at",0.808822851,0.046306453,0.051747725
"1417222_a_at",0.325343766,0.487430591,0.928904924
"1417223_at",0.97559755,0.183153759,0.847781126
"1417226_at",0.964153491,0.603833639,0.692315853
"1417227_at",0.668818921,0.032520139,0.075071849
"1417233_at",0.672662717,0.175054602,0.129176469
"1417239_at",0.841610197,0.882722477,0.070952126
"1417240_at",0.064090986,0.833197609,0.758675113
"1417241_at",0.008366176,0.035796322,0.146346675
"1417242_at",0.201538501,0.887693853,0.358968258
"1417243_at",0.943695959,0.189139778,0.634571015
"1417244_a_at",0.094310255,0.000770862,0.064221191
"1417245_at",0.187699906,0.110015911,0.907511405
"1417247_at",0.377403178,0.006703639,0.301953662
"1417250_at",0.02367358,0.001912636,0.312058942
"1417252_at",0.828615073,0.441894504,0.489624031
"1417253_at",0.112510956,0.190433015,0.522584564
"1417254_at",0.111270625,0.417651486,0.0269292
"1417258_at",0.279856716,0.78053411,0.194381965
"1417259_a_at",0.402115987,0.809240586,0.058856238
"1417260_at",0.872110026,0.390438128,0.973700518
"1417265_s_at",0.115140267,0.108665499,0.640189964
"1417269_at",0.299424622,0.069655441,0.843438524
"1417272_at",0.906823651,0.73814088,0.746810371
"1417274_at",0.61351021,0.472710525,0.189652482
"1417279_at",0.892628335,0.260393773,0.175934405
"1417285_a_at",0.857264382,0.415075751,0.951707732
"1417286_at",0.683395785,0.286070086,0.950967694
"1417287_at",0.12511057,0.06757915,0.712587928
"1417294_at",0.016516133,0.000127056,0.059683354
"1417295_at",0.84306589,0.057076335,0.32352675
"1417298_at",0.531993806,0.244057664,0.108171043
"1417308_at",0.856198588,0.00649621,0.18558626
"1417311_at",0.731686529,0.599551132,0.310916978
"1417316_at",0.459210502,0.677214931,0.005390025
"1417317_s_at",0.858890422,0.536068446,0.568652066
"1417320_at",0.242727467,0.01273623,0.684191249
"1417321_at",0.315744906,0.004328741,0.047386656
"1417322_at",0.430050086,0.485912166,0.480780735
"1417326_a_at",0.368129416,0.854985114,0.184501499
"1417339_a_at",0.977317849,0.019219032,0.025485066
"1417340_at",0.185235961,0.132990624,0.159353949
"1417341_a_at",0.194986577,0.762115354,0.048134234
"1417344_at",0.548132832,0.350878602,0.9489287
"1417346_at",0.08568621,0.106067399,0.372256145
"1417349_at",0.8170315,0.788801365,0.498439222
"1417350_at",0.342822564,0.125903916,0.159458594
"1417351_a_at",0.57741237,0.944416255,0.216209295
"1417353_x_at",0.640857471,0.733108774,0.293241803
"1417361_at",0.31469981,0.915345285,0.091700736
"1417364_at",0.827395762,0.142481909,0.144017473
"1417365_a_at",0.536465532,0.031106774,0.118700534
"1417366_s_at",0.21866371,0.029961796,0.11479489
"1417367_at",0.115640535,0.049147929,0.517592866
"1417368_s_at",0.255567635,0.060688354,0.888960329
"1417371_at",0.010947317,0.035340906,0.689148898
"1417372_a_at",0.119918038,0.193075544,0.763622634
"1417373_a_at",0.544242954,0.137287505,0.332979475
"1417374_at",0.798874079,0.196923779,0.554069084
"1417376_a_at",0.01093906,0.007988159,0.310357524
"1417377_at",0.029996914,0.016249784,0.381865957
"1417378_at",0.047863828,0.002106214,0.195909501
"1417379_at",0.09513548,0.328061488,0.900793709
"1417380_at",0.276752273,0.515131399,0.567035887
"1417381_at",0.321101582,0.501786978,0.702082301
"1417382_at",0.130071044,0.000597173,0.070460933
"1417385_at",0.143185474,0.035955447,0.2812094
"1417386_at",0.31244507,0.007628377,0.495145924
"1417387_at",0.759126756,0.24305022,0.064836121
"1417390_at",0.424909178,0.666878244,0.43144013
"1417398_at",0.010854727,0.015602037,0.914069786
"1417399_at",0.157158447,0.931120093,0.901410884
"1417410_s_at",0.669514071,0.129512482,0.835498834
"1417417_a_at",0.976839167,0.879313125,0.41848231
"1417418_s_at",0.405868431,0.378099256,0.262858128
"1417423_at",0.019984922,0.218186404,0.490091405
"1417426_at",0.553524113,0.140607203,0.74392038
"1417427_at",0.065801191,0.021432494,0.669466073
"1417429_at",0.363440287,0.003285837,0.003252768
"1417432_a_at",0.664315694,0.034717911,0.29736152
"1417433_at",0.442444888,0.337941935,0.208610314
"1417435_at",0.038561246,0.000284915,0.917576275
"1417437_at",0.349991636,0.358409734,0.428341542
"1417438_at",0.693024874,0.126879112,0.457057873
"1417441_at",0.631740609,0.001979357,0.007957797
"1417442_a_at",0.198529676,0.032465827,0.267758415
"1417444_at",0.094931372,0.32662698,0.404326536
"1417451_a_at",0.753526011,0.352717731,0.563142981
"1417452_a_at",0.830266839,0.976246496,0.746366104
"1417453_at",0.135066097,0.59695302,0.131739523
"1417458_s_at",0.006205726,0.002293324,0.700820607
"1417460_at",0.101993685,0.059230051,0.375905614
"1417461_at",0.4631315,0.658050445,0.513156176
"1417462_at",0.346082361,0.678459797,0.214791462
