"","CASEID","WEIGHT","PROVINCP","URBRUR","URBSIZEP","HHINCTOT","M101"
"709",2274,108,10,2,3,17000,627
"710",1793,92,10,2,3,22000,761
"711",2106,103,10,2,3,14000,662
"712",2410,112,10,2,3,27000,7164
"713",3228,140,10,2,3,40000,741
"714",1250,68,10,2,3,23000,1082
"715",2900,129,10,2,3,50000,3297
"716",2273,108,10,2,3,42000,1357
"717",3771,157,10,2,3,45000,19430
"718",1740,91,10,2,3,53000,15795
"719",2047,101,10,2,3,52000,21049
"720",5027,195,10,2,3,53000,4571
"721",3227,140,10,2,3,57000,7110
"722",1323,72,10,2,3,48000,2183
"723",2168,105,10,2,3,78000,2062
"724",2136,104,10,2,3,56000,1112
"725",3732,156,10,2,3,47000,2566
"726",1492,81,10,2,3,13000,303
"727",1677,89,10,2,3,46000,1520
"728",1604,86,10,2,3,21000,1240
"729",5260,205,10,2,3,37000,2161
"730",1603,86,10,2,3,16000,1047
"731",6253,238,10,2,3,58000,5200
"732",2167,105,10,2,3,14000,683
"733",4339,175,10,2,3,23000,6275
"734",6371,243,10,2,3,1e+05,2240
"735",4516,180,10,2,3,59000,3120
"736",1602,86,10,2,3,35000,1455
"737",3081,135,10,2,3,56000,2502
"738",2723,123,10,2,3,92000,12940
"739",1074,57,10,2,3,16000,556
"740",4124,167,10,2,3,34000,4963
"741",1739,91,10,2,3,49000,3120
"742",2372,111,10,2,3,69000,2703
"743",5281,206,10,2,3,2e+05,3510
"744",6495,249,10,2,3,55000,3895
"745",1917,97,10,2,3,77000,4115
"746",2272,108,10,2,3,78000,8158
"747",3561,151,10,2,3,41000,2522
"748",2335,110,10,2,3,18000,1392
"749",3164,138,10,2,3,45000,618
"750",1986,99,10,2,3,29000,-6407
"751",6390,244,10,2,3,65000,3661
"752",1564,84,10,2,3,82000,7003
"753",1646,88,10,2,3,41000,2504
"754",2877,128,10,2,3,20000,1270
"755",2166,105,10,2,3,1e+05,8635
"756",2014,100,10,2,3,38000,1152
"757",1676,89,10,2,3,52000,1200
"758",3439,147,10,1,2,1e+05,11400
"759",3689,155,10,1,2,57000,5600
"760",2722,123,10,1,2,75000,6390
"761",5902,229,10,1,2,92000,7190
"762",3604,152,10,1,2,91000,3801
"763",3438,147,10,1,2,77000,3936
"764",4565,181,10,1,2,61000,4826
"765",8012,314,10,1,2,85000,3640
"766",1055,56,10,1,2,20000,1060
"767",1101,59,10,1,2,29000,1184
"768",5561,216,10,1,2,79000,3075
"769",2334,110,10,1,2,44000,1495
"770",3688,155,10,1,2,150000,5599
"771",3198,139,10,1,2,98000,3344
"772",5606,218,10,1,2,90000,3586
"773",1546,83,10,1,2,97000,1670
"774",3197,139,10,1,2,79000,10534
"775",4040,164,10,1,2,1e+05,10499
"776",2755,124,10,1,2,70000,3160
"777",2932,130,10,1,2,120000,5160
"778",2135,104,10,1,2,88000,6538
"779",1843,95,10,1,1,80000,2154
"780",2134,104,10,1,2,75000,710
"781",4479,179,10,1,2,63000,1386
"782",3955,161,10,1,2,130000,2997
"783",3522,150,10,1,1,60000,5309
"784",2721,123,10,1,2,140000,11960
"785",6169,236,10,1,2,73000,2640
"786",3921,160,10,1,2,70000,1815
"787",1807,93,10,1,2,17000,435
"788",2070,102,10,1,2,70000,3685
"789",1563,84,10,1,2,17000,582
"790",2678,122,10,1,2,150000,6378
"791",1792,92,10,1,2,65000,1830
"792",3320,143,10,1,2,1e+05,3460
"793",4312,174,10,1,2,99000,2765
"794",2409,112,10,1,2,51000,10526
"795",1791,92,10,1,2,52000,6424
"796",2105,103,10,1,2,180000,3324
"797",5512,215,10,1,2,28000,1635
"798",1790,92,10,1,2,1e+05,27309
"799",1789,92,10,1,2,29000,941
"800",1393,76,10,1,2,25000,1131
"801",2615,120,10,1,2,15000,1856
"802",1738,91,10,1,2,24000,509
"803",2104,103,10,1,1,10000,492
"804",1579,85,10,1,2,38000,2814
"805",2820,126,10,1,2,13000,60
"806",2103,103,10,1,2,10000,0
"807",1675,89,10,1,2,58000,3144
"808",1737,91,10,1,2,33000,901
"809",1788,92,10,1,2,21000,492
"810",3288,142,10,1,2,12000,388
"811",1787,92,10,1,2,21000,4113
"812",2333,110,10,1,2,33000,489
"813",3354,144,10,1,2,38000,2420
"814",2931,130,10,1,2,31000,2870
"815",3287,142,10,1,1,21000,683
"816",5111,198,10,1,2,84000,14174
"817",4515,180,10,1,2,67000,3546
"818",2951,131,10,1,2,67000,14191
"819",1545,83,10,1,2,31000,726
"820",2215,106,10,1,2,16000,1001
"821",1524,82,10,1,2,59000,1519
"822",2789,125,10,1,2,71000,10176
"823",2533,117,10,1,2,31000,5488
"824",2214,106,10,1,2,22000,1504
"825",1806,93,10,1,1,13000,684
"826",2433,113,10,1,2,83000,4420
"827",3628,153,10,1,2,35000,3043
"828",2250,107,10,1,2,31000,3070
"829",1544,83,10,1,2,57000,1992
"830",3163,138,10,1,2,66000,3636
"831",2165,105,10,1,2,120000,5949
"832",3319,143,10,1,2,120000,4580
"833",1562,84,10,1,2,17000,590
"834",6168,236,10,1,2,75000,3069
"835",3080,135,10,1,2,53000,2412
"836",4007,163,10,1,2,13000,1401
"837",4620,183,10,1,2,47000,3165
"838",3132,137,10,1,2,21000,1130
"839",3474,148,10,1,2,21000,2304
"840",3816,158,10,1,1,38000,2386
"841",2996,132,10,1,2,47000,-502
"842",5560,216,10,1,2,80000,3690
"843",3162,138,10,1,2,23000,1880
"844",2294,109,10,1,2,10000,0
"845",1819,94,10,1,2,42000,1275
"846",1054,56,10,1,2,24000,552
"847",887,51,10,1,2,32000,13187
"848",1985,99,10,1,2,18000,408
"849",1721,90,10,1,2,10000,0
"850",4223,171,10,1,2,17000,1007
"851",3286,142,10,1,2,15000,641
"852",3603,152,10,1,2,60000,2390
"853",2293,109,10,1,2,19000,545
"854",2930,130,10,1,2,9900,955
"855",2102,103,10,1,2,79000,15095
"856",1363,74,10,1,2,21000,636
"857",2046,101,10,1,2,75000,3178
"858",5511,215,10,1,2,46000,2424
"859",1523,82,10,1,2,13000,863
"860",1091,58,10,1,2,15000,540
"861",2432,113,10,1,2,30000,1245
"862",3473,148,10,1,2,26000,1257
"863",3079,135,10,1,2,43000,1774
"864",4311,174,10,1,2,32000,1382
"865",2819,126,10,1,2,37000,2270
"866",3984,162,10,1,2,16000,1390
"867",1786,92,10,1,2,22000,424
"868",2371,111,10,1,2,32000,1894
"869",2818,126,10,1,1,45000,4795
"870",1410,77,10,1,2,36000,2255
"871",3663,154,10,1,2,55000,5490
"872",1280,70,10,1,2,40000,1834
"873",2995,132,10,1,2,32000,1743
"874",3078,135,10,1,2,36000,960
"875",2929,130,10,1,1,20000,612
"876",2101,103,10,1,2,14000,0
"877",2133,104,10,1,2,19000,969
"878",2474,115,10,1,2,32000,3011
"879",1883,96,10,1,2,42000,1780
"880",4244,172,10,1,2,48000,1549
"881",1090,58,10,1,1,13000,38
"882",2100,103,10,1,2,29000,420
"883",2164,105,10,1,2,39000,1339
"884",5026,195,10,1,2,31000,2752
"885",1625,87,10,1,2,41000,1312
"886",4441,178,10,1,2,14000,456
"887",3023,133,10,1,2,19000,1449
"888",3049,134,10,1,2,39000,1901
"889",3226,140,10,1,2,12000,460
"890",1882,96,10,1,2,74000,2710
"891",1785,92,10,1,1,22000,564
"892",1784,92,10,1,2,27000,1157
"893",1916,97,10,1,2,99000,9060
"894",1783,92,10,1,2,29000,444
"895",3815,158,10,1,2,65000,7720
"896",3814,158,10,1,2,28000,1846
"897",1053,56,10,1,2,59000,12460
"898",1522,82,10,1,2,18000,738
"899",8669,365,10,1,2,1700,3190
"900",1674,89,10,1,2,31000,1084
"901",4278,173,10,1,2,32000,6955
"902",1720,90,10,1,2,7500,428
"903",2928,130,10,1,2,7500,15
"904",1782,92,10,1,2,21000,516
"905",7245,277,10,1,2,51000,1199
"906",2473,115,10,1,2,19000,680
"907",3161,138,10,1,2,38000,591
"908",2099,103,10,1,2,12000,420
"909",1781,92,10,1,2,31000,649
"910",4147,168,10,1,2,18000,569
"911",2927,130,10,1,2,9200,448
"912",2271,108,10,1,2,26000,662
"913",1780,92,10,1,2,38000,2290
"914",2592,119,10,1,2,59000,1834
"915",5792,226,10,1,2,1e+05,13920
"916",2098,103,10,1,2,24000,900
"917",1779,92,10,1,2,22000,3185
"918",3920,160,10,1,2,15000,1186
"919",1842,95,10,1,2,64000,2406
"920",2817,126,10,1,2,25000,1062
"921",1362,74,10,1,2,35000,780
"922",2370,111,10,1,2,44000,683
"923",5025,195,10,1,2,23000,3350
"924",1778,92,10,1,2,20000,10
"925",1984,99,10,1,2,21000,796
"926",3437,147,10,1,2,39000,1763
"927",4619,183,10,1,2,90000,3316
"928",4676,185,10,1,2,51000,864
"929",5110,198,10,1,2,22000,356
"930",1361,74,10,1,2,23000,5786
"931",5109,198,10,1,2,25000,1209
"932",1777,92,10,1,2,28000,1762
"933",1719,90,10,1,2,33000,8094
"934",1543,83,10,1,2,33000,576
"935",1776,92,10,1,2,23000,37
"936",3353,144,10,1,2,22000,1764
"937",1775,92,10,1,2,22000,624
"938",2899,129,10,1,1,64000,6363
"939",3492,149,10,1,2,88000,4047
"940",3521,150,10,1,2,39000,1649
"941",1818,94,10,1,2,95000,5071
"942",3856,159,10,1,2,23000,2068
"943",3352,144,10,1,2,47000,3640
"944",4222,171,10,1,2,32000,1825
"945",3954,161,10,1,2,29000,1125
"946",1601,86,10,1,1,61000,5068
"947",1409,77,10,1,2,140000,830
"948",4408,177,10,1,2,33000,1018
"949",2097,103,10,1,1,13000,0
"950",3953,161,10,1,2,18000,329
"951",1521,82,10,1,2,18000,470
"952",1155,62,10,1,2,43000,2075
"953",7703,297,10,2,3,17000,-1817
"954",1600,86,10,2,3,22000,720
"955",3131,137,10,2,3,97000,2460
"956",2270,108,10,2,3,12000,396
"957",1002,54,10,2,3,38000,0
"958",3130,137,10,2,3,31000,4919
"959",4182,170,10,2,3,84000,3810
"960",2132,104,10,2,3,52000,10670
"961",821,48,10,2,3,18000,5640
"962",2876,128,10,2,3,46000,1220
"963",2788,125,10,2,3,40000,3132
"964",2501,116,10,2,3,19000,665
"965",4146,168,10,2,3,37000,1083
"966",3520,150,10,2,3,29000,2439
"967",2450,114,10,2,3,28000,1252
"968",1736,91,10,2,3,34000,1223
"969",2249,107,10,2,3,26000,746
"970",4277,173,10,2,3,42000,3972
"971",1983,99,10,2,3,74000,11283
"972",3813,158,10,2,3,32000,1951
"973",3077,135,10,2,3,17000,90
"974",2449,114,10,2,3,19000,882
"975",3076,135,10,2,3,19000,507
"976",3075,135,10,2,3,50000,691
"977",3602,152,10,2,3,97000,5640
"978",5149,200,10,2,3,29000,2234
"979",1881,96,10,2,3,36000,5085
"980",5343,209,10,2,3,9900,506
"981",2292,109,10,2,3,38000,8720
"982",2069,102,10,2,3,36000,312
"983",3812,158,10,2,3,51000,1770
"984",1673,89,10,2,3,24000,480
"985",876,50,10,2,3,30000,1104
"986",3415,146,10,2,3,14000,20
"987",1945,98,10,2,3,41000,2177
"988",2248,107,10,2,3,24000,470
"989",1672,89,10,2,3,21000,1065
"990",2013,100,10,2,3,14000,345
"991",1718,90,10,2,3,10000,35
"992",2369,111,10,2,3,74000,1892
"993",2644,121,10,2,3,25000,360
"994",2643,121,10,2,3,54000,1025
"995",1052,56,10,2,3,15000,0
"996",3160,138,10,2,3,26000,632
"997",2677,122,10,2,3,26000,1345
"998",4835,189,10,2,3,13000,992
"999",3952,161,10,2,3,19000,70
"1000",2163,105,10,2,3,42000,772
"1001",2642,121,10,2,3,27000,7911
"1002",2012,100,10,2,3,12000,421
"1003",3436,147,10,2,3,17000,568
"1004",1671,89,10,2,3,16000,456
"1005",1670,89,10,2,3,14000,562
"1006",3048,134,10,2,3,30000,0
"1007",3159,138,10,2,3,16000,616
"1008",3225,140,10,2,3,42000,1183
"1009",6602,253,10,2,3,19000,1550
"1010",3158,138,10,2,3,21000,1611
"1011",1322,72,10,2,3,26000,468
"1012",3260,141,10,2,3,42000,1145
"1013",2676,122,10,2,3,28000,550
"1014",5342,209,10,2,3,13000,785
"1015",2720,123,10,2,3,48000,5094
"1016",2162,105,10,2,3,12000,750
"1017",1476,80,10,2,3,69000,4950
"1018",2591,119,10,2,3,35000,2940
"1019",2926,130,10,2,3,72000,1345
"1020",3382,145,10,2,3,13000,942
"1021",1841,95,10,2,3,40000,1601
"1022",2500,116,10,2,3,1e+05,10040
"1023",3627,153,10,2,3,16000,528
"1024",2590,119,10,2,3,13000,225
"1025",3107,136,10,2,3,12000,130
"1026",1735,91,10,2,3,69000,10310
"1027",1717,90,10,2,3,27000,1455
"1028",4478,179,10,2,3,41000,730
"1029",3983,162,10,2,3,20000,398
"1030",4803,188,10,2,3,9500,400
"1031",2011,100,10,2,3,34000,1390
"1032",4477,179,10,2,3,64000,5283
"1033",1669,89,10,2,3,13000,450
"1034",4065,165,10,2,3,31000,819
"1035",6668,255,10,2,3,36000,1744
"1036",3626,153,10,2,3,38000,3256
"1037",4375,176,10,2,3,34000,1400
"1038",1668,89,10,2,3,23000,420
"1039",2994,132,10,2,3,24000,2675
"1040",1667,89,10,2,3,29000,1326
"1041",2875,128,10,2,3,57000,6575
"1042",1666,89,10,2,3,20000,1212
"1043",2532,117,10,2,3,42000,12113
"1044",1665,89,10,2,3,22000,590
"1045",2874,128,10,2,3,56000,1608
"1046",3731,156,10,2,3,55000,2580
"1047",1805,93,10,2,3,40000,1214
"1048",1073,57,10,2,3,24000,110
"1049",2068,102,10,2,3,68000,2218
"1050",2719,123,10,2,3,21000,978
"1051",6145,235,10,2,3,36000,1081
"1052",758,45,10,2,3,22000,287
"1053",1804,93,10,2,3,41000,255
"1054",4276,173,10,2,3,62000,175
"1055",1392,76,10,2,3,34000,1320
"1056",2950,131,10,2,3,69000,859
"1057",1321,72,10,2,3,19000,528
"1058",5341,209,10,2,3,32000,1265
"1059",2131,104,10,2,3,31000,922
"1060",3074,135,10,2,3,63000,963
"1061",2010,100,10,2,3,12000,420
"1062",3129,137,10,2,3,36000,2699
"1063",2291,109,10,2,3,19000,23
"1064",2850,127,10,2,3,13000,988
"1065",4338,175,10,2,3,29000,3758
"1066",6516,250,10,2,3,23000,1906
"1067",2161,105,10,2,3,19000,804
"1068",2130,104,10,2,3,53000,1740
"1069",1457,79,10,2,3,18000,476
"1070",2247,107,10,2,3,19000,555
"1071",2787,125,10,2,3,44000,3118
"1072",1182,64,10,2,3,33000,2145
"1073",3662,154,10,2,3,43000,4126
"1074",3073,135,10,2,3,68000,2990
"1075",4337,175,10,2,3,36000,1049
"1076",2009,100,10,2,3,13000,536
"1077",1320,72,10,2,3,24000,6231
"1078",2549,118,10,2,3,35000,1336
"1079",2129,104,10,2,3,36000,1265
"1080",2786,125,10,2,3,68000,2057
"1081",2008,100,10,2,3,12000,0
"1082",2531,117,10,2,3,65000,1774
"1083",1716,90,10,2,3,45000,1491
"1084",4802,188,10,2,3,15000,1655
"1085",2754,124,10,2,3,31000,1462
"1086",6577,252,10,2,3,45000,933
"1087",2246,107,10,2,3,22000,1012
"1088",2128,104,10,2,3,41000,2520
"1089",2949,131,10,2,3,50000,1330
"1090",1222,66,10,2,3,25000,753
"1091",3318,143,10,2,3,81000,3572
"1092",5229,204,10,2,3,22000,1060
"1093",4801,188,10,2,3,6000,1260
"1094",3072,135,10,2,3,12000,0
"1095",1915,97,10,2,3,71000,3272
"1096",3625,153,10,2,3,16000,844
"1097",1944,98,10,2,3,59000,1981
"1098",2007,100,10,2,3,18000,456
"1099",3951,161,10,2,3,82000,5267
"1100",4181,170,10,2,3,140000,3600
"1101",5487,214,10,2,3,120000,6325
"1102",2898,129,10,2,3,14000,762
"1103",2641,121,10,2,3,42000,1576
"1104",3601,152,10,2,3,37000,484
"1105",3381,145,10,2,3,97000,5049
"1106",3687,155,10,2,3,26000,2164
"1107",966,52,10,2,3,18000,487
"1108",4800,188,10,2,3,10000,252
"1109",6601,253,10,2,3,29000,789
"1110",3047,134,10,2,3,59000,1524
"1111",1456,79,10,2,3,12000,1054
"1112",3128,137,10,2,3,41000,23610
"1113",3071,135,10,2,3,31000,5533
"1114",3811,158,10,2,3,40000,8634
"1115",2006,100,10,2,3,28000,2658
"1116",2160,105,10,2,3,31000,1183
"1117",1840,95,10,2,3,52000,9599
"1118",1715,90,10,2,3,10000,466
"1119",730,44,10,2,3,29000,456
"1120",5396,211,10,2,3,33000,1814
"1121",4997,194,10,2,3,74000,6267
"1122",5340,209,10,2,3,17000,1251
"1123",3414,146,10,2,3,23000,1582
"1124",4310,174,10,2,3,48000,3367
"1125",3472,148,10,2,3,26000,3419
"1126",2127,104,10,2,3,54000,5200
"1127",1664,89,10,2,3,30000,678
"1128",3070,135,10,2,3,83000,1788
"1129",3950,161,10,2,3,53000,529
"1130",2785,125,10,2,3,6000,237
"1131",1542,83,10,2,3,23000,568
"1132",1520,82,10,2,3,44000,1337
"1133",4167,169,10,2,3,74000,5456
"1134",2159,105,10,2,3,21000,1191
"1135",1439,78,10,2,3,34000,870
"1136",2753,124,10,2,3,9500,484
"1137",2589,119,10,2,3,38000,2094
"1138",2005,100,10,2,3,13000,456
"1139",4722,186,10,2,3,9800,120
"1140",2126,104,10,2,3,34000,1767
"1141",1455,79,10,2,3,30000,165
"1142",2269,108,10,2,3,22000,1405
"1143",3730,156,10,2,3,25000,491
"1144",3285,142,10,1,2,77000,2700
"1145",2096,103,10,1,2,35000,6516
"1146",1100,59,10,1,2,40000,1115
"1147",5476,213,10,1,2,14000,600
"1148",3224,140,10,1,2,18000,461
"1149",7723,298,10,1,2,50000,3030
"1150",1306,71,10,1,2,170000,11592
"1151",1599,86,10,1,2,56000,1890
"1152",2948,131,10,1,2,65000,1219
"1153",1249,68,10,1,2,41000,340
"1154",1305,71,10,1,2,2e+05,5860
"1155",1880,96,10,1,2,20000,386
"1156",3106,136,10,1,2,88000,6246
"1157",781,46,10,1,2,45000,1840
"1158",1774,92,10,1,2,29000,687
"1159",2530,117,10,1,2,92000,4284
"1160",1475,80,10,1,2,30000,530
"1161",1598,86,10,1,2,21000,1536
"1162",1454,79,10,1,2,30000,1369
"1163",1474,80,10,1,2,95000,10492
"1164",1597,86,10,1,2,22000,420
"1165",2499,116,10,1,2,29000,1370
"1166",1035,55,10,1,2,20000,260
"1167",3686,155,10,1,2,67000,3819
"1168",2548,118,10,1,2,27000,470
"1169",2332,110,10,1,2,28000,2450
"1170",1596,86,10,1,2,110000,9078
"1171",4440,178,10,1,2,33000,1596
"1172",1561,84,10,1,2,0,528
"1173",3317,143,10,1,2,43000,2080
"1174",1378,75,10,1,2,39000,1811
"1175",5125,199,10,1,1,31000,1224
"1176",1072,57,10,1,2,34000,575
"1177",2095,103,10,1,2,23000,564
"1178",5339,209,10,1,2,13000,516
"1179",2614,120,10,1,2,7700,420
"1180",3046,134,10,1,2,35000,1580
"1181",1943,98,10,1,2,48000,1276
"1182",1473,80,10,1,2,40000,1300
"1183",1879,96,10,1,2,0,516
"1184",1595,86,10,1,2,20000,539
"1185",994,53,10,1,2,31000,540
"1186",1472,80,10,1,2,20000,752
"1187",1265,69,10,1,2,1e+05,3190
"1188",5280,206,10,1,2,18000,622
"1189",1391,76,10,1,2,12000,0
"1190",3471,148,10,1,2,59000,2316
"1191",2498,116,10,1,2,1e+05,14093
"1192",2045,101,10,1,2,18000,689
"1193",780,46,10,1,1,26000,670
"1194",1878,96,10,1,2,24000,0
"1195",4618,183,10,1,2,34000,3345
"1196",4097,166,10,1,2,41000,3504
"1197",1264,69,10,1,2,32000,592
"1198",7009,267,10,1,2,75000,4498
"1199",2873,128,10,1,2,74000,1205
"1200",4275,173,10,1,2,28000,865
"1201",1195,65,10,1,2,18000,610
"1202",2752,124,10,1,2,90000,3138
"1203",1773,92,10,1,2,66000,6070
"1204",779,46,10,1,2,15000,468
"1205",4721,186,10,1,2,78000,4748
"1206",3519,150,10,1,2,11000,0
"1207",2529,117,10,1,2,23000,509
"1208",1877,96,10,1,2,14000,36
"1209",4564,181,10,1,2,44000,566
"1210",1071,57,10,1,2,24000,4037
"1211",4967,193,10,1,2,52000,2190
"1212",4243,172,10,1,2,65000,3216
"1213",2290,109,10,1,2,91000,4933
"1214",1541,83,10,1,2,67000,6061
"1215",1594,86,10,1,2,76000,6324
"1216",1154,62,10,1,2,37000,1346
"1217",1876,96,10,1,2,21000,714
"1218",2158,105,10,1,2,12000,516
"1219",1453,79,10,1,2,1e+05,2758
"1220",1593,86,10,1,2,24000,845
"1221",1263,69,10,1,2,28000,684
"1222",2431,113,10,1,2,59000,8398
"1223",3105,136,10,1,2,1e+05,4930
"1224",2993,132,10,1,2,15000,885
"1225",2213,106,10,1,2,35000,690
"1226",6343,242,10,1,2,46000,11250
"1227",2094,103,10,1,2,33000,1870
"1228",2925,130,10,1,2,18000,530
"1229",1471,80,10,1,2,25000,710
"1230",2472,115,10,1,2,65000,8014
"1231",1560,84,10,1,2,26000,2175
"1232",1875,96,10,1,2,16000,420
"1233",3351,144,10,1,2,12000,425
"1234",3855,159,10,1,2,35000,1593
"1235",5922,230,10,1,2,14000,631
"1236",1874,96,10,1,2,41000,2085
"1237",3022,133,10,1,2,34000,1640
"1238",3413,146,10,1,2,15000,600
"1239",1360,74,10,1,2,16000,981
"1240",2368,111,10,1,2,16000,1326
"1241",1663,89,10,1,2,41000,2226
"1242",7029,268,10,1,2,25000,835
"1243",5395,211,10,1,2,35000,5424
"1244",3284,142,10,1,2,14000,1551
"1245",6848,262,10,1,2,24000,1860
"1246",2408,112,10,1,2,44000,7177
"1247",2367,111,10,1,2,31000,781
"1248",2675,122,10,1,2,17000,1311
"1249",1772,92,10,1,2,28000,660
"1250",3919,160,10,1,2,15000,570
"1251",5124,199,10,1,2,96000,4449
"1252",5966,231,10,1,2,42000,959
"1253",5024,195,10,1,2,17000,1180
"1254",7406,284,10,1,2,11000,662
"1255",3661,154,10,1,2,36000,3848
"1256",2093,103,10,1,2,12000,480
"1257",1470,80,10,1,2,55000,1422
"1258",1714,90,10,1,1,9700,20
"1259",3223,140,10,1,1,12000,72
"1260",1491,81,10,1,2,21000,13864
"1261",4476,179,10,1,2,26000,710
"1262",3222,140,10,1,2,19000,-46
"1263",2366,111,10,1,2,33000,958
"1264",2588,119,10,1,2,31000,4218
"1265",4123,167,10,1,2,260000,14260
"1266",1771,92,10,1,2,20000,40
"1267",4221,171,10,1,2,90000,6002
"1268",1519,82,10,1,2,12000,1604
"1269",5023,195,10,1,2,6800,0
"1270",4934,192,10,1,2,9300,552
"1271",2268,108,10,1,2,34000,2194
"1272",2365,111,10,1,1,26000,540
"1273",2872,128,10,1,1,31000,5488
"1274",5318,208,10,1,2,85000,4719
"1275",2613,120,10,1,2,13000,407
"1276",4407,177,10,1,2,22000,1083
"1277",6457,247,10,1,2,4100,897
"1278",2092,103,10,1,1,12000,420
"1279",1770,92,10,1,2,23000,480
"1280",4096,166,10,1,2,99000,5254
"1281",2245,107,10,1,2,58000,2621
"1282",1592,86,10,1,2,28000,1241
"1283",1559,84,10,1,2,15000,1157
"1284",2816,126,10,1,2,41000,1351
"1285",3560,151,10,1,2,52000,2853
"1286",1194,65,10,1,2,91000,1502
"1287",3259,141,10,1,1,72000,1487
"1288",4743,187,10,1,2,86000,2056
"1289",3104,136,10,1,2,58000,5376
"1290",3491,149,10,1,2,33000,3491
"1291",4122,167,10,1,2,16000,1429
"1292",2849,127,10,1,2,25000,1805
"1293",2640,121,10,1,2,30000,1202
"1294",4242,172,10,1,2,42000,3208
"1295",875,50,10,1,2,15000,302
"1296",4475,179,10,1,2,44000,4306
"1297",3918,160,10,1,2,85000,6513
"1298",4720,186,10,1,2,67000,1966
"1299",3810,158,10,1,2,28000,1210
"1300",3412,146,10,1,2,42000,1197
"1301",4121,167,10,1,2,31000,5223
"1302",1713,90,10,1,2,13000,652
"1303",5022,195,10,1,2,91000,35899
"1304",2364,111,10,1,2,25000,373
"1305",1734,91,10,1,2,54000,3526
"1306",2497,116,10,1,2,61000,1540
"1307",2587,119,10,1,2,97000,17590
"1308",3624,153,10,1,2,91000,4480
"1309",4039,164,10,1,1,44000,2302
"1310",4336,175,10,1,2,51000,8090
"1311",2815,126,10,1,2,40000,2048
"1312",3809,158,10,1,2,15000,40
"1313",2212,106,10,1,2,61000,2171
"1314",6479,248,10,1,2,15000,1576
"1315",1518,82,10,1,2,12000,0
"1316",2363,111,10,1,2,55000,3028
"1317",1279,70,10,1,2,55000,2368
"1318",3854,159,10,1,2,57000,3226
"1319",2814,126,10,1,2,49000,2774
"1320",2091,103,10,1,1,14000,670
"1321",2289,109,10,1,2,28000,532
"1322",3982,162,10,1,2,42000,7380
"1323",2244,107,10,1,2,60000,736
"1324",2471,115,10,1,2,1e+05,10667
"1325",3069,135,10,1,2,60000,2337
"1326",3350,144,10,1,2,77000,9458
"1327",7405,284,10,1,2,37000,4026
"1328",4220,171,10,1,2,87000,17496
"1329",2848,127,10,1,2,29000,437
"1330",2090,103,10,1,2,20000,960
"1331",4120,167,10,1,2,31000,1437
"1332",3258,141,10,1,2,64000,1043
"1333",8115,321,10,1,2,43000,4820
"1334",1517,82,10,1,2,28000,1100
"1335",2089,103,10,1,2,15000,398
"1336",1516,82,10,1,2,13000,168
"1337",2088,103,10,1,2,32000,195
"1338",2813,126,10,1,2,9900,168
"1339",3981,162,10,1,2,14000,183
"1340",2087,103,10,1,2,13000,188
"1341",1390,76,10,1,2,60000,1145
"1342",1359,74,10,1,2,94000,1957
"1343",4834,189,10,1,2,30000,1113
"1344",2924,130,10,1,2,23000,610
"1345",1769,92,10,1,2,86000,2695
"1346",1768,92,10,1,2,44000,1070
"1347",4241,172,10,1,2,9800,973
"1348",2992,132,10,1,2,170000,3125
"1349",4335,175,10,1,2,51000,1609
"1350",8342,338,10,1,2,29000,366
"1351",3917,160,10,1,2,44000,2118
"1352",3490,149,10,1,2,61000,2763
"1353",1591,86,10,1,2,39000,624
"1354",2812,126,10,1,2,52000,296
"1355",1662,89,10,1,2,47000,3153
"1356",7404,284,10,1,2,10000,1957
"1357",3221,140,10,1,2,25000,155
"1358",1873,96,10,1,2,53000,1739
"1359",1334,73,10,1,2,48000,2925
"1360",1767,92,10,1,2,22000,250
"1361",1358,74,10,1,2,16000,414
"1362",1712,90,10,1,2,10000,490
"1363",1982,99,10,1,2,83000,10408
"1364",5370,210,10,1,2,80000,12506
"1365",2751,124,10,1,2,36000,355
"1366",2923,130,10,1,2,44000,3260
"1367",1981,99,10,1,2,22000,443
"1368",1590,86,10,1,2,45000,4710
"1369",1515,82,10,1,2,19000,250
"1370",5317,208,10,1,1,57000,835
"1371",6116,234,10,1,1,66000,2880
"1372",2718,123,10,1,2,65000,6120
"1373",4038,164,10,1,2,42000,3545
"1374",3600,152,10,1,2,18000,1350
"1375",1661,89,10,1,2,43000,485
"1376",2717,123,10,1,2,15000,230
"1377",3623,153,10,1,1,39000,560
"1378",3411,146,10,1,1,23000,695
"1379",2086,103,10,1,2,15000,28
"1380",1514,82,10,1,2,17000,0
"1381",2211,106,10,1,2,66000,2515
"1382",820,48,10,1,2,55000,2955
