"","age","per","sex","risk","dt","rt","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15"
"198",9,83,2,165315,29,0.175,0.006,0.067,0,0,0,0.012,0.006,0,0,0,0,0,0,0.012,0.073
"199",9,88,1,103574,25,0.241,0.019,0.068,0,0.01,0,0.01,0,0,0.01,0,0,0,0.01,0,0.116
"200",9,88,2,99464,16,0.161,0,0.04,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0.08
"201",10,43,1,152025,125,0.822,0.23,0.066,0.02,0.02,0.007,0.053,0,0.059,0.026,0.013,0.059,0.013,0.007,0.013,0.237
"202",10,43,2,147541,96,0.651,0.149,0.02,0.02,0.007,0,0.041,0,0.081,0.034,0,0.088,0.027,0.007,0.02,0.156
"203",10,48,1,167402,82,0.49,0.066,0.042,0.012,0.006,0.006,0.018,0.006,0.03,0.012,0,0.048,0.024,0,0.006,0.215
"204",10,48,2,161742,59,0.365,0.056,0.062,0.006,0.019,0.012,0.031,0,0.006,0.012,0,0.019,0.019,0,0.012,0.111
"205",10,53,1,218209,92,0.422,0.014,0.06,0.005,0,0.005,0.037,0.005,0,0.014,0,0.014,0.005,0,0.032,0.234
"206",10,53,2,208240,45,0.216,0.019,0.034,0.005,0,0.014,0.038,0,0.014,0.014,0,0,0.005,0,0.005,0.067
"207",10,58,1,197741,85,0.43,0.015,0.081,0.01,0.005,0,0.035,0.01,0,0.02,0,0.01,0.005,0.01,0.03,0.197
"208",10,58,2,189079,37,0.196,0,0.053,0,0.005,0,0.005,0,0.011,0.005,0,0.005,0.016,0,0.021,0.074
"209",10,63,1,190169,80,0.421,0,0.089,0.011,0,0.005,0.026,0.005,0.005,0.011,0,0,0.011,0.016,0.021,0.221
"210",10,63,2,180953,51,0.282,0.022,0.022,0.011,0.006,0,0.011,0.011,0,0.006,0,0.006,0.017,0,0.039,0.133
"211",10,68,1,189120,87,0.46,0.005,0.095,0.011,0.011,0.005,0.032,0,0,0.011,0,0,0,0,0.021,0.27
"212",10,68,2,180972,58,0.32,0,0.05,0.006,0.011,0,0.028,0.006,0,0.006,0,0,0.006,0.011,0.022,0.177
"213",10,73,1,210832,67,0.318,0,0.052,0.005,0.014,0.005,0.005,0,0.009,0.009,0.005,0,0.005,0,0.033,0.175
"214",10,73,2,201025,43,0.214,0.005,0.045,0,0.02,0.01,0.005,0,0,0.01,0,0.005,0,0,0.025,0.09
"215",10,78,1,188734,50,0.265,0,0.048,0.005,0.016,0.005,0.016,0.005,0,0.011,0,0.005,0,0,0.021,0.132
"216",10,78,2,179301,24,0.134,0.006,0.028,0,0,0.006,0,0,0.011,0,0,0,0.006,0,0.022,0.056
"217",10,83,1,178101,44,0.247,0.006,0.051,0,0,0,0.028,0,0.006,0.022,0,0,0,0,0.017,0.118
"218",10,83,2,170859,24,0.14,0,0.041,0,0,0,0.018,0,0,0.006,0,0,0.006,0.006,0.023,0.041
"219",10,88,1,107892,22,0.204,0.009,0.037,0.009,0,0.009,0.019,0,0,0,0,0,0,0,0.009,0.111
"220",10,88,2,103285,19,0.184,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.039,0.126
"221",11,43,1,150875,114,0.756,0.133,0.06,0.013,0.007,0,0.04,0,0.066,0.027,0,0.08,0.02,0.007,0.013,0.292
"222",11,43,2,146413,84,0.574,0.171,0.048,0.014,0.007,0.007,0.048,0.007,0.034,0.041,0.014,0.041,0.027,0.007,0.02,0.089
"223",11,48,1,162158,83,0.512,0.031,0.056,0.019,0.006,0.006,0.043,0.006,0.019,0.012,0,0.019,0.019,0,0.012,0.265
"224",11,48,2,156877,43,0.274,0.038,0.057,0.013,0.006,0,0.013,0,0.006,0.013,0.006,0.025,0,0,0.013,0.083
"225",11,53,1,208774,72,0.345,0.005,0.057,0.005,0,0.01,0.014,0.01,0.005,0,0.005,0,0.005,0.005,0.029,0.196
"226",11,53,2,199641,55,0.275,0.005,0.05,0.005,0.005,0,0.025,0,0.02,0.04,0,0.01,0.01,0,0.015,0.09
"227",11,58,1,205382,74,0.36,0.01,0.073,0,0,0,0.019,0,0,0.015,0,0.01,0.005,0,0.039,0.19
"228",11,58,2,196521,48,0.244,0.01,0.066,0.005,0,0,0.031,0.005,0.005,0.02,0.005,0.005,0.01,0,0.051,0.031
"229",11,63,1,190092,69,0.363,0.016,0.058,0.011,0.005,0.005,0.005,0,0.005,0.011,0.011,0.021,0.005,0.016,0.058,0.137
"230",11,63,2,180759,40,0.221,0.006,0.033,0.006,0,0,0.022,0,0.006,0.006,0,0,0,0,0.028,0.116
"231",11,68,1,188406,74,0.393,0,0.08,0,0.005,0.005,0.037,0.005,0.005,0.005,0,0.005,0.011,0,0.032,0.202
"232",11,68,2,179983,47,0.261,0,0.017,0.011,0.006,0,0.017,0.011,0.011,0.011,0,0,0.006,0,0.022,0.15
"233",11,73,1,206618,73,0.353,0,0.044,0,0.005,0,0.019,0,0.019,0.01,0,0,0,0.015,0.039,0.203
"234",11,73,2,197201,41,0.208,0.005,0.056,0.01,0.005,0,0.005,0,0.01,0.005,0,0,0,0.005,0.025,0.081
"235",11,78,1,193255,42,0.217,0.005,0.036,0,0,0.005,0.021,0.005,0,0.01,0,0,0,0,0.021,0.114
"236",11,78,2,183675,23,0.125,0.011,0.011,0,0.016,0,0.016,0,0,0,0.005,0,0,0,0.022,0.044
"237",11,83,1,183769,45,0.245,0.005,0.071,0.005,0,0,0.016,0,0,0,0,0.005,0,0,0.016,0.125
"238",11,83,2,176362,31,0.176,0.006,0.023,0,0,0,0.028,0.006,0.006,0,0,0,0,0.006,0.017,0.085
"239",11,88,1,111450,27,0.242,0,0.027,0,0.009,0,0.009,0.009,0.009,0.009,0,0.009,0,0,0.036,0.126
"240",11,88,2,106353,16,0.15,0.009,0.019,0,0.009,0.009,0,0.009,0,0.009,0,0,0,0.009,0.038,0.038
"241",12,43,1,150380,100,0.665,0.113,0.033,0.013,0.007,0.007,0.027,0.013,0.08,0.027,0,0.033,0.027,0.013,0.033,0.239
"242",12,43,2,145900,91,0.624,0.185,0.041,0.027,0.014,0,0.034,0.007,0.062,0.055,0.007,0.027,0.021,0,0,0.144
"243",12,48,1,159076,78,0.49,0.044,0.094,0.006,0,0.006,0.013,0.006,0.044,0,0,0.044,0.025,0.013,0.013,0.182
"244",12,48,2,153850,48,0.312,0.026,0.065,0.039,0,0.006,0.019,0,0.026,0.013,0,0.032,0.026,0,0.013,0.045
"245",12,53,1,195980,73,0.372,0.015,0.066,0,0.005,0.005,0.026,0.005,0.026,0.02,0.01,0.005,0.01,0,0.026,0.153
"246",12,53,2,188090,50,0.266,0.021,0.058,0.005,0,0.005,0.027,0.005,0.021,0.027,0,0,0.021,0,0.021,0.053
"247",12,58,1,213251,80,0.375,0,0.061,0.009,0.005,0.019,0.009,0,0,0.009,0,0,0.023,0.009,0.038,0.192
"248",12,58,2,203752,28,0.137,0,0.034,0,0.005,0,0.029,0.005,0,0.005,0.005,0,0,0,0.015,0.039
"249",12,63,1,190223,64,0.336,0.016,0.037,0.005,0,0,0.011,0.005,0.016,0.011,0.005,0.005,0.005,0,0.032,0.189
"250",12,63,2,181068,49,0.271,0.006,0.077,0,0,0,0.044,0,0.006,0,0.011,0.006,0.006,0,0.022,0.094
"251",12,68,1,188401,67,0.356,0,0.042,0.005,0.005,0.011,0.016,0.005,0.005,0,0,0,0,0,0.037,0.228
"252",12,68,2,179535,42,0.234,0,0.033,0.006,0,0,0.006,0,0.006,0.017,0.006,0.006,0.006,0,0.033,0.117
"253",12,73,1,201044,58,0.288,0,0.06,0,0.005,0.005,0.005,0.01,0.005,0.005,0,0,0.005,0,0.02,0.169
"254",12,73,2,192141,33,0.172,0,0.021,0.016,0,0,0.016,0,0.01,0,0,0,0.01,0,0.021,0.078
"255",12,78,1,199845,50,0.25,0,0.055,0,0.005,0,0.015,0.01,0.005,0.015,0,0.005,0,0,0.02,0.12
"256",12,78,2,190046,29,0.153,0,0.032,0.005,0,0,0.021,0,0,0,0,0.005,0.005,0,0.026,0.058
"257",12,83,1,186032,36,0.194,0,0.054,0,0,0,0.027,0.005,0.005,0.011,0,0,0,0,0.016,0.075
"258",12,83,2,178252,28,0.157,0.011,0.017,0.006,0,0.006,0.006,0.011,0,0.011,0,0,0,0,0.011,0.079
"259",12,88,1,116137,24,0.207,0,0.052,0,0.009,0,0.026,0,0,0,0,0,0,0,0.017,0.103
"260",12,88,2,110835,19,0.171,0,0.027,0,0,0,0,0.009,0.009,0,0,0,0.009,0.009,0.009,0.099
"261",13,43,1,149786,122,0.814,0.127,0.04,0.033,0,0.013,0.06,0,0.073,0.04,0,0.04,0.04,0,0.047,0.3
"262",13,43,2,145719,76,0.522,0.11,0.027,0.021,0.014,0,0.034,0.007,0.089,0.021,0,0.055,0.034,0.007,0.021,0.082
"263",13,48,1,156291,93,0.595,0.045,0.102,0.019,0,0,0.045,0.006,0.058,0.026,0.006,0.032,0.019,0,0.006,0.23
"264",13,48,2,151419,58,0.383,0.059,0.086,0.026,0.013,0.007,0.013,0,0.026,0.026,0,0.02,0.013,0.007,0.013,0.073
"265",13,53,1,183855,70,0.381,0.022,0.082,0.011,0.005,0.005,0.027,0.011,0.005,0.011,0.005,0.016,0.016,0,0.011,0.152
"266",13,53,2,177002,45,0.254,0.028,0.062,0.006,0.006,0,0.011,0.006,0.011,0.006,0.006,0.006,0.028,0,0.023,0.056
"267",13,58,1,219116,77,0.351,0.005,0.059,0,0.005,0,0.023,0.005,0,0,0,0.014,0.009,0.005,0.032,0.196
"268",13,58,2,208773,52,0.249,0.005,0.034,0.019,0.005,0,0.019,0.005,0.014,0.005,0,0.01,0.024,0,0.053,0.057
"269",13,63,1,191263,79,0.413,0,0.084,0.01,0,0,0.005,0.01,0.01,0.01,0,0.005,0.01,0,0.047,0.22
"270",13,63,2,182547,40,0.219,0,0.055,0.005,0,0.005,0.011,0,0.005,0,0.005,0,0.011,0,0.027,0.093
"271",13,68,1,188995,80,0.423,0,0.053,0.005,0.016,0.011,0.011,0.005,0,0.005,0,0,0.005,0,0.021,0.291
"272",13,68,2,179746,33,0.184,0,0.028,0,0,0,0.017,0,0.006,0.006,0,0.006,0,0,0.033,0.089
"273",13,73,1,196135,66,0.337,0.01,0.041,0.005,0,0.005,0.031,0.01,0.01,0.01,0,0.005,0.01,0,0.025,0.173
"274",13,73,2,187722,50,0.266,0.005,0.064,0.005,0,0,0.037,0,0.011,0,0,0,0.011,0,0.016,0.117
"275",13,78,1,206193,70,0.339,0,0.073,0,0,0.005,0.01,0.005,0,0.005,0.005,0,0,0,0.019,0.218
"276",13,78,2,196028,41,0.209,0,0.036,0,0,0,0.01,0.005,0.005,0.015,0,0,0.005,0,0.031,0.102
"277",13,83,1,186007,56,0.301,0,0.065,0,0.016,0.005,0.016,0.005,0.011,0.005,0,0,0,0.005,0.011,0.161
"278",13,83,2,177702,35,0.197,0.006,0.023,0,0.006,0,0.011,0,0.006,0.023,0,0,0,0,0.006,0.118
"279",13,88,1,121051,32,0.264,0,0.025,0.017,0.008,0,0.025,0,0.008,0.033,0,0,0,0,0.008,0.14
"280",13,88,2,115798,15,0.13,0.009,0.017,0,0.009,0,0.017,0.009,0,0,0,0.009,0,0,0.009,0.052
"281",14,43,1,149951,139,0.927,0.153,0.073,0.013,0.02,0.007,0.047,0.007,0.08,0.02,0.007,0.073,0.033,0.007,0.02,0.367
"282",14,43,2,146433,104,0.71,0.232,0.055,0.007,0.027,0.007,0.048,0.007,0.075,0.02,0,0.068,0.014,0.007,0.027,0.116
"283",14,48,1,153702,102,0.664,0.078,0.065,0.013,0.013,0,0.046,0.02,0.026,0.033,0,0.052,0.013,0.007,0.007,0.293
"284",14,48,2,149127,64,0.429,0.06,0.06,0.007,0.007,0.007,0.054,0.007,0.06,0.04,0,0.027,0.034,0,0.013,0.054
"285",14,53,1,174111,80,0.459,0.011,0.075,0.011,0,0,0.057,0.011,0.011,0.017,0.006,0.006,0.011,0,0.034,0.207
"286",14,53,2,167761,45,0.268,0.012,0.077,0.006,0,0.006,0.018,0.018,0.012,0.006,0,0.006,0.024,0,0.006,0.077
"287",14,58,1,220731,103,0.467,0.009,0.1,0.009,0,0,0.018,0.005,0.005,0.023,0,0.005,0.014,0.005,0.027,0.249
"288",14,58,2,210381,57,0.271,0.01,0.038,0,0.014,0.005,0.052,0,0.005,0.005,0.005,0,0.014,0.005,0.029,0.09
"289",14,63,1,193421,99,0.512,0.005,0.093,0.005,0,0,0.01,0.01,0.005,0.036,0.01,0.01,0.01,0.005,0.052,0.259
"290",14,63,2,184846,49,0.265,0.005,0.049,0.005,0,0,0.016,0,0.011,0.022,0,0,0.005,0.005,0.032,0.114
"291",14,68,1,190078,95,0.5,0.005,0.042,0.005,0.005,0,0.021,0,0.011,0.016,0,0.005,0.005,0.011,0.032,0.342
"292",14,68,2,180586,51,0.282,0.017,0.05,0.006,0,0,0.017,0.006,0.006,0.006,0,0,0,0,0.028,0.15
"293",14,73,1,191928,82,0.427,0.01,0.047,0,0.026,0.005,0.036,0.01,0.005,0,0,0.005,0,0,0.047,0.234
"294",14,73,2,183782,58,0.316,0,0.065,0.005,0.005,0,0.011,0.005,0.005,0.011,0,0.005,0,0,0.016,0.185
"295",14,78,1,210805,82,0.389,0.009,0.052,0.005,0.009,0.009,0.024,0.009,0.009,0.014,0,0,0,0,0.024,0.223
"296",14,78,2,200638,44,0.219,0,0.04,0,0,0.005,0.01,0.005,0.005,0.01,0,0,0,0,0.03,0.115
"297",14,83,1,186968,58,0.31,0.005,0.07,0.005,0.005,0,0.021,0,0.016,0.011,0,0.011,0.005,0.005,0.005,0.15
"298",14,83,2,178058,34,0.191,0.006,0.051,0.006,0.011,0,0.006,0,0.006,0.011,0,0,0,0,0.006,0.09
"299",14,88,1,125379,40,0.319,0.008,0.048,0,0,0,0.024,0.008,0.008,0,0,0,0,0.008,0.04,0.175
"300",14,88,2,120143,23,0.191,0.017,0.033,0,0,0,0.017,0,0,0,0,0,0,0,0.033,0.092
"301",15,43,1,151317,165,1.09,0.245,0.04,0.02,0.013,0,0.119,0,0.046,0.026,0.007,0.059,0.033,0.026,0.066,0.39
"302",15,43,2,147743,122,0.826,0.298,0.041,0.02,0.007,0.007,0.068,0,0.081,0.047,0,0.034,0.02,0,0.014,0.19
"303",15,48,1,151434,91,0.601,0.053,0.086,0.026,0.013,0.007,0.026,0.013,0.026,0.026,0,0.04,0.007,0.007,0,0.271
"304",15,48,2,146871,63,0.429,0.068,0.02,0.007,0.02,0,0.034,0.007,0.041,0.034,0,0.007,0.048,0.014,0.014,0.116
"305",15,53,1,166459,90,0.541,0.018,0.078,0.006,0,0,0.018,0,0.018,0.03,0,0,0.024,0.006,0.054,0.288
"306",15,53,2,160731,56,0.348,0.012,0.112,0,0,0,0.031,0.012,0.012,0.006,0.006,0.006,0.031,0.006,0.031,0.081
"307",15,58,1,217021,101,0.465,0.005,0.069,0.005,0,0,0.023,0.009,0.014,0,0,0.005,0.009,0.009,0.028,0.29
"308",15,58,2,207228,60,0.29,0,0.053,0.01,0.01,0,0.019,0.01,0.01,0.014,0.005,0.01,0.014,0.005,0.029,0.101
"309",15,63,1,197799,111,0.561,0.01,0.056,0.005,0.005,0.005,0.02,0.015,0.01,0,0,0,0.01,0,0.061,0.364
"310",15,63,2,189358,71,0.375,0.005,0.09,0.005,0,0,0.011,0.005,0.016,0.005,0.005,0,0.011,0,0.032,0.19
"311",15,68,1,191002,111,0.581,0,0.063,0,0,0,0.016,0.01,0.01,0.026,0,0,0,0.005,0.037,0.414
"312",15,68,2,181422,78,0.43,0,0.072,0.017,0.017,0.006,0.017,0.006,0.006,0.011,0,0,0.006,0.006,0.017,0.254
"313",15,73,1,189790,126,0.664,0.011,0.063,0.016,0.011,0,0.037,0,0.016,0.005,0,0.005,0.005,0.005,0.032,0.458
"314",15,73,2,181354,53,0.292,0.006,0.028,0.011,0.006,0.006,0.006,0.006,0,0.011,0,0,0.006,0.006,0.011,0.193
"315",15,78,1,211621,104,0.491,0.014,0.08,0,0.014,0,0.038,0,0.024,0.024,0,0.005,0.005,0,0.019,0.269
"316",15,78,2,201710,61,0.302,0.01,0.045,0,0.005,0,0.01,0,0,0.01,0,0,0.005,0.005,0.02,0.193
"317",15,83,1,189359,76,0.401,0.016,0.063,0,0.005,0,0.032,0.011,0.011,0.016,0,0,0,0.005,0.021,0.222
"318",15,83,2,180018,34,0.189,0.006,0.044,0,0,0,0,0,0.006,0.022,0,0.006,0,0,0.011,0.094
"319",15,88,1,129059,34,0.263,0.015,0.046,0.008,0,0,0,0,0,0,0,0,0,0,0.015,0.178
"320",15,88,2,124041,24,0.193,0,0.056,0.008,0.008,0,0.008,0,0.008,0.008,0,0,0,0,0.008,0.089
"321",16,43,1,153048,170,1.111,0.242,0.026,0.007,0.007,0,0.078,0.007,0.072,0.02,0,0.078,0.013,0.007,0.033,0.523
"322",16,43,2,149214,130,0.871,0.322,0.06,0.007,0.013,0,0.06,0,0.027,0.027,0.013,0.06,0.047,0.007,0.04,0.188
"323",16,48,1,149764,124,0.828,0.087,0.154,0,0,0,0.033,0.007,0.007,0,0,0.073,0.027,0,0.013,0.427
"324",16,48,2,145303,90,0.619,0.089,0.076,0.034,0.021,0.021,0.048,0.007,0.041,0.021,0.007,0.014,0.014,0.021,0.028,0.179
"325",16,53,1,161406,100,0.62,0.031,0.068,0.006,0,0,0.031,0.019,0.019,0.025,0.006,0.019,0.006,0.012,0.025,0.353
"326",16,53,2,156378,65,0.416,0.006,0.077,0,0,0.006,0.026,0.013,0.026,0.019,0.006,0.006,0.019,0,0.051,0.16
"327",16,58,1,207660,148,0.713,0.01,0.096,0.005,0.01,0,0.029,0,0.019,0.024,0.005,0,0.01,0.005,0.077,0.424
"328",16,58,2,198574,65,0.327,0,0.086,0.005,0.005,0.005,0.02,0.005,0.025,0.02,0,0.01,0.01,0,0.02,0.116
"329",16,63,1,205008,145,0.707,0.015,0.054,0.02,0,0,0.01,0,0.015,0,0,0,0.015,0.024,0.024,0.532
"330",16,63,2,196319,67,0.341,0.005,0.041,0.02,0,0.01,0.046,0.01,0.01,0,0.01,0.01,0.005,0.005,0.031,0.138
"331",16,68,1,190907,150,0.786,0.01,0.115,0,0,0.005,0.021,0,0.005,0.016,0,0,0,0,0.031,0.581
"332",16,68,2,181191,83,0.458,0,0.077,0,0.006,0.006,0.011,0.011,0.028,0.006,0.006,0.006,0.006,0.006,0.028,0.265
"333",16,73,1,189567,153,0.807,0,0.069,0,0.005,0,0.042,0,0.016,0,0,0.005,0.005,0.016,0.042,0.607
"334",16,73,2,180528,54,0.299,0,0.05,0.006,0,0,0.017,0,0,0.006,0,0.006,0,0,0.006,0.21
"335",16,78,1,207601,133,0.641,0.014,0.072,0,0.005,0.005,0.034,0.005,0.005,0.01,0.005,0,0.005,0,0.024,0.458
"336",16,78,2,198110,84,0.424,0.005,0.045,0.005,0.015,0,0.015,0,0.005,0.02,0,0,0.005,0.01,0.015,0.283
"337",16,83,1,194236,131,0.674,0.021,0.093,0.01,0,0,0.041,0,0.005,0.026,0,0.005,0,0.01,0.026,0.438
"338",16,83,2,184793,59,0.319,0.027,0.049,0,0.016,0.011,0,0.005,0,0.005,0.005,0,0,0,0.016,0.184
"339",16,88,1,131454,65,0.494,0.023,0.046,0.008,0.008,0,0.023,0,0.015,0.015,0,0,0,0.008,0.023,0.327
"340",16,88,2,126130,42,0.333,0.016,0.063,0.008,0,0,0,0.008,0.008,0.024,0.008,0,0,0.008,0.024,0.166
"341",17,43,1,154573,227,1.469,0.298,0.091,0.032,0.013,0.013,0.052,0,0.104,0.039,0,0.104,0.019,0.006,0.019,0.679
"342",17,43,2,151036,155,1.026,0.371,0.053,0.007,0.026,0.013,0.093,0.007,0.033,0.033,0,0.106,0.02,0.013,0.04,0.212
"343",17,48,1,148306,122,0.823,0.047,0.088,0.02,0,0.007,0.047,0,0.054,0.034,0.007,0.04,0.04,0,0.013,0.425
"344",17,48,2,144147,84,0.583,0.125,0.049,0.028,0.007,0.028,0.028,0.021,0.035,0.007,0.021,0.021,0.021,0.007,0.014,0.173
"345",17,53,1,158131,139,0.879,0.013,0.12,0.025,0,0,0.025,0,0.019,0.019,0,0.025,0.044,0,0.019,0.569
"346",17,53,2,153296,65,0.424,0.02,0.091,0.02,0.013,0,0.026,0,0.02,0.033,0.007,0.007,0.013,0.007,0.033,0.137
"347",17,58,1,194732,138,0.709,0.005,0.128,0.005,0.01,0.005,0.021,0.005,0.005,0.021,0.01,0.01,0.036,0,0.046,0.401
"348",17,58,2,186288,63,0.338,0,0.054,0.005,0.005,0,0.011,0.005,0.016,0.011,0.005,0.021,0.021,0,0.032,0.15
"349",17,63,1,212737,157,0.738,0.009,0.085,0.019,0,0.009,0.009,0.005,0.014,0.005,0,0.014,0.014,0.009,0.056,0.489
"350",17,63,2,202584,83,0.41,0.01,0.104,0.015,0.005,0.005,0.01,0.005,0.025,0.02,0.005,0.005,0.005,0.005,0.02,0.173
"351",17,68,1,191108,171,0.895,0,0.078,0,0,0.005,0.021,0.021,0.016,0.01,0,0.016,0.005,0.01,0.042,0.67
"352",17,68,2,181100,64,0.353,0,0.066,0.011,0,0.011,0.006,0,0.006,0.017,0.006,0,0,0.011,0.022,0.199
"353",17,73,1,189951,186,0.979,0.016,0.079,0.011,0.011,0,0.042,0.011,0.026,0.011,0,0.011,0,0.005,0.011,0.748
"354",17,73,2,179815,66,0.367,0.011,0.083,0,0,0,0.011,0.006,0.017,0.011,0,0,0,0,0.022,0.206
"355",17,78,1,202150,136,0.673,0,0.074,0,0.01,0,0.03,0.005,0.025,0.01,0.005,0,0.01,0.005,0.015,0.485
"356",17,78,2,193077,70,0.363,0.01,0.041,0.005,0,0,0.021,0.01,0.01,0.021,0,0,0,0.005,0.016,0.223
"357",17,83,1,201275,142,0.706,0.02,0.06,0.005,0,0,0.045,0.005,0.015,0.02,0,0.005,0,0,0.035,0.497
"358",17,83,2,191274,55,0.288,0.01,0.021,0,0.005,0,0.01,0.005,0.005,0.005,0,0.005,0,0.016,0.01,0.193
"359",17,88,1,132561,81,0.611,0.008,0.045,0,0,0.008,0.045,0.008,0.008,0.015,0,0,0,0.008,0.008,0.46
"360",17,88,2,126711,32,0.253,0,0.032,0,0.008,0,0.032,0,0.008,0.008,0,0,0.008,0,0.032,0.126
"361",18,43,1,156342,298,1.906,0.358,0.083,0.032,0.013,0.013,0.07,0.006,0.09,0.064,0,0.109,0.032,0.026,0.019,0.991
"362",18,43,2,153476,206,1.342,0.384,0.072,0.013,0.033,0.033,0.111,0.007,0.072,0.046,0,0.091,0.085,0.007,0.104,0.287
"363",18,48,1,147119,151,1.026,0.136,0.068,0.02,0.007,0,0.048,0,0.088,0.054,0,0.041,0,0.007,0.007,0.551
"364",18,48,2,143288,98,0.684,0.119,0.063,0.014,0.021,0.021,0.014,0.021,0.028,0.014,0.007,0.042,0.049,0.028,0.014,0.23
"365",18,53,1,154859,149,0.962,0.019,0.065,0.006,0.006,0,0.052,0.006,0.039,0.019,0,0.019,0.032,0.006,0.032,0.659
"366",18,53,2,150078,67,0.446,0.027,0.06,0.02,0,0,0.007,0.007,0.033,0.013,0,0.013,0.033,0,0.047,0.187
"367",18,58,1,182377,189,1.036,0.005,0.088,0.011,0,0.005,0.033,0.016,0.033,0.027,0,0.011,0.016,0.005,0.033,0.751
"368",18,58,2,174243,65,0.373,0.006,0.063,0.006,0.011,0,0.006,0.011,0.029,0.011,0,0.011,0.023,0,0.023,0.172
"369",18,63,1,218633,252,1.153,0.009,0.133,0.009,0.009,0,0.046,0.014,0.014,0.014,0,0.014,0.009,0.009,0.064,0.81
"370",18,63,2,207045,83,0.401,0.01,0.072,0.014,0,0,0.01,0.014,0.014,0.014,0.005,0.01,0.01,0.01,0.024,0.193
"371",18,68,1,192213,265,1.379,0.005,0.13,0.005,0,0.016,0.026,0,0.01,0.021,0,0.005,0,0.01,0.021,1.129
"372",18,68,2,182324,66,0.362,0,0.038,0,0,0,0.016,0.011,0.005,0.011,0.005,0,0.016,0.005,0.022,0.23
"373",18,73,1,190565,216,1.133,0.01,0.121,0.01,0.005,0,0.026,0.01,0.01,0.01,0,0,0,0.005,0.031,0.892
"374",18,73,2,179880,66,0.367,0.006,0.067,0,0.006,0.011,0,0.006,0,0,0.006,0,0,0,0.044,0.222
"375",18,78,1,197487,239,1.21,0.01,0.106,0.005,0.005,0,0.041,0.005,0.005,0.015,0,0.005,0.015,0.03,0.015,0.952
"376",18,78,2,188870,81,0.429,0.016,0.042,0,0,0,0.021,0.005,0,0.005,0,0,0,0.005,0.042,0.291
"377",18,83,1,208002,196,0.942,0.01,0.029,0,0,0.005,0.043,0,0.005,0.019,0,0,0.005,0,0.014,0.812
"378",18,83,2,197209,66,0.335,0,0.076,0.01,0,0,0.02,0.005,0.01,0.005,0,0,0.005,0.005,0.015,0.183
"379",18,88,1,132374,125,0.944,0.015,0.083,0,0,0.008,0.045,0.015,0.023,0.015,0,0.008,0,0,0.023,0.71
"380",18,88,2,126073,48,0.381,0.008,0.071,0,0,0,0.016,0.008,0.008,0.016,0,0,0,0,0.008,0.246
"381",19,43,1,158113,307,1.942,0.373,0.108,0.013,0.013,0.013,0.063,0.006,0.076,0.082,0,0.139,0.038,0.038,0.044,0.936
"382",19,43,2,156175,221,1.415,0.499,0.045,0.032,0.038,0.038,0.064,0.006,0.051,0.026,0.006,0.09,0.07,0.006,0.115,0.327
"383",19,48,1,146567,191,1.303,0.15,0.089,0.007,0,0.007,0.041,0,0.061,0.02,0.007,0.089,0.02,0.02,0.02,0.771
"384",19,48,2,143319,94,0.656,0.14,0.028,0.014,0.021,0.014,0.042,0.007,0.049,0.007,0,0.035,0.042,0.021,0.056,0.181
"385",19,53,1,151484,199,1.314,0.04,0.119,0,0.013,0.007,0.033,0.02,0.026,0.046,0,0.04,0.066,0.007,0.033,0.865
"386",19,53,2,147109,75,0.51,0.02,0.061,0.014,0.014,0,0.034,0,0.02,0.02,0.007,0,0.041,0,0.048,0.231
"387",19,58,1,172483,201,1.165,0.006,0.116,0,0.006,0,0.035,0.017,0.012,0.006,0,0.012,0.029,0.023,0.058,0.846
"388",19,58,2,164539,83,0.504,0.006,0.115,0.006,0.012,0,0.024,0.024,0.006,0.03,0.012,0.024,0.036,0,0.03,0.176
"389",19,63,1,220118,224,1.018,0.014,0.068,0.009,0.005,0,0.023,0.014,0.032,0.014,0,0.009,0.018,0.009,0.041,0.763
"390",19,63,2,208195,104,0.5,0,0.086,0.014,0.014,0,0.014,0.019,0.034,0.01,0,0,0.014,0,0.024,0.269
"391",19,68,1,194575,244,1.254,0.005,0.108,0.005,0.01,0.015,0.01,0.005,0.01,0.01,0,0,0.005,0.021,0.021,1.028
"392",19,68,2,184332,76,0.412,0.005,0.071,0.022,0,0,0.005,0.005,0.016,0.022,0.005,0.005,0.005,0.005,0.011,0.233
"393",19,73,1,191601,226,1.18,0,0.146,0,0.005,0,0.037,0.005,0.016,0.037,0.005,0,0.005,0.01,0.031,0.882
"394",19,73,2,180633,65,0.36,0.006,0.028,0,0.006,0,0.028,0.011,0.022,0,0.006,0,0,0,0.011,0.244
"395",19,78,1,193229,243,1.258,0,0.088,0,0.005,0,0.052,0.01,0,0.01,0,0,0,0.021,0.031,1.04
"396",19,78,2,184631,71,0.385,0,0.06,0,0.005,0,0.032,0.005,0,0.011,0,0,0,0,0.022,0.249
"397",19,83,1,212790,217,1.02,0.009,0.075,0,0,0,0.042,0.009,0.019,0.033,0.009,0,0.005,0.009,0.033,0.775
"398",19,83,2,200964,64,0.318,0.015,0.055,0,0,0.005,0.015,0,0.01,0.015,0,0.005,0.005,0.005,0.02,0.169
