"","A","P","D","Y"
"3307",66,1979,1,23622.166666667
"3308",67,1979,0,22980.333333334
"3309",68,1979,0,22227.666666667
"3310",69,1979,2,21286.666666666
"3311",70,1979,0,20109.1666666663
"3312",71,1979,0,18715.5
"3313",72,1979,0,17289.3333333333
"3314",73,1979,2,16029.3333333333
"3315",74,1979,0,14843.6666666667
"3316",75,1979,0,13707.8333333333
"3317",76,1979,1,12605
"3318",77,1979,1,11475
"3319",78,1979,0,10293.3333333334
"3320",79,1979,0,9172.3333333334
"3321",80,1979,0,8191.6666666666
"3322",81,1979,2,7297.8333333333
"3323",82,1979,0,6470.3333333333
"3324",83,1979,0,5644.5
"3325",84,1979,0,4831.3333333333
"3326",85,1979,1,4030.3333333333
"3327",86,1979,0,3318.5
"3328",87,1979,2,2689.6666666667
"3329",88,1979,0,2168.99999999997
"3330",89,1979,0,1585.8615212528
"3331",0,1980,0,30017.666666667
"3332",1,1980,0,30897.5
"3333",2,1980,0,31894
"3334",3,1980,0,33250.166666666
"3335",4,1980,0,34811.833333333
"3336",5,1980,0,36038.166666666
"3337",6,1980,0,36766
"3338",7,1980,0,37379.5
"3339",8,1980,0,37685.5
"3340",9,1980,0,37341
"3341",10,1980,0,36978
"3342",11,1980,0,37720.666666666
"3343",12,1980,0,39904.333333333
"3344",13,1980,0,42111
"3345",14,1980,0,43163.5
"3346",15,1980,0,42847.166666667
"3347",16,1980,2,41661.333333333
"3348",17,1980,3,40355.166666667
"3349",18,1980,1,39228.833333333
"3350",19,1980,2,38433.833333333
"3351",20,1980,4,38031.166666666
"3352",21,1980,2,37819.833333333
"3353",22,1980,9,37904.5
"3354",23,1980,7,38204.5
"3355",24,1980,4,38295
"3356",25,1980,6,38353.833333333
"3357",26,1980,10,38358.166666667
"3358",27,1980,7,38295.666666667
"3359",28,1980,12,38297
"3360",29,1980,6,38388.5
"3361",30,1980,11,39054
"3362",31,1980,3,40495.166666667
"3363",32,1980,15,42553.833333333
"3364",33,1980,9,44320.166666666
"3365",34,1980,4,44691.5
"3366",35,1980,5,43356.833333333
"3367",36,1980,7,40932.333333334
"3368",37,1980,5,38050.5
"3369",38,1980,3,35283.833333333
"3370",39,1980,3,33121.833333334
"3371",40,1980,4,31737
"3372",41,1980,7,30964.5
"3373",42,1980,9,30201
"3374",43,1980,5,29381.833333333
"3375",44,1980,6,28601.166666667
"3376",45,1980,1,27918.666666667
"3377",46,1980,4,27347
"3378",47,1980,1,26976.5
"3379",48,1980,2,26808
"3380",49,1980,5,26723
"3381",50,1980,4,26741.833333333
"3382",51,1980,1,26822.5
"3383",52,1980,2,26948
"3384",53,1980,1,27076.166666667
"3385",54,1980,1,27224.5
"3386",55,1980,3,27472.666666667
"3387",56,1980,2,27473
"3388",57,1980,1,27511.333333333
"3389",58,1980,2,27829.833333333
"3390",59,1980,3,27724.5
"3391",60,1980,0,26900.666666667
"3392",61,1980,1,25650.666666667
"3393",62,1980,1,24686.666666667
"3394",63,1980,0,24123.5
"3395",64,1980,2,23638.166666667
"3396",65,1980,0,23422.833333333
"3397",66,1980,0,23245.833333333
"3398",67,1980,2,22885.833333333
"3399",68,1980,1,22189.666666667
"3400",69,1980,0,21361.333333334
"3401",70,1980,0,20386.5
"3402",71,1980,0,19204
"3403",72,1980,0,17777.5
"3404",73,1980,0,16338.3333333333
"3405",74,1980,0,15075.6666666667
"3406",75,1980,1,13876
"3407",76,1980,0,12741
"3408",77,1980,0,11620.5
"3409",78,1980,1,10509
"3410",79,1980,0,9358.3333333334
"3411",80,1980,1,8272.6666666667
"3412",81,1980,0,7328.6666666667
"3413",82,1980,0,6478.3333333333
"3414",83,1980,0,5669.1666666667
"3415",84,1980,0,4887.3333333333
"3416",85,1980,0,4162.3333333333
"3417",86,1980,0,3430.5
"3418",87,1980,0,2758.3333333334
"3419",88,1980,0,2204.5
"3420",89,1980,0,1688.51195028681
"3421",0,1981,0,28297.166666667
"3422",1,1981,0,29677.833333333
"3423",2,1981,0,30904.166666667
"3424",3,1981,0,31888.5
"3425",4,1981,2,33252.666666667
"3426",5,1981,0,34791.333333333
"3427",6,1981,0,36002.5
"3428",7,1981,0,36727
"3429",8,1981,0,37352.5
"3430",9,1981,0,37672.166666666
"3431",10,1981,0,37343.666666667
"3432",11,1981,0,36987.833333333
"3433",12,1981,0,37735
"3434",13,1981,0,39909.833333333
"3435",14,1981,0,42134.5
"3436",15,1981,0,43216.666666667
"3437",16,1981,2,42900.666666666
"3438",17,1981,0,41709.666666667
"3439",18,1981,4,40421.5
"3440",19,1981,2,39243.5
"3441",20,1981,5,38383.333333333
"3442",21,1981,2,37919.5
"3443",22,1981,9,37704.5
"3444",23,1981,3,37823.166666666
"3445",24,1981,6,38138.5
"3446",25,1981,4,38244.833333333
"3447",26,1981,3,38248.833333333
"3448",27,1981,4,38230.833333333
"3449",28,1981,12,38180
"3450",29,1981,8,38186.5
"3451",30,1981,5,38282.333333333
"3452",31,1981,7,38937.5
"3453",32,1981,8,40366
"3454",33,1981,6,42432.166666666
"3455",34,1981,5,44222
"3456",35,1981,6,44580.5
"3457",36,1981,7,43236.666666667
"3458",37,1981,5,40833.333333333
"3459",38,1981,3,37928.5
"3460",39,1981,5,35152
"3461",40,1981,2,33011.166666667
"3462",41,1981,3,31645.166666667
"3463",42,1981,7,30853.5
"3464",43,1981,4,30088
"3465",44,1981,3,29272
"3466",45,1981,3,28468.166666667
"3467",46,1981,1,27780.833333334
"3468",47,1981,3,27221.166666667
"3469",48,1981,1,26821.5
"3470",49,1981,2,26651.166666667
"3471",50,1981,4,26553.333333333
"3472",51,1981,0,26551
"3473",52,1981,4,26611.166666666
"3474",53,1981,3,26712.666666666
"3475",54,1981,2,26821.5
"3476",55,1981,2,26938.166666667
"3477",56,1981,0,27148.333333334
"3478",57,1981,1,27135.333333334
"3479",58,1981,2,27110.833333334
"3480",59,1981,0,27363.333333333
"3481",60,1981,0,27209.5
"3482",61,1981,3,26400.333333333
"3483",62,1981,0,25122.333333333
"3484",63,1981,0,24112.666666666
"3485",64,1981,2,23527.166666667
"3486",65,1981,3,23012
"3487",66,1981,1,22748
"3488",67,1981,1,22521.333333333
"3489",68,1981,0,22086.166666666
"3490",69,1981,3,21337.833333333
"3491",70,1981,0,20474.666666667
"3492",71,1981,1,19453.6666666667
"3493",72,1981,2,18221.1666666667
"3494",73,1981,0,16799.1666666667
"3495",74,1981,1,15375.1666666666
"3496",75,1981,0,14098
"3497",76,1981,1,12901.8333333333
"3498",77,1981,0,11745
"3499",78,1981,0,10621.3333333333
"3500",79,1981,0,9536.1666666666
"3501",80,1981,1,8426.1666666666
"3502",81,1981,0,7382.1666666667
"3503",82,1981,0,6501.1666666667
"3504",83,1981,0,5691.6666666667
"3505",84,1981,0,4929.8333333334
"3506",85,1981,0,4195.8333333333
"3507",86,1981,0,3528.5
"3508",87,1981,0,2870.1666666666
"3509",88,1981,0,2270
"3510",89,1981,0,1593.99531914894
"3511",0,1982,0,27347.166666667
"3512",1,1982,0,28308.666666667
"3513",2,1982,0,29698.833333333
"3514",3,1982,0,30894.666666667
"3515",4,1982,0,31850
"3516",5,1982,0,33191.166666666
"3517",6,1982,1,34745.333333333
"3518",7,1982,0,35967
"3519",8,1982,0,36690.166666667
"3520",9,1982,0,37328.5
"3521",10,1982,0,37662.666666667
"3522",11,1982,0,37334.5
"3523",12,1982,0,36980
"3524",13,1982,0,37727.333333333
"3525",14,1982,0,39912.166666667
"3526",15,1982,1,42161.333333334
"3527",16,1982,4,43241.833333333
"3528",17,1982,3,42939
"3529",18,1982,1,41770.166666667
"3530",19,1982,0,40406.333333334
"3531",20,1982,6,39197.666666667
"3532",21,1982,5,38299.166666667
"3533",22,1982,6,37844
"3534",23,1982,9,37656.833333334
"3535",24,1982,7,37790.5
"3536",25,1982,8,38081.166666667
"3537",26,1982,10,38133.666666667
"3538",27,1982,5,38118.5
"3539",28,1982,6,38125.5
"3540",29,1982,7,38088.833333334
"3541",30,1982,9,38083
"3542",31,1982,9,38157.333333334
"3543",32,1982,5,38821.666666667
"3544",33,1982,13,40278.666666667
"3545",34,1982,8,42317.166666666
"3546",35,1982,11,44081.666666667
"3547",36,1982,4,44481.666666667
"3548",37,1982,5,43126.833333333
"3549",38,1982,9,40692
"3550",39,1982,6,37807.833333333
"3551",40,1982,6,35055.166666666
"3552",41,1982,2,32897.833333334
"3553",42,1982,3,31526.166666666
"3554",43,1982,9,30739.5
"3555",44,1982,3,29969
"3556",45,1982,8,29144.5
"3557",46,1982,2,28339.333333333
"3558",47,1982,3,27637.833333333
"3559",48,1982,3,27063.333333333
"3560",49,1982,4,26658.166666667
"3561",50,1982,3,26494.5
"3562",51,1982,1,26370.833333334
"3563",52,1982,2,26340.5
"3564",53,1982,2,26374.5
"3565",54,1982,0,26460.333333333
"3566",55,1982,1,26550
"3567",56,1982,1,26640.666666666
"3568",57,1982,2,26817.833333333
"3569",58,1982,0,26752
"3570",59,1982,1,26666.833333333
"3571",60,1982,1,26891.5
"3572",61,1982,1,26715.5
"3573",62,1982,1,25864.5
"3574",63,1982,0,24571.166666666
"3575",64,1982,2,23538.333333333
"3576",65,1982,3,22914.666666667
"3577",66,1982,1,22375
"3578",67,1982,1,22046.333333334
"3579",68,1982,0,21752.166666667
"3580",69,1982,1,21283.333333333
"3581",70,1982,0,20467
"3582",71,1982,0,19553.6666666667
"3583",72,1982,1,18484.1666666666
"3584",73,1982,0,17268.5
"3585",74,1982,2,15810.8333333334
"3586",75,1982,0,14389.5
"3587",76,1982,1,13117.5
"3588",77,1982,1,11909.5
"3589",78,1982,0,10754.1666666667
"3590",79,1982,0,9660
"3591",80,1982,0,8595.6666666667
"3592",81,1982,2,7532
"3593",82,1982,0,6562.8333333333
"3594",83,1982,0,5711.8333333333
"3595",84,1982,0,4946.1666666667
"3596",85,1982,0,4244.6666666666
"3597",86,1982,0,3565
"3598",87,1982,0,2959
"3599",88,1982,1,2375.3333333333
"3600",89,1982,0,1694.74611610793
"3601",0,1983,0,26457.833333333
"3602",1,1983,1,27225
"3603",2,1983,0,28329
"3604",3,1983,0,29671.166666667
"3605",4,1983,0,30862.333333334
"3606",5,1983,0,31822
"3607",6,1983,0,33184.833333333
"3608",7,1983,0,34734.833333333
"3609",8,1983,0,35937.666666667
"3610",9,1983,0,36680.166666667
"3611",10,1983,0,37320.5
"3612",11,1983,0,37657.833333333
"3613",12,1983,0,37337.666666667
"3614",13,1983,0,36988.333333333
"3615",14,1983,2,37738.833333333
"3616",15,1983,0,39930.666666667
"3617",16,1983,0,42197
"3618",17,1983,0,43304.333333333
"3619",18,1983,0,42993
"3620",19,1983,2,41772.5
"3621",20,1983,1,40406.833333333
"3622",21,1983,4,39156.166666667
"3623",22,1983,1,38306.666666666
"3624",23,1983,10,37854
"3625",24,1983,8,37651.166666666
"3626",25,1983,12,37756.833333333
"3627",26,1983,9,38025.833333333
"3628",27,1983,9,38056.833333333
"3629",28,1983,6,38050.333333333
"3630",29,1983,7,38059.833333334
"3631",30,1983,7,38020.833333333
"3632",31,1983,6,38001.666666667
"3633",32,1983,12,38072.833333333
"3634",33,1983,8,38737.333333334
"3635",34,1983,12,40172.666666666
"3636",35,1983,7,42225
"3637",36,1983,9,44013
"3638",37,1983,8,44384.333333334
"3639",38,1983,5,43001.833333333
"3640",39,1983,5,40597.333333334
"3641",40,1983,7,37727.333333333
"3642",41,1983,6,34951
"3643",42,1983,7,32791
"3644",43,1983,2,31424.5
"3645",44,1983,2,30627.833333333
"3646",45,1983,9,29830.666666667
"3647",46,1983,5,29012.666666667
"3648",47,1983,3,28196.833333333
"3649",48,1983,3,27480.833333333
"3650",49,1983,4,26904.166666667
"3651",50,1983,1,26494.166666666
"3652",51,1983,0,26294.666666667
"3653",52,1983,3,26156.833333333
"3654",53,1983,2,26116.666666667
"3655",54,1983,3,26136.833333333
"3656",55,1983,1,26183.666666667
"3657",56,1983,2,26246
"3658",57,1983,0,26325.166666667
"3659",58,1983,1,26460.5
"3660",59,1983,1,26349.833333334
"3661",60,1983,2,26235
"3662",61,1983,1,26412.5
"3663",62,1983,1,26194.333333334
"3664",63,1983,2,25292
"3665",64,1983,0,23971.833333333
"3666",65,1983,0,22918
"3667",66,1983,0,22264.333333333
"3668",67,1983,2,21669.166666667
"3669",68,1983,2,21308.166666667
"3670",69,1983,0,20962
"3671",70,1983,1,20444.833333333
"3672",71,1983,0,19586.1666666667
"3673",72,1983,0,18626.3333333334
"3674",73,1983,2,17522.6666666666
"3675",74,1983,1,16250.6666666667
"3676",75,1983,0,14799.5
"3677",76,1983,0,13390
"3678",77,1983,0,12118.5
"3679",78,1983,0,10926.3333333334
"3680",79,1983,0,9811.1666666666
"3681",80,1983,0,8741.3333333333
"3682",81,1983,0,7711
"3683",82,1983,0,6692.1666666667
"3684",83,1983,0,5778.6666666666
"3685",84,1983,0,4992.8333333334
"3686",85,1983,0,4259.8333333334
"3687",86,1983,0,3595.3333333333
"3688",87,1983,0,2986.1666666667
"3689",88,1983,0,2438.8333333333
"3690",89,1983,0,1843.92078189304
"3691",0,1984,0,26399.166666667
"3692",1,1984,0,26597.166666666
"3693",2,1984,0,27236.166666667
"3694",3,1984,0,28321.5
"3695",4,1984,0,29654.666666667
"3696",5,1984,0,30863.666666667
"3697",6,1984,0,31828.166666667
"3698",7,1984,0,33189.333333333
"3699",8,1984,0,34739
"3700",9,1984,0,35949.833333333
"3701",10,1984,0,36691.166666667
"3702",11,1984,0,37341.666666666
"3703",12,1984,0,37676.333333333
"3704",13,1984,0,37357.166666667
"3705",14,1984,0,37010.5
"3706",15,1984,1,37777.833333334
"3707",16,1984,0,39998.333333334
"3708",17,1984,2,42269.333333333
"3709",18,1984,3,43371.666666667
"3710",19,1984,6,43054.5
"3711",20,1984,6,41828.833333333
"3712",21,1984,4,40435.666666667
"3713",22,1984,8,39228.666666667
"3714",23,1984,6,38345.166666667
"3715",24,1984,13,37910.5
"3716",25,1984,8,37711.333333334
"3717",26,1984,6,37778.333333333
"3718",27,1984,10,38017.5
"3719",28,1984,11,38017.666666666
"3720",29,1984,5,38015.333333333
"3721",30,1984,5,38033.333333333
"3722",31,1984,7,37974.666666667
"3723",32,1984,7,37945.333333333
"3724",33,1984,4,38018.166666667
"3725",34,1984,5,38685.166666667
"3726",35,1984,7,40114.166666667
"3727",36,1984,7,42169
"3728",37,1984,10,43933.833333334
"3729",38,1984,7,44297.333333333
"3730",39,1984,10,42949.833333333
"3731",40,1984,7,40517.166666667
"3732",41,1984,4,37631.166666667
"3733",42,1984,5,34862.166666667
"3734",43,1984,7,32701.666666667
"3735",44,1984,4,31307.166666667
"3736",45,1984,8,30508.166666667
"3737",46,1984,6,29729.166666667
"3738",47,1984,3,28877.166666667
"3739",48,1984,1,28044
"3740",49,1984,2,27320.833333334
"3741",50,1984,4,26734.5
"3742",51,1984,1,26312.833333333
"3743",52,1984,2,26089.5
"3744",53,1984,2,25942.166666667
"3745",54,1984,2,25871.5
"3746",55,1984,1,25858
"3747",56,1984,1,25896.833333333
"3748",57,1984,2,25933
"3749",58,1984,2,25972.666666666
"3750",59,1984,3,26072.666666667
"3751",60,1984,0,25914.833333334
"3752",61,1984,0,25765.333333333
"3753",62,1984,1,25868.5
"3754",63,1984,1,25593.5
"3755",64,1984,1,24673.333333334
"3756",65,1984,0,23332.333333333
"3757",66,1984,0,22257.833333333
"3758",67,1984,0,21569.5
"3759",68,1984,0,20931.666666666
"3760",69,1984,0,20537.5
"3761",70,1984,0,20132.833333333
"3762",71,1984,1,19570.5
"3763",72,1984,0,18666.1666666667
"3764",73,1984,1,17657.8333333333
"3765",74,1984,0,16521.5
"3766",75,1984,0,15219
"3767",76,1984,0,13767.3333333333
"3768",77,1984,0,12367
"3769",78,1984,0,11135.5
"3770",79,1984,0,9971.3333333333
"3771",80,1984,0,8880.6666666667
"3772",81,1984,0,7844.3333333333
"3773",82,1984,0,6853.1666666667
"3774",83,1984,0,5901
"3775",84,1984,0,5040.1666666666
"3776",85,1984,0,4289.6666666667
"3777",86,1984,0,3605.5
"3778",87,1984,0,3004
"3779",88,1984,0,2451
"3780",89,1984,0,1884.14012825757
"3781",0,1985,0,26887.666666667
"3782",1,1985,1,26616.666666666
"3783",2,1985,0,26649.333333333
"3784",3,1985,0,27275.666666667
"3785",4,1985,0,28365.333333333
"3786",5,1985,0,29692.333333333
"3787",6,1985,0,30902.166666667
"3788",7,1985,0,31871.166666666
"3789",8,1985,0,33212.833333333
"3790",9,1985,0,34752.166666667
"3791",10,1985,0,35980.666666667
"3792",11,1985,0,36721.833333334
"3793",12,1985,0,37374.666666666
"3794",13,1985,0,37712.833333333
"3795",14,1985,0,37390.5
"3796",15,1985,1,37068.333333333
"3797",16,1985,2,37873.5
"3798",17,1985,4,40121.166666666
"3799",18,1985,5,42401.833333333
"3800",19,1985,5,43463
"3801",20,1985,2,43173
"3802",21,1985,4,41954.333333333
"3803",22,1985,7,40624.166666667
"3804",23,1985,9,39474.666666667
"3805",24,1985,6,38630.666666666
"3806",25,1985,7,38188.166666667
"3807",26,1985,12,37934.166666667
"3808",27,1985,9,37966
"3809",28,1985,8,38144.666666667
"3810",29,1985,8,38135.833333333
"3811",30,1985,9,38085.666666666
"3812",31,1985,9,38053.5
"3813",32,1985,13,37976.833333333
"3814",33,1985,6,37935.666666666
"3815",34,1985,5,38004.5
"3816",35,1985,9,38646.333333333
"3817",36,1985,13,40081.333333333
"3818",37,1985,7,42126.166666667
"3819",38,1985,8,43875
"3820",39,1985,6,44239.666666667
"3821",40,1985,2,42873.833333333
"3822",41,1985,4,40449.833333333
"3823",42,1985,4,37535.5
"3824",43,1985,9,34768.333333333
"3825",44,1985,0,32619.666666666
"3826",45,1985,6,31235
"3827",46,1985,3,30408
"3828",47,1985,6,29584.5
"3829",48,1985,2,28732
"3830",49,1985,3,27898.833333333
"3831",50,1985,1,27172.333333334
"3832",51,1985,5,26556.5
"3833",52,1985,3,26111.166666666
"3834",53,1985,1,25872.5
"3835",54,1985,2,25697.166666667
"3836",55,1985,4,25608.833333334
"3837",56,1985,2,25581.666666667
"3838",57,1985,2,25575.333333334
"3839",58,1985,2,25572.833333333
"3840",59,1985,0,25581.166666666
"3841",60,1985,2,25633.5
"3842",61,1985,1,25444
"3843",62,1985,1,25241.333333334
"3844",63,1985,1,25309.833333333
"3845",64,1985,0,24982.5
"3846",65,1985,3,24016.666666667
"3847",66,1985,0,22674
"3848",67,1985,1,21553.333333334
"3849",68,1985,0,20819.5
"3850",69,1985,0,20164
"3851",70,1985,2,19709.1666666666
"3852",71,1985,1,19271
"3853",72,1985,1,18670.8333333333
"3854",73,1985,1,17727
"3855",74,1985,2,16661
"3856",75,1985,0,15487.3333333334
"3857",76,1985,0,14161
"3858",77,1985,0,12753
"3859",78,1985,0,11359.1666666667
"3860",79,1985,0,10154.3333333333
"3861",80,1985,0,9034.5
"3862",81,1985,0,7958
"3863",82,1985,0,6962.3333333333
"3864",83,1985,1,6028.6666666667
"3865",84,1985,0,5169.1666666667
"3866",85,1985,1,4338.5
"3867",86,1985,0,3638.6666666667
"3868",87,1985,0,3007.1666666666
"3869",88,1985,0,2473.6666666667
"3870",89,1985,0,1887.38401956788
"3871",0,1986,0,27805.666666667
"3872",1,1986,0,27159.666666667
"3873",2,1986,0,26728.333333333
"3874",3,1986,0,26747.833333334
"3875",4,1986,0,27372.833333334
"3876",5,1986,0,28452.166666666
"3877",6,1986,0,29766
"3878",7,1986,0,30955
"3879",8,1986,0,31919.5
"3880",9,1986,0,33261.5
"3881",10,1986,0,34806.333333333
"3882",11,1986,0,36025
"3883",12,1986,0,36779.833333333
"3884",13,1986,0,37421.333333333
"3885",14,1986,0,37760.666666667
"3886",15,1986,2,37480.666666667
"3887",16,1986,0,37211.333333334
"3888",17,1986,0,38066.166666667
"3889",18,1986,2,40323.666666667
"3890",19,1986,3,42614.333333333
"3891",20,1986,3,43753.166666667
"3892",21,1986,2,43449.166666666
"3893",22,1986,9,42320.5
"3894",23,1986,10,41037.166666667
"3895",24,1986,8,39881.666666667
"3896",25,1986,7,38998.666666666
"3897",26,1986,10,38494
"3898",27,1986,5,38185.5
"3899",28,1986,4,38159.666666667
"3900",29,1986,14,38301.166666667
"3901",30,1986,10,38247.5
"3902",31,1986,11,38160.5
"3903",32,1986,8,38099.333333334
"3904",33,1986,11,37999.833333333
"3905",34,1986,11,37947.833333333
"3906",35,1986,7,37997.333333333
"3907",36,1986,9,38630.5
"3908",37,1986,10,40045.333333334
"3909",38,1986,8,42074.833333333
"3910",39,1986,6,43826.666666667
"3911",40,1986,5,44178.5
"3912",41,1986,10,42795.5
"3913",42,1986,6,40359.333333333
"3914",43,1986,2,37459.666666667
"3915",44,1986,3,34684.333333333
"3916",45,1986,4,32526
"3917",46,1986,5,31114.5
"3918",47,1986,3,30270.666666666
"3919",48,1986,1,29454.5
"3920",49,1986,3,28580.333333333
"3921",50,1986,3,27736.833333333
"3922",51,1986,3,26998.5
"3923",52,1986,3,26369
"3924",53,1986,1,25901.166666666
"3925",54,1986,7,25629.666666666
"3926",55,1986,1,25441.5
"3927",56,1986,1,25326.5
"3928",57,1986,2,25251
"3929",58,1986,1,25227.5
"3930",59,1986,3,25194.5
"3931",60,1986,1,25161
"3932",61,1986,2,25165
"3933",62,1986,0,24944.333333333
"3934",63,1986,2,24696.833333334
"3935",64,1986,1,24699.166666666
"3936",65,1986,1,24315.833333333
"3937",66,1986,1,23307.833333333
"3938",67,1986,0,21951.333333333
"3939",68,1986,0,20826.5
"3940",69,1986,1,20071.6666666667
"3941",70,1986,1,19361.1666666667
"3942",71,1986,2,18874.6666666667
"3943",72,1986,0,18387.8333333333
"3944",73,1986,0,17707
"3945",74,1986,1,16723.1666666666
"3946",75,1986,0,15632.3333333333
"3947",76,1986,0,14452.1666666667
"3948",77,1986,0,13124.8333333333
"3949",78,1986,0,11696.6666666667
"3950",79,1986,0,10358.6666666667
"3951",80,1986,0,9185.1666666667
"3952",81,1986,2,8095
"3953",82,1986,0,7089.1666666667
"3954",83,1986,0,6167
"3955",84,1986,0,5288
"3956",85,1986,0,4441.6666666667
"3957",86,1986,0,3682.3333333334
"3958",87,1986,0,3051.3333333333
"3959",88,1986,0,2490
"3960",89,1986,0,1875.19129916571
"3961",0,1987,0,28591.333333333
"3962",1,1987,0,28023.5
"3963",2,1987,0,27285
"3964",3,1987,1,26840.5
"3965",4,1987,0,26847.333333334
"3966",5,1987,0,27457.5
"3967",6,1987,0,28534
"3968",7,1987,0,29848
"3969",8,1987,0,31036
"3970",9,1987,0,31992.5
"3971",10,1987,0,33331
"3972",11,1987,0,34880.666666667
"3973",12,1987,0,36104.833333333
"3974",13,1987,0,36849.166666666
"3975",14,1987,0,37505.333333333
"3976",15,1987,1,37874.333333333
"3977",16,1987,0,37627.166666667
"3978",17,1987,1,37397.5
"3979",18,1987,6,38286.166666667
"3980",19,1987,3,40545.5
"3981",20,1987,6,42836.166666667
"3982",21,1987,5,43923.333333333
"3983",22,1987,6,43673.333333333
"3984",23,1987,6,42557
"3985",24,1987,7,41244.833333334
"3986",25,1987,10,40047.833333334
"3987",26,1987,8,39126.833333333
"3988",27,1987,16,38563.666666667
"3989",28,1987,10,38253.833333333
"3990",29,1987,3,38216.5
"3991",30,1987,8,38342
"3992",31,1987,10,38250.333333333
"3993",32,1987,8,38151.333333333
"3994",33,1987,11,38089
"3995",34,1987,6,37991.833333334
"3996",35,1987,11,37907.5
"3997",36,1987,7,37958.166666666
"3998",37,1987,6,38591.166666667
"3999",38,1987,2,39979.666666666
"4000",39,1987,4,42004.5
"4001",40,1987,5,43727.833333333
"4002",41,1987,6,44075.166666667
"4003",42,1987,4,42695.5
"4004",43,1987,5,40236.5
"4005",44,1987,5,37340.333333333
"4006",45,1987,2,34565.666666667
"4007",46,1987,2,32386.5
"4008",47,1987,3,30981
"4009",48,1987,2,30139.333333333
"4010",49,1987,3,29292.833333334
"4011",50,1987,1,28420.833333334
"4012",51,1987,3,27564.833333333
"4013",52,1987,5,26802.333333334
"4014",53,1987,1,26154
"4015",54,1987,2,25650.333333333
"4016",55,1987,3,25362.833333333
"4017",56,1987,1,25145.333333334
"4018",57,1987,1,25003.666666667
"4019",58,1987,2,24902.666666667
"4020",59,1987,3,24845
"4021",60,1987,0,24782.333333333
"4022",61,1987,1,24693
"4023",62,1987,1,24667.333333333
"4024",63,1987,1,24394.666666667
"4025",64,1987,3,24099.833333334
"4026",65,1987,2,24036.833333333
"4027",66,1987,1,23631
"4028",67,1987,0,22603.333333334
"4029",68,1987,0,21239.666666667
"4030",69,1987,1,20084.1666666663
"4031",70,1987,1,19282
"4032",71,1987,1,18540.6666666667
"4033",72,1987,0,17987.3333333333
"4034",73,1987,0,17448.5
"4035",74,1987,0,16739.8333333333
"4036",75,1987,0,15719.6666666667
"4037",76,1987,1,14602
"4038",77,1987,0,13396.3333333333
"4039",78,1987,0,12091.3333333333
"4040",79,1987,0,10704.6666666666
"4041",80,1987,0,9398.5
"4042",81,1987,0,8265.3333333333
"4043",82,1987,0,7241.8333333333
"4044",83,1987,1,6265
"4045",84,1987,0,5382.8333333333
"4046",85,1987,0,4558.8333333333
"4047",86,1987,0,3805.8333333334
"4048",87,1987,0,3118.8333333333
"4049",88,1987,1,2519.8333333333
"4050",89,1987,1,1936.54943789791
"4051",0,1988,1,29584.5
"4052",1,1988,1,28889
"4053",2,1988,0,28087.333333333
"4054",3,1988,0,27344.5
"4055",4,1988,1,26896.666666667
"4056",5,1988,0,26910.333333334
"4057",6,1988,0,27527.5
"4058",7,1988,0,28577.5
"4059",8,1988,0,29885.833333333
"4060",9,1988,0,31090.5
"4061",10,1988,0,32054.166666667
"4062",11,1988,0,33380.833333334
"4063",12,1988,0,34935
"4064",13,1988,0,36182.166666667
"4065",14,1988,1,36930.166666667
"4066",15,1988,0,37604.333333333
"4067",16,1988,1,37965
"4068",17,1988,2,37729.666666667
"4069",18,1988,3,37482
"4070",19,1988,5,38324.833333333
"4071",20,1988,3,40573.666666667
"4072",21,1988,4,42801.333333334
"4073",22,1988,8,43908.166666666
"4074",23,1988,6,43665.166666666
"4075",24,1988,14,42577.5
"4076",25,1988,6,41263.5
"4077",26,1988,9,40020.5
"4078",27,1988,10,39084.333333334
"4079",28,1988,13,38545.166666667
"4080",29,1988,10,38199.5
"4081",30,1988,10,38146.833333333
"4082",31,1988,4,38271.333333334
"4083",32,1988,9,38176.166666667
"4084",33,1988,11,38076.333333333
"4085",34,1988,8,37999.333333333
"4086",35,1988,9,37887.333333334
"4087",36,1988,10,37828.5
"4088",37,1988,7,37862.666666667
"4089",38,1988,5,38473.833333333
"4090",39,1988,5,39870.5
"4091",40,1988,8,41872.833333333
"4092",41,1988,8,43593.166666667
"4093",42,1988,6,43914.833333334
"4094",43,1988,6,42537
"4095",44,1988,6,40096
"4096",45,1988,6,37178.833333334
"4097",46,1988,2,34412.666666667
"4098",47,1988,5,32262.166666667
"4099",48,1988,0,30830.666666666
"4100",49,1988,4,29965.833333333
"4101",50,1988,3,29119
"4102",51,1988,4,28208.833333333
"4103",52,1988,2,27338.5
"4104",53,1988,1,26578.166666667
"4105",54,1988,3,25904.833333333
"4106",55,1988,1,25378.166666666
"4107",56,1988,1,25060.166666667
"4108",57,1988,3,24820.333333333
"4109",58,1988,1,24672
"4110",59,1988,0,24544.5
"4111",60,1988,0,24440.833333334
"4112",61,1988,0,24327.833333333
"4113",62,1988,1,24210.666666667
"4114",63,1988,1,24133.666666666
"4115",64,1988,0,23821.333333334
"4116",65,1988,1,23486.333333334
"4117",66,1988,1,23364
"4118",67,1988,0,22883.333333333
"4119",68,1988,1,21856
"4120",69,1988,0,20496.333333333
"4121",70,1988,0,19319.5
