"","sex","A","P","N"
"1076",2,37,1976,30087
"1077",1,38,1976,29996
"1078",2,38,1976,29785
"1079",1,39,1976,29276
"1080",2,39,1976,28921
"1081",1,40,1976,28456
"1082",2,40,1976,28185
"1083",1,41,1976,28062
"1084",2,41,1976,28088
"1085",1,42,1976,27380
"1086",2,42,1976,27069
"1087",1,43,1976,27251
"1088",2,43,1976,27749
"1089",1,44,1976,27230
"1090",2,44,1976,27370
"1091",1,45,1976,27524
"1092",2,45,1976,28001
"1093",1,46,1976,26921
"1094",2,46,1976,27359
"1095",1,47,1976,28143
"1096",2,47,1976,28251
"1097",1,48,1976,27559
"1098",2,48,1976,28046
"1099",1,49,1976,28150
"1100",2,49,1976,29001
"1101",1,50,1976,28243
"1102",2,50,1976,29254
"1103",1,51,1976,29011
"1104",2,51,1976,29887
"1105",1,52,1976,28860
"1106",2,52,1976,30140
"1107",1,53,1976,28334
"1108",2,53,1976,29207
"1109",1,54,1976,29895
"1110",2,54,1976,31444
"1111",1,55,1976,30816
"1112",2,55,1976,32311
"1113",1,56,1976,26610
"1114",2,56,1976,27581
"1115",1,57,1976,27463
"1116",2,57,1976,28506
"1117",1,58,1976,26201
"1118",2,58,1976,27737
"1119",1,59,1976,26165
"1120",2,59,1976,27571
"1121",1,60,1976,25460
"1122",2,60,1976,27153
"1123",1,61,1976,26214
"1124",2,61,1976,28554
"1125",1,62,1976,25810
"1126",2,62,1976,28289
"1127",1,63,1976,26050
"1128",2,63,1976,28156
"1129",1,64,1976,24895
"1130",2,64,1976,27429
"1131",1,65,1976,24311
"1132",2,65,1976,27103
"1133",1,66,1976,24004
"1134",2,66,1976,27335
"1135",1,67,1976,22250
"1136",2,67,1976,26177
"1137",1,68,1976,20903
"1138",2,68,1976,24873
"1139",1,69,1976,19609
"1140",2,69,1976,23985
"1141",1,70,1976,18598
"1142",2,70,1976,22970
"1143",1,71,1976,17455
"1144",2,71,1976,22206
"1145",1,72,1976,16208
"1146",2,72,1976,21094
"1147",1,73,1976,15345
"1148",2,73,1976,20424
"1149",1,74,1976,14091
"1150",2,74,1976,19374
"1151",1,75,1976,12822
"1152",2,75,1976,18017
"1153",1,76,1976,11489
"1154",2,76,1976,16759
"1155",1,77,1976,10893
"1156",2,77,1976,15851
"1157",1,78,1976,9716
"1158",2,78,1976,14435
"1159",1,79,1976,8854
"1160",2,79,1976,13622
"1161",1,80,1976,7955
"1162",2,80,1976,12069
"1163",1,81,1976,7015
"1164",2,81,1976,10671
"1165",1,82,1976,5992
"1166",2,82,1976,9579
"1167",1,83,1976,4968
"1168",2,83,1976,8115
"1169",1,84,1976,4488
"1170",2,84,1976,7204
"1171",1,85,1976,3718
"1172",2,85,1976,6097
"1173",1,86,1976,2985
"1174",2,86,1976,5101
"1175",1,87,1976,2538
"1176",2,87,1976,4164
"1177",1,88,1976,2036
"1178",2,88,1976,3447
"1179",1,89,1976,1550
"1180",2,89,1976,2653
"1181",1,90,1976,1233
"1182",2,90,1976,2114
"1183",1,91,1976,932
"1184",2,91,1976,1630
"1185",1,92,1976,623
"1186",2,92,1976,1165
"1187",1,93,1976,486
"1188",2,93,1976,851
"1189",1,94,1976,299
"1190",2,94,1976,587
"1191",1,95,1976,228
"1192",2,95,1976,397
"1193",1,96,1976,117
"1194",2,96,1976,216
"1195",1,97,1976,92
"1196",2,97,1976,170
"1197",1,98,1976,55
"1198",2,98,1976,99
"1199",1,99,1976,54
"1200",2,99,1976,151
"1201",1,0,1977,33473
"1202",2,0,1977,31467
"1203",1,1,1977,36501
"1204",2,1,1977,35227
"1205",1,2,1977,36060
"1206",2,2,1977,34693
"1207",1,3,1977,36378
"1208",2,3,1977,34795
"1209",1,4,1977,38133
"1210",2,4,1977,36714
"1211",1,5,1977,38287
"1212",2,5,1977,36195
"1213",1,6,1977,36014
"1214",2,6,1977,34403
"1215",1,7,1977,36357
"1216",2,7,1977,34322
"1217",1,8,1977,37873
"1218",2,8,1977,35726
"1219",1,9,1977,40971
"1220",2,9,1977,39224
"1221",1,10,1977,44444
"1222",2,10,1977,42373
"1223",1,11,1977,43040
"1224",2,11,1977,41010
"1225",1,12,1977,42040
"1226",2,12,1977,39800
"1227",1,13,1977,41326
"1228",2,13,1977,39496
"1229",1,14,1977,38864
"1230",2,14,1977,37323
"1231",1,15,1977,38274
"1232",2,15,1977,36716
"1233",1,16,1977,38151
"1234",2,16,1977,36645
"1235",1,17,1977,37209
"1236",2,17,1977,35431
"1237",1,18,1977,37720
"1238",2,18,1977,35828
"1239",1,19,1977,38065
"1240",2,19,1977,35756
"1241",1,20,1977,38436
"1242",2,20,1977,36420
"1243",1,21,1977,38445
"1244",2,21,1977,36303
"1245",1,22,1977,37753
"1246",2,22,1977,36135
"1247",1,23,1977,38874
"1248",2,23,1977,36877
"1249",1,24,1977,38147
"1250",2,24,1977,36512
"1251",1,25,1977,37970
"1252",2,25,1977,35730
"1253",1,26,1977,38881
"1254",2,26,1977,37527
"1255",1,27,1977,38931
"1256",2,27,1977,37221
"1257",1,28,1977,41426
"1258",2,28,1977,39202
"1259",1,29,1977,44197
"1260",2,29,1977,41911
"1261",1,30,1977,46097
"1262",2,30,1977,43168
"1263",1,31,1977,45003
"1264",2,31,1977,42158
"1265",1,32,1977,42804
"1266",2,32,1977,40500
"1267",1,33,1977,39302
"1268",2,33,1977,37691
"1269",1,34,1977,37200
"1270",2,34,1977,35513
"1271",1,35,1977,33244
"1272",2,35,1977,31890
"1273",1,36,1977,32307
"1274",2,36,1977,31238
"1275",1,37,1977,31330
"1276",2,37,1977,29930
"1277",1,38,1977,30977
"1278",2,38,1977,30093
"1279",1,39,1977,29925
"1280",2,39,1977,29763
"1281",1,40,1977,29219
"1282",2,40,1977,28884
"1283",1,41,1977,28400
"1284",2,41,1977,28155
"1285",1,42,1977,27997
"1286",2,42,1977,28040
"1287",1,43,1977,27302
"1288",2,43,1977,27017
"1289",1,44,1977,27156
"1290",2,44,1977,27683
"1291",1,45,1977,27127
"1292",2,45,1977,27296
"1293",1,46,1977,27429
"1294",2,46,1977,27893
"1295",1,47,1977,26763
"1296",2,47,1977,27273
"1297",1,48,1977,27945
"1298",2,48,1977,28138
"1299",1,49,1977,27411
"1300",2,49,1977,27955
"1301",1,50,1977,27946
"1302",2,50,1977,28831
"1303",1,51,1977,28024
"1304",2,51,1977,29126
"1305",1,52,1977,28788
"1306",2,52,1977,29761
"1307",1,53,1977,28607
"1308",2,53,1977,29980
"1309",1,54,1977,28033
"1310",2,54,1977,29023
"1311",1,55,1977,29573
"1312",2,55,1977,31235
"1313",1,56,1977,30462
"1314",2,56,1977,32080
"1315",1,57,1977,26266
"1316",2,57,1977,27377
"1317",1,58,1977,27113
"1318",2,58,1977,28289
"1319",1,59,1977,25784
"1320",2,59,1977,27505
"1321",1,60,1977,25764
"1322",2,60,1977,27284
"1323",1,61,1977,24982
"1324",2,61,1977,26876
"1325",1,62,1977,25665
"1326",2,62,1977,28249
"1327",1,63,1977,25208
"1328",2,63,1977,27958
"1329",1,64,1977,25408
"1330",2,64,1977,27799
"1331",1,65,1977,24245
"1332",2,65,1977,27080
"1333",1,66,1977,23648
"1334",2,66,1977,26690
"1335",1,67,1977,23261
"1336",2,67,1977,26854
"1337",1,68,1977,21475
"1338",2,68,1977,25698
"1339",1,69,1977,20094
"1340",2,69,1977,24365
"1341",1,70,1977,18775
"1342",2,70,1977,23428
"1343",1,71,1977,17707
"1344",2,71,1977,22369
"1345",1,72,1977,16567
"1346",2,72,1977,21564
"1347",1,73,1977,15356
"1348",2,73,1977,20413
"1349",1,74,1977,14476
"1350",2,74,1977,19792
"1351",1,75,1977,13175
"1352",2,75,1977,18615
"1353",1,76,1977,11890
"1354",2,76,1977,17224
"1355",1,77,1977,10597
"1356",2,77,1977,15970
"1357",1,78,1977,9977
"1358",2,78,1977,14996
"1359",1,79,1977,8784
"1360",2,79,1977,13564
"1361",1,80,1977,7994
"1362",2,80,1977,12727
"1363",1,81,1977,7121
"1364",2,81,1977,11175
"1365",1,82,1977,6243
"1366",2,82,1977,9791
"1367",1,83,1977,5255
"1368",2,83,1977,8718
"1369",1,84,1977,4258
"1370",2,84,1977,7302
"1371",1,85,1977,3793
"1372",2,85,1977,6374
"1373",1,86,1977,3096
"1374",2,86,1977,5364
"1375",1,87,1977,2456
"1376",2,87,1977,4395
"1377",1,88,1977,2008
"1378",2,88,1977,3473
"1379",1,89,1977,1610
"1380",2,89,1977,2881
"1381",1,90,1977,1203
"1382",2,90,1977,2169
"1383",1,91,1977,970
"1384",2,91,1977,1647
"1385",1,92,1977,710
"1386",2,92,1977,1246
"1387",1,93,1977,450
"1388",2,93,1977,861
"1389",1,94,1977,333
"1390",2,94,1977,645
"1391",1,95,1977,215
"1392",2,95,1977,406
"1393",1,96,1977,142
"1394",2,96,1977,269
"1395",1,97,1977,83
"1396",2,97,1977,148
"1397",1,98,1977,56
"1398",2,98,1977,116
"1399",1,99,1977,64
"1400",2,99,1977,151
"1401",1,0,1978,31611
"1402",2,0,1978,30091
"1403",1,1,1978,33598
"1404",2,1,1978,31691
"1405",1,2,1978,36540
"1406",2,2,1978,35323
"1407",1,3,1978,36133
"1408",2,3,1978,34773
"1409",1,4,1978,36436
"1410",2,4,1978,34899
"1411",1,5,1978,38183
"1412",2,5,1978,36783
"1413",1,6,1978,38362
"1414",2,6,1978,36251
"1415",1,7,1978,36032
"1416",2,7,1978,34500
"1417",1,8,1978,36413
"1418",2,8,1978,34389
"1419",1,9,1978,37920
"1420",2,9,1978,35769
"1421",1,10,1978,41042
"1422",2,10,1978,39279
"1423",1,11,1978,44493
"1424",2,11,1978,42420
"1425",1,12,1978,43117
"1426",2,12,1978,41068
"1427",1,13,1978,42079
"1428",2,13,1978,39818
"1429",1,14,1978,41379
"1430",2,14,1978,39552
"1431",1,15,1978,38936
"1432",2,15,1978,37385
"1433",1,16,1978,38331
"1434",2,16,1978,36818
"1435",1,17,1978,38213
"1436",2,17,1978,36668
"1437",1,18,1978,37351
"1438",2,18,1978,35608
"1439",1,19,1978,37780
"1440",2,19,1978,35838
"1441",1,20,1978,38091
"1442",2,20,1978,35859
"1443",1,21,1978,38437
"1444",2,21,1978,36556
"1445",1,22,1978,38540
"1446",2,22,1978,36348
"1447",1,23,1978,37761
"1448",2,23,1978,36194
"1449",1,24,1978,38935
"1450",2,24,1978,36894
"1451",1,25,1978,38145
"1452",2,25,1978,36475
"1453",1,26,1978,37983
"1454",2,26,1978,35700
"1455",1,27,1978,38858
"1456",2,27,1978,37545
"1457",1,28,1978,38914
"1458",2,28,1978,37256
"1459",1,29,1978,41353
"1460",2,29,1978,39254
"1461",1,30,1978,44136
"1462",2,30,1978,41897
"1463",1,31,1978,46030
"1464",2,31,1978,43174
"1465",1,32,1978,44986
"1466",2,32,1978,42164
"1467",1,33,1978,42804
"1468",2,33,1978,40486
"1469",1,34,1978,39313
"1470",2,34,1978,37701
"1471",1,35,1978,37190
"1472",2,35,1978,35513
"1473",1,36,1978,33209
"1474",2,36,1978,31913
"1475",1,37,1978,32266
"1476",2,37,1978,31237
"1477",1,38,1978,31323
"1478",2,38,1978,29952
"1479",1,39,1978,30923
"1480",2,39,1978,30092
"1481",1,40,1978,29920
"1482",2,40,1978,29727
"1483",1,41,1978,29162
"1484",2,41,1978,28872
"1485",1,42,1978,28337
"1486",2,42,1978,28117
"1487",1,43,1978,27926
"1488",2,43,1978,27997
"1489",1,44,1978,27226
"1490",2,44,1978,26967
"1491",1,45,1978,27091
"1492",2,45,1978,27617
"1493",1,46,1978,27018
"1494",2,46,1978,27241
"1495",1,47,1978,27306
"1496",2,47,1978,27824
"1497",1,48,1978,26643
"1498",2,48,1978,27186
"1499",1,49,1978,27807
"1500",2,49,1978,28078
"1501",1,50,1978,27269
"1502",2,50,1978,27852
"1503",1,51,1978,27763
"1504",2,51,1978,28703
"1505",1,52,1978,27785
"1506",2,52,1978,28995
"1507",1,53,1978,28544
"1508",2,53,1978,29626
"1509",1,54,1978,28331
"1510",2,54,1978,29808
"1511",1,55,1978,27749
"1512",2,55,1978,28841
"1513",1,56,1978,29278
"1514",2,56,1978,31012
"1515",1,57,1978,30097
"1516",2,57,1978,31857
"1517",1,58,1978,25918
"1518",2,58,1978,27150
"1519",1,59,1978,26718
"1520",2,59,1978,28074
"1521",1,60,1978,25379
"1522",2,60,1978,27264
"1523",1,61,1978,25306
"1524",2,61,1978,27024
"1525",1,62,1978,24489
"1526",2,62,1978,26616
"1527",1,63,1978,25121
"1528",2,63,1978,27949
"1529",1,64,1978,24656
"1530",2,64,1978,27611
"1531",1,65,1978,24788
"1532",2,65,1978,27450
"1533",1,66,1978,23600
"1534",2,66,1978,26661
"1535",1,67,1978,22933
"1536",2,67,1978,26283
"1537",1,68,1978,22493
"1538",2,68,1978,26408
"1539",1,69,1978,20713
"1540",2,69,1978,25239
"1541",1,70,1978,19215
"1542",2,70,1978,23831
"1543",1,71,1978,17942
"1544",2,71,1978,22900
"1545",1,72,1978,16782
"1546",2,72,1978,21807
"1547",1,73,1978,15678
"1548",2,73,1978,20956
"1549",1,74,1978,14475
"1550",2,74,1978,19779
"1551",1,75,1978,13596
"1552",2,75,1978,19075
"1553",1,76,1978,12295
"1554",2,76,1978,17894
"1555",1,77,1978,11053
"1556",2,77,1978,16458
"1557",1,78,1978,9727
"1558",2,78,1978,15173
"1559",1,79,1978,9162
"1560",2,79,1978,14181
"1561",1,80,1978,8039
"1562",2,80,1978,12757
"1563",1,81,1978,7226
"1564",2,81,1978,11911
"1565",1,82,1978,6444
"1566",2,82,1978,10402
"1567",1,83,1978,5518
"1568",2,83,1978,8978
"1569",1,84,1978,4637
"1570",2,84,1978,7921
"1571",1,85,1978,3699
"1572",2,85,1978,6567
"1573",1,86,1978,3235
"1574",2,86,1978,5638
"1575",1,87,1978,2615
"1576",2,87,1978,4693
"1577",1,88,1978,2028
"1578",2,88,1978,3785
"1579",1,89,1978,1626
"1580",2,89,1978,2950
"1581",1,90,1978,1292
"1582",2,90,1978,2380
"1583",1,91,1978,953
"1584",2,91,1978,1755
"1585",1,92,1978,714
"1586",2,92,1978,1323
"1587",1,93,1978,526
"1588",2,93,1978,969
"1589",1,94,1978,316
"1590",2,94,1978,662
"1591",1,95,1978,242
"1592",2,95,1978,479
"1593",1,96,1978,145
"1594",2,96,1978,302
"1595",1,97,1978,90
"1596",2,97,1978,194
"1597",1,98,1978,45
"1598",2,98,1978,98
"1599",1,99,1978,73
"1600",2,99,1978,178
"1601",1,0,1979,31708
"1602",2,0,1979,30194
"1603",1,1,1979,31707
"1604",2,1,1979,30309
"1605",1,2,1979,33665
"1606",2,2,1979,31791
"1607",1,3,1979,36604
"1608",2,3,1979,35395
"1609",1,4,1979,36187
"1610",2,4,1979,34839
"1611",1,5,1979,36513
"1612",2,5,1979,34930
"1613",1,6,1979,38199
"1614",2,6,1979,36822
"1615",1,7,1979,38400
"1616",2,7,1979,36282
"1617",1,8,1979,36119
"1618",2,8,1979,34526
"1619",1,9,1979,36471
"1620",2,9,1979,34449
"1621",1,10,1979,37946
"1622",2,10,1979,35801
"1623",1,11,1979,41078
"1624",2,11,1979,39314
"1625",1,12,1979,44528
"1626",2,12,1979,42443
"1627",1,13,1979,43141
"1628",2,13,1979,41104
"1629",1,14,1979,42138
"1630",2,14,1979,39836
"1631",1,15,1979,41440
"1632",2,15,1979,39616
"1633",1,16,1979,38999
"1634",2,16,1979,37489
"1635",1,17,1979,38340
"1636",2,17,1979,36816
"1637",1,18,1979,38335
"1638",2,18,1979,36848
"1639",1,19,1979,37420
"1640",2,19,1979,35680
"1641",1,20,1979,37813
"1642",2,20,1979,35983
"1643",1,21,1979,38078
"1644",2,21,1979,36089
"1645",1,22,1979,38446
"1646",2,22,1979,36611
"1647",1,23,1979,38557
"1648",2,23,1979,36393
"1649",1,24,1979,37847
"1650",2,24,1979,36188
"1651",1,25,1979,38924
"1652",2,25,1979,36940
"1653",1,26,1979,38193
"1654",2,26,1979,36475
"1655",1,27,1979,37978
"1656",2,27,1979,35658
"1657",1,28,1979,38846
"1658",2,28,1979,37561
"1659",1,29,1979,38889
"1660",2,29,1979,37256
"1661",1,30,1979,41352
"1662",2,30,1979,39259
"1663",1,31,1979,44143
"1664",2,31,1979,41953
"1665",1,32,1979,46016
"1666",2,32,1979,43207
"1667",1,33,1979,44936
"1668",2,33,1979,42186
"1669",1,34,1979,42821
"1670",2,34,1979,40521
"1671",1,35,1979,39266
"1672",2,35,1979,37707
"1673",1,36,1979,37196
"1674",2,36,1979,35519
"1675",1,37,1979,33181
"1676",2,37,1979,31922
"1677",1,38,1979,32247
"1678",2,38,1979,31220
"1679",1,39,1979,31264
"1680",2,39,1979,29914
"1681",1,40,1979,30889
"1682",2,40,1979,30059
"1683",1,41,1979,29885
"1684",2,41,1979,29682
"1685",1,42,1979,29063
"1686",2,42,1979,28832
"1687",1,43,1979,28254
"1688",2,43,1979,28070
"1689",1,44,1979,27836
"1690",2,44,1979,27950
"1691",1,45,1979,27113
"1692",2,45,1979,26900
"1693",1,46,1979,26964
"1694",2,46,1979,27523
"1695",1,47,1979,26874
"1696",2,47,1979,27154
"1697",1,48,1979,27188
"1698",2,48,1979,27742
"1699",1,49,1979,26489
"1700",2,49,1979,27102
"1701",1,50,1979,27648
"1702",2,50,1979,27977
"1703",1,51,1979,27087
"1704",2,51,1979,27724
"1705",1,52,1979,27545
"1706",2,52,1979,28585
"1707",1,53,1979,27580
"1708",2,53,1979,28846
"1709",1,54,1979,28297
"1710",2,54,1979,29441
"1711",1,55,1979,28066
"1712",2,55,1979,29604
"1713",1,56,1979,27440
"1714",2,56,1979,28665
"1715",1,57,1979,28920
"1716",2,57,1979,30799
"1717",1,58,1979,29688
"1718",2,58,1979,31621
"1719",1,59,1979,25542
"1720",2,59,1979,26911
"1721",1,60,1979,26250
"1722",2,60,1979,27816
"1723",1,61,1979,24923
"1724",2,61,1979,26984
"1725",1,62,1979,24754
"1726",2,62,1979,26755
"1727",1,63,1979,23962
"1728",2,63,1979,26329
"1729",1,64,1979,24576
"1730",2,64,1979,27611
"1731",1,65,1979,24031
"1732",2,65,1979,27259
"1733",1,66,1979,24072
"1734",2,66,1979,27071
"1735",1,67,1979,22816
"1736",2,67,1979,26218
"1737",1,68,1979,22156
"1738",2,68,1979,25830
"1739",1,69,1979,21626
"1740",2,69,1979,25900
"1741",1,70,1979,19837
"1742",2,70,1979,24676
"1743",1,71,1979,18303
"1744",2,71,1979,23247
"1745",1,72,1979,17074
"1746",2,72,1979,22292
"1747",1,73,1979,15891
"1748",2,73,1979,21179
"1749",1,74,1979,14747
"1750",2,74,1979,20341
"1751",1,75,1979,13515
"1752",2,75,1979,19051
"1753",1,76,1979,12660
"1754",2,76,1979,18333
"1755",1,77,1979,11391
"1756",2,77,1979,17104
"1757",1,78,1979,10177
"1758",2,78,1979,15648
"1759",1,79,1979,8883
"1760",2,79,1979,14359
"1761",1,80,1979,8300
"1762",2,80,1979,13292
"1763",1,81,1979,7219
"1764",2,81,1979,11893
"1765",1,82,1979,6441
"1766",2,82,1979,11014
"1767",1,83,1979,5687
"1768",2,83,1979,9494
"1769",1,84,1979,4820
"1770",2,84,1979,8166
"1771",1,85,1979,3965
"1772",2,85,1979,7123
"1773",1,86,1979,3109
"1774",2,86,1979,5817
"1775",1,87,1979,2731
"1776",2,87,1979,4889
"1777",1,88,1979,2164
"1778",2,88,1979,4014
"1779",1,89,1979,1667
"1780",2,89,1979,3166
"1781",1,90,1979,1325
"1782",2,90,1979,2432
"1783",1,91,1979,1024
"1784",2,91,1979,1911
"1785",1,92,1979,716
"1786",2,92,1979,1373
"1787",1,93,1979,525
"1788",2,93,1979,1062
"1789",1,94,1979,380
"1790",2,94,1979,741
"1791",1,95,1979,222
"1792",2,95,1979,493
"1793",1,96,1979,169
"1794",2,96,1979,363
"1795",1,97,1979,100
"1796",2,97,1979,210
"1797",1,98,1979,67
"1798",2,98,1979,138
"1799",1,99,1979,71
"1800",2,99,1979,184
"1801",1,0,1980,30347
"1802",2,0,1980,28886
"1803",1,1,1980,31794
"1804",2,1,1980,30375
"1805",1,2,1980,31781
"1806",2,2,1980,30381
"1807",1,3,1980,33737
"1808",2,3,1980,31871
"1809",1,4,1980,36664
"1810",2,4,1980,35478
"1811",1,5,1980,36276
"1812",2,5,1980,34877
"1813",1,6,1980,36552
"1814",2,6,1980,34993
"1815",1,7,1980,38221
"1816",2,7,1980,36847
"1817",1,8,1980,38484
"1818",2,8,1980,36332
"1819",1,9,1980,36180
"1820",2,9,1980,34598
"1821",1,10,1980,36498
"1822",2,10,1980,34495
"1823",1,11,1980,37986
"1824",2,11,1980,35859
"1825",1,12,1980,41132
"1826",2,12,1980,39384
"1827",1,13,1980,44604
"1828",2,13,1980,42500
"1829",1,14,1980,43190
"1830",2,14,1980,41146
"1831",1,15,1980,42182
"1832",2,15,1980,39933
"1833",1,16,1980,41521
"1834",2,16,1980,39745
"1835",1,17,1980,39106
"1836",2,17,1980,37511
"1837",1,18,1980,38486
"1838",2,18,1980,36993
"1839",1,19,1980,38449
"1840",2,19,1980,36882
"1841",1,20,1980,37470
"1842",2,20,1980,35748
"1843",1,21,1980,37844
"1844",2,21,1980,36199
"1845",1,22,1980,38099
"1846",2,22,1980,36179
"1847",1,23,1980,38462
"1848",2,23,1980,36729
"1849",1,24,1980,38570
"1850",2,24,1980,36453
"1851",1,25,1980,37874
"1852",2,25,1980,36249
"1853",1,26,1980,38932
"1854",2,26,1980,36937
"1855",1,27,1980,38210
"1856",2,27,1980,36503
"1857",1,28,1980,37948
"1858",2,28,1980,35736
"1859",1,29,1980,38825
"1860",2,29,1980,37590
"1861",1,30,1980,38860
"1862",2,30,1980,37306
"1863",1,31,1980,41306
"1864",2,31,1980,39257
"1865",1,32,1980,44087
"1866",2,32,1980,41960
"1867",1,33,1980,45948
"1868",2,33,1980,43250
"1869",1,34,1980,44902
"1870",2,34,1980,42158
"1871",1,35,1980,42760
"1872",2,35,1980,40495
"1873",1,36,1980,39175
"1874",2,36,1980,37716
"1875",1,37,1980,37159
"1876",2,37,1980,35501
"1877",1,38,1980,33164
"1878",2,38,1980,31906
"1879",1,39,1980,32185
"1880",2,39,1980,31215
"1881",1,40,1980,31210
"1882",2,40,1980,29901
"1883",1,41,1980,30821
"1884",2,41,1980,30032
"1885",1,42,1980,29811
"1886",2,42,1980,29655
"1887",1,43,1980,28996
"1888",2,43,1980,28767
"1889",1,44,1980,28183
"1890",2,44,1980,28012
"1891",1,45,1980,27747
"1892",2,45,1980,27880
"1893",1,46,1980,27023
"1894",2,46,1980,26858
"1895",1,47,1980,26840
"1896",2,47,1980,27454
"1897",1,48,1980,26760
"1898",2,48,1980,27055
"1899",1,49,1980,27040
"1900",2,49,1980,27633
"1901",1,50,1980,26312
"1902",2,50,1980,26983
"1903",1,51,1980,27477
"1904",2,51,1980,27829
"1905",1,52,1980,26879
"1906",2,52,1980,27592
"1907",1,53,1980,27310
"1908",2,53,1980,28454
"1909",1,54,1980,27310
"1910",2,54,1980,28700
"1911",1,55,1980,27990
"1912",2,55,1980,29263
"1913",1,56,1980,27722
"1914",2,56,1980,29405
"1915",1,57,1980,27088
"1916",2,57,1980,28461
"1917",1,58,1980,28501
"1918",2,58,1980,30541
"1919",1,59,1980,29227
"1920",2,59,1980,31382
"1921",1,60,1980,25130
"1922",2,60,1980,26645
"1923",1,61,1980,25749
"1924",2,61,1980,27534
"1925",1,62,1980,24418
"1926",2,62,1980,26704
"1927",1,63,1980,24210
"1928",2,63,1980,26448
"1929",1,64,1980,23417
"1930",2,64,1980,25933
"1931",1,65,1980,23950
"1932",2,65,1980,27250
"1933",1,66,1980,23413
"1934",2,66,1980,26859
"1935",1,67,1980,23342
"1936",2,67,1980,26671
"1937",1,68,1980,22044
"1938",2,68,1980,25762
"1939",1,69,1980,21294
"1940",2,69,1980,25353
"1941",1,70,1980,20692
"1942",2,70,1980,25351
"1943",1,71,1980,18961
"1944",2,71,1980,24069
"1945",1,72,1980,17369
"1946",2,72,1980,22612
"1947",1,73,1980,16140
"1948",2,73,1980,21619
"1949",1,74,1980,14957
"1950",2,74,1980,20495
"1951",1,75,1980,13800
"1952",2,75,1980,19653
"1953",1,76,1980,12560
"1954",2,76,1980,18305
"1955",1,77,1980,11667
"1956",2,77,1980,17514
"1957",1,78,1980,10431
"1958",2,78,1980,16271
"1959",1,79,1980,9272
"1960",2,79,1980,14790
"1961",1,80,1980,8032
"1962",2,80,1980,13461
"1963",1,81,1980,7439
"1964",2,81,1980,12383
"1965",1,82,1980,6407
"1966",2,82,1980,10998
"1967",1,83,1980,5633
"1968",2,83,1980,10087
"1969",1,84,1980,4875
"1970",2,84,1980,8602
"1971",1,85,1980,4134
"1972",2,85,1980,7339
"1973",1,86,1980,3414
"1974",2,86,1980,6253
"1975",1,87,1980,2549
"1976",2,87,1980,5080
"1977",1,88,1980,2235
"1978",2,88,1980,4213
"1979",1,89,1980,1718
"1980",2,89,1980,3374
"1981",1,90,1980,1312
"1982",2,90,1980,2572
"1983",1,91,1980,1012
"1984",2,91,1980,1987
"1985",1,92,1980,769
"1986",2,92,1980,1549
"1987",1,93,1980,502
"1988",2,93,1980,1040
"1989",1,94,1980,366
"1990",2,94,1980,808
"1991",1,95,1980,267
"1992",2,95,1980,511
"1993",1,96,1980,147
"1994",2,96,1980,360
"1995",1,97,1980,115
"1996",2,97,1980,243
"1997",1,98,1980,69
"1998",2,98,1980,141
"1999",1,99,1980,83
"2000",2,99,1980,209
"2001",1,0,1981,29207
"2002",2,0,1981,27960
"2003",1,1,1981,30408
"2004",2,1,1981,29042
"2005",1,2,1981,31833
"2006",2,2,1981,30377
"2007",1,3,1981,31769
"2008",2,3,1981,30400
"2009",1,4,1981,33752
"2010",2,4,1981,31888
"2011",1,5,1981,36690
"2012",2,5,1981,35504
"2013",1,6,1981,36294
"2014",2,6,1981,34921
"2015",1,7,1981,36531
"2016",2,7,1981,35006
"2017",1,8,1981,38218
"2018",2,8,1981,36846
"2019",1,9,1981,38485
"2020",2,9,1981,36350
"2021",1,10,1981,36201
"2022",2,10,1981,34621
"2023",1,11,1981,36511
"2024",2,11,1981,34494
"2025",1,12,1981,38027
"2026",2,12,1981,35887
"2027",1,13,1981,41125
"2028",2,13,1981,39399
"2029",1,14,1981,44651
"2030",2,14,1981,42509
"2031",1,15,1981,43276
"2032",2,15,1981,41153
"2033",1,16,1981,42273
"2034",2,16,1981,40045
"2035",1,17,1981,41581
"2036",2,17,1981,39709
"2037",1,18,1981,39187
"2038",2,18,1981,37630
"2039",1,19,1981,38526
"2040",2,19,1981,36900
