"","Symbol","ISIN","Code","Name"
"1396","SFS13P","CH0032980499","CH0032980499","SBI For Sup AAA-A P"
"1397","SFS13T","CH0032980481","CH0032980481","SBI For Sup AAA-A T"
"1398","SFS13Y","CH0032980523","CH0032980523","SBI For Sup AAA-A Y"
"1399","SFS14D","CH0032980465","CH0032980465","SBI For Sup AAA-BBB D"
"1400","SFS14P","CH0032980440","CH0032980440","SBI For Sup AAA-BBB P"
"1401","SFS14T","CH0032980432","CH0032980432","SBI For Sup AAA-BBB T"
"1402","SFS14Y","CH0032980457","CH0032980457","SBI For Sup AAA-BBB Y"
"1403","SFT","JP3436100006","JP3436100006CHF4","SOFTBANK CORP"
"1404","SFZN","CH0014284498","CH0014284498CHF4","SIEGFRIED N"
"1405","SG","CH0002312301","CH0002312301CHF4","SGF PR 100"
"1406","SG10D","CH0032979848","CH0032979848","SBI Dom Gov AAA-BBB 10+ D"
"1407","SG10P","CH0032979814","CH0032979814","SBI Dom Gov AAA-BBB 10+ P"
"1408","SG10T","CH0032979798","CH0032979798","SBI Dom Gov AAA-BBB 10+ T"
"1409","SG10Y","CH0032979830","CH0032979830","SBI Dom Gov AAA-BBB 10+ Y"
"1410","SG110D","CH0032979913","CH0032979913","SBI Dom Gov AAA-BBB 1-10 D"
"1411","SG110P","CH0032979871","CH0032979871","SBI Dom Gov AAA-BBB 1-10 P"
"1412","SG110T","CH0032979863","CH0032979863","SBI Dom Gov AAA-BBB 1-10 T"
"1413","SG110Y","CH0032979897","CH0032979897","SBI Dom Gov AAA-BBB 1-10 Y"
"1414","SG115D","CH0032979996","CH0032979996","SBI Dom Gov AAA-BBB 1-15 D"
"1415","SG115P","CH0032979939","CH0032979939","SBI Dom Gov AAA-BBB 1-15 P"
"1416","SG115T","CH0032979921","CH0032979921","SBI Dom Gov AAA-BBB 1-15 T"
"1417","SG115Y","CH0032979954","CH0032979954","SBI Dom Gov AAA-BBB 1-15 Y"
"1418","SG15D","CH0032980119","CH0032980119","SBI Dom Gov AAA-BBB 1-5 D"
"1419","SG15P","CH0032980077","CH0032980077","SBI Dom Gov AAA-BBB 1-5 P"
"1420","SG15T","CH0032980051","CH0032980051","SBI Dom Gov AAA-BBB 1-5 T"
"1421","SG15Y","CH0032980093","CH0032980093","SBI Dom Gov AAA-BBB 1-5 Y"
"1422","SG35D","CH0032979665","CH0032979665","SBI Dom Gov AAA-BBB 3-5 D"
"1423","SG35P","CH0032979640","CH0032979640","SBI Dom Gov AAA-BBB 3-5 P"
"1424","SG35T","CH0032979632","CH0032979632","SBI Dom Gov AAA-BBB 3-5 T"
"1425","SG35Y","CH0032979657","CH0032979657","SBI Dom Gov AAA-BBB 3-5 Y"
"1426","SG51D","CH0032980184","CH0032980184","SBI Dom Gov AAA-BBB 5-10 D"
"1427","SG51P","CH0032980143","CH0032980143","SBI Dom Gov AAA-BBB 5-10 P"
"1428","SG51T","CH0032980135","CH0032980135","SBI Dom Gov AAA-BBB 5-10 T"
"1429","SG51Y","CH0032980168","CH0032980168","SBI Dom Gov AAA-BBB 5-10 Y"
"1430","SG55D","CH0032980044","CH0032980044","SBI Dom Gov AAA-BBB 15+ D"
"1431","SG55P","CH0032980028","CH0032980028","SBI Dom Gov AAA-BBB 15+ P"
"1432","SG55T","CH0032980010","CH0032980010","SBI Dom Gov AAA-BBB 15+ T"
"1433","SG55Y","CH0032980036","CH0032980036","SBI Dom Gov AAA-BBB 15+ Y"
"1434","SG57D","CH0032979715","CH0032979715","SBI Dom Gov AAA-BBB 5-7 D"
"1435","SG57P","CH0032979699","CH0032979699","SBI Dom Gov AAA-BBB 5-7 P"
"1436","SG57T","CH0032979673","CH0032979673","SBI Dom Gov AAA-BBB 5-7 T"
"1437","SG57Y","CH0032979707","CH0032979707","SBI Dom Gov AAA-BBB 5-7 Y"
"1438","SG71D","CH0032979772","CH0032979772","SBI Dom Gov AAA-BBB 7-10 D"
"1439","SG71P","CH0032979756","CH0032979756","SBI Dom Gov AAA-BBB 7-10 P"
"1440","SG71T","CH0032979749","CH0032979749","SBI Dom Gov AAA-BBB 7-10 T"
"1441","SG71Y","CH0032979764","CH0032979764","SBI Dom Gov AAA-BBB 7-10 Y"
"1442","SGF","CH0002312319","CH0002312319CHF4","SGF PR 20"
"1443","SGKN","CH0011484067","CH0011484067CHF4","ST GALLER KB N"
"1444","SGRN","CH0029926000","CH0029926000CHF4","SCHULTHESS N"
"1445","SGSN","CH0002497458","CH0002497458CHF1","SGS N"
"1446","SHLTN","IL0010855885","IL0010855885CHF4","SHL TELEMEDICINE N"
"1447","SHPN","CH0012885841","CH0012885841CHF4","SHAPE N"
"1448","SIAN","CH0002313200","CH0002313200CHF4","SIA N"
"1449","SIAT","CH0012913700","CH0012913700CHF4","CS REF SIAT"
"1450","SIC","CH0037430946","CH0037430946CHF4","SWISSCANTO IFCA"
"1451","SIF","BE0003361632","BE0003361632CHF4","SIPEF"
"1452","SIK","CH0000587979","CH0000587979CHF4","SIKA I"
"1453","SIMA","CH0014420878","CH0014420878CHF4","UBS SWISS SIMA"
"1454","SIN","DE0007236101","DE0007236101CHF4","SIEMENS N"
"1455","SLB","AN8068571086","AN8068571086CHF4","SCHLUMBERGER"
"1456","SLCI","CH0000629839","CH0000629839","SPI Large Companies mit Div.Kor"
"1457","SLCIX","CH0000629979","CH0000629979","SPI Large Companies ohne Div.Korr"
"1458","SLHN","CH0014852781","CH0014852781CHF1","SWISS LIFE HOLDING N"
"1459","SLHNE","CH0039310377","CH0039310377CHF1","SWISS LIFE HOLDING N 2. LINIE"
"1460","SLI","CH0030252883","CH0030252883","Swiss Leader Index PR"
"1461","SLIC","CH0030252909","CH0030252909","Swiss Leader Index TR"
"1462","SLIFE","CH0017810737","CH0017810737","SXI LIFE SCIENCES TR"
"1463","SLIFEX","CH0017810760","CH0017810760","SXI LIFE SCIENCES PR"
"1464","SLOG","CH0012324627","CH0012324627CHF4","SWISSLOG N"
"1465","SMCI","CH0000629821","CH0000629821","SPI Middle Companies mit Div.K"
"1466","SMCIX","CH0000629920","CH0000629920","SPI Middle Companies ohne Div."
"1467","SMET","CH0002572268","CH0002572268CHF4","SWISSMETAL I"
"1468","SMI","CH0009980894","CH0009980894","SMI PR"
"1469","SMIC","CH0000222130","CH0000222130","SMI TR"
"1470","SMIEUR","CH0015851311","CH0015851311","SMI PR in EUR"
"1471","SMIEX","DE0005933964","DE0005933964CHF4","ISHARES SMI (DE)"
"1472","SMIEXC","CH0019399853","CH0019399853 ","SMI Expanded TR"
"1473","SMIEXP","CH0019399861","CH0019399861 ","SMI Expanded PR"
"1474","SMIM","CH0019399838","CH0019399838","SMIM - SMI Mid PR"
"1475","SMIMC","CH0019399820","CH0019399820","SMIM - SMI Mid TR"
"1476","SN15AD","CH0032976604","CH0032976604","SBI Dom Non-Gov AAA-A 1-15 D"
"1477","SN15AP","CH0032976588","CH0032976588","SBI Dom Non-Gov AAA-A 1-15 P"
"1478","SN15AT","CH0032976570","CH0032976570","SBI Dom Non-Gov AAA-A 1-15 T"
"1479","SN15AY","CH0032976596","CH0032976596","SBI Dom Non-Gov AAA-A 1-15 Y"
"1480","SN15ND","CH0032978535","CH0032978535","SBI Dom Non-Gov AAA-AA 1-15 D"
"1481","SN15NP","CH0032978501","CH0032978501","SBI Dom Non-Gov AAA-AA 1-15 P"
"1482","SN15NT","CH0032978485","CH0032978485","SBI Dom Non-Gov AAA-AA 1-15 T"
"1483","SN15NY","CH0032978519","CH0032978519","SBI Dom Non-Gov AAA-AA 1-15 Y"
"1484","SNA10D","CH0028465802","CH0028465802","SBI Dom Non-Gov AAA-A 10+ D"
"1485","SNA10P","CH0028465786","CH0028465786","SBI Dom Non-Gov AAA-A 10+ P"
"1486","SNA10T","CH0028465778","CH0028465778","SBI Dom Non-Gov AAA-A 10+ T"
"1487","SNA10Y","CH0028465794","CH0028465794","SBI Dom Non-Gov AAA-A 10+ Y"
"1488","SNA11D","CH0032976562","CH0032976562","SBI Dom Non-Gov AAA-A 1-10 D"
"1489","SNA11P","CH0032976547","CH0032976547","SBI Dom Non-Gov AAA-A 1-10 P"
"1490","SNA11T","CH0032976521","CH0032976521","SBI Dom Non-Gov AAA-A 1-10 T"
"1491","SNA11Y","CH0032976554","CH0032976554","SBI Dom Non-Gov AAA-A 1-10 Y"
"1492","SNA13D","CH0028465638","CH0028465638","SBI Dom Non-Gov AAA-A 1-3 D"
"1493","SNA13P","CH0028465612","CH0028465612","SBI Dom Non-Gov AAA-A 1-3 P"
"1494","SNA13T","CH0028465604","CH0028465604","SBI Dom Non-Gov AAA-A 1-3 T"
"1495","SNA13Y","CH0028465620","CH0028465620","SBI Dom Non-Gov AAA-A 1-3 Y"
"1496","SNA15D","CH0032976455","CH0032976455","SBI Dom Non-Gov AAA-A 1-5 D"
"1497","SNA15P","CH0032976422","CH0032976422","SBI Dom Non-Gov AAA-A 1-5 P"
"1498","SNA15T","CH0032976414","CH0032976414","SBI Dom Non-Gov AAA-A 1-5 T"
"1499","SNA15Y","CH0032976448","CH0032976448","SBI Dom Non-Gov AAA-A 1-5 Y"
"1500","SNA35D","CH0028465679","CH0028465679","SBI Dom Non-Gov AAA-A 3-5 D"
"1501","SNA35P","CH0028465653","CH0028465653","SBI Dom Non-Gov AAA-A 3-5 P"
"1502","SNA35T","CH0028465646","CH0028465646","SBI Dom Non-Gov AAA-A 3-5 T"
"1503","SNA35Y","CH0028465661","CH0028465661","SBI Dom Non-Gov AAA-A 3-5 Y"
"1504","SNA51D","CH0032976505","CH0032976505","SBI Dom Non-Gov AAA-A 5-10 D"
"1505","SNA51P","CH0032976471","CH0032976471","SBI Dom Non-Gov AAA-A 5-10 P"
"1506","SNA51T","CH0032976463","CH0032976463","SBI Dom Non-Gov AAA-A 5-10 T"
"1507","SNA51Y","CH0032976497","CH0032976497","SBI Dom Non-Gov AAA-A 5-10 Y"
"1508","SNA55D","CH0032976661","CH0032976661","SBI Dom Non-Gov AAA-A 15+ D"
"1509","SNA55P","CH0032976638","CH0032976638","SBI Dom Non-Gov AAA-A 15+ P"
"1510","SNA55T","CH0032976620","CH0032976620","SBI Dom Non-Gov AAA-A 15+ T"
"1511","SNA55Y","CH0032976646","CH0032976646","SBI Dom Non-Gov AAA-A 15+ Y"
"1512","SNA57D","CH0028465729","CH0028465729","SBI Dom Non-Gov AAA-A 5-7 D"
"1513","SNA57P","CH0028465695","CH0028465695","SBI Dom Non-Gov AAA-A 5-7 P"
"1514","SNA57T","CH0028465687","CH0028465687","SBI Dom Non-Gov AAA-A 5-7 T"
"1515","SNA57Y","CH0028465703","CH0028465703","SBI Dom Non-Gov AAA-A 5-7 Y"
"1516","SNA71D","CH0028465760","CH0028465760","SBI Dom Non-Gov AAA-A 7-10 D"
"1517","SNA71P","CH0028465745","CH0028465745","SBI Dom Non-Gov AAA-A 7-10 P"
"1518","SNA71T","CH0028465737","CH0028465737","SBI Dom Non-Gov AAA-A 7-10 T"
"1519","SNA71Y","CH0028465752","CH0028465752","SBI Dom Non-Gov AAA-A 7-10 Y"
"1520","SNBN","CH0001319265","CH0001319265CHF4","SNB N"
"1521","SNCI","CH0000629854","CH0000629854","SPI Small + Middle C. mit Div."
"1522","SNCIX","CH0000630324","CH0000630324","SPI Small + Middle C. ohne Div"
"1523","SNSPI","CH0011105639","CH0011105639","SWX New SPI Index TR"
"1524","SNSPIX","CH0011105621","CH0011105621","SWX New SPI Index PR"
"1525","SOCI","CH0000629870","CH0000629870","SPI Large+Middle Comp mit Div Korr"
"1526","SOCIX","CH0000630332","CH0000630332","SPI Large+Middle Comp ohne Div Kor"
"1527","SOL","CH0002785456","CH0002785456CHF4","SOLVL 61 PRT"
"1528","SON","JP3435000009","JP3435000009CHF4","SONY"
"1529","SOON","CH0012549785","CH0012549785CHF4","SONOVA N"
"1530","SOONE","CH0033968485","CH0033968485CHF4","SONOVA N 2. LINIE"
"1531","SOPN","CH0004699440","CH0004699440CHF4","SOPRACENERIN N"
"1532","SPA","CH0009433175","CH0009433175CHF4","SPIRT AVERT"
"1533","SPG","CH0006502162","CH0006502162CHF4","SUSTAINABLE I"
"1534","SPIEX","CH0017810976","CH0017810976","SPI EXTRA TR"
"1535","SPIEXX","CH0017811008","CH0017811008","SPI EXTRA PR"
"1536","SPIX","CH0000222353","CH0000222353","Swiss Performance Index SPI PR"
"1537","SPPN","CH0021483885","CH0021483885CHF4","SPEEDEL HOLDING N"
"1538","SPSN","CH0008038389","CH0008038389CHF4","SWISS PRIME SITE N"
"1539","SQN","CH0010675863","CH0010675863CHF4","SWISSQUOTE N"
"1540","SREA","CH0014420886","CH0014420886CHF4","UBS SW SWISSREAL"
"1541","SREIF","CH0026168846","CH0026168846CHF4","SWISSINVEST REAL"
"1542","SRI","CH0007251413","CH0007251413CHF4","SWISS RE IMMOPLUS"
"1543","SSCI","CH0000629755","CH0000629755","SPI Small Companies mit Div"
"1544","SSCIX","CH0000629912","CH0000629912","SPI Small Companies ohne Div.K"
"1545","SSCN","CH0010218953","CH0010218953CHF4","SWISS SMALL CAP N"
"1546","SSIP","CH0009110849","CH0009110849","All Share SWI ohne Div. Korr."
"1547","SSIRT","CH0009111011","CH0009111011","All Share SWI mit Div. Korr."
"1548","SSPRA","CH0004147192","CH0004147192","SMI Average Spread"
"1549","SSPRC","CH0004147150","CH0004147150","SMI Current Spread"
"1550","SSPRM","CH0004147242","CH0004147242","SMI Monthly Average Spread"
"1551","SSTE","CH0002377130","CH0002377130CHF4","SUNSTAR"
"1552","ST101D","CH0035278362","CH0035278362","SBI AAA 10+ D"
"1553","ST101P","CH0035278347","CH0035278347","SBI AAA 10+ P"
"1554","ST101T","CH0035278339","CH0035278339","SBI AAA 10+ T"
"1555","ST101Y","CH0035278354","CH0035278354","SBI AAA 10+ Y"
"1556","ST10D","CH0028464375","CH0028464375","SBI AAA-BBB 10+ D"
"1557","ST10P","CH0028464359","CH0028464359","SBI AAA-BBB 10+ P"
"1558","ST10T","CH0028464342","CH0028464342","SBI AAA-BBB 10+ T"
"1559","ST10Y","CH0028464367","CH0028464367","SBI AAA-BBB 10+ Y"
"1560","ST110D","CH0032973551","CH0032973551","SBI AAA-BBB 1-10 D"
"1561","ST110P","CH0032973536","CH0032973536","SBI AAA-BBB 1-10 P"
"1562","ST110T","CH0032973528","CH0032973528","SBI AAA-BBB 1-10 T"
"1563","ST110Y","CH0032973544","CH0032973544","SBI AAA-BBB 1-10 Y"
"1564","ST113D","CH0035278172","CH0035278172","SBI AAA 1-3 D"
"1565","ST113P","CH0035278156","CH0035278156","SBI AAA 1-3 P"
"1566","ST113T","CH0035278149","CH0035278149","SBI AAA 1-3 T"
"1567","ST113Y","CH0035278164","CH0035278164","SBI AAA 1-3 Y"
"1568","ST115D","CH0032973593","CH0032973593","SBI AAA-BBB 1-15 D"
"1569","ST115P","CH0032973577","CH0032973577","SBI AAA-BBB 1-15 P"
"1570","ST115T","CH0032973569","CH0032973569","SBI AAA-BBB 1-15 T"
"1571","ST115Y","CH0032973585","CH0032973585","SBI AAA-BBB 1-15 Y"
"1572","ST135D","CH0035278222","CH0035278222","SBI AAA 3-5 D"
"1573","ST135P","CH0035278198","CH0035278198","SBI AAA 3-5P"
"1574","ST135T","CH0035278180","CH0035278180","SBI AAA 3-5 T"
"1575","ST135Y","CH0035278206","CH0035278206","SBI AAA 3-5 Y"
"1576","ST13D","CH0028464219","CH0028464219","SBI AAA-BBB 1-3 D"
"1577","ST13P","CH0028464193","CH0028464193","SBI AAA-BBB 1-3 P"
"1578","ST13T","CH0028464185","CH0028464185","SBI AAA-BBB 1-3 T"
"1579","ST13Y","CH0028464201","CH0028464201","SBI AAA-BBB 1-3 Y"
"1580","ST157D","CH0035278263","CH0035278263","SBI AAA 5-7 D"
"1581","ST157P","CH0035278248","CH0035278248","SBI AAA 5-7 P"
"1582","ST157T","CH0035278230","CH0035278230","SBI AAA 5-7 T"
"1583","ST157Y","CH0035278255","CH0035278255","SBI AAA 5-7 Y"
"1584","ST15AD","CH0032976109","CH0032976109","SBI AAA-A 1-15 D"
"1585","ST15AP","CH0032974567","CH0032974567","SBI AAA-A 1-15 P"
"1586","ST15AT","CH0032974559","CH0032974559","SBI AAA-A 1-15 T"
"1587","ST15AY","CH0032974575","CH0032974575","SBI AAA-A 1-15 Y"
"1588","ST15D","CH0032973403","CH0032973403","SBI AAA-BBB 1-5 D"
"1589","ST15P","CH0032973387","CH0032973387","SBI AAA-BBB 1-5 P"
"1590","ST15T","CH0032973379","CH0032973379","SBI AAA-BBB 1-5 T"
"1591","ST15Y","CH0032973395","CH0032973395","SBI AAA-BBB 1-5 Y"
"1592","ST171D","CH0035278321","CH0035278321","SBI AAA 7-10 D"
"1593","ST171P","CH0035278297","CH0035278297","SBI AAA 7-10 P"
"1594","ST171T","CH0035278271","CH0035278271","SBI AAA 7-10 T"
"1595","ST171Y","CH0035278313","CH0035278313","SBI AAA 7-10 Y"
"1596","ST210D","CH0035278610","CH0035278610","SBI AA 10+ D"
"1597","ST210P","CH0035278594","CH0035278594","SBI AA 10+ P"
"1598","ST210T","CH0035278586","CH0035278586","SBI AA 10+ T"
"1599","ST210Y","CH0035278602","CH0035278602","SBI AA 10+ Y"
"1600","ST213D","CH0035278412","CH0035278412","SBI AA 1-3 D"
"1601","ST213P","CH0035278396","CH0035278396","SBI AA 1-3 P"
"1602","ST213T","CH0035278370","CH0035278370","SBI AA 1-3 T"
"1603","ST213Y","CH0035278404","CH0035278404","SBI AA 1-3 Y"
"1604","ST235D","CH0035278495","CH0035278495","SBI AA 3-5 D"
"1605","ST235P","CH0035278453","CH0035278453","SBI AA 3-5 P"
"1606","ST235T","CH0035278446","CH0035278446","SBI AA 3-5 T"
"1607","ST235Y","CH0035278479","CH0035278479","SBI AA 3-5 Y"
"1608","ST257D","CH0035278537","CH0035278537","SBI AA 5-7 D"
"1609","ST257P","CH0035278511","CH0035278511","SBI AA 5-7 P"
"1610","ST257T","CH0035278503","CH0035278503","SBI AA 5-7 T"
"1611","ST257Y","CH0035278529","CH0035278529","SBI AA 5-7 Y"
"1612","ST271D","CH0035278578","CH0035278578","SBI AA 7-10 D"
"1613","ST271P","CH0035278552","CH0035278552","SBI AA 7-10 P"
"1614","ST271T","CH0035278545","CH0035278545","SBI AA 7-10 T"
"1615","ST271Y","CH0035278560","CH0035278560","SBI AA 7-10 Y"
"1616","ST310D","CH0035278859","CH0035278859","SBI A 10+ D"
"1617","ST310P","CH0035278834","CH0035278834","SBI A 10+ P"
"1618","ST310T","CH0035278826","CH0035278826","SBI A 10+ T"
"1619","ST310Y","CH0035278842","CH0035278842","SBI A 10+ Y"
"1620","ST313D","CH0035278669","CH0035278669","SBI A 1-3 D"
"1621","ST313P","CH0035278636","CH0035278636","SBI A 1-3 P"
"1622","ST313T","CH0035278628","CH0035278628","SBI A 1-3 T"
"1623","ST313Y","CH0035278651","CH0035278651","SBI A 1-3 Y"
"1624","ST335D","CH0035278727","CH0035278727","SBI A 3-5 D"
"1625","ST335P","CH0035278693","CH0035278693","SBI A 3-5 P"
"1626","ST335T","CH0035278677","CH0035278677","SBI A 3-5 T"
"1627","ST335Y","CH0035278719","CH0035278719","SBI A 3-5 Y"
"1628","ST357D","CH0035278768","CH0035278768","SBI A 5-7 D"
"1629","ST357P","CH0035278743","CH0035278743","SBI A 5-7 P"
"1630","ST357T","CH0035278735","CH0035278735","SBI A 5-7 T"
"1631","ST357Y","CH0035278750","CH0035278750","SBI A 5-7 Y"
"1632","ST35D","CH0028464250","CH0028464250","SBI AAA-BBB 3-5 D"
"1633","ST35P","CH0028464235","CH0028464235","SBI AAA-BBB 3-5 P"
"1634","ST35T","CH0028464227","CH0028464227","SBI AAA-BBB 3-5 T"
"1635","ST35Y","CH0028464243","CH0028464243","SBI AAA-BBB 3-5 Y"
"1636","ST371D","CH0035278818","CH0035278818","SBI A 7-10 D"
"1637","ST371P","CH0035278784","CH0035278784","SBI A 7-10 P"
"1638","ST371T","CH0035278776","CH0035278776","SBI A 7-10 T"
"1639","ST371Y","CH0035278800","CH0035278800","SBI A 7-10 Y"
"1640","ST51D","CH0032973502","CH0032973502","SBI AAA-BBB 5-10 D"
"1641","ST51P","CH0032973486","CH0032973486","SBI AAA-BBB 5-10 P"
"1642","ST51T","CH0032973478","CH0032973478","SBI AAA-BBB 5-10 T"
"1643","ST51Y","CH0032973494","CH0032973494","SBI AAA-BBB 5-10 Y"
"1644","ST57D","CH0028464292","CH0028464292","SBI AAA-BBB 5-7 D"
"1645","ST57P","CH0028464276","CH0028464276","SBI AAA-BBB 5-7 P"
"1646","ST57T","CH0028464268","CH0028464268","SBI AAA-BBB 5-7 T"
"1647","ST57Y","CH0028464284","CH0028464284","SBI AAA-BBB 5-7 Y"
"1648","ST71D","CH0028464334","CH0028464334","SBI AAA-BBB 7-10 D"
"1649","ST71P","CH0028464318","CH0028464318","SBI AAA-BBB 7-10 P"
"1650","ST71T","CH0028464300","CH0028464300","SBI AAA-BBB 7-10 T"
"1651","ST71Y","CH0028464326","CH0028464326","SBI AAA-BBB 7-10 Y"
"1652","STA10D","CH0028465315","CH0028465315","SBI AAA-A 10+ D"
"1653","STA10P","CH0028465299","CH0028465299","SBI AAA-A 10+ P"
"1654","STA10T","CH0028465281","CH0028465281","SBI AAA-A 10+ T"
"1655","STA10Y","CH0028465307","CH0028465307","SBI AAA-A 10+ Y"
"1656","STA11D","CH0032974542","CH0032974542","SBI AAA-A 1-10 D"
"1657","STA11P","CH0032974526","CH0032974526","SBI AAA-A 1-10 P"
"1658","STA11T","CH0032974518","CH0032974518","SBI AAA-A 1-10 T"
"1659","STA11Y","CH0032974534","CH0032974534","SBI AAA-A 1-10 Y"
"1660","STA13D","CH0028465133","CH0028465133","SBI AAA-A 1-3 D"
"1661","STA13P","CH0028465117","CH0028465117","SBI AAA-A 1-3 P"
"1662","STA13T","CH0028465109","CH0028465109","SBI AAA-A 1-3 T"
"1663","STA13Y","CH0028465125","CH0028465125","SBI AAA-A 1-3 Y"
"1664","STA15D","CH0032974468","CH0032974468","SBI AAA-A 1-5 D"
"1665","STA15P","CH0032974443","CH0032974443","SBI AAA-A 1-5 P"
"1666","STA15T","CH0032974435","CH0032974435","SBI AAA-A 1-5 T"
"1667","STA15Y","CH0032974450","CH0032974450","SBI AAA-A 1-5 Y"
"1668","STA35D","CH0028465190","CH0028465190","SBI AAA-A 3-5 D"
"1669","STA35P","CH0028465166","CH0028465166","SBI AAA-A 3-5 P"
"1670","STA35T","CH0028465158","CH0028465158","SBI AAA-A 3-5 T"
"1671","STA35Y","CH0028465182","CH0028465182","SBI AAA-A 3-5 Y"
"1672","STA51D","CH0032974500","CH0032974500","SBI AAA-A 5-10 D"
"1673","STA51P","CH0032974484","CH0032974484","SBI AAA-A 5-10 P"
"1674","STA51T","CH0032974476","CH0032974476","SBI AAA-A 5-10 T"
"1675","STA51Y","CH0032974492","CH0032974492","SBI AAA-A 5-10 Y"
"1676","STA55D","CH0032976158","CH0032976158","SBI AAA-A 15+ D"
"1677","STA55P","CH0032976133","CH0032976133","SBI AAA-A 15+ P"
"1678","STA55T","CH0032976117","CH0032976117","SBI AAA-A 15+ T"
"1679","STA55Y","CH0032976141","CH0032976141","SBI AAA-A 15+ Y"
"1680","STA57D","CH0028465232","CH0028465232","SBI AAA-A 5-7 D"
"1681","STA57P","CH0028465216","CH0028465216","SBI AAA-A 5-7 P"
"1682","STA57T","CH0028465208","CH0028465208","SBI AAA-A 5-7 T"
"1683","STA57Y","CH0028465224","CH0028465224","SBI AAA-A 5-7 Y"
"1684","STA71D","CH0028465273","CH0028465273","SBI AAA-A 7-10 D"
"1685","STA71P","CH0028465257","CH0028465257","SBI AAA-A 7-10 P"
"1686","STA71T","CH0028465240","CH0028465240","SBI AAA-A 7-10 T"
"1687","STA71Y","CH0028465265","CH0028465265","SBI AAA-A 7-10 Y"
"1688","STGN","CH0002361068","CH0002361068CHF4","STARRAGHECKERT N"
"1689","STL","NO0010096985","NO0010096985CHF4","STATOILHYDRO ASA"
"1690","STLN","CH0005795668","CH0005795668CHF4","SCHMOLZ+BICKENBACH AG N"
"1691","STMN","CH0012280076","CH0012280076CHF4","STRAUMANN N"
"1692","STR15D","CH0032973635","CH0032973635","SBI AAA-BBB 15+ D"
"1693","STR15P","CH0032973619","CH0032973619","SBI AAA-BBB 15+ P"
"1694","STR15T","CH0032973601","CH0032973601","SBI AAA-BBB 15+ T"
"1695","STR15Y","CH0032973627","CH0032973627","SBI AAA-BBB 15+ Y"
"1696","STRN","CH0002277314","CH0002277314CHF4","SCHLATTER N"
"1697","SUN","CH0038388911","CH0038388911CHF4","SULZER N"
"1698","SWHN","CH0021190902","CH0021190902CHF4","SCHWHALL HLD N"
"1699","SWIIP","CH0010240437","CH0010240437","SWX IMMFD INDEX PRICE"
"1700","SWIIT","CH0009947406","CH0009947406","SWX IMMFD INDEX"
"1701","SWIPO","CH0028488994","CH0028488994","Sarasin SWIPO PR"
"1702","SWIPOC","CH0028490131","CH0028490131","Sarasin SWIPO TR"
"1703","SWTQ","CH0010754924","CH0010754924CHF4","SCHWEITER I"
"1704","SXBP","CH0009987535","CH0009987535","SPI Inhaber + PS mit Div Kor"
"1705","SXBPX","CH0000725231","CH0000725231","SPI Inhaber + PS ohne Div Kor"
"1706","SXBS","CH0009987519","CH0009987519","SPI Inhaber mit Div.-Korr"
"1707","SXBSX","CH0000725082","CH0000725082","SPI Inhaber ohne Div.-Korr"
"1708","SXGE","CH0009987501","CH0009987501","Swiss Performance Index SPI TR"
"1709","SXPC","CH0009987543","CH0009987543","SPI PS mit Div.-Korr"
"1710","SXPCX","CH0000725249","CH0000725249","SPI PS ohne Div.-Korr"
"1711","SXRS","CH0009987527","CH0009987527","SPI Namen mit Div.-Korr"
"1712","SXRSX","CH0000725173","CH0000725173","SPI Namen ohne Div.-Korr"
"1713","SXSLI","CH0033051423","CH0033051423","SPI ex SLI TR"
"1714","SXSLIX","CH0033051415","CH0033051415","SPI ex SLI PR"
"1715","SYNN","CH0011037469","CH0011037469CHF1","SYNGENTA N"
"1716","SYNNE","CH0025251353","CH0025251353CHF1","SYNGENTA N 2. LINIE"
"1717","SYST","US87162M4096","US87162M4096CHF1","SYNTHES N"
"1718","SZE","FR0000120529","FR0000120529CHF4","SUEZ P"
"1719","T","US00206R1023","US00206R1023CHF4","AT&amp;T"
"1720","TAMN","CH0011178255","CH0011178255CHF4","TAMEDIA N"
"1721","TECN","CH0012100191","CH0012100191CHF4","TECAN GROUP AG N"
"1722","TECNE","CH0038690787","CH0038690787CHF4","TECAN GROUP N 2. LINIE"
"1723","TEMN","CH0012453913","CH0012453913CHF4","TEMENOS N"
"1724","TIBN","CH0008305507","CH0008305507CHF4","TITL BN BERG N"
"1725","TKA","DE0007500001","DE0007500001CHF4","THYSSENKRUPP"
"1726","TOHN","CH0011607683","CH0011607683CHF4","TORNOS N"
"1727","TOSH","JP3592200004","JP3592200004CHF4","TOSHIBA CORP"
"1728","TOTF","FR0000120271","FR0000120271CHF4","TOTAL SA"
"1729","TOYO","JP3633400001","JP3633400001CHF4","TOYOTA MOTOR CORP"
"1730","TSGN","CH0007317404","CH0007317404CHF4","TEC-SEM N"
"1731","TWX","US8873171057","US8873171057CHF4","TIME WARNER INC"
"1732","UBSDJI","LU0258212462","LU0258212462JPY4","UBS-ETF MSCI JAPAN I"
"1733","UBSFTS","LU0136242590","LU0136242590CHF4","UBS-ETF FTSE 100"
"1734","UBSLI","CH0032912732","CH0032912732CHF4","UBS-ETF SLI"
"1735","UBSN","CH0024899483","CH0024899483CHF1","UBS N"
"1736","UBSNE","CH0029128987","CH0029128987CHF1","UBS N 2. LINIE"
