"","s.v.n.x.y"
"784","3,0,2,749.919,614.835"
"785","3,0,2,749.677,621.137"
"786","3,0,2,749.277,627.403"
"787","3,0,2,748.719,633.632"
"788","3,0,2,748.007,639.82"
"789","3,0,2,747.142,645.966"
"790","3,0,2,746.125,652.068"
"791","3,0,2,744.959,658.124"
"792","3,0,2,743.646,664.131"
"793","3,0,2,742.187,670.088"
"794","3,0,2,740.584,675.992"
"795","3,0,2,738.84,681.841"
"796","3,0,2,734.934,693.367"
"797","3,0,2,730.484,704.648"
"798","3,0,2,725.506,715.668"
"799","3,0,2,720.013,726.41"
"800","3,0,2,714.023,736.856"
"801","3,0,2,707.549,746.989"
"802","3,0,2,700.607,756.794"
"803","3,0,2,693.212,766.252"
"804","3,0,2,685.38,775.347"
"805","3,0,2,677.125,784.062"
"806","3,0,2,668.463,792.381"
"807","3,0,2,659.409,800.285"
"808","3,0,2,649.978,807.758"
"809","3,0,2,640.186,814.784"
"810","3,0,2,630.047,821.345"
"811","3,0,2,619.576,827.424"
"812","3,0,2,608.79,833.005"
"813","3,0,2,597.703,838.07"
"814","3,0,2,592.052,840.404"
"815","3,0,2,586.33,842.603"
"816","3,0,2,580.542,844.664"
"817","3,0,2,574.687,846.586"
"818","3,0,2,568.769,848.367"
"819","3,0,2,562.789,850.003"
"820","3,0,2,556.749,851.494"
"821","3,0,2,550.65,852.837"
"822","3,0,2,544.496,854.03"
"823","3,0,2,538.287,855.07"
"824","3,0,2,532.026,855.957"
"825","3,0,2,525.714,856.687"
"826","3,0,2,519.354,857.258"
"827","3,0,2,512.947,857.669"
"828","3,0,2,506.495,857.917"
"829","3,0,2,500,858"
"830","3,0,2,493.505,857.917"
"831","3,0,2,487.053,857.669"
"832","3,0,2,480.646,857.258"
"833","3,0,2,474.286,856.687"
"834","3,0,2,467.974,855.957"
"835","3,0,2,461.713,855.07"
"836","3,0,2,455.504,854.03"
"837","3,0,2,449.35,852.837"
"838","3,0,2,443.251,851.494"
"839","3,0,2,437.211,850.003"
"840","3,0,2,431.231,848.367"
"841","3,0,2,425.313,846.586"
"842","3,0,2,419.458,844.664"
"843","3,0,2,413.67,842.603"
"844","3,0,2,407.948,840.404"
"845","3,0,2,402.297,838.07"
"846","3,0,2,391.21,833.005"
"847","3,0,2,380.424,827.424"
"848","3,0,2,369.953,821.345"
"849","3,0,2,359.814,814.784"
"850","3,0,2,350.022,807.758"
"851","3,0,2,340.591,800.285"
"852","3,0,2,331.537,792.381"
"853","3,0,2,322.875,784.062"
"854","3,0,2,314.62,775.347"
"855","3,0,2,306.788,766.252"
"856","3,0,2,299.393,756.794"
"857","3,0,2,292.451,746.989"
"858","3,0,2,285.977,736.856"
"859","3,0,2,279.987,726.41"
"860","3,0,2,274.494,715.668"
"861","3,0,2,269.516,704.648"
"862","3,0,2,265.066,693.367"
"863","3,0,2,261.16,681.841"
"864","3,0,2,259.416,675.992"
"865","3,0,2,257.813,670.088"
"866","3,0,2,256.354,664.131"
"867","3,0,2,255.041,658.124"
"868","3,0,2,253.875,652.068"
"869","3,0,2,252.858,645.966"
"870","3,0,2,251.993,639.82"
"871","3,0,2,251.281,633.632"
"872","3,0,2,250.723,627.403"
"873","3,0,2,250.323,621.137"
"874","3,0,2,250.081,614.835"
"875","3,0,2,250,608.5"
"876","3,0,2,250,608.5"
"877","3,0,2,250.157,599.458"
"878","3,0,2,250.624,590.523"
"879","3,0,2,251.393,581.698"
"880","3,0,2,252.459,572.987"
"881","3,0,2,253.814,564.395"
"882","3,0,2,255.451,555.925"
"883","3,0,2,257.365,547.581"
"884","3,0,2,259.547,539.367"
"885","3,0,2,261.991,531.287"
"886","3,0,2,264.691,523.346"
"887","3,0,2,267.64,515.546"
"888","3,0,2,270.83,507.892"
"889","3,0,2,274.256,500.387"
"890","3,0,2,277.909,493.037"
"891","3,0,2,281.785,485.844"
"892","3,0,2,285.875,478.812"
"893","3,0,2,290.173,471.947"
"894","3,0,2,294.673,465.25"
"895","3,0,2,299.366,458.727"
"896","3,0,2,304.248,452.382"
"897","3,0,2,309.311,446.218"
"898","3,0,2,314.547,440.238"
"899","3,0,2,319.951,434.448"
"900","3,0,2,325.516,428.852"
"901","3,0,2,331.234,423.452"
"902","3,0,2,337.099,418.253"
"903","3,0,2,343.105,413.259"
"904","3,0,2,349.244,408.474"
"905","3,0,2,355.51,403.901"
"906","3,0,2,361.896,399.546"
"907","3,0,2,368.395,395.41"
"908","3,0,2,375,391.5"
"909","3,0,2,375,391.5"
"910","3,0,2,382.137,387.458"
"911","3,0,2,389.404,383.678"
"912","3,0,2,396.792,380.158"
"913","3,0,2,404.294,376.898"
"914","3,0,2,411.899,373.9"
"915","3,0,2,419.6,371.162"
"916","3,0,2,427.388,368.685"
"917","3,0,2,435.255,366.469"
"918","3,0,2,443.191,364.513"
"919","3,0,2,451.187,362.818"
"920","3,0,2,459.236,361.384"
"921","3,0,2,467.329,360.211"
"922","3,0,2,475.457,359.298"
"923","3,0,2,483.611,358.646"
"924","3,0,2,491.782,358.255"
"925","3,0,2,499.962,358.125"
"926","3,0,2,508.143,358.255"
"927","3,0,2,516.316,358.646"
"928","3,0,2,524.471,359.298"
"929","3,0,2,532.601,360.211"
"930","3,0,2,540.696,361.384"
"931","3,0,2,548.748,362.818"
"932","3,0,2,556.749,364.513"
"933","3,0,2,564.689,366.469"
"934","3,0,2,572.56,368.685"
"935","3,0,2,580.354,371.162"
"936","3,0,2,588.061,373.9"
"937","3,0,2,595.674,376.898"
"938","3,0,2,603.182,380.158"
"939","3,0,2,610.579,383.678"
"940","3,0,2,617.854,387.458"
"941","3,0,2,625,391.5"
"942","3,0,2,625,391.5"
"943","3,0,2,631.605,395.41"
"944","3,0,2,638.104,399.546"
"945","3,0,2,644.49,403.901"
"946","3,0,2,650.756,408.474"
"947","3,0,2,656.895,413.259"
"948","3,0,2,662.901,418.253"
"949","3,0,2,668.766,423.452"
"950","3,0,2,674.484,428.852"
"951","3,0,2,680.049,434.448"
"952","3,0,2,685.453,440.238"
"953","3,0,2,690.689,446.218"
"954","3,0,2,695.752,452.382"
"955","3,0,2,700.634,458.727"
"956","3,0,2,705.327,465.25"
"957","3,0,2,709.827,471.947"
"958","3,0,2,714.125,478.812"
"959","3,0,2,718.215,485.844"
"960","3,0,2,722.091,493.037"
"961","3,0,2,725.744,500.387"
"962","3,0,2,729.17,507.892"
"963","3,0,2,732.36,515.546"
"964","3,0,2,735.309,523.346"
"965","3,0,2,738.009,531.287"
"966","3,0,2,740.453,539.367"
"967","3,0,2,742.635,547.581"
"968","3,0,2,744.549,555.925"
"969","3,0,2,746.186,564.395"
"970","3,0,2,747.541,572.987"
"971","3,0,2,748.607,581.698"
"972","3,0,2,749.376,590.523"
"973","3,0,2,749.843,599.458"
"974","3,0,2,750,608.5"
"975","3,0,2,NA,NA"
"976","3,0,3,750,608.5"
"977","3,0,3,757.051,604.194"
"978","3,0,3,764.02,599.635"
"979","3,0,3,770.897,594.82"
"980","3,0,3,777.67,589.744"
"981","3,0,3,784.33,584.403"
"982","3,0,3,790.864,578.793"
"983","3,0,3,797.262,572.91"
"984","3,0,3,803.513,566.75"
"985","3,0,3,809.605,560.309"
"986","3,0,3,815.528,553.582"
"987","3,0,3,821.271,546.566"
"988","3,0,3,826.823,539.256"
"989","3,0,3,832.173,531.649"
"990","3,0,3,837.31,523.74"
"991","3,0,3,842.223,515.525"
"992","3,0,3,846.9,507"
"993","3,0,3,850.167,500.488"
"994","3,0,3,853.251,493.855"
"995","3,0,3,856.149,487.107"
"996","3,0,3,858.858,480.252"
"997","3,0,3,861.372,473.293"
"998","3,0,3,863.689,466.238"
"999","3,0,3,865.804,459.093"
"1000","3,0,3,867.712,451.862"
"1001","3,0,3,869.412,444.554"
"1002","3,0,3,870.897,437.173"
"1003","3,0,3,872.165,429.725"
"1004","3,0,3,873.211,422.217"
"1005","3,0,3,874.031,414.655"
"1006","3,0,3,874.622,407.044"
"1007","3,0,3,874.98,399.39"
"1008","3,0,3,875.1,391.7"
"1009","3,0,3,875.018,385.255"
"1010","3,0,3,874.774,378.851"
"1011","3,0,3,874.371,372.489"
"1012","3,0,3,873.808,366.171"
"1013","3,0,3,873.09,359.898"
"1014","3,0,3,872.218,353.674"
"1015","3,0,3,871.193,347.5"
"1016","3,0,3,870.018,341.378"
"1017","3,0,3,868.694,335.31"
"1018","3,0,3,867.225,329.298"
"1019","3,0,3,865.61,323.344"
"1020","3,0,3,863.854,317.449"
"1021","3,0,3,861.957,311.616"
"1022","3,0,3,859.921,305.847"
"1023","3,0,3,857.749,300.144"
"1024","3,0,3,855.442,294.508"
"1025","3,0,3,850.433,283.447"
"1026","3,0,3,844.909,272.681"
"1027","3,0,3,838.886,262.224"
"1028","3,0,3,832.38,252.093"
"1029","3,0,3,825.406,242.303"
"1030","3,0,3,817.981,232.87"
"1031","3,0,3,810.119,223.81"
"1032","3,0,3,801.837,215.138"
"1033","3,0,3,793.151,206.869"
"1034","3,0,3,784.076,199.021"
"1035","3,0,3,774.627,191.608"
"1036","3,0,3,764.822,184.646"
"1037","3,0,3,754.674,178.151"
"1038","3,0,3,744.201,172.139"
"1039","3,0,3,733.417,166.624"
"1040","3,0,3,722.339,161.623"
"1041","3,0,3,716.694,159.321"
"1042","3,0,3,710.982,157.152"
"1043","3,0,3,705.204,155.12"
"1044","3,0,3,699.362,153.226"
"1045","3,0,3,693.459,151.473"
"1046","3,0,3,687.495,149.862"
"1047","3,0,3,681.474,148.394"
"1048","3,0,3,675.396,147.073"
"1049","3,0,3,669.265,145.9"
"1050","3,0,3,663.082,144.877"
"1051","3,0,3,656.848,144.006"
"1052","3,0,3,650.567,143.289"
"1053","3,0,3,644.239,142.728"
"1054","3,0,3,637.868,142.325"
"1055","3,0,3,631.454,142.082"
"1056","3,0,3,625,142"
"1057","3,0,3,617.032,142.124"
"1058","3,0,3,609.067,142.496"
"1059","3,0,3,601.11,143.121"
"1060","3,0,3,593.164,144"
"1061","3,0,3,585.233,145.137"
"1062","3,0,3,577.319,146.535"
"1063","3,0,3,569.428,148.197"
"1064","3,0,3,561.562,150.125"
"1065","3,0,3,553.726,152.323"
"1066","3,0,3,545.923,154.793"
"1067","3,0,3,538.156,157.539"
"1068","3,0,3,530.43,160.562"
"1069","3,0,3,522.747,163.868"
"1070","3,0,3,515.112,167.457"
"1071","3,0,3,507.529,171.333"
"1072","3,0,3,500,175.5"
"1073","3,0,3,500,175.5"
"1074","3,0,3,492.839,179.752"
"1075","3,0,3,485.853,184.234"
"1076","3,0,3,479.045,188.94"
"1077","3,0,3,472.419,193.862"
"1078","3,0,3,465.978,198.994"
"1079","3,0,3,459.726,204.329"
"1080","3,0,3,453.666,209.859"
"1081","3,0,3,447.802,215.578"
"1082","3,0,3,442.137,221.479"
"1083","3,0,3,436.675,227.555"
"1084","3,0,3,431.419,233.8"
"1085","3,0,3,426.374,240.205"
"1086","3,0,3,421.542,246.765"
"1087","3,0,3,416.927,253.472"
"1088","3,0,3,412.533,260.319"
"1089","3,0,3,408.363,267.3"
"1090","3,0,3,404.42,274.407"
"1091","3,0,3,400.708,281.635"
"1092","3,0,3,397.232,288.974"
"1093","3,0,3,393.993,296.42"
"1094","3,0,3,390.996,303.964"
"1095","3,0,3,388.245,311.601"
"1096","3,0,3,385.742,319.322"
"1097","3,0,3,383.492,327.122"
"1098","3,0,3,381.498,334.993"
"1099","3,0,3,379.763,342.928"
"1100","3,0,3,378.291,350.92"
"1101","3,0,3,377.086,358.963"
"1102","3,0,3,376.15,367.049"
"1103","3,0,3,375.489,375.172"
"1104","3,0,3,375.104,383.325"
"1105","3,0,3,375,391.5"
"1106","3,0,3,375,391.5"
"1107","3,0,3,375.095,399.693"
"1108","3,0,3,375.47,407.862"
"1109","3,0,3,376.123,416"
"1110","3,0,3,377.049,424.101"
"1111","3,0,3,378.245,432.157"
"1112","3,0,3,379.709,440.162"
"1113","3,0,3,381.435,448.109"
"1114","3,0,3,383.422,455.992"
"1115","3,0,3,385.665,463.804"
"1116","3,0,3,388.16,471.538"
"1117","3,0,3,390.905,479.188"
"1118","3,0,3,393.896,486.747"
"1119","3,0,3,397.13,494.208"
"1120","3,0,3,400.602,501.565"
"1121","3,0,3,404.31,508.81"
"1122","3,0,3,408.25,515.938"
"1123","3,0,3,412.418,522.941"
"1124","3,0,3,416.812,529.812"
"1125","3,0,3,421.427,536.546"
"1126","3,0,3,426.26,543.136"
"1127","3,0,3,431.307,549.574"
"1128","3,0,3,436.566,555.854"
"1129","3,0,3,442.033,561.97"
"1130","3,0,3,447.703,567.914"
"1131","3,0,3,453.574,573.68"
"1132","3,0,3,459.643,579.262"
"1133","3,0,3,465.905,584.652"
"1134","3,0,3,472.357,589.845"
"1135","3,0,3,478.997,594.832"
"1136","3,0,3,485.819,599.609"
"1137","3,0,3,492.821,604.167"
"1138","3,0,3,500,608.5"
"1139","3,0,3,500,608.5"
"1140","3,0,3,507.432,612.594"
"1141","3,0,3,514.95,616.419"
"1142","3,0,3,522.546,619.976"
"1143","3,0,3,530.216,623.266"
"1144","3,0,3,537.953,626.288"
"1145","3,0,3,545.751,629.044"
"1146","3,0,3,553.604,631.533"
"1147","3,0,3,561.506,633.756"
"1148","3,0,3,569.451,635.714"
"1149","3,0,3,577.432,637.407"
"1150","3,0,3,585.444,638.836"
"1151","3,0,3,593.48,640"
"1152","3,0,3,601.535,640.901"
"1153","3,0,3,609.603,641.538"
"1154","3,0,3,617.676,641.913"
"1155","3,0,3,625.75,642.025"
"1156","3,0,3,633.818,641.875"
"1157","3,0,3,641.874,641.464"
"1158","3,0,3,649.912,640.792"
"1159","3,0,3,657.926,639.859"
"1160","3,0,3,665.909,638.666"
"1161","3,0,3,673.857,637.214"
"1162","3,0,3,681.762,635.502"
"1163","3,0,3,689.619,633.531"
"1164","3,0,3,697.421,631.302"
"1165","3,0,3,705.163,628.815"
"1166","3,0,3,712.838,626.07"
"1167","3,0,3,720.44,623.069"
"1168","3,0,3,727.963,619.81"
"1169","3,0,3,735.402,616.296"
"1170","3,0,3,742.749,612.526"
"1171","3,0,3,750,608.5"
"1172","3,0,3,NA,NA"
"1173","4,0,1,186.3,678.8"
"1174","4,0,1,179.712,675.833"
"1175","4,0,1,173.572,672.818"
"1176","4,0,1,167.839,669.751"
"1177","4,0,1,162.473,666.627"
"1178","4,0,1,157.436,663.442"
"1179","4,0,1,152.685,660.194"
"1180","4,0,1,148.183,656.877"
"1181","4,0,1,143.887,653.488"
"1182","4,0,1,139.76,650.022"
"1183","4,0,1,135.76,646.477"
"1184","4,0,1,127.983,639.13"
"1185","4,0,1,112.2,623.3"
"1186","4,0,1,105.931,616.813"
"1187","4,0,1,100.066,610.092"
"1188","4,0,1,94.606,603.155"
"1189","4,0,1,89.551,596.014"
"1190","4,0,1,84.9,588.688"
"1191","4,0,1,80.655,581.189"
"1192","4,0,1,76.815,573.535"
"1193","4,0,1,73.38,565.741"
"1194","4,0,1,70.35,557.821"
"1195","4,0,1,67.726,549.791"
"1196","4,0,1,65.508,541.668"
"1197","4,0,1,63.695,533.465"
"1198","4,0,1,62.288,525.199"
"1199","4,0,1,61.287,516.885"
"1200","4,0,1,60.692,508.539"
"1201","4,0,1,60.502,500.175"
"1202","4,0,1,60.72,491.81"
"1203","4,0,1,61.343,483.458"
"1204","4,0,1,62.373,475.135"
"1205","4,0,1,63.81,466.857"
"1206","4,0,1,65.653,458.638"
"1207","4,0,1,67.903,450.495"
"1208","4,0,1,70.56,442.443"
"1209","4,0,1,73.624,434.497"
"1210","4,0,1,77.095,426.672"
"1211","4,0,1,80.973,418.985"
"1212","4,0,1,85.259,411.45"
"1213","4,0,1,89.951,404.082"
"1214","4,0,1,95.052,396.898"
"1215","4,0,1,100.56,389.913"
"1216","4,0,1,106.476,383.142"
"1217","4,0,1,112.8,376.6"
"1218","4,0,1,377.1,112.3"
"1219","4,0,1,383.667,106.049"
"1220","4,0,1,390.458,100.198"
"1221","4,0,1,397.459,94.746"
"1222","4,0,1,404.655,89.694"
"1223","4,0,1,412.03,85.043"
"1224","4,0,1,419.571,80.793"
"1225","4,0,1,427.261,76.945"
"1226","4,0,1,435.087,73.5"
"1227","4,0,1,443.034,70.458"
"1228","4,0,1,451.087,67.82"
"1229","4,0,1,459.231,65.585"
"1230","4,0,1,467.452,63.756"
"1231","4,0,1,475.733,62.333"
"1232","4,0,1,484.062,61.315"
"1233","4,0,1,492.422,60.704"
"1234","4,0,1,500.8,60.5"
"1235","4,0,1,500.8,60.5"
"1236","4,0,1,509.184,60.68"
"1237","4,0,1,517.563,61.257"
"1238","4,0,1,525.919,62.233"
"1239","4,0,1,534.234,63.611"
"1240","4,0,1,542.493,65.391"
"1241","4,0,1,550.676,67.575"
"1242","4,0,1,558.768,70.165"
"1243","4,0,1,566.75,73.163"
"1244","4,0,1,574.606,76.569"
"1245","4,0,1,582.318,80.386"
"1246","4,0,1,589.868,84.615"
"1247","4,0,1,597.241,89.258"
"1248","4,0,1,604.417,94.316"
"1249","4,0,1,611.381,99.792"
"1250","4,0,1,618.114,105.686"
"1251","4,0,1,624.6,112"
"1252","4,0,1,633,120.4"
"1253","4,0,1,641.4,128.8"
"1254","4,0,1,646.62,134.23"
"1255","4,0,1,651.554,139.826"
"1256","4,0,1,656.205,145.579"
"1257","4,0,1,660.572,151.478"
"1258","4,0,1,664.657,157.515"
"1259","4,0,1,668.46,163.679"
"1260","4,0,1,671.982,169.96"
"1261","4,0,1,675.225,176.35"
"1262","4,0,1,678.189,182.838"
"1263","4,0,1,680.875,189.415"
"1264","4,0,1,683.283,196.071"
"1265","4,0,1,685.416,202.797"
"1266","4,0,1,687.273,209.582"
"1267","4,0,1,688.855,216.418"
"1268","4,0,1,690.164,223.293"
"1269","4,0,1,691.2,230.2"
"1270","4,0,1,691.2,230.2"
"1271","4,0,1,692.183,239.955"
"1272","4,0,1,692.62,249.742"
"1273","4,0,1,692.51,259.537"
"1274","4,0,1,691.853,269.314"
"1275","4,0,1,690.649,279.05"
"1276","4,0,1,688.897,288.719"
"1277","4,0,1,686.598,298.298"
"1278","4,0,1,683.75,307.763"
"1279","4,0,1,680.354,317.087"
"1280","4,0,1,676.409,326.248"
"1281","4,0,1,671.915,335.22"
"1282","4,0,1,666.872,343.98"
"1283","4,0,1,661.279,352.502"
"1284","4,0,1,658.276,356.666"
"1285","4,0,1,655.136,360.762"
"1286","4,0,1,651.859,364.787"
"1287","4,0,1,648.443,368.736"
"1288","4,0,1,644.891,372.609"
"1289","4,0,1,641.2,376.4"
"1290","4,0,1,625.3,392.3"
"1291","4,0,1,625.3,392.3"
"1292","4,0,1,500.8,516.8"
"1293","4,0,1,500.8,516.8"
"1294","4,0,1,439.038,578.675"
"1295","4,0,1,376.9,640.7"
"1296","4,0,1,372.795,644.675"
"1297","4,0,1,368.587,648.5"
"1298","4,0,1,364.286,652.175"
"1299","4,0,1,359.9,655.7"
"1300","4,0,1,359.9,655.7"
"1301","4,0,1,355.137,659.255"
"1302","4,0,1,350.283,662.627"
"1303","4,0,1,345.343,665.816"
"1304","4,0,1,340.321,668.821"
"1305","4,0,1,335.222,671.643"
"1306","4,0,1,330.051,674.282"
"1307","4,0,1,324.814,676.738"
"1308","4,0,1,319.514,679.011"
"1309","4,0,1,314.157,681.101"
"1310","4,0,1,308.748,683.008"
"1311","4,0,1,303.291,684.732"
"1312","4,0,1,297.791,686.274"
"1313","4,0,1,292.254,687.632"
"1314","4,0,1,286.683,688.808"
"1315","4,0,1,281.084,689.802"
"1316","4,0,1,275.462,690.613"
"1317","4,0,1,269.822,691.241"
"1318","4,0,1,264.168,691.687"
"1319","4,0,1,258.505,691.95"
"1320","4,0,1,252.838,692.031"
"1321","4,0,1,247.173,691.93"
"1322","4,0,1,241.513,691.646"
"1323","4,0,1,235.863,691.181"
"1324","4,0,1,230.23,690.533"
"1325","4,0,1,224.616,689.703"
"1326","4,0,1,219.028,688.691"
"1327","4,0,1,213.47,687.497"
"1328","4,0,1,207.947,686.121"
"1329","4,0,1,202.463,684.564"
"1330","4,0,1,197.024,682.824"
"1331","4,0,1,191.635,680.903"
"1332","4,0,1,186.3,678.8"
"1333","4,0,1,NA,NA"
"1334","4,0,2,500.8,796.7"
"1335","4,0,2,494.257,802.922"
"1336","4,0,2,487.482,808.744"
"1337","4,0,2,480.491,814.167"
"1338","4,0,2,473.299,819.189"
"1339","4,0,2,465.922,823.812"
"1340","4,0,2,458.374,828.034"
"1341","4,0,2,450.672,831.856"
"1342","4,0,2,442.831,835.278"
"1343","4,0,2,434.867,838.299"
"1344","4,0,2,426.794,840.92"
"1345","4,0,2,418.628,843.14"
"1346","4,0,2,410.385,844.959"
"1347","4,0,2,402.08,846.377"
"1348","4,0,2,393.729,847.394"
"1349","4,0,2,385.347,848.01"
"1350","4,0,2,376.95,848.225"
"1351","4,0,2,368.553,848.038"
"1352","4,0,2,360.171,847.45"
"1353","4,0,2,351.82,846.461"
"1354","4,0,2,343.515,845.069"
"1355","4,0,2,335.272,843.276"
"1356","4,0,2,327.106,841.081"
"1357","4,0,2,319.033,838.484"
"1358","4,0,2,311.069,835.484"
"1359","4,0,2,303.228,832.083"
"1360","4,0,2,295.526,828.279"
"1361","4,0,2,287.978,824.073"
"1362","4,0,2,280.601,819.464"
"1363","4,0,2,273.409,814.452"
"1364","4,0,2,266.418,809.038"
"1365","4,0,2,259.643,803.22"
"1366","4,0,2,253.1,797"
"1367","4,0,2,245.894,790.085"
"1368","4,0,2,239.155,783.3"
"1369","4,0,2,232.87,776.603"
"1370","4,0,2,227.025,769.953"
"1371","4,0,2,221.606,763.309"
"1372","4,0,2,216.601,756.63"
"1373","4,0,2,211.995,749.874"
"1374","4,0,2,207.775,743"
"1375","4,0,2,203.928,735.967"
"1376","4,0,2,200.44,728.732"
"1377","4,0,2,197.298,721.256"
"1378","4,0,2,194.488,713.497"
"1379","4,0,2,191.996,705.413"
"1380","4,0,2,189.81,696.963"
"1381","4,0,2,187.916,688.106"
"1382","4,0,2,186.3,678.8"
"1383","4,0,2,186.3,678.8"
"1384","4,0,2,185.337,669.025"
"1385","4,0,2,184.921,659.216"
"1386","4,0,2,185.054,649.398"
"1387","4,0,2,185.734,639.597"
"1388","4,0,2,186.962,629.836"
"1389","4,0,2,188.736,620.142"
"1390","4,0,2,191.057,610.538"
"1391","4,0,2,193.925,601.05"
"1392","4,0,2,197.339,591.703"
"1393","4,0,2,201.298,582.521"
"1394","4,0,2,205.803,573.529"
"1395","4,0,2,210.853,564.753"
"1396","4,0,2,216.448,556.217"
"1397","4,0,2,219.45,552.047"
"1398","4,0,2,222.588,547.946"
"1399","4,0,2,225.862,543.918"
"1400","4,0,2,229.272,539.966"
"1401","4,0,2,232.818,536.092"
"1402","4,0,2,236.5,532.3"
"1403","4,0,2,236.5,532.3"
"1404","4,0,2,376.4,392.4"
"1405","4,0,2,376.4,392.4"
"1406","4,0,2,500.8,267.9"
"1407","4,0,2,500.8,267.9"
"1408","4,0,2,505.715,263.168"
"1409","4,0,2,510.763,258.666"
"1410","4,0,2,515.936,254.393"
"1411","4,0,2,521.229,250.35"
"1412","4,0,2,526.634,246.536"
"1413","4,0,2,532.145,242.952"
"1414","4,0,2,537.756,239.597"
"1415","4,0,2,543.459,236.472"
"1416","4,0,2,549.25,233.576"
"1417","4,0,2,555.12,230.91"
"1418","4,0,2,561.063,228.472"
"1419","4,0,2,567.073,226.264"
"1420","4,0,2,573.143,224.286"
"1421","4,0,2,579.267,222.536"
"1422","4,0,2,585.438,221.016"
"1423","4,0,2,591.65,219.725"
"1424","4,0,2,597.896,218.663"
"1425","4,0,2,604.169,217.83"
"1426","4,0,2,610.462,217.226"
"1427","4,0,2,616.771,216.851"
"1428","4,0,2,623.087,216.705"
"1429","4,0,2,629.404,216.788"
"1430","4,0,2,635.716,217.1"
"1431","4,0,2,642.016,217.641"
"1432","4,0,2,648.297,218.41"
"1433","4,0,2,654.554,219.408"
"1434","4,0,2,660.778,220.635"
"1435","4,0,2,666.965,222.091"
"1436","4,0,2,673.107,223.775"
"1437","4,0,2,679.198,225.688"
"1438","4,0,2,685.231,227.83"
"1439","4,0,2,691.2,230.2"
"1440","4,0,2,691.2,230.2"
"1441","4,0,2,698.824,233.617"
"1442","4,0,2,706.314,237.419"
"1443","4,0,2,713.656,241.605"
"1444","4,0,2,720.837,246.175"
"1445","4,0,2,727.846,251.13"
"1446","4,0,2,734.667,256.469"
"1447","4,0,2,741.29,262.192"
"1448","4,0,2,747.7,268.3"
"1449","4,0,2,764.8,285.3"
"1450","4,0,2,771.022,291.85"
"1451","4,0,2,776.846,298.626"
"1452","4,0,2,782.269,305.615"
"1453","4,0,2,787.294,312.799"
"1454","4,0,2,791.919,320.166"
"1455","4,0,2,796.144,327.698"
"1456","4,0,2,799.969,335.382"
"1457","4,0,2,803.394,343.202"
"1458","4,0,2,806.419,351.142"
"1459","4,0,2,809.043,359.188"
"1460","4,0,2,811.267,367.325"
"1461","4,0,2,813.091,375.537"
"1462","4,0,2,814.513,383.81"
"1463","4,0,2,815.535,392.127"
"1464","4,0,2,816.156,400.475"
"1465","4,0,2,816.375,408.837"
"1466","4,0,2,816.193,417.2"
"1467","4,0,2,815.61,425.546"
"1468","4,0,2,814.624,433.863"
"1469","4,0,2,813.237,442.133"
"1470","4,0,2,811.449,450.343"
"1471","4,0,2,809.258,458.476"
"1472","4,0,2,806.664,466.519"
"1473","4,0,2,803.669,474.455"
"1474","4,0,2,800.271,482.269"
"1475","4,0,2,796.47,489.947"
"1476","4,0,2,792.266,497.474"
"1477","4,0,2,787.659,504.833"
"1478","4,0,2,782.65,512.011"
"1479","4,0,2,777.237,518.991"
"1480","4,0,2,771.42,525.759"
"1481","4,0,2,765.2,532.3"
"1482","4,0,2,765.2,532.3"
"1483","4,0,2,641.7,655.8"
"1484","4,0,2,641.7,655.8"
"1485","4,0,2,500.8,796.7"
"1486","4,0,2,NA,NA"
"1487","4,0,3,815.1,678.6"
"1488","4,0,3,813.471,687.537"
"1489","4,0,3,811.639,696.041"
"1490","4,0,3,809.575,704.161"
"1491","4,0,3,807.248,711.945"
"1492","4,0,3,804.631,719.442"
"1493","4,0,3,801.693,726.699"
"1494","4,0,3,798.405,733.765"
"1495","4,0,3,794.737,740.688"
"1496","4,0,3,790.661,747.515"
"1497","4,0,3,786.146,754.296"
"1498","4,0,3,781.163,761.079"
"1499","4,0,3,775.683,767.911"
"1500","4,0,3,769.676,774.841"
"1501","4,0,3,763.113,781.917"
"1502","4,0,3,755.964,789.187"
"1503","4,0,3,748.2,796.7"
"1504","4,0,3,741.649,802.921"
"1505","4,0,3,734.869,808.741"
"1506","4,0,3,727.876,814.159"
"1507","4,0,3,720.683,819.177"
"1508","4,0,3,713.308,823.792"
"1509","4,0,3,705.765,828.007"
"1510","4,0,3,698.069,831.82"
"1511","4,0,3,690.236,835.231"
"1512","4,0,3,682.281,838.242"
"1513","4,0,3,674.219,840.85"
"1514","4,0,3,666.066,843.058"
"1515","4,0,3,657.836,844.864"
"1516","4,0,3,649.546,846.269"
"1517","4,0,3,641.21,847.272"
"1518","4,0,3,632.844,847.874"
"1519","4,0,3,624.462,848.075"
"1520","4,0,3,616.082,847.874"
