"","s.v.i.x.y"
"783","3,0,2,705.204,155.12"
"784","3,0,2,710.982,157.152"
"785","3,0,2,716.694,159.321"
"786","3,0,2,722.339,161.623"
"787","3,0,2,733.417,166.624"
"788","3,0,2,744.201,172.139"
"789","3,0,2,754.674,178.151"
"790","3,0,2,764.822,184.646"
"791","3,0,2,774.627,191.608"
"792","3,0,2,784.076,199.021"
"793","3,0,2,793.151,206.869"
"794","3,0,2,801.837,215.138"
"795","3,0,2,810.119,223.81"
"796","3,0,2,817.981,232.87"
"797","3,0,2,825.406,242.303"
"798","3,0,2,832.38,252.093"
"799","3,0,2,838.886,262.224"
"800","3,0,2,844.909,272.681"
"801","3,0,2,850.433,283.447"
"802","3,0,2,855.442,294.508"
"803","3,0,2,857.749,300.144"
"804","3,0,2,859.921,305.847"
"805","3,0,2,861.957,311.616"
"806","3,0,2,863.854,317.449"
"807","3,0,2,865.61,323.344"
"808","3,0,2,867.225,329.298"
"809","3,0,2,868.694,335.31"
"810","3,0,2,870.018,341.378"
"811","3,0,2,871.193,347.5"
"812","3,0,2,872.218,353.674"
"813","3,0,2,873.09,359.898"
"814","3,0,2,873.808,366.171"
"815","3,0,2,874.371,372.489"
"816","3,0,2,874.774,378.851"
"817","3,0,2,875.018,385.255"
"818","3,0,2,875.1,391.7"
"819","3,0,2,874.98,399.39"
"820","3,0,2,874.622,407.044"
"821","3,0,2,874.031,414.655"
"822","3,0,2,873.211,422.217"
"823","3,0,2,872.165,429.725"
"824","3,0,2,870.897,437.173"
"825","3,0,2,869.412,444.554"
"826","3,0,2,867.712,451.862"
"827","3,0,2,865.804,459.093"
"828","3,0,2,863.689,466.238"
"829","3,0,2,861.372,473.293"
"830","3,0,2,858.858,480.252"
"831","3,0,2,856.149,487.107"
"832","3,0,2,853.251,493.855"
"833","3,0,2,850.167,500.488"
"834","3,0,2,846.9,507"
"835","3,0,2,842.223,515.525"
"836","3,0,2,837.31,523.74"
"837","3,0,2,832.173,531.649"
"838","3,0,2,826.823,539.256"
"839","3,0,2,821.271,546.566"
"840","3,0,2,815.528,553.582"
"841","3,0,2,809.605,560.309"
"842","3,0,2,803.513,566.75"
"843","3,0,2,797.262,572.91"
"844","3,0,2,790.864,578.793"
"845","3,0,2,784.33,584.403"
"846","3,0,2,777.67,589.744"
"847","3,0,2,770.897,594.82"
"848","3,0,2,764.02,599.635"
"849","3,0,2,757.051,604.194"
"850","3,0,2,750,608.5"
"851","3,0,2,750,608.5"
"852","3,0,2,749.843,599.458"
"853","3,0,2,749.376,590.523"
"854","3,0,2,748.607,581.698"
"855","3,0,2,747.541,572.987"
"856","3,0,2,746.186,564.395"
"857","3,0,2,744.549,555.925"
"858","3,0,2,742.635,547.581"
"859","3,0,2,740.453,539.367"
"860","3,0,2,738.009,531.287"
"861","3,0,2,735.309,523.346"
"862","3,0,2,732.36,515.546"
"863","3,0,2,729.17,507.892"
"864","3,0,2,725.744,500.387"
"865","3,0,2,722.091,493.037"
"866","3,0,2,718.215,485.844"
"867","3,0,2,714.125,478.812"
"868","3,0,2,709.827,471.947"
"869","3,0,2,705.327,465.25"
"870","3,0,2,700.634,458.727"
"871","3,0,2,695.752,452.382"
"872","3,0,2,690.689,446.218"
"873","3,0,2,685.453,440.238"
"874","3,0,2,680.049,434.448"
"875","3,0,2,674.484,428.852"
"876","3,0,2,668.766,423.452"
"877","3,0,2,662.901,418.253"
"878","3,0,2,656.895,413.259"
"879","3,0,2,650.756,408.474"
"880","3,0,2,644.49,403.901"
"881","3,0,2,638.104,399.546"
"882","3,0,2,631.605,395.41"
"883","3,0,2,625,391.5"
"884","3,0,2,NA,NA"
"885","NA,NA,NA,NA,NA"
"886","3,0,3,750,608.5"
"887","3,0,3,749.919,614.835"
"888","3,0,3,749.677,621.137"
"889","3,0,3,749.277,627.403"
"890","3,0,3,748.719,633.632"
"891","3,0,3,748.007,639.82"
"892","3,0,3,747.142,645.966"
"893","3,0,3,746.125,652.068"
"894","3,0,3,744.959,658.124"
"895","3,0,3,743.646,664.131"
"896","3,0,3,742.187,670.088"
"897","3,0,3,740.584,675.992"
"898","3,0,3,738.84,681.841"
"899","3,0,3,734.934,693.367"
"900","3,0,3,730.484,704.648"
"901","3,0,3,725.506,715.668"
"902","3,0,3,720.013,726.41"
"903","3,0,3,714.023,736.856"
"904","3,0,3,707.549,746.989"
"905","3,0,3,700.607,756.794"
"906","3,0,3,693.212,766.252"
"907","3,0,3,685.38,775.347"
"908","3,0,3,677.125,784.062"
"909","3,0,3,668.463,792.381"
"910","3,0,3,659.409,800.285"
"911","3,0,3,649.978,807.758"
"912","3,0,3,640.186,814.784"
"913","3,0,3,630.047,821.345"
"914","3,0,3,619.576,827.424"
"915","3,0,3,608.79,833.005"
"916","3,0,3,597.703,838.07"
"917","3,0,3,592.052,840.404"
"918","3,0,3,586.33,842.603"
"919","3,0,3,580.542,844.664"
"920","3,0,3,574.687,846.586"
"921","3,0,3,568.769,848.367"
"922","3,0,3,562.789,850.003"
"923","3,0,3,556.749,851.494"
"924","3,0,3,550.65,852.837"
"925","3,0,3,544.496,854.03"
"926","3,0,3,538.287,855.07"
"927","3,0,3,532.026,855.957"
"928","3,0,3,525.714,856.687"
"929","3,0,3,519.354,857.258"
"930","3,0,3,512.947,857.669"
"931","3,0,3,506.495,857.917"
"932","3,0,3,500,858"
"933","3,0,3,493.505,857.917"
"934","3,0,3,487.053,857.669"
"935","3,0,3,480.646,857.258"
"936","3,0,3,474.286,856.687"
"937","3,0,3,467.974,855.957"
"938","3,0,3,461.713,855.07"
"939","3,0,3,455.504,854.03"
"940","3,0,3,449.35,852.837"
"941","3,0,3,443.251,851.494"
"942","3,0,3,437.211,850.003"
"943","3,0,3,431.231,848.367"
"944","3,0,3,425.313,846.586"
"945","3,0,3,419.458,844.664"
"946","3,0,3,413.67,842.603"
"947","3,0,3,407.948,840.404"
"948","3,0,3,402.297,838.07"
"949","3,0,3,391.21,833.005"
"950","3,0,3,380.424,827.424"
"951","3,0,3,369.953,821.345"
"952","3,0,3,359.814,814.784"
"953","3,0,3,350.022,807.758"
"954","3,0,3,340.591,800.285"
"955","3,0,3,331.537,792.381"
"956","3,0,3,322.875,784.062"
"957","3,0,3,314.62,775.347"
"958","3,0,3,306.788,766.252"
"959","3,0,3,299.393,756.794"
"960","3,0,3,292.451,746.989"
"961","3,0,3,285.977,736.856"
"962","3,0,3,279.987,726.41"
"963","3,0,3,274.494,715.668"
"964","3,0,3,269.516,704.648"
"965","3,0,3,265.066,693.367"
"966","3,0,3,261.16,681.841"
"967","3,0,3,259.416,675.992"
"968","3,0,3,257.813,670.088"
"969","3,0,3,256.354,664.131"
"970","3,0,3,255.041,658.124"
"971","3,0,3,253.875,652.068"
"972","3,0,3,252.858,645.966"
"973","3,0,3,251.993,639.82"
"974","3,0,3,251.281,633.632"
"975","3,0,3,250.723,627.403"
"976","3,0,3,250.323,621.137"
"977","3,0,3,250.081,614.835"
"978","3,0,3,250,608.5"
"979","3,0,3,250,608.5"
"980","3,0,3,257.251,612.526"
"981","3,0,3,264.598,616.296"
"982","3,0,3,272.037,619.81"
"983","3,0,3,279.56,623.069"
"984","3,0,3,287.162,626.07"
"985","3,0,3,294.837,628.815"
"986","3,0,3,302.579,631.302"
"987","3,0,3,310.381,633.531"
"988","3,0,3,318.238,635.502"
"989","3,0,3,326.143,637.214"
"990","3,0,3,334.091,638.666"
"991","3,0,3,342.074,639.859"
"992","3,0,3,350.088,640.792"
"993","3,0,3,358.126,641.464"
"994","3,0,3,366.182,641.875"
"995","3,0,3,374.25,642.025"
"996","3,0,3,382.324,641.913"
"997","3,0,3,390.397,641.538"
"998","3,0,3,398.465,640.901"
"999","3,0,3,406.52,640"
"1000","3,0,3,414.556,638.836"
"1001","3,0,3,422.568,637.407"
"1002","3,0,3,430.549,635.714"
"1003","3,0,3,438.494,633.756"
"1004","3,0,3,446.396,631.533"
"1005","3,0,3,454.249,629.044"
"1006","3,0,3,462.047,626.288"
"1007","3,0,3,469.784,623.266"
"1008","3,0,3,477.454,619.976"
"1009","3,0,3,485.05,616.419"
"1010","3,0,3,492.568,612.594"
"1011","3,0,3,500,608.5"
"1012","3,0,3,500,608.5"
"1013","3,0,3,507.432,612.594"
"1014","3,0,3,514.95,616.419"
"1015","3,0,3,522.546,619.976"
"1016","3,0,3,530.216,623.266"
"1017","3,0,3,537.953,626.288"
"1018","3,0,3,545.751,629.044"
"1019","3,0,3,553.604,631.533"
"1020","3,0,3,561.506,633.756"
"1021","3,0,3,569.451,635.714"
"1022","3,0,3,577.432,637.407"
"1023","3,0,3,585.444,638.836"
"1024","3,0,3,593.48,640"
"1025","3,0,3,601.535,640.901"
"1026","3,0,3,609.603,641.538"
"1027","3,0,3,617.676,641.913"
"1028","3,0,3,625.75,642.025"
"1029","3,0,3,633.818,641.875"
"1030","3,0,3,641.874,641.464"
"1031","3,0,3,649.912,640.792"
"1032","3,0,3,657.926,639.859"
"1033","3,0,3,665.909,638.666"
"1034","3,0,3,673.857,637.214"
"1035","3,0,3,681.762,635.502"
"1036","3,0,3,689.619,633.531"
"1037","3,0,3,697.421,631.302"
"1038","3,0,3,705.163,628.815"
"1039","3,0,3,712.838,626.07"
"1040","3,0,3,720.44,623.069"
"1041","3,0,3,727.963,619.81"
"1042","3,0,3,735.402,616.296"
"1043","3,0,3,742.749,612.526"
"1044","3,0,3,750,608.5"
"1045","3,0,3,NA,NA"
"1046","NA,NA,NA,NA,NA"
"1047","3,0,4,500,608.5"
"1048","3,0,4,507.179,604.167"
"1049","3,0,4,514.181,599.609"
"1050","3,0,4,521.003,594.832"
"1051","3,0,4,527.643,589.845"
"1052","3,0,4,534.095,584.652"
"1053","3,0,4,540.357,579.262"
"1054","3,0,4,546.426,573.68"
"1055","3,0,4,552.297,567.914"
"1056","3,0,4,557.967,561.97"
"1057","3,0,4,563.434,555.854"
"1058","3,0,4,568.693,549.574"
"1059","3,0,4,573.74,543.136"
"1060","3,0,4,578.573,536.546"
"1061","3,0,4,583.188,529.812"
"1062","3,0,4,587.582,522.941"
"1063","3,0,4,591.75,515.938"
"1064","3,0,4,595.69,508.81"
"1065","3,0,4,599.398,501.565"
"1066","3,0,4,602.87,494.208"
"1067","3,0,4,606.104,486.747"
"1068","3,0,4,609.095,479.188"
"1069","3,0,4,611.84,471.538"
"1070","3,0,4,614.335,463.804"
"1071","3,0,4,616.578,455.992"
"1072","3,0,4,618.565,448.109"
"1073","3,0,4,620.291,440.162"
"1074","3,0,4,621.755,432.157"
"1075","3,0,4,622.951,424.101"
"1076","3,0,4,623.877,416"
"1077","3,0,4,624.53,407.862"
"1078","3,0,4,624.905,399.693"
"1079","3,0,4,625,391.5"
"1080","3,0,4,625,391.5"
"1081","3,0,4,631.605,395.41"
"1082","3,0,4,638.104,399.546"
"1083","3,0,4,644.49,403.901"
"1084","3,0,4,650.756,408.474"
"1085","3,0,4,656.895,413.259"
"1086","3,0,4,662.901,418.253"
"1087","3,0,4,668.766,423.452"
"1088","3,0,4,674.484,428.852"
"1089","3,0,4,680.049,434.448"
"1090","3,0,4,685.453,440.238"
"1091","3,0,4,690.689,446.218"
"1092","3,0,4,695.752,452.382"
"1093","3,0,4,700.634,458.727"
"1094","3,0,4,705.327,465.25"
"1095","3,0,4,709.827,471.947"
"1096","3,0,4,714.125,478.812"
"1097","3,0,4,718.215,485.844"
"1098","3,0,4,722.091,493.037"
"1099","3,0,4,725.744,500.387"
"1100","3,0,4,729.17,507.892"
"1101","3,0,4,732.36,515.546"
"1102","3,0,4,735.309,523.346"
"1103","3,0,4,738.009,531.287"
"1104","3,0,4,740.453,539.367"
"1105","3,0,4,742.635,547.581"
"1106","3,0,4,744.549,555.925"
"1107","3,0,4,746.186,564.395"
"1108","3,0,4,747.541,572.987"
"1109","3,0,4,748.607,581.698"
"1110","3,0,4,749.376,590.523"
"1111","3,0,4,749.843,599.458"
"1112","3,0,4,750,608.5"
"1113","3,0,4,750,608.5"
"1114","3,0,4,742.749,612.526"
"1115","3,0,4,735.402,616.296"
"1116","3,0,4,727.963,619.81"
"1117","3,0,4,720.44,623.069"
"1118","3,0,4,712.838,626.07"
"1119","3,0,4,705.163,628.815"
"1120","3,0,4,697.421,631.302"
"1121","3,0,4,689.619,633.531"
"1122","3,0,4,681.762,635.502"
"1123","3,0,4,673.857,637.214"
"1124","3,0,4,665.909,638.666"
"1125","3,0,4,657.926,639.859"
"1126","3,0,4,649.912,640.792"
"1127","3,0,4,641.874,641.464"
"1128","3,0,4,633.818,641.875"
"1129","3,0,4,625.75,642.025"
"1130","3,0,4,617.676,641.913"
"1131","3,0,4,609.603,641.538"
"1132","3,0,4,601.535,640.901"
"1133","3,0,4,593.48,640"
"1134","3,0,4,585.444,638.836"
"1135","3,0,4,577.432,637.407"
"1136","3,0,4,569.451,635.714"
"1137","3,0,4,561.506,633.756"
"1138","3,0,4,553.604,631.533"
"1139","3,0,4,545.751,629.044"
"1140","3,0,4,537.953,626.288"
"1141","3,0,4,530.216,623.266"
"1142","3,0,4,522.546,619.976"
"1143","3,0,4,514.95,616.419"
"1144","3,0,4,507.432,612.594"
"1145","3,0,4,500,608.5"
"1146","3,0,4,NA,NA"
"1147","NA,NA,NA,NA,NA"
"1148","3,0,5,250,608.5"
"1149","3,0,5,242.949,604.194"
"1150","3,0,5,235.98,599.635"
"1151","3,0,5,229.103,594.82"
"1152","3,0,5,222.33,589.744"
"1153","3,0,5,215.67,584.403"
"1154","3,0,5,209.136,578.793"
"1155","3,0,5,202.738,572.91"
"1156","3,0,5,196.488,566.75"
"1157","3,0,5,190.395,560.309"
"1158","3,0,5,184.472,553.582"
"1159","3,0,5,178.729,546.566"
"1160","3,0,5,173.177,539.256"
"1161","3,0,5,167.827,531.649"
"1162","3,0,5,162.69,523.74"
"1163","3,0,5,157.777,515.525"
"1164","3,0,5,153.1,507"
"1165","3,0,5,149.833,500.488"
"1166","3,0,5,146.749,493.855"
"1167","3,0,5,143.851,487.107"
"1168","3,0,5,141.142,480.252"
"1169","3,0,5,138.628,473.293"
"1170","3,0,5,136.311,466.238"
"1171","3,0,5,134.196,459.093"
"1172","3,0,5,132.287,451.862"
"1173","3,0,5,130.588,444.554"
"1174","3,0,5,129.103,437.173"
"1175","3,0,5,127.835,429.725"
"1176","3,0,5,126.789,422.217"
"1177","3,0,5,125.969,414.655"
"1178","3,0,5,125.378,407.044"
"1179","3,0,5,125.02,399.39"
"1180","3,0,5,124.9,391.7"
"1181","3,0,5,124.982,385.255"
"1182","3,0,5,125.226,378.851"
"1183","3,0,5,125.629,372.489"
"1184","3,0,5,126.192,366.171"
"1185","3,0,5,126.91,359.898"
"1186","3,0,5,127.782,353.674"
"1187","3,0,5,128.807,347.5"
"1188","3,0,5,129.982,341.378"
"1189","3,0,5,131.306,335.31"
"1190","3,0,5,132.775,329.298"
"1191","3,0,5,134.39,323.344"
"1192","3,0,5,136.146,317.449"
"1193","3,0,5,138.043,311.616"
"1194","3,0,5,140.079,305.847"
"1195","3,0,5,142.251,300.144"
"1196","3,0,5,144.558,294.508"
"1197","3,0,5,149.567,283.447"
"1198","3,0,5,155.091,272.681"
"1199","3,0,5,161.114,262.224"
"1200","3,0,5,167.62,252.093"
"1201","3,0,5,174.594,242.303"
"1202","3,0,5,182.019,232.87"
"1203","3,0,5,189.881,223.81"
"1204","3,0,5,198.162,215.138"
"1205","3,0,5,206.849,206.869"
"1206","3,0,5,215.924,199.021"
"1207","3,0,5,225.373,191.608"
"1208","3,0,5,235.178,184.646"
"1209","3,0,5,245.326,178.151"
"1210","3,0,5,255.799,172.139"
"1211","3,0,5,266.583,166.624"
"1212","3,0,5,277.661,161.623"
"1213","3,0,5,283.306,159.321"
"1214","3,0,5,289.018,157.152"
"1215","3,0,5,294.796,155.12"
"1216","3,0,5,300.638,153.226"
"1217","3,0,5,306.541,151.473"
"1218","3,0,5,312.505,149.862"
"1219","3,0,5,318.526,148.394"
"1220","3,0,5,324.604,147.073"
"1221","3,0,5,330.735,145.9"
"1222","3,0,5,336.918,144.877"
"1223","3,0,5,343.152,144.006"
"1224","3,0,5,349.433,143.289"
"1225","3,0,5,355.761,142.728"
"1226","3,0,5,362.132,142.325"
"1227","3,0,5,368.546,142.082"
"1228","3,0,5,375,142"
"1229","3,0,5,382.968,142.124"
"1230","3,0,5,390.933,142.496"
"1231","3,0,5,398.89,143.121"
"1232","3,0,5,406.836,144"
"1233","3,0,5,414.767,145.137"
"1234","3,0,5,422.681,146.535"
"1235","3,0,5,430.572,148.197"
"1236","3,0,5,438.438,150.125"
"1237","3,0,5,446.274,152.323"
"1238","3,0,5,454.077,154.793"
"1239","3,0,5,461.844,157.539"
"1240","3,0,5,469.57,160.562"
"1241","3,0,5,477.253,163.868"
"1242","3,0,5,484.888,167.457"
"1243","3,0,5,492.471,171.333"
"1244","3,0,5,500,175.5"
"1245","3,0,5,500,175.5"
"1246","3,0,5,492.839,179.752"
"1247","3,0,5,485.853,184.234"
"1248","3,0,5,479.045,188.94"
"1249","3,0,5,472.419,193.862"
"1250","3,0,5,465.978,198.994"
"1251","3,0,5,459.726,204.329"
"1252","3,0,5,453.666,209.859"
"1253","3,0,5,447.802,215.578"
"1254","3,0,5,442.137,221.479"
"1255","3,0,5,436.675,227.555"
"1256","3,0,5,431.419,233.8"
"1257","3,0,5,426.374,240.205"
"1258","3,0,5,421.542,246.765"
"1259","3,0,5,416.927,253.472"
"1260","3,0,5,412.533,260.319"
"1261","3,0,5,408.363,267.3"
"1262","3,0,5,404.42,274.407"
"1263","3,0,5,400.708,281.635"
"1264","3,0,5,397.232,288.974"
"1265","3,0,5,393.993,296.42"
"1266","3,0,5,390.996,303.964"
"1267","3,0,5,388.245,311.601"
"1268","3,0,5,385.742,319.322"
"1269","3,0,5,383.492,327.122"
"1270","3,0,5,381.498,334.993"
"1271","3,0,5,379.763,342.928"
"1272","3,0,5,378.291,350.92"
"1273","3,0,5,377.086,358.963"
"1274","3,0,5,376.15,367.049"
"1275","3,0,5,375.489,375.172"
"1276","3,0,5,375.104,383.325"
"1277","3,0,5,375,391.5"
"1278","3,0,5,375,391.5"
"1279","3,0,5,368.395,395.41"
"1280","3,0,5,361.896,399.546"
"1281","3,0,5,355.51,403.901"
"1282","3,0,5,349.244,408.474"
"1283","3,0,5,343.105,413.259"
"1284","3,0,5,337.099,418.253"
"1285","3,0,5,331.234,423.452"
"1286","3,0,5,325.516,428.852"
"1287","3,0,5,319.951,434.448"
"1288","3,0,5,314.547,440.238"
"1289","3,0,5,309.311,446.218"
"1290","3,0,5,304.248,452.382"
"1291","3,0,5,299.366,458.727"
"1292","3,0,5,294.673,465.25"
"1293","3,0,5,290.173,471.947"
"1294","3,0,5,285.875,478.812"
"1295","3,0,5,281.785,485.844"
"1296","3,0,5,277.909,493.037"
"1297","3,0,5,274.256,500.387"
"1298","3,0,5,270.83,507.892"
"1299","3,0,5,267.64,515.546"
"1300","3,0,5,264.691,523.346"
"1301","3,0,5,261.991,531.287"
"1302","3,0,5,259.547,539.367"
"1303","3,0,5,257.365,547.581"
"1304","3,0,5,255.451,555.925"
"1305","3,0,5,253.814,564.395"
"1306","3,0,5,252.459,572.987"
"1307","3,0,5,251.393,581.698"
"1308","3,0,5,250.624,590.523"
"1309","3,0,5,250.157,599.458"
"1310","3,0,5,250,608.5"
"1311","3,0,5,NA,NA"
"1312","NA,NA,NA,NA,NA"
"1313","3,0,6,375,391.5"
"1314","3,0,6,382.137,387.458"
"1315","3,0,6,389.404,383.678"
"1316","3,0,6,396.792,380.158"
"1317","3,0,6,404.294,376.898"
"1318","3,0,6,411.899,373.9"
"1319","3,0,6,419.6,371.162"
"1320","3,0,6,427.388,368.685"
"1321","3,0,6,435.255,366.469"
"1322","3,0,6,443.191,364.513"
"1323","3,0,6,451.187,362.818"
"1324","3,0,6,459.236,361.384"
"1325","3,0,6,467.329,360.211"
"1326","3,0,6,475.457,359.298"
"1327","3,0,6,483.611,358.646"
"1328","3,0,6,491.782,358.255"
"1329","3,0,6,499.962,358.125"
"1330","3,0,6,508.143,358.255"
"1331","3,0,6,516.316,358.646"
"1332","3,0,6,524.471,359.298"
"1333","3,0,6,532.601,360.211"
"1334","3,0,6,540.696,361.384"
"1335","3,0,6,548.748,362.818"
"1336","3,0,6,556.749,364.513"
"1337","3,0,6,564.689,366.469"
"1338","3,0,6,572.56,368.685"
"1339","3,0,6,580.354,371.162"
"1340","3,0,6,588.061,373.9"
"1341","3,0,6,595.674,376.898"
"1342","3,0,6,603.182,380.158"
"1343","3,0,6,610.579,383.678"
"1344","3,0,6,617.854,387.458"
"1345","3,0,6,625,391.5"
"1346","3,0,6,625,391.5"
"1347","3,0,6,624.896,383.325"
"1348","3,0,6,624.511,375.172"
"1349","3,0,6,623.85,367.049"
"1350","3,0,6,622.914,358.963"
"1351","3,0,6,621.709,350.92"
"1352","3,0,6,620.237,342.928"
"1353","3,0,6,618.502,334.993"
"1354","3,0,6,616.508,327.122"
"1355","3,0,6,614.258,319.322"
"1356","3,0,6,611.755,311.601"
"1357","3,0,6,609.004,303.964"
"1358","3,0,6,606.007,296.42"
"1359","3,0,6,602.768,288.974"
"1360","3,0,6,599.292,281.635"
"1361","3,0,6,595.58,274.407"
"1362","3,0,6,591.638,267.3"
"1363","3,0,6,587.467,260.319"
"1364","3,0,6,583.073,253.472"
"1365","3,0,6,578.458,246.765"
"1366","3,0,6,573.626,240.205"
"1367","3,0,6,568.581,233.8"
"1368","3,0,6,563.325,227.555"
"1369","3,0,6,557.863,221.479"
"1370","3,0,6,552.198,215.578"
"1371","3,0,6,546.334,209.859"
"1372","3,0,6,540.274,204.329"
"1373","3,0,6,534.022,198.994"
"1374","3,0,6,527.581,193.862"
"1375","3,0,6,520.955,188.94"
"1376","3,0,6,514.147,184.234"
"1377","3,0,6,507.161,179.752"
"1378","3,0,6,500,175.5"
"1379","3,0,6,500,175.5"
"1380","3,0,6,492.839,179.752"
"1381","3,0,6,485.853,184.234"
"1382","3,0,6,479.045,188.94"
"1383","3,0,6,472.419,193.862"
"1384","3,0,6,465.978,198.994"
"1385","3,0,6,459.726,204.329"
"1386","3,0,6,453.666,209.859"
"1387","3,0,6,447.802,215.578"
"1388","3,0,6,442.137,221.479"
"1389","3,0,6,436.675,227.555"
"1390","3,0,6,431.419,233.8"
"1391","3,0,6,426.374,240.205"
"1392","3,0,6,421.542,246.765"
"1393","3,0,6,416.927,253.472"
"1394","3,0,6,412.533,260.319"
"1395","3,0,6,408.363,267.3"
"1396","3,0,6,404.42,274.407"
"1397","3,0,6,400.708,281.635"
"1398","3,0,6,397.232,288.974"
"1399","3,0,6,393.993,296.42"
"1400","3,0,6,390.996,303.964"
"1401","3,0,6,388.245,311.601"
"1402","3,0,6,385.742,319.322"
"1403","3,0,6,383.492,327.122"
"1404","3,0,6,381.498,334.993"
"1405","3,0,6,379.763,342.928"
"1406","3,0,6,378.291,350.92"
"1407","3,0,6,377.086,358.963"
"1408","3,0,6,376.15,367.049"
"1409","3,0,6,375.489,375.172"
"1410","3,0,6,375.104,383.325"
"1411","3,0,6,375,391.5"
"1412","3,0,6,NA,NA"
"1413","NA,NA,NA,NA,NA"
"1414","3,0,7,375,391.5"
"1415","3,0,7,368.395,395.41"
"1416","3,0,7,361.896,399.546"
"1417","3,0,7,355.51,403.901"
"1418","3,0,7,349.244,408.474"
"1419","3,0,7,343.105,413.259"
"1420","3,0,7,337.099,418.253"
"1421","3,0,7,331.234,423.452"
"1422","3,0,7,325.516,428.852"
"1423","3,0,7,319.951,434.448"
"1424","3,0,7,314.547,440.238"
"1425","3,0,7,309.311,446.218"
"1426","3,0,7,304.248,452.382"
"1427","3,0,7,299.366,458.727"
"1428","3,0,7,294.673,465.25"
"1429","3,0,7,290.173,471.947"
"1430","3,0,7,285.875,478.812"
"1431","3,0,7,281.785,485.844"
"1432","3,0,7,277.909,493.037"
"1433","3,0,7,274.256,500.387"
"1434","3,0,7,270.83,507.892"
"1435","3,0,7,267.64,515.546"
"1436","3,0,7,264.691,523.346"
"1437","3,0,7,261.991,531.287"
"1438","3,0,7,259.547,539.367"
"1439","3,0,7,257.365,547.581"
"1440","3,0,7,255.451,555.925"
"1441","3,0,7,253.814,564.395"
"1442","3,0,7,252.459,572.987"
"1443","3,0,7,251.393,581.698"
"1444","3,0,7,250.624,590.523"
"1445","3,0,7,250.157,599.458"
"1446","3,0,7,250,608.5"
"1447","3,0,7,250,608.5"
"1448","3,0,7,257.251,612.526"
"1449","3,0,7,264.598,616.296"
"1450","3,0,7,272.037,619.81"
"1451","3,0,7,279.56,623.069"
"1452","3,0,7,287.162,626.07"
"1453","3,0,7,294.837,628.815"
"1454","3,0,7,302.579,631.302"
"1455","3,0,7,310.381,633.531"
"1456","3,0,7,318.238,635.502"
"1457","3,0,7,326.143,637.214"
"1458","3,0,7,334.091,638.666"
"1459","3,0,7,342.074,639.859"
"1460","3,0,7,350.088,640.792"
"1461","3,0,7,358.126,641.464"
"1462","3,0,7,366.182,641.875"
"1463","3,0,7,374.25,642.025"
"1464","3,0,7,382.324,641.913"
"1465","3,0,7,390.397,641.538"
"1466","3,0,7,398.465,640.901"
"1467","3,0,7,406.52,640"
"1468","3,0,7,414.556,638.836"
"1469","3,0,7,422.568,637.407"
"1470","3,0,7,430.549,635.714"
"1471","3,0,7,438.494,633.756"
"1472","3,0,7,446.396,631.533"
"1473","3,0,7,454.249,629.044"
"1474","3,0,7,462.047,626.288"
"1475","3,0,7,469.784,623.266"
"1476","3,0,7,477.454,619.976"
"1477","3,0,7,485.05,616.419"
"1478","3,0,7,492.568,612.594"
"1479","3,0,7,500,608.5"
"1480","3,0,7,500,608.5"
"1481","3,0,7,492.821,604.167"
"1482","3,0,7,485.819,599.609"
"1483","3,0,7,478.997,594.832"
"1484","3,0,7,472.357,589.845"
"1485","3,0,7,465.905,584.652"
"1486","3,0,7,459.643,579.262"
"1487","3,0,7,453.574,573.68"
"1488","3,0,7,447.703,567.914"
"1489","3,0,7,442.033,561.97"
"1490","3,0,7,436.566,555.854"
"1491","3,0,7,431.307,549.574"
"1492","3,0,7,426.26,543.136"
"1493","3,0,7,421.427,536.546"
"1494","3,0,7,416.812,529.812"
"1495","3,0,7,412.418,522.941"
"1496","3,0,7,408.25,515.938"
"1497","3,0,7,404.31,508.81"
"1498","3,0,7,400.602,501.565"
"1499","3,0,7,397.13,494.208"
"1500","3,0,7,393.896,486.747"
"1501","3,0,7,390.905,479.188"
"1502","3,0,7,388.16,471.538"
"1503","3,0,7,385.665,463.804"
"1504","3,0,7,383.422,455.992"
"1505","3,0,7,381.435,448.109"
"1506","3,0,7,379.709,440.162"
"1507","3,0,7,378.245,432.157"
"1508","3,0,7,377.049,424.101"
"1509","3,0,7,376.123,416"
"1510","3,0,7,375.47,407.862"
"1511","3,0,7,375.095,399.693"
"1512","3,0,7,375,391.5"
"1513","3,0,7,NA,NA"
"1514","NA,NA,NA,NA,NA"
"1515","3,0,8,500,608.5"
"1516","3,0,8,492.821,604.167"
"1517","3,0,8,485.819,599.609"
"1518","3,0,8,478.997,594.832"
"1519","3,0,8,472.357,589.845"
"1520","3,0,8,465.905,584.652"
