"","Plant.id","Env","Gen","Fam","Site","Year","varb","resp","id","root","fit"
"514.Spike","H041237","Hop2004","M","M.2084","Hop","2004","Spike",0,514,1,1
"515.Spike","H041374","Hop2004","M","M.389","Hop","2004","Spike",0,515,1,1
"516.Spike","H041376","Hop2004","M","M.686","Hop","2004","Spike",0,516,1,1
"517.Spike","H041412","Hop2004","M","M.389","Hop","2004","Spike",0,517,1,1
"518.Spike","H041434","Hop2004","M","M.686","Hop","2004","Spike",0,518,1,1
"519.Spike","H041517","Hop2004","M","M.1086","Hop","2004","Spike",0,519,1,1
"520.Spike","H041525","Hop2004","M","M.1086","Hop","2004","Spike",0,520,1,1
"521.Spike","H041532","Hop2004","M","M.289","Hop","2004","Spike",0,521,1,1
"522.Spike","H041621","Hop2004","M","M.289","Hop","2004","Spike",0,522,1,1
"523.Spike","H041643","Hop2004","M","M.2084","Hop","2004","Spike",0,523,1,1
"524.Spike","H041646","Hop2004","M","M.1086","Hop","2004","Spike",0,524,1,1
"525.Spike","H041651","Hop2004","M","M.686","Hop","2004","Spike",0,525,1,1
"526.Spike","H041652","Hop2004","M","M.389","Hop","2004","Spike",0,526,1,1
"527.Spike","H041523","Hop2004","M","M.389","Hop","2004","Spike",3,527,1,1
"528.Spike","H041512","Hop2004","M","M.286","Hop","2004","Spike",3,528,1,1
"529.Spike","H041546","Hop2004","M","M.289","Hop","2004","Spike",7,529,1,1
"530.Spike","H041647","Hop2004","M","M.2084","Hop","2004","Spike",7,530,1,1
"531.Spike","H041172","Hop2004","M","M.686","Hop","2004","Spike",14,531,1,1
"532.Spike","H041173","Hop2004","X","X.187","Hop","2004","Spike",0,532,1,1
"533.Spike","H041175","Hop2004","X","X.189","Hop","2004","Spike",0,533,1,1
"534.Spike","H041177","Hop2004","X","X.287","Hop","2004","Spike",0,534,1,1
"535.Spike","H041221","Hop2004","X","X.489","Hop","2004","Spike",0,535,1,1
"536.Spike","H041253","Hop2004","X","X.589","Hop","2004","Spike",0,536,1,1
"537.Spike","H041273","Hop2004","X","X.287","Hop","2004","Spike",0,537,1,1
"538.Spike","H041333","Hop2004","X","X.187","Hop","2004","Spike",0,538,1,1
"539.Spike","H041346","Hop2004","X","X.287","Hop","2004","Spike",0,539,1,1
"540.Spike","H041351","Hop2004","X","X.187","Hop","2004","Spike",0,540,1,1
"541.Spike","H041511","Hop2004","X","X.189","Hop","2004","Spike",0,541,1,1
"542.Spike","H041615","Hop2004","X","X.489","Hop","2004","Spike",0,542,1,1
"543.Spike","H041644","Hop2004","X","X.589","Hop","2004","Spike",0,543,1,1
"544.Spike","H041656","Hop2004","X","X.189","Hop","2004","Spike",0,544,1,1
"545.Spike","H041661","Hop2004","X","X.287","Hop","2004","Spike",0,545,1,1
"546.Spike","H041735","Hop2004","X","X.589","Hop","2004","Spike",0,546,1,1
"547.Spike","H041534","Hop2004","X","X.189","Hop","2004","Spike",3,547,1,1
"548.Spike","H042157","Hop2004","M","M.389","Hop","2004","Spike",0,548,1,1
"549.Spike","H042163","Hop2004","M","M.389","Hop","2004","Spike",0,549,1,1
"550.Spike","H042236","Hop2004","M","M.286","Hop","2004","Spike",0,550,1,1
"551.Spike","H042245","Hop2004","M","M.289","Hop","2004","Spike",0,551,1,1
"552.Spike","H042413","Hop2004","M","M.286","Hop","2004","Spike",0,552,1,1
"553.Spike","H042414","Hop2004","M","M.1086","Hop","2004","Spike",0,553,1,1
"554.Spike","H042421","Hop2004","M","M.1086","Hop","2004","Spike",0,554,1,1
"555.Spike","H042457","Hop2004","M","M.286","Hop","2004","Spike",0,555,1,1
"556.Spike","H042534","Hop2004","M","M.1086","Hop","2004","Spike",0,556,1,1
"557.Spike","H042556","Hop2004","M","M.686","Hop","2004","Spike",0,557,1,1
"558.Spike","H042566","Hop2004","M","M.286","Hop","2004","Spike",0,558,1,1
"559.Spike","H042654","Hop2004","M","M.2084","Hop","2004","Spike",0,559,1,1
"560.Spike","H042666","Hop2004","M","M.289","Hop","2004","Spike",0,560,1,1
"561.Spike","H042736","Hop2004","M","M.289","Hop","2004","Spike",0,561,1,1
"562.Spike","H042261","Hop2004","M","M.389","Hop","2004","Spike",1,562,1,1
"563.Spike","H042244","Hop2004","M","M.2084","Hop","2004","Spike",1,563,1,1
"564.Spike","H042114","Hop2004","M","M.2084","Hop","2004","Spike",2,564,1,1
"565.Spike","H042246","Hop2004","M","M.686","Hop","2004","Spike",3,565,1,1
"566.Spike","H042653","Hop2004","M","M.289","Hop","2004","Spike",4,566,1,1
"567.Spike","H042553","Hop2004","M","M.686","Hop","2004","Spike",4,567,1,1
"568.Spike","H042364","Hop2004","M","M.686","Hop","2004","Spike",5,568,1,1
"569.Spike","H042156","Hop2004","X","X.589","Hop","2004","Spike",0,569,1,1
"570.Spike","H042222","Hop2004","X","X.187","Hop","2004","Spike",0,570,1,1
"571.Spike","H042314","Hop2004","X","X.489","Hop","2004","Spike",0,571,1,1
"572.Spike","H042353","Hop2004","X","X.589","Hop","2004","Spike",0,572,1,1
"573.Spike","H042357","Hop2004","X","X.489","Hop","2004","Spike",0,573,1,1
"574.Spike","H042361","Hop2004","X","X.489","Hop","2004","Spike",0,574,1,1
"575.Spike","H042374","Hop2004","X","X.287","Hop","2004","Spike",0,575,1,1
"576.Spike","H042425","Hop2004","X","X.189","Hop","2004","Spike",0,576,1,1
"577.Spike","H042427","Hop2004","X","X.489","Hop","2004","Spike",0,577,1,1
"578.Spike","H042471","Hop2004","X","X.287","Hop","2004","Spike",0,578,1,1
"579.Spike","H042562","Hop2004","X","X.187","Hop","2004","Spike",0,579,1,1
"580.Spike","H042563","Hop2004","X","X.189","Hop","2004","Spike",0,580,1,1
"581.Spike","H042663","Hop2004","X","X.189","Hop","2004","Spike",0,581,1,1
"582.Spike","H042172","Hop2004","X","X.589","Hop","2004","Spike",0,582,1,1
"583.Spike","H042155","Hop2004","X","X.187","Hop","2004","Spike",1,583,1,1
"584.Spike","H043211","Hop2004","M","M.389","Hop","2004","Spike",0,584,1,1
"585.Spike","H043273","Hop2004","M","M.286","Hop","2004","Spike",0,585,1,1
"586.Spike","H043354","Hop2004","M","M.1086","Hop","2004","Spike",0,586,1,1
"587.Spike","H043414","Hop2004","M","M.389","Hop","2004","Spike",0,587,1,1
"588.Spike","H043442","Hop2004","M","M.686","Hop","2004","Spike",0,588,1,1
"589.Spike","H043446","Hop2004","M","M.389","Hop","2004","Spike",0,589,1,1
"590.Spike","H043521","Hop2004","M","M.2084","Hop","2004","Spike",0,590,1,1
"591.Spike","H043535","Hop2004","M","M.286","Hop","2004","Spike",0,591,1,1
"592.Spike","H043547","Hop2004","M","M.1086","Hop","2004","Spike",0,592,1,1
"593.Spike","H043573","Hop2004","M","M.1086","Hop","2004","Spike",0,593,1,1
"594.Spike","H043622","Hop2004","M","M.289","Hop","2004","Spike",0,594,1,1
"595.Spike","H043654","Hop2004","M","M.2084","Hop","2004","Spike",0,595,1,1
"596.Spike","H043655","Hop2004","M","M.2084","Hop","2004","Spike",0,596,1,1
"597.Spike","H043661","Hop2004","M","M.686","Hop","2004","Spike",0,597,1,1
"598.Spike","H043731","Hop2004","M","M.286","Hop","2004","Spike",0,598,1,1
"599.Spike","H043524","Hop2004","M","M.289","Hop","2004","Spike",3,599,1,1
"600.Spike","H043134","Hop2004","M","M.289","Hop","2004","Spike",15,600,1,1
"601.Spike","H043121","Hop2004","X","X.287","Hop","2004","Spike",0,601,1,1
"602.Spike","H043136","Hop2004","X","X.189","Hop","2004","Spike",0,602,1,1
"603.Spike","H043262","Hop2004","X","X.489","Hop","2004","Spike",0,603,1,1
"604.Spike","H043274","Hop2004","X","X.287","Hop","2004","Spike",0,604,1,1
"605.Spike","H043311","Hop2004","X","X.589","Hop","2004","Spike",0,605,1,1
"606.Spike","H043323","Hop2004","X","X.189","Hop","2004","Spike",0,606,1,1
"607.Spike","H043353","Hop2004","X","X.187","Hop","2004","Spike",0,607,1,1
"608.Spike","H043361","Hop2004","X","X.287","Hop","2004","Spike",0,608,1,1
"609.Spike","H043365","Hop2004","X","X.189","Hop","2004","Spike",0,609,1,1
"610.Spike","H043376","Hop2004","X","X.589","Hop","2004","Spike",0,610,1,1
"611.Spike","H043455","Hop2004","X","X.489","Hop","2004","Spike",0,611,1,1
"612.Spike","H043476","Hop2004","X","X.187","Hop","2004","Spike",0,612,1,1
"613.Spike","H043512","Hop2004","X","X.489","Hop","2004","Spike",0,613,1,1
"614.Spike","H043537","Hop2004","X","X.489","Hop","2004","Spike",0,614,1,1
"615.Spike","H043554","Hop2004","X","X.187","Hop","2004","Spike",0,615,1,1
"616.Spike","H043555","Hop2004","X","X.287","Hop","2004","Spike",0,616,1,1
"617.Spike","H061575","Hop2006","M","M.686","Hop","2006","Spike",0,617,1,1
"618.Spike","H061534","Hop2006","M","M.289","Hop","2006","Spike",18,618,1,1
"619.Spike","H061536","Hop2006","M","M.289","Hop","2006","Spike",25,619,1,1
"620.Spike","H061526","Hop2006","M","M.686","Hop","2006","Spike",36,620,1,1
"621.Spike","H061532","Hop2006","M","M.289","Hop","2006","Spike",38,621,1,1
"622.Spike","H061417","Hop2006","M","M.389","Hop","2006","Spike",59,622,1,1
"623.Spike","H061416","Hop2006","M","M.289","Hop","2006","Spike",75,623,1,1
"624.Spike","H061265","Hop2006","M","M.2084","Hop","2006","Spike",79,624,1,1
"625.Spike","H061146","Hop2006","M","M.286","Hop","2006","Spike",91,625,1,1
"626.Spike","H061426","Hop2006","M","M.389","Hop","2006","Spike",96,626,1,1
"627.Spike","H061117","Hop2006","M","M.389","Hop","2006","Spike",188,627,1,1
"628.Spike","H061111","Hop2006","M","M.286","Hop","2006","Spike",203,628,1,1
"629.Spike","H061314","Hop2006","M","M.2084","Hop","2006","Spike",218,629,1,1
"630.Spike","H061336","Hop2006","M","M.1086","Hop","2006","Spike",236,630,1,1
"631.Spike","H061143","Hop2006","M","M.686","Hop","2006","Spike",315,631,1,1
"632.Spike","H061133","Hop2006","M","M.2084","Hop","2006","Spike",320,632,1,1
"633.Spike","H061364","Hop2006","X","X.189","Hop","2006","Spike",0,633,1,1
"634.Spike","H061414","Hop2006","X","X.589","Hop","2006","Spike",0,634,1,1
"635.Spike","H061377","Hop2006","X","X.189","Hop","2006","Spike",2,635,1,1
"636.Spike","H061434","Hop2006","X","X.287","Hop","2006","Spike",10,636,1,1
"637.Spike","H061432","Hop2006","X","X.189","Hop","2006","Spike",11,637,1,1
"638.Spike","H061516","Hop2006","X","X.187","Hop","2006","Spike",15,638,1,1
"639.Spike","H061125","Hop2006","X","X.287","Hop","2006","Spike",24,639,1,1
"640.Spike","H061353","Hop2006","X","X.589","Hop","2006","Spike",26,640,1,1
"641.Spike","H061551","Hop2006","X","X.489","Hop","2006","Spike",27,641,1,1
"642.Spike","H061447","Hop2006","X","X.189","Hop","2006","Spike",31,642,1,1
"643.Spike","H061574","Hop2006","X","X.489","Hop","2006","Spike",36,643,1,1
"644.Spike","H061352","Hop2006","X","X.187","Hop","2006","Spike",53,644,1,1
"645.Spike","H061424","Hop2006","X","X.187","Hop","2006","Spike",63,645,1,1
"646.Spike","H061134","Hop2006","X","X.287","Hop","2006","Spike",81,646,1,1
"647.Spike","H061175","Hop2006","X","X.489","Hop","2006","Spike",143,647,1,1
"648.Spike","H061241","Hop2006","X","X.187","Hop","2006","Spike",160,648,1,1
"649.Spike","H061154","Hop2006","X","X.287","Hop","2006","Spike",173,649,1,1
"650.Spike","H061122","Hop2006","X","X.187","Hop","2006","Spike",333,650,1,1
"651.Spike","H062556","Hop2006","M","M.2084","Hop","2006","Spike",16,651,1,1
"652.Spike","H062427","Hop2006","M","M.389","Hop","2006","Spike",18,652,1,1
"653.Spike","H062125","Hop2006","M","M.286","Hop","2006","Spike",20,653,1,1
"654.Spike","H062117","Hop2006","M","M.1086","Hop","2006","Spike",41,654,1,1
"655.Spike","H062536","Hop2006","M","M.1086","Hop","2006","Spike",61,655,1,1
"656.Spike","H062546","Hop2006","M","M.686","Hop","2006","Spike",72,656,1,1
"657.Spike","H062126","Hop2006","M","M.1086","Hop","2006","Spike",74,657,1,1
"658.Spike","H062561","Hop2006","M","M.389","Hop","2006","Spike",106,658,1,1
"659.Spike","H062373","Hop2006","M","M.389","Hop","2006","Spike",107,659,1,1
"660.Spike","H062362","Hop2006","M","M.286","Hop","2006","Spike",125,660,1,1
"661.Spike","H062224","Hop2006","M","M.2084","Hop","2006","Spike",172,661,1,1
"662.Spike","H062564","Hop2006","M","M.2084","Hop","2006","Spike",176,662,1,1
"663.Spike","H062342","Hop2006","M","M.289","Hop","2006","Spike",192,663,1,1
"664.Spike","H062511","Hop2006","M","M.686","Hop","2006","Spike",200,664,1,1
"665.Spike","H062211","Hop2006","M","M.286","Hop","2006","Spike",225,665,1,1
"666.Spike","H062253","Hop2006","M","M.686","Hop","2006","Spike",324,666,1,1
"667.Spike","H062312","Hop2006","M","M.289","Hop","2006","Spike",513,667,1,1
"668.Spike","H062175","Hop2006","X","X.489","Hop","2006","Spike",0,668,1,1
"669.Spike","H062322","Hop2006","X","X.489","Hop","2006","Spike",0,669,1,1
"670.Spike","H062351","Hop2006","X","X.189","Hop","2006","Spike",0,670,1,1
"671.Spike","H062365","Hop2006","X","X.489","Hop","2006","Spike",0,671,1,1
"672.Spike","H062445","Hop2006","X","X.189","Hop","2006","Spike",7,672,1,1
"673.Spike","H062432","Hop2006","X","X.489","Hop","2006","Spike",22,673,1,1
"674.Spike","H062524","Hop2006","X","X.589","Hop","2006","Spike",26,674,1,1
"675.Spike","H062377","Hop2006","X","X.187","Hop","2006","Spike",29,675,1,1
"676.Spike","H062246","Hop2006","X","X.189","Hop","2006","Spike",49,676,1,1
"677.Spike","H062573","Hop2006","X","X.189","Hop","2006","Spike",58,677,1,1
"678.Spike","H062115","Hop2006","X","X.287","Hop","2006","Spike",67,678,1,1
"679.Spike","H062567","Hop2006","X","X.589","Hop","2006","Spike",108,679,1,1
"680.Spike","H062325","Hop2006","X","X.287","Hop","2006","Spike",132,680,1,1
"681.Spike","H062364","Hop2006","X","X.287","Hop","2006","Spike",133,681,1,1
"682.Spike","H062376","Hop2006","X","X.589","Hop","2006","Spike",304,682,1,1
"683.Spike","H062337","Hop2006","X","X.589","Hop","2006","Spike",321,683,1,1
"684.Spike","H062357","Hop2006","X","X.187","Hop","2006","Spike",452,684,1,1
"685.Spike","H063371","Hop2006","M","M.286","Hop","2006","Spike",0,685,1,1
"686.Spike","H063311","Hop2006","M","M.2084","Hop","2006","Spike",0,686,1,1
"687.Spike","H063412","Hop2006","M","M.2084","Hop","2006","Spike",0,687,1,1
"688.Spike","H063165","Hop2006","M","M.1086","Hop","2006","Spike",8,688,1,1
"689.Spike","H063572","Hop2006","M","M.286","Hop","2006","Spike",11,689,1,1
"690.Spike","H063422","Hop2006","M","M.686","Hop","2006","Spike",12,690,1,1
"691.Spike","H063512","Hop2006","M","M.289","Hop","2006","Spike",15,691,1,1
"692.Spike","H063517","Hop2006","M","M.1086","Hop","2006","Spike",20,692,1,1
"693.Spike","H063251","Hop2006","M","M.2084","Hop","2006","Spike",26,693,1,1
"694.Spike","H063467","Hop2006","M","M.389","Hop","2006","Spike",57,694,1,1
"695.Spike","H063545","Hop2006","M","M.289","Hop","2006","Spike",64,695,1,1
"696.Spike","H063234","Hop2006","M","M.686","Hop","2006","Spike",84,696,1,1
"697.Spike","H063277","Hop2006","M","M.686","Hop","2006","Spike",125,697,1,1
"698.Spike","H063366","Hop2006","M","M.1086","Hop","2006","Spike",172,698,1,1
"699.Spike","H063257","Hop2006","M","M.286","Hop","2006","Spike",212,699,1,1
"700.Spike","H063434","Hop2006","M","M.389","Hop","2006","Spike",224,700,1,1
"701.Spike","H063415","Hop2006","M","M.289","Hop","2006","Spike",264,701,1,1
"702.Spike","H063157","Hop2006","X","X.189","Hop","2006","Spike",0,702,1,1
"703.Spike","H063173","Hop2006","X","X.589","Hop","2006","Spike",0,703,1,1
"704.Spike","H063314","Hop2006","X","X.489","Hop","2006","Spike",0,704,1,1
"705.Spike","H063335","Hop2006","X","X.187","Hop","2006","Spike",0,705,1,1
"706.Spike","H063235","Hop2006","X","X.489","Hop","2006","Spike",8,706,1,1
"707.Spike","H063242","Hop2006","X","X.287","Hop","2006","Spike",10,707,1,1
"708.Spike","H063252","Hop2006","X","X.489","Hop","2006","Spike",13,708,1,1
"709.Spike","H063543","Hop2006","X","X.187","Hop","2006","Spike",16,709,1,1
"710.Spike","H063123","Hop2006","X","X.589","Hop","2006","Spike",26,710,1,1
"711.Spike","H063522","Hop2006","X","X.489","Hop","2006","Spike",26,711,1,1
"712.Spike","H063262","Hop2006","X","X.589","Hop","2006","Spike",37,712,1,1
"713.Spike","H063367","Hop2006","X","X.187","Hop","2006","Spike",41,713,1,1
"714.Spike","H063442","Hop2006","X","X.187","Hop","2006","Spike",47,714,1,1
"715.Spike","H063336","Hop2006","X","X.189","Hop","2006","Spike",85,715,1,1
"716.Spike","H063411","Hop2006","X","X.287","Hop","2006","Spike",87,716,1,1
"717.Spike","H063455","Hop2006","X","X.287","Hop","2006","Spike",88,717,1,1
"718.Spike","H063236","Hop2006","X","X.589","Hop","2006","Spike",156,718,1,1
"719.Spike","H063547","Hop2006","X","X.189","Hop","2006","Spike",208,719,1,1
"720.Spike","H07010219","Hop2007","M","M.389","Hop","2007","Spike",0,720,1,1
"721.Spike","H07011114","Hop2007","M","M.1086","Hop","2007","Spike",0,721,1,1
"722.Spike","H07010417","Hop2007","M","M.686","Hop","2007","Spike",0,722,1,1
"723.Spike","H07010506","Hop2007","M","M.2084","Hop","2007","Spike",0,723,1,1
"724.Spike","H07010520","Hop2007","M","M.000","Hop","2007","Spike",0,724,1,1
"725.Spike","H07011001","Hop2007","M","M.289","Hop","2007","Spike",0,725,1,1
"726.Spike","H07011310","Hop2007","M","M.000","Hop","2007","Spike",0,726,1,1
"727.Spike","H07011510","Hop2007","M","M.389","Hop","2007","Spike",0,727,1,1
"728.Spike","H07011511","Hop2007","M","M.289","Hop","2007","Spike",0,728,1,1
"729.Spike","H07011820","Hop2007","M","M.1086","Hop","2007","Spike",0,729,1,1
"730.Spike","H07011904","Hop2007","M","M.1086","Hop","2007","Spike",0,730,1,1
"731.Spike","H07011605","Hop2007","M","M.2084","Hop","2007","Spike",1,731,1,1
"732.Spike","H07010517","Hop2007","M","M.2084","Hop","2007","Spike",2,732,1,1
"733.Spike","H07010908","Hop2007","M","M.686","Hop","2007","Spike",2,733,1,1
"734.Spike","H07011015","Hop2007","M","M.289","Hop","2007","Spike",3,734,1,1
"735.Spike","H07010812","Hop2007","M","M.000","Hop","2007","Spike",5,735,1,1
"736.Spike","H07010608","Hop2007","X","X.589","Hop","2007","Spike",0,736,1,1
"737.Spike","H07010216","Hop2007","X","X.187","Hop","2007","Spike",0,737,1,1
"738.Spike","H07010306","Hop2007","X","X.287","Hop","2007","Spike",0,738,1,1
"739.Spike","H07010317","Hop2007","X","X.489","Hop","2007","Spike",0,739,1,1
"740.Spike","H07010514","Hop2007","X","X.489","Hop","2007","Spike",0,740,1,1
"741.Spike","H07010613","Hop2007","X","X.589","Hop","2007","Spike",0,741,1,1
"742.Spike","H07010901","Hop2007","X","X.000","Hop","2007","Spike",0,742,1,1
"743.Spike","H07010907","Hop2007","X","X.189","Hop","2007","Spike",0,743,1,1
"744.Spike","H07010920","Hop2007","X","X.489","Hop","2007","Spike",0,744,1,1
"745.Spike","H07011007","Hop2007","X","X.189","Hop","2007","Spike",0,745,1,1
"746.Spike","H07011012","Hop2007","X","X.000","Hop","2007","Spike",0,746,1,1
"747.Spike","H07011112","Hop2007","X","X.000","Hop","2007","Spike",0,747,1,1
"748.Spike","H07011118","Hop2007","X","X.287","Hop","2007","Spike",0,748,1,1
"749.Spike","H07011206","Hop2007","X","X.187","Hop","2007","Spike",0,749,1,1
"750.Spike","H07011516","Hop2007","X","X.287","Hop","2007","Spike",0,750,1,1
"751.Spike","H07011709","Hop2007","X","X.189","Hop","2007","Spike",0,751,1,1
"752.Spike","H07011911","Hop2007","X","X.589","Hop","2007","Spike",0,752,1,1
"753.Spike","H07012019","Hop2007","X","X.187","Hop","2007","Spike",0,753,1,1
"754.Spike","H07020401","Hop2007","M","M.000","Hop","2007","Spike",0,754,1,1
"755.Spike","H07021201","Hop2007","M","M.389","Hop","2007","Spike",0,755,1,1
"756.Spike","H07021319","Hop2007","M","M.1086","Hop","2007","Spike",0,756,1,1
"757.Spike","H07021418","Hop2007","M","M.2084","Hop","2007","Spike",0,757,1,1
"758.Spike","H07021511","Hop2007","M","M.389","Hop","2007","Spike",0,758,1,1
"759.Spike","H07021517","Hop2007","M","M.2084","Hop","2007","Spike",0,759,1,1
"760.Spike","H07021603","Hop2007","M","M.1086","Hop","2007","Spike",0,760,1,1
"761.Spike","H07021618","Hop2007","M","M.2084","Hop","2007","Spike",0,761,1,1
"762.Spike","H07021811","Hop2007","M","M.389","Hop","2007","Spike",0,762,1,1
"763.Spike","H07021908","Hop2007","M","M.289","Hop","2007","Spike",0,763,1,1
"764.Spike","H07021910","Hop2007","M","M.1086","Hop","2007","Spike",0,764,1,1
"765.Spike","H07021919","Hop2007","M","M.686","Hop","2007","Spike",0,765,1,1
"766.Spike","H07022001","Hop2007","M","M.289","Hop","2007","Spike",0,766,1,1
"767.Spike","H07020915","Hop2007","M","M.686","Hop","2007","Spike",2,767,1,1
"768.Spike","H07020502","Hop2007","M","M.686","Hop","2007","Spike",2,768,1,1
"769.Spike","H07020209","Hop2007","M","M.000","Hop","2007","Spike",3,769,1,1
"770.Spike","H07020213","Hop2007","X","X.489","Hop","2007","Spike",0,770,1,1
"771.Spike","H07020217","Hop2007","X","X.589","Hop","2007","Spike",0,771,1,1
"772.Spike","H07020508","Hop2007","X","X.589","Hop","2007","Spike",0,772,1,1
"773.Spike","H07020708","Hop2007","X","X.000","Hop","2007","Spike",0,773,1,1
"774.Spike","H07020803","Hop2007","X","X.589","Hop","2007","Spike",0,774,1,1
"775.Spike","H07020805","Hop2007","X","X.187","Hop","2007","Spike",0,775,1,1
"776.Spike","H07020909","Hop2007","X","X.189","Hop","2007","Spike",0,776,1,1
"777.Spike","H07020910","Hop2007","X","X.187","Hop","2007","Spike",0,777,1,1
"778.Spike","H07020916","Hop2007","X","X.489","Hop","2007","Spike",0,778,1,1
"779.Spike","H07020918","Hop2007","X","X.189","Hop","2007","Spike",0,779,1,1
"780.Spike","H07021009","Hop2007","X","X.287","Hop","2007","Spike",0,780,1,1
"781.Spike","H07021212","Hop2007","X","X.000","Hop","2007","Spike",0,781,1,1
"782.Spike","H07021214","Hop2007","X","X.287","Hop","2007","Spike",0,782,1,1
"783.Spike","H07021304","Hop2007","X","X.189","Hop","2007","Spike",0,783,1,1
"784.Spike","H07021407","Hop2007","X","X.489","Hop","2007","Spike",0,784,1,1
"785.Spike","H07021604","Hop2007","X","X.000","Hop","2007","Spike",0,785,1,1
"786.Spike","H07021805","Hop2007","X","X.187","Hop","2007","Spike",0,786,1,1
"787.Spike","H07021808","Hop2007","X","X.287","Hop","2007","Spike",0,787,1,1
"788.Spike","H07030112","Hop2007","M","M.2084","Hop","2007","Spike",0,788,1,1
"789.Spike","H07030319","Hop2007","M","M.000","Hop","2007","Spike",0,789,1,1
"790.Spike","H07030609","Hop2007","M","M.686","Hop","2007","Spike",0,790,1,1
"791.Spike","H07030613","Hop2007","M","M.2084","Hop","2007","Spike",0,791,1,1
"792.Spike","H07030620","Hop2007","M","M.289","Hop","2007","Spike",0,792,1,1
"793.Spike","H07030905","Hop2007","M","M.1086","Hop","2007","Spike",0,793,1,1
"794.Spike","H07031106","Hop2007","M","M.000","Hop","2007","Spike",0,794,1,1
"795.Spike","H07031202","Hop2007","M","M.389","Hop","2007","Spike",0,795,1,1
"796.Spike","H07031219","Hop2007","M","M.389","Hop","2007","Spike",0,796,1,1
"797.Spike","H07031619","Hop2007","M","M.389","Hop","2007","Spike",0,797,1,1
"798.Spike","H07031812","Hop2007","M","M.289","Hop","2007","Spike",0,798,1,1
"799.Spike","H07031917","Hop2007","M","M.000","Hop","2007","Spike",0,799,1,1
"800.Spike","H07031920","Hop2007","M","M.686","Hop","2007","Spike",0,800,1,1
"801.Spike","H07031307","Hop2007","M","M.686","Hop","2007","Spike",1,801,1,1
"802.Spike","H07031519","Hop2007","M","M.1086","Hop","2007","Spike",2,802,1,1
"803.Spike","H07030618","Hop2007","M","M.289","Hop","2007","Spike",3,803,1,1
"804.Spike","H07030304","Hop2007","X","X.000","Hop","2007","Spike",0,804,1,1
"805.Spike","H07030412","Hop2007","X","X.187","Hop","2007","Spike",0,805,1,1
"806.Spike","H07030604","Hop2007","X","X.189","Hop","2007","Spike",0,806,1,1
"807.Spike","H07030706","Hop2007","X","X.589","Hop","2007","Spike",0,807,1,1
"808.Spike","H07030804","Hop2007","X","X.287","Hop","2007","Spike",0,808,1,1
"809.Spike","H07031004","Hop2007","X","X.589","Hop","2007","Spike",0,809,1,1
"810.Spike","H07031010","Hop2007","X","X.187","Hop","2007","Spike",0,810,1,1
"811.Spike","H07031214","Hop2007","X","X.000","Hop","2007","Spike",0,811,1,1
"812.Spike","H07031404","Hop2007","X","X.287","Hop","2007","Spike",0,812,1,1
"813.Spike","H07031407","Hop2007","X","X.287","Hop","2007","Spike",0,813,1,1
"814.Spike","H07031411","Hop2007","X","X.189","Hop","2007","Spike",0,814,1,1
"815.Spike","H07031514","Hop2007","X","X.489","Hop","2007","Spike",0,815,1,1
"816.Spike","H07031801","Hop2007","X","X.000","Hop","2007","Spike",0,816,1,1
"817.Spike","H07031817","Hop2007","X","X.489","Hop","2007","Spike",0,817,1,1
"818.Spike","H07031913","Hop2007","X","X.589","Hop","2007","Spike",0,818,1,1
"819.Spike","H07032003","Hop2007","X","X.489","Hop","2007","Spike",0,819,1,1
"820.Spike","H07032004","Hop2007","X","X.189","Hop","2007","Spike",0,820,1,1
"821.Spike","H07032007","Hop2007","X","X.187","Hop","2007","Spike",0,821,1,1
