"","SIRE","DAM","POP","SITE","ROW","BLK","varb","resp","id","root","fit"
"410.fecund","3077","3143","3","M",10,"1","fecund",1,410,1,0
"411.fecund","3055","3087","3","M",10,"1","fecund",0,411,1,0
"412.fecund","3140","3120","3","M",10,"1","fecund",0,412,1,0
"413.fecund","2195","2218","2","M",10,"1","fecund",1,413,1,0
"414.fecund","2084","2043","2","M",10,"1","fecund",1,414,1,0
"415.fecund","1026","1131","1","M",10,"1","fecund",1,415,1,0
"416.fecund","3046","3168","3","M",10,"1","fecund",1,416,1,0
"417.fecund","3037","3125","3","M",10,"1","fecund",1,417,1,0
"418.fecund","3017","3169","3","M",10,"1","fecund",1,418,1,0
"419.fecund","3110","3114","3","M",10,"1","fecund",1,419,1,0
"420.fecund","3194","3022","3","M",10,"1","fecund",1,420,1,0
"421.fecund","3198","3155","3","M",10,"1","fecund",1,421,1,0
"422.fecund","3014","3161","3","M",10,"1","fecund",0,422,1,0
"423.fecund","3175","3039","3","M",10,"1","fecund",1,423,1,0
"424.fecund","2082","2205","2","M",10,"1","fecund",1,424,1,0
"425.fecund","2108","2148","2","M",10,"1","fecund",1,425,1,0
"426.fecund","3089","3029","3","M",10,"1","fecund",0,426,1,0
"427.fecund","3046","3168","3","M",10,"1","fecund",1,427,1,0
"428.fecund","1039","1025","1","M",10,"1","fecund",1,428,1,0
"429.fecund","3057","3186","3","M",10,"1","fecund",1,429,1,0
"430.fecund","1109","1062","1","M",10,"1","fecund",1,430,1,0
"431.fecund","2020","2210","2","M",10,"1","fecund",1,431,1,0
"432.fecund","2024","2106","2","M",10,"1","fecund",1,432,1,0
"433.fecund","2195","2033","2","M",10,"1","fecund",1,433,1,0
"434.fecund","1145","1092","1","M",10,"1","fecund",1,434,1,0
"435.fecund","2031","2061","2","M",10,"1","fecund",1,435,1,0
"436.fecund","2031","2061","2","M",10,"1","fecund",1,436,1,0
"437.fecund","3004","3145","3","M",10,"1","fecund",1,437,1,0
"438.fecund","1029","1139","1","M",10,"1","fecund",0,438,1,0
"439.fecund","2074","2035","2","M",10,"1","fecund",1,439,1,0
"440.fecund","1076","1023","1","M",10,"1","fecund",1,440,1,0
"441.fecund","2093","2041","2","M",10,"1","fecund",1,441,1,0
"442.fecund","2133","2197","2","M",10,"1","fecund",1,442,1,0
"443.fecund","2051","2209","2","M",10,"1","fecund",1,443,1,0
"444.fecund","2072","2037","2","M",10,"1","fecund",1,444,1,0
"445.fecund","3007","3150","3","M",10,"1","fecund",1,445,1,0
"446.fecund","1076","1018","1","M",10,"1","fecund",1,446,1,0
"447.fecund","3035","3129","3","M",10,"1","fecund",1,447,1,0
"448.fecund","1061","1141","1","M",10,"1","fecund",1,448,1,0
"449.fecund","3089","3043","3","M",10,"1","fecund",1,449,1,0
"450.fecund","1116","1001","1","M",10,"1","fecund",1,450,1,0
"451.fecund","2195","2218","2","M",10,"1","fecund",1,451,1,0
"452.fecund","2151","2048","2","M",10,"1","fecund",1,452,1,0
"453.fecund","1085","1152","1","M",10,"1","fecund",1,453,1,0
"454.fecund","1056","1046","1","M",10,"1","fecund",1,454,1,0
"455.fecund","3021","3189","3","M",10,"1","fecund",1,455,1,0
"456.fecund","3055","3164","3","M",11,"1","fecund",1,456,1,0
"457.fecund","2108","2175","2","M",11,"1","fecund",1,457,1,0
"458.fecund","2174","2216","2","M",11,"1","fecund",1,458,1,0
"459.fecund","2098","2009","2","M",11,"1","fecund",1,459,1,0
"460.fecund","2093","2123","2","M",11,"1","fecund",1,460,1,0
"461.fecund","2172","2110","2","M",11,"1","fecund",1,461,1,0
"462.fecund","2172","2110","2","M",11,"1","fecund",1,462,1,0
"463.fecund","3055","3087","3","M",11,"1","fecund",1,463,1,0
"464.fecund","1045","1184","1","M",11,"1","fecund",1,464,1,0
"465.fecund","3049","3033","3","M",11,"1","fecund",1,465,1,0
"466.fecund","2072","2187","2","M",11,"1","fecund",1,466,1,0
"467.fecund","3004","3159","3","M",11,"1","fecund",1,467,1,0
"468.fecund","1021","1156","1","M",11,"1","fecund",1,468,1,0
"469.fecund","1061","1059","1","M",11,"1","fecund",1,469,1,0
"470.fecund","2084","2043","2","M",11,"1","fecund",1,470,1,0
"471.fecund","3005","3147","3","M",11,"1","fecund",1,471,1,0
"472.fecund","2038","2077","2","M",11,"1","fecund",1,472,1,0
"473.fecund","1160","1095","1","M",11,"1","fecund",1,473,1,0
"474.fecund","1056","1170","1","M",11,"1","fecund",1,474,1,0
"475.fecund","2184","2090","2","M",11,"1","fecund",1,475,1,0
"476.fecund","1138","1047","1","M",11,"1","fecund",1,476,1,0
"477.fecund","1106","1168","1","M",11,"1","fecund",1,477,1,0
"478.fecund","3035","3193","3","M",11,"1","fecund",1,478,1,0
"479.fecund","3140","3120","3","M",11,"1","fecund",1,479,1,0
"480.fecund","2150","2096","2","M",11,"1","fecund",1,480,1,0
"481.fecund","1029","1139","1","M",11,"1","fecund",1,481,1,0
"482.fecund","2117","2160","2","M",11,"1","fecund",1,482,1,0
"483.fecund","2056","2018","2","M",11,"1","fecund",1,483,1,0
"484.fecund","1040","1002","1","M",11,"1","fecund",1,484,1,0
"485.fecund","1091","1188","1","M",11,"1","fecund",1,485,1,0
"486.fecund","3021","3074","3","M",11,"1","fecund",1,486,1,0
"487.fecund","3065","3121","3","M",11,"1","fecund",1,487,1,0
"488.fecund","3046","3002","3","M",11,"1","fecund",1,488,1,0
"489.fecund","2089","2065","2","M",11,"1","fecund",1,489,1,0
"490.fecund","2184","2154","2","M",11,"1","fecund",1,490,1,0
"491.fecund","2012","2011","2","M",11,"1","fecund",1,491,1,0
"492.fecund","3077","3143","3","M",11,"1","fecund",1,492,1,0
"493.fecund","3035","3129","3","M",11,"1","fecund",1,493,1,0
"494.fecund","3004","3190","3","M",11,"1","fecund",1,494,1,0
"495.fecund","2074","2035","2","M",11,"1","fecund",1,495,1,0
"496.fecund","1091","1188","1","M",11,"1","fecund",1,496,1,0
"497.fecund","3031","3097","3","M",11,"1","fecund",1,497,1,0
"498.fecund","3194","3022","3","M",11,"1","fecund",1,498,1,0
"499.fecund","1034","1081","1","M",11,"1","fecund",0,499,1,0
"500.fecund","1109","1166","1","M",11,"1","fecund",1,500,1,0
"501.fecund","2215","2030","2","M",11,"1","fecund",1,501,1,0
"502.fecund","3199","3167","3","M",12,"1","fecund",1,502,1,0
"503.fecund","1029","1142","1","M",12,"1","fecund",1,503,1,0
"504.fecund","2051","2209","2","M",12,"1","fecund",1,504,1,0
"505.fecund","2191","2163","2","M",12,"1","fecund",1,505,1,0
"506.fecund","1116","1074","1","M",12,"1","fecund",1,506,1,0
"507.fecund","3057","3130","3","M",12,"1","fecund",1,507,1,0
"508.fecund","1073","1087","1","M",12,"1","fecund",1,508,1,0
"509.fecund","1122","1003","1","M",12,"1","fecund",1,509,1,0
"510.fecund","3021","3058","3","M",12,"1","fecund",1,510,1,0
"511.fecund","3197","3063","3","M",12,"1","fecund",1,511,1,0
"512.fecund","1118","1110","1","M",12,"1","fecund",1,512,1,0
"513.fecund","1102","1008","1","M",12,"1","fecund",1,513,1,0
"514.fecund","1118","1130","1","M",12,"1","fecund",1,514,1,0
"515.fecund","2151","2081","2","M",12,"1","fecund",1,515,1,0
"516.fecund","2214","2222","2","M",12,"1","fecund",1,516,1,0
"517.fecund","1145","1195","1","M",12,"1","fecund",1,517,1,0
"518.fecund","2134","2193","2","M",12,"1","fecund",1,518,1,0
"519.fecund","3041","3132","3","M",12,"1","fecund",1,519,1,0
"520.fecund","2191","2182","2","M",12,"1","fecund",1,520,1,0
"521.fecund","1133","1090","1","M",12,"1","fecund",1,521,1,0
"522.fecund","2214","2092","2","M",12,"1","fecund",1,522,1,0
"523.fecund","3021","3074","3","M",12,"1","fecund",1,523,1,0
"524.fecund","2150","2177","2","M",12,"1","fecund",1,524,1,0
"525.fecund","3031","3020","3","M",12,"1","fecund",1,525,1,0
"526.fecund","2224","2206","2","M",12,"1","fecund",1,526,1,0
"527.fecund","1192","1183","1","M",12,"1","fecund",1,527,1,0
"528.fecund","2012","2091","2","M",12,"1","fecund",1,528,1,0
"529.fecund","2196","2137","2","M",12,"1","fecund",1,529,1,0
"530.fecund","2133","2063","2","M",12,"1","fecund",1,530,1,0
"531.fecund","2134","2193","2","M",12,"1","fecund",1,531,1,0
"532.fecund","2116","2142","2","M",12,"1","fecund",1,532,1,0
"533.fecund","1120","1075","1","M",12,"1","fecund",1,533,1,0
"534.fecund","1134","1132","1","M",12,"1","fecund",1,534,1,0
"535.fecund","3037","3152","3","M",12,"1","fecund",1,535,1,0
"536.fecund","2184","2211","2","M",12,"1","fecund",1,536,1,0
"537.fecund","1022","1063","1","M",12,"1","fecund",1,537,1,0
"538.fecund","3005","3147","3","M",12,"1","fecund",1,538,1,0
"539.fecund","2001","2146","2","M",12,"1","fecund",1,539,1,0
"540.fecund","2094","2008","2","M",12,"1","fecund",1,540,1,0
"541.fecund","2166","2207","2","M",12,"1","fecund",1,541,1,0
"542.fecund","3021","3189","3","M",12,"1","fecund",1,542,1,0
"543.fecund","1022","1078","1","M",12,"1","fecund",1,543,1,0
"544.fecund","3197","3034","3","M",12,"1","fecund",1,544,1,0
"545.fecund","3180","3137","3","M",12,"1","fecund",1,545,1,0
"546.fecund","3005","3171","3","M",12,"1","fecund",1,546,1,0
"547.fecund","2124","2176","2","M",12,"1","fecund",1,547,1,0
"548.fecund","3151","3138","3","M",12,"1","fecund",1,548,1,0
"549.fecund","2184","2090","2","M",12,"1","fecund",1,549,1,0
"550.fecund","3180","3098","3","M",12,"1","fecund",1,550,1,0
"551.fecund","2178","2058","2","M",12,"1","fecund",1,551,1,0
"552.fecund","1145","1096","1","M",12,"1","fecund",1,552,1,0
"553.fecund","1040","1002","1","M",12,"1","fecund",1,553,1,0
"554.fecund","2204","2022","2","M",12,"1","fecund",1,554,1,0
"555.fecund","3140","3163","3","M",13,"1","fecund",1,555,1,0
"556.fecund","1133","1119","1","M",13,"1","fecund",1,556,1,0
"557.fecund","1061","1059","1","M",13,"1","fecund",1,557,1,0
"558.fecund","3180","3112","3","M",13,"1","fecund",1,558,1,0
"559.fecund","2116","2142","2","M",13,"1","fecund",1,559,1,0
"560.fecund","1040","1115","1","M",13,"1","fecund",1,560,1,0
"561.fecund","3017","3115","3","M",13,"1","fecund",1,561,1,0
"562.fecund","3136","3032","3","M",13,"1","fecund",0,562,1,0
"563.fecund","1146","1036","1","M",13,"1","fecund",1,563,1,0
"564.fecund","1189","1190","1","M",13,"1","fecund",1,564,1,0
"565.fecund","2191","2050","2","M",13,"1","fecund",1,565,1,0
"566.fecund","3059","3146","3","M",13,"1","fecund",1,566,1,0
"567.fecund","2038","2077","2","M",13,"1","fecund",1,567,1,0
"568.fecund","2085","2208","2","M",13,"1","fecund",1,568,1,0
"569.fecund","2093","2041","2","M",13,"1","fecund",1,569,1,0
"570.fecund","1127","1135","1","M",13,"1","fecund",1,570,1,0
"571.fecund","3151","3200","3","M",13,"1","fecund",1,571,1,0
"572.fecund","2224","2155","2","M",13,"1","fecund",1,572,1,0
"573.fecund","3151","3138","3","M",13,"1","fecund",1,573,1,0
"574.fecund","2084","2179","2","M",13,"1","fecund",1,574,1,0
"575.fecund","3081","3060","3","M",13,"1","fecund",1,575,1,0
"576.fecund","3194","3142","3","M",13,"1","fecund",1,576,1,0
"577.fecund","3037","3013","3","M",13,"1","fecund",1,577,1,0
"578.fecund","3091","3076","3","M",13,"1","fecund",1,578,1,0
"579.fecund","3175","3201","3","M",13,"1","fecund",1,579,1,0
"580.fecund","2082","2113","2","M",13,"1","fecund",1,580,1,0
"581.fecund","1129","1099","1","M",13,"1","fecund",1,581,1,0
"582.fecund","2184","2211","2","M",13,"1","fecund",1,582,1,0
"583.fecund","2196","2029","2","M",13,"1","fecund",1,583,1,0
"584.fecund","3187","3123","3","M",13,"1","fecund",1,584,1,0
"585.fecund","1175","1193","1","M",13,"1","fecund",1,585,1,0
"586.fecund","3081","3061","3","M",13,"1","fecund",1,586,1,0
"587.fecund","1045","1184","1","M",13,"1","fecund",1,587,1,0
"588.fecund","1030","1049","1","M",13,"1","fecund",1,588,1,0
"589.fecund","3041","3079","3","M",13,"1","fecund",1,589,1,0
"590.fecund","1134","1024","1","M",13,"1","fecund",1,590,1,0
"591.fecund","1107","1027","1","M",13,"1","fecund",1,591,1,0
"592.fecund","2087","2007","2","M",13,"1","fecund",1,592,1,0
"593.fecund","3187","3165","3","M",13,"1","fecund",1,593,1,0
"594.fecund","1077","1066","1","M",13,"1","fecund",1,594,1,0
"595.fecund","1102","1157","1","M",13,"1","fecund",1,595,1,0
"596.fecund","3175","3008","3","M",13,"1","fecund",1,596,1,0
"597.fecund","3104","3068","3","M",13,"1","fecund",1,597,1,0
"598.fecund","2192","2159","2","M",13,"1","fecund",1,598,1,0
"599.fecund","1029","1035","1","M",13,"1","fecund",1,599,1,0
"600.fecund","2192","2103","2","M",13,"1","fecund",1,600,1,0
"601.fecund","3173","3026","3","M",13,"1","fecund",1,601,1,0
"602.fecund","1101","1052","1","M",13,"1","fecund",1,602,1,0
"603.fecund","3016","3024","3","M",13,"1","fecund",1,603,1,0
"604.fecund","1091","1198","1","M",13,"1","fecund",1,604,1,0
"605.fecund","1026","1171","1","M",14,"1","fecund",1,605,1,0
"606.fecund","1082","1158","1","M",14,"1","fecund",1,606,1,0
"607.fecund","2214","2222","2","M",14,"1","fecund",1,607,1,0
"608.fecund","2178","2165","2","M",14,"1","fecund",1,608,1,0
"609.fecund","3140","3163","3","M",14,"1","fecund",1,609,1,0
"610.fecund","1065","1104","1","M",14,"1","fecund",1,610,1,0
"611.fecund","1056","1170","1","M",14,"1","fecund",1,611,1,0
"612.fecund","3004","3145","3","M",14,"1","fecund",1,612,1,0
"613.fecund","1094","1185","1","M",14,"1","fecund",1,613,1,0
"614.fecund","1122","1003","1","M",14,"1","fecund",1,614,1,0
"615.fecund","1133","1090","1","M",14,"1","fecund",1,615,1,0
"616.fecund","1181","1159","1","M",14,"1","fecund",1,616,1,0
"617.fecund","2117","2013","2","M",14,"1","fecund",1,617,1,0
"618.fecund","2089","2120","2","M",14,"1","fecund",1,618,1,0
"619.fecund","2089","2131","2","M",14,"1","fecund",1,619,1,0
"620.fecund","1040","1010","1","M",14,"1","fecund",1,620,1,0
"621.fecund","1127","1058","1","M",14,"1","fecund",1,621,1,0
"622.fecund","3148","3157","3","M",14,"1","fecund",1,622,1,0
"623.fecund","1033","1143","1","M",14,"1","fecund",1,623,1,0
"624.fecund","2056","2132","2","M",14,"1","fecund",1,624,1,0
"625.fecund","2087","2054","2","M",14,"1","fecund",1,625,1,0
"626.fecund","1041","1125","1","M",14,"1","fecund",1,626,1,0
"627.fecund","3014","3106","3","M",14,"1","fecund",1,627,1,0
"628.fecund","1056","1046","1","M",14,"1","fecund",1,628,1,0
"629.fecund","2074","2107","2","M",14,"1","fecund",1,629,1,0
"630.fecund","2173","2128","2","M",14,"1","fecund",1,630,1,0
"631.fecund","1094","1020","1","M",14,"1","fecund",1,631,1,0
"632.fecund","3030","3054","3","M",14,"1","fecund",1,632,1,0
"633.fecund","2082","2070","2","M",14,"1","fecund",1,633,1,0
"634.fecund","2072","2037","2","M",14,"1","fecund",1,634,1,0
"635.fecund","1192","1187","1","M",14,"1","fecund",0,635,1,0
"636.fecund","1039","1054","1","M",14,"1","fecund",1,636,1,0
"637.fecund","3102","3103","3","M",14,"1","fecund",1,637,1,0
"638.fecund","2191","2050","2","M",14,"1","fecund",1,638,1,0
"639.fecund","1175","1149","1","M",14,"1","fecund",1,639,1,0
"640.fecund","1077","1066","1","M",14,"1","fecund",1,640,1,0
"641.fecund","1082","1167","1","M",14,"1","fecund",1,641,1,0
"642.fecund","1077","1154","1","M",14,"1","fecund",1,642,1,0
"643.fecund","3003","3191","3","M",14,"1","fecund",1,643,1,0
"644.fecund","2141","2086","2","M",14,"1","fecund",1,644,1,0
"645.fecund","3151","3018","3","M",14,"1","fecund",1,645,1,0
"646.fecund","1120","1067","1","M",14,"1","fecund",1,646,1,0
"647.fecund","2195","2033","2","M",14,"1","fecund",1,647,1,0
"648.fecund","2116","2201","2","M",14,"1","fecund",1,648,1,0
"649.fecund","2134","2190","2","M",14,"1","fecund",1,649,1,0
"650.fecund","2093","2115","2","M",14,"1","fecund",1,650,1,0
"651.fecund","1127","1015","1","M",14,"1","fecund",1,651,1,0
"652.fecund","1076","1174","1","M",14,"1","fecund",1,652,1,0
"653.fecund","3199","3195","3","M",14,"1","fecund",1,653,1,0
"654.fecund","3136","3119","3","M",14,"1","fecund",1,654,1,0
"655.fecund","1022","1078","1","M",14,"1","fecund",1,655,1,0
"656.fecund","1094","1185","1","M",15,"1","fecund",1,656,1,0
"657.fecund","1030","1180","1","M",15,"1","fecund",1,657,1,0
"658.fecund","1045","1037","1","M",15,"1","fecund",1,658,1,0
"659.fecund","1118","1110","1","M",15,"1","fecund",1,659,1,0
"660.fecund","1042","1053","1","M",15,"1","fecund",1,660,1,0
"661.fecund","3035","3193","3","M",15,"1","fecund",1,661,1,0
"662.fecund","1021","1179","1","M",15,"1","fecund",1,662,1,0
"663.fecund","2001","2112","2","M",15,"1","fecund",1,663,1,0
"664.fecund","2178","2058","2","M",15,"1","fecund",1,664,1,0
"665.fecund","2016","2028","2","M",15,"1","fecund",1,665,1,0
"666.fecund","1040","1010","1","M",15,"1","fecund",1,666,1,0
"667.fecund","1085","1152","1","M",15,"1","fecund",1,667,1,0
"668.fecund","3081","3060","3","M",15,"1","fecund",1,668,1,0
"669.fecund","2031","2071","2","M",15,"1","fecund",1,669,1,0
"670.fecund","1082","1158","1","M",15,"1","fecund",1,670,1,0
"671.fecund","3156","3038","3","M",15,"1","fecund",1,671,1,0
"672.fecund","1102","1100","1","M",15,"1","fecund",1,672,1,0
"673.fecund","1077","1178","1","M",15,"1","fecund",1,673,1,0
"674.fecund","2200","2044","2","M",15,"1","fecund",1,674,1,0
"675.fecund","1160","1117","1","M",15,"1","fecund",1,675,1,0
"676.fecund","3084","3082","3","M",15,"1","fecund",1,676,1,0
"677.fecund","2010","2101","2","M",15,"1","fecund",1,677,1,0
"678.fecund","3081","3101","3","M",15,"1","fecund",1,678,1,0
"679.fecund","3173","3026","3","M",15,"1","fecund",1,679,1,0
"680.fecund","2191","2163","2","M",15,"1","fecund",1,680,1,0
"681.fecund","1134","1132","1","M",15,"1","fecund",1,681,1,0
"682.fecund","1175","1147","1","M",15,"1","fecund",1,682,1,0
"683.fecund","3014","3099","3","M",15,"1","fecund",1,683,1,0
"684.fecund","1071","1182","1","M",15,"1","fecund",1,684,1,0
"685.fecund","1129","1099","1","M",15,"1","fecund",1,685,1,0
"686.fecund","2016","2028","2","M",15,"1","fecund",1,686,1,0
"687.fecund","1127","1058","1","M",15,"1","fecund",1,687,1,0
"688.fecund","1107","1027","1","M",15,"1","fecund",1,688,1,0
"689.fecund","1116","1001","1","M",15,"1","fecund",1,689,1,0
"690.fecund","2117","2119","2","M",15,"1","fecund",1,690,1,0
"691.fecund","1084","1126","1","M",15,"1","fecund",1,691,1,0
"692.fecund","1033","1097","1","M",15,"1","fecund",1,692,1,0
"693.fecund","2174","2027","2","M",15,"1","fecund",1,693,1,0
"694.fecund","3077","3051","3","M",15,"1","fecund",1,694,1,0
"695.fecund","1042","1053","1","M",15,"1","fecund",1,695,1,0
"696.fecund","3180","3137","3","M",15,"1","fecund",1,696,1,0
"697.fecund","3198","3155","3","M",15,"1","fecund",1,697,1,0
"698.fecund","3166","3134","3","M",15,"1","fecund",1,698,1,0
"699.fecund","1033","1108","1","M",15,"1","fecund",1,699,1,0
"700.fecund","3003","3111","3","M",15,"1","fecund",0,700,1,0
"701.fecund","2087","2054","2","M",15,"1","fecund",1,701,1,0
"702.fecund","1034","1163","1","M",15,"1","fecund",1,702,1,0
"703.fecund","1042","1014","1","M",16,"1","fecund",1,703,1,0
"704.fecund","3016","3090","3","M",16,"1","fecund",1,704,1,0
"705.fecund","3136","3032","3","M",16,"1","fecund",1,705,1,0
"706.fecund","3050","3048","3","M",16,"1","fecund",1,706,1,0
"707.fecund","1021","1179","1","M",16,"1","fecund",1,707,1,0
"708.fecund","2151","2081","2","M",16,"1","fecund",1,708,1,0
"709.fecund","1109","1062","1","M",16,"1","fecund",1,709,1,0
"710.fecund","2141","2026","2","M",16,"1","fecund",1,710,1,0
"711.fecund","3104","3072","3","M",16,"1","fecund",1,711,1,0
"712.fecund","2085","2147","2","M",16,"1","fecund",1,712,1,0
"713.fecund","3050","3048","3","M",16,"1","fecund",1,713,1,0
"714.fecund","2074","2198","2","M",16,"1","fecund",1,714,1,0
"715.fecund","2116","2047","2","M",16,"1","fecund",1,715,1,0
"716.fecund","1181","1177","1","M",16,"1","fecund",1,716,1,0
"717.fecund","2045","2004","2","M",16,"1","fecund",1,717,1,0
"718.fecund","1106","1007","1","M",16,"1","fecund",1,718,1,0
"719.fecund","2079","2109","2","M",16,"1","fecund",1,719,1,0
"720.fecund","1072","1051","1","M",16,"1","fecund",1,720,1,0
"721.fecund","2166","2034","2","M",16,"1","fecund",1,721,1,0
"722.fecund","3005","3075","3","M",16,"1","fecund",1,722,1,0
"723.fecund","2049","2161","2","M",16,"1","fecund",1,723,1,0
"724.fecund","1109","1166","1","M",16,"1","fecund",1,724,1,0
"725.fecund","1071","1079","1","M",16,"1","fecund",1,725,1,0
"726.fecund","3160","3182","3","M",16,"1","fecund",1,726,1,0
"727.fecund","2215","2189","2","M",16,"1","fecund",1,727,1,0
"728.fecund","3016","3108","3","M",16,"1","fecund",1,728,1,0
"729.fecund","2072","2187","2","M",16,"1","fecund",1,729,1,0
"730.fecund","1076","1018","1","M",16,"1","fecund",1,730,1,0
"731.fecund","2174","2143","2","M",16,"1","fecund",1,731,1,0
"732.fecund","2141","2086","2","M",16,"1","fecund",1,732,1,0
"733.fecund","2116","2201","2","M",16,"1","fecund",1,733,1,0
"734.fecund","3091","3107","3","M",16,"1","fecund",1,734,1,0
"735.fecund","3160","3045","3","M",16,"1","fecund",1,735,1,0
"736.fecund","3049","3109","3","M",16,"1","fecund",1,736,1,0
"737.fecund","1030","1006","1","M",16,"1","fecund",1,737,1,0
"738.fecund","1039","1025","1","M",16,"1","fecund",1,738,1,0
"739.fecund","2016","2152","2","M",16,"1","fecund",1,739,1,0
"740.fecund","1101","1103","1","M",16,"1","fecund",1,740,1,0
"741.fecund","3197","3080","3","M",16,"1","fecund",1,741,1,0
"742.fecund","3197","3034","3","M",16,"1","fecund",1,742,1,0
"743.fecund","3014","3099","3","M",16,"1","fecund",1,743,1,0
"744.fecund","2150","2177","2","M",16,"1","fecund",1,744,1,0
"745.fecund","1146","1036","1","M",16,"1","fecund",1,745,1,0
"746.fecund","2024","2106","2","M",1,"2","fecund",1,746,1,0
"747.fecund","2079","2219","2","M",1,"2","fecund",1,747,1,0
