"","Income","Sex","Marital","Age","Edu","Occupation","Lived","Dual_Income","Household","Householdu18","Status","Home_Type","Ethnic","Language"
"443",6,2,2,4,5,2,NA,1,3,0,1,2,7,NA
"444",4,1,1,7,6,8,5,3,2,0,1,1,7,1
"445",1,2,5,1,1,NA,5,1,4,2,3,1,7,1
"446",2,1,2,2,4,6,NA,1,2,0,2,3,7,1
"447",1,1,5,3,2,9,5,1,2,0,2,1,5,2
"448",2,1,2,2,4,6,NA,1,2,0,2,3,7,1
"449",3,2,NA,6,5,1,1,3,2,0,1,1,7,1
"450",4,2,4,6,3,1,5,1,2,0,1,1,7,1
"451",3,2,4,7,4,8,5,1,3,0,1,1,7,1
"452",1,2,5,2,3,2,5,1,4,1,3,1,7,1
"453",9,1,4,7,3,8,5,1,1,0,1,1,7,1
"454",1,2,5,2,2,2,2,1,2,0,2,3,7,1
"455",5,1,5,6,5,1,5,1,2,1,2,1,7,1
"456",6,2,1,6,4,8,NA,3,2,0,1,1,7,1
"457",8,1,1,6,5,1,5,3,2,0,1,1,7,1
"458",5,1,1,4,5,1,5,2,2,0,1,NA,7,1
"459",7,1,5,4,5,1,5,1,1,0,1,1,7,1
"460",2,2,5,2,4,2,2,1,3,0,2,3,7,1
"461",8,2,1,7,4,5,5,3,2,0,1,1,7,1
"462",6,1,2,4,5,1,2,2,2,0,2,3,7,1
"463",9,2,1,6,4,1,5,3,2,0,1,NA,7,1
"464",8,1,1,3,4,1,5,2,3,1,1,1,7,1
"465",8,2,1,3,3,4,NA,2,3,1,1,1,7,1
"466",6,2,3,4,6,1,2,1,1,0,1,1,7,1
"467",8,2,1,3,4,5,NA,3,3,1,1,1,7,1
"468",6,2,3,3,4,1,NA,1,2,1,2,1,7,1
"469",4,2,2,5,5,1,4,2,4,1,1,1,7,1
"470",8,1,3,4,4,1,5,1,2,0,1,1,7,1
"471",8,2,2,3,6,1,2,1,2,0,2,5,7,1
"472",6,2,4,7,5,8,NA,1,NA,0,1,1,7,1
"473",3,2,1,3,3,1,NA,2,2,0,1,1,7,1
"474",1,1,4,7,4,8,5,1,1,0,1,4,7,NA
"475",2,1,5,6,3,8,NA,1,1,0,1,4,7,1
"476",3,2,3,4,6,1,4,1,2,0,1,1,7,1
"477",1,2,5,2,2,9,NA,1,NA,0,2,3,7,1
"478",4,2,3,3,6,1,4,1,1,0,2,3,7,1
"479",1,2,5,5,3,8,NA,1,1,0,2,3,1,1
"480",9,1,3,3,6,1,5,1,1,0,1,1,1,1
"481",7,2,1,6,6,1,5,3,2,0,1,5,7,1
"482",8,1,1,5,5,1,NA,2,3,1,1,1,7,1
"483",6,2,5,2,4,1,NA,1,2,0,2,3,7,1
"484",6,1,2,2,4,4,4,1,5,2,3,1,7,1
"485",8,1,1,4,6,1,5,2,3,1,1,1,5,1
"486",8,1,1,5,4,1,5,2,2,0,1,1,7,1
"487",7,2,1,3,3,1,2,2,3,1,2,1,7,1
"488",3,2,2,2,5,6,NA,1,6,0,2,1,7,1
"489",1,2,5,2,4,6,2,1,6,2,3,1,7,1
"490",9,1,5,2,3,1,NA,1,8,2,3,1,7,1
"491",4,1,1,7,3,8,NA,3,2,0,1,4,7,1
"492",4,2,1,7,3,8,NA,3,2,0,1,4,7,1
"493",1,2,5,2,4,2,3,1,1,0,2,2,2,1
"494",1,2,5,2,5,3,5,1,4,0,3,1,7,1
"495",3,2,1,3,5,1,5,3,4,2,1,4,7,1
"496",2,1,5,3,3,3,NA,1,2,0,2,1,7,1
"497",5,2,3,4,4,1,NA,1,1,0,2,3,7,1
"498",3,2,3,6,3,9,5,1,2,0,1,1,7,1
"499",3,1,3,4,5,4,3,1,3,0,2,1,7,1
"500",4,2,3,4,3,8,5,1,2,0,1,1,7,1
"501",2,2,4,6,2,9,5,1,4,0,1,1,7,1
"502",4,2,1,5,4,1,5,2,2,0,2,1,8,1
"503",5,1,1,3,4,4,5,2,2,0,2,1,7,1
"504",5,1,1,7,4,8,NA,3,2,0,1,NA,7,2
"505",5,2,1,7,4,8,NA,3,2,0,1,1,7,1
"506",1,2,4,6,2,8,NA,1,NA,0,3,NA,7,1
"507",5,2,1,4,3,1,NA,2,4,1,1,1,7,1
"508",7,2,1,4,5,2,5,2,4,2,1,1,7,1
"509",5,2,1,3,3,3,NA,2,2,0,1,1,7,1
"510",8,1,1,3,4,1,5,2,4,0,1,1,7,1
"511",5,1,1,6,4,8,5,3,2,0,1,1,7,1
"512",4,2,5,2,3,6,5,1,7,0,3,1,7,1
"513",3,1,3,6,2,3,2,1,3,0,2,1,7,1
"514",2,2,5,2,4,1,NA,1,3,0,3,1,7,1
"515",4,1,5,3,5,1,NA,1,3,0,1,1,7,1
"516",8,1,4,7,4,8,5,1,1,0,1,1,7,1
"517",9,1,4,3,5,1,NA,1,2,0,1,1,7,1
"518",2,1,1,7,3,8,NA,3,2,0,1,1,7,1
"519",7,2,1,3,4,4,5,2,4,2,1,1,7,1
"520",5,1,1,5,6,1,4,2,7,4,2,1,8,1
"521",9,1,1,4,6,1,5,2,3,0,1,1,7,1
"522",8,2,1,3,4,6,3,3,4,2,1,1,7,1
"523",4,2,1,7,4,8,5,3,2,0,1,1,7,1
"524",6,1,5,3,4,3,NA,1,1,0,1,1,7,1
"525",4,1,5,2,5,NA,5,1,1,0,2,3,7,1
"526",2,2,1,6,3,8,NA,3,2,0,1,1,1,1
"527",1,1,5,1,2,6,NA,1,3,1,3,1,7,1
"528",1,2,5,2,6,6,5,1,1,1,2,3,7,1
"529",1,1,5,1,2,6,5,1,3,1,3,1,7,1
"530",3,2,3,7,3,1,5,1,1,0,2,3,7,1
"531",6,2,1,6,4,8,5,3,2,0,1,1,7,1
"532",9,1,5,2,4,6,4,1,2,2,2,3,7,1
"533",9,1,5,2,4,6,2,1,2,0,NA,3,7,1
"534",1,2,3,5,4,3,5,1,1,0,2,3,7,1
"535",9,1,NA,5,4,1,NA,2,2,0,1,4,7,1
"536",1,2,5,2,4,6,5,1,4,1,3,1,7,1
"537",7,2,1,5,NA,NA,NA,2,4,1,1,1,7,1
"538",4,1,1,4,4,1,NA,2,2,0,1,1,7,1
"539",7,1,3,3,4,2,5,1,1,0,2,1,7,1
"540",4,1,1,4,4,1,5,2,4,2,1,1,1,1
"541",7,2,1,4,4,4,NA,2,4,1,1,1,7,1
"542",1,1,5,1,2,2,5,1,4,1,3,1,7,1
"543",8,1,5,3,5,1,5,1,1,0,2,3,7,1
"544",8,1,1,5,4,1,NA,3,3,0,1,1,7,1
"545",3,1,5,4,4,6,4,1,1,0,2,1,7,1
"546",7,2,1,4,4,1,5,2,4,1,1,1,7,1
"547",8,1,1,4,5,2,5,2,2,0,1,1,7,2
"548",3,1,1,7,3,8,5,3,2,0,1,1,7,1
"549",9,1,2,3,6,8,5,3,2,0,1,5,7,1
"550",1,2,5,3,4,9,4,1,NA,0,2,3,7,1
"551",1,1,2,2,4,6,NA,1,2,0,2,3,7,1
"552",4,1,5,3,4,1,5,1,1,0,2,1,7,1
"553",8,2,1,3,5,1,5,2,2,0,1,1,7,1
"554",8,2,1,4,5,1,2,2,2,0,1,1,7,1
"555",1,2,2,2,4,6,3,1,2,0,2,3,7,1
"556",5,1,5,4,4,7,2,1,3,0,1,1,5,1
"557",6,1,5,4,5,7,1,1,1,0,1,1,7,1
"558",1,1,5,3,4,6,2,1,1,0,2,3,7,1
"559",6,1,3,6,5,8,5,1,1,0,2,1,7,1
"560",4,2,1,5,4,1,5,3,2,0,1,1,7,1
"561",1,2,5,1,2,6,4,1,5,3,3,1,7,1
"562",4,2,1,6,3,5,5,3,2,0,1,1,7,1
"563",1,1,5,1,1,6,NA,1,4,2,3,2,7,1
"564",1,1,5,1,2,2,NA,1,4,2,2,2,7,1
"565",6,1,1,7,3,8,NA,3,2,0,1,1,7,1
"566",6,2,1,7,3,8,NA,1,2,0,1,1,7,1
"567",5,1,1,4,4,3,5,1,2,0,1,1,7,1
"568",1,2,5,1,2,6,2,1,5,3,3,NA,5,2
"569",1,2,5,1,1,6,2,1,5,3,3,1,5,1
"570",6,1,3,3,3,3,4,1,1,0,2,3,7,1
"571",7,2,1,3,4,4,5,2,4,2,2,1,7,1
"572",5,1,1,4,6,1,2,3,5,3,2,1,7,1
"573",2,1,5,2,3,3,2,1,3,0,2,3,7,2
"574",4,1,5,2,4,1,2,1,1,0,2,3,7,1
"575",2,2,4,7,4,8,NA,1,2,0,1,1,7,1
"576",2,1,NA,2,3,4,5,3,NA,4,NA,3,1,1
"577",1,2,5,2,4,4,5,1,3,0,3,1,7,1
"578",2,1,1,3,3,3,NA,2,3,1,2,3,7,1
"579",6,2,1,7,3,8,5,3,2,0,1,4,7,1
"580",3,2,5,2,3,6,NA,1,3,0,3,1,5,1
"581",8,2,1,5,3,4,5,2,2,0,1,1,8,1
"582",5,2,3,6,4,4,3,1,2,0,2,3,7,1
"583",3,2,4,7,4,8,4,1,1,0,1,1,7,1
"584",4,2,5,4,5,4,4,1,NA,2,NA,1,1,NA
"585",4,1,2,3,4,1,1,1,2,0,2,1,7,1
"586",8,2,2,4,4,2,5,2,2,0,1,1,7,1
"587",8,2,5,3,4,1,NA,1,3,0,1,1,7,1
"588",1,2,5,2,4,6,NA,1,1,0,2,3,7,1
"589",1,2,5,2,4,6,NA,1,3,0,2,5,7,1
"590",8,1,1,4,6,5,5,3,4,2,1,1,7,1
"591",1,1,5,2,4,6,5,1,5,0,2,3,NA,1
"592",3,2,3,6,2,8,NA,1,1,0,3,1,7,1
"593",4,1,5,3,4,1,4,1,3,1,2,1,7,1
"594",3,2,5,3,5,1,5,1,1,0,2,3,7,1
"595",3,1,4,7,2,8,NA,1,NA,0,NA,NA,NA,NA
"596",1,2,4,7,5,8,5,1,1,0,1,4,7,1
"597",6,2,1,3,6,5,4,2,5,3,1,1,7,1
"598",6,1,1,3,6,1,4,2,5,3,1,1,5,1
"599",6,1,5,4,4,8,3,1,1,0,1,1,7,1
"600",4,1,5,3,3,NA,NA,1,NA,0,2,2,8,1
"601",5,2,1,2,3,4,NA,2,3,1,2,3,7,1
"602",3,2,3,4,6,1,5,1,1,0,2,3,7,1
"603",1,1,5,1,2,6,5,1,3,1,3,1,7,1
"604",4,1,1,4,4,1,5,2,4,2,1,1,7,1
"605",9,2,1,6,3,5,5,1,NA,0,NA,4,7,1
"606",4,1,5,2,5,1,3,1,3,0,2,3,7,NA
"607",4,2,3,4,5,1,5,1,1,0,2,3,7,NA
"608",1,2,5,2,2,6,5,1,5,3,1,1,7,1
"609",1,2,1,1,2,5,5,3,3,1,2,3,7,1
"610",8,2,1,4,5,1,5,2,3,1,1,1,7,1
"611",6,2,5,2,3,6,5,1,3,1,3,2,7,1
"612",1,2,5,1,2,6,NA,1,4,2,3,4,7,1
"613",5,1,3,3,4,1,3,1,1,0,3,1,7,1
"614",9,1,1,3,5,1,4,3,7,5,1,1,7,1
"615",6,1,1,5,4,2,5,2,2,0,1,2,7,1
"616",9,1,1,6,5,1,5,3,2,0,1,4,7,1
"617",4,2,1,3,3,1,NA,2,2,0,1,1,5,1
"618",1,1,5,1,2,6,NA,1,4,2,3,1,1,1
"619",3,2,3,3,4,4,5,1,3,2,1,2,5,1
"620",1,1,5,1,1,6,NA,1,2,1,3,3,8,1
"621",2,1,3,7,3,8,NA,1,1,0,2,2,7,1
"622",3,1,1,7,3,8,4,3,2,0,2,3,7,1
"623",1,1,5,1,2,6,5,1,7,4,3,1,3,1
"624",1,1,NA,1,2,6,2,1,NA,0,3,1,3,1
"625",8,2,1,3,5,1,5,2,3,1,1,1,7,1
"626",7,2,1,3,4,4,3,2,5,3,1,1,7,1
"627",8,1,5,5,6,2,NA,1,1,0,1,1,7,NA
"628",5,1,5,3,4,1,5,1,1,0,1,1,5,2
"629",9,1,5,3,6,2,4,1,1,0,1,5,7,1
"630",1,1,5,1,3,6,5,1,5,2,3,1,7,1
"631",1,2,5,1,3,6,NA,1,2,1,3,1,7,1
"632",1,2,5,3,4,6,NA,1,2,1,2,3,7,1
"633",7,1,5,3,4,1,5,1,2,0,1,1,7,1
"634",3,2,4,7,3,8,5,1,1,0,1,1,7,1
"635",1,1,5,1,2,6,NA,1,4,2,3,1,1,1
"636",1,2,5,2,4,4,5,1,5,0,3,1,7,1
"637",8,2,1,5,4,2,5,2,2,0,1,1,5,1
"638",1,1,3,5,5,2,5,1,2,0,1,1,7,1
"639",2,1,2,2,3,9,NA,1,NA,0,NA,NA,NA,2
"640",2,1,5,2,2,6,2,1,NA,0,NA,NA,NA,2
"641",6,1,5,4,5,1,4,1,1,0,1,1,7,1
"642",6,2,1,4,3,4,NA,2,5,3,1,1,5,1
"643",1,2,5,1,2,6,NA,1,5,3,3,1,5,1
"644",6,1,3,5,2,3,2,1,1,0,2,NA,7,1
"645",4,1,2,2,3,4,5,1,3,0,3,3,7,1
"646",4,2,5,3,5,1,1,1,2,0,2,2,2,1
"647",3,1,3,4,6,3,5,1,1,0,2,1,7,1
"648",6,1,1,4,5,4,4,2,2,0,2,1,7,1
"649",4,2,1,6,4,8,5,2,2,0,1,1,7,1
"650",1,2,NA,4,6,5,NA,3,3,1,NA,3,7,1
"651",2,1,1,4,3,9,5,3,3,1,2,3,5,1
"652",1,2,5,1,2,6,5,1,2,1,3,1,7,1
"653",6,1,5,3,4,3,NA,1,3,0,1,1,7,1
"654",1,1,5,1,2,6,2,1,4,1,3,2,7,1
"655",2,2,5,2,4,4,1,1,1,0,2,1,7,1
"656",9,1,5,2,3,3,NA,1,4,0,1,1,7,1
"657",1,2,5,2,4,6,NA,1,NA,0,3,1,7,1
"658",6,1,3,5,4,1,NA,1,1,0,2,3,7,1
"659",8,1,1,6,4,2,NA,3,2,0,1,1,7,1
"660",9,1,1,5,4,1,4,2,5,2,1,1,7,1
"661",7,2,1,3,4,5,NA,3,4,2,1,1,7,1
"662",6,2,1,3,6,5,5,3,4,2,1,1,7,1
"663",2,1,5,2,3,9,2,1,4,0,3,1,2,1
"664",6,2,1,3,5,1,NA,2,2,0,1,1,7,1
"665",3,1,2,3,3,1,5,1,2,0,1,1,7,1
"666",7,1,5,3,4,3,5,1,2,0,2,1,7,1
"667",8,1,2,3,4,1,4,3,2,0,2,1,7,1
"668",1,2,2,3,5,6,5,2,2,0,2,5,7,1
"669",1,2,2,3,5,4,NA,1,2,0,2,5,7,1
"670",7,2,4,7,6,8,NA,1,1,0,1,1,7,1
"671",3,1,5,2,3,3,NA,1,4,0,3,1,5,2
"672",1,1,5,2,4,NA,2,1,1,0,2,3,7,1
"673",7,2,1,4,4,1,3,2,3,0,2,1,7,1
"674",7,2,1,3,4,1,5,2,3,1,1,1,7,1
"675",1,2,5,1,1,NA,NA,1,6,4,3,3,1,1
"676",6,2,1,7,4,8,5,3,2,0,1,4,7,1
"677",9,2,1,5,6,1,5,2,3,1,1,1,7,1
"678",1,1,NA,1,2,6,NA,1,3,1,3,1,7,1
"679",1,1,5,1,2,6,4,1,6,1,3,1,7,2
"680",8,2,1,5,4,5,5,3,3,1,1,1,7,1
"681",3,2,1,4,4,4,5,3,5,1,3,2,3,1
"682",3,2,5,2,4,1,NA,1,6,1,3,2,3,1
"683",6,2,5,3,5,1,4,1,1,0,2,2,7,1
"684",7,2,3,7,4,1,4,1,2,0,2,1,7,1
"685",1,2,5,1,2,6,5,1,6,3,3,1,6,1
"686",8,1,1,4,5,6,5,3,6,3,1,1,6,1
"687",7,2,1,2,3,NA,3,2,3,1,2,2,7,1
"688",7,2,1,2,4,1,5,2,2,0,2,3,7,1
"689",7,1,1,3,4,4,3,2,2,0,2,3,7,1
"690",4,1,1,4,6,1,NA,2,3,1,1,1,5,2
"691",8,2,1,4,3,1,4,2,3,0,1,1,7,1
"692",7,1,4,7,6,8,5,1,1,0,1,2,7,1
"693",2,1,5,2,4,2,5,1,5,0,3,1,7,1
"694",1,1,5,1,2,6,4,1,4,1,3,1,7,NA
"695",5,1,5,2,6,1,NA,1,2,0,2,3,7,1
"696",7,2,1,2,5,1,2,2,2,0,2,3,7,1
"697",1,2,5,1,2,6,5,1,5,1,3,1,7,1
"698",1,1,5,1,2,4,5,1,4,2,3,1,7,1
"699",4,2,5,3,4,4,NA,1,1,0,1,1,7,1
"700",7,1,1,2,4,1,5,2,2,0,2,3,7,1
"701",3,2,1,3,4,5,NA,2,3,1,1,1,7,1
"702",7,1,1,5,4,3,5,2,3,1,1,1,7,1
"703",7,2,1,4,4,4,NA,2,3,1,1,1,7,1
"704",9,2,2,3,4,1,5,2,2,0,1,5,8,1
"705",8,2,4,4,6,1,5,1,1,0,1,1,7,1
"706",7,2,1,4,3,5,NA,3,4,2,2,1,7,1
"707",6,2,5,4,6,1,4,1,1,0,1,1,7,1
"708",6,1,1,2,4,1,3,2,2,0,2,3,7,1
"709",5,1,5,3,4,1,5,1,1,0,2,3,7,1
"710",5,2,1,5,3,1,NA,2,2,0,1,1,7,1
"711",9,1,1,6,6,8,2,3,2,0,1,1,7,1
"712",4,1,1,4,4,1,5,3,3,0,2,1,NA,3
"713",2,2,4,7,3,8,5,1,NA,0,1,NA,7,1
"714",5,2,1,3,4,1,NA,3,2,0,2,3,7,1
"715",7,2,1,3,4,3,5,2,2,0,1,1,7,1
"716",3,1,1,7,3,8,5,3,3,0,2,1,7,1
"717",4,2,3,5,4,1,5,1,2,0,1,1,7,1
"718",7,1,NA,5,4,3,2,2,3,1,2,1,7,1
"719",7,2,1,3,4,5,5,2,5,3,1,1,7,NA
"720",7,2,5,4,3,1,4,1,3,1,2,2,6,1
"721",4,1,3,5,4,8,5,1,3,0,1,1,7,1
"722",3,2,2,3,4,1,5,1,3,1,2,1,7,1
"723",6,2,1,3,4,1,5,2,3,1,2,3,7,1
"724",5,2,1,2,5,4,5,2,2,0,2,1,7,1
"725",8,2,1,5,4,4,5,2,3,0,1,1,7,1
"726",2,1,4,7,4,8,NA,1,NA,0,2,NA,7,1
"727",3,1,5,3,4,3,5,1,1,0,3,1,7,1
"728",9,1,1,4,4,1,3,2,4,2,1,1,7,1
"729",6,2,3,5,5,1,NA,1,1,0,2,5,7,1
"730",2,2,1,3,3,5,2,3,6,4,2,1,7,1
"731",1,2,5,1,2,6,NA,1,4,3,3,4,7,1
"732",1,2,5,1,2,6,NA,1,3,1,3,1,7,1
"733",8,2,5,1,2,2,4,1,4,1,3,1,7,1
"734",1,2,5,1,2,6,4,1,4,2,3,NA,7,1
"735",8,1,1,6,5,3,2,2,2,0,1,1,7,1
"736",8,2,1,4,4,1,5,2,3,1,2,1,7,1
"737",7,2,3,6,6,5,5,1,1,0,1,1,7,1
"738",2,2,4,7,4,8,NA,1,NA,0,2,3,5,1
"739",2,2,5,2,3,2,3,1,1,0,2,3,7,1
"740",5,2,1,7,4,8,5,1,2,0,1,4,7,1
"741",5,2,4,7,4,8,2,1,3,0,3,1,7,1
"742",9,2,1,4,5,1,3,2,2,0,1,1,7,1
"743",3,1,1,3,2,1,5,2,4,2,1,2,NA,1
"744",6,1,3,3,5,1,5,1,2,0,1,1,7,1
"745",6,2,1,7,3,8,5,3,2,0,1,1,7,1
"746",6,2,1,7,3,8,NA,3,2,0,1,1,7,1
"747",9,1,1,4,6,1,4,2,4,2,1,1,7,1
"748",1,1,5,3,5,6,5,1,1,0,2,1,7,1
"749",1,2,3,3,3,NA,5,1,2,1,3,2,7,1
"750",7,1,1,5,5,1,5,3,3,0,1,1,4,3
"751",3,2,1,6,4,5,5,3,5,2,1,1,7,1
"752",5,2,1,4,4,5,5,3,3,1,1,1,7,1
"753",4,1,3,7,5,1,5,1,NA,0,NA,4,7,1
"754",6,1,5,3,2,1,NA,1,1,0,2,1,7,1
"755",4,1,2,2,4,1,5,1,2,0,2,3,7,1
"756",9,1,1,7,5,8,2,3,2,0,1,1,7,1
"757",2,2,1,2,4,1,5,1,2,0,2,3,7,1
"758",1,2,1,6,3,3,5,3,NA,0,1,1,7,3
"759",1,1,5,1,2,6,5,1,3,2,3,1,7,1
"760",7,2,1,6,3,8,5,3,3,0,1,1,7,1
"761",8,1,1,7,3,8,5,3,2,0,1,2,7,1
"762",5,1,1,4,4,1,2,2,4,2,1,2,7,1
"763",6,2,1,2,4,1,2,2,2,0,2,3,7,1
"764",4,2,3,4,3,1,5,1,4,2,2,3,1,1
"765",6,2,NA,5,5,1,5,2,2,0,1,1,7,1
"766",9,1,1,3,4,1,5,2,5,3,1,1,7,1
"767",8,2,1,4,3,5,5,3,2,0,1,1,7,1
"768",3,2,3,5,5,4,NA,1,4,1,1,1,5,1
"769",5,1,1,3,4,3,5,2,2,0,1,1,7,1
"770",6,2,5,2,3,9,5,1,6,3,3,1,7,1
"771",7,1,1,5,4,NA,NA,2,3,1,1,1,7,1
"772",3,2,1,3,4,9,NA,2,2,0,1,1,2,1
"773",5,2,1,6,4,5,NA,3,2,0,1,4,7,1
"774",9,1,1,5,3,1,NA,2,3,1,1,1,7,1
"775",7,1,1,5,3,8,5,3,4,0,1,1,5,2
"776",6,2,1,6,5,1,5,2,2,0,1,1,7,1
"777",8,2,1,3,4,1,5,2,3,1,2,1,7,1
"778",8,1,1,3,4,1,5,2,3,1,2,1,7,1
"779",5,1,3,3,4,1,2,1,1,0,2,NA,7,1
"780",3,1,5,4,3,3,NA,1,NA,0,2,3,7,1
"781",7,1,1,4,6,1,2,2,2,0,1,1,4,1
"782",1,2,5,1,3,1,NA,1,4,1,3,1,5,1
"783",7,2,1,4,6,1,5,2,2,0,1,1,NA,1
"784",4,1,5,3,4,3,4,1,1,0,2,1,7,1
"785",3,1,5,3,5,3,NA,1,1,0,2,1,7,1
"786",1,2,5,1,2,6,4,1,4,2,3,1,7,1
"787",1,2,5,1,2,6,5,1,4,2,3,1,7,1
"788",1,2,5,3,4,9,5,1,NA,0,2,NA,7,1
"789",4,1,1,4,6,1,2,2,2,0,1,1,7,1
"790",4,1,NA,2,4,2,5,1,3,1,2,2,3,3
"791",8,1,1,6,6,1,4,2,9,2,1,1,6,1
"792",8,2,3,4,4,5,5,1,3,0,1,1,7,1
"793",2,2,3,5,4,1,5,1,1,0,1,1,7,1
"794",6,2,5,3,5,1,NA,1,2,0,1,1,2,3
"795",1,2,3,7,4,8,4,1,1,0,2,3,7,1
"796",3,2,3,3,3,1,2,1,3,0,2,1,8,1
"797",7,2,1,4,5,4,5,2,4,2,1,1,7,1
"798",5,1,3,5,4,4,5,1,1,0,2,5,7,1
"799",4,1,5,3,3,4,5,1,3,0,3,1,7,1
"800",4,2,5,4,3,4,5,1,1,0,2,1,7,1
"801",8,2,1,5,6,1,3,2,4,2,2,1,7,1
"802",6,1,1,1,2,1,NA,3,NA,0,1,1,1,1
"803",6,1,1,4,4,3,5,3,5,3,1,1,7,1
"804",1,1,5,2,4,3,NA,1,1,0,2,5,3,1
"805",5,2,1,5,2,9,5,3,3,0,2,2,7,1
"806",3,2,3,6,3,8,5,1,1,0,1,1,7,1
"807",3,1,5,3,4,4,NA,1,1,0,2,1,3,1
"808",8,2,1,5,3,1,5,2,2,0,1,1,7,1
"809",8,2,5,2,3,2,1,1,3,0,3,1,7,1
"810",7,1,3,4,5,1,3,1,1,0,2,3,7,1
"811",3,2,3,3,4,1,3,1,3,1,2,1,7,1
"812",4,2,2,3,4,1,5,3,NA,0,1,4,7,1
"813",6,2,3,4,4,1,5,1,2,1,1,2,7,1
"814",5,2,5,4,5,1,5,1,1,0,2,5,7,1
"815",8,2,1,6,6,1,NA,2,3,0,1,1,7,1
"816",9,2,1,6,4,4,5,2,3,0,1,1,7,1
"817",2,1,5,3,4,2,NA,1,3,0,1,4,7,1
"818",7,2,3,4,6,1,5,1,2,1,1,2,7,1
"819",1,1,5,3,3,3,5,1,1,0,2,3,7,1
"820",2,1,5,2,4,3,4,1,2,0,2,3,7,1
"821",8,1,3,4,4,1,5,1,1,0,1,2,7,1
"822",8,2,5,3,4,2,4,1,3,0,1,1,7,1
"823",8,2,1,4,3,1,4,3,4,2,2,1,7,1
"824",7,1,1,4,3,1,4,2,4,2,2,1,7,1
"825",6,1,1,4,3,3,5,2,4,2,2,1,7,1
"826",3,2,4,7,4,8,5,1,1,0,1,1,7,1
"827",6,2,1,3,3,2,NA,2,4,2,2,3,7,1
"828",7,2,1,3,3,5,NA,3,3,1,1,1,7,1
"829",1,2,5,1,2,6,5,1,4,2,3,1,7,1
"830",8,1,1,4,4,1,5,3,3,1,1,1,7,1
"831",4,1,5,3,4,3,5,1,1,0,2,3,3,1
"832",7,1,1,3,4,1,5,2,3,1,1,1,7,1
"833",6,1,5,4,6,1,5,1,3,0,1,1,2,1
"834",4,2,5,3,6,1,2,1,1,0,2,1,7,1
"835",2,2,3,3,6,2,NA,1,2,0,3,1,7,1
"836",1,1,4,6,3,9,NA,1,NA,0,2,3,7,1
"837",2,1,3,6,3,8,5,1,1,0,2,3,7,1
"838",6,2,1,6,4,4,NA,3,2,0,1,4,7,1
"839",8,1,1,6,5,1,NA,2,3,0,1,1,3,1
"840",3,2,NA,6,3,5,NA,3,1,0,1,1,NA,1
"841",1,1,5,3,4,3,5,1,1,0,2,3,5,1
"842",4,2,3,6,6,5,5,1,2,0,1,1,7,1
"843",1,2,5,3,4,4,2,1,1,0,2,5,7,1
"844",1,2,5,1,2,6,5,1,5,3,3,1,2,1
"845",8,1,5,2,3,NA,NA,1,1,0,2,1,8,1
"846",8,1,5,2,3,NA,NA,1,1,0,2,1,8,1
"847",2,1,1,2,3,7,1,2,3,1,2,3,7,1
"848",2,2,1,4,5,1,4,3,3,1,2,1,8,1
"849",4,1,5,2,4,2,2,1,1,0,2,5,7,1
"850",2,2,1,3,3,3,2,2,3,1,NA,3,5,1
"851",6,2,4,6,5,5,5,1,1,0,1,1,7,1
"852",9,2,1,6,4,5,5,3,2,0,1,NA,7,1
"853",6,2,1,4,3,2,5,2,3,1,2,1,7,1
"854",2,2,4,7,3,8,NA,1,1,0,2,4,7,1
"855",1,2,NA,2,4,6,2,3,5,1,3,1,8,1
"856",9,2,1,7,5,5,5,3,2,0,1,2,7,1
"857",9,1,1,7,3,8,5,3,2,0,1,2,7,1
"858",6,2,1,4,3,3,5,2,5,2,2,1,7,1
"859",7,2,3,5,6,1,5,1,1,0,1,1,7,1
"860",6,2,1,5,4,6,NA,3,3,0,1,1,7,1
"861",1,2,5,2,4,6,NA,1,3,0,3,NA,7,1
"862",7,2,1,4,3,1,NA,2,6,4,1,1,7,1
"863",3,2,4,5,4,1,NA,1,1,0,2,5,7,1
"864",2,2,4,6,5,6,5,1,1,0,2,1,5,1
"865",7,1,1,4,5,1,5,2,3,1,1,2,7,1
"866",8,1,1,4,4,1,5,2,5,2,1,1,7,1
"867",8,2,1,4,4,1,5,2,3,0,1,1,7,1
"868",9,1,1,4,4,1,5,3,5,1,1,1,7,1
"869",6,2,5,3,5,1,5,1,1,0,2,3,7,1
"870",7,2,5,4,6,1,4,1,1,0,1,1,7,1
"871",4,2,5,3,6,1,3,1,1,0,2,3,7,1
"872",5,2,5,2,2,5,3,1,5,3,2,3,7,1
"873",8,1,1,5,4,1,5,3,2,0,1,1,7,1
"874",7,2,1,4,4,5,2,3,4,2,2,5,7,1
"875",7,2,1,4,3,4,5,2,3,1,1,1,7,1
"876",3,2,5,2,5,4,3,1,1,0,2,3,7,1
"877",1,1,5,2,3,6,2,1,4,1,2,1,7,1
"878",4,1,3,2,3,2,2,1,1,0,2,3,8,1
"879",2,2,1,7,2,5,5,3,2,0,1,1,7,1
"880",2,1,1,7,3,8,5,3,2,0,1,1,7,1
"881",5,2,1,6,3,5,NA,3,2,0,1,1,7,1
"882",3,2,4,5,3,6,NA,1,3,1,1,2,7,1
"883",5,1,1,6,2,1,NA,3,2,0,1,1,7,1
"884",9,2,1,4,6,1,5,2,3,1,1,1,7,1
