"","id","state","county","population","housingUnits","totalArea","waterArea","landArea"
"376","0100000US","Florida","Nassau County","73314","35009",725.92,77.28,648.64
"377","0100000US","Florida","Okaloosa County","180822","92407",1082.08,151.83,930.25
"378","0100000US","Florida","Okeechobee County","39996","18509",891.91,123,768.91
"379","0100000US","Florida","Orange County","1145956","487839",1003.26,99.83,903.43
"380","0100000US","Florida","Osceola County","268685","128170",1505.91,178.45,1327.45
"381","0100000US","Florida","Palm Beach County","1320134","664594",2383.01,413.25,1969.76
"382","0100000US","Florida","Pasco County","464697","228928",868.45,121.57,746.89
"383","0100000US","Florida","Pinellas County","916542","503634",608.13,334.33,273.8
"384","0100000US","Florida","Polk County","602095","281214",2010.55,212.71,1797.84
"385","0100000US","Florida","Putnam County","74364","37337",826.92,99.3,727.62
"386","0100000US","Florida","St. Johns County","190039","89830",821.53,220.87,600.66
"387","0100000US","Florida","St. Lucie County","277789","137029",688.11,116.18,571.93
"388","0100000US","Florida","Santa Rosa County","151372","64760",1173.78,162.17,1011.6
"389","0100000US","Florida","Sarasota County","379448","228413",725.34,169.48,555.87
"390","0100000US","Florida","Seminole County","422718","181307",345.29,36.07,309.22
"391","0100000US","Florida","Sumter County","93420","53026",579.83,32.89,546.93
"392","0100000US","Florida","Suwannee County","41551","19164",692.26,3.7,688.55
"393","0100000US","Florida","Taylor County","22570","11004",1232.2,188.9,1043.31
"394","0100000US","Florida","Union County","15535","4508",249.75,6.2,243.56
"395","0100000US","Florida","Volusia County","494593","254226",1432.44,331.4,1101.03
"396","0100000US","Florida","Wakulla County","30776","12804",735.73,129.31,606.42
"397","0100000US","Florida","Walton County","55043","45132",1239.59,201.97,1037.62
"398","0100000US","Florida","Washington County","24896","10796",615.95,33.15,582.8
"400","0100000US","Georgia","Appling County","18236","8512",512.26,5.18,507.08
"401","0100000US","Georgia","Atkinson County","8375","3522",344.53,5.15,339.38
"402","0100000US","Georgia","Bacon County","11096","4801",285.82,27.25,258.58
"403","0100000US","Georgia","Baker County","3451","1652",349.14,7.19,341.94
"404","0100000US","Georgia","Baldwin County","45720","20159",267.41,9.57,257.84
"405","0100000US","Georgia","Banks County","18395","7595",233.89,1.8,232.09
"406","0100000US","Georgia","Barrow County","69367","26400",162.94,2.63,160.31
"407","0100000US","Georgia","Bartow County","100157","39823",470.11,10.57,459.54
"408","0100000US","Georgia","Ben Hill County","17634","7942",253.91,3.79,250.12
"409","0100000US","Georgia","Berrien County","19286","8709",457.88,5.99,451.9
"410","0100000US","Georgia","Bibb County","155547","69662",255.37,5.6,249.76
"411","0100000US","Georgia","Bleckley County","13063","5304",219.13,3.26,215.87
"412","0100000US","Georgia","Brantley County","18411","8086",447.2,4.84,442.36
"413","0100000US","Georgia","Brooks County","16243","7706",497.8,4.75,493.05
"414","0100000US","Georgia","Bryan County","30233","11842",454.46,18.49,435.97
"415","0100000US","Georgia","Bulloch County","70217","28794",688.63,15.82,672.81
"416","0100000US","Georgia","Burke County","23316","9865",834.98,8.02,826.97
"417","0100000US","Georgia","Butts County","23655","9357",188.04,3.65,184.39
"418","0100000US","Georgia","Calhoun County","6694","2409",283.58,3.21,280.37
"419","0100000US","Georgia","Camden County","50513","21114",781.86,168.84,613.03
"420","0100000US","Georgia","Candler County","10998","4761",248.86,5.81,243.04
"421","0100000US","Georgia","Carroll County","110527","44607",503.84,4.76,499.08
"422","0100000US","Georgia","Catoosa County","63942","26606",162.46,0.3,162.16
"423","0100000US","Georgia","Charlton County","12171","4475",782.37,8.8,773.58
"424","0100000US","Georgia","Chatham County","265128(r41131)","119323(r17733)",632.26,205.83,426.44
"425","0100000US","Georgia","Chattahoochee County","11267","3376",251.17,2.43,248.74
"426","0100000US","Georgia","Chattooga County","26015","10977",313.56,0.22,313.34
"427","0100000US","Georgia","Cherokee County","214346","82360",434.41,12.73,421.67
"428","0100000US","Georgia","Clarke County","116714","51068",121.04,1.83,119.2
"429","0100000US","Georgia","Clay County","3183","2102",217.23,21.85,195.38
"430","0100000US","Georgia","Clayton County","259424","104705",144.33,2.76,141.57
"431","0100000US","Georgia","Clinch County","6798","3007",823.99,23.77,800.22
"432","0100000US","Georgia","Cobb County","688078","286490",344.52,4.97,339.55
"433","0100000US","Georgia","Coffee County","42356","17061",602.65,27.55,575.1
"434","0100000US","Georgia","Colquitt County","45498","18311",556.64,12.49,544.15
"435","0100000US","Georgia","Columbia County","124053","48626",307.6,17.51,290.09
"436","0100000US","Georgia","Cook County","17212","7287",233.2,6.04,227.16
"437","0100000US","Georgia","Coweta County","127317","50171",445.82,4.92,440.89
"438","0100000US","Georgia","Crawford County","12630","5292",326.45,1.57,324.89
"439","0100000US","Georgia","Crisp County","23439","10734",280.95,8.37,272.58
"440","0100000US","Georgia","Dade County","16633","7305",174.16,0.18,173.98
"441","0100000US","Georgia","Dawson County","22330","10425",214.41,3.58,210.83
"442","0100000US","Georgia","Decatur County","27842","12125",623.17,26.03,597.14
"443","0100000US","Georgia","DeKalb County","691893(r41183)","304968(r17781)",271.14,3.56,267.58
"444","0100000US","Georgia","Dodge County","21796","9857",503.11,7.22,495.89
"445","0100000US","Georgia","Dooly County","14918","6328",397.28,5.34,391.94
"446","0100000US","Georgia","Dougherty County","94565","40801",334.63,5.94,328.69
"447","0100000US","Georgia","Douglas County","132403","51672",201.03,0.96,200.07
"448","0100000US","Georgia","Early County","11008","4975",516.35,3.75,512.59
"449","0100000US","Georgia","Echols County","4034","1558",420.72,5.83,414.89
"450","0100000US","Georgia","Effingham County","52250","19884",482.93,5.23,477.7
"451","0100000US","Georgia","Elbert County","20166","9583",374.22,23.16,351.06
"452","0100000US","Georgia","Emanuel County","22598","9968",690.18,9.58,680.6
"453","0100000US","Georgia","Evans County","11000","4664",186.87,4.02,182.85
"454","0100000US","Georgia","Fannin County","23682","16207",391.96,5.24,386.72
"455","0100000US","Georgia","Fayette County","106567","40793",199.32,4.98,194.34
"456","0100000US","Georgia","Floyd County","96317","40551",518.47,8.55,509.91
"457","0100000US","Georgia","Forsyth County","175511","64052",247.17,23.15,224.02
"458","0100000US","Georgia","Franklin County","22084","10553",266.45,4.95,261.5
"459","0100000US","Georgia","Fulton County","920581(r41350)","437105(r17928)",534.32,7.69,526.63
"460","0100000US","Georgia","Gilmer County","28292","16564",431.25,4.71,426.54
"461","0100000US","Georgia","Glascock County","3082","1519",144.45,0.71,143.74
"462","0100000US","Georgia","Glynn County","79626","40716",585.25,165.49,419.75
"463","0100000US","Georgia","Gordon County","55186","22278",358.04,2.23,355.81
"464","0100000US","Georgia","Grady County","25011","10760",460.26,5.74,454.53
"465","0100000US","Georgia","Greene County","15994","8688",406.21,18.78,387.44
"466","0100000US","Georgia","Gwinnett County","805321","291547",436.78,6.39,430.38
"467","0100000US","Georgia","Habersham County","43041","18146",279.03,2.29,276.74
"468","0100000US","Georgia","Hall County","179684","68825",429.29,36.51,392.78
"469","0100000US","Georgia","Hancock County","9429","5360",478.68,6.84,471.84
"470","0100000US","Georgia","Haralson County","28780","12287",283.18,1.01,282.17
"471","0100000US","Georgia","Harris County","32024","13397",472.96,9.09,463.87
"472","0100000US","Georgia","Hart County","25213","13007",256.95,24.55,232.39
"473","0100000US","Georgia","Heard County","11834","5148",301.09,5.06,296.03
"474","0100000US","Georgia","Henry County","203922","76533",326.55,4.42,322.13
"475","0100000US","Georgia","Houston County","139900","58325",379.92,4.38,375.54
"476","0100000US","Georgia","Irwin County","9538","4033",362.76,8.42,354.34
"477","0100000US","Georgia","Jackson County","60485","23752",343.1,3.44,339.66
"478","0100000US","Georgia","Jasper County","13900","6153",373.46,5.3,368.16
"479","0100000US","Georgia","Jeff Davis County","15068","6488",335.4,4.66,330.74
"480","0100000US","Georgia","Jefferson County","16930","7298",529.67,3.18,526.48
"481","0100000US","Georgia","Jenkins County","8340","4221",352.47,5.19,347.28
"482","0100000US","Georgia","Johnson County","9980","4120",306.59,3.58,303.01
"483","0100000US","Georgia","Jones County","28669","11688",395.42,1.48,393.93
"484","0100000US","Georgia","Lamar County","18317","7474",185.83,2.33,183.5
"485","0100000US","Georgia","Lanier County","10078","4249",199.79,14.53,185.26
"486","0100000US","Georgia","Laurens County","48434","21368",818.47,11.17,807.3
"487","0100000US","Georgia","Lee County","28298","10276",361.73,5.95,355.78
"488","0100000US","Georgia","Liberty County","63453","26731",602.53,112.73,489.8
"489","0100000US","Georgia","Lincoln County","7996","4786",257.3,46.92,210.38
"490","0100000US","Georgia","Long County","14464","6039",403.81,3.52,400.29
"491","0100000US","Georgia","Lowndes County","109233","43921",510.58,14.51,496.07
"492","0100000US","Georgia","Lumpkin County","29966","12925",284.2,1.26,282.93
"493","0100000US","Georgia","McDuffie County","21875","9319",266.39,8.93,257.46
"494","0100000US","Georgia","McIntosh County","14333","9220",573.89,149.59,424.3
"495","0100000US","Georgia","Macon County","14740","6136",405.99,5.35,400.64
"496","0100000US","Georgia","Madison County","28120","11784",285.59,3.28,282.31
"497","0100000US","Georgia","Marion County","8742","4156",367.48,1.48,366
"498","0100000US","Georgia","Meriwether County","21992","9957",505.41,4.18,501.22
"499","0100000US","Georgia","Miller County","6125","2791",283.66,1.24,282.42
"500","0100000US","Georgia","Mitchell County","23498","8996",513.82,1.74,512.08
"501","0100000US","Georgia","Monroe County","26424","10710",397.81,2.15,395.66
"502","0100000US","Georgia","Montgomery County","9123","3921",244.69,5.17,239.52
"503","0100000US","Georgia","Morgan County","17868","7472",354.62,7.27,347.35
"504","0100000US","Georgia","Murray County","39628","15979",346.66,2.2,344.47
"505","0100000US","Georgia","Muscogee County","189885","82690",221.01,4.62,216.39
"506","0100000US","Georgia","Newton County","99958","38342",279.2,7.04,272.16
"507","0100000US","Georgia","Oconee County","32808","12383",186.37,2.08,184.29
"508","0100000US","Georgia","Oglethorpe County","14899","6484",442.04,3.03,439.01
"509","0100000US","Georgia","Paulding County","142324","52130",314.34,2.12,312.22
"510","0100000US","Georgia","Peach County","27695","11050",151.3,1.03,150.27
"511","0100000US","Georgia","Pickens County","29431","13692",232.71,0.65,232.06
"512","0100000US","Georgia","Pierce County","18758","7986",343.23,26.74,316.49
"513","0100000US","Georgia","Pike County","17869","6820",219.4,3.32,216.09
"514","0100000US","Georgia","Polk County","41475","16908",312.14,1.81,310.33
"515","0100000US","Georgia","Pulaski County","12010","5151",251.21,2.18,249.03
"516","0100000US","Georgia","Putnam County","21218","12804",360.69,16.05,344.64
"517","0100000US","Georgia","Quitman County","2513","2047",160.56,9.33,151.24
"518","0100000US","Georgia","Rabun County","16276","12313",376.88,6.89,369.99
"519","0100000US","Georgia","Randolph County","7719","4153",430.87,2.64,428.24
"520","0100000US","Georgia","Richmond County","200549","86331",328.59,4.27,324.33
"521","0100000US","Georgia","Rockdale County","85215","33272",132.1,2.31,129.79
"522","0100000US","Georgia","Schley County","5010","2208",167.82,0.92,166.91
"523","0100000US","Georgia","Screven County","14593","6739",655.87,10.77,645.1
"524","0100000US","Georgia","Seminole County","8729","4797",256.56,21.33,235.23
"525","0100000US","Georgia","Spalding County","64073","26777",199.59,3.12,196.47
"526","0100000US","Georgia","Stephens County","26175","12662",184.2,5.07,179.13
"527","0100000US","Georgia","Stewart County","6058","2383",463.61,4.88,458.73
"528","0100000US","Georgia","Sumter County","32819","13909",492.65,9.96,482.7
"529","0100000US","Georgia","Talbot County","6865","3399",394.76,3.37,391.39
"530","0100000US","Georgia","Taliaferro County","1717","1015",195.35,0.74,194.61
"531","0100000US","Georgia","Tattnall County","25520","9966",488.35,8.95,479.4
"532","0100000US","Georgia","Taylor County","8906","4563",379.7,3.01,376.69
"533","0100000US","Georgia","Telfair County","16500","7297",444.01,6.71,437.3
"534","0100000US","Georgia","Terrell County","9315(r41444)","4080(r17967)",337.7,2.26,335.44
"535","0100000US","Georgia","Thomas County","44720","20177",552.22,7.62,544.6
"536","0100000US","Georgia","Tift County","40118","16434",268.79,9.87,258.91
"537","0100000US","Georgia","Toombs County","27223","12144",370.99,6.99,364
"538","0100000US","Georgia","Towns County","10471","7731",171.98,5.42,166.56
"539","0100000US","Georgia","Treutlen County","6885","2992",202.45,3.01,199.44
"540","0100000US","Georgia","Troup County","67044","28046",445.96,31.97,413.99
"541","0100000US","Georgia","Turner County","8930","3841",289.98,4.59,285.39
"542","0100000US","Georgia","Twiggs County","9023","4235",362.63,4.24,358.4
"543","0100000US","Georgia","Union County","21356","14052",329,7.08,321.93
"544","0100000US","Georgia","Upson County","27153","12161",327.55,4.12,323.44
"545","0100000US","Georgia","Walker County","68756","30100",447.03,0.65,446.38
"546","0100000US","Georgia","Walton County","83768","32435",330,4.32,325.68
"547","0100000US","Georgia","Ware County","36312","16326",907.99,15.53,892.46
"548","0100000US","Georgia","Warren County","5834","2985",286.69,2.39,284.3
"549","0100000US","Georgia","Washington County","21187","9047",684.36,5.9,678.45
"550","0100000US","Georgia","Wayne County","30099","12199",648.8,7.02,641.78
"551","0100000US","Georgia","Webster County","2799","1523",210.26,1.15,209.12
"552","0100000US","Georgia","Wheeler County","7421","2625",300.27,4.78,295.48
"553","0100000US","Georgia","White County","27144","16062",242.21,1.52,240.69
"554","0100000US","Georgia","Whitfield County","102599","39899",291.05,0.59,290.46
"555","0100000US","Georgia","Wilcox County","9255","3510",382.12,4.42,377.7
"556","0100000US","Georgia","Wilkes County","10593","5158",474.09,4.6,469.49
"557","0100000US","Georgia","Wilkinson County","9563","4487",451.95,4.64,447.31
"558","0100000US","Georgia","Worth County","21679","9251",574.76,4.05,570.7
"560","0100000US","Hawaii","Hawaii County","185079","82324",5086.13,1057.72,4028.42
"561","0100000US","Hawaii","Honolulu County","953207","336899",2128.07,1527.33,600.74
