"","gene.length"
"2154",3311
"2155",5886
"2156",2920
"2157",1128
"2158",7464
"2159",2648
"2160",3500
"2161",1507
"2162",3510
"2163",1699
"2164",2200
"2165",6453
"2166",856
"2167",309
"2168",1608
"2169",633
"2170",642
"2171",1326
"2172",995
"2173",2407
"2174",4754
"2175",802
"2176",834
"2177",827
"2178",2084
"2179",2681
"2180",1661
"2181",541
"2182",1162
"2183",1956
"2184",1444
"2185",4919
"2186",2871
"2187",6273
"2188",1254
"2189",3795
"2190",3406
"2191",2960
"2192",2134
"2193",1530
"2194",1363
"2195",2823
"2196",1608
"2197",2056
"2198",1748
"2199",4293
"2200",4017
"2201",2717
"2202",884
"2203",3440
"2204",3508
"2205",3349
"2206",2219
"2207",2869
"2208",5172
"2209",4216
"2210",2260
"2211",5637
"2212",1714
"2213",3554
"2214",927
"2215",2238
"2216",562
"2217",4453
"2218",6050
"2219",291
"2220",663
"2221",1862
"2222",7222
"2223",1962
"2224",3183
"2225",2917
"2226",2478
"2227",1044
"2228",2817
"2229",1236
"2230",2082
"2231",6202
"2232",3858
"2233",2005
"2234",4282
"2235",1385
"2236",2705
"2237",2749
"2238",2627
"2239",2435
"2240",5151
"2241",2553
"2242",3106
"2243",853
"2244",3200
"2245",1697
"2246",713
"2247",2040
"2248",3931
"2249",3561
"2250",1561
"2251",3628
"2252",2697
"2253",556
"2254",3139
"2255",4013
"2256",2361
"2257",2005
"2258",6300
"2259",539
"2260",4539
"2261",2398
"2262",2821
"2263",1279
"2264",3812
"2265",5285
"2266",3565
"2267",1545
"2268",636
"2269",1132
"2270",968
"2271",2065
"2272",2441
"2273",1475
"2274",5411
"2275",2675
"2276",570
"2277",2861
"2278",1273
"2279",5292
"2280",2065
"2281",5882
"2282",1874
"2283",929
"2284",4588
"2285",2450
"2286",2791
"2287",2028
"2288",1705
"2289",1622
"2290",4761
"2291",2269
"2292",7279
"2293",891
"2294",1089
"2295",1125
"2296",1095
"2297",1251
"2298",1819
"2299",2018
"2300",3168
"2301",2147
"2302",3537
"2303",3435
"2304",3822
"2305",5485
"2306",3989
"2307",6124
"2308",3972
"2309",1892
"2310",1480
"2311",1070
"2312",1437
"2313",2658
"2314",3252
"2315",2725
"2316",1738
"2317",3249
"2318",1657
"2319",1489
"2320",4175
"2321",4078
"2322",2321
"2323",3750
"2324",4919
"2325",949
"2326",1550
"2327",1367
"2328",4685
"2329",2533
"2330",1029
"2331",2022
"2332",848
"2333",2972
"2334",3346
"2335",3951
"2336",3376
"2337",1374
"2338",2978
"2339",1929
"2340",915
"2341",1914
"2342",4425
"2343",3235
"2344",2778
"2345",5963
"2346",5695
"2347",1467
"2348",2536
"2349",3010
"2350",2805
"2351",7274
"2352",9892
"2353",1715
"2354",1336
"2355",3918
"2356",1547
"2357",2154
"2358",5169
"2359",1735
"2360",4214
"2361",1068
"2362",424
"2363",2775
"2364",1396
"2365",2996
"2366",2261
"2367",1050
"2368",3456
"2369",1854
"2370",3192
"2371",4038
"2372",535
"2373",8765
"2374",3659
"2375",2523
"2376",4222
"2377",5916
"2378",1047
"2379",2741
"2380",4315
"2381",1648
"2382",1266
"2383",903
"2384",4444
"2385",4570
"2386",5218
"2387",3629
"2388",2684
"2389",2695
"2390",342
"2391",2509
"2392",3297
"2393",1378
"2394",1272
"2395",924
"2396",902
"2397",923
"2398",2485
"2399",2379
"2400",2534
"2401",1566
"2402",1687
"2403",1827
"2404",3999
"2405",2982
"2406",10253
"2407",2828
"2408",5276
"2409",1566
"2410",3924
"2411",3542
"2412",889
"2413",1376
"2414",1316
"2415",1668
"2416",2506
"2417",1488
"2418",1393
"2419",2439
"2420",925
"2421",1274
"2422",789
"2423",1424
"2424",5102
"2425",3545
"2426",2025
"2427",1363
"2428",4256
"2429",3175
"2430",7232
"2431",3845
"2432",1945
"2433",1944
"2434",2119
"2435",1994
"2436",3197
"2437",1322
"2438",2373
"2439",2283
"2440",5548
"2441",2742
"2442",1827
"2443",793
"2444",3938
"2445",5388
"2446",2815
"2447",1579
"2448",5788
"2449",1659
"2450",3323
"2451",10276
"2452",1427
"2453",3135
"2454",1310
"2455",4124
"2456",3306
"2457",7690
"2458",1088
"2459",2165
"2460",1661
"2461",1586
"2462",5733
"2463",3870
"2464",4425
"2465",2346
"2466",1053
"2467",2592
"2468",4935
"2469",1593
"2470",6453
"2471",1547
"2472",4495
"2473",2970
"2474",3117
"2475",4871
"2476",2346
"2477",1247
"2478",2147
"2479",2607
"2480",7435
"2481",2180
"2482",5677
"2483",4268
"2484",1011
"2485",1553
"2486",837
"2487",1369
"2488",1277
"2489",2229
"2490",2354
"2491",2108
"2492",3843
"2493",1949
"2494",2598
"2495",2270
"2496",4896
"2497",1746
"2498",2692
"2499",1899
"2500",2335
"2501",1930
"2502",3162
"2503",4131
"2504",1835
"2505",1449
"2506",3249
"2507",4928
"2508",1162
"2509",2446
"2510",4652
"2511",2119
"2512",1676
"2513",2713
"2514",762
"2515",3239
"2516",2964
"2517",2720
"2518",2491
"2519",1082
"2520",3026
"2521",5136
"2522",1091
"2523",6326
"2524",3452
"2525",4713
"2526",1208
"2527",1830
"2528",1803
"2529",1879
"2530",1634
"2531",2409
"2532",4037
"2533",2255
"2534",1482
"2535",3073
"2536",3496
"2537",2525
"2538",1386
"2539",4795
"2540",1069
"2541",2776
"2542",4131
"2543",1634
"2544",2455
"2545",4183
"2546",4425
"2547",2586
"2548",1355
"2549",1425
"2550",3274
"2551",618
"2552",7918
"2553",3773
"2554",1843
"2555",2507
"2556",4559
"2557",2495
"2558",1890
"2559",3735
"2560",3249
"2561",2368
"2562",1672
"2563",2965
"2564",2235
"2565",2344
"2566",2489
"2567",5426
"2568",2834
"2569",2597
"2570",531
"2571",1921
"2572",2704
"2573",2704
"2574",1155
"2575",2011
"2576",5354
"2577",2781
"2578",2365
"2579",2797
"2580",5150
"2581",669
"2582",1746
"2583",2556
"2584",2593
"2585",5525
"2586",1187
"2587",2085
"2588",4028
"2589",2041
"2590",344
"2591",5216
"2592",2701
"2593",4778
"2594",6098
"2595",3344
"2596",1933
"2597",1174
"2598",1527
"2599",2545
"2600",5927
"2601",726
"2602",2113
"2603",2340
"2604",512
"2605",3757
"2606",2506
"2607",4214
"2608",1726
"2609",1634
"2610",1820
"2611",953
"2612",2574
"2613",775
"2614",584
"2615",759
"2616",2223
"2617",683
"2618",2137
"2619",6251
"2620",2425
"2621",2434
"2622",3305
"2623",1288
"2624",967
"2625",2437
"2626",1832
"2627",679
"2628",1157
"2629",2220
"2630",2208
"2631",6030
"2632",2855
"2633",5385
"2634",1402
"2635",2948
"2636",6518
"2637",3649
"2638",6227
"2639",5008
"2640",5846
"2641",1223
"2642",2868
"2643",2593
"2644",7770
"2645",6203
"2646",3086
"2647",4134
"2648",9151
"2649",1897
"2650",9036
"2651",2613
"2652",2470
"2653",7360
"2654",3232
"2655",3498
"2656",1978
"2657",528
"2658",282
"2659",9633
"2660",3127
"2661",1544
"2662",2495
"2663",6521
"2664",5874
"2665",1695
"2666",1875
"2667",5437
"2668",3504
"2669",1279
"2670",755
"2671",2692
"2672",3714
"2673",3868
"2674",922
"2675",2052
"2676",2467
"2677",4193
"2678",2358
"2679",1300
"2680",2467
"2681",2124
"2682",2724
"2683",1494
"2684",1850
"2685",3219
"2686",8413
"2687",3696
"2688",6115
"2689",3658
"2690",2802
"2691",3664
"2692",2264
"2693",6028
"2694",2429
"2695",921
"2696",2603
"2697",1699
"2698",3109
"2699",882
"2700",1470
"2701",4165
"2702",3165
"2703",2638
"2704",1650
"2705",1263
"2706",6870
"2707",1948
"2708",609
"2709",4720
"2710",462
"2711",1095
"2712",1619
"2713",1233
"2714",4288
"2715",2054
"2716",4200
"2717",1451
"2718",1144
"2719",2777
"2720",972
"2721",1211
"2722",1905
"2723",837
"2724",2318
"2725",1497
"2726",3881
"2727",1687
"2728",3073
"2729",2313
"2730",3604
"2731",7733
"2732",1951
"2733",1671
"2734",3803
"2735",4931
"2736",3156
"2737",3290
"2738",1561
"2739",1413
"2740",2755
"2741",1212
"2742",1800
"2743",891
"2744",5761
"2745",3151
"2746",4977
"2747",4273
"2748",1070
"2749",2178
"2750",4684
"2751",2231
"2752",1876
"2753",2204
"2754",2123
"2755",3631
"2756",1782
"2757",2306
"2758",3498
"2759",2340
"2760",1193
"2761",596
"2762",1350
"2763",3395
"2764",1229
"2765",2997
"2766",5346
"2767",905
"2768",3009
"2769",2636
"2770",1204
"2771",6268
"2772",1239
"2773",3346
"2774",2011
"2775",3555
"2776",2345
"2777",1415
"2778",3460
"2779",4828
"2780",5304
"2781",1417
"2782",1624
"2783",5468
"2784",2934
"2785",1293
"2786",1463
"2787",4455
"2788",5783
"2789",956
"2790",5688
"2791",4248
"2792",1668
"2793",3676
"2794",1428
"2795",1970
"2796",2343
"2797",4814
"2798",4064
"2799",2826
"2800",2437
"2801",6426
"2802",2784
"2803",1460
"2804",1547
"2805",1619
"2806",1786
"2807",1305
"2808",2480
"2809",189
"2810",4189
"2811",1657
"2812",882
"2813",2681
"2814",2166
"2815",2226
"2816",14219
"2817",4342
"2818",7104
"2819",1512
"2820",2100
"2821",1494
"2822",4817
"2823",2894
"2824",2052
"2825",285
"2826",3779
"2827",2034
"2828",1776
"2829",1239
"2830",1822
"2831",4435
"2832",2253
"2833",1785
"2834",5241
"2835",1798
"2836",1013
"2837",3266
"2838",1660
"2839",2054
"2840",2773
"2841",3104
"2842",4220
"2843",4816
"2844",2953
"2845",5262
"2846",4039
"2847",3415
"2848",2720
"2849",4021
"2850",1354
"2851",2419
"2852",3129
"2853",3310
"2854",718
"2855",3355
"2856",1000
"2857",3200
"2858",2193
"2859",1107
"2860",1604
"2861",3488
"2862",3840
"2863",2180
"2864",1354
"2865",6453
"2866",1839
"2867",3313
"2868",4555
"2869",5543
"2870",3005
"2871",1006
"2872",1582
"2873",6319
"2874",4226
"2875",2600
"2876",2514
"2877",2229
"2878",2276
"2879",4308
"2880",1157
"2881",857
"2882",4556
"2883",1090
"2884",3583
"2885",1470
"2886",1559
"2887",1213
"2888",1695
"2889",2266
"2890",3499
"2891",1396
"2892",3584
"2893",4742
"2894",6371
"2895",2582
"2896",2252
"2897",5126
"2898",5399
"2899",1694
"2900",3110
"2901",551
"2902",5143
"2903",1308
"2904",2846
"2905",4059
"2906",1646
"2907",2684
"2908",3444
"2909",2514
"2910",4669
"2911",2851
"2912",321
"2913",4868
"2914",1545
"2915",4178
"2916",868
"2917",4557
"2918",1647
"2919",1385
"2920",2350
"2921",1829
"2922",1518
"2923",4226
"2924",3361
"2925",1912
"2926",3202
"2927",5125
"2928",3550
"2929",3020
"2930",4279
"2931",1154
"2932",4614
"2933",2949
"2934",2753
"2935",3617
"2936",1946
"2937",3279
"2938",2443
"2939",15136
"2940",2026
"2941",1733
"2942",2576
"2943",3086
"2944",3701
"2945",6166
"2946",6485
"2947",2393
"2948",1467
"2949",1398
"2950",3316
"2951",3290
"2952",1447
"2953",7080
"2954",5897
"2955",1980
"2956",2882
"2957",2875
"2958",10468
"2959",4344
"2960",5677
"2961",3136
"2962",1208
"2963",2204
"2964",4305
"2965",2742
"2966",6927
"2967",4585
"2968",9610
"2969",3309
"2970",1000
"2971",1714
"2972",7752
"2973",1167
"2974",3894
"2975",1234
"2976",1679
"2977",3940
"2978",4543
"2979",4144
"2980",1495
"2981",4360
"2982",3817
"2983",1984
"2984",4339
"2985",1793
"2986",7100
"2987",1551
"2988",3910
"2989",2460
"2990",2521
"2991",4326
"2992",4621
"2993",5184
"2994",1892
"2995",1251
"2996",2531
"2997",2423
"2998",4462
"2999",2758
"3000",4037
"3001",3241
"3002",2255
"3003",3916
"3004",2654
"3005",4051
"3006",818
"3007",2681
"3008",1081
"3009",2272
"3010",1148
"3011",1500
"3012",1238
"3013",3742
"3014",2796
"3015",3752
"3016",1238
"3017",2074
"3018",772
"3019",2637
"3020",10017
"3021",3861
"3022",396
"3023",3667
"3024",3289
"3025",723
"3026",9388
"3027",1751
"3028",2050
"3029",2615
"3030",2205
"3031",1588
"3032",2956
"3033",2862
"3034",2453
"3035",2118
"3036",4609
"3037",1543
"3038",7403
"3039",2683
"3040",1030
"3041",1561
"3042",2262
"3043",1708
"3044",1430
"3045",1723
"3046",1799
"3047",3238
"3048",1520
"3049",1629
"3050",5592
"3051",1886
"3052",3533
"3053",2636
"3054",3335
"3055",1374
"3056",2362
"3057",2505
"3058",660
"3059",3450
"3060",582
"3061",2240
"3062",1747
"3063",2242
"3064",1073
"3065",3556
"3066",2499
"3067",732
"3068",1196
"3069",2098
"3070",2205
"3071",523
"3072",881
"3073",2286
"3074",2052
"3075",4372
"3076",3221
"3077",2469
"3078",2270
"3079",2234
"3080",754
"3081",390
"3082",2340
"3083",1446
"3084",1192
"3085",1556
"3086",5733
"3087",1062
"3088",2355
"3089",5250
"3090",1215
"3091",2949
"3092",1142
"3093",1820
"3094",1289
"3095",1618
"3096",2008
"3097",1029
"3098",1489
"3099",1142
"3100",2166
"3101",1121
"3102",478
"3103",1560
"3104",1920
"3105",1888
"3106",2455
"3107",2218
"3108",5658
"3109",1976
"3110",1665
"3111",1580
"3112",1789
"3113",1857
"3114",2315
"3115",684
"3116",2784
"3117",2386
"3118",2445
"3119",1513
"3120",573
"3121",1829
"3122",1434
"3123",3258
"3124",1698
"3125",982
"3126",1927
"3127",1448
"3128",3297
"3129",2651
"3130",3324
"3131",1803
"3132",1860
"3133",3285
"3134",3525
"3135",1809
"3136",3599
"3137",2296
"3138",2312
"3139",3254
"3140",777
"3141",3055
"3142",1321
"3143",1107
"3144",1946
"3145",2273
"3146",558
"3147",4449
"3148",605
"3149",2572
"3150",601
"3151",1114
"3152",2534
"3153",550
"3154",3384
"3155",1783
"3156",2075
"3157",2885
"3158",2114
"3159",5502
"3160",3054
"3161",2751
"3162",1164
"3163",1419
"3164",2577
"3165",1475
"3166",1760
"3167",913
"3168",654
"3169",3370
"3170",4635
"3171",2842
"3172",2970
"3173",3117
"3174",2375
"3175",2442
"3176",2015
"3177",3872
"3178",4740
"3179",1838
"3180",2555
"3181",5438
"3182",1692
"3183",1191
"3184",2221
"3185",6783
"3186",1456
"3187",2937
"3188",1108
"3189",970
"3190",1237
"3191",847
"3192",1505
"3193",826
"3194",3001
"3195",834
"3196",4277
"3197",2109
"3198",2275
"3199",1380
"3200",3888
"3201",1779
"3202",1671
"3203",1842
"3204",751
"3205",3545
"3206",1918
"3207",6501
"3208",515
"3209",1425
"3210",7998
"3211",1557
"3212",1531
"3213",2414
"3214",4298
"3215",1002
"3216",1405
"3217",2438
"3218",2996
"3219",3083
"3220",2815
"3221",3787
"3222",2464
"3223",1796
"3224",1250
"3225",2087
"3226",1878
"3227",1459
"3228",1029
"3229",1247
"3230",2680
"3231",1926
"3232",3301
"3233",1320
"3234",1308
"3235",1577
"3236",2762
"3237",3056
"3238",2587
"3239",4869
"3240",2562
"3241",1564
"3242",1821
"3243",2082
"3244",1612
"3245",1955
"3246",4833
"3247",880
"3248",2126
"3249",1069
"3250",4025
"3251",618
"3252",2490
"3253",1683
"3254",2497
"3255",3881
"3256",1032
"3257",1466
"3258",3740
"3259",1828
"3260",4006
"3261",6723
"3262",8463
"3263",2451
"3264",1214
"3265",1134
"3266",1820
"3267",1045
"3268",3558
"3269",2294
"3270",854
"3271",1439
"3272",363
"3273",2425
"3274",1562
"3275",427
"3276",1709
"3277",2276
"3278",1416
"3279",1760
"3280",2673
"3281",2363
"3282",2962
"3283",1505
"3284",1459
"3285",2665
"3286",2186
"3287",2449
"3288",3597
"3289",3526
"3290",6234
"3291",2179
"3292",962
"3293",2176
"3294",2268
"3295",2136
"3296",2243
"3297",3004
"3298",2136
"3299",5576
"3300",11591
"3301",1769
"3302",1754
"3303",2206
"3304",1498
"3305",2780
"3306",3892
"3307",5352
"3308",1075
"3309",1564
"3310",3793
"3311",2828
"3312",2243
"3313",2985
"3314",3182
"3315",13694
"3316",1900
"3317",1414
"3318",3738
"3319",1189
"3320",1540
"3321",2097
"3322",2218
"3323",3120
"3324",7169
"3325",2113
"3326",4181
"3327",1181
"3328",2297
"3329",2699
"3330",1153
"3331",3112
"3332",2088
"3333",2704
"3334",6675
"3335",2259
"3336",4848
"3337",2310
"3338",2514
"3339",981
"3340",1773
"3341",3396
"3342",2355
"3343",1332
"3344",863
"3345",2878
"3346",5579
"3347",1075
"3348",3943
"3349",2562
"3350",629
"3351",2485
"3352",5271
"3353",1601
"3354",1976
"3355",2886
"3356",2017
"3357",2854
"3358",5293
"3359",1467
"3360",5290
"3361",2245
"3362",2834
"3363",2090
"3364",4407
"3365",2742
"3366",2112
"3367",2723
"3368",3433
"3369",2754
"3370",1613
"3371",1082
"3372",4126
"3373",813
"3374",360
"3375",847
"3376",2706
"3377",1362
"3378",1031
"3379",5413
"3380",2206
"3381",5520
"3382",3052
"3383",1491
"3384",699
"3385",7909
"3386",2737
"3387",4414
"3388",1446
"3389",1923
"3390",1219
"3391",2880
"3392",1880
"3393",1182
"3394",2010
"3395",1510
"3396",2197
"3397",1749
"3398",2808
"3399",3591
"3400",2877
"3401",2189
"3402",2227
"3403",2867
"3404",938
"3405",1405
"3406",1776
"3407",2825
"3408",1593
"3409",2896
"3410",2129
"3411",734
"3412",1179
"3413",3003
"3414",681
"3415",4228
"3416",2967
"3417",6118
"3418",2685
"3419",3569
"3420",3336
"3421",2818
"3422",2464
"3423",2263
"3424",2519
"3425",633
"3426",2115
"3427",1869
"3428",695
"3429",865
"3430",1676
"3431",5493
"3432",1605
"3433",1439
"3434",2252
"3435",5034
"3436",951
"3437",1462
"3438",890
"3439",1082
"3440",1072
"3441",4360
"3442",945
"3443",2111
"3444",2071
"3445",3094
"3446",4080
"3447",1568
"3448",595
"3449",2749
"3450",1667
"3451",2765
"3452",2272
"3453",1786
"3454",5554
"3455",2556
"3456",3332
"3457",1741
"3458",3517
"3459",2410
"3460",7350
"3461",3733
"3462",5232
"3463",4480
"3464",1793
"3465",2759
"3466",2485
"3467",6186
"3468",4454
"3469",2422
"3470",2308
"3471",561
"3472",5462
"3473",2960
"3474",2462
"3475",3165
"3476",4749
"3477",3321
"3478",1241
"3479",2992
"3480",1394
"3481",5371
"3482",1979
"3483",3209
"3484",3130
"3485",753
"3486",1709
"3487",889
"3488",967
"3489",932
"3490",3777
"3491",5119
"3492",4232
"3493",7230
"3494",6891
"3495",3789
"3496",4308
"3497",2507
"3498",5109
"3499",1609
"3500",3049
"3501",2807
"3502",1919
"3503",6298
"3504",6546
"3505",2401
"3506",4351
"3507",640
"3508",2654
"3509",4166
"3510",2092
"3511",6173
"3512",1491
"3513",3778
"3514",8560
"3515",2485
"3516",2019
"3517",8151
"3518",1992
"3519",1896
"3520",3060
"3521",1220
"3522",2424
"3523",2923
"3524",1447
"3525",4110
"3526",1970
"3527",3067
"3528",6128
"3529",3717
"3530",1577
"3531",2491
"3532",6399
"3533",6059
"3534",1932
"3535",3555
"3536",5275
"3537",3051
"3538",11334
"3539",7396
"3540",4290
"3541",2674
"3542",2537
"3543",2697
"3544",4588
"3545",2212
"3546",1366
"3547",3750
"3548",4561
"3549",3933
"3550",11070
"3551",4689
"3552",5305
"3553",2384
"3554",3123
"3555",7388
"3556",1599
"3557",2395
"3558",1330
"3559",2975
"3560",993
"3561",3602
"3562",2739
"3563",3089
"3564",2637
"3565",2482
"3566",1104
"3567",868
"3568",6156
"3569",1388
"3570",6376
"3571",7107
"3572",5840
"3573",2344
"3574",1116
"3575",4898
"3576",5360
"3577",2285
"3578",1621
"3579",2262
"3580",2463
"3581",4579
"3582",1176
"3583",2338
"3584",2572
"3585",3995
"3586",5266
"3587",3454
"3588",1418
"3589",3096
"3590",1505
"3591",3270
"3592",1320
"3593",7264
"3594",6843
"3595",2430
"3596",2745
"3597",4078
"3598",3878
"3599",1936
"3600",5704
"3601",2904
"3602",3652
"3603",1003
"3604",4205
"3605",7035
"3606",1211
"3607",2192
"3608",2449
"3609",2543
"3610",2287
"3611",3362
"3612",1995
"3613",2147
"3614",788
"3615",5058
"3616",3725
"3617",2280
"3618",2146
"3619",1493
"3620",920
"3621",4869
"3622",753
"3623",2176
"3624",698
"3625",2430
"3626",1820
"3627",4699
"3628",1684
"3629",2147
"3630",4096
"3631",3356
"3632",2372
"3633",1489
"3634",3778
"3635",1489
"3636",1417
"3637",1280
"3638",1736
"3639",5785
"3640",1383
"3641",4326
"3642",2860
"3643",3656
"3644",2010
"3645",2472
"3646",4201
"3647",2164
"3648",2397
"3649",1513
"3650",2348
"3651",2279
"3652",2900
"3653",168
"3654",2594
"3655",2155
"3656",3703
"3657",1123
"3658",1361
"3659",3314
"3660",6107
"3661",4848
"3662",7383
"3663",1661
"3664",1494
"3665",1357
"3666",807
"3667",1706
"3668",1490
"3669",1742
"3670",2463
"3671",7662
"3672",2358
"3673",1163
"3674",2756
"3675",2417
"3676",8025
"3677",2582
"3678",3266
"3679",1196
"3680",1888
"3681",3046
"3682",2914
"3683",1950
"3684",2701
"3685",1035
"3686",1676
"3687",902
"3688",2065
"3689",2316
"3690",1615
"3691",3306
"3692",1580
"3693",2258
"3694",3440
"3695",804
"3696",743
"3697",1260
"3698",542
"3699",2608
"3700",2808
"3701",1708
"3702",2613
"3703",3105
"3704",1654
"3705",2780
"3706",645
"3707",4982
"3708",2586
"3709",5275
"3710",2109
"3711",4631
"3712",1680
"3713",2442
"3714",5920
"3715",1396
"3716",1788
"3717",702
"3718",2696
"3719",2909
"3720",684
"3721",2335
"3722",5041
"3723",5270
"3724",3397
"3725",411
"3726",4480
"3727",2918
"3728",4099
"3729",1262
"3730",3784
"3731",4008
"3732",2659
"3733",3648
"3734",3215
"3735",2267
"3736",1781
"3737",408
"3738",2700
"3739",998
"3740",2214
"3741",2870
"3742",1375
"3743",2832
"3744",1174
"3745",5925
"3746",1989
"3747",6011
"3748",1873
"3749",4676
"3750",2022
"3751",3569
"3752",832
"3753",2114
"3754",3525
"3755",1828
"3756",2697
"3757",1647
"3758",1586
"3759",5873
"3760",1359
"3761",2996
"3762",3029
"3763",2684
"3764",11127
"3765",2738
"3766",5842
"3767",1412
"3768",1619
"3769",2468
"3770",4205
"3771",3820
"3772",1774
"3773",887
"3774",576
"3775",1118
"3776",321
"3777",809
"3778",2443
"3779",1404
"3780",744
"3781",4086
"3782",1239
"3783",3296
"3784",2578
"3785",3081
"3786",3218
"3787",412
"3788",1048
"3789",5286
"3790",1846
"3791",3715
"3792",3334
"3793",3106
"3794",1035
"3795",2127
"3796",851
"3797",3640
"3798",1421
"3799",1504
"3800",958
"3801",1042
"3802",3953
"3803",2326
"3804",4280
"3805",2995
"3806",1984
"3807",4357
"3808",2235
"3809",3616
"3810",1866
"3811",3572
"3812",2273
"3813",1924
"3814",2186
"3815",8140
"3816",5179
"3817",5156
"3818",2165
"3819",5309
"3820",1757
"3821",2594
"3822",1411
"3823",6570
"3824",2038
"3825",3204
"3826",5157
"3827",1559
"3828",2857
"3829",3410
"3830",1814
"3831",4661
"3832",2351
"3833",6317
"3834",1752
"3835",714
"3836",1418
"3837",6119
"3838",2090
"3839",2491
"3840",1957
"3841",1777
"3842",2476
"3843",4151
"3844",6468
"3845",2064
"3846",2413
"3847",2910
"3848",3652
"3849",2260
"3850",1349
"3851",3534
"3852",1285
"3853",2884
"3854",2394
"3855",1828
"3856",5642
"3857",6299
"3858",3457
"3859",5083
