"","name","rating","genre","creative.type","time","year","production.method","sequel","budget","revenue.all","revenue.dom","revenue.int","revenue.inf"
"213","Prometheus","R","Adventure","Science Fiction",124,2011,"Live Action",0,125,399.005706,126.477084,272.528622,132.9916
"214","Tron: Legacy","PG","Adventure","Science Fiction",125,2010,"Live Action",1,200,397.562763,172.062763,225.5,182.31236
"215","Mission: Impossible III","PG-13","Action","Contemporary Fiction",126,2006,"Live Action",1,150,397.501348,133.501348,264,170.596377
"216","The Wolf of Wall Street","R","Black Comedy","Dramatization",165,2011,"Live Action",0,100,391.976723,116.900694,275.076029,120.080582
"217","Gone with the Wind","G","Drama","Historical Fiction",220,1939,"Live Action",0,3.9,390.525192,198.68047,191.844722,2033.987841
"218","Robin Hood: Prince of Thieves","PG-13","Adventure","Historical Fiction",143,1991,"Live Action",0,50,390.3662,165.360108,225.006092,328.756316
"219","Raiders of the Lost Ark","PG","Adventure","Historical Fiction",115,1981,"Live Action",0,20,389.925971,248.159971,141.766,703.351941
"220","Grease","PG","Musical","Historical Fiction",110,1978,"Live Action",0,6,387.51377,181.81377,205.7,598.645451
"221","Ice Age","PG","Adventure","Kids Fiction",81,2002,"Digital Animation",0,65,386.116343,176.387405,209.728938,254.107157
"222","Home","PG","Adventure","Kids Fiction",94,2014,"Digital Animation",0,130,386.085953,177.39751,208.688443,177.39751
"223","Star Trek","PG-13","Adventure","Science Fiction",125,2009,"Live Action",1,140,385.680446,257.730019,127.950427,287.626705
"224","Happy Feet","PG","Adventure","Kids Fiction",108,2006,"Digital Animation",0,85,385.000317,198.000317,187,251.811299
"225","Monster Hunt","Not Rated","Adventure","Fantasy",118,2015,"Live Action",0,0,384.752329,0,384.752329,0
"226","Slumdog Millionaire","R","Drama","Contemporary Fiction",116,2008,"Live Action",0,14,384.519665,141.319928,243.199737,159.151382
"227","Live Free or Die Hard","PG-13","Action","Contemporary Fiction",129,2007,"Live Action",1,110,382.288147,134.529403,247.758744,163.664402
"228","Monsters vs. Aliens","PG","Adventure","Kids Fiction",95,2009,"Digital Animation",0,175,381.68738,198.351526,183.335854,221.360302
"229","Taken 2","PG-13","Thriller/Suspense","Contemporary Fiction",91,2011,"Live Action",1,45,377.807404,139.854287,237.953117,147.045307
"230","Godzilla","PG-13","Action","Science Fiction",139,1998,"Live Action",0,125,375.827709,136.142003,239.685706,242.965582
"231","My Big Fat Greek Wedding","PG","Romantic Comedy","Contemporary Fiction",95,2002,"Live Action",0,5,374.890034,241.438208,133.451826,346.825062
"232","X-Men Origins: Wolverine","PG-13","Action","Super Hero",107,2009,"Live Action",0,150,374.82576,179.883157,194.942603,200.749604
"233","What Women Want","PG-13","Romantic Comedy","Contemporary Fiction",126,2000,"Live Action",0,65,374.105123,182.805123,191.3,278.907258
"234","Superman Returns","PG-13","Adventure","Super Hero",150,2006,"Live Action",0,232,374.085065,200.12,173.965065,255.725865
"235","The Adventures of Tintin","PG","Adventure","Contemporary Fiction",104,2011,"Digital Animation",0,130,373.993951,77.591831,296.40212,81.777244
"236","Back to the Future","PG","Adventure","Science Fiction",116,1985,"Live Action",0,19,373.397694,200.132594,173.2651,470.824879
"237","Mad Max: Fury Road","R","Action","Science Fiction",120,2015,"Live Action",1,150,373.136354,153.636354,219.5,153.636354
"238","G.I. Joe: Retaliation","PG-13","Action","Contemporary Fiction",110,2012,"Animation/Live Action",1,140,371.92306,122.52306,249.4,126.139976
"239","Shark Tale","PG","Adventure","Kids Fiction",90,2004,"Digital Animation",0,75,371.917043,161.412,210.505043,217.527972
"240","Captain America: The First Avenger","PG-13","Action","Super Hero",124,2011,"Live Action",0,140,370.569776,176.654505,193.915271,186.456264
"241","Gone Girl","R","Thriller/Suspense","Contemporary Fiction",149,2014,"Live Action",0,61,368.567189,167.767189,200.8,171.848622
"242","Penguins of Madagascar","PG","Comedy","Kids Fiction",92,2014,"Digital Animation",0,132,367.650911,83.350911,284.3,85.26319
"243","The Golden Compass","PG-13","Adventure","Fantasy",NA,2007,"Live Action",0,205,367.262558,70.107728,297.15483,84.714904
"244","Hitch","PG-13","Romantic Comedy","Contemporary Fiction",117,2005,"Live Action",0,55,366.784257,177.784257,189,231.872687
"245","Die Hard: With a Vengeance","R","Action","Contemporary Fiction",129,1995,"Live Action",1,90,366.072426,99.983259,266.089167,192.301738
"246","Jurassic Park III","PG-13","Action","Science Fiction",93,2001,"Animation/Live Action",1,93,365.9,181.166115,184.733885,267.908199
"247","Terminator Salvation","PG-13","Action","Science Fiction",116,2009,"Live Action",1,200,365.491792,125.322469,240.169323,139.859879
"248","True Lies","R","Action","Contemporary Fiction",141,1994,"Live Action",0,100,365.291539,146.27395,219.017589,300.076703
"249","Edge of Tomorrow","PG-13","Action","Science Fiction",136,2011,"Live Action",0,178,364.406256,100.206256,264.2,102.65928
"250","Toy Story","G","Adventure","Kids Fiction",80,1995,"Digital Animation",0,30,364.402211,191.652928,172.749283,367.497539
"251","Notting Hill","PG-13","Romantic Comedy","Contemporary Fiction",124,1999,"Live Action",0,42,363.728226,116.089678,247.638548,191.273743
"252","A Bug's Life","G","Adventure","Fantasy",96,1998,"Digital Animation",0,45,363.089431,162.792677,200.296754,286.914326
"253","Fast & Furious","PG-13","Action","Contemporary Fiction",107,2009,"Live Action",1,85,363.064265,155.064265,208,173.051717
"254","Ocean's Twelve","PG-13","Adventure","Contemporary Fiction",125,2004,"Live Action",1,110,362.989076,125.531634,237.457442,168.41575
"255","Alvin and the Chipmunks","PG","Comedy","Kids Fiction",91,2007,"Animation/Live Action",0,55,362.605033,217.326974,145.278059,261.155735
"256","Planet of the Apes","PG-13","Adventure","Science Fiction",120,2001,"Live Action",0,100,362.21174,180.01174,182.2,266.192064
"257","The Hangover 3","R","Comedy","Contemporary Fiction",100,2013,"Live Action",1,103,362.000072,112.200072,249.8,115.512244
"258","The World is Not Enough","PG-13","Action","Contemporary Fiction",128,1999,"Live Action",1,135,361.73066,126.93066,234.8,208.277816
"259","There's Something About Mary","R","Romantic Comedy","Contemporary Fiction",118,1998,"Live Action",0,22,360.099156,176.483808,183.615348,314.718629
"260","Batman Begins","PG-13","Action","Super Hero",140,2005,"Live Action",0,150,359.142722,205.343774,153.798948,268.132197
"261","Minority Report","PG-13","Action","Science Fiction",144,2002,"Live Action",0,102,358.824714,132.024714,226.8,190.182119
"262","Top Gun","PG","Action","Contemporary Fiction",110,1986,"Live Action",0,15,356.800601,179.800601,177,391.729576
"263","Night at the Museum: Secret of the Tomb","PG","Adventure","Fantasy",97,2014,"Live Action",1,127,356.546621,113.746621,242.8,115.946053
"264","American Beauty","R","Drama","Contemporary Fiction",121,1999,"Live Action",0,15,356.258047,130.058047,226.2,208.69378
"265","Dinosaur","PG","Adventure","Kids Fiction",82,2000,"Digital Animation",0,127.5,356.148063,137.748063,218.4,213.90562
"266","Goldeneye","PG-13","Action","Contemporary Fiction",130,1995,"Live Action",1,60,355.9789,105.9789,250,203.528946
"267","Catch Me if You Can","PG-13","Drama","Dramatization",140,2002,"Live Action",0,52,355.612291,164.6068,191.005491,232.250408
"268","Home Alone 2: Lost in New York","PG","Comedy","Contemporary Fiction",120,1992,"Live Action",1,20,355.413379,170.004045,185.409334,342.993686
"269","X-Men: First Class","PG-13","Action","Super Hero",132,2011,"Live Action",1,160,355.408305,146.408305,209,154.531836
"270","The Flintstones","PG","Comedy","Historical Fiction",92,1994,"Live Action",0,45,353.357367,125.388575,227.968792,257.230975
"271","Noah","PG-13","Drama","Historical Fiction",137,2014,"Live Action",0,130,352.831065,101.200044,251.631021,103.677399
"272","The Karate Kid","PG","Adventure","Contemporary Fiction",140,2009,"Live Action",0,40,351.774938,176.591618,175.18332,187.334829
"273","Now You See Me","PG-13","Thriller/Suspense","Contemporary Fiction",116,2013,"Live Action",0,75,351.723989,117.723989,234,121.199232
"274","The Mask","PG-13","Comedy","Fantasy",101,1994,"Live Action",0,18,351.574149,119.874149,231.7,245.784087
"275","The Great Gatsby","PG-13","Drama","Historical Fiction",141,2012,"Live Action",0,190,351.040419,144.840419,206.2,149.116145
"276","Doctor Seuss' The Lorax","PG","Adventure","Kids Fiction",101,2011,"Digital Animation",0,67.5,350.976753,214.0305,136.946253,225.054678
"277","Basic Instinct","R","Thriller/Suspense","Contemporary Fiction",128,1992,"Live Action",0,0,350.853973,115.881197,234.972776,233.717017
"278","Hannibal","R","Horror","Contemporary Fiction",131,2001,"Live Action",0,87,350.1,165.091986,185.008014,244.137792
"279","Who Framed Roger Rabbit?","PG","Comedy","Fantasy",103,1988,"Animation/Live Action",0,70,349.318645,151.931137,197.387508,309.556875
"280","Deep Impact","PG-13","Adventure","Science Fiction",123,1998,"Live Action",0,80,349.300426,140.300426,209,250.386901
"281","Alvin and the Chipmunks: Chipwrecked","G","Comedy","Kids Fiction",87,2011,"Animation/Live Action",1,80,349.088523,133.107389,215.981134,140.33229
"282","I, Robot","PG-13","Action","Science Fiction",115,2004,"Animation/Live Action",0,105,348.623912,144.79535,203.828562,195.158946
"283","The Smurfs 2","PG","Adventure","Kids Fiction",104,2013,"Animation/Live Action",1,110,348.547523,71.017784,277.529739,73.114243
"284","Rush Hour 2","PG-13","Action","Contemporary Fiction",90,2001,"Live Action",1,90,347.425832,226.164286,121.261546,334.413222
"285","Pocahontas","G","Adventure","Historical Fiction",81,1995,"Hand Animation",0,55,347.087906,141.567679,205.520227,272.39487
"286","Hotel Transylvania","PG","Comedy","Kids Fiction",91,2011,"Digital Animation",0,85,345.907363,148.313048,197.594315,155.905211
"287","The Maze Runner","PG-13","Thriller/Suspense","Science Fiction",113,2014,"Live Action",0,34,345.527862,102.427862,243.1,104.930723
"288","How the Grinch Stole Christmas","PG","Comedy","Kids Fiction",105,2000,"Live Action",0,123,345.141403,260.044825,85.096578,403.302256
"289","The Fugitive","PG-13","Thriller/Suspense","Contemporary Fiction",130,1993,"Live Action",0,44,342.333917,172.49436,169.839557,348.738594
"290","Wanted","R","Action","Science Fiction",110,2008,"Live Action",0,75,342.235034,134.327125,207.907909,156.801747
"291","Enchanted","PG","Romantic Comedy","Fantasy",108,2007,"Animation/Live Action",0,85,340.384141,127.706877,212.677264,154.663162
"292","Tomorrow Never Dies","PG-13","Action","Contemporary Fiction",119,1997,"Live Action",1,110,339.479326,125.279326,214.2,227.172463
"293","Close Encounters of the Third Kind","PG","Adventure","Science Fiction",134,1977,"Live Action",0,20,337.7,166,171.7,623.058297
"294","Batman Forever","PG-13","Action","Super Hero",122,1995,"Live Action",1,100,336.495936,183.997904,152.498032,354.037349
"295","Over the Hedge","PG","Comedy","Kids Fiction",84,2006,"Digital Animation",0,80,336.002981,155.01934,180.983641,198.093418
"296","The Rock","R","Action","Contemporary Fiction",136,1996,"Live Action",0,75,335.955936,133.955936,202,253.66769
"297","Apollo 13","PG","Drama","Dramatization",139,1995,"Live Action",0,65,334.065864,172.03636,162.029504,331.02169
"298","22 Jump Street","R","Comedy","Contemporary Fiction",111,2014,"Live Action",1,50,331.333876,191.719337,139.614539,196.412588
"299","National Treasure","PG","Adventure","Contemporary Fiction",130,2004,"Live Action",0,100,331.32341,173.005002,158.318408,232.403387
"300","Black Swan","R","Thriller/Suspense","Contemporary Fiction",108,2010,"Live Action",0,13,331.26671,106.954678,224.312032,113.144923
"301","300: Rise of an Empire","R","Action","Historical Fiction",102,2013,"Animation/Live Action",1,110,330.780051,106.580051,224.2,109.189102
"302","Fantastic Four","PG-13","Action","Super Hero",106,2005,"Live Action",0,87.5,330.716569,154.695569,176.021,201.997177
"303","The Curious Case of Benjamin Button","PG-13","Drama","Fantasy",167,2008,"Live Action",0,160,329.809326,127.509326,202.3,146.244499
"304","The Perfect Storm","PG-13","Drama","Dramatization",129,2000,"Live Action",0,120,328.711434,182.618434,146.093,283.583727
"305","Indiana Jones and the Temple of Doom","PG","Adventure","Historical Fiction",118,1984,"Live Action",1,28,328.283524,175.083524,153.2,436.145567
"306","Se7en","R","Thriller/Suspense","Contemporary Fiction",126,1995,"Live Action",0,30,328.05801,100.05801,228,192.128906
"307","Bolt","PG","Comedy","Kids Fiction",96,2008,"Digital Animation",0,150,328.015209,114.053759,213.96145,132.751071
"308","Taken 3","PG-13","Action","Contemporary Fiction",118,2015,"Live Action",1,48,327.656424,89.256424,238.4,89.256424
"309","The Devil Wears Prada","PG-13","Comedy","Contemporary Fiction",109,2006,"Live Action",0,35,326.073155,124.74046,201.332695,159.401168
"310","The Hunchback of Notre Dame","G","Adventure","Historical Fiction",91,1996,"Hand Animation",0,100,325.478752,100.117603,225.361149,189.569996
"311","Back to the Future Part II","PG","Adventure","Science Fiction",108,1989,"Live Action",1,40,322.666269,109.116271,213.549998,227.22614
"312","Robin Hood","PG-13","Action","Historical Fiction",139,2010,"Live Action",0,210,322.241588,105.26973,216.971858,111.673971
"313","Megamind","PG","Adventure","Kids Fiction",95,2010,"Digital Animation",0,130,321.887208,148.415853,173.471355,157.422341
"314","Crocodile Dundee","PG-13","Comedy","Contemporary Fiction",97,1986,"Live Action",0,8.8,321.534511,168.134511,153.4,374.104616
"315","Schindler's List","R","Drama","Dramatization",195,1993,"Live Action",0,25,320.792986,95.494598,225.298388,195.720581
"316","The Last Airbender","PG","Adventure","Fantasy",103,2010,"Live Action",0,150,319.542756,131.601062,187.941694,139.607206
"317","The Polar Express","G","Adventure","Kids Fiction",92,2004,"Digital Animation",0,170,319.049659,194.949659,124.1,262.409209
"318","The Martian","PG-13","Thriller/Suspense","Science Fiction",130,2015,"Live Action",1,108,318.995778,143.595778,175.4,143.595778
"319","Journey 2: The Mysterious Island","PG","Adventure","Fantasy",52,2011,"Live Action",1,79,318.146162,103.86029,214.285872,109.209877
"320","The Conjuring","R","Horror","Fantasy",111,2013,"Live Action",0,20,318.000141,137.400141,180.6,141.456231
"321","A Beautiful Mind","PG-13","Drama","Dramatization",134,2001,"Live Action",0,78,317.668058,170.708996,146.959062,246.635316
"322","Inglourious Basterds","R","Action","Historical Fiction",152,2009,"Live Action",0,70,316.915264,120.774594,196.14067,134.784445
"323","Disney's A Christmas Carol","PG","Drama","Fantasy",95,2009,"Digital Animation",0,190,315.709697,137.855863,177.853834,153.824421
"324","Air Force One","R","Action","Contemporary Fiction",117,1997,"Live Action",0,85,314.932668,172.620724,142.311944,314.760454
"325","Lethal Weapon 3","R","Action","Contemporary Fiction",118,1992,"Live Action",1,35,314.76802,139.799547,174.968473,281.95716
"326","The Proposal","PG-13","Romantic Comedy","Contemporary Fiction",107,2009,"Live Action",0,40,314.709717,163.958031,150.751686,182.977164
"327","Prince of Persia: Sands of Time","PG-13","Action","Fantasy",115,2010,"Live Action",0,200,314.594597,90.759676,223.834921,96.281173
"328","As Good as it Gets","PG-13","Romantic Comedy","Contemporary Fiction",138,1997,"Live Action",0,50,313.271386,147.637474,165.633912,265.064299
"329","The Expendables 2","R","Action","Contemporary Fiction",103,2012,"Live Action",1,100,311.979256,85.028192,226.951064,89.407779
"330","Fatal Attraction","R","Thriller/Suspense","Contemporary Fiction",120,1987,"Live Action",0,14,311.908296,148.453989,163.454307,315.801155
"331","Ocean's Thirteen","PG-13","Adventure","Contemporary Fiction",122,2007,"Live Action",1,85,311.744465,117.144465,194.6,142.514416
"332","The SpongeBob Movie: Sponge Out of Water","PG","Comedy","Kids Fiction",93,2014,"Animation/Live Action",0,74,311.594032,162.994032,148.6,162.994032
"333","Beverly Hills Cop","R","Action","Contemporary Fiction",105,1984,"Live Action",0,15,311.449244,229.909722,81.539522,553.283943
"334","Little Fockers","PG-13","Comedy","Contemporary Fiction",98,2010,"Live Action",1,100,310.650574,148.4386,162.211974,157.22367
"335","Austin Powers: The Spy Who Shagged Me","PG-13","Comedy","Dramatization",95,1999,"Live Action",1,35,310.250345,205.957794,104.292551,339.343847
