"","ID","V","BV","Para","Uncert"
"679",559,9.04,1.04,0.0214,125
"680",560,4.47,0.48,0.0681,101
"681",561,7.88,0.84,0.0456,53
"682",561.01,15.32,0.93,0.0966,31
"683",561.02,8.57,1.28,0.0561,150
"684",562.01,16.93,1.82,0.0685,35
"685",563,9.66,0.79,0.0294,115
"686",563.01,16.22,1.91,0.0603,82
"687",563.02,15.53,0.36,0.0471,50
"688",565,10.09,0.77,0.0244,150
"689",565.01,6.26,0.53,0.0095,150
"690",566,6.87,0.69,0.0355,55
"691",567,4.51,1.11,0.0204,19
"692",569,7.61,0.83,0.0495,46
"693",571,6.76,0.96,0.0356,86
"694",572,5.8,0.64,0.0088,53
"695",573,3.76,1.68,7e-04,102
"696",574,4.84,0.06,0.0074,127
"697",575,3.63,-0.1,0.0324,163
"698",576,4.23,0.34,0.0212,96
"699",577,10.39,0.45,0.0016,84
"700",578,8.62,0.72,0.0097,54
"701",579,4.46,0.99,0.0244,127
"702",580,8.85,1.25,0.0453,119
"703",581,4.53,1.56,0.0021,107
"704",581.01,9.16,1.07,0.0164,115
"705",583,5.39,0.02,0.0233,161
"706",588,9.62,1.3,0.0596,49
"707",589.02,9.99,1.23,0.0202,150
"708",590,4.75,0.91,0.0301,137
"709",591,8.38,0.54,0.0246,127
"710",592,5.47,1.25,0.0158,127
"711",595,8.18,0.55,0.0619,150
"712",596,10.72,1.51,0.0442,101
"713",597,3.95,0.74,0.019,51
"714",598,5.33,0.41,0.0091,50
"715",598.01,14.7,1.59,0.0253,50
"716",599,6.04,0.87,0.1002,24
"717",600,8.1,0.81,0.0393,97
"718",600.01,14.83,1.63,0.0187,55
"719",602,10.48,1.39,0.045,37
"720",603,7.58,0.92,0.0393,59
"721",603,7.62,0.93,0.0393,59
"722",604,8.23,0.93,0.0472,97
"723",604.1,11.37,1.54,0.081,150
"724",605,5.91,1.47,0.0132,124
"725",607.1,4,2.11,0.012,150
"726",608,9.05,0.81,0.0411,163
"727",609,5.63,0.43,0.0366,84
"728",610,4.75,1.33,0.0087,127
"729",610.1,5.11,-0.01,0.0021,98
"730",611,3.89,1.11,0.0267,23
"731",612,5.17,0.08,0.025,127
"732",613,13.01,1.55,0.05,58
"733",613.01,16.35,1.57,0.022,39
"734",614,4.7,0.06,0.0067,84
"735",615,5.8,0.41,0.03,84
"736",616,5.45,0.23,0.0277,161
"737",618,9.72,0.97,0.0201,150
"738",619.01,14.7,1.53,0.028,36
"739",619.02,12.67,1.73,0.0955,109
"740",620,4.63,0.04,0.0042,72
"741",621,5.23,0,0.0147,72
"742",623,9.55,0.64,0.0189,150
"743",624,3.24,0.14,0.0336,127
"744",624.01,15.9,0.43,0.0359,35
"745",625,8.12,0.85,0.0323,58
"746",626,5.71,0.4,0.0282,149
"747",627,6.62,0.63,0.036,46
"748",628,5.95,0.15,0.0168,120
"749",628.01,6.62,0.72,0.0368,64
"750",629,2.53,1.64,0.0051,65
"751",630,5.89,0.79,0.0365,78
"752",631,9.76,1.32,0.0517,87
"753",632,2.93,0.7,0.0126,55
"754",632.01,12.01,0.65,0.0083,32
"755",632.1,11.8,1.53,0.0641,161
"756",632.2,4.76,1.02,0.0053,84
"757",633,4.09,0.16,0.0584,101
"758",634,8.09,0.67,0.0466,105
"759",635,3.39,1.65,0.0096,86
"760",636.11,12.94,1.53,0.0286,59
"761",637,5.26,0.2,0.0247,137
"762",639.01,14.66,1.79,0.0833,34
"763",640,9.63,1.17,0.0351,81
"764",641,4.87,0.02,0.0311,188
"765",642,9.08,1.37,0.0626,42
"766",643,5.11,0.34,0.0234,137
"767",645.01,14.45,1.48,0.0215,41
"768",646,2.12,-0.05,0.0383,34
"769",646.01,14.7,1.5,0.0408,56
"770",647,4.05,0.59,0.0919,45
"771",648,8.06,0.46,0.0155,50
"772",648.01,7,0.65,0.0434,150
"773",650,3.8,0.98,0.0308,94
"774",651,6.27,1.58,0.0313,141
"775",652,10.15,1.47,0.0772,116
"776",652.01,14.86,1.71,0.0839,40
"777",652.02,10.12,1.32,0.0287,185
"778",654,7.99,0.58,0.0095,56
"779",655,4.63,1.11,0.0222,72
"780",657,4.35,1.03,0.0206,23
"781",659,11.2,1.56,0.0759,53
"782",660,10.24,1.26,0.0416,150
"783",661,5.45,0.19,0.0129,66
"784",662,14.14,1.47,0.03,23
"785",663,5.06,0.57,0.0423,40
"786",663.01,11.44,1.49,0.0502,94
"787",664,3.87,0.52,0.0728,81
"788",664,3.92,0.5,0.0728,81
"789",665,11.46,1.46,0.0746,150
"790",665.01,13.79,1.83,0.1171,35
"791",667,11.51,1.51,0.0796,97
"792",668,5.61,0.92,0.0242,120
"793",669,10.25,1.58,0.0624,57
"794",669,10.92,1.54,0.0624,57
"795",670,7.34,0.57,0.0301,162
"796",671,8.97,0.67,0.0201,163
"797",671.1,5.03,1.15,0.0108,72
"798",672,4.89,-0.01,0.0177,72
"799",673,7.83,0.86,0.0425,62
"800",674,10.67,1.17,0.0351,47
"801",674.01,11.4,0.05,0.0849,150
"802",675.01,14.65,1.5,0.0145,51
"803",676.1,9.24,1.24,0.055,106
"804",677,9.42,0.91,0.0321,185
"805",678,4.8,0.23,0.0248,149
"806",679,6.17,-0.02,0.0372,150
"807",680,4.84,-0.15,0.0085,120
"808",680.01,11.11,1.41,0.0353,125
"809",681,10.28,1.47,0.0632,34
"810",681.01,6.77,0.58,0.0649,150
"811",683,4.82,1.49,0.0113,82
"812",683.01,13.03,1.14,0.0084,39
"813",683.02,7.41,0.78,0.0152,33
"814",684.01,14.49,0.87,0.0091,52
"815",686,5.38,1.04,0.0164,75
"816",688,9.68,0.85,0.0234,150
"817",689,4.88,0.9,0.0265,106
"818",690,7.02,0.65,0.0642,163
"819",691,4.83,0.68,0.1082,17
"820",692,5.71,0.37,0.0276,150
"821",695,9.07,0.99,0.0421,88
"822",696,4.95,0.04,0.0229,72
"823",697,5.93,0.43,0.0151,84
"824",700,8.48,0.68,0.0506,137
"825",701,5.54,0.64,0.0966,72
"826",703,4.27,0.71,0.1597,106
"827",704,5.23,2.08,0.0091,107
"828",705,5.24,0.6,0.0902,73
"829",705.01,15.24,1.5,0.0345,42
"830",705.02,15.33,1.89,0.0651,34
"831",705.03,14.78,1.76,0.0591,51
"832",706,5.09,1.24,0.0076,84
"833",707,1.79,0.48,0.0109,47
"834",707.01,12.25,1.56,0.0547,24
"835",709,6.2,0.7,0.0326,106
"836",709.11,16.49,0.48,0.025,38
"837",710,10.28,1.28,0.029,178
"838",711,3.6,0.89,0.0143,74
"839",712,7.86,1.16,0.0677,78
"840",713,8.47,1.13,0.051,106
"841",715,10.83,0.53,0.0211,150
"842",717,9.9,0.65,0.0226,32
"843",718,7.88,0.72,0.0532,150
"844",719,4.67,-0.09,0.0152,84
"845",720,11.45,1.37,0.0372,150
"846",721,11.07,1.33,0.0332,50
"847",722,5.09,0.05,0.0222,57
"848",724,8.39,1.33,0.072,80
"849",725,8.24,0.62,0.0155,58
"850",726,4.36,1.35,9e-04,99
"851",727,9.74,0.86,0.0286,150
"852",727.01,10.79,1.39,0.0624,120
"853",729,12.75,1.5,0.0226,74
"854",729.01,9.98,1.43,0.0552,200
"855",731,8.35,0.75,0.0408,69
"856",732,5.14,-0.03,4e-04,84
"857",734,8.05,1.12,0.0611,88
"858",737,5.31,0.4,0.0292,84
"859",737.01,6.4,0.14,0.0102,153
"860",737.02,12.25,1.55,0.0516,31
"861",739.01,13.9,1.7,0.0169,22
"862",740,4.72,0.4,0.0577,86
"863",742,3.73,0.88,0.3049,22
"864",743,6.17,0.89,0.024,125
"865",744,5.92,0.13,0.0048,69
"866",744.1,10.88,1.25,0.0085,150
"867",744.11,16.67,1.94,0.0346,47
"868",745,12.53,1.51,0.0231,150
"869",745.01,15.49,0.13,0.0116,44
"870",746,8.34,0.68,0.0212,141
"871",748,11.46,1.59,0.0824,150
"872",749.01,14.88,1.61,0.032,32
"873",749.02,13.7,1.5,0.0289,57
"874",750,8.5,0.71,0.0163,150
"875",751,5.71,0.92,0.0276,47
"876",752,5.23,-0.13,0.0135,127
"877",753,4.28,0.58,0.0648,61
"878",754,8.64,1.3,0.0887,93
"879",756,8.86,0.73,0.0055,150
"880",757,13.01,1.69,0.0624,33
"881",758,5.1,1.63,0.0035,84
"882",759,4.58,1.04,0.0098,137
"883",759.1,12.7,1.31,0.0019,185
"884",760,5.86,0.37,0.0209,133
"885",761,5.96,0.92,0.0265,78
"886",763,6.68,0.54,0.0459,55
"887",763.01,10.36,1.09,0.0207,207
"888",764,6.95,0.96,0.0223,63
"889",765,3.01,-0.13,0.0116,84
"890",765.01,9.62,1.37,0.0428,61
"891",767,5.8,0.35,0.0036,146
"892",768.01,12.91,1.54,0.0451,120
"893",769,7.47,0.59,0.0247,110
"894",770,8.24,0.72,0.0291,97
"895",771.01,11.27,1.54,0.0607,20
"896",773,7.71,0.86,0.0488,150
"897",775,10.63,1.38,0.0253,150
"898",776,3.83,0.05,0.0212,77
"899",777.01,9.99,1.42,0.0534,106
"900",778,9.31,1.27,0.0516,30
"901",780,8.52,0.69,0.012,215
"902",781,10.66,0.66,0.0444,141
"903",782,10.81,0.7,0.0484,185
"904",784,3.77,0.42,0.0169,94
"905",785,8.85,1.71,0.0514,197
"906",786,11.09,0.86,0.0464,141
"907",787,9.24,1.11,0.0591,150
"908",788,3.54,0.92,0.1125,23
"909",789,9.82,0.54,0.0274,133
"910",790,5.44,0.09,0.0142,72
"911",791,15.18,0.31,0.0526,30
"912",792,5.46,-0.04,0.0112,150
"913",793,3.7,-0.11,0.0192,150
"914",794,10.37,0.62,2e-04,150
"915",795,4.59,1.2,0.0266,137
"916",796,8.99,0.44,0.0154,133
"917",797,9.68,0.5,0.0344,151
"918",798,12.12,1.02,0.0077,141
"919",799,9.56,0.62,0.0044,173
"920",800,11.27,0.92,0.0082,150
"921",801,9.43,0.52,0.0072,150
"922",802,4.63,0.03,0.0078,61
"923",803.01,6.43,-0.02,0.007,8
"924",805,8.15,0.78,0.0424,31
"925",807,6.97,0.52,0.0351,97
"926",808,9.61,1.47,0.0695,47
"927",809,7.96,0.32,0.0074,133
"928",810,4.47,1.88,0.0118,60
"929",811,7.34,0.09,0.0334,125
"930",811.1,7,0.88,0.0642,150
"931",812,9.28,0.46,0.0067,11
"932",812.01,14.93,1.43,0.0036,79
"933",813,8.71,0.78,0.0291,151
"934",813.01,6.81,0.02,0.0066,9
"935",814,8.37,0.3,0.0485,185
"936",815,9.44,0.47,0.032,150
"937",816,8.19,1,0.0354,150
"938",817,8.69,0.46,0.0218,116
"939",818,8.25,0.26,0.0263,131
"940",819,6.29,0.01,0.0064,185
"941",821,2.87,-0.09,0.0064,163
"942",822,7.26,0.05,0.0094,115
"943",822.01,6.81,0.06,0.0065,11
"944",823,9.88,0.54,0.0025,173
"945",823.01,14.51,1.87,0.0795,35
"946",824,9.25,0.55,0.045,150
"947",824.01,8.27,0.36,0.0065,11
"948",825,10.36,0.64,0.0081,150
"949",827,4.23,0.42,0.0576,89
"950",828,9.05,0.49,0.021,150
"951",829,11.04,1.5,0.0485,94
"952",830,10.91,0.86,0.013,282
"953",830.01,9.51,1.05,0.0245,72
"954",831,3.85,1.13,0.0454,69
"955",835,5.24,0.07,0.0123,186
"956",835.01,13.42,2.05,0.0231,28
"957",837,5.54,0.98,0.0065,137
"958",837.01,5.26,0.21,0.0135,62
"959",838,8.59,0.84,0.0284,62
"960",838.01,9.71,0.52,0.021,15
"961",840,9.47,0.6,0.0271,150
"962",841,4.73,-0.03,0.0231,65
"963",842,10.23,1.16,0.0465,133
"964",844,8.15,0.68,0.0054,150
"965",845,4.17,0.95,0.0237,149
"966",845.01,12.79,1.69,0.1054,32
"967",846,7.57,0.69,0.0355,106
"968",848,7.84,0.83,0.0469,85
"969",849,5.76,1.05,0.0198,124
"970",851,7.85,0.66,0.0426,150
"971",851.01,13.79,1.76,0.07,138
"972",852,9.44,0.56,0.0193,163
"973",853,8.61,0.92,0.0275,97
"974",854,5.97,0.34,0.031,84
"975",856,2.85,0.12,0.009,126
"976",858,8.26,1.15,0.0504,55
"977",859,5,1.45,0.0143,154
"978",859.1,10.83,1.24,0.0199,150
"979",860,3.24,1.62,0.0038,149
"980",861,10.86,1.43,0.0533,150
"981",862.1,5.28,0.41,0.0354,84
"982",863,4.79,0.94,0.0034,89
"983",864.1,12.14,1.45,0.0527,113
"984",865,9.02,1.36,0.0702,60
"985",866,6.7,0.82,0.034,101
"986",867,5.63,0.3,0.0291,60
"987",868,7.69,0.45,0.0161,150
"988",869,2.88,-0.2,0.0045,84
"989",869,2.89,-0.18,0.0045,84
"990",870,10.82,1.44,0.0363,150
"991",873,8,1.12,0.069,52
"992",873,8.04,1.11,0.069,52
"993",877,5.1,0.56,0.0038,95
"994",878,2.95,1.59,0.0087,81
"995",879,9.9,0.95,0.0177,150
"996",879.1,12.62,1.49,0.0438,51
"997",880,9.26,0.85,0.0308,150
"998",882,7.16,0.54,0.0206,120
"999",882.01,15.87,0.7,0.0561,37
"1000",886,4.66,-0.13,0.0139,199
"1001",886.01,15.28,1.93,0.0162,47
"1002",887,8.51,0.86,0.0543,14
"1003",889,4.56,1.62,0.0034,82
"1004",890,7.13,0.68,0.0196,72
"1005",891,5.38,0.5,0.0558,56
"1006",891.01,12.75,1.58,0.0462,112
"1007",892,3.91,0.03,0.0289,77
"1008",893,6.74,0.62,0.0222,150
"1009",895,5.47,0.86,0.0139,134
"1010",896,5.46,0.37,0.0287,117
"1011",896.01,13.81,0.12,0.037,22
"1012",896.02,14.85,1.61,0.0194,43
"1013",897,4.36,1.07,0.0125,57
"1014",898,5.36,0.5,0.0192,137
"1015",900,7.73,0.93,0.0568,94
"1016",902,5.9,0.62,0.0597,44
"1017",903,8.34,0.76,0.0405,91
"1018",904,8.1,0.55,0.0104,92
"1019",905,9.99,0.98,0.0382,107
"1020",906,4.97,1.42,0.0072,106
"1021",907,7.09,0.91,0.0326,68
"1022",908,4.04,-0.03,0.0187,119
"1023",909,5.59,0.31,0.0431,127
"1024",910,6.09,0.95,0.0221,111
"1025",911,5.51,0.46,0.0478,125
"1026",912,8.19,0.84,0.0403,112
"1027",913,10.2,1.5,0.0749,103
"1028",914,9.68,1.22,0.0531,88
"1029",914.01,9.73,1.22,0.0473,192
"1030",914.02,13.71,1.69,0.0848,29
"1031",915.01,11.27,1.32,0.0268,72
"1032",915.1,8.49,0.84,0.0298,150
"1033",916,5.5,1.07,0.0223,178
"1034",917,10.98,1.13,0.0459,150
"1035",917.01,14.14,0.17,0.0262,63
"1036",917.02,17.7,1.7,0.0308,49
"1037",917.03,10.73,1.12,0.0389,150
"1038",918,5.57,-0.13,0.002,95
"1039",919,13.5,1.67,0.0839,70
"1040",920,13.67,1.75,0.0557,87
"1041",922.01,5.72,0.36,0.032,89
"1042",923,6.38,0.64,0.0335,97
"1043",923.1,10.1,0.87,0.0132,150
"1044",924,11.8,1.44,0.0632,105
"1045",925,4.04,0.33,0.0318,110
"1046",926,8.67,1,0.0424,79
"1047",927.02,13.86,-0.05,0.008,78
"1048",928,4.93,0.33,0.0115,106
"1049",929,4.14,0.95,0.0151,73
"1050",929.01,13.9,0,0.0266,93
"1051",930,5.46,0.87,0.0132,120
"1052",931,4.71,1.01,0.0032,98
"1053",932,5.29,0.36,0.0269,54
"1054",933,4.84,0.8,0.0277,161
"1055",935,6.86,0.36,0.0261,84
"1056",936,5.19,0.05,0.0096,72
"1057",937,7.1,1.07,0.0111,84
"1058",938.1,10.48,1.26,0.034,150
"1059",939,8.79,0.97,0.0519,101
"1060",939.01,15.55,1.07,0.0029,37
"1061",939.02,11.56,1.38,0.0266,73
"1062",940,5.43,1.17,0.013,95
"1063",941,7.29,0.62,0.0088,43
"1064",942,4.87,1.17,0.0136,106
"1065",943,14.02,1.14,0.0254,218
"1066",943.01,11.01,1.24,0.097,380
"1067",945,4.43,0.82,0.2029,19
"1068",946,3.86,1.1,0.0248,97
"1069",946.01,14.35,1.64,0.016,370
"1070",947,11.36,1.24,0.0291,110
"1071",947.01,14.03,1.58,0.038,240
"1072",947.02,5.65,0.28,0.0287,95
"1073",948.1,11.77,1.37,0.0517,127
"1074",949,3.35,0.91,0.0117,127
"1075",949.01,15.32,1.54,0.0273,42
"1076",950,7.65,1.11,0.0755,101
"1077",951,11.46,1.45,0.007,173
"1078",952,4.25,0.3,0.051,101
"1079",953,5.45,1.1,0.005,186
"1080",954.01,15.59,0.24,0.0136,41
"1081",954.02,3.65,0.99,0.0262,108
"1082",954.1,9.63,1.17,0.0299,93
"1083",955,6.88,0.56,0.0193,60
"1084",955.01,12.68,1.45,0.0325,170
"1085",957,10.82,1,0.0261,150
"1086",957.01,12.38,1.04,0.01,190
"1087",958,4.44,1.08,0.0665,110
"1088",960.01,15.22,1.71,0.0534,47
"1089",960.02,13.42,1.15,0.015,160
"1090",961,5.34,1.08,0.0032,127
"1091",961.02,12.92,1.52,0.0245,18
"1092",962,5.86,1.32,0.0065,150
"1093",962.1,5.38,-0.02,0.0057,127
"1094",962.11,15.04,1,0.0699,266
"1095",962.12,15.77,1,0.0589,249
"1096",963,5.91,1.66,0.0135,74
"1097",963.01,13.36,1.88,0.0085,201
"1098",963.02,9.81,1.23,0.0185,120
"1099",964,6.99,0.56,0.0295,84
"1100",964.01,10.1,0.67,0.008,100
"1101",965,3.76,0.98,0.0187,89
"1102",966,6.01,0.35,0.0368,101
"1103",966.01,10.48,1.24,0.0211,47
"1104",967.01,12.29,0.92,0.011,200
"1105",969,5.76,0.4,0.0041,150
"1106",969.01,14.29,-0.02,0.016,140
"1107",969.02,12.61,1.43,0.049,220
"1108",969.03,10.9,1.28,0.02,47
"1109",970,4.8,0.15,0.0167,150
"1110",972.01,9.99,1.05,0.0259,44
"1111",973,5.17,0.08,0.0104,56
"1112",973.02,11.64,1.49,0.0156,58
"1113",974,7.81,0.63,0.0334,150
"1114",974.01,10.3,1.03,0.039,130
"1115",974.02,4.22,0.13,0.0229,126
"1116",974.03,8.94,0.76,0.0235,75
"1117",974.05,11.43,0.88,0.0088,52
"1118",974.07,11.16,1.15,0.0262,38
"1119",974.08,13.41,0.41,0.0218,46
"1120",974.09,4.29,0.05,0.0673,194
"1121",974.1,6.46,0.49,0.0377,151
"1122",974.11,9.01,0.94,0.0213,37
"1123",974.13,13.25,0.95,0.0037,54
"1124",975,6.73,0.68,0.018,118
"1125",976.01,12.13,1.4,0.052,170
"1126",976.03,12.56,0.74,0.0164,50
"1127",977,4.28,0.26,0.0349,150
"1128",978.01,7.49,0.54,0.0317,120
"1129",979,4.49,0.25,0.0172,68
"1130",980,5.24,0.96,0.0141,137
"1131",980.01,8.12,0.66,0.0321,143
"1132",981,4.69,0.98,0.0135,72
"1133",983.01,12.04,0.8,0.0022,45
"1134",984.01,13.06,1.49,0.051,170
"1135",984.02,14.11,1.47,0.0159,70
"1136",984.03,11.99,0.99,0.015,150
"1137",984.04,10.41,1.09,0.0272,59
"1138",985,11.06,0.86,0.0177,63
"1139",985.02,10.54,0.54,0.0174,80
"1140",985.03,9.48,0.93,0.0223,29
"1141",986,6.29,0.66,0.0414,106
"1142",986,6.84,0.63,0.0414,106
"1143",986.01,11.06,1.64,0.1806,8
"1144",986.02,9.03,0.84,0.0255,37
"1145",986.03,11.14,1.34,0.0269,33
"1146",986.05,12.26,1.36,0.018,180
"1147",986.06,5.9,0.32,0.046,204
"1148",986.07,12.58,1.14,0.0067,45
"1149",987,3.53,1.01,0.0175,124
"1150",987.02,14.2,-0.11,0.024,50
"1151",988,3.84,0.95,0.0367,139
"1152",989,3.4,0.18,0.0272,150
"1153",990,8.27,1.35,0.0856,40
"1154",990.01,10.9,1,0.0125,58
"1155",990.02,10.69,1.37,0.0198,31
"1156",990.03,11.83,0.95,0.0275,40
"1157",991,6.59,0.53,0.0064,52
"1158",991.01,12.25,1.37,0.0213,38
"1159",991.02,12.51,1.24,0.0036,36
"1160",992,13.9,1.74,0.0959,28
"1161",992.01,10.33,1.18,0.0247,33
"1162",993.01,12.8,1.1,0.0209,53
"1163",994,6.1,0.46,0.0304,106
"1164",994.01,12.78,1.46,0.0255,52
"1165",994.02,9.1,0.85,0.0217,36
"1166",994.1,7.91,0.65,0.0438,150
"1167",995,5.58,0.32,0.0281,166
"1168",995.02,14.57,1.75,0.063,260
"1169",996,4.78,0.17,0.066,118
"1170",996.01,8.93,0.84,0.0167,29
"1171",996.02,6.51,0.43,0.0467,107
"1172",996.03,14.74,0.67,0.0026,32
"1173",996.04,12.17,1.47,0.015,39
"1174",996.05,11.05,1.28,0.0131,53
"1175",999.01,11.02,1.22,0.0195,75
"1176",1000.01,8.94,0.88,0.0324,62
"1177",1000.02,8.66,0.74,0.0344,61
"1178",1002,8.33,0.89,0.0338,33
"1179",1002.1,7.42,1.09,0.0256,150
"1180",1003,4.65,0.25,0.0241,82
"1181",1003.01,11.74,1.41,0.0238,74
"1182",1004,7.93,0.79,0.0436,178
"1183",1004.01,9.69,0.91,0.0196,40
"1184",1005,9.26,0.54,0.0269,178
"1185",1007,5.11,1.7,0.005,117
"1186",1008,5.26,1.47,0.0098,59
"1187",1009,4.51,0.98,0.0222,101
"1188",1010,8.63,1.43,0.0977,38
"1189",1011,4.25,1.22,0.0108,42
"1190",1013,7.68,0.71,0.0205,106
"1191",1014,0.85,1.54,0.0486,30
"1192",1015,4.25,0.18,0.0341,75
"1193",1015.02,9.38,0.85,0.0149,86
"1194",1015.03,8.42,1.12,0.0602,29
"1195",1015.04,14.3,1.62,0.0403,54
"1196",1016,6.37,0.76,0.0156,150
"1197",1016.02,11.37,1.25,0.0316,85
"1198",1016.04,15.83,1.62,0.0205,46
"1199",1018,3.27,-0.1,0.0166,161
"1200",1019,5.35,0.32,0.0187,77
"1201",1020,6.49,0.51,0.0147,120
"1202",1022,4.27,0.12,0.0215,73
"1203",1023,5.23,0.28,0.0326,149
"1204",1023.01,11.51,1.37,0.0171,69
"1205",1025,8.26,0.75,0.0206,120
"1206",1026,10.36,1.5,0.094,106
"1207",1026.01,13.76,0.32,0.1052,26
"1208",1026.1,5.07,0.15,0.0196,81
"1209",1027.1,4.69,0.15,0.0183,64
"1210",1028,3.87,1.09,0.0306,32
"1211",1030,9.21,1.01,0.0494,108
"1212",1031,5.01,0.07,0.0172,94
"1213",1032,7.28,0.63,0.024,85
"1214",1034,5.45,1.06,0.0061,150
"1215",1035,5.99,0.57,0.0226,154
"1216",1036,9.18,0.65,0.0271,150
"1217",1037,6.06,0.28,0.0192,95
"1218",1038,12.63,1.01,0.0108,150
"1219",1039,8.01,1.08,0.0742,49
"1220",1039.01,10.99,1.49,0.0635,104
"1221",1041,5.29,0,0.0173,84
"1222",1042,4.32,1.61,0.0065,149
"1223",1043,4.28,-0.13,0.0159,222
"1224",1044.11,15.96,0.21,0.0216,52
"1225",1045.01,16.02,1.58,0.01,68
"1226",1045.1,7.74,0.62,0.0188,150
"1227",1046,9.98,1.52,0.1121,28
"1228",1047.01,9.91,1.12,0.0208,32
"1229",1048,4.45,0.34,0.0498,106
"1230",1049,8,0.9,0.0447,65
"1231",1050,9.88,0.64,0.0102,101
"1232",1051,5.05,0.37,0.0569,149
"1233",1052,6.53,0.68,0.0632,163
"1234",1052,7.2,0.68,0.0632,163
"1235",1052.01,17.29,1.89,0.0521,9
"1236",1053,7.79,0.65,0.0131,150
"1237",1057,5.34,0.25,0.0132,99
"1238",1059.1,5.37,0.19,0.0042,84
"1239",1060,11.52,1.48,0.0288,104
"1240",1060.01,10.91,1.28,0.0226,69
"1241",1063,5.07,1.28,0.0187,107
"1242",1064,10.59,1.16,0.0271,83
"1243",1065,8.33,0.6,0.0287,150
"1244",1066,5.44,1.57,3e-04,163
"1245",1067,8.45,0.83,0.0058,151
"1246",1068,6.97,0.62,0.0133,119
"1247",1069,5.27,0.2,0.0225,149
"1248",1070,5.51,0.63,0.0803,86
"1249",1071,7.59,0.89,0.0469,81
"1250",1071.1,4.88,1.44,0.0259,84
"1251",1072,7.19,1.61,0.0043,150
"1252",1073,5.78,0.62,0.0378,84
"1253",1074,8.85,0.57,0.0134,107
"1254",1076,6.97,0.58,0.0455,89
"1255",1077,3.19,0.45,0.1216,22
"1256",1080.01,15.23,1.95,0.0711,57
"1257",1082,4.36,0.01,0.035,149
"1258",1083,5.1,0.21,0.0214,81
"1259",1083.01,13.4,1.61,0.0774,24
"1260",1084,6.76,0.54,0.0277,40
"1261",1085,5.03,0.98,0.0221,149
"1262",1087,6.27,0.5,0.0264,51
"1263",1088.1,11.98,1.57,0.077,106
"1264",1088.11,13.52,1.4,0.0169,29
"1265",1090,4.74,1.84,0.0048,72
"1266",1092,4.39,0.25,0.0113,137
"1267",1093,5.33,1.64,0.0092,124
"1268",1094,8.2,0.83,0.034,35
"1269",1095,3.72,-0.18,0.0012,150
"1270",1097,10.9,1.54,0.0838,90
"1271",1098,7.05,0.11,0.0012,150
"1272",1098.1,7.83,1.63,0.0229,150
"1273",1098.11,12.39,0.57,0.0064,29
"1274",1099,7.98,0.8,0.03,133
"1275",1099.01,13.67,1.65,0.0301,24
"1276",1099.02,14,0.07,0.023,26
"1277",1100,2.69,1.53,0.017,89
"1278",1101,7.02,0.55,0.0401,149
"1279",1102,4.07,1.15,0.0175,65
"1280",1103,9.79,1.42,0.0561,44
"1281",1104,8.44,0.84,0.0375,149
"1282",1105,8.04,0.58,0.0215,97
"1283",1105.01,10.98,1.48,0.0546,199
"1284",1107,8.18,0.75,0.0162,117
"1285",1109,8.15,1.06,0.03,150
"1286",1110,10.72,0.55,0.035,150
"1287",1110.1,10.85,1.26,0.0198,150
"1288",1111,10.02,0.12,0.0123,150
"1289",1112,4.94,0.04,0.0044,51
"1290",1113,6.19,0.48,0.0304,72
"1291",1114,12.21,1,0.0118,141
"1292",1115,5.95,0.41,0.0198,98
"1293",1116,4.47,1.4,0.0167,173
"1294",1117.1,10.07,1.38,0.0465,106
"1295",1118,4.03,0.92,0.0089,84
"1296",1119,7.35,0.78,0.0032,99
"1297",1120,5.66,0.43,0.0265,149
"1298",1121,12.14,1.43,0.0444,108
"1299",1122,2.99,0.54,0.0045,37
"1300",1123,9.93,1.41,0.0691,41
"1301",1124,11.51,1.48,0.0344,134
"1302",1124.01,5.38,0.8,0.0129,105
"1303",1125,8.02,0.57,0.0281,162
"1304",1126,4.79,0.26,0.0203,161
"1305",1127,3.75,1.22,0.0014,73
"1306",1128,8.09,0.7,0.0018,257
"1307",1128.02,11.3,1.33,0.0306,120
"1308",1129,6.22,1.06,0.1141,16
"1309",1130,8.25,0.72,0.0491,87
"1310",1132,4.64,0.16,0.0175,53
"1311",1132.02,9.02,0.75,0.0351,120
"1312",1133,5.02,1.07,0.0054,127
"1313",1134,5.47,1.52,0.0232,149
"1314",1135,8.36,1.46,0.1294,85
"1315",1136,6.41,1.11,0.0059,95
"1316",1136.01,14.81,1.09,0.0068,40
"1317",1137,5,0.33,0.049,73
"1318",1138,4.68,-0.06,0.0155,84
"1319",1138.1,9.26,1.3,0.0528,106
"1320",1139,3.17,-0.18,0.0177,65
"1321",1141,5.43,-0.12,0.0229,120
"1322",1142,6.41,0.4,0.0227,133
"1323",1144,5.38,0.42,0.0445,101
"1324",1144.01,9.93,0.95,0.0185,69
"1325",1145,7.03,0.64,0.0506,97
"1326",1146,4.55,1.2,0.0114,161
"1327",1146,4.59,1.21,0.0114,161
"1328",1148,10.04,0.74,0.0521,150
"1329",1149,7.75,0.8,0.0256,178
"1330",1151,3.19,1.46,0.0141,91
"1331",1151.01,15.97,0.74,0.0456,40
"1332",1152,5,0.65,0.0587,49
"1333",1152.1,5.12,-0.06,0.0233,84
"1334",1152.2,5.3,0.09,0.0067,84
"1335",1153,6.17,0.62,0.0355,57
