"","RA","Dec","HIP_Num","Vmag","Plx","pmRA","pmDE","e_Plx","B.V"
"337",36.300895,49.793918,11273,11.31,23.52,167.62,-55.35,2.26,1.586
"338",36.53996,34.469453,11352,8,23.19,117.1,-50.82,1.21,0.741
"339",36.562793,-69.480503,11357,9.79,21.81,169.56,103.22,1.05,0.955
"340",36.564025,-23.888113,11359,8.65,20.91,-62.21,-194.94,1.13,0.704
"341",36.567686,6.292552,11360,6.79,22.33,86.09,-50.13,1.05,0.399
"342",36.868242,-27.635207,11433,9.1,24.14,-71.45,-211.38,1.18,0.879
"343",36.871893,30.973504,11437,10.12,23.66,79.5,-70.09,2.04,1.205
"344",37.007096,-33.811039,11477,5.13,21.35,18.56,5.52,0.65,0.089
"345",37.006027,-75.370224,11476,10.13,22.11,-137.69,-88.56,1.07,1.065
"346",37.041585,29.66933,11486,5.29,21.01,-14.81,-85.5,0.83,0.311
"347",37.095496,1.481543,11507,8.56,21.8,-13.87,-92.19,1.45,0.697
"348",37.266441,67.402474,11569,4.46,23.04,-27.92,37.06,0.8,0.153
"349",37.850699,22.087472,11728,8.03,23.9,144.9,62.2,1.1,0.666
"350",38.096588,3.382638,11815,11.74,21.71,138.87,19.17,3.94,1.357
"351",38.272012,-10.351782,11865,9.78,22.04,-172.13,-92.65,1.42,0.99
"352",38.473873,49.506041,11923,7.77,21,434.78,-80.79,1.06,0.628
"353",38.515164,12.180863,11941,7.49,23.21,181.42,-34.59,0.97,0.666
"354",38.54895,-33.117434,11954,7.57,24.35,274.85,-90.85,0.87,0.534
"355",38.643978,5.446308,11983,9.81,24.8,-292.15,-575.08,1.83,0.906
"356",38.653091,-42.172175,11989,9.98,20.06,-132.45,-187.6,1.38,0.985
"357",38.68354,-18.788561,12005,11.03,23.38,158.87,155.43,2.51,1.268
"358",38.898154,61.106222,12067,8.42,20.28,97.68,-76.85,1.04,0.696
"359",38.948943,6.604347,12087,10.51,20.6,302.21,31,2.07,1.075
"360",39.12933,17.718079,12142,12.33,24.16,232.38,-168.76,5.27,0.8
"361",39.160785,12.208051,12155,11.73,21.56,233.51,-64.48,3.09,1.35
"362",39.252182,24.647222,12189,6.48,24.92,137.08,-14.18,1.05,0.51
"363",39.351548,-52.543086,12225,5.3,22.49,111.29,1.05,1.84,0.289
"364",39.897339,-68.266946,12394,4.12,21.27,87.4,0.56,0.5,-0.061
"365",39.948423,-33.90005,12411,8.3,24.97,77.67,-396.02,0.9,0.708
"366",40.01329,-61.354243,12436,9.44,24.94,37.78,-183.33,0.93,1.027
"367",40.165054,-54.549911,12484,5.21,20.49,32.76,5.24,0.56,0.411
"368",40.16681,-39.855376,12486,4.11,22.42,135.17,-27.34,0.57,1.006
"369",40.244342,39.079888,12509,9.09,20.09,66.93,72.33,1.65,0.924
"370",40.260919,65.643971,12512,8.59,20.22,112.42,-62.72,3.28,0.838
"371",40.277357,-51.440902,12517,8.55,21.41,315.87,118.81,0.83,0.637
"372",40.357875,5.988447,12545,10.28,24.67,82.32,-55.14,2.41,1.46
"373",40.392204,-14.549276,12562,5.98,20.29,-5.85,55.86,0.94,0.429
"374",40.535182,-46.524441,12611,6.09,24.47,9.99,-94.3,0.56,0.876
"375",40.587366,38.622556,12635,10.21,22.27,106.95,-102.8,8.29,0.879
"376",40.744422,58.197805,12685,8.28,22.11,-22.17,4.25,1.08,0.618
"377",40.856529,-37.928481,12716,8.04,24.77,78.86,-73.06,0.8,0.745
"378",40.897796,-62.919202,12726,7.44,20.69,-25.16,-38.17,1.32,0.588
"379",41.003945,-6.009342,12764,7.07,22.73,141.92,12.18,0.87,0.534
"380",41.018513,-52.169628,12767,10.61,21.13,219.81,99.43,1.44,1.024
"381",41.060896,-25.495393,12780,6.96,23.8,164.51,51.88,2.46,0.634
"382",41.120638,-24.415652,12797,8.39,22.68,-39.54,-257.69,1.06,0.772
"383",41.687935,-21.639522,12964,6.48,22.18,76.06,16.84,0.76,0.387
"384",41.764895,35.55468,12990,6.28,21.24,-39.11,-54.84,1.25,0.385
"385",42.182175,31.11519,13118,6.94,22.73,212.44,-174.2,0.89,0.956
"386",42.356359,7.866525,13173,12.04,20.51,-65.09,23.31,8.55,1.443
"387",42.495968,27.260507,13209,3.61,20.45,65.47,-116.59,0.79,-0.1
"388",42.767853,30.28674,13291,7.56,21.22,127.23,-32.9,0.92,0.584
"389",42.966588,-50.413053,13357,10.48,22.4,297.35,86.78,1.28,1.197
"390",42.970724,-61.61794,13359,8.86,23.36,146.09,132.24,0.85,0.851
"391",43.166053,5.717277,13410,10.32,22.84,-78.92,-300.21,1.81,1.034
"392",43.321613,78.670726,13456,8.17,20.68,144.01,24.98,0.74,0.686
"393",43.497386,-49.361468,13508,8.66,20.56,87.89,98.16,0.83,0.672
"394",43.763662,61.910451,13588,8.75,20.07,-21.57,-13.96,1.15,0.717
"395",44.049944,13.913012,13678,9.03,23.04,-82.41,-72.34,1.54,0.81
"396",44.057374,8.381563,13679,5.97,22.46,69.83,-88.32,0.89,0.478
"397",44.058786,-11.847175,13681,10.2,21.35,257.06,-56.04,1.57,1.062
"398",44.106874,-8.898144,13701,3.89,24.49,77.73,-219.99,0.72,1.088
"399",44.157889,-22.310099,13718,8.57,24.62,168.62,90.79,1.13,0.781
"400",44.312331,1.887326,13773,7.56,20.12,99.25,-101.38,1.5,0.577
"401",44.349025,-23.862164,13782,5.44,20.54,101.47,-35.81,0.71,0.238
"402",44.369499,52.477261,13785,9.33,24.81,393.77,-146.04,9.61,0.809
"403",44.565311,-40.304672,13847,2.88,20.22,-53.53,25.71,0.54,0.128
"404",44.884371,-64.242512,13935,10.59,21.91,-92.48,189.74,1.37,0.97
"405",45.071386,-9.03991,14001,8.94,23.43,282.84,-84.93,1.15,0.902
"406",45.082154,-37.454491,14007,8.48,21.21,16.12,27.87,0.88,0.677
"407",45.636184,-15.272614,14157,8.45,20.56,103.08,49.88,1.37,0.86
"408",45.717798,47.110551,14181,6.72,21.65,66.69,-60.36,0.82,0.596
"409",45.718756,52.250231,14182,9.21,24.6,-125.57,143.7,1.72,1.042
"410",45.807081,22.369838,14211,10.78,23.43,26.62,40.59,2.18,1.14
"411",45.875656,28.269906,14232,6.38,20.01,66.87,-20.64,0.88,0.306
"412",45.883316,-10.975071,14235,7.1,20.38,-26.96,-108.22,1.49,0.495
"413",45.898518,36.442006,14237,7.69,23.21,163.85,-46.91,0.86,0.63
"414",45.903414,-59.737775,14240,5.12,23.67,-72.81,-63.89,0.48,0.349
"415",46.068816,-7.600857,14293,5.26,23.22,65.43,17.41,0.77,0.193
"416",46.907999,-72.32189,14530,8.39,23.21,72.97,-9.07,0.76,0.771
"417",46.914179,36.617622,14532,7.36,23.44,240.22,-217.79,0.86,0.672
"418",47.184607,15.334827,14614,7.85,24.44,68.85,-194.89,1.04,0.642
"419",47.426198,-9.579608,14684,8.48,24.9,89.84,-113.14,1.28,0.81
"420",47.498629,15.373237,14705,9.06,21.3,-96.99,-281.02,1.37,0.825
"421",47.517196,12.996819,14711,11.13,20.47,-120.41,-164.81,2.77,1.01
"422",47.580575,-74.297091,14739,6.9,22.02,52.3,280.25,0.59,0.521
"423",47.807676,22.415865,14809,8.51,20.24,56.04,-125.11,1.42,0.71
"424",47.969079,-39.023216,14857,7.05,23.95,84.37,-29.64,0.71,0.561
"425",47.984458,74.393659,14862,4.85,20.15,14.46,-86.21,0.54,0.035
"426",48.039666,37.217784,14886,7.29,23.6,-32.74,-25.05,2.03,0.606
"427",48.107277,-44.41966,14913,5.92,22.83,82.73,-2.61,0.78,0.44
"428",48.126743,43.860573,14922,7.56,24.19,173.5,-23.28,1.03,0.604
"429",48.163036,71.555779,14944,7.64,20.55,13.94,11.8,1.59,0.629
"430",48.261639,32.896449,14976,8.15,23.73,184.52,-61.65,1.18,0.732
"431",48.402134,7.708675,15020,11.9,24.82,-130.88,-300.64,4.1,1.44
"432",48.519955,18.303813,15062,8.12,24.52,-15.3,-227.78,1.03,0.624
"433",48.556098,-31.956549,15070,10.1,22.55,-137.71,-326.01,1.69,1.173
"434",48.840267,-70.294974,15155,10.26,20.05,210.69,281.31,0.99,0.942
"435",48.972534,-14.799115,15199,7.85,21.34,76.73,-119.03,0.95,0.614
"436",49.024585,-5.854405,15211,10.22,20.68,340.67,-54.15,2.22,0.936
"437",49.169457,-3.530261,15247,7.48,20.02,77.11,-45.72,0.9,0.534
"438",49.234885,31.030536,15266,9.4,24.38,152.92,-243.73,1.75,0.9
"439",49.35995,7.655808,15304,7.38,20.2,169.3,-7.64,1.18,0.567
"440",49.386587,7.690152,15310,7.78,21.64,170.41,-7.48,1.33,0.617
"441",49.515449,-50.215467,15358,10.64,22.71,347.62,-92.84,1.33,1.243
"442",49.562916,9.24515,15374,11.91,24.54,123.52,15.81,3.95,1.341
"443",49.574388,-21.925009,15376,9.22,22.55,143.82,196.81,1.3,0.766
"444",49.646677,10.312375,15401,12.25,22.66,147.35,-80.83,4.44,1.485
"445",49.681535,75.994139,15415,9.67,24.25,117.23,-155.66,1.24,1.037
"446",49.916053,33.598658,15495,9.67,21.57,404.73,-556.22,1.6,0.834
"447",50.177893,-33.730104,15578,9.92,22.47,293.78,95.99,1.44,1.037
"448",50.188349,-26.606506,15585,6.4,20.59,41.6,22.84,0.73,0.542
"449",50.233452,66.910878,15604,9.86,21.18,98.84,-176.14,1.48,1.002
"450",50.349425,-52.855127,15642,8.43,22.28,122.92,130.7,0.8,0.73
"451",50.360661,43.329651,15648,4.96,21,-60.43,-0.38,0.66,0.051
"452",50.405591,-46.295337,15657,10.7,21.89,-26.71,295.22,1.52,1.103
"453",50.468887,49.070905,15669,5.94,21.86,180.91,-63.45,0.69,0.468
"454",50.475839,53.487546,15672,8.84,22.71,152.11,-111.1,1.28,0.701
"455",50.635729,17.725354,15724,8.83,23.55,40.02,-29.15,1.71,0.882
"456",50.90489,-81.259088,15803,11.96,21.26,147.16,174.6,2.28,NA
"457",51.119224,6.985016,15875,10.28,24.7,-25.72,-30.67,2.19,1.28
"458",51.379797,-6.695587,15962,9.54,21.37,35.99,-44.26,1.43,0.94
"459",51.642088,-53.161584,16039,9.71,20.91,295.89,222.52,1.43,0.865
"460",52.009676,22.023077,16144,11.41,24.37,341.88,-321.48,2.75,1.411
"461",52.087853,-6.530923,16169,8.23,21.98,359.09,-196.07,1.19,0.619
"462",52.149484,-30.567723,16192,10.29,24.51,-189.19,-82.98,3.14,0.603
"463",52.266877,1.668764,16227,11.81,21.2,322.67,14.8,3.64,1.395
"464",52.608203,-22.048452,16324,10.4,20.13,125.96,60.3,5.75,NA
"465",52.626787,20.103263,16329,8.29,21.61,155.02,-63.38,1.48,0.739
"466",52.658624,40.318893,16343,9.54,22.19,-17.46,-228.63,1.74,0.91
"467",52.666897,-19.435585,16348,7.45,23.76,0.37,-7.01,1.07,0.666
"468",52.718842,-62.007945,16370,6.79,21.25,39.01,18.21,0.58,0.534
"469",52.814264,20.768072,16405,8.08,20.04,-112.36,-196.42,1.18,0.68
"470",53.048198,-8.129679,16477,10.54,21.09,172.66,-81.38,1.97,1.067
"471",53.166324,35.659294,16517,7.29,20.45,132.99,-58.12,0.96,0.503
"472",53.208659,23.692185,16529,8.88,22.78,160.99,-40.55,1.26,0.844
"473",53.248372,-67.41949,16540,7.48,20.44,-65.84,-75.21,0.59,0.521
"474",53.438427,-15.127901,16607,7.05,20.06,-57.34,-128.54,0.85,0.455
"475",53.486623,-31.080115,16628,6.2,23.54,-35.15,76.4,0.76,0.482
"476",53.534912,17.832828,16641,6.14,23.57,95.5,-310.56,0.94,0.891
"477",53.551433,73.57531,16646,10.3,20.82,-1.71,-70.37,1.48,1.2
"478",53.688707,-62.456834,16693,9.43,24.56,56.72,78.02,0.93,0.9
"479",53.748526,34.610989,16709,10.87,23.28,201.45,-166.29,2.28,1.225
"480",53.99686,-23.518141,16783,8.85,21.35,-108.91,-44.85,1.34,0.784
"481",54.001431,8.760196,16786,12.45,22.94,25.99,23.86,5.61,1.444
"482",54.01324,16.467408,16788,7.65,22.25,-284.52,-276.33,1.14,0.58
"483",54.222518,-49.958013,16853,7.62,24,89.96,1.82,0.66,0.592
"484",54.235158,-28.137645,16858,10.93,23.66,-79.48,-247.16,9.07,NA
"485",54.242098,-28.131456,16860,8.86,20.38,-72.58,-243.48,1.49,0.73
"486",54.476639,-2.511654,16933,9.63,23.01,114.73,21.5,2.42,0.965
"487",54.726904,42.393003,17015,8.98,20.24,189.75,-298.63,1.26,0.81
"488",54.738273,42.538275,17022,6.73,23.61,-194.77,-132.9,1.86,0.614
"489",54.744891,0.796518,17024,8.66,20.54,54.97,-21.45,1.15,0.706
"490",54.954004,33.473418,17102,9.03,20.03,-39.81,-5.41,2.14,1.09
"491",54.995066,63.870413,17118,6.81,22.93,129.42,-143.11,0.73,0.478
"492",55.022457,63.874628,17126,8.21,23.92,137.58,-131.99,1.18,0.818
"493",55.02995,34.116476,17129,6.82,21.88,-74.37,6.24,1.81,0.543
"494",55.197635,-2.332684,17183,6.96,22.28,374.09,-220.87,0.91,0.954
"495",55.203422,-81.789132,17184,8.65,20.29,134.91,201.71,0.82,0.692
"496",55.307148,75.399034,17213,9.46,21.5,94.08,-136.65,2.04,1.1
"497",55.316362,45.89584,17217,7.93,20.37,-49.74,4.39,2.27,0.665
"498",55.496661,-24.65223,17276,6.77,24.61,163.15,-32.46,0.77,0.506
"499",55.501734,46.688242,17278,11.86,23.08,-5.45,-217.02,4.18,0.461
"500",55.890974,-10.485661,17395,5.59,23.3,-7.97,-20.23,0.94,0.216
"501",55.913433,-61.269807,17398,10.61,23.67,66.11,133.27,1.32,1.23
"502",55.94873,42.603359,17409,7.48,23.46,363.74,-258.51,0.89,0.583
"503",56.16483,10.177943,17472,8.62,20.41,170.32,-231.35,1.2,0.66
"504",56.189262,-38.818026,17483,7.51,22.71,-40.36,47.1,0.77,0.587
"505",56.31715,-60.909589,17535,10.88,23.03,172.33,163.09,1.34,1.13
"506",56.62627,-22.299952,17621,11.13,22.17,158.63,256.93,2.44,NA
"507",56.976992,52.467515,17736,9.82,21.7,172.13,-276.43,1.85,0.956
"508",57.004672,-64.836584,17748,7.85,23.65,332.98,99.53,0.87,0.658
"509",57.049425,7.14624,17766,10.85,24.02,173.16,4.87,2.27,1.34
"510",57.125016,57.767627,17790,8.5,20.32,75.21,1.61,1.04,0.648
"511",57.149495,-37.620155,17797,4.3,20.23,75.83,-10.69,0.83,-0.038
"512",57.16262,-6.815764,17806,8.01,22.93,-43.84,19.32,1.1,0.611
"513",57.432771,-13.886368,17903,8.89,21.7,39.21,24.78,1.22,0.817
"514",57.56735,-1.522574,17950,6.47,22.22,102.33,25.09,0.97,0.435
"515",57.595701,17.476366,17960,7.5,21.5,114.24,-252.31,1.03,0.653
"516",57.604036,17.246506,17962,9.46,21.37,130.19,-23.3,1.62,0.782
"517",57.762974,23.903655,18018,10.17,24.72,150.93,-46.61,4.62,1.16
"518",57.934831,44.953228,18071,11.51,21.41,23.21,55.14,3.01,1.194
"519",57.988483,-12.826332,18085,10.94,22.01,163.32,-34.7,2.59,1.125
"520",58.29186,17.327083,18170,5.97,24.14,143.97,-29.93,0.9,0.354
"521",58.363403,-41.222708,18187,7.22,24.16,28.48,65.79,0.68,0.53
"522",58.566675,8.55867,18253,11.94,24.61,238.12,-67.02,3.43,1.46
"523",58.594308,1.26162,18261,7.97,22.13,22.34,-117.01,1.23,0.631
"524",58.777092,16.998476,18327,8.99,24.16,148.37,-25.09,1.4,0.895
"525",58.8172,-12.099105,18339,5.99,20.41,-76.94,-22.14,0.84,0.323
"526",58.955593,-4.526826,18388,7.06,20.54,-13.39,-50.71,0.97,0.5
"527",59.119697,22.674394,18433,7.84,21.41,174.27,-233.12,1.24,0.688
"528",59.152177,50.695381,18453,5.28,24.51,94.13,-127.9,0.85,0.425
"529",59.216986,22.477971,18471,5.62,22.31,69.43,-114.82,0.92,0.345
"530",59.718308,-5.469947,18606,5.85,22.88,-46.75,-174.03,0.75,1.001
"531",60.113555,-34.850136,18707,9.57,22.59,192.05,-17.4,1.24,0.934
"532",60.171979,54.786536,18725,10.4,20.39,-77.67,-24.51,1.97,1.123
"533",60.203189,18.194,18735,5.89,21.99,129.49,-28.27,0.81,0.319
"534",60.525454,-36.616926,18828,9.2,23.28,-57.71,-133.09,1.01,0.867
"535",60.747953,9.208489,18893,6.91,22.7,93.22,-162.79,0.84,0.466
"536",60.825384,-22.81544,18918,10.36,24.81,8.51,-158.19,1.85,1.19
"537",60.91266,19.45501,18946,10.12,23.07,119.02,-34.19,2.12,1.095
"538",61.084595,-4.655133,19007,9.53,24.23,63.33,185.41,1.53,0.816
"539",61.127816,0.245574,19024,8.32,21.76,-202.7,-354.63,1.25,0.769
"540",61.405983,-27.651807,19095,5.59,23.16,200.52,94.21,0.68,0.324
"541",61.567198,15.69812,19148,7.85,21.41,118.53,-19.59,1.47,0.593
"542",61.752328,-10.000454,19206,6.88,24,-127.56,-141.56,0.92,0.576
"543",61.755103,15.335032,19207,10.49,23.57,122.63,-18.96,2.26,1.18
"544",61.836347,-27.425658,19232,8.49,21.79,-62.89,-242.44,1.12,0.832
"545",61.924929,15.162788,19261,6.02,21.27,127.06,-22.75,1.03,0.397
"546",62.064116,37.727493,19302,6.07,22.66,-100.33,-197.03,0.7,0.943
"547",62.111104,12.19184,19316,11.28,24.9,115.35,-13.05,2.59,1.327
"548",62.342643,54.828862,19400,6.25,21.09,71.89,-93.2,0.8,0.448
"549",62.359867,-14.698356,19410,10.61,22.89,-71.03,-6.63,2.21,1.12
"550",62.506826,86.626139,19454,5.84,24.44,142.7,-87.62,0.55,0.393
"551",62.530847,-61.598947,19467,7.16,24.52,11.35,-78.9,0.53,0.551
"552",62.590501,12.077616,19481,8.11,23.85,168.24,89.45,1.26,0.741
"553",62.676518,18.423253,19504,6.61,23.22,123.92,-31.41,0.92,0.427
"554",63.540348,-46.132437,19758,6.77,22.27,160.08,-91.94,0.64,0.577
"555",63.606875,14.625035,19781,8.45,21.91,105.61,-19.86,1.27,0.693
"556",63.613567,12.435324,19786,8.05,22.19,117.48,-9.35,1.45,0.64
"557",63.634648,23.574945,19793,8.05,21.69,121.09,-48.34,1.14,0.657
"558",63.643088,10.701388,19796,7.11,21.08,119.81,-5.22,0.97,0.514
"559",63.716387,13.054953,19808,10.69,22.67,114.46,-19.28,2.3,1.204
"560",63.742,-5.630218,19814,10.6,24.27,592.25,197.6,23.1,0.705
"561",63.93847,-45.969522,19875,8.92,20.47,243.27,-123.09,0.85,0.764
"562",63.942849,15.400695,19877,6.31,22.51,114.38,-22.07,0.82,0.4
"563",64.126008,-0.572805,19925,8.07,24.81,-60.44,-172.87,0.98,0.669
"564",64.334158,-36.850233,20002,9.04,20.4,79.89,30.54,1.06,0.797
"565",64.412256,16.947859,20019,8.32,21.4,113.07,-21.39,1.24,0.756
"566",64.507662,18.256805,20056,7.53,21.84,115.65,-31.23,1.14,0.681
"567",64.580306,16.088341,20082,9.57,20.01,121.88,-19.72,1.91,0.98
"568",64.623123,35.991689,20094,8.36,22.53,-141.19,-343.35,1.22,0.67
"569",64.741563,19.906701,20130,8.62,23.53,113.95,-36.39,1.25,0.745
"570",64.783366,17.524749,20146,8.47,21.24,112.8,-29.89,1.32,0.721
"571",64.90364,12.624322,20187,9.81,20.13,168.47,-19.23,2.02,0.924
"572",64.939457,-41.960266,20199,8.26,22.45,-40.44,-92.41,0.78,0.682
"573",64.948349,15.627642,20205,3.65,21.17,115.29,-23.86,1.17,0.981
"574",64.978576,16.522588,20215,6.85,23.27,121.27,-36.65,1.14,0.509
"575",64.990434,14.035201,20219,5.58,22.31,115.42,-19.91,0.92,0.283
"576",65.05403,19.23348,20237,7.46,22.27,115.67,-34.02,0.93,0.56
"577",65.104623,18.742608,20255,6.11,21.12,119.59,-48.17,0.77,0.404
"578",65.151294,15.095453,20261,5.26,21.2,108.79,-20.67,0.99,0.225
"579",65.19603,-59.410837,20277,9.36,23.6,182.25,272.33,0.91,1.003
"580",65.21967,13.864427,20284,6.15,21.8,105.29,-17.97,0.85,0.456
"581",65.514659,14.077198,20400,5.72,21.87,114.04,-21.4,0.96,0.315
"582",65.684047,15.056091,20440,6.97,21.45,111.98,-19.88,2.76,0.518
"583",65.694486,-33.123265,20444,10.04,21.31,-129.55,-335.88,1.39,0.989
"584",65.733722,17.542514,20455,3.77,21.29,107.75,-28.84,0.93,0.983
"585",65.834013,-25.395,20478,7.82,24.9,36.73,-268.47,0.87,0.627
"586",65.843043,21.379095,20480,8.84,20.63,99.77,-39.07,1.34,0.758
"587",65.854427,16.77726,20484,5.64,21.17,105.09,-27.62,0.8,0.31
"588",65.855339,15.763113,20485,10.47,21.08,126.22,-30.5,2.69,1.231
"589",65.876669,24.405402,20491,7.18,20.04,93.11,-45.08,0.89,0.462
"590",65.884717,14.670478,20492,9.11,21.23,107.57,-18.24,1.8,0.855
"591",65.972259,-34.756747,20524,8.38,21.22,-76.28,-344.01,0.94,0.701
"592",65.976719,14.052113,20527,10.89,22.57,115.9,-15.21,2.78,1.288
"593",66.024004,17.44413,20542,4.8,22.36,109.99,-33.47,0.88,0.154
"594",66.051903,14.758207,20553,7.58,22.25,97.38,-33.51,1.52,0.604
"595",66.060729,21.736244,20557,7.13,24.47,119.1,-46.63,1.06,0.518
"596",66.11802,16.886166,20577,7.79,20.73,110.89,-24.72,1.29,0.599
"597",66.13664,50.845174,20586,6.87,20.69,3.9,-64.48,1.02,0.456
"598",66.156094,33.959687,20591,5.77,24,54.69,-83.07,0.91,0.4
"599",66.200228,15.874718,20605,11.66,24.41,102.58,-26.06,6.94,1.408
"600",66.238033,19.042013,20614,5.97,20.4,110.73,-32.5,0.74,0.378
"601",66.251352,11.977924,20616,8.41,21,43.19,-16.32,1.37,0.639
"602",66.288131,-64.08007,20625,7.89,23.13,-61.28,321.6,0.64,0.65
"603",66.342355,22.293874,20635,4.21,21.27,105.49,-44.14,0.8,0.136
"604",66.34903,-35.675568,20638,7.79,24.04,53.9,-65.38,0.74,0.629
"605",66.354231,22.199998,20641,5.27,22.65,112.45,-47.06,0.84,0.25
"606",66.372432,17.92791,20648,4.3,22.05,108.26,-32.47,0.77,0.049
"607",66.378698,26.292209,20652,11.06,21.93,35.04,-97.93,2.8,1.26
"608",66.405488,15.94101,20661,6.44,21.47,104.62,-28.83,0.97,0.509
"609",66.424359,-2.232439,20673,7.25,23.86,62.6,7.57,1.21,0.2
"610",66.441031,-69.993686,20677,7.86,23.09,144.02,4.88,0.62,0.65
"611",66.448165,18.017272,20679,8.99,20.79,112.62,-35.79,1.83,0.935
"612",66.465532,18.864063,20686,8.07,23.08,110.87,-33.75,1.22,0.68
"613",66.478659,57.495111,20690,8.59,22.24,-62.75,-65.94,1.14,0.671
"614",66.488912,5.150145,20693,7.36,22.03,96.32,4.55,0.9,0.509
"615",66.508556,-6.180752,20699,9.73,20.27,-39.68,-181.34,1.69,0.87
"616",66.576931,22.813583,20711,4.28,21.07,108.66,-45.83,0.8,0.263
"617",66.577082,21.470434,20712,7.36,21.54,105.82,-36.48,0.97,0.557
"618",66.586422,15.618265,20713,4.48,20.86,114.66,-33.3,0.84,0.262
"619",66.602533,16.853322,20719,8.04,21.76,103.64,-17.58,1.46,0.651
"620",66.609139,52.504773,20722,8.05,21.66,78.66,-89.64,1.15,0.657
"621",66.667171,16.746899,20741,8.1,21.42,110.29,-27.82,1.54,0.664
"622",66.701075,10.87107,20751,9.45,23.03,111.07,-16.26,1.66,1.033
"623",66.726426,13.138172,20762,10.48,21.83,104.54,-18.1,2.29,1.146
"624",66.882936,-17.108489,20806,8.4,20.9,76.03,68.79,2.04,1
"625",66.899542,15.589188,20815,7.41,21.83,103.54,-25.16,1.01,0.537
"626",66.941978,11.73642,20826,7.49,21.18,110.28,-12.11,1.04,0.56
"627",66.970554,24.444788,20834,9.4,24.05,375.08,114.38,1.64,0.894
"628",67.003265,21.619907,20842,5.72,20.85,98.82,-40.59,0.86,0.27
"629",67.018482,13.867942,20850,9.02,21.29,106.16,-17.59,1.91,0.839
"630",67.143733,15.962181,20885,3.84,20.66,104.76,-15.01,0.85,0.952
"631",67.154165,19.180432,20889,3.53,21.04,107.23,-36.77,0.82,1.014
"632",67.15506,19.740685,20890,8.62,20.09,99.83,-39.82,1.11,0.741
"633",67.165587,15.870883,20894,3.4,21.89,108.66,-26.39,0.83,0.179
"634",67.165953,26.220077,20895,10.92,25,73.83,-36.86,3.24,1.389
"635",67.201235,17.285464,20899,7.83,21.09,105.58,-30.05,1.08,0.609
"636",67.209017,13.047602,20901,5.02,20.33,105.17,-15.08,0.84,0.215
"637",67.219378,30.364829,20907,8.21,21.46,14.18,-21.63,7.51,0.75
"638",67.249051,16.159092,20916,6.59,20.58,90.28,-25.47,1.74,0.536
"639",67.335638,17.544935,20935,7.02,23.25,104.88,-31.65,1.04,0.526
"640",67.376461,17.863163,20948,6.9,21.59,105.72,-32.56,1.09,0.451
"641",67.381691,17.893182,20951,8.95,24.19,107,-33.31,1.76,0.831
"642",67.490529,16.67284,20978,9.08,24.71,105.04,-28.33,1.27,0.865
"643",67.535825,15.637841,20995,5.58,22.93,107.59,-23.92,1.25,0.324
"644",67.640137,16.194014,21029,4.78,22.54,104.98,-25.14,0.77,0.17
"645",67.655681,13.724402,21036,5.4,21.84,108.06,-19.71,0.89,0.263
"646",67.662041,15.691879,21039,5.47,22.55,104.17,-24.29,1.09,0.258
"647",67.694984,16.148696,21053,6.5,24.28,98.2,-22.75,0.79,0.428
"648",67.738218,10.751768,21066,7.03,22.96,104.19,-10.52,0.99,0.472
"649",67.815383,20.133164,21099,8.59,21.81,102.78,-41.08,1.25,0.734
"650",67.904595,17.709777,21123,9.53,23.41,105.81,-30.97,1.65,0.987
"651",67.965659,15.85156,21137,6.01,22.25,107.59,-32.38,1.14,0.338
"652",68.020038,5.410035,21152,6.37,23.13,114.15,6.17,0.92,0.42
"653",68.066487,77.623943,21165,7.83,23.97,199.27,-141.56,0.69,0.63
"654",68.071881,37.043243,21167,6.8,23.09,28.76,-9.18,0.94,0.47
"655",68.126852,4.139537,21186,11.03,24.04,51.61,-162.12,4.57,1.51
"656",68.391459,-62.823678,21253,5.79,21.74,-117.21,-19.34,0.51,1.028
"657",68.404921,21.150854,21256,10.69,24.98,109.3,-45.31,1.95,1.237
"658",68.424703,19.014032,21261,10.74,21.06,102.3,-34.96,2.21,1.197
"659",68.444339,13.251883,21267,6.62,22.8,101.77,-17.93,0.98,0.429
"660",68.462157,14.844424,21273,4.65,21.39,103.69,-25.94,1.24,0.255
"661",68.493909,15.163621,21280,8.48,24.02,101.93,-33.75,1.68,0.847
"662",68.625824,10.01642,21308,7.72,21.36,118.55,-68.94,1.07,0.615
"663",68.647124,15.50462,21317,7.9,23.19,100.66,-28.04,1.3,0.631
"664",68.821792,23.045169,21380,8.91,23.09,-13.35,-67.89,1.26,0.77
"665",68.913584,10.16079,21402,4.25,21.68,44.89,-52.42,0.82,0.184
"666",69.110634,-82.582158,21455,9.48,23.01,173.71,147.92,0.85,0.865
"667",69.121406,23.340855,21459,6.01,22.6,109.97,-53.86,0.76,0.38
"668",69.169674,15.869329,21474,6.64,22.99,93.78,-23.02,0.95,0.442
"669",69.383257,15.146454,21543,7.53,23.54,86.8,-17.98,1.29,0.597
"670",69.431625,41.611463,21559,8.34,23.19,63.71,-174.17,1.52,0.747
"671",69.539354,16.033291,21588,5.78,21.96,113.05,-40.4,1.04,0.312
"672",69.539427,12.510838,21589,4.27,21.79,101.73,-14.9,0.79,0.122
"673",69.713714,23.149971,21637,7.51,22.6,104.3,-55.25,0.91,0.576
"674",69.73881,14.105579,21654,7.96,20.81,103.31,-21.62,1.3,0.655
