"","R.A.","Dec.","Mag","Vel","SigVel"
"2408",202.47667,-29.49389,0,14364,27
"2409",202.4775,-31.62222,19.36,14535,68
"2410",202.47833,-29.49694,15.32,14243,46
"2411",202.47917,-31.33222,15.64,14815,45
"2412",202.48083,-29.49167,17.01,14405,107
"2413",202.48125,-29.62417,15.49,14054,48
"2414",202.48333,-32.14194,16.36,3874,37
"2415",202.48375,-30.49278,18.45,27398,133
"2416",202.48375,-31.58639,18.61,14537,55
"2417",202.48625,-31.72417,17.8,15286,30
"2418",202.48667,-29.24194,15.83,14201,114
"2419",202.48875,-28.24083,18.15,9627,12
"2420",202.48958,-31.18556,15.13,16628,35
"2421",202.49,-31.77139,19.33,14511,106
"2422",202.49208,-31.73611,17.67,16672,66
"2423",202.49292,-31.79583,16.98,14156,48
"2424",202.49292,-32.20722,17.83,14060,53
"2425",202.49292,-31.18472,17.92,16614,70
"2426",202.49375,-31.71417,18.32,13217,44
"2427",202.49958,-31.82694,18.84,15490,80
"2428",202.50208,-31.87472,20.1,13430,34
"2429",202.50292,-32.30917,19.46,12288,17
"2430",202.50417,-31.40778,0,13760,120
"2431",202.50417,-31.42583,19.3,14062,139
"2432",202.505,-31.66028,19.46,15258,79
"2433",202.50542,-27.97472,15.12,10237,114
"2434",202.5075,-31.94694,18.1,14122,61
"2435",202.50833,-31.16194,18.02,15887,105
"2436",202.50833,-32.25556,18.12,14936,68
"2437",202.51083,-29.43528,15.44,14120,51
"2438",202.51167,-31.94028,18.47,14855,70
"2439",202.51333,-31.32444,19.48,16661,81
"2440",202.51625,-31.09472,17.72,13726,28
"2441",202.51667,-32.03611,15.76,4537,38
"2442",202.52167,-31.23139,17.53,15943,10
"2443",202.52292,-31.41028,16.12,13780,10
"2444",202.52292,-31.60194,18.12,15067,20
"2445",202.525,-34.35278,15.66,21441,89
"2446",202.52583,-29.68139,16.38,34641,75
"2447",202.5275,-29.55056,16.35,14156,48
"2448",202.52875,-31.63694,18.49,15256,27
"2449",202.52958,-31.81556,19.25,14452,81
"2450",202.53292,-32.80778,0,15840,90
"2451",202.53333,-32.37778,17.27,14618,59
"2452",202.53333,-28.62167,18.76,34699,82
"2453",202.53417,-31.70333,16.92,13221,15
"2454",202.535,-29.42333,16.5,13634,54
"2455",202.54375,-31.5375,19.51,14915,80
"2456",202.54917,-31.42278,17.98,15783,55
"2457",202.55042,-29.50167,15.23,14488,30
"2458",202.55292,-32.80611,14.33,15666,78
"2459",202.55292,-32.12306,17.93,14027,47
"2460",202.55375,-29.39333,15.34,14702,48
"2461",202.55667,-31.60889,18.32,15563,27
"2462",202.55792,-29.20528,17.03,23402,72
"2463",202.55833,-31.51639,18.42,15574,67
"2464",202.56458,-32.06639,17.96,13835,59
"2465",202.56667,-30.60472,17.03,15319,29
"2466",202.56792,-31.49056,17.88,15019,51
"2467",202.57083,-31.69972,19.3,14390,54
"2468",202.57208,-31.53639,18.77,15232,67
"2469",202.57375,-27.92833,14.93,3498,10
"2470",202.575,-29.60833,15.38,13835,45
"2471",202.57917,-32.03194,17.82,12927,74
"2472",202.58083,-31.42556,18.26,15425,10
"2473",202.58167,-28.085,17.45,10205,39
"2474",202.5825,-29.62333,16.3,13811,60
"2475",202.58542,-32.09694,16.71,12770,64
"2476",202.58792,-31.92806,16.84,14206,24
"2477",202.59042,-31.8975,17.73,15521,33
"2478",202.595,-29.25139,15.85,13236,78
"2479",202.595,-31.84417,18.31,14691,157
"2480",202.595,-31.47333,18.76,13837,33
"2481",202.59625,-28.27,0,10486,30
"2482",202.59625,-28.27056,15.55,10494,30
"2483",202.59958,-28.39944,15.5,9593,108
"2484",202.6025,-31.77333,18.21,12772,30
"2485",202.60333,-30.69361,16.39,14491,68
"2486",202.60458,-29.62111,17.12,14327,40
"2487",202.60583,-34.67472,16.29,21510,58
"2488",202.60625,-29.60806,16.64,14375,63
"2489",202.62,-31.62833,18.27,15172,26
"2490",202.62083,-31.61417,17.74,13829,20
"2491",202.62125,-32.01333,18.67,12884,129
"2492",202.6225,-32.23139,19.35,4043,351
"2493",202.625,-31.35167,17.79,13256,48
"2494",202.62583,-34.62111,15.95,21467,84
"2495",202.62958,-31.66944,18.16,13052,21
"2496",202.63083,-29.58361,16.7,13646,51
"2497",202.63083,-30.325,18.01,37319,61
"2498",202.6325,-28.14,18.36,14195,27
"2499",202.63417,-31.77083,18.96,37795,136
"2500",202.63583,-29.36917,16.96,22247,72
"2501",202.63625,-31.57639,15.44,14478,18
"2502",202.63667,-33.06444,16,13949,66
"2503",202.63917,-31.35333,19.5,16823,101
"2504",202.63958,-31.7375,19.27,15266,60
"2505",202.64083,-31.63667,19.3,13305,103
"2506",202.64208,-31.52833,17.29,15299,23
"2507",202.64417,-31.27306,17.71,14614,48
"2508",202.64458,-32.26417,15.74,4039,18
"2509",202.6475,-29.27333,14.73,10813,40
"2510",202.65208,-32.31,16.91,13040,49
"2511",202.65375,-31.58639,17.64,13868,24
"2512",202.66125,-32.05778,17.56,13100,51
"2513",202.66125,-31.54639,17.95,14095,70
"2514",202.66833,-31.77,17.53,15458,20
"2515",202.66875,-31.67222,16.15,13469,15
"2516",202.66875,-31.70917,18.71,15489,60
"2517",202.66958,-32.09306,17.26,12961,89
"2518",202.67,-31.86528,15.96,14470,75
"2519",202.67125,-28.15028,13.21,4370,5
"2520",202.67208,-31.57111,17.24,15524,69
"2521",202.67333,-31.57222,15.8,15323,24
"2522",202.67333,-31.66806,19.34,12997,67
"2523",202.675,-31.5725,14.03,15496,66
"2524",202.675,-31.575,17.45,15215,42
"2525",202.6775,-31.06889,17.3,15795,90
"2526",202.67958,-29.29,16.76,14459,45
"2527",202.68458,-29.4125,16.82,12837,78
"2528",202.68667,-31.8575,17.09,15252,27
"2529",202.69292,-31.69028,16.35,13493,9
"2530",202.69417,-31.8175,18.48,13484,54
"2531",202.69708,-31.7275,17.03,13394,29
"2532",202.69833,-31.85194,16.76,14636,23
"2533",202.69833,-32.04333,17.36,13435,53
"2534",202.70083,-29.65861,14.8,14307,44
"2535",202.70375,-31.72306,16.85,13226,33
"2536",202.70417,-31.30972,19.4,22919,19
"2537",202.70583,-29.59278,16.31,21702,78
"2538",202.7125,-31.73833,16.62,13815,21
"2539",202.71458,-31.82,18.44,14451,27
"2540",202.715,-32.19556,18.93,12958,154
"2541",202.71708,-32.14889,16.83,12896,54
"2542",202.71708,-31.76861,17.85,13832,10
"2543",202.71917,-31.93361,17.51,13850,18
"2544",202.71917,-31.45361,17.66,14612,39
"2545",202.72083,-31.60944,17.49,15097,51
"2546",202.72125,-31.80806,18.94,12434,47
"2547",202.72167,-31.79472,17.95,14128,48
"2548",202.72167,-28.235,18.53,9055,86
"2549",202.72208,-29.44722,16.31,13071,51
"2550",202.72208,-31.79056,18.16,14426,30
"2551",202.72375,-31.50611,16.96,14409,24
"2552",202.72833,-31.26528,16.95,15225,56
"2553",202.72833,-31.57306,17.24,15209,35
"2554",202.72958,-31.85861,18.59,14766,59
"2555",202.73333,-29.01444,18.15,2173,10
"2556",202.73417,-31.56222,17.99,14348,12
"2557",202.73458,-28.08222,17.72,5650,189
"2558",202.735,-31.61083,17.9,15389,27
"2559",202.73833,-29.5075,16.43,29748,90
"2560",202.74042,-31.8225,17.16,15658,20
"2561",202.74583,-31.47528,16.67,10734,59
"2562",202.7475,-28.04056,15.1,10307,55
"2563",202.75292,-31.74861,17.11,11976,10
"2564",202.75458,-29.53139,15.96,13284,51
"2565",202.75583,-32.62167,15.68,15986,64
"2566",202.75792,-31.73,16.7,13168,35
"2567",202.75792,-31.67694,18.08,13180,47
"2568",202.75917,-31.38472,17.79,15358,54
"2569",202.76375,-36.16083,15.6,7190,28
"2570",202.76542,-31.76611,16.87,15310,27
"2571",202.77167,-31.46556,18.68,14767,57
"2572",202.77375,-30.94278,17.47,15781,34
"2573",202.77542,-31.28278,17.59,3958,19
"2574",202.77875,-31.76333,18,13195,41
"2575",202.78625,-31.77722,16.91,13623,30
"2576",202.78667,-30.67917,17.94,26782,35
"2577",202.78708,-29.52889,16.1,13856,48
"2578",202.78708,-33.21611,16.74,15589,600
"2579",202.7875,-31.62167,17.86,13812,47
"2580",202.78833,-31.74972,19.05,13670,40
"2581",202.79,-32.73694,15.73,3468,95
"2582",202.79458,-31.72111,17.98,14662,10
"2583",202.79542,-31.59889,19.13,11417,155
"2584",202.79542,-31.79,19.51,15467,77
"2585",202.79958,-31.81889,17.97,12445,53
"2586",202.80708,-30.99611,16.5,14665,121
"2587",202.80708,-31.7675,18.08,14777,39
"2588",202.8075,-31.21722,17.08,14226,24
"2589",202.8075,-31.27444,17.38,13105,49
"2590",202.80792,-29.45222,17,13586,72
"2591",202.80833,-31.8025,17.27,14968,29
"2592",202.81167,-30.03528,16.6,13034,55
"2593",202.81333,-31.62306,16.67,14173,48
"2594",202.81417,-31.19806,17.05,15544,54
"2595",202.81583,-31.72167,17.36,13137,29
"2596",202.81625,-28.88139,17.62,13940,150
"2597",202.81667,-31.86389,18.95,14680,75
"2598",202.8175,-31.83361,19.6,13309,45
"2599",202.81833,-31.77694,17.27,13653,35
"2600",202.81875,-29.95722,15.6,4111,81
"2601",202.82042,-31.59389,17.13,14578,48
"2602",202.82208,-31.40972,17.77,13763,51
"2603",202.82292,-33.39889,15.7,3694,70
"2604",202.825,-31.86639,17.12,14794,48
"2605",202.82792,-31.49694,18.37,15988,48
"2606",202.82833,-29.78611,15.4,14230,60
"2607",202.82875,-29.34833,15.6,14138,48
"2608",202.83,-31.02889,18.89,39256,171
"2609",202.83125,-31.22889,15.98,15710,51
"2610",202.83167,-31.82556,18.81,12109,12
"2611",202.83208,-32.06806,16.5,12956,23
"2612",202.83292,-35.08833,14.63,10988,10
"2613",202.83375,-32.74056,0,16458,120
"2614",202.83417,-31.74278,17.2,13333,37
"2615",202.83667,-31.78917,18.53,13364,56
"2616",202.8375,-31.34611,17.68,14066,54
"2617",202.83792,-30.76528,17.69,22825,31
"2618",202.84167,-30.48028,17.92,14506,28
"2619",202.84292,-31.94056,18.11,13013,54
"2620",202.84458,-31.36944,18.18,14027,25
"2621",202.84542,-31.10528,19.08,14483,101
"2622",202.84667,-31.71111,18.81,12255,41
"2623",202.8475,-33.89778,15.58,22089,90
"2624",202.85,-32.74306,16.2,16459,120
"2625",202.85,-31.60917,19.06,13633,72
"2626",202.85042,-31.82722,19.34,13103,49
"2627",202.8525,-31.46944,17.4,14218,51
"2628",202.85625,-31.85722,0,13007,100
"2629",202.85708,-30.42917,15.8,14637,50
"2630",202.86083,-33.455,16.6,14474,44
"2631",202.86417,-34.79056,0,2326,13
"2632",202.86417,-31.82056,15.27,12928,54
"2633",202.86542,-31.81917,15.5,13067,31
"2634",202.86667,-31.80306,20.26,14171,14
"2635",202.86708,-31.81972,16.43,13136,54
"2636",202.86792,-34.79444,12.96,2425,6
"2637",202.86792,-31.88028,19.32,38423,17
"2638",202.87125,-31.60111,18.6,15317,38
"2639",202.87292,-31.83083,19.22,11550,110
"2640",202.87417,-28.89333,15.16,12956,29
"2641",202.87583,-30.91722,17,13975,119
"2642",202.87833,-31.68556,17.54,15075,27
"2643",202.87875,-31.51528,18.52,14117,50
"2644",202.88,-32.93667,15.48,15479,40
"2645",202.88542,-30.92,18.19,14183,34
"2646",202.8875,-31.60611,17.56,14270,32
"2647",202.88875,-31.94333,17.46,13444,10
"2648",202.88917,-31.81278,16.76,13182,32
"2649",202.89333,-31.70889,18.14,13187,39
"2650",202.89625,-33.01083,0,13697,57
"2651",202.89708,-32.98139,15.9,3579,31
"2652",202.89833,-31.81833,20.81,14060,0
"2653",202.89875,-30.17,16.3,12199,55
"2654",202.90208,-28.29472,15.7,9688,50
"2655",202.90208,-29.2625,16.3,14845,44
"2656",202.90583,-31.55139,17.34,14194,24
"2657",202.90792,-30.5175,17.75,15003,102
"2658",202.91167,-34.37056,15.49,13798,40
"2659",202.91583,-33.24278,14.43,16554,40
"2660",202.91625,-31.85528,19.4,13468,79
"2661",202.91792,-31.76306,17.02,13133,54
"2662",202.92708,-31.29944,18.54,14056,21
"2663",202.93125,-33.38028,15.07,7759,21
"2664",202.93167,-33.19611,15.84,15449,35
"2665",202.93417,-29.80472,15.6,12683,65
"2666",202.94292,-32.89472,0,14780,48
"2667",202.94458,-32.89444,14.1,14780,46
"2668",202.94667,-36.04583,15.83,7159,42
"2669",202.94875,-31.42722,17.8,14214,61
"2670",202.95083,-31.78278,19.11,13877,70
"2671",202.95583,-33.23806,13.97,3519,21
"2672",202.95833,-30.22,16.5,13970,108
"2673",202.96125,-31.81139,16.5,13442,32
"2674",202.96375,-29.7325,14.2,4321,13
"2675",202.96417,-29.73389,0,4335,33
"2676",202.96417,-36.95556,15.35,14996,97
"2677",202.96417,-31.60528,18.56,15149,78
"2678",202.96458,-33.195,15.35,14852,40
"2679",202.96458,-31.92056,15.39,4505,31
"2680",202.96875,-33.23556,0,3522,50
"2681",202.97083,-31.72944,19.49,13179,65
"2682",202.97292,-33.23444,12.48,3711,3
"2683",202.97417,-31.76889,17.69,14737,59
"2684",202.97792,-31.77222,16.2,14829,29
"2685",202.97833,-31.90111,17.39,13043,30
"2686",202.98167,-31.02861,17.93,15235,55
"2687",202.98333,-31.23861,17.51,13717,55
"2688",202.98458,-31.14806,18.94,15316,10
"2689",202.9975,-30.71611,18.31,15176,102
"2690",202.99875,-29.84472,15.8,14312,71
"2691",202.99917,-34.04222,15.45,14246,49
"2692",203.00042,-31.82306,15.72,12963,41
"2693",203.00042,-36.04944,16.5,7642,107
"2694",203.00042,-36.04944,16.5,7642,107
"2695",203.00083,-36.30972,15.33,20282,59
"2696",203.00292,-32.77833,16.6,14682,115
"2697",203.00917,-31.69833,16.96,10732,10
"2698",203.01375,-31.77889,15.31,13107,24
"2699",203.015,-32.8825,15.27,14033,28
"2700",203.02,-31.61306,17.4,14641,33
"2701",203.0225,-33.78944,14.93,8770,66
"2702",203.02292,-31.87472,16.74,13231,9
"2703",203.02583,-28.15694,15.3,9215,10
"2704",203.02917,-33.3175,15.08,13640,98
"2705",203.03375,-33.01028,14.65,14807,38
"2706",203.03625,-29.6825,16.1,4520,81
"2707",203.03833,-31.0575,17.02,15729,72
"2708",203.04,-33.31583,15.46,7539,58
"2709",203.04042,-31.91611,18.18,13649,90
"2710",203.04208,-32.93361,15.9,14214,106
"2711",203.04292,-32.93139,0,14698,44
"2712",203.04375,-32.92972,15.09,14801,49
"2713",203.04667,-31.58306,17.82,14229,39
"2714",203.04875,-31.03917,17.61,13425,57
"2715",203.05083,-31.63528,18.5,13247,24
"2716",203.05375,-33.1275,15.54,14541,30
"2717",203.05792,-32.83194,18,14017,24
"2718",203.05917,-32.83306,18,14366,25
"2719",203.06,-31.38278,16.91,14755,214
"2720",203.06333,-33.37778,14.71,15243,81
"2721",203.07458,-33.14444,16.64,13502,51
"2722",203.08,-32.92028,15.2,15703,29
"2723",203.08,-32.92028,15.2,15703,29
"2724",203.08,-29.74528,16.3,10860,57
"2725",203.08417,-33.1525,15.19,14868,26
"2726",203.0925,-28.62083,18.43,13791,32
"2727",203.0925,-31.73861,19.13,12340,38
"2728",203.09875,-33.14028,15.5,14390,0
"2729",203.1,-33.23861,14.95,13916,47
"2730",203.10542,-33.13778,16.5,14734,32
"2731",203.10708,-33.13611,15.6,14691,17
"2732",203.1075,-31.33806,19.09,14919,74
"2733",203.11333,-37.51333,14.96,15295,29
"2734",203.115,-28.13167,16.1,3924,72
"2735",203.1175,-31.42722,18.68,27119,205
"2736",203.11875,-31.06389,17.09,13852,59
"2737",203.12042,-31.61444,17.56,15133,45
"2738",203.12208,-31.10528,18.86,30796,110
"2739",203.1225,-33.25111,14.93,14592,51
"2740",203.12542,-31.05444,17.83,13772,91
"2741",203.12833,-31.03556,19.09,13334,21
"2742",203.13042,-33.16167,15.87,14770,96
"2743",203.1375,-31.70417,17.53,15196,45
"2744",203.14,-33.15444,16.6,12516,26
"2745",203.14292,-37.29333,15.58,15687,101
"2746",203.14458,-31.84833,17.05,15511,57
"2747",203.14667,-31.52944,17.3,15193,34
"2748",203.15333,-33.115,15.09,15410,29
"2749",203.15583,-31.74,18.38,15444,63
"2750",203.15625,-33.11444,0,15309,25
"2751",203.15958,-31.02806,17.94,13189,7
"2752",203.16083,-37.12583,16.4,11982,39
"2753",203.16375,-31.83139,16.97,12998,48
"2754",203.16458,-31.81,18.26,14421,116
"2755",203.17167,-35.15417,15.23,15122,39
"2756",203.17875,-31.92056,17.28,14483,40
"2757",203.18333,-31.78389,17.21,12984,34
"2758",203.18333,-31.81,18.79,14303,156
"2759",203.18792,-33.23944,15.33,14222,32
"2760",203.19042,-31.81972,17.69,13985,48
"2761",203.19375,-31.6175,16.57,12315,8
"2762",203.19458,-31.96667,15.47,11106,31
"2763",203.19625,-35.21667,16.5,7277,77
"2764",203.20333,-29.01778,15.57,5526,93
"2765",203.21125,-33.03528,15.01,13410,26
"2766",203.21125,-33.03528,15.01,13410,26
"2767",203.21125,-32.47639,17.26,13337,59
"2768",203.21125,-32.47639,17.26,13337,59
"2769",203.21167,-33.03278,0,13418,23
"2770",203.21333,-33.02889,15.89,13451,51
"2771",203.21583,-31.57778,18.54,15674,99
"2772",203.2175,-34.71833,15.47,36879,77
"2773",203.21792,-28.63167,17.24,34811,29
"2774",203.21792,-31.34194,18.62,16546,67
"2775",203.22958,-33.17028,15.19,15698,50
"2776",203.23042,-29.91944,15.7,300,899
"2777",203.24375,-33.115,15.66,15127,30
"2778",203.25333,-30.88556,16.86,10561,98
"2779",203.25417,-31.22472,17.77,10981,10
"2780",203.25625,-33.10028,14.62,14951,53
"2781",203.26333,-34.29861,15.08,14435,37
"2782",203.26542,-33.21528,17,13732,40
"2783",203.26708,-31.65111,18.04,14120,13
"2784",203.27375,-33.30111,15.65,14838,115
"2785",203.27917,-34.44972,14.84,7491,16
"2786",203.27917,-37.49972,15.79,15164,67
"2787",203.285,-31.49417,18.35,14256,133
"2788",203.29,-31.60333,15.96,14559,123
"2789",203.29167,-30.34056,17.9,24342,23
"2790",203.29875,-31.66917,16.96,14377,48
"2791",203.30083,-31.70361,17.72,13979,45
"2792",203.3025,-36.40694,14.77,11095,87
"2793",203.305,-30.62722,18.38,33162,66
"2794",203.30542,-31.57028,17.62,13571,45
"2795",203.31875,-31.72833,19,22007,53
"2796",203.31958,-34.46694,16.22,3471,10
"2797",203.32,-31.43,19.12,13757,59
"2798",203.32167,-31.4925,16.74,14443,51
"2799",203.33625,-31.64167,17.44,10888,72
"2800",203.33667,-31.65722,0,13680,50
"2801",203.34,-33.0825,15.33,14490,33
"2802",203.34083,-31.08667,18.48,33108,63
"2803",203.34458,-31.55278,18.73,16122,152
"2804",203.34792,-31.40639,17.34,13103,54
"2805",203.34875,-31.48361,18.31,13631,69
"2806",203.35583,-33.94917,15.99,22010,143
"2807",203.3575,-33.93639,15.47,13810,67
"2808",203.35875,-34.01472,15.95,3721,17
"2809",203.36583,-31.215,18.88,13059,25
"2810",203.36625,-31.68722,18.66,15057,81
"2811",203.37542,-32.72056,14.74,4301,40
"2812",203.38167,-31.68472,17.25,14438,91
"2813",203.38292,-31.61111,17.25,15567,51
"2814",203.38542,-30.20028,17.1,14832,76
"2815",203.38708,-31.52194,18.92,15092,257
"2816",203.3925,-31.75778,15.71,13520,48
"2817",203.39458,-31.67222,14.36,14653,15
"2818",203.3975,-31.47361,14.97,15201,74
"2819",203.39833,-33.0875,0,25752,210
"2820",203.39917,-30.33722,17.03,14698,38
"2821",203.40458,-31.64111,17.16,15109,45
"2822",203.40667,-31.555,16.69,14479,48
"2823",203.4125,-32.19028,17.85,12574,15
"2824",203.41292,-31.46889,17.88,14063,48
"2825",203.42125,-31.71444,17.25,13781,45
"2826",203.42542,-31.54333,16.74,15290,44
"2827",203.42583,-31.53722,16.95,15150,50
"2828",203.42667,-28.49528,17.7,13868,20
"2829",203.4275,-30.46944,17.14,10877,20
"2830",203.43083,-31.66556,18.67,14425,69
"2831",203.43708,-36.1225,15.84,14951,63
"2832",203.44,-35.40556,15.92,15377,147
"2833",203.44083,-33.16861,15.1,15355,27
"2834",203.44375,-33.20528,16.12,14957,37
"2835",203.44958,-31.55583,16.97,13151,51
"2836",203.4525,-28.25722,18.6,9721,46
"2837",203.45417,-36.96917,16.6,18114,81
"2838",203.45583,-28.97417,16.1,10547,144
"2839",203.45833,-31.72111,16.58,16227,35
"2840",203.46208,-31.4775,16.72,10994,12
"2841",203.46375,-31.73778,18.02,16137,51
"2842",203.46417,-33.32083,15.15,14595,78
"2843",203.46917,-33.01417,14.39,13361,45
"2844",203.47292,-35.38361,15.88,21640,89
"2845",203.47458,-33.36278,15.26,14999,41
"2846",203.48042,-34.90389,15.24,8132,39
"2847",203.48125,-30.70806,19.34,22400,77
"2848",203.48792,-31.48944,17.45,14399,50
"2849",203.4925,-28.27528,17.8,13790,899
"2850",203.49292,-31.49056,15.59,14399,50
"2851",203.49458,-31.97083,17.68,14689,120
"2852",203.49833,-31.78472,18.36,13187,48
"2853",203.50292,-32.22139,19.25,12503,10
"2854",203.50667,-30.82417,18.5,37269,67
"2855",203.50667,-31.43556,18.6,14683,177
"2856",203.51042,-31.61667,17.38,14152,298
"2857",203.51125,-31.58722,17.5,16233,57
"2858",203.51833,-35.32889,15.66,12454,79
"2859",203.51958,-36.84389,14.4,9351,35
"2860",203.52,-31.91361,18.33,15940,135
"2861",203.52333,-28.15917,14.85,9187,74
"2862",203.53083,-31.48917,15.86,14842,89
"2863",203.53083,-31.87028,17.73,14731,45
"2864",203.53333,-33.25389,15.25,13762,55
"2865",203.53375,-31.79306,18.57,15335,293
"2866",203.54292,-32.35861,19.52,29502,5
"2867",203.54375,-31.55167,18.58,12857,84
"2868",203.54458,-30.9575,18.45,13635,10
"2869",203.54833,-35.06722,15.28,14917,69
"2870",203.54833,-33.52694,15.3,14031,23
"2871",203.55083,-35.52806,16.33,4264,56
"2872",203.5525,-32.97722,14.43,15177,70
"2873",203.55667,-31.94528,17.47,14223,61
"2874",203.55708,-29.37667,15.35,14008,96
"2875",203.55833,-29.24139,13.46,14850,89
"2876",203.57125,-32.055,18.51,12840,126
"2877",203.57667,-34.07083,13.97,3692,29
"2878",203.58,-35.29083,14.73,14976,60
"2879",203.58083,-28.87611,17.25,22656,37
"2880",203.58083,-31.98722,17.45,10908,91
"2881",203.59458,-35.41417,15.37,9416,65
"2882",203.59583,-30.39889,0,10310,300
"2883",203.59667,-31.73528,14.89,16271,85
"2884",203.60167,-35.23139,16.4,15040,116
"2885",203.60167,-32.10361,18.36,14332,103
"2886",203.60208,-28.68639,18.33,34534,59
"2887",203.61625,-34.67306,15.22,14848,49
"2888",203.62333,-35.18806,15.91,14915,9
"2889",203.62708,-32.97306,15.48,14946,34
"2890",203.62708,-31.61361,17.49,14567,158
"2891",203.63125,-32.08583,17.13,12647,10
"2892",203.63792,-33.45556,0,13590,100
"2893",203.63792,-36.80889,16,2398,17
"2894",203.64917,-31.685,16.85,11407,41
"2895",203.65042,-35.34722,15.23,14027,51
"2896",203.65208,-29.23083,0,1347,10
"2897",203.66042,-31.67194,17.5,13031,60
"2898",203.66083,-28.59333,18.49,35852,29
"2899",203.66333,-33.45806,15.6,13713,36
"2900",203.66625,-31.54833,17.63,16490,40
"2901",203.67,-31.44528,16.86,14156,35
"2902",203.67042,-30.21694,17.37,10995,58
"2903",203.67125,-30.30556,0,10310,150
"2904",203.67125,-35.03611,15.55,2367,21
"2905",203.67333,-33.52,15.69,3148,84
"2906",203.67708,-35.15528,16.6,14797,84
"2907",203.67875,-30.43417,17.46,15132,82
"2908",203.67917,-32.37083,16.56,12322,68
"2909",203.68042,-31.67306,18.01,10391,6
"2910",203.68292,-31.79861,17.06,14000,45
"2911",203.68458,-34.30556,0,3943,36
"2912",203.69042,-35.23139,15.35,16579,20
"2913",203.69417,-34.31194,14,3994,35
"2914",203.69958,-33.14722,14.51,15452,36
"2915",203.7,-31.70694,19.11,16481,54
"2916",203.70042,-31.67944,19.05,14989,79
"2917",203.70625,-33.07889,15.34,15149,30
"2918",203.70792,-34.24556,15.54,3945,67
"2919",203.70875,-31.74667,16.76,14314,48
"2920",203.70917,-28.50611,16.6,12454,97
"2921",203.71417,-36.52139,16,14909,77
"2922",203.71583,-35.16528,0,15180,76
"2923",203.71833,-35.16083,0,15172,48
"2924",203.72,-35.15833,0,15168,69
"2925",203.72333,-33.87778,14.28,3838,48
"2926",203.72792,-35.54889,15.53,14931,83
"2927",203.73042,-35.09944,15.7,14494,39
"2928",203.73708,-31.74556,17.64,15076,45
"2929",203.73792,-35.14278,17.02,15056,9
"2930",203.73917,-31.60111,16.51,15610,26
"2931",203.74375,-35.48889,0,15720,100
"2932",203.74375,-31.61611,16.31,16278,54
"2933",203.74417,-35.49861,15.7,15803,24
"2934",203.74417,-29.33389,16.7,14614,75
"2935",203.74917,-33.93139,15.47,3949,65
"2936",203.7525,-31.59556,18.47,14098,58
"2937",203.76,-30.28,16,11036,50
"2938",203.7625,-31.65528,15.89,15205,45
"2939",203.76708,-28.97306,18.71,13262,81
"2940",203.7675,-29.26333,0,14768,80
"2941",203.77042,-35.26917,14.52,3952,26
"2942",203.77208,-31.66194,18.21,15367,44
"2943",203.77375,-31.60278,18.78,14855,33
"2944",203.77625,-31.89083,17.52,14462,39
"2945",203.7775,-31.79639,18.9,15577,114
"2946",203.77958,-33.48028,14.1,3880,20
"2947",203.78083,-36.63944,15.96,15278,15
"2948",203.78375,-30.1175,15.8,300,899
"2949",203.7875,-34.035,14.98,3878,52
"2950",203.78875,-31.84528,17.32,12076,38
"2951",203.78875,-30.19972,18.25,35140,100
"2952",203.79083,-33.48306,13.91,4013,40
"2953",203.79792,-31.43,16.38,14589,84
"2954",203.80208,-32.11528,19.02,25701,14
"2955",203.8025,-31.5625,16.55,13673,54
"2956",203.82083,-34.07722,15.06,13378,53
"2957",203.82375,-33.89806,14.17,3770,18
"2958",203.82583,-37.29417,15.74,9426,67
"2959",203.82667,-31.42611,14.86,14845,86
"2960",203.82875,-31.54639,17.01,14397,46
"2961",203.83167,-28.02194,14.21,4822,7
"2962",203.83292,-30.31611,17.42,22488,10
"2963",203.83875,-34.20583,14.38,7110,8
"2964",203.83917,-29.97,16.5,12299,144
"2965",203.83958,-33.90528,0,3834,22
"2966",203.84333,-31.95167,18.04,14904,15
"2967",203.84417,-30.82306,19.22,39636,53
"2968",203.84625,-34.16083,14.18,7208,66
"2969",203.85125,-32.335,19.86,24494,181
"2970",203.85333,-30.88917,16.79,12091,65
"2971",203.85375,-29.83861,0,76746,300
"2972",203.85958,-34.19028,16,7271,34
"2973",203.86333,-33.54806,15.48,14294,29
"2974",203.87417,-30.88083,16.55,12117,50
"2975",203.87583,-28.84667,16.7,11905,76
"2976",203.8775,-34.73694,15.4,14750,90
"2977",203.87917,-31.60917,18.12,14579,66
"2978",203.88208,-32.13333,19.47,32793,108
"2979",203.895,-31.87278,18.83,13912,91
"2980",203.89833,-31.91194,18.25,14442,55
"2981",203.89833,-32.21222,19.49,6020,146
"2982",203.89917,-31.96222,18.12,14986,109
"2983",203.90125,-33.51972,16.64,7561,41
"2984",203.90458,-31.61306,18.32,12986,21
"2985",203.91042,-31.87,17.45,14404,32
"2986",203.91292,-31.71694,15.94,11794,98
"2987",203.91292,-31.78444,17.41,11790,39
"2988",203.91792,-28.32806,17.8,13641,120
"2989",203.92708,-31.89861,16.02,14385,40
"2990",203.93125,-31.90722,17.63,26012,75
"2991",203.94417,-27.67389,15.03,8746,50
"2992",203.945,-35.57056,14.42,15438,54
"2993",203.94625,-30.87667,14.27,4569,40
"2994",203.95,-28.11167,15.9,12334,50
"2995",203.95708,-30.38222,14.31,4273,9
"2996",203.95708,-29.23028,15.7,14027,48
