"","u_g","g_r","r_i","i_z","Class"
"647",0.435,0.315,0.243,0.061,1
"648",0.118,0.334,0.132,-0.17,1
"649",0.34,0.25,0.14,0.178,1
"650",0.413,0.166,0.052,0.276,1
"651",0.114,0.24,0.006,0.166,1
"652",0.165,0.318,-0.015,-0.047,1
"653",0.174,0.272,-0.055,0.193,1
"654",0.599,0.241,0.3,-0.007,1
"655",-0.149,0.343,-0.069,0.323,1
"656",0.409,0.462,0.21,0.455,1
"657",0.171,0.231,-0.238,0.007,1
"658",2.525,1.805,0.127,0.123,1
"659",0.367,0.1,0.544,0.006,1
"660",0.156,-0.035,0.261,0.024,1
"661",0.511,-0.186,0.665,0.488,1
"662",0.135,0.421,0.075,-0.132,1
"663",3.754,1.028,0.594,0.167,1
"664",2.52,1.049,0.218,0.112,1
"665",0.255,0.029,0.329,0.065,1
"666",0.125,0.04,0.065,0.304,1
"667",0.034,0.004,0.391,0.023,1
"668",1.201,0.525,0.146,0.384,1
"669",-0.008,0.164,0.336,0.065,1
"670",-0.235,0.462,-0.142,0.282,1
"671",0.035,0.013,0.411,0.029,1
"672",0.379,-0.046,0.255,-0.044,1
"673",0.118,0.119,0.103,-0.067,1
"674",0.24,0.095,0.24,-0.011,1
"675",0.367,0.267,0.399,-0.077,1
"676",0.422,0.094,0.026,0.04,1
"677",0.124,0.125,0.189,0.145,1
"678",0.32,0.124,0.412,0.035,1
"679",1.599,0.233,0.048,0.021,1
"680",0.296,0.085,0.247,0.019,1
"681",0.507,0.252,0.051,0.134,1
"682",0.154,0.073,0.28,0.031,1
"683",0.084,0.344,-0.094,0.117,1
"684",0.198,0.055,0.153,0.273,1
"685",0.13,0.194,0.07,0.02,1
"686",0.033,0.304,-0.06,0.017,1
"687",0.005,0.135,0.404,0.159,1
"688",0.263,0.114,0.164,-0.128,1
"689",0.659,0.063,0.179,0.354,1
"690",0.096,0.304,0.236,0.084,1
"691",0.803,-0.045,-0.007,0.406,1
"692",3.147,1.761,0.458,0.159,1
"693",0.582,-0.004,0.107,0.252,1
"694",0.346,0.214,0.042,0.283,1
"695",0.666,0.441,0.1,0.376,1
"696",0.146,0.256,-0.13,-0.036,1
"697",0.165,0.085,0.275,-0.074,1
"698",0.263,0.134,0.264,0.115,1
"699",-0.11,-0.086,0.266,0.268,1
"700",0.097,0.015,0.229,0.025,1
"701",0.514,0.512,0.248,-0.147,1
"702",0.253,0.418,0.122,-0.025,1
"703",0.488,0.282,0.346,0.198,1
"704",0.205,0.136,0.263,-0.021,1
"705",0.479,0.23,0.348,0.232,1
"706",0.467,0.308,-0.076,-0.011,1
"707",0.471,0.165,0.174,0.049,1
"708",0.316,0.044,0.144,0.145,1
"709",-0.103,0.414,-0.054,-0.033,1
"710",0.232,0.14,0.135,-0.208,1
"711",0.097,0.365,0,0.062,1
"712",0.096,0.271,-0.022,-0.162,1
"713",0.356,0.281,0.268,-0.033,1
"714",0.474,0.628,0.73,0.253,1
"715",0.019,0.154,0.317,0.416,1
"716",0.591,0.265,0.304,-0.091,1
"717",1.775,0.543,0.078,0.139,1
"718",3.817,1.616,0.392,0.034,1
"719",0.607,0.659,0.561,0.179,1
"720",0.115,0.001,0.315,0.012,1
"721",0.223,0.185,0.097,0.134,1
"722",0.22,0.103,0.272,0.003,1
"723",0.301,0.274,0.039,0.097,1
"724",0.187,0.279,0.025,-0.01,1
"725",0.107,-0.006,0.318,-0.154,1
"726",1.083,0.317,0.077,0.404,1
"727",0.152,0.276,-0.023,-0.201,1
"728",0.188,0.034,0.214,0.058,1
"729",0.892,0.717,0.218,0.179,1
"730",0.321,0.025,0.183,0.183,1
"731",0.154,0.203,0.097,-0.307,1
"732",0.606,0.043,0.273,-0.091,1
"733",0.682,0.133,0.047,0.466,1
"734",0.625,0.183,0.513,0.157,1
"735",1.935,0.357,0.24,0.281,1
"736",0.356,-0.023,0.352,0.062,1
"737",0.616,0.539,0.56,0.287,1
"738",1.986,0.893,0.567,0.306,1
"739",0.264,-0.039,0.304,0.01,1
"740",0.24,0.104,0.32,-0.046,1
"741",0.324,-0.013,0.208,0.084,1
"742",0.4,0.05,-0.049,0.196,1
"743",0.14,0.27,0.052,0.206,1
"744",-0.121,0.411,-0.063,-0.041,1
"745",0.195,0.095,0.271,0.017,1
"746",0.069,0.228,0.013,-0.053,1
"747",0.189,0.334,0.044,0.09,1
"748",0.187,0.215,0.261,0.183,1
"749",0.114,0.053,0.153,0.077,1
"750",0.232,0.105,0.331,0.103,1
"751",0.302,0.153,-0.126,0.148,1
"752",0.16,-0.028,0.352,-0.027,1
"753",0.115,0.115,0.024,-0.088,1
"754",0.365,-0.121,0.077,-0.103,1
"755",1.113,0.227,-0.052,0.299,1
"756",0.659,0.42,0.17,0.243,1
"757",0.169,0.352,0.282,0.139,1
"758",0.413,0.478,0.083,-0.057,1
"759",0.118,0.035,-0.012,0.145,1
"760",-0.021,0.1,0.131,0.028,1
"761",0.195,0.118,0.28,-0.093,1
"762",0.048,0.329,-0.068,0.049,1
"763",0.026,0.085,0.111,0.201,1
"764",0.083,0.309,-0.087,-0.152,1
"765",-0.026,0.278,0.069,-0.086,1
"766",0.176,0.047,0.147,0.126,1
"767",0.221,-0.084,0.318,0.171,1
"768",0.062,0.247,0.19,-0.156,1
"769",0.471,0.208,0.516,0.386,1
"770",0.375,0.136,-0.015,0.197,1
"771",0.313,-0.033,0.242,-0.069,1
"772",0.029,0.183,0.067,-0.116,1
"773",0.131,0.22,-0.125,-0.025,1
"774",3.926,1.274,0.023,0.048,1
"775",0.276,0.414,0.11,-0.083,1
"776",-0.007,0.113,-0.126,0.686,1
"777",0.322,0.03,0.288,-0.05,1
"778",0.165,0.281,-0.023,-0.113,1
"779",0.033,0.108,0.029,-0.267,1
"780",0.58,0.047,0.049,0.244,1
"781",0.193,-0.023,-0.116,0.136,1
"782",0.046,0.051,0.272,0.089,1
"783",0.067,0.298,0.101,-0.021,1
"784",0.682,0.172,0.073,0.212,1
"785",0.062,0.162,0.145,0.281,1
"786",0.322,0.116,0.1,-0.002,1
"787",0.494,0.339,0.24,0.262,1
"788",0.268,0.051,0.179,-0.018,1
"789",0.214,0.653,0.218,0.435,1
"790",0.247,0.343,0.109,0.141,1
"791",0.082,0.05,0.182,0.19,1
"792",5.151,0.667,0.166,0.084,1
"793",-0.097,-0.039,0.381,0.022,1
"794",0.298,-0.189,0.028,-0.119,1
"795",0.547,0.186,0.025,0.193,1
"796",0.406,-0.126,0.007,0.409,1
"797",0.325,0.165,-0.059,0.198,1
"798",0.37,0.042,0.281,-0.067,1
"799",0.596,0.608,0.277,0.205,1
"800",0.545,0.037,0.263,-0.011,1
"801",0.513,0.544,0.331,-0.081,1
"802",0.182,0.206,0.335,0.077,1
"803",0.042,0.314,0.191,0.126,1
"804",0.096,-0.017,0.3,0.221,1
"805",0.176,0.07,0.201,0.126,1
"806",0.247,-0.003,0.135,-0.02,1
"807",0.326,0.233,0.164,0.19,1
"808",2.662,0.314,0.14,-0.381,1
"809",1.179,1.885,0.128,0.67,1
"810",0.647,0.098,0.044,0.296,1
"811",2.847,0.439,0.147,0.147,1
"812",0.175,0.152,0.116,-0.046,1
"813",0.158,0.22,-0.094,0.156,1
"814",0.329,-0.127,0.166,0.056,1
"815",0.121,0.036,0.076,-0.019,1
"816",0.077,-0.045,0.286,-0.04,1
"817",-0.202,0.348,-0.079,0.377,1
"818",0.042,0.051,0.308,0.093,1
"819",0.117,0.426,-0.018,0.077,1
"820",0.336,0.26,0.33,0.067,1
"821",0.808,0.561,0.406,0.311,1
"822",0.704,0.115,0.021,0.06,1
"823",0.352,0.053,0.083,0.308,1
"824",0.654,-0.131,0.263,-0.048,1
"825",-0.04,0.046,0.274,0.076,1
"826",0.045,0.123,0.078,-0.112,1
"827",0.437,0.005,0.173,0.33,1
"828",0.628,0.22,0.328,0.112,1
"829",0.281,0.073,-0.07,0.03,1
"830",0.233,0.305,0.024,-0.059,1
"831",0.025,-0.063,0.157,-0.044,1
"832",-0.06,-0.002,0.138,0.166,1
"833",0.276,0.305,0.223,0.523,1
"834",0.652,0.157,0.004,0.323,1
"835",0.254,0.078,0.166,0.33,1
"836",0.032,0.274,-0.015,0.066,1
"837",0.371,0.128,0.067,0.107,1
"838",0.402,0.317,-0.049,0.116,1
"839",0.141,0.246,-0.103,-0.118,1
"840",1.004,0.601,0.415,0.504,1
"841",0.197,0.307,-0.017,-0.115,1
"842",0.937,0.481,0.521,0.347,1
"843",0.216,0.306,0.527,0.378,1
"844",0.469,0.082,0.035,0.171,1
"845",1.045,0.484,0.177,0.299,1
"846",0.501,0.177,0.119,0.193,1
"847",0.086,-0.137,0.008,0.287,1
"848",0.224,0.732,0.575,0.359,1
"849",0.282,-0.104,0.087,0.124,1
"850",0.548,0.337,0.329,0.066,1
"851",1.1,0.771,0.223,-0.059,1
"852",0.783,0.096,0.019,0.111,1
"853",0.495,0.137,-0.209,0.219,1
"854",0.08,0.352,-0.02,-0.113,1
"855",0.406,0.109,0.057,0.092,1
"856",0.483,0.065,0.032,0.201,1
"857",0.54,0.083,0.077,0.248,1
"858",0.261,-0.06,0.134,-0.076,1
"859",0.103,-0.041,0.256,0.015,1
"860",0.213,0.324,0.109,0.223,1
"861",0.399,0.323,-0.022,0.09,1
"862",0.135,0.178,0.173,0.092,1
"863",0.096,0.11,0.223,0.122,1
"864",0.172,0.103,0.276,-0.01,1
"865",0.049,0.101,0.247,0.155,1
"866",0.177,0.029,0.251,0.084,1
"867",0.003,0.288,-0.008,0.02,1
"868",0.168,0.031,0.248,-0.013,1
"869",0.801,0.082,0.215,0.068,1
"870",0.255,0.064,0.036,0.076,1
"871",0.137,0.134,-0.03,-0.014,1
"872",0.223,0.164,0.201,0.311,1
"873",0.291,0.492,0.073,0.003,1
"874",-0.061,-0.045,0.283,0.112,1
"875",-0.228,0.451,-0.084,0,1
"876",0.249,0.332,-0.115,-0.092,1
"877",0.459,0.142,0.002,0.132,1
"878",0.8,0.004,0.149,0.693,1
"879",0.037,0.013,0.527,-0.098,1
"880",0.299,0.228,0.06,0.132,1
"881",0.244,0.136,0.197,-0.03,1
"882",0.658,0.042,0.031,0.187,1
"883",0.11,0.193,0.106,-0.101,1
"884",0.593,0.145,0.101,0.309,1
"885",-0.063,0.395,0.053,-0.115,1
"886",0.099,0.215,0.009,0.097,1
"887",0.341,0.178,0.272,0.038,1
"888",0.146,0.216,0.029,-0.226,1
"889",0.149,0.025,0.107,0.205,1
"890",1.841,3.473,0.392,0.626,1
"891",0.454,0.137,0.342,-0.062,1
"892",0.254,0.375,0.309,0.04,1
"893",1.443,-0.255,0.093,0.461,1
"894",0.123,0.161,0.021,-0.218,1
"895",0.08,0.12,0.101,0.142,1
"896",-0.021,-0.049,0.388,0.061,1
"897",0.23,0.027,0.176,0.031,1
"898",0.106,0.449,0.41,0.236,1
"899",0.248,0.373,0.236,0.432,1
"900",0.348,0.314,-0.111,0.266,1
"901",0.195,0.289,0.012,0.065,1
"902",0.223,0.051,0.555,-0.227,1
"903",0.416,0.036,-0.105,0.134,1
"904",0.101,0.239,-0.07,-0.051,1
"905",0,0,0,0,1
"906",0.363,0.063,0.131,0.195,1
"907",0.008,0.083,0.277,0.025,1
"908",1.03,0.258,0.353,0.365,1
"909",0.213,0.214,-0.026,-0.11,1
"910",0.081,0.008,0.154,-0.036,1
"911",0.009,0.503,-0.06,-0.162,1
"912",0.233,-0.063,0.021,0.401,1
"913",0.476,0.594,0.464,0.124,1
"914",0.4,0.085,0.201,0.117,1
"915",0.345,0.34,0.058,0.096,1
"916",-0.037,0.036,0.274,0.22,1
"917",0.269,-0.068,-0.048,0.092,1
"918",0.127,0.135,0.258,-0.045,1
"919",0.124,-0.132,0.124,0.052,1
"920",0.591,-0.238,0.231,0.253,1
"921",0.1,0.144,0.223,0.013,1
"922",0.285,0.227,-0.017,0.301,1
"923",0.174,0.203,-0.069,0.046,1
"924",0.068,0.046,0.166,0.005,1
"925",0.255,0.089,0.27,-0.206,1
"926",0.277,0.043,0.319,0.379,1
"927",0.082,0.334,-0.078,0.073,1
"928",-0.038,0.188,-0.065,-0.365,1
"929",0.327,0.087,0.136,0.215,1
"930",0.222,-0.007,0.279,-0.084,1
"931",0.317,0.138,0.017,0.055,1
"932",0.197,0.287,0.014,-0.145,1
"933",0.169,0.17,0.227,-0.002,1
"934",0.518,0.143,0.17,0.02,1
"935",0.467,0.148,0.105,0.275,1
"936",0.122,0.247,-0.006,0.086,1
"937",0.213,0.535,0.176,0.013,1
"938",0.019,0.204,-0.117,-0.008,1
"939",0.174,-0.117,0.088,0.369,1
"940",0.287,0.067,0.246,0.18,1
"941",0.501,0.095,0.171,0.342,1
"942",0.431,0.407,0.091,-0.011,1
"943",0.071,0.254,0.036,0.002,1
"944",0.605,0.096,0.121,-0.102,1
"945",0.623,0.191,-0.025,0.32,1
"946",0.095,0.049,-0.08,0.326,1
"947",0.396,0.08,0.201,0.248,1
"948",0.754,0.129,0.286,0.08,1
"949",0.246,0.353,0.12,-0.006,1
"950",-0.115,0.393,0.06,-0.11,1
"951",0.092,0.233,0.13,-0.056,1
"952",0.215,-0.028,0.095,0.065,1
"953",0.126,0.228,0.044,0.012,1
"954",0.424,0.03,0.095,0.236,1
"955",0.086,0.235,0.028,0.181,1
"956",0.283,0.375,0.04,-0.073,1
"957",0.453,0.127,0.071,0.204,1
"958",0.151,0.046,0.328,0.195,1
"959",0.577,0.644,0.393,0.488,1
"960",2.311,1.506,0.42,0.107,1
"961",2.133,0.289,0.158,0.17,1
"962",0.106,0.475,0.429,-0.028,1
"963",0.61,0.215,0.205,0.079,1
"964",1.153,1.936,1.05,0.168,1
"965",0.331,0.143,-0.171,-0.008,1
"966",0.999,0.856,0.398,0.15,1
"967",0.368,0.263,0.07,0.108,1
"968",0.282,0.155,0.068,0.438,1
"969",0.092,0.24,-0.053,0.27,1
"970",0.362,0.191,0.124,0.188,1
"971",1.776,0.387,0.21,0.248,1
"972",0.946,0.532,0.064,0.03,1
"973",0.225,0.681,0.123,0.043,1
"974",3.078,0.905,0.083,0.168,1
"975",0.496,0.09,-0.146,0.093,1
"976",0.202,0.212,-0.071,0.094,1
"977",0.329,0.381,0.256,-0.022,1
"978",3.829,0.555,0.177,0.103,1
"979",0.666,0.313,0.324,-0.047,1
"980",0.489,-0.021,0.143,0.251,1
"981",0.202,0.233,0.378,0.155,1
"982",0.312,0.166,0.212,0.173,1
"983",0.018,0.003,0.325,0.111,1
"984",0.115,0.302,0.146,0.039,1
"985",0.193,0.325,-0.068,-0.118,1
"986",0.245,0.122,0.276,0.112,1
"987",0.13,0.096,0.261,-0.018,1
"988",0.558,0.472,0.214,0.605,1
"989",0.313,0.168,0.345,-0.009,1
"990",0.183,0.237,0.201,0.092,1
"991",0.467,0.384,0.109,0.12,1
"992",1.84,0.576,0.277,0.354,1
"993",0.278,-0.141,0.188,0.243,1
"994",-0.094,0.408,-0.016,-0.095,1
"995",0.02,0.307,0.006,-0.019,1
"996",0.138,0.025,0.223,-0.011,1
"997",0.401,0.043,0.316,0.041,1
"998",2.401,0.319,0.113,-0.099,1
"999",0.474,0.021,0.193,-0.229,1
"1000",0.276,-0.046,0.269,-0.396,1
"1001",0.734,0.148,0.104,0.481,1
"1002",2.027,1.12,0.116,0.116,1
"1003",0.156,0.03,0.184,0.005,1
"1004",0.354,0.187,0.175,0.208,1
"1005",0.252,0.322,0.444,-0.05,1
"1006",0.426,0.145,-0.018,-0.146,1
"1007",0.109,0.126,0.324,0.053,1
"1008",0.29,0.058,0.14,0.012,1
"1009",3.152,0.829,0.079,0.265,1
"1010",0.485,0.416,0.156,0.162,1
"1011",0.018,0.239,0.076,-0.289,1
"1012",1.55,0.512,0.378,0.591,1
"1013",0.179,0.352,-0.044,-0.025,1
"1014",0.216,-0.078,-0.165,0.212,1
"1015",0.315,0.318,-0.147,0.05,1
"1016",0.577,0.195,0.134,0.197,1
"1017",0.087,0.176,0.167,0.003,1
"1018",0.148,0.196,0.245,0.25,1
"1019",0.838,0.805,0.238,0.23,1
"1020",3.249,0.923,0.251,0.073,1
"1021",0.056,0.319,0.051,-0.1,1
"1022",0.643,0.182,0.071,0.225,1
"1023",-0.738,3.298,-0.133,0.542,1
"1024",0.191,0.256,0.265,0.139,1
"1025",0.277,0.304,0.199,0.288,1
"1026",0.079,0.278,0.005,-0.09,1
"1027",0.262,0.31,-0.043,-0.02,1
"1028",0.056,0.274,0.097,-0.085,1
"1029",0.334,0.309,0.279,0.282,1
"1030",0.69,-0.014,0.172,0.479,1
"1031",0.321,-0.073,0.2,-0.177,1
"1032",0.589,0.142,0.26,-0.218,1
"1033",0.266,0.125,-0.101,0.442,1
"1034",-0.194,0.48,-0.024,-0.169,1
"1035",0.684,0.411,0.202,0.259,1
"1036",0.302,0.029,0.022,0.185,1
"1037",0.536,0.186,0.031,0.483,1
"1038",0.287,0.197,0.136,0.045,1
"1039",0.478,0.307,0.349,0.025,1
"1040",0.025,-0.015,0.378,-0.084,1
"1041",0.229,0.106,-0.043,-0.064,1
"1042",0.112,0.253,0.138,0.02,1
"1043",0.217,0.087,0.197,-0.046,1
"1044",0.126,0.049,0.21,0.014,1
"1045",0.239,0.023,0.171,0.004,1
"1046",-0.025,0.193,0.243,-0.141,1
"1047",0.188,0.202,0.175,0.108,1
"1048",0.435,0.328,0.093,0.055,1
"1049",0.212,0.111,0.247,-0.187,1
"1050",0.217,-0.121,0.296,0.047,1
"1051",0.434,0.292,0.264,0.157,1
"1052",0.582,0.47,0.074,0.794,1
"1053",0.387,0.536,0.335,0.191,1
"1054",0.006,0.003,0.262,0.237,1
"1055",0.622,0.185,0.059,0.027,1
"1056",0.589,0.429,0.242,0.336,1
"1057",0.324,0.094,0.223,0.474,1
"1058",0.002,0.082,0.599,-0.128,1
"1059",0.065,0.255,0.043,-0.081,1
"1060",0.2,0.292,0.086,0.058,1
"1061",0.003,0.031,0.275,-0.036,1
"1062",1.195,0.55,0.302,0.217,1
"1063",0.101,-0.022,0.248,0.222,1
"1064",0.481,-0.162,0.304,0.142,1
"1065",0.303,0.042,0.241,-0.157,1
"1066",0.387,0.207,0.286,0.147,1
"1067",0.35,-0.009,0.135,-0.069,1
"1068",1.015,0.051,-0.04,0.041,1
"1069",0.285,0.15,0.225,-0.204,1
"1070",0.489,-0.017,0.043,0.277,1
"1071",0.07,0.398,0.318,0.097,1
"1072",0.088,0.21,-0.112,-0.112,1
"1073",0.318,0.28,0.093,0.034,1
"1074",0.408,0.051,-0.07,0.105,1
"1075",0.492,0.003,-0.018,0.089,1
"1076",0.032,0.069,0.314,-0.132,1
"1077",0.368,0.312,0.092,0.482,1
"1078",0.512,0.027,-0.006,0.109,1
"1079",0.386,0.382,0.039,0.188,1
"1080",0.39,0.342,-0.001,0.055,1
"1081",0.189,0.269,0.044,-0.066,1
"1082",0.038,-0.037,0.171,0.31,1
"1083",2.987,1.061,0.184,-0.212,1
"1084",0.645,0.439,-0.041,0.063,1
"1085",-0.087,0.414,-0.032,-0.127,1
"1086",0.137,0.177,0.241,-0.079,1
"1087",0.209,0.261,0.305,-0.035,1
"1088",0.362,0.151,0.068,0.107,1
"1089",0.271,0.366,0.068,0.004,1
"1090",-0.025,0.245,-0.035,-0.045,1
"1091",1.988,0.83,0.169,0.029,1
"1092",0.193,-0.011,0.227,0.066,1
"1093",1.058,0.079,0.186,0.208,1
"1094",0.311,0.205,0.098,0.254,1
"1095",0.646,0.026,-0.05,0.382,1
"1096",0.134,0.259,-0.028,-0.009,1
"1097",0.516,0.346,-0.091,0.104,1
"1098",0.321,0.367,0.174,0.066,1
"1099",0.44,0.265,0.324,0.195,1
"1100",0.275,0.378,0.02,-0.015,1
"1101",0.169,0.131,0.264,0.126,1
"1102",-0.009,0.157,0.168,0.258,1
"1103",0,0.27,0.056,-0.11,1
"1104",-0.05,0.097,0.247,0.072,1
"1105",0,0,0,0,1
"1106",0.058,0.261,0.05,-0.181,1
"1107",0.03,0.121,0.287,0.024,1
"1108",0.231,0.055,0.181,0.445,1
"1109",0.343,0.056,0.183,0.074,1
"1110",0.114,0.015,0.034,0.341,1
"1111",2.335,0.553,0.295,0.279,1
"1112",0.764,0.041,0.036,0.173,1
"1113",0.116,0.192,0.209,0.062,1
"1114",0.314,0.114,0.37,0.325,1
"1115",0.519,0.067,0.066,0.155,1
"1116",0.854,0.097,0.043,-0.003,1
"1117",0.2,0.038,0.214,0.195,1
"1118",0.763,0.264,0.328,0.081,1
"1119",0.222,0.246,0.161,0.138,1
"1120",0.314,0.117,0.213,0.358,1
"1121",0.406,-0.041,0.007,-0.005,1
"1122",0.326,0.649,0.292,0.368,1
"1123",0.392,0.054,0.275,0.151,1
"1124",0.082,0.35,0.218,0.198,1
"1125",0.001,0.261,-0.053,-0.123,1
"1126",0.519,0.165,0.4,-0.075,1
"1127",3.316,0.245,-0.013,0.406,1
"1128",0.145,0.279,0.009,-0.055,1
"1129",-0.041,0.517,0.024,-0.113,1
"1130",-0.125,0.319,-0.049,-0.049,1
"1131",0.139,-0.074,0.403,-0.094,1
"1132",0.206,0.173,0.047,0.513,1
"1133",0.402,0.702,0.666,0.337,1
"1134",0.147,0.264,-0.083,-0.028,1
"1135",0.285,-0.146,0.164,0.034,1
"1136",0.272,0.346,0.036,0.034,1
"1137",0.647,0.062,0.107,0.062,1
"1138",0.017,0.144,-0.077,-0.167,1
"1139",0.12,0.21,0.142,0.247,1
"1140",0.606,0.101,0.105,-0.045,1
"1141",0.403,0.204,0.366,-0.057,1
"1142",0.406,0.053,0.025,0.17,1
"1143",1.404,0.15,0.008,0.152,1
"1144",0.131,0.097,0.114,0.16,1
"1145",0.056,0.459,-0.006,-0.048,1
"1146",0.126,0.119,-0.078,0.363,1
"1147",0.172,0.046,0.272,0.104,1
"1148",0.039,0.149,0.346,0.09,1
"1149",0.716,1.966,0.374,0.158,1
"1150",0.256,0.014,0.158,-0.005,1
"1151",0.912,-0.114,0.064,0.404,1
"1152",0.089,0.13,0.136,0.193,1
"1153",0.2,0.234,0.027,0.026,1
"1154",-0.007,0.12,0.319,0.031,1
"1155",0.158,0.258,0.153,0.012,1
"1156",0.471,0.186,0.183,0.052,1
"1157",-0.027,0.221,0.022,0.036,1
"1158",0.059,0.092,0.216,-0.069,1
"1159",0.357,0.144,0.075,0.308,1
"1160",0.227,0.055,0.264,0.127,1
"1161",0.856,0.109,0.049,0.305,1
"1162",0.274,0.123,0.197,0.004,1
"1163",1.029,0.129,0.159,0.005,1
"1164",-0.045,0.122,-0.014,-0.019,1
"1165",0.101,0.197,-0.097,0.056,1
"1166",0.162,0.138,-0.193,0.186,1
"1167",0.28,0.09,0.346,0.132,1
"1168",0.148,0.192,-0.099,-0.026,1
"1169",5.149,0.238,0.112,0.097,1
"1170",0.246,-0.042,0.195,0.147,1
"1171",2.624,0.617,0.569,0.041,1
"1172",0.313,-0.126,0.221,0.178,1
"1173",0.37,0.331,0.268,0.275,1
"1174",0.331,-0.081,0.164,-0.107,1
"1175",0.043,0.294,0.078,0.025,1
"1176",0.408,0.108,0.134,0.02,1
"1177",0.319,0.107,0.199,0.192,1
"1178",2.505,0.405,0.157,0.12,1
"1179",0.374,0.217,0.41,0.064,1
"1180",0.46,0.123,-0.036,0.471,1
"1181",-0.105,0.054,0.272,0.181,1
"1182",0.402,0.43,0.33,0.195,1
"1183",0.135,0.426,0.102,-0.103,1
"1184",0.109,0.191,0.248,0.19,1
"1185",0.847,0.345,0.382,0.128,1
"1186",0.247,0.322,-0.04,0.085,1
"1187",0.278,0.178,0.016,0.164,1
"1188",0.572,0.114,0.129,0.2,1
"1189",0.362,-0.004,0.244,0.077,1
"1190",0.237,0.334,0.304,0.256,1
"1191",0.109,0.159,-0.06,-0.07,1
"1192",0.178,0.061,0.152,0.126,1
"1193",0.367,-0.063,0.15,0.046,1
"1194",0.415,0.232,0.297,0.104,1
"1195",0.564,0.575,0.223,0.005,1
"1196",0.181,0.221,0.293,0.1,1
"1197",0.321,0.19,0.121,0.145,1
"1198",0.312,0.004,0.304,0.245,1
"1199",0.257,0.415,0.018,-0.351,1
"1200",0.344,0.31,-0.082,0.035,1
"1201",0.453,-0.003,0.003,0.131,1
"1202",0.527,0.27,-0.062,0.398,1
"1203",0.161,0.076,0.17,0.263,1
"1204",0.313,0.285,-0.077,0.131,1
"1205",0.099,0.447,0.283,0.414,1
"1206",0.118,0.099,0.376,0.038,1
"1207",0.069,0.017,-0.014,0.663,1
"1208",1.248,0.08,0.09,-0.053,1
"1209",0.267,0.422,0.259,0.358,1
"1210",0.152,0.222,0.026,0.109,1
"1211",0.109,0.111,0.371,-0.109,1
"1212",0.156,-0.123,0.328,0.326,1
"1213",0.193,-0.026,0.301,-0.022,1
"1214",0.598,0.159,-0.009,0.153,1
"1215",0.258,0.005,0.214,0.167,1
"1216",0.253,-0.092,0.079,-0.144,1
"1217",-0.167,0.386,0.083,-0.071,1
"1218",0.154,0.037,0.115,0.033,1
"1219",0.246,0.281,0.285,0.342,1
"1220",0.315,0.223,-0.06,0.168,1
"1221",0.483,0.114,-0.077,0.291,1
"1222",0.153,0.233,-0.035,0.301,1
"1223",0.229,0.469,0.308,0.089,1
"1224",0.161,0.215,0.284,0.22,1
"1225",0.149,-0.017,0.207,0.203,1
"1226",0.142,0.189,0.363,-0.044,1
"1227",0.517,0.047,0.051,0.247,1
"1228",0.034,0.236,-0.026,-0.555,1
"1229",0.03,0.202,0.095,-0.009,1
"1230",0.268,0.153,0.108,0.055,1
"1231",0.155,0.017,0.01,0.239,1
"1232",0.584,0.51,0.226,0.142,1
"1233",0.615,-0.078,-0.083,0.163,1
"1234",0.349,0.505,0.238,0.47,1
"1235",0.756,0.089,0.295,0.23,1
"1236",0.303,0.746,0.347,0.497,1
"1237",0.629,0.194,0.33,0.343,1
"1238",0.23,0.01,0.303,-0.108,1
"1239",0.175,0.142,0.144,0.28,1
"1240",0.489,-0.189,0.386,0.118,1
"1241",0.07,0.137,-0.107,0.077,1
"1242",0.137,0.012,0.322,-0.008,1
"1243",0.262,0.149,0.218,0.345,1
"1244",0.463,0.039,-0.042,0.132,1
"1245",0.583,0.13,0.443,-0.056,1
"1246",0.442,0.325,0.262,-0.032,1
"1247",0.315,0.197,-0.044,-0.022,1
"1248",0.239,0.586,0.081,0.327,1
"1249",0.186,0.261,0.056,0.073,1
"1250",0.551,0.298,-0.047,0.143,1
"1251",0.543,0.713,0.582,0.032,1
"1252",-0.067,0.267,-0.016,-0.266,1
"1253",0.432,0.146,-0.181,0.382,1
"1254",0.255,0.409,0.076,-0.118,1
"1255",0.05,0.033,0.066,0.055,1
"1256",0.202,0.184,0.14,0.295,1
"1257",-0.041,0.237,-0.069,-0.133,1
"1258",0.33,0.115,0.409,0.26,1
"1259",0.204,0.154,0.133,0.032,1
"1260",0.329,0.004,0.278,0.13,1
"1261",0.47,-0.132,0.201,-0.12,1
"1262",0.126,0.074,0.028,-0.133,1
"1263",0.176,0.313,0.075,0.015,1
"1264",0.317,0.189,0.133,0.114,1
"1265",0.062,-0.009,0.216,0.07,1
"1266",-0.139,0.115,-0.037,-0.057,1
"1267",0.257,0.022,-0.102,0.093,1
"1268",0.309,0.484,-0.173,-0.026,1
"1269",0.326,0.106,-0.101,-0.015,1
"1270",0.105,0.149,0.052,-0.033,1
"1271",0.287,0.321,0.16,-0.074,1
"1272",0.088,0.484,0.362,0.067,1
"1273",0.109,0.04,0.223,-0.043,1
"1274",0.57,0.111,0.31,0.115,1
"1275",0.059,0.298,0.087,-0.123,1
"1276",0.128,0.206,0.053,0.342,1
"1277",-0.178,0.353,0.104,0.13,1
"1278",0.632,0.244,-0.032,0.234,1
"1279",0.221,0.155,0.183,0.07,1
